kepid,KOI,Morph,Mult,BJD0,BJD0 Err,Period,Period Err,Kepmag,Teff,RA,Dec
9896435,3755,0.04,1,54997.328488,0.019852,18.0767,0.000202,16.636,,294.1258,46.7978
9897710, ,0.76,1,54964.677069,0.024433,0.425537,3E-07,15.276,5610,294.5761,46.7349
9898364,1579,0.11,1,54967.471289,0.019966,7.132382,1.8E-05,13.337,7300,294.8303,46.7344
9898401, ,0.99,1,54964.733972,0.00881,0.152774,1E-07,12.073,7376,294.8448,46.7042
9899181,2867,0.58,1,54999.643575,0.145888,1.332553,2.2E-06,12.912,,295.1505,46.7723
9899216, ,-1,1,55004.681825,,10.915849,3.29E-05,10.886,,295.1617,46.7506
9899345, ,0.6,1,55000.948753,0.039683,1.332628,5.89E-05,15.024,6603,295.208,46.7862
9899416, ,0.6,1,54954.389539,0.040326,1.332555,1.6E-06,10.028,8608,295.2281,46.7849
9902856,1556,0,1,55110.327024,0.037179,271.825762,0.00279,15.535,5843,296.4176,46.732
9904059,145,0.04,1,54991.058149,0.081258,102.96637,0.000765,13.608,4940,296.8177,46.7815
9906590, ,0.63,1,54954.659859,0.020608,1.686338,2.2E-06,12.429,6338,297.5496,46.7828
9907505,3427,0.03,1,55053.874006,0.038975,39.206808,0.000211,15.545,5666,297.8179,46.7642
9909497, ,0.96,1,54965.774868,0.068305,1.284073,1.5E-06,15.627,5992,298.4222,46.7509
9911112,5733,0.37,1,55001.091678,0.014452,2.33365,3.25E-05,14.99,8750,298.8713,46.752
9912977, ,0.6,1,54966.709125,0.040946,1.887874,2.6E-06,13.726,,299.4268,46.7001
9913481, ,0.36,1,54955.804465,0.051577,7.009485,1.74E-05,10.862,7408,299.5866,46.7655
9934052, ,0.99,1,54964.719109,0.019115,0.352246,2E-07,13.801,5946,282.4306,46.8071
9934208, ,0.13,1,54970.337175,0.028804,9.058487,2.53E-05,15.507,4258,282.5421,46.8566
9935245, ,0.63,1,55000.295785,0.028392,0.78486,1.6E-06,16.256,5400,283.213,46.835
9935311, ,0.82,1,55001.838876,0.030067,0.273775,2E-07,14.344,4455,283.2458,46.8511
9936698, ,0.27,1,55000.668364,0.030785,5.712151,0.000116,14.045,6393,284.0673,46.8096
9940565,1548,0.19,1,54968.105946,0.072984,4.278654,8.6E-06,14.708,4593,286.2564,46.8927
9941387,5738,0.03,1,54974.247137,0.024944,27.659608,0.000126,14.706,5150,286.8164,46.8844
9944201, ,0.5,1,54964.707778,0.010826,0.721523,7E-07,15.069,4737,288.4909,46.805
9944421, ,0.12,1,54968.370671,0.022844,7.095207,1.79E-05,15.137,5304,288.6192,46.803
9944907, ,0.71,1,54964.826351,0.021577,0.61344,5E-07,13.701,,288.8836,46.8698
9945280, ,0.49,1,54964.751684,0.016092,1.30346,1.5E-06,13.879,5536,289.0974,46.8111
9947924, ,0.72,1,54953.730592,0.017952,0.362806,2E-07,13.581,5981,290.3908,46.8119
9948002,3562,0.04,1,55047.124638,0.108489,101.263297,0.000765,14.319,6069,290.4253,46.8899
9948201, ,0.89,1,54964.901895,0.016662,0.303181,2E-07,14.372,5791,290.4991,46.885
9953894, ,0.74,1,54954.535285,0.059284,1.382599,1.7E-06,11.083,7295,292.9217,46.8121
9954225,5742,0.56,1,54965.049719,0.029518,1.340652,5.99E-05,14.558,6087,293.0744,46.9
9955262,76,0.04,1,54987.707583,0.088549,77.479926,0.000544,10.143,6478,293.542,46.8221
9956124, ,0.91,1,54964.886463,0.021095,0.362725,2E-07,12.845,6546,293.895,46.8427
9957351,3964,0.6,1,55000.078186,0.014283,0.495552,2E-06,16.948,4610,294.3541,46.8409
9957411, ,0.86,1,54964.705294,0.023013,0.37469,3E-07,15.11,5983,294.3784,46.8205
9957659,5743,0.04,1,54988.747186,0.037495,30.694552,0.000415,15.496,5932,294.476,46.8617
9957668,5744,0.04,1,54958.024623,0.037485,30.695335,0.000145,12.508,6072,294.4783,46.8638
9962595,5745,0.05,1,54975.455249,0.015492,11.374443,3.51E-05,14.585,5118,296.328,46.8396
9963009, ,0.06,1,54986.018248,0.061145,40.069657,0.000211,14.458,5653,296.4682,46.8518
9963461,1538,0.17,1,55005.434323,0.047195,10.581572,3.29E-05,13.936,,296.6298,46.8802
9965206,3558,0.09,1,55196.824579,0.031729,16.22755,7.37E-05,15.901,5092,297.1904,46.8265
9965691, ,-1,1,54965.930571,,15.683195,5.53E-05,13.102,6221,297.3268,46.8452
9966115,6075,0.14,1,54956.097544,0.034314,8.947426,2.46E-05,12.985,5973,297.4479,46.8843
9967884,425,0.09,1,54964.754043,0.013223,5.42835,1.22E-05,14.694,5689,297.9743,46.8046
9970396, ,0.09,1,55190.482944,0.576977,235.299398,0.00228,11.447,4716,298.7098,46.833
9970937, ,0.88,1,54999.021468,0.330019,4.877061,1.03E-05,9.797,8308,298.854,46.8269
9971475, ,0.23,1,54953.922163,0.026393,5.357408,1.18E-05,13.166,5561,298.9944,46.8124
9972385, ,-1,1,54963.446267,,58.422113,0.000349,11.504,6071,299.2823,46.8988
9991887, ,0.88,1,54964.743878,0.070706,0.322396,2E-07,15.216,5198,281.3762,46.9876
9994475, ,0.77,1,54964.732027,0.017368,0.318406,2E-07,14.3,5646,282.9986,46.9307
9995660, ,0.75,1,54964.926832,0.022149,0.41859,3E-07,14.875,5560,283.7303,46.9117
9995981, ,0.87,1,54964.846777,0.018254,0.293267,2E-07,15.585,5328,283.9188,46.9826
10000490, ,0.56,1,54954.243656,0.028582,1.400991,1.7E-06,11.244,,286.556,46.9573
10001167, ,0.27,1,54957.586519,0.824451,120.390971,0.000945,10.05,4683,286.9557,46.9366
10002261,959,0.06,1,54957.216643,0.018997,12.713794,4.09E-05,13.102,,287.5597,46.9571
10004546, ,-1,1,54983.981414,,19.356914,7.51E-05,12.908,5936,288.747,46.9307
10006096,5753,0,1,54975.856656,0.024672,70.516226,0.000471,15.284,5318,289.4992,46.9287
10007533, ,0.87,1,54965.039252,0.039454,0.648064,6E-07,13.875,6808,290.0995,46.9872
10014536, ,0.98,1,55009.909088,0.233169,1.009397,1.1E-06,10.95,,293.0521,46.9335
10014830, ,0.61,1,54967.124438,0.091901,3.030527,5.2E-06,14.827,4324,293.1763,46.9224
10015516,990,0.25,1,55005.381429,0.417298,67.692052,0.000441,10.7,5157,293.4736,46.9704
10019399,1796,0.04,1,54954.244191,0.013819,11.80572,3.67E-05,12.829,,294.9161,46.945
10019763,1558,0.01,1,55198.361969,0.016382,32.504696,0.000195,15.134,5874,295.0464,46.9746
10020247, ,0.83,1,55000.035426,0.02069,0.345557,2E-07,15.921,5439,295.2342,46.9413
10020423, ,0.15,1,54970.693646,0.028858,7.448378,1.92E-05,15.178,5673,295.2979,46.9205
10024144, ,0.74,1,55001.93382,0.03879,0.815596,1E-06,15.566,6073,296.5822,46.9597
10026136, ,0.18,1,54969.816256,0.049217,9.080194,2.55E-05,15.163,6292,297.172,46.954
10026457, ,0.19,1,54965.87401,0.049947,9.934423,2.91E-05,15.39,5222,297.2593,46.9897
10028352,1957,0.36,1,55020.998425,0.015135,1.386802,1.7E-06,12.655,6191,297.7922,46.9358
10030778,3265,0.07,1,55194.203801,0.041755,29.47316,0.00017,15.957,5607,298.5061,46.948
10030943, ,1,1,54953.674633,0.012916,0.23578,1E-07,11.326,6704,298.5518,46.9368
10031409, ,0.35,1,54957.548369,0.027079,4.14388,8.2E-06,13.553,5905,298.6849,46.95
10031808, ,0.28,1,54956.430326,0.057446,8.589644,2.32E-05,9.557,,298.7976,46.9302
10032392, ,0.96,1,54964.918911,0.022673,0.391157,3E-07,13.931,6096,298.9752,46.9049
10032935, ,0.76,1,54964.672349,0.017945,0.320516,2E-07,14.638,5806,299.1406,46.9993
10033279,1604,0.02,1,54972.775571,0.020335,72.491391,0.000471,13.05,5521,299.2475,46.9519
10063044, ,0.59,1,54965.595585,0.026895,1.009672,1.1E-06,13.918,7420,286.2908,47.0762
10068030,529,0.25,1,54965.074007,0.011601,2.023119,2.9E-06,14.977,5379,288.849,47.022
10068383,725,0.19,1,55009.949344,0.028276,7.30497,1.87E-05,15.765,5046,289.0058,47.0404
10068919,3573,0.01,1,54986.269949,0.023277,43.562272,0.000238,13.676,6153,289.2642,47.006
10074700,5760,0.02,1,55071.990807,0.260601,365.65,0.00505,14.622,5066,291.6262,47.0812
10074939, ,0.76,1,55063.305037,0.015031,0.277094,2E-07,15.888,4812,291.72,47.0103
10083623,3921,0.4,1,54964.537512,0.010167,1.278539,1.9E-06,15.643,5420,295.0824,47.0863
10084115, ,0.89,1,54964.752203,0.019247,0.305666,2E-07,15.35,5524,295.2512,47.0024
10090246, ,0.63,1,54966.538752,0.082477,2.286106,3.5E-06,13.567,5442,297.2187,47.0275
10091110,3627,0.25,3,55185.867931,0.025442,4.218517,1.07E-05,15.232,5943,297.4663,47.0232
10091110,3627,0.13,3,55183.957774,0.141388,8.530335,2.94E-05,15.232,5943,297.4663,47.0232
10091110,3627,0,3,55363.047769,0.032859,383.86,0.00505,15.232,5943,297.4663,47.0232
10091257, ,0.31,1,54956.44498,0.019132,3.403848,6.1E-06,12.533,5630,297.5099,47.0545
10091703, ,0,1,55626.195697,0.07237,710.5,0.0147,15.796,4466,297.6393,47.0749
10092506, ,-1,1,54997.352307,,31.041675,0.000145,11.21,6526,297.8457,47.0723
10095469, ,0.6,1,54999.865835,0.022526,0.677763,1.3E-06,14.693,6261,298.7059,47.0348
10095512, ,0.24,1,54953.888455,0.029813,6.017194,1.39E-05,13.053,5795,298.7165,47.0145
10096019, ,-1,1,55000,,6.867469,1.7E-05,13.348,6707,298.8533,47.0828
10096864, ,0.89,1,55002.264929,0.106774,1.946702,5.62E-05,15.929,5352,299.0738,47.0799
10119517, ,0.95,1,54954.000876,0.04074,0.737494,7E-07,9.912,6225,281.4811,47.1227
10123627, ,0.96,1,54964.807405,0.017639,0.294939,2E-07,15.498,4454,283.9374,47.1497
10128961, ,0.86,1,54964.923514,0.021982,0.347743,2E-07,15.552,5365,286.5795,47.1314
10129482, ,0.48,1,54965.192407,0.011756,0.846291,8E-07,15.994,4558,286.8404,47.1733
10135584, ,0.95,1,54964.964829,0.024017,0.391294,3E-07,13.994,6443,289.7131,47.1318
10148799, ,0.9,1,54964.949129,0.019453,0.346605,2E-07,15.409,5340,294.6943,47.1663
10149237, ,0.93,1,54951.244018,0.015818,0.297996,2E-07,15.183,5013,294.8349,47.1625
10149845, ,0.85,1,55001.070605,0.236897,4.056365,7.9E-06,12.103,,295.0444,47.1964
10152836,3952,0,1,55110.10826,0.086507,220.93,0.00228,14.707,5663,296.0367,47.1801
10153011,1773,0.02,1,54995.945308,0.057871,83.097598,0.00059,15.678,5144,296.0882,47.1429
10154189, ,0.87,1,54964.71319,0.025348,0.411239,3E-07,13.683,6169,296.4404,47.1144
10155080, ,0.29,1,54957.048137,0.024597,3.860903,7.4E-06,13.017,5830,296.6986,47.1377
10155563, ,0.93,1,54953.876698,0.019781,0.360267,2E-07,11.992,5982,296.8446,47.1044
10156064, ,0.32,1,54954.458136,0.033241,4.855936,1.02E-05,10.367,7424,296.9934,47.1467
10157573,726,0.26,1,54965.34096,0.017738,5.115738,1.11E-05,15.132,6164,297.432,47.1286
10158418,1784,0.13,1,54958.008628,0.01239,5.007412,1.07E-05,13.592,5699,297.6461,47.1675
10159014, ,-1,1,55003.982194,,8.777397,2.42E-05,13.653,6526,297.7946,47.1565
10162999, ,-1,1,55003.020162,,3.429215,6.2E-06,12.839,6068,298.8757,47.1436
10186945,4070,0.49,1,54964.784152,0.015764,0.793671,7E-07,14.549,4894,281.4407,47.2465
10189523, ,0.48,1,54965.418559,0.011138,1.013916,1.1E-06,15.856,5002,283.012,47.2386
10191056,5774,0.53,1,54955.031469,0.034813,2.427495,3.8E-06,10.811,6588,283.8663,47.2283
10191070,727,0.59,1,54964.745516,0.035461,1.213745,1.4E-06,15.825,4650,283.8757,47.2319
10198097, ,0.82,1,55000.73651,0.799621,2.815224,4.7E-06,12.759,,287.4838,47.224
10198109, ,0.07,1,54979.392203,0.030471,17.918743,6.73E-05,13.776,5592,287.4935,47.2247
10206340, ,0.61,1,54956.962646,0.136536,4.564401,9.3E-06,11.203,5213,291.2451,47.2493
10208759, ,0.51,1,54967.647038,0.06015,4.575031,9.5E-06,13.99,6570,292.2557,47.2863
10215422, ,0.07,1,54987.126909,0.043556,24.84708,0.000108,14.608,5427,294.7599,47.2019
10215869,3548,0.24,1,55002.598791,0.029864,5.01727,5.71E-05,14.115,6287,294.9237,47.25
10216186, ,0.64,1,54965.016594,0.028489,0.605939,5E-07,13.77,6655,295.0404,47.225
10221886, ,-1,1,55004.929759,,8.316718,2.23E-05,12.448,6148,296.8986,47.2816
10223616,1076,0.03,1,54975.144652,0.09313,29.124583,0.000133,15.187,4375,297.3907,47.2557
10225800,729,0.37,1,54965.654564,0.013512,1.423797,1.7E-06,15.623,5707,298.0002,47.2437
10226388, ,0.77,1,54954.11653,0.032137,0.660657,6E-07,10.772,,298.1489,47.2772
10227863,3983,0.63,1,54968.073435,0.166332,5.139709,1.13E-05,13.753,5476,298.5526,47.2473
10228240, ,0.88,1,55000.69732,0.507994,2.173421,3.2E-06,13.977,6404,298.6391,47.2208
10228942,6219,0.08,1,54960.196457,0.040718,21.025442,8.45E-05,13.079,6361,298.8274,47.2577
10229723, ,0.83,1,54953.68429,0.036748,0.628724,5E-07,11.971,6201,299.02,47.2205
10232123,1075,0.44,1,54954.181852,0.015251,1.343766,1.6E-06,13.056,,299.7008,47.2918
10253375, ,0.89,1,54999.928207,0.022882,0.375325,2.3E-06,14.523,6159,281.4474,47.3213
10253421, ,0.68,1,54953.634411,0.019438,0.428354,3E-07,12.511,,281.4872,47.3193
10255110, ,0.88,1,54953.62364,0.021195,0.336703,2E-07,13.488,6213,282.4988,47.3308
10257903, ,0.59,1,54965.028405,0.017954,0.85857,8E-07,15.482,5761,284.0842,47.3736
10258558, ,0.11,1,54969.403096,0.035651,20.867856,8.45E-05,14.492,5862,284.4545,47.312
10259029,3630,0.12,1,55002.866032,0.021219,7.06114,5.29E-05,17.115,5373,284.6748,47.3408
10259301,3608,0.01,1,55118.947396,0.060502,244.833,0.00228,13.556,5853,284.8153,47.3926
10259530, ,0.86,1,54964.588439,0.042426,0.707206,6E-07,12.121,7736,284.9397,47.3354
10264202, ,0.5,1,54965.550176,0.014342,1.035148,1.1E-06,15.777,5207,287.4236,47.3733
10265602,2689,0,1,55007.290871,0.021787,165.344678,0.00158,15.548,5756,288.1779,47.3667
10267044, ,0.82,1,54964.860903,0.024955,0.430036,3E-07,14.039,6878,288.8693,47.37
10268809, ,0.05,1,54971.999951,0.034276,24.708999,0.000105,13.737,5787,289.6806,47.3178
10268903,3773,0.39,1,54999.910577,0.009749,1.103966,3.6E-06,17.362,,289.713,47.3435
10274218, ,0.95,1,55003.411999,0.11233,1.764112,2.4E-06,10.321,,291.927,47.3471
10274244, ,0.08,1,54954.526463,0.028389,13.68369,4.53E-05,11.544,5206,291.9364,47.3097
10275074,3606,0.33,1,54999.250399,0.028269,4.362884,0.000441,14.182,6354,292.2677,47.3948
10275197, ,0.79,1,54953.707304,0.022464,0.390835,3E-07,12.896,6440,292.3249,47.399
10275747, ,0.62,1,54954.274697,0.025116,0.661748,6E-07,12.796,7362,292.5385,47.3644
10275887, ,0.48,1,54972.476667,0.122534,9.72675,2.8E-05,13.04,,292.5922,47.3923
10280990, ,0.9,1,54964.918637,0.022532,0.384457,3E-07,14.318,5523,294.523,47.3686
10285661, ,0.79,1,55002.038068,0.018596,0.308292,2E-07,15.318,5733,296.1928,47.3372
10287248,1152,0.2,1,55733.752354,0.023637,4.722257,1.03E-05,13.987,,296.6956,47.3273
10288502, ,0.97,1,54964.677419,0.013599,0.230185,1E-07,14.794,6116,297.0418,47.3939
10291683, ,0.91,1,54954.270446,0.117615,2.043743,2.9E-06,9.923,8359,297.9296,47.3906
10292238,3526,0.02,1,55099.358181,0.098477,143.119263,0.00118,14.996,5512,298.0774,47.3466
10292413, ,0.95,1,54954.202209,0.033151,0.559159,4E-07,13.194,,298.1235,47.3251
10292465, ,0.43,1,54964.934712,0.015057,1.353374,1.6E-06,14.956,5258,298.1363,47.3845
10294608, ,0.37,1,54956.218283,0.029287,3.708984,6.9E-06,13.344,5603,298.7363,47.3774
10295951,1154,0.36,1,54955.424427,0.062355,6.810825,1.67E-05,12.628,6998,299.1028,47.3778
10296163, ,0.17,1,54959.3874,0.043059,9.296764,2.6E-05,13.211,6229,299.1669,47.3561
10319590, ,0.09,1,54965.716743,0.085213,21.320459,8.62E-05,13.729,5518,281.7148,47.4144
10320341,5786,0.04,1,54991.528272,0.035527,30.114691,0.000141,14.482,6061,282.197,47.4196
10322296, ,0.84,1,54964.780304,0.02074,0.315033,2E-07,12.719,,283.3916,47.4365
10322582, ,0.88,1,54964.559511,0.017759,0.291269,2E-07,14.795,5806,283.5413,47.4851
10330495, ,0.18,1,54971.610227,0.084595,18.060081,6.85E-05,14.724,5132,287.8751,47.4458
10332789, ,0.08,1,54968.206431,0.036371,18.740726,7.23E-05,15.861,5893,289.0368,47.466
10334122, ,-1,1,54983.553583,,37.952857,0.000195,12.846,6116,289.6644,47.4004
10338279,3216,0.05,1,55001.427132,0.007174,5.66027,1.28E-05,12.049,5404,291.3706,47.4355
10341913,1172,0.6,1,54967.313786,0.034911,1.867498,2.6E-06,13.079,5949,292.7759,47.4617
10342041,1155,0.6,1,54965.453736,0.041231,1.867493,2.6E-06,14.658,5084,292.833,47.4955
10345478,737,0.09,1,54972.184503,0.026864,14.498387,4.99E-05,15.684,5117,294.121,47.4088
10345862, ,0.09,1,54968.875502,0.137235,58.288224,0.000349,14.231,5250,294.2542,47.4378
10346522, ,0.59,1,54965.571148,0.110493,3.989142,7.8E-06,14.404,5286,294.4834,47.4527
10350225, ,0.8,1,54964.827478,0.017899,0.28207,2E-07,14.781,5455,295.8023,47.4399
10351767,1153,0.58,1,54965.114615,0.013779,0.63507,5E-07,14.539,6113,296.3203,47.4066
10352603, ,0.07,1,54992.973769,0.059892,32.778987,0.000159,14.52,5884,296.5904,47.4169
10352938,3756,0.41,1,55001.724483,0.063232,6.471629,4.66E-05,14.35,,296.697,47.4076
10355671, ,0.95,1,54953.637054,0.015054,0.30363,2E-07,13.599,5224,297.5058,47.4734
10357852, ,0.87,1,54954.071041,0.029728,0.488341,4E-07,13.062,6327,298.1117,47.4911
10363300, ,0.56,1,54965.177722,0.019389,0.934926,9E-07,14.681,5700,299.6345,47.4773
10383620, ,0.64,1,54954.126474,0.024989,0.734563,7E-07,12.83,7470,280.8377,47.579
10383696,3671,0.13,1,55001.468218,0.02711,8.4877,6.85E-05,16.947,5346,280.8858,47.5656
10384962,619,0.24,1,54966.279857,0.018025,2.879243,4.9E-06,14.371,5688,281.7756,47.5933
10385682,6223,0.34,1,54965.873706,0.04112,6.207461,1.47E-05,15.001,5805,282.1896,47.5238
10388897, ,0.99,1,54964.747492,0.017814,0.343729,2E-07,14.135,5795,284.1032,47.5291
10389596, ,0.99,1,55156.061283,0.129923,2.6093,4.2E-06,13.358,,284.5048,47.551
10389809, ,0.77,1,54964.670612,0.0223,0.397397,3E-07,14.635,5786,284.5874,47.5213
10389982, ,0.74,1,54964.6715,0.026229,0.443989,3E-07,11.759,6859,284.6693,47.5776
10395202, ,0.81,1,54964.643345,0.019503,0.305945,2E-07,14.705,5260,287.5056,47.5618
10395543,531,0.09,1,55000.19219,0.008764,3.68747,7E-06,14.418,3946,287.6912,47.5469
10395609, ,0.87,1,54964.760545,0.022197,0.364254,2E-07,14.52,6160,287.7299,47.5974
10407221,2605,0.61,1,55011.200039,0.046015,0.93374,1E-06,15.647,4427,292.8445,47.5504
10417135, ,0.94,1,54965.316632,0.063906,1.203332,1.4E-06,13.249,8421,296.4779,47.5547
10417986, ,0.99,1,55000.027476,0.004231,0.073731,,9.128,,296.7488,47.5438
10418797,741,0.04,1,54979.477764,0.029766,23.355348,9.83E-05,15.278,5556,296.9573,47.5538
10419211,742,0.08,1,54969.275098,0.023403,11.521427,3.59E-05,15.472,5572,297.0799,47.5974
10420279, ,0.03,1,55005.943791,0.036959,45.43325,0.000248,14.774,5512,297.3803,47.545
10422852, ,0.56,1,54965.165889,0.025834,1.39889,1.7E-06,14.855,5877,298.0764,47.5128
10447902, ,0.76,1,54964.634577,0.019151,0.337464,2E-07,14.918,5578,280.4769,47.655
10454401, ,0.12,1,54972.345207,0.024965,12.180722,3.9E-05,15.386,5568,284.3172,47.6786
10454725, ,0.64,1,54964.748311,0.039056,0.831768,1.7E-06,14.241,6911,284.4652,47.6027
10460629,1168,0,2,54916.243409,0.057432,525.02,0.00735,13.997,6209,287.5868,47.6
10460629,1168,0,2,55061.433863,0.225168,856.65,0.0147,13.997,6209,287.5868,47.6
10462826, ,0.03,1,54965.008667,0.055867,50.467032,0.000298,14.884,5850,288.6748,47.636
10464078,743,0.2,1,54966.674182,0.085342,19.404017,7.51E-05,15.487,4877,289.2582,47.6353
10464666,3578,0,1,55027.548567,0.033727,131.734237,0.00105,13.395,4899,289.5301,47.6262
10468514, ,0.58,1,54965.027147,0.010467,0.424938,7.65E-05,14.319,5158,291.1097,47.6155
10480952,5797,0.38,1,54954.364164,0.032594,4.074906,8E-06,12.22,,295.8046,47.6709
10480982,744,0.06,1,54979.108679,0.030146,19.221388,7.51E-05,15.341,5876,295.8145,47.6904
10481912, ,0.96,1,54953.718259,0.025536,0.442368,3E-07,11.855,6593,296.1497,47.6532
10483644,6225,0.12,1,54966.31461,0.016241,5.110771,1.11E-05,13.985,5781,296.6817,47.6003
10485069,1171,0.75,1,55066.494148,0.087544,0.445272,3E-07,15.343,5934,297.1035,47.6436
10485137, ,0.72,1,54954.05837,0.022437,0.445275,3E-07,11.883,6013,297.1198,47.624
10485250,745,0.2,1,55013.886118,0.069579,16.469783,6.18E-05,15.788,4957,297.1544,47.6687
10486425, ,0.25,1,54969.708432,0.029458,5.274816,1.17E-05,12.465,7018,297.4768,47.659
10487119,1635,0.2,1,55008.646287,0.02842,6.74936,2.19E-05,15.746,5500,297.6613,47.6239
10489521,3625,0.38,1,55000.317036,0.027572,3.224504,1.7E-05,16.169,6147,298.3533,47.6689
10489539,3231,0.28,1,55006.636779,0.170685,19.763878,7.65E-05,12.25,,298.3586,47.6386
10490960, ,0.23,1,54966.63684,0.032886,5.682411,1.3E-05,14.3,5787,298.7586,47.6956
10491031, ,0.42,1,54957.2663,0.037967,4.398138,8.9E-06,13.245,,298.7772,47.6554
10491544,3639,0.1,1,54996.255223,0.049644,22.771984,9.4E-05,13.436,4835,298.9116,47.6583
10491554,3576,0.07,1,54996.216235,0.049217,22.77212,0.000202,15.018,5785,298.9133,47.6579
10514770,1156,0.26,1,54965.493405,0.011542,1.87242,2.6E-06,15.29,5137,281.5238,47.7553
10518735,3612,0.06,1,55008.246386,0.028163,19.515,0.000219,16.739,5146,283.9157,47.7846
10528299, ,0.81,1,54964.631681,0.0237,0.399802,3E-07,13.967,6115,288.9905,47.7383
10534155,4345,0.18,1,55001.026366,0.008963,4.327092,8.7E-06,13.404,5517,291.5012,47.7477
10535807, ,0.51,1,54965.699046,0.020446,1.481656,1.9E-06,13.873,6234,292.1517,47.7195
10544976, ,0.55,1,55002.123696,0.006437,0.350469,2E-07,18.679,,295.6549,47.7637
10547209, ,0.64,1,54966.508453,0.148836,2.25404,3.4E-06,13.695,6630,296.4191,47.7515
10547685, ,0.33,1,54956.454223,0.018225,2.777022,4.6E-06,12.309,6165,296.5724,47.7527
10549576, ,0.2,1,54972.078799,0.041666,9.089466,2.55E-05,13.015,7492,297.1183,47.7416
10551346,5804,0.59,1,54964.895392,0.006649,1.427963,1.8E-06,13.731,5891,297.6191,47.7679
10555365,3771,0.23,1,54999.585988,0.030523,5.80181,3.99E-05,16.605,5466,298.7711,47.7854
10556068, ,0.91,1,54955.365922,0.131295,2.117156,3.1E-06,11.561,7901,298.9545,47.7736
10556578, ,0.47,1,55003.737543,0.013173,1.252864,1.5E-06,15.594,4977,299.0953,47.7068
10557008, ,0.8,1,54964.637009,0.015123,0.265419,2E-07,14.662,5088,299.2204,47.7268
10581918,3807,0.54,1,55139.362915,0.033856,1.801863,2.6E-06,12.796,7252,283.0437,47.8046
10583180,748,0.48,1,54966.010891,0.192778,2.696281,4.4E-06,15.269,4825,283.7655,47.8043
10583181, ,0.47,1,54955.210895,0.034219,2.696323,4.4E-06,11.009,6231,283.7665,47.819
10583225,3902,0.48,1,54966.012006,0.031784,2.696307,4.4E-06,14.544,5229,283.7896,47.8064
10586874, ,0.77,1,54964.747881,0.028997,0.535487,2E-06,14.099,6640,285.7777,47.8155
10592163, ,0.11,1,54966.772446,0.040971,14.762947,5.14E-05,15.095,5482,288.5536,47.8673
10593759,25,0.19,1,54956.476578,0.022881,6.26521,1.48E-05,13.499,5995,289.2617,47.8155
10596883, ,0.84,1,55002.017644,0.027049,0.468911,9E-07,14.135,7296,290.5484,47.8027
10599397,1285,0.51,1,54964.910816,0.01471,0.937407,1E-06,14.546,5278,291.637,47.8323
10600319, ,0.94,1,54964.868221,0.016,0.281516,2E-07,14.941,4848,291.994,47.8977
10601549,6226,0.36,1,54965.807088,0.012672,1.463773,1.8E-06,13.318,5259,292.4794,47.8346
10601579, ,0.2,1,54967.774613,0.035764,8.098754,2.16E-05,11.587,,292.4918,47.8354
10602291,210,0.03,1,54972.324885,0.022581,20.927361,8.45E-05,14.877,5812,292.7824,47.8006
10611450, ,-1,1,54997.221223,,11.652748,3.63E-05,14.403,6257,296.1244,47.8307
10613718, ,0.39,1,54953.886226,0.009901,1.175878,1.3E-06,12.735,5080,296.8258,47.8774
10614012,1807,-1,1,54982.328475,0.919725,132.167312,0.00105,9.715,4859,296.9287,47.883
10614158,6227,0.58,1,54966.71403,0.130445,4.46226,0.000471,14.673,4636,296.9752,47.8866
10616571,340,0.18,1,54969.956158,0.111899,23.673107,0.000101,13.057,5544,297.6647,47.8014
10616656,5814,0.04,1,54968.965447,0.030704,25.285262,0.000108,12.138,6248,297.6945,47.879
10616829, ,0.59,1,54965.293061,0.027919,1.072934,1.2E-06,13.96,6670,297.7424,47.8917
10618253, ,0.9,1,54964.985569,0.027951,0.437403,3E-07,12.809,6118,298.1248,47.8124
10619109, ,0.55,1,54955.136772,0.040497,2.045183,2.9E-06,11.704,7028,298.3713,47.8139
10619506, ,0.92,1,54964.989601,0.027928,0.503555,4E-07,13.738,6526,298.4768,47.8896
10651945,3441,0.06,1,55022.547521,0.036663,25.366996,0.000113,15.538,5946,285.4381,47.9035
10656508,211,0,1,54969.014818,0.045427,124.035832,0.00105,14.989,6072,287.9703,47.9721
10657664,964,0.36,1,54956.769874,0.026373,3.273699,5.8E-06,13.234,10564,288.4995,47.9965
10659313,6079,0.06,1,54961.412604,0.024694,15.249337,5.29E-05,13.593,6167,289.2228,47.9139
10661783, ,0.62,1,54954.95432,0.039362,1.231363,1.4E-06,9.586,7887,290.2984,47.9786
10664416,2599,-1,1,55022.17439,,25.322174,0.000111,14.856,4996,291.4008,47.9246
10666230,1295,0.37,1,55065.706404,0.015455,1.577797,2E-06,15.031,5859,292.0891,47.9296
10666242,198,0,1,54986.392335,0.027977,87.23948,0.000638,14.288,5538,292.0982,47.9408
10676927,3830,0.56,1,54999.931305,0.107935,1.0311,3.3E-06,17.022,5451,296.1496,47.9378
10677186,3595,0.01,1,55249.885113,0.070499,100.401305,0.000945,15.017,5649,296.2229,47.9239
10679505, ,-1,1,55000.289961,,5.675186,1.29E-05,13.835,6408,296.9342,47.9812
10680475, ,0.78,1,54964.776534,0.019534,0.349832,2E-07,14.257,6082,297.2213,47.939
10684673, ,1,1,55026.598808,0.010851,0.192556,1E-07,11.125,7106,298.4267,47.9742
