"koi_disposition","kepid","kepoi_name","tcet_model_chisq","wst_depth","boot_mesmean","tce_fwm_sra","tce_fwm_pdeco","tce_slogg_sn"
"CANDIDATE",5391911,"K05157.01",16290,24.81,-0.14365,19.926368,-0.0001981,70.3333333333333
"CANDIDATE",5443320,"K05169.01",70890,196.7,-0.023687,19.347003,0.001078,45.1
"FALSE POSITIVE",5467126,"K05171.01",232600,40.88,-1,19.777329,-0.05524,13.75
"FALSE POSITIVE",5470851,"K05172.01",65960,106.9,-0.11832,19.834052,0.0001615,21.4761904761905
"FALSE POSITIVE",5471108,"K05173.01",76150,35.64,-0.11035,19.837908,-0.0001206,21.4
"CANDIDATE",5551240,"K05178.01",67660,30.41,0.075881,19.766711,5.258e-05,21.85
"CANDIDATE",5563057,"K05179.01",67010,0.9112,-0.31422,19.927841,-4.402e-05,21.8947368421053
"FALSE POSITIVE",5565261,"K05180.01",68580,59.8,-0.14372,19.956214,-0.002776,7.60869565217391
"FALSE POSITIVE",5650420,"K05187.01",96980,-14.13,0.095181,19.946583,8.292e-05,60.5
"FALSE POSITIVE",5653152,"K05189.01",74090,302.6,-0.176,19.979789,0.0581,76
"FALSE POSITIVE",5653163,"K05190.01",31550,24.9,-0.32637,19.980539,-0.003257,0
"FALSE POSITIVE",5734702,"K05196.01",66680,75.43,0.065448,19.928423,0.0002802,12.0322580645161
"FALSE POSITIVE",5817712,"K05204.01",56810,14.6,-0.33343,19.900252,9.532e-05,37.6666666666667
"FALSE POSITIVE",5858519,"K05206.01",82400,57.9,0.048808,19.006894,0.004633,21.55
"CANDIDATE",5859725,"K05207.01",51820,17.11,-0.092001,19.045985,-0.0002516,37
"FALSE POSITIVE",5905728,"K05209.01",93240,10.18,-0.17694,19.943039,0.0003044,31.4285714285714
"CANDIDATE",5946568,"K05211.01",87630,14.13,-0.11121,19.133883,-0.0001055,45.8
"FALSE POSITIVE",5963591,"K05215.01",68170,44.74,-0.57465,19.525878,-0.0001905,36.1666666666667
"FALSE POSITIVE",5980354,"K05218.01",88230,7.861,-1,0,0,38.4545454545455
"FALSE POSITIVE",5981058,"K05219.01",67480,53.22,-0.07912,19.817442,0.0002722,44.8
"CANDIDATE",5986270,"K05220.01",75850,32.2,-0.12792,19.892016,-7.285e-05,14.3
"CANDIDATE",6025174,"K05224.01",52200,123.5,-0.40914,19.011677,-0.00151,36.0833333333333
"FALSE POSITIVE",6058896,"K05233.01",219400,286.9,-1,19.755434,0,24.4444444444444
"FALSE POSITIVE",6067545,"K05236.01",67360,122.4,-1.4925,19.8932,3.208e-05,36.4166666666667
"FALSE POSITIVE",6139220,"K05241.01",68550,191.7,-1.8366,19.745353,-0.001422,22.6111111111111
"FALSE POSITIVE",6145939,"K05243.01",55010,185.9,-0.15245,19.845101,-0.03275,7.66
"CANDIDATE",6184894,"K05245.01",81730,114.9,-0.53893,18.937111,-4.729e-05,50.6666666666667
"CANDIDATE",6203955,"K05249.01",33130,44.86,-0.030733,19.43372,-0.0001108,20.2272727272727
"FALSE POSITIVE",6205384,"K05250.01",67890,11.23,-0.18983,19.464121,-7.836e-05,50.7777777777778
"FALSE POSITIVE",6205405,"K05251.01",69290,17.83,-0.61589,19.464485,-0.0001038,119.25
"FALSE POSITIVE",6206470,"K05252.01",67420,5.42,-0.22756,19.487616,2.849e-05,22.05
"FALSE POSITIVE",6277594,"K05255.01",69310,0.7499,-1.228,19.292871,6.355e-06,30.2857142857143
"FALSE POSITIVE",6289897,"K05260.01",69340,6.902,-0.23363,19.558357,3.479e-05,13.5172413793103
"FALSE POSITIVE",6350031,"K05267.01",9256,31.64,-0.048793,19.110228,-3.665e-05,15.7083333333333
"FALSE POSITIVE",6364064,"K05271.01",67160,13.11,-0.61455,19.455084,6.501e-05,46.1
"FALSE POSITIVE",6364143,"K05272.01",68970,3.98,-0.51409,19.456867,1.976e-05,21.5238095238095
"FALSE POSITIVE",6364307,"K05273.01",68650,14.8,-0.21117,19.460696,-0.0002488,38.5
"FALSE POSITIVE",6366559,"K05274.01",66590,61.69,-0.16348,19.508861,-8.845e-05,15.2222222222222
"FALSE POSITIVE",6367663,"K05275.01",8984,18.25,-1.9354,19.53285,-0.0003745,20.2380952380952
"CANDIDATE",6368905,"K05276.01",57800,385.7,-0.027189,19.55768,-0.0001856,57.875
"CANDIDATE",6372194,"K05278.01",58070,469.4,-0.18507,19.62241,0.001977,46.3
"CANDIDATE",6387557,"K05279.01",67210,120.6,-0.90355,19.874208,0.0008022,36.0833333333333
"FALSE POSITIVE",6387887,"K05280.01",18520,117300,-1,19.87902,0.2597,9.525
"CANDIDATE",6443093,"K05284.01",68370,176.9,-1.5299,19.459356,-0.0009948,24.6666666666667
"CANDIDATE",6509282,"K05287.01",55680,72.99,0.0061227,19.155373,4.276e-05,84
"CANDIDATE",6511182,"K05288.01",66940,133.9,0.040961,19.208469,-0.0002108,26.8235294117647
"FALSE POSITIVE",6525196,"K05293.01",28440000,-2.664,-1,19.514541,0.05241,39.8181818181818
"FALSE POSITIVE",6526377,"K05295.01",106100,-5.691,-1,19.53868,-9.844e-05,13.6315789473684
"FALSE POSITIVE",6527229,"K05296.01",59380,324,-0.11831,19.555603,-0.002696,22.6
"CANDIDATE",6543192,"K05297.01",68170,29.13,-0.094569,19.82837,-0.0002626,50
"FALSE POSITIVE",6543674,"K05298.01",20660000,15.03,-1,19.836111,-0.2085,6.53448275862069
"FALSE POSITIVE",6594945,"K05300.01",66680,39.21,-1.4766,19.218776,-6.971e-05,14.7037037037037
"FALSE POSITIVE",6612411,"K05305.01",142200,36.08,0.087823,19.576307,-4.604e-05,25.5625
"FALSE POSITIVE",6615600,"K05307.01",57430,20.84,-0.076169,19.633835,0.006027,25.2222222222222
"FALSE POSITIVE",6634112,"K05308.01",78400,57.52,0.016102,19.909505,-0.01362,27.9375
"CANDIDATE",6675757,"K05310.01",72200,66.84,-0.11385,19.101975,0.0001347,40.1818181818182
"FALSE POSITIVE",6681473,"K05312.01",66700,97.4,-0.70677,19.248582,-0.001616,18.2
"FALSE POSITIVE",6695801,"K05316.01",90280,24.76,-0.056652,19.538939,0.000119,19.9545454545455
"FALSE POSITIVE",6699562,"K05317.01",116700,45.71,-0.26214,19.604317,-0.001477,21
"CANDIDATE",6721603,"K05321.01",67110,69.47,-2.186,19.930454,-0.0002525,11.6
"CANDIDATE",6762188,"K05323.01",73460,59.26,0.00088874,19.103406,3.952e-05,5.7843137254902
"CANDIDATE",6776555,"K05327.01",13860,207.7,0.041855,19.437097,0.00136,67
"FALSE POSITIVE",6784887,"K05328.01",86540,96.18,-0.0617,19.599408,-0.003593,20.4090909090909
"CANDIDATE",6805414,"K05329.01",69530,199.2,-1.7096,19.909663,0.0004163,20.3181818181818
"FALSE POSITIVE",6864891,"K05330.01",69990,369.1,0.056599,19.490625,-0.0009565,119.5
"CANDIDATE",6869373,"K05331.01",67050,74.81,-0.0086924,19.577819,-9.498e-05,50.7777777777778
"CANDIDATE",6875342,"K05332.01",67160,38.23,-0.02279,19.68255,-8.912e-05,19.2608695652174
"CANDIDATE",6879183,"K05333.01",65590,67.94,0.044802,19.740389,0.0001756,21.0952380952381
"FALSE POSITIVE",6891512,"K05335.01",26530000,14.51,-1,0,0,9.45238095238095
"CANDIDATE",6934045,"K05336.01",66830,69.32,-0.55468,19.119842,-0.0002052,17.5652173913043
"FALSE POSITIVE",6948815,"K05339.01",12670,9409,-1,19.459131,-0.01745,21.3684210526316
"CANDIDATE",7009548,"K05341.01",80340,39.84,-0.34759,18.819426,-0.0002083,20.047619047619
"FALSE POSITIVE",7022603,"K05346.01",86520,2.784,-6.8412,19.216846,0.00109,5.96428571428571
"FALSE POSITIVE",7047299,"K05351.01",96480,81.58,-0.093918,19.707375,0.0006981,25.3888888888889
"CANDIDATE",7107567,"K05353.01",9518,140.4,-0.80251,19.233021,0.0003726,23.0555555555556
"FALSE POSITIVE",7115671,"K05355.01",66670,14.17,-0.35326,19.408459,3.484e-05,22.1052631578947
"CANDIDATE",7138841,"K05361.01",81750,40.66,-0.4415,19.826263,7.506e-05,22
"FALSE POSITIVE",7204233,"K05371.01",56490,77.39,-0.0059939,19.533552,-0.0002413,66
"CANDIDATE",7213311,"K05375.01",65560,204.8,0.07221,19.701165,0.0001339,2.82113821138211
"FALSE POSITIVE",7352727,"K05382.01",97400,22.54,0.064518,19.239131,0.000453,62.25
"CANDIDATE",7377343,"K05384.01",8889,106.8,-0.09558,19.727259,0.000865,21.55
"FALSE POSITIVE",7416306,"K05388.01",66910,58.16,-0.27758,18.701394,-0.0001252,4.74358974358974
"FALSE POSITIVE",7458433,"K05392.01",93640,-5.779,-0.029105,19.705286,5.677e-05,20.1363636363636
"FALSE POSITIVE",7516073,"K05395.01",67010,88.79,-2.2547,19.197539,-4.935e-05,14.3448275862069
"FALSE POSITIVE",7538450,"K05396.01",67940,41.53,-4.1844,19.653633,4.92e-06,6.94230769230769
"FALSE POSITIVE",7599004,"K05403.01",5027,50.19,-1,19.260689,0.0005727,23.4444444444444
"FALSE POSITIVE",7658229,"K05409.01",13970,169.7,-0.040734,18.679465,0.001002,12.5757575757576
"CANDIDATE",7662502,"K05410.01",67540,31.09,-0.011225,18.865378,-2.705e-05,21.95
"CANDIDATE",7672215,"K05411.01",65190,18.96,-0.055544,19.195859,-6.418e-05,20.7
"FALSE POSITIVE",7674050,"K05412.01",63420,516.1,-0.62931,19.249579,0.01029,25.3333333333333
"FALSE POSITIVE",7700561,"K05414.01",74340,26.91,-0.39393,19.818189,0.02399,26.9411764705882
"CANDIDATE",7731281,"K05416.01",13860,732.2,0.020171,18.775555,-0.002999,66.7142857142857
"FALSE POSITIVE",7743464,"K05417.01",86040,103.8,-0.19265,19.210208,0.001725,20.3636363636364
"CANDIDATE",7747091,"K05418.01",74180,102.9,-0.16827,19.315223,0.0002248,26.8823529411765
"CANDIDATE",7770901,"K05426.01",68600,58.61,-0.41085,19.819373,-2.823e-05,16.1923076923077
"FALSE POSITIVE",7800285,"K05427.01",93550,400.4,-1,18.777293,0.00797,24.0555555555556
"CANDIDATE",7829836,"K05433.01",68060,253.6,-1.3715,19.620297,0.0003827,36.8333333333333
"CANDIDATE",7836096,"K05435.01",56970,141.5,-0.23378,19.74573,0.0001021,65.5714285714286
"FALSE POSITIVE",7837526,"K05436.01",75290,27.17,-0.11002,19.774419,0.00449,25.1764705882353
"FALSE POSITIVE",7885558,"K05439.01",92710,8.753,-1.4705,19.331367,0.0003309,25.3333333333333
"CANDIDATE",7888863,"K05440.01",57180,97.89,-0.16737,19.405112,0.0009787,21.4285714285714
"CANDIDATE",7900450,"K05441.01",70110,53.68,0.03132,19.66413,6.126e-05,21.2857142857143
"FALSE POSITIVE",7916058,"K05445.01",69450,24.89,-0.42873,19.940315,0.0003281,30.4666666666667
"FALSE POSITIVE",7938499,"K05448.01",69630,43.72,-0.070828,18.797388,-0.0001562,92.8
"CANDIDATE",7941635,"K05449.01",74110,43.23,-0.54163,18.904672,-0.0002862,21.95
"FALSE POSITIVE",7941635,"K05449.02",49580,71.1,-0.24998,18.904698,0.0002642,21.95
"CANDIDATE",8007174,"K05458.01",68620,207.4,-0.20407,18.788583,-0.0009903,65.2857142857143
"CANDIDATE",8009811,"K05459.01",69440,31.96,-0.11851,18.891595,1.641e-05,12.5333333333333
"FALSE POSITIVE",8016211,"K05460.01",4072,14.39,-1,19.11474,0.1005,6.87931034482759
"FALSE POSITIVE",8029848,"K05463.01",3436,36.94,-1,19.480948,0.002205,15.5185185185185
"CANDIDATE",8037038,"K05466.01",65840,25.46,-0.043194,19.642205,0.0001374,21.4285714285714
"FALSE POSITIVE",8043968,"K05469.01",67950,69.56,-2.7791,19.782146,2.408e-06,22.75
"FALSE POSITIVE",8075618,"K05471.01",90460,136.8,-0.060148,18.77318,0.008324,30.4
"CANDIDATE",8105398,"K05475.01",68080,64.94,-1.3835,19.633003,0.0002208,13.7666666666667
"CANDIDATE",8105398,"K05475.02",67120,6.064,-0.013297,19.632966,3.912e-05,13.7666666666667
"CANDIDATE",8105719,"K05476.01",67700,142.6,-1.0385,19.640324,-0.0008715,26.75
"FALSE POSITIVE",8108437,"K05478.01",70430,356.8,-3.3746,19.699537,-0.004186,25.1111111111111
"FALSE POSITIVE",8155368,"K05481.01",298700,13480,-1,0,0,22.4
"CANDIDATE",8158429,"K05482.01",80990,87.19,-0.029968,19.281953,0.0003178,22.75
"FALSE POSITIVE",8179747,"K05483.01",297300,53.14,-0.17834,19.76113,0.0175,5.75
"CANDIDATE",8197176,"K05485.01",13410,440.5,-0.04694,20.059021,-0.001317,8.1219512195122
"CANDIDATE",8197406,"K05486.01",78480,68.81,-2.0859,20.062791,-0.0001595,12.1
"FALSE POSITIVE",8223655,"K05488.01",69380,-74.91,-0.38483,19.201907,-0.01622,38.1666666666667
"FALSE POSITIVE",8242350,"K05493.01",106700,4.933,0.28105,19.662303,-3.797e-06,13.1034482758621
"FALSE POSITIVE",8255058,"K05495.01",85470,22.46,-0.060429,19.89493,-0.008099,7.30232558139535
"FALSE POSITIVE",8288404,"K05498.01",80420,119.3,-0.46126,19.147444,-0.001936,29.0666666666667
"FALSE POSITIVE",8364969,"K05508.01",109000,175.1,-0.075368,19.439824,0.001675,24.6111111111111
"FALSE POSITIVE",8380743,"K05510.01",7872,105.4,-1,19.793533,0.0006078,10.2820512820513
"CANDIDATE",8396288,"K05512.01",14290,421.4,0.071579,20.070395,-0.0007064,28.5625
"FALSE POSITIVE",8414914,"K05513.01",230500,212400,-1,18.968012,-0.3813,22
"CANDIDATE",8429817,"K05515.01",77280,68.41,-0.08589,19.430152,7.498e-05,20.2380952380952
"FALSE POSITIVE",8432034,"K05516.01",11160,856.7,-1,19.487198,0.02501,0
"FALSE POSITIVE",8439618,"K05518.01",70530,393.7,-4.0694,19.671018,-0.002594,32.7142857142857
"FALSE POSITIVE",8480642,"K05521.01",67620,72.63,-0.14894,19.000031,0.0001834,4.21590909090909
"FALSE POSITIVE",8495232,"K05524.01",66410,15.45,-0.017606,19.453623,-0.0003411,21.3529411764706
"FALSE POSITIVE",8507073,"K05527.01",148800,116.6,-0.73246,19.735649,-0.04469,22.1
"FALSE POSITIVE",8509781,"K05529.01",117600,28.33,-0.48017,19.788664,-0.0002632,29.8666666666667
"FALSE POSITIVE",8552607,"K05542.01",67930,13.5,-0.31161,19.261353,0.0001234,22.7
"CANDIDATE",8560475,"K05543.01",24700,31.4,-0.12145,19.465289,-9.763e-05,81.3333333333333
"FALSE POSITIVE",8561192,"K05544.01",9471,2224,-1,19.484767,0.463,21.7368421052632
"CANDIDATE",8644545,"K05552.01",67350,133.9,-0.010663,19.875946,0.0007588,33.7692307692308
"CANDIDATE",8644911,"K05553.01",58480,210.9,-0.80168,19.882186,-0.0004327,32
"CANDIDATE",8715589,"K05563.01",78590,34,-1,20.000067,0.0001219,3.78723404255319
"FALSE POSITIVE",8718273,"K05564.01",101800,10.32,-0.20989,20.051238,3.666e-05,18.7692307692308
"CANDIDATE",8741367,"K05566.01",1771,7.922,0.48664,19.08608,0.0001374,7.0377358490566
"FALSE POSITIVE",8742270,"K05567.01",68700,324.6,-1.9938,19.119504,-0.0006697,18.8636363636364
"CANDIDATE",8745553,"K05568.01",32130,35.87,-0.076193,19.234381,3.98e-05,7.46666666666667
"FALSE POSITIVE",8747222,"K05569.01",69590,99.14,-0.027645,19.28816,-0.01155,92
"FALSE POSITIVE",8766285,"K05571.01",67830,69.28,-0.29104,19.761849,-0.0001377,0
"FALSE POSITIVE",8823893,"K05575.01",69220,8.596,-0.97642,19.586387,8.82e-05,21.7
"CANDIDATE",8891684,"K05581.01",74400,173.1,-3.2613,19.602908,-0.000438,20.0952380952381
"FALSE POSITIVE",8904714,"K05582.01",5644,90.76,-1,19.863748,-0.05243,15.8076923076923
"FALSE POSITIVE",8935352,"K05584.01",3253000,99420,-1,18.932236,0,3.86458333333333
"FALSE POSITIVE",8939211,"K05586.01",66990,14.35,-0.10768,19.060908,-3.746e-05,29.8
"FALSE POSITIVE",8939650,"K05587.01",233700,25.93,-0.031877,19.075017,0.0001944,20.1363636363636
"CANDIDATE",9011877,"K05597.01",85330,24.14,-0.030405,19.188436,4.68e-06,56
"CANDIDATE",9018021,"K05600.01",66640,22.84,-0.20261,19.359339,0.000241,4.8974358974359
"FALSE POSITIVE",9026007,"K05602.01",68750,263.1,-2.0263,19.552892,1.517e-05,32.1428571428571
"CANDIDATE",9047416,"K05605.01",3776,180.5,0.016223,19.94614,0.0007708,9.75609756097561
"FALSE POSITIVE",9049550,"K05606.01",3694,454.4,-0.11304,19.985254,-0.006712,4.25842696629213
"FALSE POSITIVE",9049697,"K05607.01",77440,25.19,-0.11731,19.98809,0.001099,77.5
"FALSE POSITIVE",9101279,"K05614.01",515000,19770,-1,19.733438,0,9.21951219512195
"FALSE POSITIVE",9108058,"K05615.01",23430,31950,-1,19.852069,0,23
"FALSE POSITIVE",9116075,"K05617.01",73720,124.9,-0.055488,19.996798,-0.006806,93.8
"CANDIDATE",9141355,"K05622.01",69160,266.4,-2.1691,19.023304,0.0009816,35.3846153846154
"FALSE POSITIVE",9142225,"K05623.01",67610,183.2,-1.6,19.053468,0.0004997,26.125
"CANDIDATE",9147012,"K05625.01",18520,383.2,-0.23847,19.22857,0.0001779,50.5555555555556
"CANDIDATE",9157030,"K05628.01",67570,109.9,-0.04196,19.520957,-0.0005274,77.1666666666667
"CANDIDATE",9166700,"K05632.01",68010,63.95,-1.7509,19.755872,7.249e-05,28.9333333333333
"FALSE POSITIVE",9180282,"K05636.01",76290,57.15,0.053723,20.008106,-0.007168,18.6818181818182
"FALSE POSITIVE",9268456,"K05647.01",57030,158.1,-0.12967,19.033457,-0.001312,83
"CANDIDATE",9282853,"K05651.01",57220,135.1,-0.17787,19.509482,0.0004665,56.625
"FALSE POSITIVE",9304976,"K05654.01",65360,319.5,-1,19.987901,0.0003155,50.4444444444445
"FALSE POSITIVE",9390655,"K05662.01",13620,124,-0.034622,18.994796,0.0004458,66.8571428571428
"CANDIDATE",9391817,"K05663.01",67620,39.61,-0.66816,19.040464,-4.871e-05,33.1538461538461
"FALSE POSITIVE",9394762,"K05664.01",76020,267.3,-0.91868,19.151226,0.004943,21.5714285714286
"FALSE POSITIVE",9402670,"K05667.01",68560,13.02,-0.044282,19.418989,0.000157,21.2380952380952
"FALSE POSITIVE",9418508,"K05672.01",4009,269.5,0.098574,19.809614,9.188e-05,5.57142857142857
"CANDIDATE",9456887,"K05677.01",66770,37.49,-0.055217,19.209198,5.948e-05,44.2
"FALSE POSITIVE",9474485,"K05683.01",84030,-81.9,-1,19.697644,0,93
"FALSE POSITIVE",9489348,"K05686.01",70960,-0.4184,-0.47449,19.989923,-0.0001299,11.6285714285714
"CANDIDATE",9532603,"K05688.01",38630,250.5,-0.0098032,19.623324,-0.0009205,57.625
"CANDIDATE",9575728,"K05692.01",75690,12.1,-0.15789,19.042404,-0.0001907,115
"FALSE POSITIVE",9591728,"K05695.01",19100,189.8,-0.1133,19.556476,-0.004668,16.1923076923077
"FALSE POSITIVE",9594184,"K05696.01",42430,287.5,-0.31085,19.61722,-0.0004015,64.8571428571428
"FALSE POSITIVE",9602595,"K05700.01",49680000,30500,-1,19.809562,0,14.5925925925926
"CANDIDATE",9715631,"K05706.01",68050,172.3,-2.4001,19.603838,-0.001388,22.35
"CANDIDATE",9724993,"K05708.01",123900,41.45,-0.10951,19.820871,0.01187,21.7894736842105
"FALSE POSITIVE",9775475,"K05711.01",24250,1560,-0.38956,19.592909,0.0005151,0
"FALSE POSITIVE",9780149,"K05713.01",1725,33.96,-0.10719,19.706795,0.001818,13.4838709677419
"FALSE POSITIVE",9786017,"K05714.01",1147000,21.05,-1,19.833868,0.0007789,6.90909090909091
"FALSE POSITIVE",9838414,"K05717.01",8958,65.64,0.65699,19.653917,-0.001556,65
"FALSE POSITIVE",9839030,"K05719.01",4945,166.2,-0.35462,19.670367,-0.0002791,20.0454545454545
"FALSE POSITIVE",9845931,"K05721.01",51710,198.6,-0.00052073,19.82546,-0.004523,20.0454545454545
"FALSE POSITIVE",9847239,"K05722.01",57190,59.43,-0.079742,19.849411,-0.0005375,21.4285714285714
"FALSE POSITIVE",9850843,"K05724.01",54330,26.81,-0.090798,19.914264,-0.0001549,20.1363636363636
"FALSE POSITIVE",9896438,"K05728.01",23060,5483,-0.0046039,19.608384,-0.01309,0
"FALSE POSITIVE",9899514,"K05729.01",58260,38.23,-0.34456,19.68428,0.0006939,44.7
"FALSE POSITIVE",9899607,"K05730.01",70080,17.6,-0.66698,19.686288,0.0001715,21.3809523809524
"FALSE POSITIVE",9908486,"K05731.01",19040,245.4,-0.14256,19.874402,0.002045,77.3333333333333
"CANDIDATE",9910043,"K05732.01",53640,124.9,0.056945,19.90471,0.0008732,32.7142857142857
"FALSE POSITIVE",9911112,"K05733.01",9277,76.96,-1,19.924745,-0.00329,24.1764705882353
"FALSE POSITIVE",9934274,"K05735.01",67860,11.65,-0.0068902,18.838899,-3.558e-05,11.59375
"CANDIDATE",9935983,"K05736.01",67340,98.46,-0.17192,18.911488,-0.0002445,26.3125
"FALSE POSITIVE",9941387,"K05738.01",132200,586.9,-1,19.121099,0.003534,45.9
"FALSE POSITIVE",9941550,"K05739.01",66840,622.9,-2.0284,19.126886,-0.0004244,94.3333333333333
"FALSE POSITIVE",9954225,"K05742.01",18990,51450,-1,19.538294,0,23.6666666666667
"FALSE POSITIVE",9957659,"K05743.01",40410,200.2,-0.040554,19.63182,-0.09408,20.7619047619048
"FALSE POSITIVE",9957668,"K05744.01",169300,41.43,-0.16978,19.631885,-0.03083,18.1304347826087
"FALSE POSITIVE",9962595,"K05745.01",59480,61.39,-0.099752,19.755201,-0.01511,45.5
"CANDIDATE",9993683,"K05748.01",69220,69.16,-0.092762,18.833331,0.0002777,49.6666666666667
"FALSE POSITIVE",10002266,"K05750.01",67480,63.85,-0.061425,19.170733,-0.001798,27
"CANDIDATE",10004772,"K05752.01",114100,8.709,-0.065977,19.257134,-2.277e-05,27.6666666666667
"FALSE POSITIVE",10006096,"K05753.01",116600,239,-1,19.299953,0.009374,41.1818181818182
"FALSE POSITIVE",10007492,"K05754.01",77050,61.52,0.027816,19.339203,-0.005959,18.6470588235294
"FALSE POSITIVE",10023469,"K05757.01",42960,80.6,-0.20307,19.757678,0.02233,45.2
"CANDIDATE",10083325,"K05761.01",67460,12.94,0.033085,19.664859,-5.074e-05,15.1538461538462
"CANDIDATE",10090854,"K05762.01",53650,79.17,-0.041735,19.826205,-0.0004612,32.7142857142857
"FALSE POSITIVE",10141271,"K05768.01",67890,110.1,-0.076769,19.461141,-0.0001733,45.1
"CANDIDATE",10146103,"K05769.01",67290,26.55,-0.0098491,19.583105,0.0001279,36.8333333333333
"FALSE POSITIVE",10189542,"K05773.01",70080,80.77,-0.034989,18.868198,-0.001943,26.7058823529412
"FALSE POSITIVE",10191056,"K05774.01",8163000,-9.216,-1,18.924426,0.08165,23
"FALSE POSITIVE",10227881,"K05780.01",43720,36.08,-1.3745,19.903648,-0.0003947,20.4545454545455
"FALSE POSITIVE",10320341,"K05786.01",103400,100.5,-0.068596,18.813123,-0.0168,21.1428571428571
"CANDIDATE",10394802,"K05790.01",107300,485.2,-1.3929,19.152754,0.0005828,77
"FALSE POSITIVE",10416390,"K05792.01",47180,495.9,-1.1269,19.749894,-0.006552,76.1666666666667
"FALSE POSITIVE",10470779,"K05796.01",68160,232,-1.9239,19.469014,0.0001243,39.8181818181818
"FALSE POSITIVE",10480952,"K05797.01",26710000,26.02,-1,19.720308,0,9.09302325581395
"CANDIDATE",10525077,"K05800.01",68830,49.57,-0.0030672,19.158588,-7.34e-05,21.047619047619
"FALSE POSITIVE",10547378,"K05802.01",64530,81.62,0.020117,19.765066,-1.635e-05,5.70149253731343
"FALSE POSITIVE",10551346,"K05804.01",124300,82,-0.086004,19.841273,0.0003185,26.5294117647059
"FALSE POSITIVE",10552151,"K05805.01",53280,244.9,0.81751,19.855925,5.928e-07,13.4615384615385
"FALSE POSITIVE",10616656,"K05814.01",540800,15.03,-0.12375,19.846297,0.0004715,33.3846153846154
"CANDIDATE",10658177,"K05817.01",67220,31.97,-0.43599,19.2484,0.0001415,23.2222222222222
"FALSE POSITIVE",10661679,"K05818.01",67790,24.19,-0.034302,19.350301,-0.0002386,20.4545454545455
"FALSE POSITIVE",10724569,"K05823.01",68580,14.21,-1.7165,19.277918,-0.0001547,46.1
"CANDIDATE",10777591,"K05827.01",66640,7.225,-0.1405,18.815777,-2.691e-05,17.24
"CANDIDATE",10813078,"K05831.01",9035,343.1,0.053266,19.830158,0.001006,66.7142857142857
"FALSE POSITIVE",10817600,"K05832.01",43670,10.51,-0.005268,19.912544,-0.005413,8.33333333333333
"CANDIDATE",10850327,"K05833.01",54420,174.8,-2.0374,19.106083,1.053e-05,14.2857142857143
"FALSE POSITIVE",10855545,"K05834.01",43340,74.04,0.016501,19.281105,0.0006026,22.15
"FALSE POSITIVE",10905641,"K05840.01",68090,123.9,-1.9566,18.903272,0.0002903,12.8620689655172
"FALSE POSITIVE",10920086,"K05841.01",74160,23.66,-0.066247,19.456802,7.567e-05,23.1111111111111
"CANDIDATE",10933306,"K05842.01",53580,108.8,-0.084798,19.812959,-0.000653,21.047619047619
"CANDIDATE",10967168,"K05845.01",57720,25.11,-0.33037,19.158213,-0.0001129,30.1428571428571
"FALSE POSITIVE",10977671,"K05846.01",68220,76.87,0.23393,19.5211,0.0001378,20.8235294117647
"CANDIDATE",11026582,"K05854.01",67840,177.3,-0.31633,19.350062,6.771e-05,21.4285714285714
"CANDIDATE",11036168,"K05855.01",31150,323.1,-0.054337,19.653094,-0.001473,23.3888888888889
"CANDIDATE",11037818,"K05856.01",67950,108.3,0.051471,19.698835,0.0001785,13.9615384615385
"FALSE POSITIVE",11046870,"K05858.01",54190,76.73,-0.025348,19.917485,-0.007549,22.15
"FALSE POSITIVE",11076176,"K05862.01",49200,333.3,-1,19.171777,0.0002091,46.2
"FALSE POSITIVE",11090561,"K05865.01",70680,178.3,-0.51097,19.657977,0.003645,83
"CANDIDATE",11152511,"K05874.01",53310,101.5,-3.4234,19.87084,0.0001057,33.6923076923077
"CANDIDATE",11176166,"K05875.01",8356,100.4,0.005191,18.871166,-0.0001504,21.8
"FALSE POSITIVE",11176166,"K05875.02",7989,181.2,-0.079347,18.871247,-0.0003425,21.8
"FALSE POSITIVE",11341314,"K05887.01",55160,7.731,-0.17978,19.122119,3.864e-05,35.9166666666667
"FALSE POSITIVE",11401845,"K05894.01",288200,120.3,-1,19.4198,-0.0006735,14.0714285714286
"CANDIDATE",11407847,"K05895.01",67850,30.13,-0.073466,19.620064,-6.667e-05,23.2105263157895
"CANDIDATE",11456256,"K05901.01",67770,15.73,-0.31057,19.495394,-1.467e-05,30.2142857142857
"FALSE POSITIVE",11506938,"K05906.01",75820,6.073,-0.032811,19.443098,1.541e-05,27.9333333333333
"FALSE POSITIVE",11513441,"K05908.01",67520,96.18,0.073716,19.651023,-0.005617,5.84848484848485
"CANDIDATE",11520114,"K05909.01",57430,74.43,0.035725,19.826258,0.0006161,56.5
"FALSE POSITIVE",11599937,"K05915.01",62390,78.21,0.035503,19.030591,0.0003558,25.2222222222222
"CANDIDATE",11601425,"K05917.01",54090,126.3,-0.098858,19.090405,0.0006608,22.5
"FALSE POSITIVE",11601972,"K05919.01",54110,109,-0.83517,19.11548,-0.0001107,21.1
"FALSE POSITIVE",11615258,"K05922.01",67180,174.4,-0.21063,19.610503,-0.001309,20.0454545454545
"CANDIDATE",11674709,"K05928.01",442000,-260.2,-12.086,19.849731,0,14.5909090909091
