"koi_disposition","kepid","kepoi_name","tcet_model_chisq","wst_depth","boot_mesmean","tce_fwm_sra","tce_fwm_pdeco","tce_slogg_sn"
"CANDIDATE",11716643,"K05929.01",67690,184.4,-0.44721,19.591008,-0.0003525,25.2222222222222
"CANDIDATE",11803074,"K05932.01",53670,427,0.21575,19.022522,-0.001642,26.9411764705882
"FALSE POSITIVE",11905398,"K05940.01",43530,266.1,0.017166,19.09926,0.0002387,38.25
"CANDIDATE",11923213,"K05943.01",68560,108.8,0.0061558,19.74696,0.0001892,26.0625
"FALSE POSITIVE",11924426,"K05944.01",155400,83.72,-1,19.780264,-0.04084,22.2
"FALSE POSITIVE",11968514,"K05947.01",118600,9.666,-0.10687,19.62398,0.04534,17.125
"FALSE POSITIVE",12253490,"K05961.01",72420,125.3,-0.024297,19.242873,-0.00274,94.6
"FALSE POSITIVE",12257851,"K05962.01",69330,0,-1.7142,19.414019,-1.08e-05,23.578947368421
"FALSE POSITIVE",12265150,"K05963.01",68350,60.97,-0.29762,0,0.0006147,21.6190476190476
"CANDIDATE",12300524,"K05964.01",68190,32.15,-0.070316,19.139265,0.0001401,20.3636363636364
"CANDIDATE",12349560,"K05965.01",68330,191.7,-0.04156,19.129134,0.0001276,92.2
"CANDIDATE",12554212,"K05974.01",77330,10.83,-0.0097632,19.261135,0.0001091,77
"FALSE POSITIVE",12645761,"K05976.01",82790,14.95,0.038761,19.313595,-0.0007391,8.36842105263158
"FALSE POSITIVE",12736658,"K05980.01",604000,4156,-1,19.35117,0.002411,21.35
"FALSE POSITIVE",2309587,"K05982.01",1134000,257.4,-1,19.52665,0,22.7894736842105
"FALSE POSITIVE",2445134,"K05983.01",3038000,7097,-0.046324,19.456647,0.01428,23.4444444444444
"FALSE POSITIVE",3241344,"K05984.01",3741000,20950,-1,19.534439,-0.07409,45.5
"FALSE POSITIVE",3347485,"K05985.01",391700,812.4,-0.02744,19.518647,0.0001364,8.12244897959184
"FALSE POSITIVE",3530668,"K05986.01",290200,2323,-1,19.13598,0.001262,17.375
"FALSE POSITIVE",3532985,"K05987.01",69530,108.9,0.012861,19.194345,0.0004389,12.5652173913043
"FALSE POSITIVE",3831911,"K05988.01",125300,11940,-1,19.003799,-0.02502,118
"FALSE POSITIVE",3852258,"K05989.01",74130,276.6,-0.047267,19.465314,-0.005822,73
"FALSE POSITIVE",3858919,"K05990.01",43750,381.2,-0.23706,19.580232,-0.001,25.2777777777778
"FALSE POSITIVE",3869326,"K05991.01",58780,247.6,-0.072791,19.735535,0,86.6666666666667
"FALSE POSITIVE",3971315,"K05992.01",85460,1410,0.10045,19.712946,0.0106,21.2380952380952
"FALSE POSITIVE",4037428,"K05993.01",93100,648.2,-0.032225,19.00967,-0.0004055,10.4615384615385
"FALSE POSITIVE",4049124,"K05994.01",667200,6017,-1,19.287605,0.02935,30.4
"FALSE POSITIVE",4275328,"K05995.01",58410,384.4,-0.14178,19.645721,-0.001957,14.0689655172414
"FALSE POSITIVE",4753561,"K05996.01",64870,718.5,-0.032259,19.582205,-0.00726,114.75
"FALSE POSITIVE",4912991,"K05997.01",91100,180.4,-1,19.23148,-0.03816,29.2666666666667
"FALSE POSITIVE",5036966,"K05998.01",116500,18270,-0.94567,19.863575,-0.01559,14.2413793103448
"FALSE POSITIVE",5254230,"K05999.01",59420,1032,-0.049973,18.936654,0.02687,57.125
"FALSE POSITIVE",5385139,"K06000.01",56560,159.8,-0.17934,19.834804,-0.0004614,21.5714285714286
"FALSE POSITIVE",5385150,"K06001.01",57790,122.6,-0.37722,19.83485,5.076e-05,25.0555555555556
"FALSE POSITIVE",5385269,"K06002.01",67730,106.9,-0.13433,19.836789,-2.384e-05,22.15
"FALSE POSITIVE",5385509,"K06003.01",68100,246,-0.32657,19.840266,0.0002255,76.5
"FALSE POSITIVE",5385566,"K06004.01",57760,250.5,-0.57821,19.841165,-0.0001763,41.2727272727273
"FALSE POSITIVE",5385773,"K06005.01",68230,115.3,-0.27611,19.844494,-0.0002772,46.4
"FALSE POSITIVE",5386163,"K06006.01",68270,38.86,-0.33089,19.850169,-5.27e-05,10.9117647058824
"FALSE POSITIVE",5470960,"K06007.01",67040,141.5,-0.15868,19.835706,2.483e-05,51.3333333333333
"FALSE POSITIVE",5471068,"K06008.01",68020,115.4,-0.32844,19.837253,0.0001077,22.7
"FALSE POSITIVE",5471192,"K06009.01",68440,135.1,-0.11765,19.839148,-0.0001687,20.1363636363636
"FALSE POSITIVE",5471217,"K06010.01",67950,108.8,-0.16987,19.839702,3.609e-06,26.8823529411765
"FALSE POSITIVE",5471769,"K06011.01",69300,106.1,-0.13401,19.849684,8.643e-05,28.5
"FALSE POSITIVE",5471770,"K06012.01",68400,73.38,-0.046052,19.849699,-0.0001563,16.72
"FALSE POSITIVE",5556804,"K06013.01",57700,172.4,-0.2282,19.842091,-0.0002931,26.9411764705882
"FALSE POSITIVE",5597970,"K06014.01",3745000,9318,-1,18.895995,-0.0004567,23.2631578947368
"FALSE POSITIVE",5643492,"K06015.01",80020,1378,-1.1658,19.850807,0.005799,25.4444444444444
"CANDIDATE",5795648,"K06016.01",615800,374.1,-0.11072,19.552957,0.001845,31.0714285714286
"FALSE POSITIVE",5961350,"K06017.01",90110,595.1,-0.027598,19.478298,-0.000216,32.3846153846154
"FALSE POSITIVE",5979863,"K06018.01",86560,1330,0.043498,19.800001,-0.001047,26.1764705882353
"FALSE POSITIVE",6117415,"K06019.01",471100,222.6,-1,19.324063,0,29.8571428571429
"FALSE POSITIVE",6128027,"K06020.01",115500,5591,-0.08103,19.547899,0.009437,66
"FALSE POSITIVE",6146418,"K06021.01",150800,694.7,-0.098718,19.852625,-0.02516,14.7037037037037
"FALSE POSITIVE",6150977,"K06022.01",100600,1160,-0.13071,19.92149,-0.03959,32.4285714285714
"FALSE POSITIVE",6182019,"K06023.01",232300,4759,-1,18.845657,-0.04061,23.1578947368421
"FALSE POSITIVE",6191945,"K06024.01",18980,10300,-1,19.155518,-0.0004811,6.67796610169492
"FALSE POSITIVE",6209347,"K06025.01",127100,1705,-1,19.546556,-0.0007466,26.1176470588235
"FALSE POSITIVE",6268722,"K06026.01",96800,2344,-0.087118,19.034565,0.0002992,14.25
"FALSE POSITIVE",6301030,"K06027.01",2957000,339300,-1,19.753135,-0.293,18.5652173913043
"FALSE POSITIVE",6606934,"K06028.01",91930,282.8,0.018432,19.47144,-0.005477,21
"FALSE POSITIVE",6614926,"K06029.01",487600,1719,-0.20878,19.622091,0.001187,21.2380952380952
"FALSE POSITIVE",6628237,"K06030.01",345500,2123,-0.089509,19.831416,0.06882,23.2631578947368
"FALSE POSITIVE",6694186,"K06031.01",4796000,5138,-1,19.50874,0.00021,26.2352941176471
"FALSE POSITIVE",6934587,"K06032.01",226400,230.7,-1,19.133177,0.0003989,20.6190476190476
"FALSE POSITIVE",7219906,"K06033.01",78540,1379,-0.028596,19.801,0.02219,25.3333333333333
"FALSE POSITIVE",7257373,"K06034.01",25140000,-20.76,-1,18.803544,-0.0007006,22.25
"FALSE POSITIVE",7295570,"K06035.01",12650,3170,-1,19.710533,-0.001652,8.20408163265306
"FALSE POSITIVE",7362852,"K06036.01",6261000,18.56,-1,19.453979,0.0117,22.35
"FALSE POSITIVE",7373877,"K06037.01",78130,362.2,-0.24792,0,-0.001939,76.8333333333333
"FALSE POSITIVE",7436177,"K06038.01",8221000,87990,-0.099423,19.274071,0.04674,22.3684210526316
"FALSE POSITIVE",7537945,"K06039.01",626400,3984,-1,19.644923,0.04487,24.5
"FALSE POSITIVE",7624297,"K06040.01",425200,9283,0.014606,19.764003,-0.02533,58.25
"FALSE POSITIVE",7695093,"K06041.01",589100,5754,-1,19.720549,-0.03478,22.2
"FALSE POSITIVE",7749318,"K06042.01",1888000,29720,-1,19.366457,0.02106,52.3333333333333
"FALSE POSITIVE",7777397,"K06043.01",17660,90.85,0.030677,19.922995,-0.0001317,12.1
"FALSE POSITIVE",7830321,"K06044.01",71090,89.83,-0.071831,19.63029,-0.0002087,19.2608695652174
"FALSE POSITIVE",7841986,"K06045.01",874400,4385,-0.066699,19.849332,-0.02429,8.68888888888889
"FALSE POSITIVE",7877820,"K06046.01",4886000,8323,-0.038139,19.086,-0.01598,19.8571428571429
"FALSE POSITIVE",7914906,"K06047.01",62280,395,-1,19.9211,-0.0002238,12.0625
"FALSE POSITIVE",8019043,"K06048.01",80800,405.4,-1,0,0,10.9090909090909
"FALSE POSITIVE",8019043,"K06048.02",71820,34.62,-1,0,0,10.9090909090909
"FALSE POSITIVE",8023317,"K06049.01",2947000,1534,-1,19.331355,0.0006196,11.90625
"FALSE POSITIVE",8121067,"K06050.01",419800,52.6,-1,19.917203,0.02606,23.6842105263158
"FALSE POSITIVE",8153568,"K06051.01",11040,71380,-1,19.126965,0,16.9583333333333
"FALSE POSITIVE",8167938,"K06052.01",180100,253,-1,19.507814,2.842e-06,8.08888888888889
"FALSE POSITIVE",8167978,"K06053.01",73210,6849,-0.050045,19.508896,0.001301,35.4615384615385
"FALSE POSITIVE",8168581,"K06054.01",40450,419.4,-0.022788,19.523469,0,22.7
"FALSE POSITIVE",8230809,"K06055.01",212100,511.2,-0.11445,19.392782,-0.002396,26.3529411764706
"FALSE POSITIVE",8364115,"K06056.01",93210,333.1,-0.15906,19.418375,0.0201,21.6190476190476
"FALSE POSITIVE",8458207,"K06057.01",300500,1447,-0.15954,20.006118,-0.006811,23.5
"FALSE POSITIVE",8580438,"K06058.01",504100,4649,-0.24019,19.892178,0.01915,20.7619047619048
"FALSE POSITIVE",8581232,"K06059.01",200900,5114,0.051675,19.905052,0.03811,77.1666666666667
"FALSE POSITIVE",8655458,"K06060.01",380000,1503,-1,20.073418,0.02241,29.6666666666667
"FALSE POSITIVE",8695779,"K06061.01",66910,272,0.0054409,19.622232,0.000191,10.2307692307692
"FALSE POSITIVE",8953059,"K06062.01",118400,1652,-0.10035,19.456146,-9.027e-05,20.8571428571429
"FALSE POSITIVE",9048145,"K06063.01",176500,1174,-0.049204,19.959867,-0.03478,21.9473684210526
"FALSE POSITIVE",9214712,"K06064.01",72180,3377,-1.5007,19.35933,0.01362,23.9473684210526
"FALSE POSITIVE",9214712,"K06064.02",66510,577.3,-2.1071,19.359331,0.0008703,23.9473684210526
"FALSE POSITIVE",9214715,"K06065.01",112700,936.4,-0.001433,19.359312,0.01387,21.2857142857143
"FALSE POSITIVE",9214715,"K06065.02",66990,357,0.17332,19.35934,-0.0003778,21.2857142857143
"FALSE POSITIVE",9221398,"K06066.01",69450,46.26,-0.11731,19.539525,-2.688e-06,39.1818181818182
"FALSE POSITIVE",9411317,"K06067.01",6986,21270,-0.12896,19.644569,0.04605,78
"FALSE POSITIVE",9418619,"K06068.01",57420,21.23,-0.1964,19.812121,0,14.4444444444444
"FALSE POSITIVE",9532123,"K06069.01",377700,51430,-0.12528,19.611932,0.0809,32.7857142857143
"FALSE POSITIVE",9549471,"K06070.01",295300,278.3,-0.046459,19.973993,-0.09035,23.3157894736842
"FALSE POSITIVE",9649222,"K06071.01",197200,2686,0.013038,19.457228,0.0008589,20.4545454545455
"FALSE POSITIVE",9664215,"K06072.01",355800,6130,-1,19.823975,0.0002872,28.625
"FALSE POSITIVE",9714358,"K06073.01",7336000,16720,-1,19.569352,0.085,66.2857142857143
"FALSE POSITIVE",9851123,"K06074.01",411200,1127,-0.25605,19.919596,0,32.6428571428571
"FALSE POSITIVE",9966115,"K06075.01",1469000,3549,-0.29509,19.829864,-0.007147,20.8
"FALSE POSITIVE",10026458,"K06076.01",76570,2073,-0.14197,19.81787,-0.1184,28
"FALSE POSITIVE",10139305,"K06077.01",116600,348.7,-1,19.409595,-0.001018,77.6666666666667
"FALSE POSITIVE",10288922,"K06078.01",115400,5848,-0.04026,19.810284,0.03404,21.3809523809524
"FALSE POSITIVE",10659313,"K06079.01",87380,150.5,-0.11142,19.281523,-0.0003014,21.6
"FALSE POSITIVE",10710755,"K06080.01",202300,1510,-0.15075,18.795754,-0.004838,24.8333333333333
"FALSE POSITIVE",10727668,"K06081.01",38010,7660,-1,19.362662,0.0022,19.1904761904762
"FALSE POSITIVE",10735519,"K06082.01",137000,4.386,-0.41822,19.570493,1.36e-05,15.6470588235294
"FALSE POSITIVE",10935310,"K06083.01",692200,7632,-1,19.861061,0.003704,20.5238095238095
"FALSE POSITIVE",11021252,"K06084.01",3199000,-13460,0.015732,19.157074,-0.0005491,21.1904761904762
"FALSE POSITIVE",11404644,"K06085.01",415300,1728,-0.1656,19.51707,0.0005904,20.8095238095238
"FALSE POSITIVE",11408935,"K06086.01",138100,1530,-0.17371,19.65205,-0.0004595,22.85
"FALSE POSITIVE",11519226,"K06087.01",464000,4782,-0.12179,19.804714,4.572e-05,12.3125
"FALSE POSITIVE",11756821,"K06088.01",271000,472,-0.17718,19.215449,0,77.5
"FALSE POSITIVE",11769146,"K06089.01",861900,161100,-1,19.654614,0.04631,20.4090909090909
"FALSE POSITIVE",11812199,"K06090.01",143700,3236,-0.019403,19.391268,-0.01512,20.4545454545455
"FALSE POSITIVE",11826400,"K06091.01",834300,1331,-0.074892,19.834226,0.006558,14.7777777777778
"FALSE POSITIVE",12010534,"K06092.01",3424000,11400,-1,19.335123,0.002908,24.5
"FALSE POSITIVE",2019477,"K06093.01",69480,20.46,-0.26902,19.503483,-0.0002127,11.7241379310345
"CANDIDATE",2019477,"K06093.02",63590,20.96,-0.16794,19.503474,0.0001974,11.7241379310345
"FALSE POSITIVE",2161623,"K06094.01",549700,46630,-1,19.449646,4.976,17.0416666666667
"FALSE POSITIVE",2707097,"K06095.01",6525,2784,-1,19.336364,-0.002465,0
"FALSE POSITIVE",2719873,"K06096.01",208900,10000,-0.0083181,19.528705,0.03406,77
"FALSE POSITIVE",2997455,"K06098.01",67510,220.8,-0.19763,19.542037,0.001,17.5294117647059
"FALSE POSITIVE",3003991,"K06099.01",777000,5002,-0.32988,19.632666,-0.1539,32.7857142857143
"FALSE POSITIVE",3229028,"K06100.01",69130,5.779,-0.39722,19.320734,-6.592e-05,25.9375
"FALSE POSITIVE",3230787,"K06101.01",11910000,33.53,-1.4769,19.35032,0.001305,14.4285714285714
"FALSE POSITIVE",3634051,"K06103.01",67920,61.48,-2.2533,19.198357,8.254e-05,9.63157894736842
"CANDIDATE",3634051,"K06103.02",67270,85.74,0.011918,19.198366,6.611e-05,9.63157894736842
"CANDIDATE",3761319,"K06104.01",55110,70.19,0.0044122,19.670658,0.0006242,26.1176470588235
"FALSE POSITIVE",4035675,"K06107.01",722800,4316,0.052101,18.974958,0.02661,7.09259259259259
"FALSE POSITIVE",4144236,"K06109.01",1967000,139.5,-1,19.188891,0.02594,30.6428571428571
"FALSE POSITIVE",4150701,"K06110.01",57390,376.8,-0.047757,19.317481,0.0008402,115.25
"FALSE POSITIVE",4285087,"K06112.01",5444000,20.72,-1,19.776591,0.1534,11.3333333333333
"FALSE POSITIVE",4346875,"K06113.01",1033000,15870,-0.051544,19.039046,-0.004584,32.7142857142857
"FALSE POSITIVE",4459068,"K06114.01",98840,144.3,-0.14718,19.334955,8.081e-05,9.21951219512195
"FALSE POSITIVE",4547480,"K06116.01",70250,818.5,0.021277,19.142542,0.0004204,45.7
"FALSE POSITIVE",4737267,"K06117.01",197600000,90.75,-1,19.26102,0.0005179,26.3846153846154
"FALSE POSITIVE",4740676,"K06119.01",4137000,5309,-0.077027,19.330956,-0.000307,13.1724137931034
"CANDIDATE",4742420,"K06120.01",66970,64.26,-0.25913,19.363348,-0.001446,21.1428571428571
"FALSE POSITIVE",4826439,"K06121.01",2943000,-30.14,-1,19.268654,-0.002704,24.4705882352941
"FALSE POSITIVE",4933476,"K06122.01",85480,741.8,-5.2038,19.629555,-2.974e-06,21.95
"FALSE POSITIVE",4990977,"K06123.01",1199000,14510,-1,18.956331,-0.00504,21.7
"FALSE POSITIVE",5034333,"K06124.01",161300,100.1,-1,19.826691,-0.0002648,27.2
"FALSE POSITIVE",5039441,"K06125.01",3068000,18550,-1,0,0,15.5185185185185
"FALSE POSITIVE",5121173,"K06126.01",70530,57.33,-0.090994,19.811238,0.0001251,10.9117647058824
"FALSE POSITIVE",5385548,"K06128.01",70320,106.2,-0.14267,19.840976,0.0005191,16.64
"FALSE POSITIVE",5385778,"K06129.01",94990,677.1,-0.14532,19.844524,0,17
"CANDIDATE",5428657,"K06130.01",67670,39.4,-0.052446,18.962702,0.0002608,94
"CANDIDATE",5629353,"K06132.01",8932,398.9,-0.24673,19.637182,0.0006163,20.65
"CANDIDATE",5629353,"K06132.02",9780,161.2,0.047607,19.637181,0.0003648,20.65
"CANDIDATE",5629353,"K06132.03",8425,134.8,-0.10503,19.637195,0.0005517,20.65
"FALSE POSITIVE",5738698,"K06134.01",73290000,16.88,-1,19.981318,0.02292,23.7777777777778
"FALSE POSITIVE",5768927,"K06135.01",166500,1385,-0.049295,18.88411,0.001666,14.2413793103448
"FALSE POSITIVE",5814635,"K06136.01",98330,31.3,-1,19.855683,0,22.9444444444444
"CANDIDATE",5816144,"K06137.01",81590,35.63,-0.19475,19.879584,-0.0002438,20.2272727272727
"FALSE POSITIVE",5816144,"K06137.02",78710,51.3,-0.10489,19.879598,-0.0001721,20.2272727272727
"FALSE POSITIVE",5817566,"K06138.01",367800,1626,-1,19.898401,-0.01098,8.69767441860465
"FALSE POSITIVE",5952403,"K06139.01",408200,425.6,-1,19.285947,0,15
"FALSE POSITIVE",5955321,"K06140.01",164500000,-18.34,-1,19.345513,0.06176,20.1363636363636
"FALSE POSITIVE",6197038,"K06144.01",120500000,22100,-1,19.286717,-0.005495,12.2142857142857
"CANDIDATE",6221385,"K06145.01",8912,88.59,0.0098983,19.757281,0,16.56
"CANDIDATE",6221385,"K06145.02",8598,133,0.023199,19.757293,0,16.56
"CANDIDATE",6221385,"K06145.03",8349,70.63,0.040297,19.757352,0,16.56
"FALSE POSITIVE",6362386,"K06146.01",1603000,2775,-1,19.417612,0,20.7
"FALSE POSITIVE",6449358,"K06147.01",23300000,10220,-0.21603,19.593092,3.743e-06,8.51162790697675
"FALSE POSITIVE",6674908,"K06149.01",159800,1.142,-2.5767,19.080407,0,92.8
"FALSE POSITIVE",7108433,"K06153.01",17620,91750,-1,19.254921,-0.007668,20.6
"FALSE POSITIVE",7129465,"K06155.01",5766000,9.233,-1,19.675801,-0.1315,20.952380952381
"CANDIDATE",7174617,"K06156.01",293300,696.8,-1,18.772912,-0.03226,93.4
"FALSE POSITIVE",7422883,"K06159.01",10040000,11090,-1,18.907151,0,22.0526315789474
"FALSE POSITIVE",7622059,"K06161.01",71110,13.52,0.0094719,19.727998,-1.788e-05,20.7
"FALSE POSITIVE",7750740,"K06162.01",1182000,15530,-1,19.399761,0.03414,21.8
"FALSE POSITIVE",7779942,"K06163.01",57450,267,-0.49596,19.963367,-0.004144,17.5652173913043
"CANDIDATE",7835312,"K06164.01",68330,52.56,-0.065038,19.73138,0.0004566,23.2777777777778
"FALSE POSITIVE",7838906,"K06165.01",225200,617.1,-0.13802,19.799046,-3.937e-05,53.3333333333333
"FALSE POSITIVE",7838906,"K06165.02",90780,13.62,-0.13802,19.799047,-4.71e-05,53.3333333333333
"CANDIDATE",7908367,"K06166.01",3659,62.52,-0.10995,19.814127,0.0003435,8.26530612244898
"CANDIDATE",7908367,"K06166.02",3646,150.8,-0.36816,19.814147,0.0002264,8.26530612244898
"FALSE POSITIVE",7940533,"K06167.01",2346000,3143,-1,18.871083,0.0003105,37.8333333333333
"FALSE POSITIVE",8043882,"K06169.01",63540,5.574,-2.0148,19.780696,4.036e-06,21.85
"FALSE POSITIVE",8095099,"K06171.01",7641000,21.71,-1,19.394079,0,22.35
"FALSE POSITIVE",8197761,"K06175.01",124200,62.79,-0.21465,20.069246,-0.0002189,20.55
"FALSE POSITIVE",8265156,"K06177.01",77600,16.47,-0.23696,20.075633,5.855e-05,21.8947368421053
"CANDIDATE",8355178,"K06178.01",68450,49.25,-0.016476,19.168821,-0.0001192,22.35
"CANDIDATE",8374077,"K06179.01",59040,96.84,-0.037342,19.65712,8.99e-05,20.3636363636364
"FALSE POSITIVE",8517303,"K06181.01",7706000,161.8,-1,19.916667,-5.204e-05,16.7058823529412
"CANDIDATE",8590149,"K06182.01",75310,93.73,-0.05691,20.060171,-0.001025,56.125
"FALSE POSITIVE",8590780,"K06183.01",19690000,23.43,-1,20.077958,-0.01499,11.6571428571429
"CANDIDATE",8653134,"K06186.01",97990,96.32,0.012032,20.028755,0.0002405,77.1666666666667
"FALSE POSITIVE",8702921,"K06187.01",152500,219.7,-0.066271,19.777664,0,16.45
"FALSE POSITIVE",8822421,"K06188.01",90040,107.1,0.013538,19.549794,-4.813e-05,41.8181818181818
"FALSE POSITIVE",8957954,"K06189.01",5397000,-5.073,-1,19.579057,0.0003186,19.5217391304348
"FALSE POSITIVE",8984706,"K06190.01",72260000,218300,-1,20.062416,-0.009907,12.0588235294118
"CANDIDATE",9093086,"K06191.01",71310,61.94,-0.044796,19.560232,-6.833e-05,20.1818181818182
"CANDIDATE",9093086,"K06191.02",67740,21.46,-0.093487,19.560216,0.000229,20.1818181818182
"FALSE POSITIVE",9101400,"K06192.01",364500,122.1,-1,19.735656,-0.0002265,22.4736842105263
"FALSE POSITIVE",9119652,"K06193.01",712900,18.29,-1,20.063828,0,5.22972972972973
"CANDIDATE",9145861,"K06194.01",68960,53.32,0.070335,19.189345,9.397e-06,100.666666666667
"FALSE POSITIVE",9153823,"K06195.01",92800,149.2,-0.029352,19.432334,0.0004802,93.8
"FALSE POSITIVE",9282687,"K06196.01",26360,24350,-1,19.504847,0.001649,24.3529411764706
"FALSE POSITIVE",9291629,"K06198.01",9040000,108000,-1,19.727118,0.002629,7.97435897435897
"FALSE POSITIVE",9343862,"K06201.01",21650,67640,-1,19.495513,0,20.1
"FALSE POSITIVE",9394605,"K06203.01",65960,90.52,-1.1254,19.143613,-0.0005453,22.15
"FALSE POSITIVE",9471755,"K06204.01",98490,11.37,-1,19.632552,-0.0001218,20.2857142857143
"FALSE POSITIVE",9479460,"K06205.01",453900,89190,-1,19.807392,0,7.6875
"FALSE POSITIVE",9549472,"K06206.01",499200,5564,-0.13841,19.973951,-0.03947,23.1578947368421
"FALSE POSITIVE",9576197,"K06207.01",1809000,6464,-1,19.058968,0.0004386,56.875
"FALSE POSITIVE",9579860,"K06208.01",75830,27.87,-0.031095,19.201075,-0.007265,87.6666666666667
"CANDIDATE",9655711,"K06209.01",22800,120.4,-0.078373,19.629643,0.0005378,20.3636363636364
"CANDIDATE",9655711,"K06209.02",21970,165.5,-0.11514,19.629668,0.001495,20.3636363636364
"FALSE POSITIVE",9767392,"K06211.01",896800,176.3,-1,19.365206,0,22.3157894736842
"FALSE POSITIVE",9774400,"K06212.01",1484000,3119,-1,19.563542,-0.02907,26.1764705882353
"FALSE POSITIVE",9839081,"K06213.01",142100,377.2,0.0028167,19.671409,0.0003173,21.5714285714286
"CANDIDATE",10200627,"K06217.01",67920,17.59,-0.17018,19.253058,3.638e-05,80.75
"FALSE POSITIVE",10228942,"K06219.01",901300,157.7,-0.13347,19.921828,-0.001766,11.5151515151515
"FALSE POSITIVE",10341878,"K06220.01",72780,0,-1.3605,19.517283,-5.232e-05,16
"FALSE POSITIVE",10357831,"K06221.01",11850,1033,-1,19.873943,-0.003578,92.2
"FALSE POSITIVE",10385682,"K06223.01",7099000,57.16,-1,18.812629,-0.01244,20.0909090909091
"FALSE POSITIVE",10483644,"K06225.01",183600,2705,-1,19.778774,-0.003586,21.5238095238095
"FALSE POSITIVE",10601549,"K06226.01",265200,485.3,-1,19.498634,6.345e-05,57.5
"FALSE POSITIVE",10614158,"K06227.01",1199000,22.78,-0.011352,19.798345,-0.002091,9.93939393939394
"CANDIDATE",10717220,"K06228.01",64410,111.9,-0.19044,19.031678,-0.0001147,26.7647058823529
"FALSE POSITIVE",10728219,"K06229.01",2272000,39790,-1,0,0,26.2352941176471
"CANDIDATE",10735988,"K06230.01",516500,278,-1,19.58268,-0.003109,56.625
"FALSE POSITIVE",10973583,"K06232.01",69490,1038,-0.040809,19.386577,-0.001401,25.2777777777778
"CANDIDATE",10989274,"K06233.01",54130,51.68,-0.25889,19.83199,0,21
"FALSE POSITIVE",11099351,"K06234.01",154200,838.9,-0.12258,19.885157,-0.0005993,19.4761904761905
"FALSE POSITIVE",11147460,"K06235.01",92870,9.646,-0.057934,19.747019,-0.001006,9.75757575757576
"FALSE POSITIVE",11252617,"K06236.01",262500,4338,-1,19.712756,-0.153,22.15
"FALSE POSITIVE",11252617,"K06236.02",68660,75.12,-1,19.712759,-0.005927,22.15
"FALSE POSITIVE",11516930,"K06240.01",82010,110.8,-0.054902,19.747132,0.002326,20.1363636363636
"FALSE POSITIVE",11558882,"K06241.01",976000,2841,-0.24768,19.449328,-0.0759,20.952380952381
"FALSE POSITIVE",11673686,"K06243.01",473400,1090,-0.16215,19.821024,-0.02154,8.38297872340426
"FALSE POSITIVE",11724210,"K06244.01",113200,2509,-0.032431,19.801627,0.0003109,23.3157894736842
"FALSE POSITIVE",11775507,"K06245.03",36340,272.6,-0.071617,19.834538,0.0001713,25.0588235294118
"CANDIDATE",11856178,"K06246.01",69300,20.82,-0.14101,19.144327,-6.366e-05,20.4090909090909
