"koi_disposition","kepid","kepoi_name","tce_incl","tce_impact","tce_slogg_prov","tce_albedo_stat","tce_fwm_pdeco","tce_ingress_sn"
"CANDIDATE",11288051,"K00241.02",86.14,0.9643,16,1.985,-2.438e-05,2.48175182481752
"CANDIDATE",11288051,"K00241.03",79.96,0.9005,16,0.9831,-6.079e-06,0.240371010847351
"FALSE POSITIVE",3642741,"K00242.01",87.19,0.4495,7,1.843,-0.0005473,7.45075318655852
"FALSE POSITIVE",9592579,"K00243.01",60.33,1,7,-13.53,0,6.934856587263
"CANDIDATE",4349452,"K00244.01",87.24,0.883,0,-0.04085,1.748e-05,21.1088607594937
"CANDIDATE",4349452,"K00244.02",81.8,0.8941,0,1.069,-3.298e-05,8.46787102675509
"CANDIDATE",8478994,"K00245.01",89,0.7743,1,1.644,-0.0006645,4.5536168050144
"CANDIDATE",8478994,"K00245.02",87.27,0.9014,1,1.131,-2.097e-05,1.03532338308458
"CANDIDATE",11295426,"K00246.01",83.54,0.8134,1,-0.3973,0.0001224,3.47738139021699
"CANDIDATE",11295426,"K00246.02",85.51,0.8913,1,0.3001,1.555e-05,0.477699041267195
"CANDIDATE",11852982,"K00247.01",87.43,0.9186,42,3.059,-0.0001805,3.05972045743329
"CANDIDATE",5364071,"K00248.01",85.87,0.8506,42,1.332,1.155e-05,3.625
"CANDIDATE",5364071,"K00248.02",80.5,0.8999,42,1.967,-0.0001929,1.45956719817768
"CANDIDATE",5364071,"K00248.03",84.77,0.9781,42,1.119,0.00012,25.3386190948134
"CANDIDATE",5364071,"K00248.04",88.8,0.8051,42,1.35,6.385e-05,0.31549394630637
"CANDIDATE",9390653,"K00249.01",88.06,0.8508,42,2.993,0.001125,2.77832947147744
"CANDIDATE",9757613,"K00250.01",87.85,0.8021,42,2.798,-0.0006605,4.43715239154616
"CANDIDATE",9757613,"K00250.02",88.23,0.9104,42,3.076,0.0005987,4.40944881889764
"CANDIDATE",9757613,"K00250.03",89.67,0.7575,42,1.411,-0.001088,0.326326326326326
"CANDIDATE",9757613,"K00250.04",81.62,0.8985,42,1.886,1.369e-05,0.527804642166344
"CANDIDATE",10489206,"K00251.01",86.26,0.7719,42,1.828,0.003124,2.79383950283707
"CANDIDATE",10489206,"K00251.02",86.04,0.8788,42,0.6818,0.000733,0.144346431435445
"CANDIDATE",11187837,"K00252.01",88.21,0.7804,42,2.456,0.001501,2.59065420560748
"CANDIDATE",11752906,"K00253.01",86.69,0.861,42,1.699,-0.001851,2.30666666666667
"CANDIDATE",11752906,"K00253.02",86.44,0.9529,42,2.398,-0.0009121,1.87645011600928
"CANDIDATE",5794240,"K00254.01",87.54,0.4826,43,-8.961,0.001127,54.3606036536934
"CANDIDATE",7021681,"K00255.01",89.23,0.5941,42,3.275,0.0005278,1.48418756815703
"CANDIDATE",7021681,"K00255.02",88.33,0.7616,42,0.4937,9.378e-05,0.102979935889825
"FALSE POSITIVE",7021681,"K00255.03",84.36,0.8998,42,0.573,5.038e-05,0.11994715984148
"FALSE POSITIVE",11548140,"K00256.01",85.14,0.7325,30,0.8904,0.005516,0.226506381715643
"CANDIDATE",5514383,"K00257.01",86.11,0.8711,0,0.7012,1.996e-05,3.46348265644065
"FALSE POSITIVE",11231334,"K00258.01",58.6,1,5,-1.703,-0.0004082,5.17388003037206
"FALSE POSITIVE",5790807,"K00259.01",89.63,0.6101,18,2.29,0.0008155,266.296217140415
"CANDIDATE",8292840,"K00260.01",89.28,0.6717,1,1.263,2.98e-05,2.09101796407186
"CANDIDATE",8292840,"K00260.02",83.11,0.8998,1,1.737,2.496e-05,1.86034255599473
"CANDIDATE",8292840,"K00260.03",83.83,0.9599,1,2.988,-4.803e-05,5.10826888756692
"CANDIDATE",5383248,"K00261.01",87.59,0.8146,20,2.635,0.0003686,6.32732797916214
"CANDIDATE",11807274,"K00262.01",86.36,0.9059,1,2.877,8.71e-05,0.772082878953108
"CANDIDATE",11807274,"K00262.02",70.44,0.9844,1,0.833,9.769e-06,7.41532976827094
"FALSE POSITIVE",10514430,"K00263.01",89.18,0.8976,1,0,0.0001081,0.165698763581866
"FALSE POSITIVE",3097346,"K00264.01",64.04,0.9788,13,0.9605,0.003282,5.96337678460583
"CANDIDATE",12024120,"K00265.01",76.46,0.9005,23,1.09,0,0.779887785930082
"CANDIDATE",7375348,"K00266.01",87.17,0.8654,23,2.43,-3.581e-05,1.05585980284775
"CANDIDATE",7375348,"K00266.02",88.13,0.9807,23,2.626,5.644e-05,1.61037969853081
"CANDIDATE",3425851,"K00268.01",89.36,0.6201,1,0,0.0002751,3.21439393939394
"CANDIDATE",7670943,"K00269.01",84.43,0.9063,1,2.173,-9.293e-07,1.90029469548134
"CANDIDATE",6528464,"K00270.01",83.62,0.8645,0,2.459,-3.823e-05,1.13360488798371
"CANDIDATE",6528464,"K00270.02",87.67,0.7936,0,2.43,5.287e-06,1.04252998909487
"CANDIDATE",9451706,"K00271.01",87.48,0.8236,0,3.135,-0.0001935,2.78764204545455
"CANDIDATE",9451706,"K00271.02",88.54,0.8111,0,2.398,-0.0002452,1.86419149975574
"CANDIDATE",9451706,"K00271.03",86.39,0.8999,0,1.729,-5.742e-05,0.489328876317819
"FALSE POSITIVE",5716763,"K00272.01",75.55,0.9008,5,-20.45,-7.925e-06,1.81615336266499
"CANDIDATE",3102384,"K00273.01",87.24,0.9234,0,2.237,0.0001089,1.53818700927909
"CANDIDATE",8077137,"K00274.01",87.57,0.6137,1,1.62,-1.238e-05,0.380482333146383
"CANDIDATE",8077137,"K00274.02",86.28,0.9156,1,1.612,5.213e-05,0.334358523725835
"CANDIDATE",10586004,"K00275.01",85.84,0.774,1,2.431,7.346e-07,1.02627324171382
"CANDIDATE",10586004,"K00275.02",88.27,0.8775,1,1.65,-7.603e-06,1.80450747024563
"CANDIDATE",11133306,"K00276.01",88.65,0.8596,1,3.537,5.465e-05,2.79416167664671
"CANDIDATE",11401755,"K00277.01",85.47,0.7941,1,2.252,-1.709e-05,4.31279620853081
"CANDIDATE",11401755,"K00277.02",51.61,1,1,0.2978,-5.24e-05,0.0147453243135694
"CANDIDATE",12314973,"K00279.01",88.64,0.5521,0,3.277,-2.576e-05,8.3003300330033
"CANDIDATE",12314973,"K00279.02",82.83,0.9175,0,3.251,9.559e-05,5.4526558891455
"CANDIDATE",12314973,"K00279.03",80.55,0.8783,0,1.314,-3.869e-06,0.327675624705328
"CANDIDATE",4141376,"K00280.01",87,0.8999,1,2.94,-6.148e-05,2.73564768003595
"CANDIDATE",4143755,"K00281.01",86.5,0.7593,1,2.31,1.483e-05,1.80418788907753
"CANDIDATE",5088536,"K00282.01",88.29,0.7417,0,2.134,-7.086e-06,3.2155225096761
"CANDIDATE",5088536,"K00282.02",84.08,0.8999,0,2.03,2.572e-05,0.474750440399295
"CANDIDATE",5088536,"K00282.03",89.7,0.8851,0,0.5357,6.797e-05,0.13323124042879
"CANDIDATE",5695396,"K00283.01",87.54,0.8844,20,2.473,-6.445e-05,2.68101028999065
"CANDIDATE",5695396,"K00283.02",87.87,0.8214,20,1.506,-1.569e-05,0.384711388455538
"CANDIDATE",6021275,"K00284.01",79.62,0.9423,23,1.863,5.608e-05,1.51938645078824
"CANDIDATE",6021275,"K00284.02",84.94,0.9725,23,2.371,-3.597e-05,4.33474976392823
"CANDIDATE",6021275,"K00284.03",81.8,0.9084,23,1.477,1.642e-05,0.562247838616715
"CANDIDATE",6021275,"K00284.04",89.57,0.8309,23,0.8835,0.0001461,0.172325787838438
"CANDIDATE",6196457,"K00285.01",86.28,0.759,1,2.817,2.604e-05,2.34602649006623
"CANDIDATE",6196457,"K00285.02",86.4,0.8356,1,2.65,-3.191e-05,1.75708154506438
"CANDIDATE",6196457,"K00285.03",87.5,0.8394,1,2.154,-1.266e-05,1.01549491211841
"FALSE POSITIVE",8258171,"K00286.01",74.79,0.9997,7,0.8323,-0.001516,51.0161443494777
"FALSE POSITIVE",8703887,"K00287.01",88.73,0.5959,13,2.288,-0.003541,39.3333333333333
"CANDIDATE",9592705,"K00288.01",85.3,0.7217,1,1.668,6.366e-05,1.33718411552347
"CANDIDATE",10386922,"K00289.01",89.78,0.491,23,1.917,0.0002782,9.5
"CANDIDATE",10386922,"K00289.02",87.53,0.7534,23,2.356,-1.578e-05,2.11561318206375
"FALSE POSITIVE",10488450,"K00290.01",79.48,0.9005,13,1.531,-0.0003683,0.962324393358876
"CANDIDATE",10933561,"K00291.01",88,0.7461,23,1.588,-5.668e-05,0.906609195402299
"CANDIDATE",10933561,"K00291.02",86.61,0.8883,23,1.016,3.641e-05,0.260696076258036
"CANDIDATE",11075737,"K00292.01",80.89,0.8268,20,1.458,-5.09e-05,0.661619486504279
"FALSE POSITIVE",11200415,"K00293.01",66.39,0.984,5,1.383,0.0001715,4.22135922330097
"CANDIDATE",11259686,"K00294.01",88.42,0.7851,23,2.468,-0.0002038,1.08757850662945
"CANDIDATE",11547513,"K00295.01",81.86,0.9001,23,2.682,6.342e-05,2.0462341536167
"CANDIDATE",11547513,"K00295.02",87.3,0.8859,23,1.249,-8.228e-05,0.25715695952616
"CANDIDATE",11802615,"K00296.01",87.53,0.882,23,2.547,-3.641e-05,2.33837934105076
"CANDIDATE",11905011,"K00297.01",82.08,0.8986,23,1.631,2.3e-05,0.656197230665316
"CANDIDATE",12785320,"K00298.01",88.31,0.8774,23,1.114,0.0001147,0.259073672806067
"CANDIDATE",12785320,"K00298.02",88.04,0.9719,23,2.423,-0.000178,2.69133888781244
"CANDIDATE",2692377,"K00299.01",72.83,0.9,20,1.393,1.991e-05,0.859508852084523
"FALSE POSITIVE",3438975,"K00300.01",40.75,0.9996,5,-2.24,-0.0002269,36.6847090663058
"CANDIDATE",3642289,"K00301.01",79.31,0.9147,23,1.872,1.957e-05,1.92157894736842
"CANDIDATE",3642289,"K00301.02",83.57,0.8996,23,1.618,-0.000127,0.392827356130108
"CANDIDATE",3662838,"K00302.01",87.7,0.6629,5,1.599,1.463e-05,4.05524419535628
"CANDIDATE",5966322,"K00303.01",89.15,0.7486,23,2.351,0.0006662,2.66666666666667
"CANDIDATE",6029239,"K00304.01",87.04,0.8464,23,2.267,4.606e-05,2.02281609802472
"CANDIDATE",6029239,"K00304.02",81.07,0.8822,23,0.8357,1.187e-05,0.253297782767331
"CANDIDATE",6063220,"K00305.01",82.53,0.8978,20,1.912,8.762e-05,2.08087679516251
"CANDIDATE",6071903,"K00306.01",88.87,0.8265,23,2.205,0.0001137,1.30787878787879
"CANDIDATE",6289257,"K00307.01",87.28,0.9,23,2.246,-7.053e-05,0.84746778543602
"CANDIDATE",6289257,"K00307.02",80.72,0.8963,23,1.753,-1.141e-06,0.573388640714741
"CANDIDATE",6291837,"K00308.01",87.53,0.8975,23,3.144,-2.242e-05,8.84442986771619
"FALSE POSITIVE",7024222,"K00309.01",75.01,0.9016,7,1.036,-0.002303,0.291176470588235
"CANDIDATE",7050989,"K00312.01",86.31,0.9,23,1.559,-2.228e-05,1.40928019036288
"CANDIDATE",7050989,"K00312.02",87.15,0.8764,23,2.6,-4.267e-05,1.06241266884024
"CANDIDATE",7419318,"K00313.01",87.75,0.8911,16,2.437,-3.009e-05,2.07915717539863
"CANDIDATE",7419318,"K00313.02",85.02,0.8732,16,2.208,3.286e-06,1.24173748819641
"CANDIDATE",7603200,"K00314.01",87.74,0.8836,42,3.043,6.723e-05,3.65745995711943
"CANDIDATE",7603200,"K00314.02",87.55,0.9849,42,1.354,8.338e-05,29.5113230035757
"CANDIDATE",7603200,"K00314.03",78.54,0.9992,42,0.2573,-4.545e-05,11.9401896425966
"CANDIDATE",7700622,"K00315.01",88.7,0.8414,23,2.249,-3.147e-05,3.3502653525398
"CANDIDATE",8008067,"K00316.01",87.65,0.709,23,1.438,-0.0008024,1.29324169530355
"CANDIDATE",8008067,"K00316.02",89.6,0.7458,23,2.518,-0.0009338,0.861008073314423
"CANDIDATE",8008067,"K00316.03",87.04,0.9002,23,1.721,-0.0003585,0.484064491938508
"CANDIDATE",8121310,"K00317.01",87.3,0.7439,23,2.586,8.469e-05,1.78556485355649
"CANDIDATE",8121310,"K00317.02",67.3,0.9887,23,1.995,-2.532e-05,1.49289368959636
"CANDIDATE",8156120,"K00318.01",88.6,0.5856,23,2.003,2.315e-05,8.72
"CANDIDATE",8684730,"K00319.01",88.2,0.9069,0,2.43,-0.0001013,29.5777636325058
"FALSE POSITIVE",8700558,"K00320.01",84.24,0.9001,5,2.423,0.0004418,0.532879818594104
"CANDIDATE",8753657,"K00321.01",74.65,0.8998,23,1.68,2.52e-05,1.09754637941352
"CANDIDATE",8753657,"K00321.02",81.12,0.886,23,0.939,-3.827e-05,0.312079634113533
"FALSE POSITIVE",8948424,"K00322.01",84.07,0.9118,15,4.431,-0.003887,117.96631316282
"CANDIDATE",9139084,"K00323.01",85.62,0.8654,23,1.7,9.678e-05,2.27548335430729
"FALSE POSITIVE",9641041,"K00324.01",75.87,0.9026,5,1.287,-0.0001347,0.616549486208761
"FALSE POSITIVE",9724984,"K00325.01",79.79,0.983,5,0.7217,0.01469,40.5199141426186
"CANDIDATE",9880467,"K00326.01",87.43,0.7196,4,-4.292,0.0001289,0.497980070024239
"CANDIDATE",9880467,"K00326.02",88.3,0.9599,4,2.141,0.0005978,1.97312373225152
"CANDIDATE",9881662,"K00327.01",77.02,0.8929,23,1.494,6.348e-06,0.864197530864198
"CANDIDATE",9881662,"K00327.02",88.33,0.9232,23,2.315,-0.0001094,1.49562634098036
"FALSE POSITIVE",9895004,"K00328.01",82.77,0.8999,4,-0.8022,0.001032,2.05944798301486
"FALSE POSITIVE",10031885,"K00329.01",62.8,0.9982,7,0.5991,-0.0004832,25.0742574257426
"CANDIDATE",11361646,"K00330.01",80.71,0.8869,32,2.332,1.957e-05,1.57152999645012
"CANDIDATE",11361646,"K00330.02",65.45,0.8949,32,0.6217,5.368e-05,0.250216150786789
"CANDIDATE",10285631,"K00331.01",85.06,0.8862,23,1.759,-7.162e-05,2.63022113022113
"CANDIDATE",10285631,"K00331.02",88.37,0.9,23,0.4159,1.633e-05,0.0862431896978702
"CANDIDATE",10290666,"K00332.01",81.86,0.838,23,0.8701,1.265e-05,0.882716049382716
"CANDIDATE",10290666,"K00332.02",78.93,0.9088,23,0.9091,1.767e-05,0.185878962536023
"CANDIDATE",10337258,"K00333.01",86.23,0.7459,5,1.741,0.0001279,1.21458823529412
"FALSE POSITIVE",10383687,"K00334.01",74.78,0.9885,13,1.338,-0.006247,11.9709302325581
"FALSE POSITIVE",10470206,"K00335.01",88.14,0.8548,7,1.62,0.000406,6.33084577114428
"FALSE POSITIVE",10518725,"K00336.01",88,0.8457,5,1.284,0.003171,0.239495798319328
"CANDIDATE",10545066,"K00337.01",87.45,0.7817,32,1.625,-2.486e-05,0.573994867408041
"CANDIDATE",10552611,"K00338.01",83.77,0.8949,16,1.809,-7.746e-05,0.998661759785882
"CANDIDATE",10552611,"K00338.02",79.07,0.8968,16,0.6894,6.066e-05,0.175785797438882
"CANDIDATE",10587105,"K00339.01",72.72,0.8996,16,-0.6723,-9.879e-05,1.0495
"CANDIDATE",10587105,"K00339.02",84.07,0.9534,16,2.193,-9.701e-05,2.55844155844156
"CANDIDATE",10587105,"K00339.03",85.03,0.9657,16,1.82,-1.611e-06,2.68927562100253
"FALSE POSITIVE",10616571,"K00340.01",89.91,0.1,3,0,0,-0.3077
"CANDIDATE",10878263,"K00341.01",86.95,0.7134,23,2.407,9.287e-06,1.19241773962804
"CANDIDATE",10878263,"K00341.02",82.04,0.887,23,1.564,0.0001348,0.97865072587532
"CANDIDATE",10982872,"K00343.01",79.7,0.9,16,0.9809,4.288e-05,4.43916144370002
"CANDIDATE",10982872,"K00343.02",68.16,0.933,16,-0.5611,-7.255e-06,2.41778774289985
"CANDIDATE",10982872,"K00343.03",88.57,0.7139,16,1.107,-2.603e-05,0.261049723756906
"CANDIDATE",11015108,"K00344.01",88.85,0.736,23,3.059,-0.000164,2.71180787191461
"CANDIDATE",11074541,"K00345.01",88.84,0.7306,3,2.756,-5.119e-05,2.15263157894737
"CANDIDATE",11100383,"K00346.01",87.46,0.8709,32,3.021,-0.0001493,2.46374730796841
"CANDIDATE",11189127,"K00347.01",82.67,0.9478,13,0.3756,-0.00302,736.194895591647
"CANDIDATE",11194032,"K00348.01",88.34,0.8369,32,3.124,4.054e-05,7.73128834355828
"CANDIDATE",11394027,"K00349.01",87.82,0.896,32,2.442,-0.0004363,1.45430533544638
"CANDIDATE",11395587,"K00350.01",83.81,0.9835,32,1.568,-5.194e-05,21.8345905172414
"CANDIDATE",11442793,"K00351.01",89.93,0.231,23,1.021,0.000427,13.066163410302
"CANDIDATE",11442793,"K00351.02",89.97,0.07999,23,0,0.0004105,4.55788761002031
"CANDIDATE",11442793,"K00351.03",88.4,0.8507,23,2.662,-0.0002498,1.95816015516764
"CANDIDATE",11442793,"K00351.04",88.45,0.9067,23,0,0.0001046,2.6685393258427
"CANDIDATE",11442793,"K00351.05",88.74,0.8945,23,2.476,-0.0001436,1.86844750825793
"CANDIDATE",11442793,"K00351.06",76.02,0.9614,23,2.638,4.227e-05,1.19455110623514
"CANDIDATE",11442793,"K00351.07",75.34,0.9784,23,2.675,-0.0001304,2.19127943984723
"CANDIDATE",11521793,"K00352.01",87.07,0.9231,16,2.324,0,2.58953271028037
"CANDIDATE",11521793,"K00352.02",90,0.004944,16,0.4734,0,0.0964848484848485
"CANDIDATE",11566064,"K00353.01",89.45,0.8854,16,2.425,-0.0002041,29.1601132431582
"CANDIDATE",11566064,"K00353.02",88.48,0.7836,16,1.803,-4.687e-06,0.560845275686179
"CANDIDATE",11566064,"K00353.03",84.8,0.8515,16,1.248,7.65e-06,0.286541005291005
"CANDIDATE",11568987,"K00354.01",86.97,0.8401,4,1.956,-5.72e-05,1.80328738069989
"CANDIDATE",11568987,"K00354.02",83.2,0.9004,4,1.428,-1.761e-05,0.344383373411199
"CANDIDATE",11621223,"K00355.01",82.89,0.8564,23,1.205,-1.855e-05,1.1644623346751
"CANDIDATE",11624249,"K00356.01",75.06,0.8934,7,-14.39,-6.571e-05,8.86174767061194
"FALSE POSITIVE",12017140,"K00358.01",88.94,0.6266,18,3.143,-0.006728,503.047687343134
"FALSE POSITIVE",12106929,"K00359.01",71.67,0.975,7,3.896,-0.001072,5.20320707768869
"FALSE POSITIVE",12107021,"K00360.01",64.17,0.9961,4,0.6178,0.000375,20.4513064133017
"CANDIDATE",12404954,"K00361.01",77.64,0.913,23,1.179,-1.063e-05,1.04749223257878
"FALSE POSITIVE",1571511,"K00362.01",89.3,0.1813,7,2.271,9.951e-05,212.086457873842
"FALSE POSITIVE",2438070,"K00363.01",55.93,0.9905,7,-1.472,-0.004085,56.4394993045897
"CANDIDATE",11623629,"K00365.01",89,0.8596,23,2.932,-0.0001404,6.34823977164605
"CANDIDATE",3545478,"K00366.01",89.34,0.8482,4,1.995,-8.289e-05,47.3647642679901
"CANDIDATE",4815520,"K00367.01",89.64,0.5953,23,2.505,8.014e-08,3.73721055465805
"FALSE POSITIVE",6603043,"K00368.01",89.18,0.7248,7,2.258,0.0001117,206.77146311971
"CANDIDATE",7175184,"K00369.01",85.04,0.8994,23,1.647,-2.911e-06,0.487083333333333
"CANDIDATE",7175184,"K00369.02",86.35,0.9003,23,1.376,1.473e-05,0.423925667828107
"CANDIDATE",8494142,"K00370.01",88.11,0.7519,1,3.077,-2.254e-05,2.48694665153235
"CANDIDATE",8494142,"K00370.02",84.54,0.9697,1,3.407,4.971e-05,3.25203516769782
"FALSE POSITIVE",5652983,"K00371.01",89.78,0.9657,0,1.932,0.0004052,27.2246313963573
"CANDIDATE",6471021,"K00372.01",90,0.007856,44,2.848,0.0007538,18.8848620016727
"CANDIDATE",7364176,"K00373.01",89.51,0.7141,23,2.144,-1.887e-05,1.67869350550703
"CANDIDATE",8686097,"K00374.01",89.55,0.6838,23,2.729,-0.00026,1.99729206963249
"FALSE POSITIVE",12643589,"K00376.01",88.64,1,7,0.8978,0.04227,10.4046563192905
"FALSE POSITIVE",12643589,"K00376.02",78.88,0.9051,7,1.652,0.000995,0.623100303951368
"CANDIDATE",3323887,"K00377.01",88.66,0.8008,45,0,0.0004035,11.935415338857
"FALSE POSITIVE",2449074,"K00378.01",80.91,0.902,13,1.387,-0.008007,0.679981421272643
"FALSE POSITIVE",2446113,"K00379.01",84.33,0.9037,16,1.666,-4.298e-05,0.971091205211726
"CANDIDATE",2446113,"K00379.02",83.92,0.9832,16,2.204,-0.0001179,1.68137254901961
"FALSE POSITIVE",2452450,"K00380.01",77.17,0.9539,18,3.353,0.00778,10.8210180623974
"FALSE POSITIVE",3230578,"K00381.01",85.36,0.9634,13,2.004,0.0002694,77.466307277628
"FALSE POSITIVE",3231137,"K00382.01",69.28,0.978,7,2.152,0.00862,46.1577868852459
"CANDIDATE",3353050,"K00384.01",75.62,0.8929,23,0.186,-3.706e-05,1.40483056957462
"CANDIDATE",3446746,"K00385.01",86.93,0.8367,32,2.021,0.0001171,0.546490546490547
"CANDIDATE",3656121,"K00386.01",89.02,0.6294,16,2,-0.0001187,0.830810628994282
"CANDIDATE",3656121,"K00386.02",89.16,0.8211,16,2.309,0.0006536,1.39711092940856
"CANDIDATE",3733628,"K00387.01",87.57,0.8084,4,1.556,-0.0001153,2.85689655172414
"CANDIDATE",3831053,"K00388.01",76.86,0.8992,3,1.114,-1.078e-05,3.08993212669683
"FALSE POSITIVE",3847708,"K00389.01",68.87,0.9886,7,1.336,-0.002733,32.4182242990654
"FALSE POSITIVE",3849155,"K00390.01",73.14,0.9006,7,-0.3885,0.0006628,0.553680262541022
"FALSE POSITIVE",3858804,"K00391.01",76.78,0.9994,4,0.6135,-0.001892,34.5067698259188
"CANDIDATE",3942670,"K00392.01",85.25,0.9449,16,1.947,-0.0004271,2.54581280788177
"CANDIDATE",3942670,"K00392.02",84.55,0.9046,16,1.09,9.193e-06,0.222803904170364
"CANDIDATE",3964109,"K00393.01",87.25,0.7507,23,1.69,-3.387e-05,0.573127477571458
"FALSE POSITIVE",4159347,"K00394.01",82.53,0.9999,5,0.7451,0.001621,63.696715583508
"FALSE POSITIVE",4165960,"K00395.01",80.68,0.9915,18,0.5459,0.002168,20.2000645369474
"CANDIDATE",4252322,"K00396.01",88.69,0.9612,7,1.159,0.001457,18.2538638605722
"FALSE POSITIVE",4376644,"K00397.01",89.11,0.9596,7,1.747,-0.004124,192.994869980541
"CANDIDATE",9946525,"K00398.01",89.41,0.7097,26,3.185,-0.001273,18.0513629195765
"CANDIDATE",9946525,"K00398.02",84.95,0.7729,26,0.8235,-0.0001652,2.03137902559868
"CANDIDATE",9946525,"K00398.03",75.69,0.8979,26,1.151,-0.0001254,0.74135446685879
"FALSE POSITIVE",7289157,"K00399.01",85.08,0.9109,4,3.428,0,369.679178024743
"FALSE POSITIVE",2695110,"K00400.01",87.69,0.9829,7,1.29,0.02695,61.135450894487
"CANDIDATE",3217264,"K00401.01",88.54,0.7586,16,1.327,-0.0001831,4.81876724931003
"CANDIDATE",3217264,"K00401.02",89.59,0.8757,16,3.253,0.0002509,3.70512286547272
"CANDIDATE",3217264,"K00401.03",88.03,0.9137,16,2.497,-0.0003375,1.21538225360761
"FALSE POSITIVE",3342592,"K00402.01",89.07,0.3069,7,2.409,0.02083,111.309648938407
"FALSE POSITIVE",4247092,"K00403.01",88.84,0.9652,32,1.406,-0.0002615,13.7311935807422
"FALSE POSITIVE",4949751,"K00404.01",86.29,0.9943,7,1.526,0.01915,102.649708532061
"FALSE POSITIVE",5003117,"K00405.01",88.86,0.7245,7,3.263,0.001177,139.536567704562
"FALSE POSITIVE",5035972,"K00406.01",88.64,0.9591,7,2.448,-0.003767,175.622208040842
"FALSE POSITIVE",5218441,"K00407.01",76.63,0.8054,7,2.265,0.0002254,45.4209065679926
"CANDIDATE",5351250,"K00408.01",85.32,0.8418,16,2.122,-0.0001835,3.63856502242152
"CANDIDATE",5351250,"K00408.02",87.44,0.7635,16,2.435,-0.0001034,0.888664648503195
"CANDIDATE",5351250,"K00408.03",86.73,0.9462,16,2.5,-0.0003213,3.87738853503185
"CANDIDATE",5351250,"K00408.04",79.52,0.8961,16,1.136,-0.0001644,0.257789576638256
"FALSE POSITIVE",5351250,"K00408.05",89.57,0.865,16,1.064,0.0004378,0.235249621785174
"CANDIDATE",5444548,"K00409.01",86.02,0.8541,32,2.505,-4.695e-05,2.36033519553073
"FALSE POSITIVE",5449777,"K00410.01",86.07,0.9813,7,-1.581,0.0006684,97.8688185392096
"FALSE POSITIVE",5478055,"K00411.01",83.57,0.9708,7,1.803,0.006505,26.5821447437929
"CANDIDATE",5683743,"K00412.01",85.79,0.6504,7,-2.353,-0.0006801,7.79209862706641
"CANDIDATE",5791986,"K00413.01",88.19,0.8384,7,2.073,-7.136e-05,1.40678799803246
"CANDIDATE",5791986,"K00413.02",87.72,0.9292,7,2.755,0.0003534,2.40422378658763
"FALSE POSITIVE",5872150,"K00414.01",88.96,0.536,7,2.387,-0.003894,139.203539823009
"FALSE POSITIVE",5872150,"K00414.02",79.54,0.9394,7,1.514,0.003217,2.82226469182991
"CANDIDATE",6289650,"K00415.01",89.83,0.5571,32,2.306,0.001017,5.73974260257397
"CANDIDATE",6508221,"K00416.01",87.96,0.8141,23,1.678,5.89e-05,4.60952380952381
"CANDIDATE",6508221,"K00416.02",89.38,0.8815,23,2.595,0.0001687,2.83384346305203
"CANDIDATE",6508221,"K00416.03",78.2,0.9968,23,0.175,-0.0002065,5.74652777777778
"FALSE POSITIVE",6879865,"K00417.01",88.29,0.9659,7,1.587,-1.645e-07,119.622641509434
"FALSE POSITIVE",7975727,"K00418.01",88.12,0.8052,7,4.988,0.0008023,100.512445095168
"FALSE POSITIVE",8219673,"K00419.01",87.88,0.9942,7,1.168,-0.006949,216.334661354582
"CANDIDATE",8352537,"K00420.01",86.73,0.7869,7,2.367,0.0003133,5.9392552527564
"CANDIDATE",9115800,"K00421.01",87.18,0.6438,7,-2.642,0.001585,40.5876685934489
"FALSE POSITIVE",9214713,"K00422.01",89.92,0.4974,7,2.189,-0.00216,4.07889990982867
"CANDIDATE",9478990,"K00423.01",89.47,0.2642,46,1.227,2.354e-05,24.3782753692234
"FALSE POSITIVE",9597411,"K00424.01",76.43,0.9,7,-62.33,-3.618e-05,1230.84384093113
"FALSE POSITIVE",9967884,"K00425.01",86.41,0.924,7,0.2844,0.00222,289.100241545894
"CANDIDATE",10016874,"K00426.01",87.45,0.8577,7,1.928,0.0001953,1.9047619047619
"CANDIDATE",10189546,"K00427.01",89.09,0.7606,26,2.337,-0.002415,1.09862187769165
"CANDIDATE",10189546,"K00427.02",88.98,0.7449,26,2.038,-0.0008018,0.759059122695486
"CANDIDATE",10189546,"K00427.03",89.22,0.8852,26,2.625,-0.0006225,1.55351477709133
"CANDIDATE",10418224,"K00428.01",86.66,0.4284,47,-3.203,0.0001109,12.6760563380282
"CANDIDATE",10616679,"K00429.01",87.49,0.6025,7,2.632,-0.0004517,3.73101148573546
"CANDIDATE",10717241,"K00430.01",88.74,0.6243,42,2.262,-0.0002181,0.794396961063628
"CANDIDATE",10717241,"K00430.02",86.88,0.8248,42,0.5526,0.0004113,0.132123799359658
"CANDIDATE",10843590,"K00431.01",87.95,0.8631,7,2.622,2.126e-05,2.55272727272727
