"koi_disposition","kepid","kepoi_name","tce_chisq1","tce_steff_prov","boot_fap","tce_fwm_pdeco"
"FALSE POSITIVE",7107561,"K03100.01",9127,5,5.1331e-44,0
"CANDIDATE",11508644,"K03101.01",568.8,5,3.001e-36,-0.000161
"CANDIDATE",11518201,"K03104.01",6115,5,1.4013e-29,-0.000146
"CANDIDATE",12168993,"K03105.01",1807,5,3.0607e-27,-0.0001125
"CANDIDATE",8895758,"K03106.01",7871,8,9.6329e-29,-5.284e-05
"FALSE POSITIVE",10031500,"K03107.01",528.4,8,9.725e-23,0.001184
"CANDIDATE",3756264,"K03108.01",900.2,5,7.4723e-49,-0.0005368
"CANDIDATE",11572193,"K03109.01",709.4,23,2.1081e-44,-2.223e-05
"CANDIDATE",11285870,"K03110.01",1329,5,1.3262e-28,-0.0004095
"CANDIDATE",8581240,"K03111.01",732.6,23,2.2289e-32,-0.0001034
"CANDIDATE",8581240,"K03111.02",1738,23,3.4504e-23,2.674e-05
"CANDIDATE",7022573,"K03112.01",2879,8,3.9885e-21,0.0002096
"CANDIDATE",7676423,"K03113.01",1640,8,1.0656e-46,-2.37e-06
"CANDIDATE",9288237,"K03114.01",997.9,5,2.5258e-28,2.436e-06
"CANDIDATE",11714231,"K03115.01",1336,5,2.4655e-40,0.0001028
"CANDIDATE",11720424,"K03116.01",347.4,5,1.769e-25,-0.0005303
"CANDIDATE",6523351,"K03117.01",1158,23,4.1067e-28,-4.185e-06
"CANDIDATE",5551672,"K03119.01",1873,41,6.6749e-60,0
"CANDIDATE",11499192,"K03120.01",1648,26,8.3563e-39,4.804e-05
"FALSE POSITIVE",10934313,"K03121.01",2960,5,1.9434e-23,-0.0007579
"CANDIDATE",12416661,"K03122.01",874.4,23,7.4419e-26,4.05e-05
"CANDIDATE",8197793,"K03123.01",490.1,26,1.3757e-29,0.0004048
"FALSE POSITIVE",4076976,"K03124.01",1317,5,3.1973e-30,-0.0006178
"CANDIDATE",8751796,"K03125.01",1936,23,1.9157e-42,4.467e-05
"FALSE POSITIVE",7097534,"K03126.01",3026,5,1.308e-53,0.0001712
"CANDIDATE",9907129,"K03127.01",593.1,26,3.1287e-33,9.397e-05
"CANDIDATE",7609674,"K03128.01",366,23,1.0313e-35,3.469e-05
"FALSE POSITIVE",6964159,"K03129.01",325.5,5,4.4175e-28,0.0003873
"CANDIDATE",10252275,"K03130.01",498.5,5,5.5158e-33,-3.32e-05
"CANDIDATE",10252275,"K03130.02",1340,5,8.8917e-27,4.16e-05
"CANDIDATE",11455181,"K03131.01",617.7,5,7.5964e-35,0.0001268
"FALSE POSITIVE",9541295,"K03132.01",12750,5,3.0706e-37,-6.305e-06
"FALSE POSITIVE",6115516,"K03134.01",7653,8,5.6115e-42,-0.0007902
"FALSE POSITIVE",9899352,"K03135.01",6420,5,4.5593e-94,0.001035
"CANDIDATE",6945786,"K03136.01",3222,5,6.7842e-35,-8.869e-05
"CANDIDATE",9758032,"K03137.01",5924,5,2.5568e-22,0.0001404
"CANDIDATE",6444896,"K03138.01",478,13,1.9334e-32,-0.001889
"FALSE POSITIVE",6444896,"K03138.02",258.5,13,1.2993e-15,0.0009428
"CANDIDATE",5978170,"K03140.01",1367,5,2.5551e-29,0.000114
"CANDIDATE",5440317,"K03141.01",3229,26,5.9641e-25,0.0001227
"CANDIDATE",3752110,"K03142.01",306.9,5,1.7392e-24,0.000298
"CANDIDATE",5688790,"K03144.01",274.2,41,2.0467e-30,-0.0009184
"CANDIDATE",1717722,"K03145.01",477,5,0,0.0004546
"CANDIDATE",1717722,"K03145.02",1622,5,2.9268e-42,0.0003794
"CANDIDATE",10908248,"K03146.01",182.6,26,3.8511e-27,-7.215e-05
"CANDIDATE",7534267,"K03147.01",206.8,26,3.0051e-31,-0.0001325
"FALSE POSITIVE",10611420,"K03148.01",564.1,5,4.6863e-26,-0.0001894
"FALSE POSITIVE",6504534,"K03152.01",37910,5,0,-0.0007489
"FALSE POSITIVE",6307062,"K03153.01",4581000,5,-1,0
"FALSE POSITIVE",5217733,"K03155.01",23160,8,0,-0.1096
"CANDIDATE",4150611,"K03156.01",197400,5,-1,0.3448
"FALSE POSITIVE",4150611,"K03156.02",193400,5,-1,0.3441
"FALSE POSITIVE",4150611,"K03156.03",43370,5,-1,0.2736
"FALSE POSITIVE",4150611,"K03156.04",8160,5,-1,0.004976
"FALSE POSITIVE",8738244,"K03157.01",5447,54,3.0754e-23,-7.821e-05
"CANDIDATE",6278762,"K03158.01",977,3,-1,-3.323e-05
"CANDIDATE",6278762,"K03158.02",1603,3,-1,2.514e-05
"CANDIDATE",6278762,"K03158.03",2171,3,-1,2.794e-05
"CANDIDATE",6278762,"K03158.04",2016,3,-1,-2.365e-05
"CANDIDATE",6278762,"K03158.05",2831,3,-1,-2.047e-05
"FALSE POSITIVE",5200084,"K03159.01",1987,18,4.5034e-25,-7.596e-06
"FALSE POSITIVE",2696703,"K03161.01",2213,13,0,0.001127
"FALSE POSITIVE",9752973,"K03162.01",8192,5,-1,0.0005958
"CANDIDATE",9579208,"K03165.01",1799,0,1.4143e-38,3.711e-05
"FALSE POSITIVE",12255382,"K03167.01",5099,26,6.8059e-42,-0.000194
"CANDIDATE",4450844,"K03168.01",151.5,0,1.5447e-17,-6.008e-05
"FALSE POSITIVE",3337061,"K03172.01",1288,18,8.903e-36,-0.004712
"FALSE POSITIVE",7115661,"K03174.01",15460,14,2.7152e-35,0
"FALSE POSITIVE",4909707,"K03175.01",5209,13,-1,-0.00021
"CANDIDATE",6153407,"K03179.01",1118,23,9.3867e-49,3.154e-05
"CANDIDATE",4735826,"K03184.01",1020,23,1.8347e-20,-1.582e-05
"FALSE POSITIVE",3240406,"K03185.01",9882,18,3.5463e-34,-5.229e-06
"FALSE POSITIVE",4663658,"K03187.01",10280,8,4.8459e-10,-4.591e-06
"FALSE POSITIVE",7457278,"K03188.01",694.7,5,3.1787e-26,1.988e-05
"CANDIDATE",5985713,"K03190.01",799.1,23,2.3218e-28,0.0001124
"CANDIDATE",10467815,"K03191.02",32.48,8,1.1647e-12,-0.0001617
"FALSE POSITIVE",7430876,"K03193.01",197.7,14,5.7089e-84,-0.004681
"CANDIDATE",12004971,"K03194.01",637.6,23,4.6683e-42,1.751e-05
"CANDIDATE",9002538,"K03196.01",1544,23,8.4446e-27,-1.851e-05
"CANDIDATE",9002538,"K03196.02",1114,23,5.3551e-23,7.945e-06
"CANDIDATE",8443527,"K03197.01",324.6,5,3.4399e-28,3.137e-06
"FALSE POSITIVE",5482603,"K03199.01",1850,14,2.9977e-16,-0.00142
"CANDIDATE",4262040,"K03202.01",112.2,57,5.3193e-26,-6.497e-05
"CANDIDATE",3122872,"K03203.01",130.2,23,3.1239e-45,0.0001514
"FALSE POSITIVE",9959494,"K03205.01",6642,5,1.1298e-72,-2.524e-05
"CANDIDATE",5612697,"K03206.01",643.5,14,4.7037e-24,-0.0004547
"FALSE POSITIVE",9518710,"K03207.01",9905,5,5.2615e-16,0
"CANDIDATE",10155029,"K03208.01",3007,23,3.2429e-34,5.789e-06
"CANDIDATE",7017274,"K03209.01",599.3,26,4.7697e-48,-2.098e-06
"CANDIDATE",7017274,"K03209.02",1026,26,5.9028e-20,-1.338e-05
"FALSE POSITIVE",7293937,"K03211.01",4147,14,2.2044e-89,0
"FALSE POSITIVE",4927734,"K03212.01",2436,8,-1,0
"FALSE POSITIVE",5398002,"K03213.01",1641,8,2.6025e-140,1.944e-05
"CANDIDATE",7983117,"K03214.01",619.6,5,2.6929e-53,-8.396e-05
"CANDIDATE",7983117,"K03214.02",329.5,5,2.2962e-16,5.808e-05
"FALSE POSITIVE",3342952,"K03215.01",6739,5,2.9021e-23,-9.122e-05
"FALSE POSITIVE",10338279,"K03216.01",1200,5,4.5115e-229,3.562e-05
"FALSE POSITIVE",2573108,"K03217.01",1701,5,-1,-3.103e-05
"FALSE POSITIVE",10191036,"K03218.01",5867,5,3.4746e-47,8.801e-05
"FALSE POSITIVE",7985733,"K03219.01",9525,13,7.8056e-49,-0.0006726
"CANDIDATE",11189311,"K03220.01",97.25,23,4.8825e-211,-8.783e-05
"FALSE POSITIVE",6956136,"K03221.01",223.3,13,1.858e-22,-3.171e-05
"FALSE POSITIVE",5556726,"K03223.01",9855,5,2.8683e-40,5.563e-05
"CANDIDATE",10384298,"K03224.01",2058,26,1.2324e-25,0.0001381
"CANDIDATE",3109550,"K03225.01",1546,5,6.0913e-21,0
"CANDIDATE",5544450,"K03226.01",1435,18,8.911e-43,2.627e-05
"CANDIDATE",5544450,"K03226.02",748.5,18,5.6073e-16,5.481e-05
"FALSE POSITIVE",8975368,"K03227.01",3448,5,7.3619e-42,-0.0002108
"FALSE POSITIVE",5307990,"K03228.01",8847,8,8.0862e-20,0.0003266
"FALSE POSITIVE",9291039,"K03230.01",954.3,5,8.1236e-51,3.111e-05
"FALSE POSITIVE",9291039,"K03230.02",325.3,5,4.3429e-26,1.815e-05
"FALSE POSITIVE",10489539,"K03231.01",321,13,1.5557e-22,-0.0001197
"CANDIDATE",9569711,"K03232.01",1064,23,3.73e-132,-2.84e-05
"CANDIDATE",10057494,"K03234.01",2967,23,6.2845e-58,-1.281e-05
"CANDIDATE",7902003,"K03236.01",1016,23,2.3169e-19,2.283e-05
"CANDIDATE",6587796,"K03237.01",116,23,1.0022e-110,-2.436e-06
"FALSE POSITIVE",9489953,"K03238.01",749.4,5,1.8202e-122,6.028e-05
"FALSE POSITIVE",5305240,"K03239.01",5869,5,7.4728e-44,-2.636e-05
"FALSE POSITIVE",6206559,"K03240.01",6277,13,2.2423e-64,3.384e-05
"FALSE POSITIVE",9532117,"K03241.01",945,5,1.6745e-54,0
"FALSE POSITIVE",6928906,"K03242.01",4406,8,-1,-7.064e-07
"FALSE POSITIVE",9821151,"K03243.01",888.3,5,7.4532e-94,-4.682e-05
"FALSE POSITIVE",6850665,"K03244.01",4011,5,0,-3.738e-05
"CANDIDATE",8073705,"K03245.01",682.6,23,7.344e-39,-3.316e-05
"CANDIDATE",9885417,"K03246.01",8715,23,0,3.233e-05
"FALSE POSITIVE",3336476,"K03247.01",4151,8,4.4034e-29,-5.131e-05
"CANDIDATE",10917433,"K03248.01",1315,31,5.4673e-28,4.085e-05
"FALSE POSITIVE",9083564,"K03249.01",4575,8,8.9087e-29,-4.289e-05
"FALSE POSITIVE",7335713,"K03250.01",7902,5,1.6465e-14,0.0001578
"FALSE POSITIVE",2707985,"K03253.01",4457,8,3.0298e-72,-9.261e-06
"FALSE POSITIVE",9899141,"K03254.01",6952,5,7.5842e-44,3.48e-06
"CANDIDATE",8183288,"K03255.01",117.1,70,1.4345e-66,-0.0002699
"FALSE POSITIVE",10420301,"K03257.01",48.25,5,7.9298e-71,0
"CANDIDATE",4366323,"K03258.01",183,5,1.5411e-24,-0.0001225
"CANDIDATE",2853029,"K03259.01",99.89,26,7.567e-22,-0.001968
"CANDIDATE",12156174,"K03260.01",87.97,26,3.9152e-74,-0.0004964
"CANDIDATE",12055539,"K03261.01",605.1,5,3.3056e-53,-2.117e-05
"CANDIDATE",12056139,"K03262.01",564,5,1.0645e-39,7.329e-05
"CANDIDATE",11853130,"K03263.01",277,41,0,0.003706
"CANDIDATE",9345933,"K03264.01",517,5,5.2486e-19,0.0005319
"FALSE POSITIVE",10030778,"K03265.01",1311,8,0,-0.02152
"CANDIDATE",8826007,"K03266.01",150.4,5,3.9449e-45,-0.0004486
"CANDIDATE",8620402,"K03267.01",515.3,5,3.8057e-29,4.921e-05
"CANDIDATE",8379021,"K03268.01",661.8,5,6.6679e-41,-0.0009895
"FALSE POSITIVE",8104030,"K03269.01",692.8,5,0,0.0002799
"FALSE POSITIVE",6612327,"K03270.01",1243,5,0,0.08115
"CANDIDATE",7285757,"K03271.01",368.8,5,2.9641e-29,0.0005153
"CANDIDATE",7285757,"K03271.02",1033,5,6.6143e-20,2.603e-05
"FALSE POSITIVE",4948730,"K03272.01",475.5,5,7.9458e-170,0.000814
"FALSE POSITIVE",5211922,"K03273.01",342.8,5,0,-0.01079
"CANDIDATE",5280587,"K03274.01",187.8,5,9.4267e-50,-0.0001471
"FALSE POSITIVE",5303346,"K03275.01",1879,5,0,0.05011
"FALSE POSITIVE",3858879,"K03276.01",891.4,5,0,0.001524
"CANDIDATE",3120904,"K03277.01",180.4,23,6.2193e-47,7.494e-05
"FALSE POSITIVE",3342467,"K03278.01",90.13,5,1.81e-52,0.0005947
"CANDIDATE",3544640,"K03279.01",211.2,8,1.7221e-40,0.0002465
"CANDIDATE",10653179,"K03280.01",139.5,5,3.9058e-24,0.0002459
"CANDIDATE",11177676,"K03281.01",113.9,26,7.9261e-25,-0.0001214
"CANDIDATE",12066569,"K03282.01",172,41,2.4759e-45,-0.0004697
"CANDIDATE",6497146,"K03284.01",206.5,70,9.0425e-32,0.0004304
"FALSE POSITIVE",8625813,"K03285.01",179.4,8,2.0312e-39,-0.01475
"CANDIDATE",8016691,"K03286.01",369.1,8,3.2302e-22,-0.0002406
"CANDIDATE",6584273,"K03287.01",153.7,5,1.007e-77,-9.108e-05
"CANDIDATE",5768816,"K03288.01",123.5,5,3.9369e-88,0.0001589
"FALSE POSITIVE",5360974,"K03289.01",225,8,3.4963e-55,-0.008819
"FALSE POSITIVE",4936990,"K03290.01",5654,8,0,0.003465
"FALSE POSITIVE",6233483,"K03291.01",54980,5,0,-0.06832
"FALSE POSITIVE",5392871,"K03292.01",297.4,5,1.3345e-114,-0.005268
"FALSE POSITIVE",3858851,"K03293.01",951.2,8,0,-0.006693
"FALSE POSITIVE",3858917,"K03294.01",2550,5,0,-0.008058
"FALSE POSITIVE",4466356,"K03295.01",580.1,18,1.9129e-60,0.0003366
"CANDIDATE",9447166,"K03296.01",150.8,26,3.3472e-31,0.0006744
"FALSE POSITIVE",9643043,"K03297.01",1744,5,0,0.07997
"CANDIDATE",8151055,"K03298.01",245,8,8.7817e-46,-0.0007688
"FALSE POSITIVE",7177555,"K03299.01",23050,8,0,0
"FALSE POSITIVE",7889486,"K03300.01",279.8,5,8.6128e-26,0.0007608
"FALSE POSITIVE",7889486,"K03300.02",324.8,5,1.7533e-26,0.0001201
"CANDIDATE",8301878,"K03301.01",351.9,5,2.8219e-24,-1.227e-06
"FALSE POSITIVE",8233802,"K03302.01",129.4,5,8.5703e-57,-0.002454
"CANDIDATE",7510820,"K03303.01",284.1,5,2.9833e-59,-0.0002505
"FALSE POSITIVE",9307105,"K03304.01",4050,5,0,-0.05677
"CANDIDATE",6880517,"K03305.01",83.36,8,6.5972e-51,0.001027
"CANDIDATE",6615511,"K03306.01",270.5,8,9.0301e-31,-0.0001363
"CANDIDATE",6131130,"K03307.01",774,5,5.325e-21,0.000653
"CANDIDATE",3632089,"K03308.01",289.3,5,9.6449e-73,0.0001361
"CANDIDATE",3632089,"K03308.02",1435,5,2.6878e-27,-3.036e-05
"CANDIDATE",5563300,"K03309.01",170.1,5,0,0.001265
"CANDIDATE",12253769,"K03310.01",401.7,23,2.5889e-54,-8.586e-05
"CANDIDATE",12735830,"K03311.01",272.4,26,1.1701e-44,0.0008231
"CANDIDATE",11905409,"K03312.01",339,5,2.867e-23,0.0009656
"CANDIDATE",9571186,"K03313.01",215.9,5,4.1791e-40,-0.0007717
"FALSE POSITIVE",9838060,"K03314.01",17630,8,0,0.007052
"CANDIDATE",8554701,"K03315.01",231.7,5,1.5028e-44,-1.55e-06
"CANDIDATE",9031209,"K03316.01",125.9,5,1.0591e-116,-0.0008129
"FALSE POSITIVE",7130418,"K03317.01",514.2,5,1.9615e-55,0.08555
"CANDIDATE",8331612,"K03318.01",433.4,8,1.8085e-29,0.0007627
"CANDIDATE",8331612,"K03318.02",58.61,8,1.3601e-13,0.0005291
"CANDIDATE",5965819,"K03319.01",1056,26,2.7938e-126,-7.823e-05
"CANDIDATE",5965819,"K03319.02",353.7,26,3.3149e-80,0.0002692
"CANDIDATE",5965819,"K03319.03",2039,26,1.9275e-42,-5.028e-06
"FALSE POSITIVE",6690171,"K03320.01",5888,8,0,0.001034
"FALSE POSITIVE",6859801,"K03321.01",40890,8,0,0
"FALSE POSITIVE",7767733,"K03322.01",123500,8,0,-0.00355
"CANDIDATE",5193659,"K03323.01",421,26,2.9521e-27,-8.231e-05
"CANDIDATE",4271474,"K03324.01",239.1,5,6.092e-41,0.0005943
"FALSE POSITIVE",5130983,"K03325.01",146.5,5,2.6754e-61,-0.004602
"FALSE POSITIVE",11093538,"K03326.01",1206,8,0,0.1657
"FALSE POSITIVE",11044779,"K03327.01",20300,8,0,-0.03092
"FALSE POSITIVE",4634135,"K03328.01",7343,5,0,0.005321
"CANDIDATE",6955671,"K03329.01",449.2,8,1.3543e-27,0.0006149
"CANDIDATE",4736644,"K03330.01",468,26,6.9343e-30,-0.0003911
"FALSE POSITIVE",5876805,"K03331.01",151400,8,0,0.03294
"FALSE POSITIVE",5818068,"K03332.01",2010,8,-1,-0.1175
"FALSE POSITIVE",12208887,"K03333.01",670100,5,-1,0.001216
"FALSE POSITIVE",11147814,"K03334.01",237400,5,0,0.003203
"CANDIDATE",10922659,"K03335.01",194.1,8,1.7803e-33,-4.864e-05
"FALSE POSITIVE",8892720,"K03336.01",46130,8,0,-0.1003
"CANDIDATE",7692093,"K03337.01",738.5,5,4.2155e-23,0.0001312
"FALSE POSITIVE",7692093,"K03337.02",98.56,5,2.7983e-11,-0.0008298
"FALSE POSITIVE",8263752,"K03338.01",9292,5,0,-0.07342
"FALSE POSITIVE",8263752,"K03338.02",2076,5,0,-0.03884
"CANDIDATE",7772914,"K03339.01",343.6,5,6.0624e-76,0.0005521
"CANDIDATE",3529290,"K03340.01",542.4,5,7.379e-30,0.0001269
"CANDIDATE",3529290,"K03340.02",817.2,5,1.1103e-19,-5.022e-05
"CANDIDATE",5621333,"K03341.01",283.6,26,1.0616e-49,-3.355e-05
"CANDIDATE",5621333,"K03341.02",651.3,26,9.6304e-23,2.457e-05
"FALSE POSITIVE",5392897,"K03342.01",452500,8,-1,-0.01249
"CANDIDATE",3236705,"K03343.01",98.81,26,7.5319e-28,-9.816e-06
"CANDIDATE",11810124,"K03344.01",2063,26,2.9699e-37,0.0001329
"CANDIDATE",11810124,"K03344.02",566.6,26,3.7441e-32,-0.000433
"CANDIDATE",11810124,"K03344.03",29.28,26,1.5732e-17,0.001713
"CANDIDATE",11303322,"K03345.01",220.6,5,5.537e-25,0.0001316
"CANDIDATE",11241912,"K03346.01",553.9,47,2.8224e-67,7.641e-06
"CANDIDATE",8824737,"K03347.01",659.7,5,2.3362e-42,0.0005282
"CANDIDATE",9349757,"K03348.01",236.7,26,6.8076e-36,-0.000318
"CANDIDATE",9349757,"K03348.02",433.9,26,2.758e-15,0.0006065
"CANDIDATE",8636333,"K03349.01",95.35,5,1.2733e-50,3.282e-05
"FALSE POSITIVE",7136958,"K03350.01",574500,8,0,0.001015
"FALSE POSITIVE",1995732,"K03351.01",121800,5,0,-0.00984
"CANDIDATE",8081239,"K03352.01",779.5,5,3.3783e-36,-0.0004223
"CANDIDATE",7091432,"K03353.01",579.4,5,2.2561e-46,0.0002064
"CANDIDATE",9845909,"K03354.01",398.9,8,6.0224e-15,0.0001549
"CANDIDATE",9221528,"K03355.01",440.4,8,6.4014e-30,0.0001944
"CANDIDATE",6368230,"K03356.01",253.7,5,5.348e-37,-9.976e-05
"FALSE POSITIVE",7115291,"K03357.01",65810,5,0,-0.003407
"CANDIDATE",4263529,"K03358.01",789.7,5,0,-5.341e-05
"FALSE POSITIVE",10711551,"K03359.01",3767000,5,-1,-0.1918
"FALSE POSITIVE",7866921,"K03360.01",117400,5,0,-0.05028
"CANDIDATE",6619815,"K03361.01",107.1,5,3.6468e-59,-0.0004208
"FALSE POSITIVE",3098197,"K03362.01",1033000,5,0,-0.2379
"CANDIDATE",11651712,"K03363.01",372.4,5,1.7801e-120,-0.0001689
"FALSE POSITIVE",11081512,"K03364.01",450.3,8,-1,0
"CANDIDATE",11455428,"K03365.01",265,5,1.8537e-58,-0.0001718
"FALSE POSITIVE",10484409,"K03366.01",555.4,5,6.7338e-18,0.00825
"CANDIDATE",10935993,"K03367.01",265.2,5,3.8655e-20,-9.008e-05
"CANDIDATE",5257082,"K03368.01",585.5,5,6.0932e-19,0.000129
"FALSE POSITIVE",5796185,"K03369.01",161000,8,0,0.3317
"CANDIDATE",11657614,"K03370.01",1148,26,9.5498e-45,-0.0002324
"CANDIDATE",11657614,"K03370.02",282.7,26,2.6126e-22,-0.0009004
"CANDIDATE",11125797,"K03371.01",109.9,26,3.1584e-25,-0.0002314
"CANDIDATE",11125797,"K03371.02",482.9,26,2.2442e-23,5.432e-05
"CANDIDATE",9785921,"K03372.01",196.4,8,4.6558e-29,-0.0003161
"FALSE POSITIVE",9785921,"K03372.02",67.42,8,2.6097e-13,0.0001007
"FALSE POSITIVE",3102000,"K03373.01",7538,5,0,-0.00638
"CANDIDATE",6705026,"K03374.01",973.8,26,2.8115e-30,0.0002583
"CANDIDATE",6705026,"K03374.02",218.8,26,6.0861e-21,0.000108
"CANDIDATE",6779726,"K03375.01",163.6,8,1.3713e-28,0.0001692
"CANDIDATE",5553959,"K03377.01",728,5,1.0431e-24,0.0001026
"FALSE POSITIVE",4376629,"K03378.01",209.4,18,3.2168e-28,-0.002776
"CANDIDATE",2995392,"K03379.01",199.8,5,1.3728e-45,0.0004755
"FALSE POSITIVE",3120308,"K03380.01",626.1,5,1.323e-55,-0.001181
"FALSE POSITIVE",3958301,"K03381.02",23.63,5,1.5391e-20,0.009369
"FALSE POSITIVE",9991621,"K03382.01",428.4,5,2.1889e-46,-0.004957
"CANDIDATE",8078502,"K03383.01",248.3,5,5.8905e-48,0.0006999
"CANDIDATE",8644365,"K03384.01",389.9,31,2.0539e-106,-3.044e-05
"CANDIDATE",8644365,"K03384.02",688.5,31,4.7817e-22,7.325e-06
"FALSE POSITIVE",9489947,"K03385.01",60160,5,0,-0.002174
"FALSE POSITIVE",6960487,"K03386.01",86010,8,0,0.005054
"FALSE POSITIVE",6309264,"K03387.01",584.4,5,4.4097e-17,-0.0004707
"FALSE POSITIVE",3858988,"K03388.01",441.9,5,0,0.0003632
"CANDIDATE",3848966,"K03389.01",280.4,26,1.3751e-28,0.0001491
"FALSE POSITIVE",10798605,"K03390.01",75990,5,0,0.02404
"CANDIDATE",9452897,"K03391.01",180.7,5,1.1099e-21,-0.001058
"FALSE POSITIVE",9714123,"K03392.01",35000,5,0,-0.005693
"CANDIDATE",9085563,"K03393.01",87.83,26,1.7012e-32,0.0005643
"CANDIDATE",7748487,"K03394.01",461.3,5,9.5416e-36,-0.000132
"CANDIDATE",3219037,"K03395.01",872.1,5,1.8689e-23,-0.0002513
"CANDIDATE",5710069,"K03396.01",171.9,5,1.5952e-31,7.185e-05
"CANDIDATE",6200810,"K03397.01",192.2,5,5.5477e-25,0.0003568
"CANDIDATE",3561464,"K03398.01",187.5,26,3.4648e-40,-5.257e-06
"CANDIDATE",3561464,"K03398.02",898,26,6.4541e-37,-5.227e-05
"CANDIDATE",3561464,"K03398.03",1282,26,1.9526e-21,6.208e-05
"FALSE POSITIVE",6359802,"K03399.01",21200,8,-1,-0.013
"FALSE POSITIVE",9328641,"K03400.01",258.8,5,1.2252e-57,-0.0002358
"CANDIDATE",9966219,"K03401.01",370,26,8.0911e-26,-0.0001176
"FALSE POSITIVE",3757778,"K03402.01",108100,8,0,-0.01723
"CANDIDATE",11754430,"K03403.01",150.9,31,1.5423e-81,-2.727e-06
"CANDIDATE",11754430,"K03403.02",963.3,31,1.0109e-34,-6.039e-06
"CANDIDATE",8409295,"K03404.01",100.1,26,1.182e-30,1.456e-05
"FALSE POSITIVE",8211605,"K03405.01",459.3,8,0,-0.002416
"CANDIDATE",7131760,"K03407.01",78.31,5,6.0751e-35,-0.0002406
"CANDIDATE",11922778,"K03408.01",123.9,5,9.5423e-42,-0.0005233
"FALSE POSITIVE",9468382,"K03409.01",1012,5,1.6177e-186,-0.0716
"CANDIDATE",9285265,"K03410.01",608.2,26,6.0515e-37,-0.0001767
"CANDIDATE",9285265,"K03410.02",120.2,26,4.0385e-28,-0.0002805
"FALSE POSITIVE",6025124,"K03411.01",845,5,0,0.001289
"CANDIDATE",5780930,"K03412.01",418.6,5,1.7538e-59,0.0001746
"FALSE POSITIVE",4164393,"K03413.01",298200,5,0,0.004068
"FALSE POSITIVE",6023859,"K03414.01",2420,53,0,0.002446
"CANDIDATE",3433668,"K03415.01",504.2,31,7.8041e-25,6.484e-06
"CANDIDATE",2849140,"K03416.01",764.3,5,4.8963e-28,0.000128
"CANDIDATE",7503885,"K03417.01",72.65,8,1.3618e-36,0.000195
"CANDIDATE",3629330,"K03418.01",104.1,5,1.0506e-41,-0.0005181
"FALSE POSITIVE",11519134,"K03419.01",360000,5,0,0.003296
"CANDIDATE",7289338,"K03420.01",559.1,26,2.6432e-21,0.0002387
"CANDIDATE",7289338,"K03420.02",1194,26,3.567e-16,5.523e-05
"FALSE POSITIVE",5004909,"K03421.01",185.4,18,2.9027e-35,7.284e-05
"FALSE POSITIVE",5898983,"K03422.01",198.1,4,6.6271e-27,1.85e-05
"CANDIDATE",3745559,"K03423.01",235.2,5,1.2136e-71,0.0005667
"FALSE POSITIVE",8356054,"K03424.01",1114000,8,-1,-0.03722
"CANDIDATE",9117416,"K03425.01",354.3,13,1.1525e-59,-9.874e-06
"CANDIDATE",9117416,"K03425.02",2374,13,3.4514e-42,4.62e-05
"CANDIDATE",9117416,"K03425.03",888.5,13,5.0195e-16,-5.633e-05
"FALSE POSITIVE",5900235,"K03426.01",91.43,5,1.2129e-23,5.953e-06
"FALSE POSITIVE",9907505,"K03427.01",442400,5,0,-0.2358
"CANDIDATE",9027909,"K03428.01",115.8,26,1.4135e-33,4.057e-07
"CANDIDATE",9230021,"K03429.01",737.2,26,1.0603e-47,7.318e-05
"CANDIDATE",9230021,"K03429.02",374.1,26,1.4308e-17,-0.0004679
"CANDIDATE",7697103,"K03430.01",616,5,1.8844e-18,0.0007893
"FALSE POSITIVE",9267996,"K03431.01",474.7,5,2.3777e-69,0.0002745
"CANDIDATE",8738775,"K03432.01",149.1,26,1.1007e-41,0.0002065
"CANDIDATE",7093401,"K03433.01",164.9,5,7.9166e-168,-0.000334
"CANDIDATE",8628665,"K03434.01",794.7,26,3.4018e-22,0.0002745
"FALSE POSITIVE",3945802,"K03435.01",250,8,2.6146e-29,-0.0004366
"CANDIDATE",6265665,"K03436.01",155.6,5,1.806e-26,1.953e-05
"CANDIDATE",4645174,"K03437.01",520.9,26,6.2864e-35,-8.902e-05
"CANDIDATE",4645174,"K03437.02",218,26,1.5939e-22,0.0003271
"CANDIDATE",6599975,"K03438.01",586.3,26,1.6626e-37,-9.192e-05
"CANDIDATE",4282191,"K03439.01",135.7,5,5.1681e-54,8.768e-05
"FALSE POSITIVE",3559860,"K03440.01",187,26,4.3931e-28,-0.0006382
"FALSE POSITIVE",3559860,"K03440.02",110.9,26,5.3303e-13,-0.001591
"FALSE POSITIVE",10651945,"K03441.01",501700,5,0,-0.00753
"FALSE POSITIVE",9837586,"K03442.01",1432,14,0,0.2272
"CANDIDATE",7288306,"K03443.01",112.6,5,1.9462e-70,0.0002409
"CANDIDATE",5384713,"K03444.01",592,41,0,-0.001247
"FALSE POSITIVE",5384713,"K03444.02",3230,41,1.4888e-25,-6.1e-05
"CANDIDATE",5384713,"K03444.03",639.5,41,3.2566e-21,-0.0002411
"FALSE POSITIVE",5384713,"K03444.04",35.79,41,2.5745e-14,-0.00065
"CANDIDATE",11860395,"K03445.01",100.9,26,5.3006e-58,5.104e-05
"FALSE POSITIVE",2852528,"K03446.01",539.6,8,1.613e-28,-0.0007408
