"koi_disposition","kepid","kepoi_name","boot_mesthresh","tce_fwm_pdeco","tce_ror_sn"
"CANDIDATE",4841374,"K00633.01",8.2427,7.908e-05,16.7885293044774
"FALSE POSITIVE",4861736,"K00634.01",8.3001,-0.004898,7.20803810500594
"CANDIDATE",5020319,"K00635.01",7.3438,6.589e-05,9.46770763157295
"FALSE POSITIVE",5090690,"K00636.01",7.3108,0.0006352,35.6966656823045
"FALSE POSITIVE",5098444,"K00637.01",9.1034,0.0008263,713.75788339026
"CANDIDATE",5113822,"K00638.01",7.2562,0.0007513,74.9280253086768
"CANDIDATE",5113822,"K00638.02",7.5657,0.0004807,37.8690319471982
"CANDIDATE",5120087,"K00639.01",7.1704,0.0001573,23.3227948861638
"CANDIDATE",5121511,"K00640.01",7.305,-5.812e-05,6.12460451007462
"CANDIDATE",5131180,"K00641.01",7.2768,-0.001372,19.2136729499945
"FALSE POSITIVE",5181817,"K00642.01",7.1765,0.006427,6.11344598704849
"FALSE POSITIVE",5309353,"K00643.01",6.7656,-3.576e-05,5.82660448358217
"FALSE POSITIVE",5356593,"K00644.01",7.3281,0.005325,1301.54953700812
"CANDIDATE",5374854,"K00645.01",7.2395,0.0001268,10.8972449080924
"CANDIDATE",5374854,"K00645.02",7.2493,4.164e-05,3.27681747558065
"FALSE POSITIVE",5384802,"K00646.01",8.0228,-0.00105,64.9645308889038
"CANDIDATE",5531694,"K00647.01",7.0598,2.366e-06,15.0255176191082
"CANDIDATE",5531694,"K00647.02",7.1172,-4.341e-05,1.78101064057147
"FALSE POSITIVE",5596440,"K00648.01",7.2041,4.789e-05,2.35944914009329
"CANDIDATE",5613330,"K00649.01",7.2645,0.0001419,20.8980562537568
"CANDIDATE",5613330,"K00649.02",7.338,5.439e-05,2.19450903624411
"CANDIDATE",5786676,"K00650.01",7.354,2.934e-05,17.9468413543387
"FALSE POSITIVE",5796186,"K00651.01",7.1881,0.1494,2.21940392325229
"CANDIDATE",5796675,"K00652.01",7.6823,0.0004456,39.2981729001967
"FALSE POSITIVE",5893123,"K00653.01",6.8554,0.0004739,4.84946057611211
"CANDIDATE",5941160,"K00654.01",7.3224,-0.0001765,35.1381139319335
"CANDIDATE",5941160,"K00654.02",7.3899,-5.528e-05,1.69455705552273
"CANDIDATE",5966154,"K00655.01",7.1511,7.192e-05,25.8280173836745
"CANDIDATE",5966154,"K00655.02",7.4197,0.0001111,14.4634640948371
"FALSE POSITIVE",5966660,"K00656.01",7.3659,0.01462,10.8325710522636
"CANDIDATE",6020753,"K00657.01",7.1076,5.073e-05,13.8027064434047
"CANDIDATE",6020753,"K00657.02",7.1511,0.0004939,17.1829467502365
"CANDIDATE",6062088,"K00658.01",7.236,0,13.4624089354526
"CANDIDATE",6062088,"K00658.02",7.2855,0,15.0565418437642
"CANDIDATE",6062088,"K00658.03",7.2561,0,3.5193848101904
"CANDIDATE",6125481,"K00659.01",7.165,2.622e-05,6.58880305164464
"CANDIDATE",6267535,"K00660.01",7.2367,4.987e-05,22.6097491498824
"CANDIDATE",6347299,"K00661.01",7.3111,0.0001885,6.32216929156327
"CANDIDATE",6347299,"K00661.02",7.2495,4.393e-05,3.72808012338851
"CANDIDATE",6365156,"K00662.01",7.3018,-6.35e-05,24.704533299292
"CANDIDATE",6425957,"K00663.01",7.2489,0,21.9427113465201
"CANDIDATE",6425957,"K00663.02",7.3638,0,29.6856987270233
"CANDIDATE",6442340,"K00664.01",7.2454,-6.28e-05,5.88415211717196
"CANDIDATE",6442340,"K00664.02",7.1178,7.388e-06,3.65639348218304
"CANDIDATE",6442340,"K00664.03",7.3645,9.079e-05,9.12414920732616
"CANDIDATE",6685609,"K00665.01",7.1264,-5.461e-05,27.7690630453161
"CANDIDATE",6685609,"K00665.02",6.85,7.783e-05,7.01853294061466
"CANDIDATE",6685609,"K00665.03",6.9366,4.572e-05,4.59977059696332
"CANDIDATE",6707835,"K00666.01",7.2056,-2.545e-05,35.2136687432272
"CANDIDATE",6752502,"K00667.01",7.0922,-0.0002704,40.1611783932833
"FALSE POSITIVE",6805146,"K00668.01",9.3921,0.001179,2968.85311974103
"FALSE POSITIVE",6960445,"K00669.01",7.4078,-0.0164,1.98808451790954
"CANDIDATE",7033671,"K00670.01",7.28,8.631e-06,6.25329224269662
"CANDIDATE",7040629,"K00671.01",7.087,-4.793e-05,28.4277888745397
"CANDIDATE",7040629,"K00671.02",7.2973,-4.713e-05,3.69318222358725
"CANDIDATE",7040629,"K00671.03",7.1779,4.43e-05,3.02501728254002
"CANDIDATE",7040629,"K00671.04",7.3246,-8.582e-05,3.08007945410585
"CANDIDATE",7115785,"K00672.01",9.1093,-0.0001923,23.4522795028343
"CANDIDATE",7115785,"K00672.02",9.4061,0.0002978,21.5743903416661
"FALSE POSITIVE",7115785,"K00672.03",8.4137,4.049e-05,0.966277861630805
"CANDIDATE",7124613,"K00673.01",6.9813,1.016e-05,20.8030438149543
"CANDIDATE",7277317,"K00674.01",7.5926,-3.452e-05,23.5444256494952
"FALSE POSITIVE",7385509,"K00675.01",7.8995,-0.006026,68.8078810134607
"CANDIDATE",7447200,"K00676.01",7.4648,-9.581e-05,153.07603524237
"CANDIDATE",7447200,"K00676.02",7.4027,-0.0001012,86.1228695849843
"FALSE POSITIVE",7466863,"K00677.01",7.1651,-0.001456,3.11517718881387
"CANDIDATE",7509886,"K00678.01",7.3555,6.799e-05,7.61073247177692
"CANDIDATE",7509886,"K00678.02",7.3672,7.559e-05,5.4050972879128
"CANDIDATE",7515212,"K00679.01",7.162,4.291e-05,25.3257293565069
"CANDIDATE",7515212,"K00679.02",7.2043,-2.539e-05,2.5969604431399
"CANDIDATE",7529266,"K00680.01",7.3596,8.368e-05,424.256847029078
"FALSE POSITIVE",7598128,"K00681.01",7.1106,0,1470.97281152917
"CANDIDATE",7630229,"K00683.01",7.8739,0.0004292,40.8933725983251
"CANDIDATE",7730747,"K00684.01",7.1453,-6.037e-05,9.2684107856802
"CANDIDATE",7764367,"K00685.01",7.2774,-0.0001809,20.6551662091536
"CANDIDATE",7906882,"K00686.01",7.2636,0.0009867,351.979456062469
"CANDIDATE",7976520,"K00687.01",7.2517,3.273e-05,7.80836748049067
"CANDIDATE",8161561,"K00688.01",7.0173,-9.317e-05,9.30090022173284
"CANDIDATE",8361905,"K00689.01",7.4599,-4.071e-05,12.5562759613635
"FALSE POSITIVE",8409588,"K00690.01",7.4338,-0.0001277,77.5361800263186
"CANDIDATE",8480285,"K00691.01",7.3961,8.597e-05,12.5965399513367
"CANDIDATE",8480285,"K00691.02",7.1382,3.24e-05,4.60725142872046
"CANDIDATE",8557374,"K00692.01",6.9948,1.485e-05,4.99898484009604
"CANDIDATE",8557374,"K00692.02",7.0641,1.704e-05,4.43918511780882
"CANDIDATE",8738735,"K00693.01",7.151,0.0001358,16.2209858016373
"CANDIDATE",8738735,"K00693.02",7.2365,0.0003878,15.7066865378287
"CANDIDATE",8802165,"K00694.01",7.2042,1.864e-05,25.2898200349751
"CANDIDATE",8805348,"K00695.01",7.2488,-8.281e-05,16.9875079107676
"CANDIDATE",8869680,"K00696.01",7.4397,8.896e-05,12.9964934250788
"CANDIDATE",8878187,"K00697.01",6.3881,0.0001043,11.6472421057759
"FALSE POSITIVE",8891278,"K00698.01",7.2042,-0.01583,12.3203331834735
"FALSE POSITIVE",8908102,"K00699.01",7.5944,-0.0003865,11.1151778362617
"CANDIDATE",8962094,"K00700.01",7.3517,1.297e-06,16.6763890791593
"CANDIDATE",8962094,"K00700.02",7.2262,0.0001501,7.62724310476182
"CANDIDATE",8962094,"K00700.03",7.2389,-1.147e-05,2.9117588056942
"CANDIDATE",8962094,"K00700.04",7.335,2.719e-05,2.07776972980371
"CANDIDATE",9002278,"K00701.01",7.2868,0.0001298,10.2523020427171
"CANDIDATE",9002278,"K00701.02",7.2608,9.038e-06,12.7760916609273
"CANDIDATE",9002278,"K00701.03",7.3297,-5.735e-06,10.1841423089362
"CANDIDATE",9002278,"K00701.04",7.6156,0.0002781,1.82044519188899
"CANDIDATE",9002278,"K00701.05",7.3043,5.449e-05,1.47614963228413
"FALSE POSITIVE",9053112,"K00702.01",7.0706,-0.0003556,2.93112923496996
"FALSE POSITIVE",9162741,"K00703.01",7.3927,-0.0001405,6.79801794310905
"CANDIDATE",9266431,"K00704.01",7.207,0.0003884,36.239526434153
"FALSE POSITIVE",9300285,"K00705.01",7.5984,0,12.0865494567794
"FALSE POSITIVE",9426071,"K00706.01",7.1331,0.0009148,63.455101180131
"CANDIDATE",9458613,"K00707.01",7.1326,-1.486e-05,21.3252163180692
"CANDIDATE",9458613,"K00707.02",7.2995,4.531e-06,39.8687424844293
"CANDIDATE",9458613,"K00707.03",7.273,-0.0002123,31.4795739496569
"CANDIDATE",9458613,"K00707.04",7.1487,0.0001187,6.64506820717873
"CANDIDATE",9458613,"K00707.05",6.9881,-2.547e-05,2.41903577944396
"CANDIDATE",9530945,"K00708.01",7.0035,-0.0001917,35.9006891396066
"CANDIDATE",9530945,"K00708.02",7.0158,-2.141e-05,20.8490872441418
"CANDIDATE",9578686,"K00709.01",7.3568,1.393e-05,47.0784192040134
"CANDIDATE",9590976,"K00710.01",7.1795,0.0001442,6.52068774209152
"CANDIDATE",9590976,"K00710.02",7.211,2.305e-05,3.50594791100545
"CANDIDATE",9590976,"K00710.03",7.1292,8.386e-05,3.67228846321795
"CANDIDATE",9597345,"K00711.01",7.1008,-0.0002098,9.2805075732075
"CANDIDATE",9597345,"K00711.02",7.0591,1.497e-05,6.91804927677981
"CANDIDATE",9597345,"K00711.03",7.0598,-0.0003385,8.03851355403999
"FALSE POSITIVE",9640976,"K00712.01",7.1639,0.0004607,4.47776560208159
"FALSE POSITIVE",9640985,"K00713.01",7.1603,0.00222,11.7214841226688
"CANDIDATE",9702072,"K00714.01",7.2443,-4.983e-05,22.6538393944692
"FALSE POSITIVE",9834719,"K00715.01",7.2811,0.0003058,412.942296127559
"CANDIDATE",9846348,"K00716.01",7.3751,-0.0001006,8.39842448676239
"CANDIDATE",9873254,"K00717.01",7.2742,0.000125,4.35765341092388
"CANDIDATE",9873254,"K00717.02",6.9826,1.958e-05,1.32010764001486
"CANDIDATE",9884104,"K00718.01",7.3075,3.284e-05,19.0963727821947
"CANDIDATE",9884104,"K00718.02",7.472,0.0001026,25.4974612591066
"CANDIDATE",9884104,"K00718.03",7.7299,0.0002546,21.0446056475218
"CANDIDATE",9950612,"K00719.01",7.3747,8.827e-05,11.0233633102374
"CANDIDATE",9950612,"K00719.02",7.7206,-0.0001093,15.7158814067294
"CANDIDATE",9950612,"K00719.03",7.3,3.44e-05,3.4156709348726
"CANDIDATE",9950612,"K00719.04",7.5366,-8.726e-05,12.9974333142204
"CANDIDATE",9963524,"K00720.01",7.6058,0.0001316,33.1282510590187
"CANDIDATE",9963524,"K00720.02",7.6619,-6.548e-06,13.3928031084856
"CANDIDATE",9963524,"K00720.03",7.6853,-0.0002792,4.37273410797437
"CANDIDATE",9963524,"K00720.04",7.5055,3.18e-05,6.44886439058877
"CANDIDATE",9964801,"K00721.01",7.2592,-0.0001945,12.2152611066417
"CANDIDATE",9965439,"K00722.01",7.2371,6.639e-05,23.4896885114744
"CANDIDATE",10002866,"K00723.01",7.2044,-0.0003867,37.1871463419195
"CANDIDATE",10002866,"K00723.02",7.2301,-0.0001439,18.4196260924595
"CANDIDATE",10002866,"K00723.03",7.3715,0.0001444,9.23733889816664
"FALSE POSITIVE",10005020,"K00724.01",7.208,0.006086,9.19140875389884
"FALSE POSITIVE",10068383,"K00725.01",-1,0.0003075,17.0954386438727
"CANDIDATE",10157573,"K00726.01",7.1073,-7.459e-05,3.05156094670274
"FALSE POSITIVE",10191070,"K00727.01",6.7605,0.0002157,1.67810416423909
"CANDIDATE",10221013,"K00728.01",7.3827,-0.001125,26.8968839525203
"FALSE POSITIVE",10225800,"K00729.01",7.2631,-0.003695,19.8209707977239
"CANDIDATE",10227020,"K00730.01",6.875,-0.0002885,4.34615773563784
"CANDIDATE",10227020,"K00730.02",6.8177,-0.0004226,3.31560113564779
"CANDIDATE",10227020,"K00730.03",6.7258,0.000131,3.52120263200771
"CANDIDATE",10227020,"K00730.04",6.7537,-1.214e-05,15.9917859322077
"FALSE POSITIVE",10259031,"K00731.01",7.075,-0.06975,1.91451959146757
"CANDIDATE",10265898,"K00732.01",6.7702,-4.824e-05,7.16178233928495
"CANDIDATE",10265898,"K00732.02",7.076,-0.0001782,1.60547589459803
"CANDIDATE",10265898,"K00732.03",7.1363,0.0001035,1.10539180030147
"CANDIDATE",10271806,"K00733.01",7.485,-0.0001833,27.7838244738947
"CANDIDATE",10271806,"K00733.02",7.4554,0.0003539,5.32245943353098
"CANDIDATE",10271806,"K00733.03",7.348,0.0002194,4.71762539458259
"CANDIDATE",10271806,"K00733.04",7.5016,0.0004552,1.00974433205915
"CANDIDATE",10272442,"K00734.01",7.2534,-0.000201,26.0635370969693
"CANDIDATE",10272442,"K00734.02",7.1752,0.0004482,0.649764485445075
"CANDIDATE",10287242,"K00735.01",8.0905,0.0003235,8.80273222915622
"CANDIDATE",10340423,"K00736.01",7.2591,-0.000579,10.6920575858937
"CANDIDATE",10340423,"K00736.02",7.1873,-0.0004979,5.76064622478869
"FALSE POSITIVE",10345478,"K00737.01",7.2919,-0.0008886,90.0521542460499
"CANDIDATE",10358759,"K00738.01",7.1423,-0.001338,2.22566766902446
"CANDIDATE",10358759,"K00738.02",7.1943,-0.0009964,1.50290446234449
"CANDIDATE",10386984,"K00739.01",7.0979,-0.0001862,6.69563512603645
"CANDIDATE",10395381,"K00740.01",7.2113,-0.0005387,6.73567308280266
"FALSE POSITIVE",10418797,"K00741.01",7.2848,0.003544,110.388061663363
"FALSE POSITIVE",10419211,"K00742.01",7.1468,0.0001174,17.2605759326864
"FALSE POSITIVE",10464078,"K00743.01",8.1606,-0.0001528,376.579788485489
"FALSE POSITIVE",10480982,"K00744.01",7.3838,-0.001731,30.4748734483881
"FALSE POSITIVE",10480982,"K00744.02",7.0083,-0.0001914,3.55321385586589
"FALSE POSITIVE",10485250,"K00745.01",8.6079,0.0008186,150.207588037593
"CANDIDATE",10526549,"K00746.01",7.1061,0.0001896,19.9494035666458
"CANDIDATE",10583066,"K00747.01",7.1679,-0.0001026,4.23086250265773
"FALSE POSITIVE",10583180,"K00748.01",6.859,0.0001937,9.2975902913299
"CANDIDATE",10601284,"K00749.01",7.1416,0.0003006,17.2022584463077
"CANDIDATE",10601284,"K00749.02",7.0954,-0.0001336,7.56046331531063
"CANDIDATE",10601284,"K00749.03",7.1915,2.119e-05,1.96336641953866
"CANDIDATE",10662202,"K00750.01",7.229,1.019e-06,11.6520026945148
"CANDIDATE",10662202,"K00750.02",7.1835,0.0001019,0.951078067325528
"CANDIDATE",10662202,"K00750.03",7.16,-4.147e-05,1.10239081528531
"CANDIDATE",10682541,"K00751.01",7.2643,8.781e-06,21.9950071975015
"CANDIDATE",10797460,"K00752.01",7.2774,-0.0005549,22.172712267055
"CANDIDATE",10797460,"K00752.02",7.5344,-0.001047,2.70170449811437
"FALSE POSITIVE",10811496,"K00753.01",7.2976,0.0005628,8.17741367582721
"FALSE POSITIVE",10848459,"K00754.01",7.4488,-0.001423,36.1417405921056
"CANDIDATE",10854555,"K00755.01",7.2945,-7.285e-05,2.57896551308874
"CANDIDATE",10872983,"K00756.01",7.1045,0,8.57735301960549
"CANDIDATE",10872983,"K00756.02",6.8903,0,23.6463396183868
"CANDIDATE",10872983,"K00756.03",6.8836,0,1.33116789741783
"CANDIDATE",10910878,"K00757.01",7.2709,0.0004904,25.9016171424299
"CANDIDATE",10910878,"K00757.02",7.3169,0.0001184,36.8781265183384
"CANDIDATE",10910878,"K00757.03",7.1119,-9.063e-05,3.49713070300797
"CANDIDATE",10987985,"K00758.01",7.1405,0.000538,8.10838241895925
"CANDIDATE",11018648,"K00759.01",7.2671,-0.0001563,47.7896614893484
"CANDIDATE",11018648,"K00759.02",7.3617,0.000156,3.30209592787092
"CANDIDATE",11138155,"K00760.01",7.1488,-6.696e-05,432.97451494788
"FALSE POSITIVE",11152159,"K00761.01",6.9441,-0.01249,2.52326600086744
"CANDIDATE",11153539,"K00762.01",7.1085,-9.557e-05,5.80960337440157
"FALSE POSITIVE",11242721,"K00763.01",7.1704,-0.0001765,408.757129446469
"CANDIDATE",11304958,"K00764.01",7.233,-0.0004023,21.6180097797017
"CANDIDATE",11391957,"K00765.01",7.225,-9.43e-05,9.95446713296152
"CANDIDATE",11403044,"K00766.01",7.0802,-8.795e-05,58.7371066836797
"CANDIDATE",11414511,"K00767.01",7.3255,0.0006911,365.787092054272
"FALSE POSITIVE",11442465,"K00768.01",7.2998,-0.001606,174.875067304666
"CANDIDATE",11460018,"K00769.01",7.1711,5.908e-05,9.94835299061851
"FALSE POSITIVE",11463211,"K00770.01",7.2966,-0.0015,50.9817754213509
"FALSE POSITIVE",11465813,"K00771.01",6.1433,-0.004915,337.177890485905
"FALSE POSITIVE",11493732,"K00772.01",7.2804,-0.0008746,2.21305699842128
"CANDIDATE",11507101,"K00773.01",7.2929,-0.001041,6.61033917594363
"FALSE POSITIVE",11656840,"K00774.01",7.389,0.004054,375.947126343774
"CANDIDATE",11754553,"K00775.01",7.162,-1.827e-05,5.17250801146184
"CANDIDATE",11754553,"K00775.02",7.1912,-3.1e-05,3.31997072094402
"CANDIDATE",11754553,"K00775.03",7.2613,0.0008449,4.1715969250829
"CANDIDATE",11812062,"K00776.01",7.1,-0.001356,87.3626707005434
"CANDIDATE",11818800,"K00777.01",8.3014,-0.00114,47.9400420565238
"CANDIDATE",11853255,"K00778.01",7.1768,-0.0005673,8.80031316111904
"FALSE POSITIVE",11909839,"K00779.01",7.0088,4.001e-05,387.981368169827
"CANDIDATE",11918099,"K00780.01",7.147,0.000452,10.1199602714695
"CANDIDATE",11918099,"K00780.02",7.2074,0.0007533,1.02097014018828
"CANDIDATE",11923270,"K00781.01",7.2072,0.0005964,12.0669070034571
"CANDIDATE",11960862,"K00782.01",7.1651,-7.452e-05,40.2161044447889
"CANDIDATE",12020329,"K00783.01",7.3694,0.0006417,72.8733248845679
"CANDIDATE",12066335,"K00784.01",7.4035,0.001447,26.6998854478289
"CANDIDATE",12066335,"K00784.02",7.4039,0.001165,13.7782569152839
"CANDIDATE",12070811,"K00785.01",7.1902,0.0001118,14.517845128053
"CANDIDATE",12110942,"K00786.01",7.235,0.0001177,22.251847045034
"CANDIDATE",12366084,"K00787.01",7.0953,-9.931e-05,7.25065077894252
"CANDIDATE",12366084,"K00787.02",7.2311,-0.0001674,12.6293930280137
"CANDIDATE",12366084,"K00787.03",6.6178,-4.354e-05,1.10007040868803
"CANDIDATE",12404086,"K00788.01",7.1049,3.314e-05,5.79510177439142
"CANDIDATE",12470844,"K00790.01",7.2186,0.0003712,5.26712214741684
"CANDIDATE",12470844,"K00790.02",7.2539,0.0002477,1.59586491177248
"CANDIDATE",12644822,"K00791.01",7.3643,0.001479,125.427578316923
"FALSE POSITIVE",2440757,"K00792.01",7.2248,0.0002586,22.5264282069409
"FALSE POSITIVE",2445129,"K00793.01",7.1522,0.0046,1.36226094206685
"CANDIDATE",2713049,"K00794.01",6.9653,-0.0001886,7.93510842800461
"CANDIDATE",3114167,"K00795.01",7.1938,0.0005724,25.3683229669274
"FALSE POSITIVE",3114661,"K00796.01",-1,0.2722,81.4733457357133
"CANDIDATE",3115833,"K00797.01",7.2151,-0.0003063,52.4316644868606
"FALSE POSITIVE",3120431,"K00798.01",6.8949,-0.0005767,11.1726997648562
"CANDIDATE",3246984,"K00799.01",-1,0.0008047,17.3217851803574
"CANDIDATE",3342970,"K00800.01",6.7941,-0.0002963,17.0413336231114
"CANDIDATE",3342970,"K00800.02",6.9525,-0.0008314,9.44022849522836
"CANDIDATE",3351888,"K00801.01",7.3259,-0.002258,162.210919721078
"CANDIDATE",3453214,"K00802.01",7.337,-0.01335,132.183049028918
"FALSE POSITIVE",3554600,"K00803.01",7.1679,-0.001912,4.89495419101408
"CANDIDATE",3641726,"K00804.01",7.133,-6.135e-05,7.97702578369748
"FALSE POSITIVE",3734868,"K00805.01",7.611,0.0008281,387.40275099868
"CANDIDATE",3832474,"K00806.01",-1,3.805e-06,154.01288702393
"CANDIDATE",3832474,"K00806.02",-1,0.0009133,55.5015917533973
"FALSE POSITIVE",3836375,"K00807.01",7.1106,0.002052,7.12266368541752
"FALSE POSITIVE",3838486,"K00808.01",7.0814,0.002602,4.05841559589818
"CANDIDATE",3935914,"K00809.01",7.3935,0.0006342,413.575152908323
"CANDIDATE",3940418,"K00810.01",7.3307,1.964e-05,34.5269954697955
"CANDIDATE",4049131,"K00811.01",7.1891,0.0001036,8.17546140023098
"CANDIDATE",4139816,"K00812.01",7.0589,-0.000126,33.4721708873691
"CANDIDATE",4139816,"K00812.02",7.1586,-9.91e-05,3.81643475918551
"CANDIDATE",4139816,"K00812.03",7.1856,0.001439,2.72332224530501
"CANDIDATE",4139816,"K00812.04",7.1361,0.0003142,3.2845407916154
"CANDIDATE",4275191,"K00813.01",7.1878,-0.001106,106.444739581396
"CANDIDATE",4476123,"K00814.01",7.0522,-0.0001554,3.26586508969197
"CANDIDATE",4544670,"K00815.01",7.0941,-7.295e-05,6.47536280105507
"CANDIDATE",4664847,"K00816.01",7.1319,-1.018e-05,26.6866008633526
"CANDIDATE",4725681,"K00817.01",7.0802,-0.0008789,10.6628133088982
"CANDIDATE",4725681,"K00817.02",7.2789,-0.0009625,2.12447134936403
"CANDIDATE",4913852,"K00818.01",7.2173,0.0005428,7.87034386752763
"FALSE POSITIVE",4932348,"K00819.01",7.1819,-0.07478,1079.46471060864
"FALSE POSITIVE",4936180,"K00820.01",7.3973,0.0005132,4.29651301232577
"CANDIDATE",5021899,"K00821.01",7.1941,0.0003259,4.68386715752876
"FALSE POSITIVE",5077629,"K00822.01",7.2877,-0.002208,287.486347033054
"CANDIDATE",5164255,"K00824.01",7.1613,-0.001973,81.1012599593843
"CANDIDATE",5252423,"K00825.01",7.1917,-0.001371,3.85661165256737
"CANDIDATE",5252423,"K00825.02",7.2033,-0.0003561,3.09671099918254
"CANDIDATE",5272878,"K00826.01",7.2762,-4.495e-05,26.5358323172583
"FALSE POSITIVE",5283542,"K00827.01",7.1611,-0.001037,39.5745756929841
"FALSE POSITIVE",5287983,"K00828.01",7.0586,-0.005001,15.7888089243823
"CANDIDATE",5358241,"K00829.01",7.1656,0.0004115,14.9388886380533
"CANDIDATE",5358241,"K00829.02",7.2747,0.0007021,22.9523073084605
"CANDIDATE",5358241,"K00829.03",7.2106,6.031e-05,19.4769662169732
"CANDIDATE",5358624,"K00830.01",7.1752,0.006008,443.429715641002
"FALSE POSITIVE",5370302,"K00831.01",7.254,-0.002989,920.199173869455
"FALSE POSITIVE",5372966,"K00832.01",7.3997,-0.01124,1201.29280998205
"FALSE POSITIVE",5376067,"K00833.01",7.1476,7.354e-05,2.01581804448768
"CANDIDATE",5436502,"K00834.01",7.0516,-0.0002271,44.4224736654582
"CANDIDATE",5436502,"K00834.02",6.9992,3.314e-05,9.4770826874299
"CANDIDATE",5436502,"K00834.03",6.8489,-0.0001993,15.4279293462134
"CANDIDATE",5436502,"K00834.04",7.1912,-0.0001412,5.10154823035915
"CANDIDATE",5436502,"K00834.05",6.685,7.156e-05,2.39280998007759
"CANDIDATE",5456651,"K00835.01",7.204,0.0002307,10.2488760172649
"CANDIDATE",5456651,"K00835.02",7.4081,-0.000529,1.54490360228314
"FALSE POSITIVE",5481416,"K00836.01",7.2219,0.009309,1.56134001954654
"CANDIDATE",5531576,"K00837.01",7.3992,-8.979e-05,6.28730220135135
"CANDIDATE",5531576,"K00837.02",7.3008,-3.731e-06,3.18182133354224
"FALSE POSITIVE",5534814,"K00838.01",7.2821,-0.001674,8.73818713438878
"FALSE POSITIVE",5649215,"K00839.01",7.3178,-0.01944,3.98749958845225
"CANDIDATE",5651104,"K00840.01",7.1779,0.00219,276.415754018392
"CANDIDATE",5792202,"K00841.01",7.457,0.002584,38.616100938913
"CANDIDATE",5792202,"K00841.02",7.2894,0.00184,25.6270185579915
"CANDIDATE",5792202,"K00841.03",7.0649,0.0001936,23.9173114609444
"FALSE POSITIVE",5792202,"K00841.04",9.8434,0.001546,10.8171327322048
"FALSE POSITIVE",5792202,"K00841.05",11.261,0.001795,8.03495504639337
"CANDIDATE",5794379,"K00842.01",7.3,-6.526e-05,9.35670134888077
"CANDIDATE",5794379,"K00842.02",7.2573,0.0001984,4.0198811666965
"CANDIDATE",5881688,"K00843.01",7.2649,0.001698,53.4532671221586
"CANDIDATE",6022556,"K00844.01",7.0686,7.992e-05,16.54443133156
"CANDIDATE",6032497,"K00845.01",7.0725,0.000185,24.8170682086902
"CANDIDATE",6061119,"K00846.01",7.0766,-0.002254,624.683311664964
"CANDIDATE",6191521,"K00847.01",7.4032,0.0001558,44.9983829488033
"FALSE POSITIVE",6267425,"K00848.01",7.3868,-0.09283,2.73301936258373
"CANDIDATE",6276477,"K00849.01",7.3067,0.0003273,16.0559283298765
"CANDIDATE",6291653,"K00850.01",7.2678,0.0007517,194.638547313988
"CANDIDATE",6392727,"K00851.01",7.1681,-0.0002781,47.8010491637193
"CANDIDATE",6422070,"K00852.01",7.0979,-0.0002479,29.5034720939172
"CANDIDATE",6428700,"K00853.01",7.4715,-0.0003975,24.1027437676921
"CANDIDATE",6428700,"K00853.02",7.3933,0.000492,1.68522625099802
"CANDIDATE",6435936,"K00854.01",7.1332,0.0009246,8.40175432595804
"CANDIDATE",6522242,"K00855.01",7.254,-0.002679,499.929862788276
"CANDIDATE",6526710,"K00856.01",7.2766,0.001748,106.498082999671
"CANDIDATE",6587280,"K00857.01",7.2023,-0.0001426,10.8990343691271
"CANDIDATE",6587280,"K00857.02",7.1964,0.0004966,0.75000303213515
"FALSE POSITIVE",6599919,"K00858.01",7.5109,0.0002147,6.5956348691548
"FALSE POSITIVE",6675056,"K00859.01",7.2151,0.1079,2.02889318287766
"CANDIDATE",6685526,"K00861.01",7.275,0.0001813,4.59445287488787
"FALSE POSITIVE",6756669,"K00862.01",-1,0.0005813,784.284258573458
"CANDIDATE",6784235,"K00863.01",6.9893,4.691e-05,17.8824889382032
"CANDIDATE",6849310,"K00864.01",7.1786,-0.0008547,6.01261410880266
"CANDIDATE",6849310,"K00864.02",7.1188,-0.000835,13.8327715271052
"CANDIDATE",6849310,"K00864.03",7.2685,-0.0004491,3.38515584711463
"CANDIDATE",6862328,"K00865.01",7.2822,-0.00411,61.6079802166892
"FALSE POSITIVE",6862603,"K00866.01",7.1913,0.006494,15.132688851377
"CANDIDATE",6863998,"K00867.01",7.2815,-0.0001173,38.4380444093338
"CANDIDATE",6867155,"K00868.01",7.7999,-3.159e-05,198.111044306356
"CANDIDATE",6948054,"K00869.01",7.2995,0.00026,4.79388417211265
"CANDIDATE",6948054,"K00869.02",7.4075,5.507e-05,27.4683407718964
"CANDIDATE",6948054,"K00869.03",7.1631,-1.357e-05,3.22984207274614
"CANDIDATE",6948054,"K00869.04",7.2791,0.000931,6.7592155595958
"CANDIDATE",6949607,"K00870.01",7.3292,0,24.5248456884053
"CANDIDATE",6949607,"K00870.02",7.2706,0,34.2945809977203
"FALSE POSITIVE",7031517,"K00871.01",7.3246,0.002081,39.0367242832814
"CANDIDATE",7109675,"K00872.01",7.3597,0.0002657,50.5800177117275
"CANDIDATE",7109675,"K00872.02",7.347,-3.693e-05,5.50430788254916
"CANDIDATE",7118364,"K00873.01",7.1923,-0.0001195,7.37787795705447
"CANDIDATE",7134976,"K00874.01",7.1035,0,9.07544477397454
"CANDIDATE",7134976,"K00874.02",7.1846,0,2.51465266733639
