"koi_disposition","kepid","kepoi_name","tce_ror","tce_model_snr","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_pdeco","tce_dicco_msky","tce_dor_sn","tce_fwm_sdec_sn"
"CANDIDATE",10797460,"K00752.01",0.028956019,31.18,2,0.7261,585,5.136,1,0.9359,-0.0005549,0.20104,6.031400832636,356606.740740741
"CANDIDATE",10797460,"K00752.02",0.029345663,20.69,2,0.4987,809.7,7.028,1,1.228,-0.001047,0.38695,0.694485541344587,253378.9
"FALSE POSITIVE",10811496,"K00753.01",0.12950135,181.6,1,0.6445,10710,37.16,0,-0.03764,0.0005628,0.042038,23.9083045973819,2431016.16161616
"FALSE POSITIVE",10848459,"K00754.01",0.10850769,530.4,1,0.9998,8271,39.07,0,0.001882,-0.001423,0.28892,95.3265444346755,6516222.80701754
"CANDIDATE",10854555,"K00755.01",0.023556761,37.31,1,0.01644,556.8,4.75,0,0.227,-7.285e-05,0.095845,0.559196331658691,472806.5
"CANDIDATE",10872983,"K00756.01",0.037383369,59.64,3,0.8126,1448,9.046,0,0.1427,0,0.075996,1.81872929532042,738510.10719755
"CANDIDATE",10872983,"K00756.02",0.028774046,37.73,3,0.9105,676.2,5.501,0,-0.3232,0,0.26428,5.53242117810367,434455.675675676
"CANDIDATE",10872983,"K00756.03",0.014718995,13.29,3,0.8159,222.3,4.389,0,0.331,0,0.44977,0.281853780133631,159157.630363036
"CANDIDATE",10910878,"K00757.01",0.067110673,133.2,3,0.7842,4613,20.46,0,-0.04372,0.0004904,0.043645,7.96033877994181,2015657.41666667
"CANDIDATE",10910878,"K00757.02",0.053465008,38.71,3,1.64,2146,11.92,0,0.001553,0.0001184,0.12372,15.271409594249,606212.90726817
"CANDIDATE",10910878,"K00757.03",0.030968159,37.99,3,0.4231,880.8,5.834,0,0.1524,-9.063e-05,0.059482,1.00745865503117,535723.49944629
"CANDIDATE",10987985,"K00758.01",0.035852794,30.95,1,0.6408,1043,8.469,0,-0.3638,0.000538,0.21823,2.28036175724228,381720.385826772
"CANDIDATE",11018648,"K00759.01",0.044725678,63.75,2,2.502,1700,14.09,0,-0.1715,-0.0001563,0.080877,13.2371531062963,797792.960526316
"CANDIDATE",11018648,"K00759.02",0.024607133,15.39,2,2.992,727.9,6.946,0,-0.5246,0.000156,0.54857,0.760159769965344,185845.647509579
"CANDIDATE",11138155,"K00760.01",0.10501628,669.5,1,0.6656,9652,58.76,0,-0.08582,-6.696e-05,0.022238,161.623386969396,8670385.40925267
"FALSE POSITIVE",11152159,"K00761.01",0.042370554,47.01,1,1.242,844.7,5.045,0,15.08,-0.01249,6.4454,8.55636887643218,529658.089033659
"CANDIDATE",11153539,"K00762.01",0.02206023,28.18,1,0.2841,423.6,4.436,0,0.5361,-9.557e-05,0.14811,1.2062291808714,378230.534883721
"FALSE POSITIVE",11242721,"K00763.01",0.10783383,496.1,1,1.204,11350,85.47,0,-0.02242,-0.0001765,0.0063945,115.16760098579,6363307.41222367
"CANDIDATE",11304958,"K00764.01",0.048493018,126.3,1,2.032,2645,27.79,0,-0.154,-0.0004023,0.077885,5.6801386237072,1471990.9009009
"CANDIDATE",11391957,"K00765.01",0.033628808,39.92,1,0.4641,988.2,5.697,0,0.09139,-9.43e-05,0.088744,2.30842063282423,499264.184397163
"CANDIDATE",11403044,"K00766.01",0.039335596,110.8,1,0.5283,1417,9.388,0,0.07431,-8.795e-05,0.035094,13.3525277097739,1452920.38348083
"CANDIDATE",11414511,"K00767.01",0.11979776,1287,1,0.5677,16290,104.6,0,0.317,0.0006911,0.024608,101.206686204488,19005937.4517374
"FALSE POSITIVE",11442465,"K00768.01",0.092744915,184.7,1,3.642,7994,52.86,0,0.336,-0.001606,3.2582,68.2437276462227,2955737.30538922
"CANDIDATE",11460018,"K00769.01",0.028344913,58.97,1,0.4941,711.7,6.701,0,0.0424,5.908e-05,0.065504,2.30946046092901,961288.538011696
"FALSE POSITIVE",11463211,"K00770.01",0.046782714,141.8,1,0.4275,2178,9.788,0,0.6428,-0.0015,1.2922,13.7708448046595,1827821.81481481
"FALSE POSITIVE",11465813,"K00771.01",0.13291689,268.4,1,10.67,11990,70.64,0,0.4353,-0.004915,1.3056,160.154636032703,4566351.94444444
"FALSE POSITIVE",11493732,"K00772.01",0.11407328,76.24,1,2.751,4933,31.08,0,0.2766,-0.0008746,0.083295,11.0018104546242,838637.237288136
"CANDIDATE",11507101,"K00773.01",0.027227408,32.8,1,1.069,671.2,10.35,0,-0.9059,-0.001041,1.7574,1.64577241639688,579398.337236534
"FALSE POSITIVE",11656840,"K00774.01",0.14681615,977.1,1,0.5213,23880,115.6,0,-0.2013,0.004054,0.076496,85.0854329057639,13588438.2513661
"CANDIDATE",11754553,"K00775.01",0.048411587,44.56,3,0.8646,1193,10.04,0,0.2673,-1.827e-05,0.069028,10.1487522361429,669020.401606426
"CANDIDATE",11754553,"K00775.02",0.032264171,29.98,3,0.939,1035,6.42,0,0.2829,-3.1e-05,0.028363,0.96138674491551,485202.223300971
"CANDIDATE",11754553,"K00775.03",0.032665502,21.19,3,0.008942,963.4,5.99,0,-0.5772,0.0008449,0.16597,1.18758438607884,351940.774647887
"CANDIDATE",11812062,"K00776.01",0.071214808,360.4,1,0.6602,5041,28.26,0,-0.2174,-0.001356,0.082752,22.9542833657256,4102791.80327869
"CANDIDATE",11818800,"K00777.01",0.087053819,83.3,1,1.018,5676,22.6,0,0.3097,-0.00114,0.057327,37.3899933651151,1300787.42857143
"CANDIDATE",11853255,"K00778.01",0.032558457,39.86,1,0.3161,805,4.251,0,0.4615,-0.0005673,0.3323,2.26238341248534,496534.138613861
"FALSE POSITIVE",11909839,"K00779.01",0.11202252,696.2,1,1.196,13930,97.35,0,-0.1877,4.001e-05,0.011952,92.9127128964894,10274222.4948875
"CANDIDATE",11918099,"K00780.01",0.032175175,74.21,2,0.5516,931.7,6.031,0,-0.4466,0.000452,0.060763,2.90088663668573,839970.334448161
"CANDIDATE",11918099,"K00780.02",0.021683956,13.04,2,0.008601,481.8,3.275,0,-1.405,0.0007533,0.70755,0.298374965857567,146871.228070175
"CANDIDATE",11923270,"K00781.01",0.051958919,67.92,1,0.5933,2713,11.46,0,0.9165,0.0005964,0.065695,2.87365283938219,815032.009724473
"CANDIDATE",11960862,"K00782.01",0.050511021,211.2,1,0.7396,2670,20.54,0,-0.09944,-7.452e-05,0.052011,8.45318034439248,2811261.56424581
"CANDIDATE",12020329,"K00783.01",0.051857163,234.5,1,1.452,2867,24.64,0,0.3228,0.0006417,0.084781,20.0301603138175,4315782.05128205
"CANDIDATE",12066335,"K00784.01",0.039600389,30.73,2,0.9028,1146,6.437,0,0.04607,0.001447,0.26342,9.05409233843171,388707.1
"CANDIDATE",12066335,"K00784.02",0.036187659,25.69,2,0.4959,917.2,5.447,0,0.02373,0.001165,0.25457,4.49042117951132,302586.329341317
"CANDIDATE",12070811,"K00785.01",0.031796334,33.47,1,0.7907,867.9,5.606,0,0.3881,0.0001118,0.17404,3.40169044772641,377372.298507463
"CANDIDATE",12110942,"K00786.01",0.023626199,35.04,1,0.7009,413.4,4.875,0,0.06823,0.0001177,0.2721,5.43967346428132,425363.521008403
"CANDIDATE",12366084,"K00787.01",0.031554387,64.5,3,0.4456,947.7,6.815,0,0.815,-9.931e-05,0.10268,1.75552961866973,857751.10738255
"CANDIDATE",12366084,"K00787.02",0.034828355,33.49,3,0.5015,987.5,5.251,0,0.8809,-0.0001674,0.10834,3.04000257322834,464745.318181818
"CANDIDATE",12366084,"K00787.03",0.0085541794,8.334,3,0.7107,73.41,4.394,0,1.435,-4.354e-05,1.0825,0.501799685464861,111864.636761488
"CANDIDATE",12404086,"K00788.01",0.03822911,45.06,1,0.7221,1413,8.918,0,0.7661,3.314e-05,0.27048,1.62395326556185,709841.177285318
"CANDIDATE",12470844,"K00790.01",0.033749013,45.17,2,0.4885,1036,5.742,0,0.2158,0.0003712,0.17161,1.35439435132817,594664.889918888
"CANDIDATE",12470844,"K00790.02",0.028244238,16.65,2,1.439,823.7,6.335,0,0.2588,0.0002477,0.52866,0.414651819899828,229105.321428571
"CANDIDATE",12644822,"K00791.01",0.075396035,208.1,1,0.9823,5860,31.54,0,1.099,0.001479,0.087186,32.6729959250912,4275841.73553719
"FALSE POSITIVE",2440757,"K00792.01",0.039492113,76.99,1,0.7836,2055,10.71,0,-1.342,0.0002586,0.10564,5.41806445063054,831023.281938326
"FALSE POSITIVE",2445129,"K00793.01",0.043865854,33.81,1,1.41,834.6,9.855,0,-7.13,0.0046,5.1221,4.55407992849432,447348.979833926
"CANDIDATE",2713049,"K00794.01",0.021582165,37.02,1,0.6081,372.5,4.68,0,-0.06335,-0.0001886,0.25674,1.96896654112241,315880.35
"CANDIDATE",3114167,"K00795.01",0.039285182,49.97,1,0.5362,1271,6.569,0,-0.7282,0.0005724,0.11056,5.89411987926284,520726.911564626
"FALSE POSITIVE",3114661,"K00796.01",0.099470376,226.3,1,1.014,12150,40.64,0,-35.16,0.2722,7.3648,66.4689705984709,5906659.25925926
"CANDIDATE",3115833,"K00797.01",0.084864272,170,1,1.195,5595,27.1,0,-0.09889,-0.0003063,0.0088416,57.5789089855594,1634258.24786325
"FALSE POSITIVE",3120431,"K00798.01",0.02343454,34.77,1,1.458,523.3,5.094,0,0.7504,-0.0005767,5.1717,3.39535030764671,357668.205607477
"CANDIDATE",3246984,"K00799.01",0.035167298,65.93,1,0.9425,1725,5.306,0,-1.314,0.0008047,0.81549,4.21870543447693,602357.15408805
"CANDIDATE",3342970,"K00800.01",0.029639344,56.03,2,0.6955,804.3,6.343,0,0.3175,-0.0002963,0.054693,3.70726621294618,570292.562962963
"CANDIDATE",3342970,"K00800.02",0.031117626,45.06,2,0.0004774,902.7,6.168,0,0.814,-0.0008314,0.086118,1.94311422675669,475832.954264524
"CANDIDATE",3351888,"K00801.01",0.08536434,746.6,1,0.5301,7703,43.14,0,-0.5301,-0.002258,0.19479,45.8748596084063,7684558.6
"CANDIDATE",3453214,"K00802.01",0.14172611,338,1,0.5287,21340,73.6,0,-0.5597,-0.01335,0.91269,36.6541271025424,4004508.30737279
"FALSE POSITIVE",3554600,"K00803.01",0.016872632,12.24,1,2.431,284.4,3.707,0,6.209,-0.001912,0,1.10439944043563,133573.788927336
"CANDIDATE",3641726,"K00804.01",0.032659318,51.54,1,0.5969,965.6,7.611,0,0.2797,-6.135e-05,0.29401,2.0188591301531,508245.511811024
"FALSE POSITIVE",3734868,"K00805.01",0.11787273,592.3,1,1.27,16050,76.95,0,-0.1099,0.0008281,0.075499,105.435048542661,8641426.44444445
"CANDIDATE",3832474,"K00806.01",0.12786189,278.2,5,1.849,19460,88.83,0,-0.3561,3.805e-06,0.015917,45.2530893017978,5006064.39588689
"CANDIDATE",3832474,"K00806.02",0.091778359,113.4,5,3.327,10440,45.14,0,-0.4423,0.0009133,0.052422,15.6141453462361,1899861.31707317
"FALSE POSITIVE",3836375,"K00807.01",0.027070709,34.09,1,1.25,932.1,7.57,0,-3.707,0.002052,6.4734,1.8201308371805,306461.417322835
"FALSE POSITIVE",3838486,"K00808.01",0.033691627,39.67,1,2.621,606.3,4.44,0,-4.823,0.002602,9.9149,15.7607469594063,0
"CANDIDATE",3935914,"K00809.01",0.11961787,919.3,1,0.5035,14710,62.04,0,-0.482,0.0006342,0.010303,108.814035858898,12272750.3144654
"CANDIDATE",3940418,"K00810.01",0.036430814,64.84,1,0.6529,985.7,7.252,0,0.1517,1.964e-05,0.03422,9.86539077198746,615130.11023622
"CANDIDATE",4049131,"K00811.01",0.044002884,71.24,1,0.8505,2045,12.83,0,-0.1044,0.0001036,0.046666,2.48128830331229,910540.720930233
"CANDIDATE",4139816,"K00812.01",0.043659242,65.38,4,0.469,1595,8.777,0,0.04781,-0.000126,0.056117,8.22956316609908,630470.834670947
"CANDIDATE",4139816,"K00812.02",0.037786532,28.29,4,0.3633,1457,7.18,0,0.03542,-9.91e-05,0.034831,0.791840985728881,314226.64
"CANDIDATE",4139816,"K00812.03",0.034826572,20.64,4,0.443,1245,6.261,0,-1.121,0.001439,0.078524,0.564626567853038,210042.828877005
"CANDIDATE",4139816,"K00812.04",0.024009916,13.49,4,0.6595,511.6,3.838,0,-0.6665,0.0003142,0.54791,0.675421237710317,132696.402027027
"CANDIDATE",4275191,"K00813.01",0.090438048,368.6,1,0.558,8309,35.58,0,-0.1149,-0.001106,0.34209,27.4819855053221,3448098.94736842
"CANDIDATE",4476123,"K00814.01",0.030106361,27.7,1,1.021,940.6,6.251,0,-0.3339,-0.0001554,0.11524,0.802925029037249,248563.817610063
"CANDIDATE",4544670,"K00815.01",0.085552448,75.12,1,1.021,4431,15.93,0,-0.1968,-7.295e-05,0.073915,14.8168468432197,795678.212851406
"CANDIDATE",4664847,"K00816.01",0.049422069,109,1,0.6535,2343,13.62,0,-0.1209,-1.018e-05,0.11739,6.28889113804122,1027684.90956072
"CANDIDATE",4725681,"K00817.01",0.036543517,24.96,2,0.7761,1202,5.81,0,0.6696,-0.0008789,0.22971,2.75894928918384,250932.490566038
"CANDIDATE",4725681,"K00817.02",0.03217446,19.04,2,0.2477,775.1,3.485,0,1.064,-0.0009625,0.59616,0.515629115454362,169780.323404255
"CANDIDATE",4913852,"K00818.01",0.040491353,52.05,1,0.443,1513,6.746,0,-0.8009,0.0005428,0.082191,2.13369062651839,540988.891891892
"FALSE POSITIVE",4932348,"K00819.01",0.26954766,1377,1,1.245,80910,456.1,0,0.05658,-0.07478,0.14888,450.496925897223,19539295.6097561
"FALSE POSITIVE",4936180,"K00820.01",0.080040858,140.1,1,1.099,4567,14.1,0,0.06149,0.0005132,0.098422,12.3901528941903,1386546.26297578
"CANDIDATE",5021899,"K00821.01",0.03411882,34.82,1,0.945,1130,6.416,0,-0.2729,0.0003259,0.12669,1.15083557469085,371793.185185185
"FALSE POSITIVE",5077629,"K00822.01",0.123308,367.7,1,0.8208,14660,47.53,1,-0.3244,-0.002208,0.01604,89.682008599916,3723880.55555556
"CANDIDATE",5164255,"K00824.01",0.12213986,167.2,1,0.8449,14820,33.12,0,-0.008453,-0.001973,0.035098,29.0433369271014,2069650.66666667
"CANDIDATE",5252423,"K00825.01",0.030393995,36.3,2,0.5382,823.7,7.005,0,-0.7541,-0.001371,0.20268,1.1297337227655,377772.158878505
"CANDIDATE",5252423,"K00825.02",0.022249557,18.21,2,0.6348,389,3.765,0,-1.365,-0.0003561,0.2073,0.823400947323912,197177.809756098
"CANDIDATE",5272878,"K00826.01",0.030370751,67.39,1,0.5854,751,7.332,0,-0.1625,-4.495e-05,0.049457,6.0053674247033,689769.197952218
"FALSE POSITIVE",5283542,"K00827.01",0.034906521,48.31,1,0.7944,932.5,7.281,0,1.326,-0.001037,1.252,11.0117854440861,492905.219512195
"FALSE POSITIVE",5287983,"K00828.01",0.034950439,55.3,1,0.796,1334,7.338,0,4.563,-0.005001,3.2753,3.59787162976235,705482.003484321
"CANDIDATE",5358241,"K00829.01",0.031234073,40.66,3,0.9994,855,7.871,0,0.1889,0.0004115,0.55635,3.49190209346041,582794.712643678
"CANDIDATE",5358241,"K00829.02",0.033651025,34.81,3,1.144,952.7,7.553,0,-0.07293,0.0007021,0.47078,5.73574910211512,489884.541062802
"CANDIDATE",5358241,"K00829.03",0.023278424,26.22,3,0.8879,383.1,4.487,0,0.5048,6.031e-05,0.16116,4.88633536981563,362166.071428571
"CANDIDATE",5358624,"K00830.01",0.13577237,2065,1,0.6522,21600,162.6,0,-0.1522,0.006008,0.053127,136.438289402165,22173419.6721311
"FALSE POSITIVE",5370302,"K00831.01",0.12561073,1098,1,0.9201,15700,110.3,0,-0.02819,-0.002989,0.13237,287.785978810212,15359724.2424242
"FALSE POSITIVE",5372966,"K00832.01",0.19789771,1588,1,0.8339,43580,230.4,0,0.05046,-0.01124,0.060525,357.04253105919,20266967
"FALSE POSITIVE",5376067,"K00833.01",0.083214259,118.9,1,1.078,2812,13.51,0,0.1758,7.354e-05,0.17631,9.49224151827134,1170680.31791908
"CANDIDATE",5436502,"K00834.01",0.053275424,191.2,5,1.163,3161,33.3,0,0.1055,-0.0002271,0.020286,11.0409232905559,3010211.03703704
"CANDIDATE",5436502,"K00834.02",0.022773098,37,5,0.8412,467,6.206,0,-0.02734,3.314e-05,0.29005,2.26815297816143,563631.234396671
"CANDIDATE",5436502,"K00834.03",0.018717781,27.62,5,0.8409,267.3,4.266,0,0.7597,-0.0001993,0.23322,3.73455363411497,394543.990291262
"CANDIDATE",5436502,"K00834.04",0.020973305,15.69,5,1.32,373.9,5.108,0,0.3868,-0.0001412,0.87693,1.19463908646061,249312.435582822
"CANDIDATE",5436502,"K00834.05",0.011435337,15.69,5,0.07943,103.6,3.535,0,-0.6116,7.156e-05,0.82329,0.635626825566912,224517.403314917
"CANDIDATE",5456651,"K00835.01",0.03433449,43.79,2,0.5437,963.4,9.079,0,0.005751,0.0002307,0.12714,2.88675659072559,578426.913229018
"CANDIDATE",5456651,"K00835.02",0.02948544,18,2,0.3424,808.4,6.992,0,0.839,-0.000529,0.53406,0.451931204547393,252569.211180124
"FALSE POSITIVE",5481416,"K00836.01",0.059636959,50.98,1,1.168,1226,7.441,0,-8.07,0.009309,6.3554,7.43832678497476,581271.4
"CANDIDATE",5531576,"K00837.01",0.031594863,35.36,2,0.5407,822,5.372,0,0.1845,-8.979e-05,0.084712,1.83694132864979,442938.27173913
"CANDIDATE",5531576,"K00837.02",0.021521759,20.39,2,0.4937,351.5,4.527,0,0.09138,-3.731e-06,0.17169,0.883343428498024,253107.422360248
"FALSE POSITIVE",5534814,"K00838.01",0.11192023,298.6,1,0.8246,5934,30.7,0,-0.1665,-0.001674,0.16341,35.7534764413117,4241385.43184183
"FALSE POSITIVE",5649215,"K00839.01",0.039725034,65.98,1,1.931,1237,25.1,0,26.11,-0.01944,7.7869,17.3309710641454,819039.318637274
"CANDIDATE",5651104,"K00840.01",0.10822859,617.8,1,0.5231,10670,50.34,0,-0.3453,0.00219,0.56373,100.433911606427,7942078.59922179
"CANDIDATE",5792202,"K00841.01",0.069125937,106.5,5,1.172,4905,23.14,0,-0.05665,0.002584,0.45165,11.4700579827373,1407050.1369863
"CANDIDATE",5792202,"K00841.02",0.055358832,79.91,5,0.8491,2866,13.15,0,-0.1584,0.00184,0.49402,7.39980654725772,1034907.70780856
"CANDIDATE",5792202,"K00841.03",0.031658819,26.81,5,0.8596,620.4,4.623,0,0.1697,0.0001936,0.55756,8.42682953191105,331338.120967742
"FALSE POSITIVE",5792202,"K00841.04",0.041413503,12.33,5,3.645,1317,7.738,0,-0.5208,0.001546,0.60813,3.44826876689125,180200.592105263
"FALSE POSITIVE",5792202,"K00841.05",0.039455703,9.688,5,2.529,1323,6.486,0,-0.81,0.001795,0.2869,2.45345033141666,132534.370967742
"CANDIDATE",5794379,"K00842.01",0.035519832,45.18,2,0.8415,1097,7.304,0,0.2854,-6.526e-05,0.15609,2.74869128052731,473598.60438293
"CANDIDATE",5794379,"K00842.02",0.037886572,43.82,2,1.414,1575,10.35,0,0.103,0.0001984,0.093993,1.26313961973221,488820.821428571
"CANDIDATE",5881688,"K00843.01",0.053117014,244.9,1,0.6026,2783,21.39,0,0.1784,0.001698,0.050309,12.0138125478937,2478171.08433735
"CANDIDATE",6022556,"K00844.01",0.043402231,101.8,1,0.6735,1932,9.247,0,-0.1925,7.992e-05,0.053822,4.06100662998668,1041471.20906801
"CANDIDATE",6032497,"K00845.01",0.034735212,69,1,0.9218,1112,10.87,0,-0.0684,0.000185,0.11804,5.576476633819,875037.097457627
"CANDIDATE",6061119,"K00846.01",0.16203012,689.8,1,1.258,24850,184.2,0,0.02901,-0.002254,0.010753,284.172164612957,7609576.83823529
"CANDIDATE",6191521,"K00847.01",0.055307022,128.5,1,1.765,3380,39.13,0,0.009434,0.0001558,0.060871,11.8702468822168,1592559.11877395
"FALSE POSITIVE",6267425,"K00848.01",0.11695395,130.6,1,1.167,3600,17.34,0,20.78,-0.09283,5.4643,16.5654169509807,1674094.81927711
"CANDIDATE",6276477,"K00849.01",0.029699675,46.95,1,0.6094,718,6.974,0,-0.3083,0.0003273,0.047178,3.92623882828813,533758.897435897
"CANDIDATE",6291653,"K00850.01",0.098399757,479.4,1,0.6256,9517,58.02,0,-0.1225,0.0007517,0.032649,56.7404898366856,4833148.02784223
"CANDIDATE",6392727,"K00851.01",0.060506047,206.7,1,0.5381,3692,18.7,0,0.08136,-0.0002781,0.038697,11.1631552887062,2455453.11764706
"CANDIDATE",6422070,"K00852.01",0.02674742,33.23,1,0.8647,493.3,4.282,0,-0.1557,-0.0002479,0.74349,10.4032981862762,383826.394495413
"CANDIDATE",6428700,"K00853.01",0.035605771,48.69,2,0.7226,972.9,7.181,0,0.3673,-0.0003975,0.15202,6.91495859920473,635387.568389058
"CANDIDATE",6428700,"K00853.02",0.039358481,23,2,1.692,683.3,5.131,0,-0.7557,0.000492,0.23549,4.58138661626539,312001.417910448
"CANDIDATE",6435936,"K00854.01",0.041389869,23.69,1,0.7976,1661,6.13,0,-0.354,0.0009246,0.35013,2.2577869265153,305197.240875912
"CANDIDATE",6522242,"K00855.01",0.14052622,857.4,1,1.061,22010,217.3,0,0.1284,-0.002679,0.027617,133.983944275692,10356569.382716
"CANDIDATE",6526710,"K00856.01",0.13610586,517.3,1,2.524,14740,123.4,0,0.004989,0.001748,0.13789,176.892852907634,7350129.77232925
"CANDIDATE",6587280,"K00857.01",0.032227649,54.24,2,0.5092,848.7,7.166,0,0.3236,-0.0001426,0.084516,2.91435541735131,706454.62184874
"CANDIDATE",6587280,"K00857.02",0.02257082,11.41,2,1.148,530,3.573,0,-0.9715,0.0004966,0.41389,0.192538518082975,133018.006329114
"FALSE POSITIVE",6599919,"K00858.01",0.11052895,201,1,0.9469,5510,36.55,0,0.1184,0.0002147,0.071901,27.1883778961484,2530673.6746988
"FALSE POSITIVE",6675056,"K00859.01",0.057014536,52.16,1,1.407,1258,10.51,0,-85.09,0.1079,9.2869,7.03042585276079,471726.483762598
"CANDIDATE",6685526,"K00861.01",0.019622435,31.42,1,0.4341,299.6,4.796,0,-0.4551,0.0001813,0.2015,1.18564639092993,376038.696428571
"FALSE POSITIVE",6756669,"K00862.01",0.1679402,1662,1,0.7399,32060,193,0,-0.1855,0.0005813,0.02733,211.903740583736,17819906.3291139
"CANDIDATE",6784235,"K00863.01",0.029905868,62.04,1,0.5117,765.1,5.871,0,0.05124,4.691e-05,0.065285,4.02182338411132,670039.904761905
"CANDIDATE",6849310,"K00864.01",0.032799876,77.69,3,0.5978,1097,7.615,0,0.1837,-0.0008547,0.27984,1.54650455968005,997675.023584906
"CANDIDATE",6849310,"K00864.02",0.030564062,31.16,3,1.172,802.2,6.421,0,0.4628,-0.000835,0.24673,3.46537176198803,418826.722772277
"CANDIDATE",6849310,"K00864.03",0.032926436,20.85,3,0.3279,557.3,3.968,0,0.1187,-0.0004491,0.38874,4.15485627546211,269435.687898089
"CANDIDATE",6862328,"K00865.01",0.078506199,166.3,1,1.492,7065,63.26,0,-0.3514,-0.00411,2.2834,16.9126395975326,3004827.09219858
"FALSE POSITIVE",6862603,"K00866.01",0.032025376,54.34,1,0.7008,984.2,8.208,0,-7.296,0.006494,4.1615,3.20575902173595,674221.066878981
"CANDIDATE",6863998,"K00867.01",0.04184452,61.03,1,0.8715,1402,11.5,0,0.163,-0.0001173,0.064366,11.1039151709793,969802.402745996
"CANDIDATE",6867155,"K00868.01",0.14880995,276.9,1,2.886,20030,157.4,0,0.05851,-3.159e-05,0.055964,105.455564833937,3616001.36752137
"CANDIDATE",6948054,"K00869.01",0.03262504,47.28,4,0.5922,997,8.483,0,0.03624,0.00026,0.12573,1.35065175348136,649867.228177642
"CANDIDATE",6948054,"K00869.02",0.045669399,32.46,4,2.696,1394,7.932,0,0.2407,5.507e-05,0.26444,16.9706005262608,503995.095011876
"CANDIDATE",6948054,"K00869.03",0.020387278,21.1,4,0.01123,317,3.465,0,0.3195,-1.357e-05,0.43083,0.839825225470524,281035.821192053
"CANDIDATE",6948054,"K00869.04",0.030172949,18.56,4,0.4079,640.4,4.672,0,-1.033,0.000931,0.11073,1.78302911743096,251100.786982249
"CANDIDATE",6949607,"K00870.01",0.033442987,60.08,2,0.5715,869.6,8.094,0,0.1832,0,0.11322,6.24145720053134,794559.382022472
"CANDIDATE",6949607,"K00870.02",0.032490542,45.27,2,0.8116,780.6,7.211,0,0.6355,0,0.095092,10.1331773606825,611377.478386167
"FALSE POSITIVE",7031517,"K00871.01",0.2649163,1225,1,0.9115,41910,209.9,0,-0.1019,0.002081,0.0094183,284.547447951832,17711267.5
"CANDIDATE",7109675,"K00872.01",0.080703099,167.3,2,2.346,6885,44.2,0,0.0692,0.0002657,0.015013,15.8721949773682,2918095.1369863
"CANDIDATE",7109675,"K00872.02",0.021485402,18.97,2,0.4429,300,4.929,0,0.2078,-3.693e-05,0.18959,1.41937240081979,267951.119496855
"CANDIDATE",7118364,"K00873.01",0.022805943,38.93,1,0.3498,417.8,4.846,0,0.1653,-0.0001195,0.44388,1.64796124722303,497045.238649593
"CANDIDATE",7134976,"K00874.01",0.029707089,61.41,2,0.4074,721.9,6.608,0,-0.3847,0,0.066239,2.5309621161431,772886.286231884
"CANDIDATE",7134976,"K00874.02",0.01948973,19.16,2,0.843,320.9,3.561,0,-0.3354,0,0.27105,0.680078620104435,255469.083832335
"CANDIDATE",7135852,"K00875.01",0.049748376,140.8,1,0.7015,2173,13.1,0,0.1546,-0.0005835,0.08309,16.6575977576876,1754162.67489712
"FALSE POSITIVE",7270230,"K00876.01",0.18639824,538.9,1,0.7472,20050,58.72,0,-0.02298,-0.00399,0.051395,83.3410618275788,6058335.78500707
"CANDIDATE",7287995,"K00877.01",0.041429534,86.48,3,0.6082,1361,10.91,0,-0.3962,0.0001402,0.066137,9.11617712414506,1255860.99706745
