"koi_disposition","kepid","kepoi_name","tce_ror","tce_model_snr","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_pdeco","tce_dicco_msky","tce_dor_sn","tce_fwm_sdec_sn"
"FALSE POSITIVE",4677282,"K02766.01",0.0094937221,17.16,1,2.614,205.8,5.339,0,0.4702,-1.702e-05,12.476,2.92020657083045,389255.303921569
"FALSE POSITIVE",5097470,"K02767.01",0.010307674,22.92,1,1.83,95.94,4.038,0,7.696,-0.0005812,6.1566,2.26309227794097,277371.089655172
"FALSE POSITIVE",9692128,"K02769.01",0.010622502,26.45,1,1.085,182.9,4.209,0,-1.606,0.0001602,1.2173,0.757627246331672,357136.569230769
"CANDIDATE",10917043,"K02770.01",0.033653359,19.59,1,0.9863,1121,9.075,0,-0.7126,0.0008591,2.7231,0.965246781743542,413338.64957265
"FALSE POSITIVE",11456382,"K02771.01",0.0073218373,32.13,1,1.229,124.5,4.701,0,184.7,0,0,2.02812454686878,0
"FALSE POSITIVE",11966253,"K02772.01",0.0099837087,15.81,1,0.1549,99.8,3.393,0,12.44,-0.00103,10.826,0.560640728917849,189352.315789474
"FALSE POSITIVE",3130548,"K02773.01",0.017625049,23.37,1,0.3712,271.8,3.634,0,-2.188,0.0004624,1.1898,0.780272086116812,237670.260869565
"FALSE POSITIVE",9593757,"K02774.01",0.096055886,34.21,1,0.7169,12430,30.86,0,-34.45,0,4.4309,6.08258302702091,589303.826530612
"CANDIDATE",6346809,"K02775.01",0.037150469,19.36,1,0.9875,766.9,5.423,0,0.7058,-0.0003892,0.42978,1.77704099122403,176270.53164557
"FALSE POSITIVE",4275117,"K02776.01",0.01022326,16.66,1,0.0132,110.9,5.118,0,-3.454,0.000357,5.5971,0.337606538509093,161463.200819672
"FALSE POSITIVE",6545051,"K02777.01",0.013543821,19.38,1,2.543,219.9,4.689,0,-7.902,0.001498,5.9464,0.618071557243779,197017.535211268
"CANDIDATE",7769819,"K02778.01",0.018893739,21.64,1,0.5024,271.8,4.097,0,-0.5538,0.0002222,0.32931,0.743044165918663,268101.209876543
"CANDIDATE",11874577,"K02779.01",0.019692362,21.36,1,0.0009893,391.9,5.453,0,0.3452,2.927e-05,0.22471,0.548155906814281,240136.440191388
"CANDIDATE",12164564,"K02780.01",0.019498879,19.67,1,0.211,319,4.633,0,-0.3146,0.0001584,0.060998,0.660948453357288,225445.702222222
"FALSE POSITIVE",8190354,"K02781.01",0.006022705,18.46,1,2.453,49.02,4.702,1,5.902,-0.0002257,5.119,1.39976128093291,230767.22513089
"FALSE POSITIVE",10275805,"K02782.01",0.060897489,17.77,1,3.386,2139,15.59,1,-2.356,0.003674,5.456,2.80155050506556,210348.555555556
"CANDIDATE",5709889,"K02783.01",0.011866046,19.57,1,1.102,143,3.699,0,-4.725,0.0004701,4.3176,0.946724084796808,248450.163636364
"FALSE POSITIVE",3119256,"K02784.01",0.008532788,18.97,1,0.8112,72.37,5.38,0,-8.457,0.0005738,18.452,0.954566079394541,311045.943089431
"CANDIDATE",10001368,"K02785.01",0.016118131,32.3,1,0.2098,234.4,5.775,0,-0.431,0.0001077,0.11474,0.858605248916421,455783.398058252
"CANDIDATE",9466429,"K02786.01",0.015616511,21.65,1,0.5903,207.1,5.848,0,0.7909,-0.0001893,0.26327,1.74013725376849,282350
"FALSE POSITIVE",4365442,"K02787.01",0.0074817077,20.26,1,1.459,53.48,3.934,0,-6.455,0.0003465,10.077,0.994849053720416,236090.221556886
"FALSE POSITIVE",9943435,"K02788.01",0.01094808,22.88,1,0.5804,134.1,4.121,0,-3.659,0.0003453,8.6116,0.855406055747308,289052.679012346
"CANDIDATE",8885643,"K02789.01",0.014205253,20.27,1,0.04513,144.4,3.774,2,-0.8162,0.0001557,0.059542,1.0451949668437,245537.788043478
"CANDIDATE",5652893,"K02790.01",0.014373339,20.66,1,0.6793,155.5,4.611,0,0.3167,-8.411e-05,0.30544,0.808821364458893,210535.762886598
"CANDIDATE",11662184,"K02791.01",0.02049766,19.57,1,1.179,279.7,4.825,0,0.4001,-0.0001133,0.64047,5.60295541315102,251458.944444444
"CANDIDATE",11127479,"K02792.01",0.0053605539,18.61,1,0.3781,24.29,6.286,0,-0.4016,2.169e-05,0.53934,1.36028868222851,269303.801104972
"CANDIDATE",9823519,"K02793.01",0.041306497,36.7,2,0.1587,1795,6.448,0,-0.4715,-0.0001293,0.042978,0.478831440125894,444566.466666667
"CANDIDATE",9823519,"K02793.02",0.034038219,25.05,2,0.07925,910.2,4.618,0,-1.218,0.0006659,0.16584,1.6118447029067,291745.45
"FALSE POSITIVE",5428668,"K02794.01",0.019861762,23.85,1,0.009934,394.2,3.427,0,-5.263,0.002199,6.123,0.448839856727529,299206.235294118
"FALSE POSITIVE",5041569,"K02795.01",0.015072386,16.67,1,1.604,337.7,4.067,0,-4.97,0.0007482,0.4324,2.53800822000028,247714.25308642
"CANDIDATE",11246161,"K02796.01",0.0091069304,9.187,1,0.0204,77.9,4.248,0,-1.308,8.516e-05,0.44812,0.534868439376941,130496.552
"CANDIDATE",10604521,"K02797.01",0.014022776,20.69,1,0.0001567,213.9,5.225,0,-0.597,-0.0003741,0.77548,0.70986107716981,332173.430555556
"CANDIDATE",6697756,"K02798.01",0.010815205,22.11,1,0.001589,90.63,3.83,0,0.1716,1.382e-05,0.30989,0.672662951143964,301412.342857143
"FALSE POSITIVE",5649833,"K02799.01",0.0085058622,21.74,1,1.361,128.4,3.564,0,-245.5,0.01539,8.624,1.22930030055145,281131.75862069
"FALSE POSITIVE",10518399,"K02800.01",0.01113835,18.9,1,1.392,106.2,3.522,0,1.199,-0.0001286,1.6558,1.04367182318421,238987.315
"CANDIDATE",5905822,"K02801.01",0.0060923655,19.2,1,0.516,31.37,4.661,0,0.2133,-1.508e-06,0.70812,1.02951879927639,175828.158119658
"CANDIDATE",5775129,"K02802.01",0.014439887,16.32,1,0.4982,187.9,3.608,0,-2.347,0.0003988,0.35978,0.352382937771777,162782.611111111
"CANDIDATE",9898447,"K02803.01",0.0058037094,15.09,1,0.002368,29.4,4.077,0,-0.585,1.482e-05,0.8894,0.843857963858545,248885.095744681
"FALSE POSITIVE",5307568,"K02804.01",0.010659463,15.03,1,0.577,83.73,4.143,0,10.88,-0.001065,9.1893,0.6764373283271,209513.378238342
"CANDIDATE",11135308,"K02805.01",0.0071065141,18.52,1,0.4746,45.11,3.588,0,0.2632,-1.703e-05,0.72589,0.873059805303439,293382.84939759
"CANDIDATE",7047824,"K02806.01",0.024164104,17.58,1,0.7716,533.4,4.224,0,0.1584,-7.601e-05,0.28033,0.548935697302602,196204.119815668
"CANDIDATE",2985587,"K02807.01",0.013597051,19.15,1,0.5615,175.8,4.197,0,-0.3083,3.444e-05,0.44354,0.659251390117854,225660.378698225
"FALSE POSITIVE",3730335,"K02808.01",0.010027921,24.67,1,0.3305,102.3,3.837,0,4.579,-0.0003903,4.5413,1.73364882728287,269951.986111111
"FALSE POSITIVE",7428316,"K02809.01",0.021744757,20.05,1,1.432,326.2,8.984,0,-26.65,0.008537,7.5819,7.8644841532315,170290.545454545
"FALSE POSITIVE",10275766,"K02810.01",0.0095919016,14.86,2,1.547,207.9,4.914,29,-3.173,0.0002607,9.7731,1.14037716292926,171014.545126354
"CANDIDATE",6370120,"K02811.01",0.013190905,13.26,1,0.7008,139.3,4.231,0,-23.88,0,0,0.374483223251407,182072.388646288
"CANDIDATE",2442448,"K02812.01",0.021420462,23.45,1,1.592e-06,454.8,8.368,0,-1.244,0.0002786,0.5608,1.27940532552682,234526.180124224
"CANDIDATE",11197853,"K02813.01",0.011843695,23.4,1,0.6359,159.4,3.97,0,0.199,-1.239e-05,0.19581,0.861855704487832,504192.002063983
"FALSE POSITIVE",4479633,"K02814.01",0.011127127,15.94,1,0.4847,117.1,3.5,0,-3.176,0.000367,3.2647,0.537041856990683,200977.197969543
"FALSE POSITIVE",9665922,"K02815.01",0.0065568468,15.44,1,2.64,61.93,3.907,0,-2.066,7.553e-05,1.7831,0.870750889615069,229632.108910891
"CANDIDATE",11283615,"K02816.01",0.015882941,19.62,1,0.01361,258.9,3.626,0,0.1851,3.587e-05,0.30592,0.461799029625194,265232.6
"CANDIDATE",7605093,"K02817.01",0.015638308,18.38,1,0.01154,276,3.142,0,-1.744,0.0004475,0.20939,0.308786698758126,193916.843049327
"FALSE POSITIVE",4952341,"K02818.01",0.010588549,13.78,1,2.324,213.5,4.683,0,505.4,0,0,34.6892872388986,0
"FALSE POSITIVE",4270565,"K02819.01",0.018786631,19.48,1,1.892,436.3,13.89,0,-102.6,0.03848,9.5122,0.435214351815449,210481.86631016
"CANDIDATE",11963206,"K02820.01",0.014993859,15.68,1,0.4057,179.7,3.625,0,-1.025,0.0001754,0.23236,0.485852799611251,203036.391129032
"CANDIDATE",4249611,"K02821.01",0.035711822,14.92,1,2.33,1451,5.902,0,-0.7179,7.23e-05,6.0921,0.607402915538367,1667721.65254237
"CANDIDATE",8263545,"K02822.01",0.022088467,19.45,1,0.66,425.7,4.104,0,1.501,-0.0007885,0.21724,0.893065233666757,211040.559808612
"FALSE POSITIVE",10341917,"K02823.01",0.014225681,17.3,1,2.16,496,4.103,3,-0.8101,0.0001176,1.5503,2.18594786987654,214714.366515837
"FALSE POSITIVE",3241604,"K02824.01",0.077241439,26.74,1,10.08,3850,32.78,0,-4.712,0.01445,5.0803,8.60085034262087,1077269.41011236
"FALSE POSITIVE",9591070,"K02825.01",0.0035184365,4.87,1,2.102,114.7,3.968,0,-156.5,0,9.5115,0.788240098489689,45269.1539215686
"FALSE POSITIVE",8227661,"K02826.01",0.019265842,16.97,1,1.253,439.3,3.929,1,10.05,-0.003117,8.5628,0.663922528979947,200857.154545454
"CANDIDATE",7428736,"K02827.01",0.015126256,15.58,1,0.0001345,193.7,3.989,0,-0.1668,4.659e-05,0.36484,0.444698382889623,192864.860986547
"CANDIDATE",6436029,"K02828.01",0.03814656,20.48,2,0.2725,1018,6.936,0,-0.4316,0.0003142,0.58467,2.98833991183922,261829.375
"CANDIDATE",6436029,"K02828.02",0.039587154,13.12,2,7.788e-07,1430,9.404,0,0.355,-0.0009326,0.49207,1.03724255493136,150153.831541219
"CANDIDATE",6197215,"K02829.01",0.01328412,18.66,1,0.325,134.5,5.172,0,0.3514,-4.508e-05,0.36712,0.475317347202085,264543.49044586
"CANDIDATE",9244508,"K02830.01",0.017813479,20.08,1,2.474,337.3,6.072,0,-0.5223,0.0001719,0.75576,1.32862987709918,343030.639097744
"FALSE POSITIVE",9692557,"K02831.01",0.007940275,21.45,1,0.2118,52.59,4.024,0,5.119,-0.0002658,9.7712,1.65184385439368,422007.472727273
"CANDIDATE",9995402,"K02832.01",0.010326731,14.72,1,0.9497,96.04,3.583,0,0.9179,-3.882e-05,0.30879,0.529388612674573,219179.929906542
"CANDIDATE",9109857,"K02833.01",0.0069251219,16.29,1,0.3261,44.73,3.545,0,0.9827,-4.542e-05,1.3621,0.8062359497643,219358.275362319
"CANDIDATE",5609593,"K02834.01",0.033621199,16.81,1,0.8462,1108,7.166,0,-0.7847,0.0009114,0.25632,0.668677717545737,184130.144144144
"CANDIDATE",5436338,"K02835.01",0.029027763,22.58,1,0.4069,681.1,4.479,0,-0.1741,4.584e-05,0.44103,0.95100892141804,246645.76969697
"CANDIDATE",11414465,"K02836.01",0.018842414,18.51,1,0.4725,269.1,3.414,0,0.8147,-0.0002685,0.15174,0.744532883628801,266252.140540541
"CANDIDATE",11565924,"K02837.01",0.012019185,16.81,1,1.113,119.9,4.36,0,0.3023,-4.632e-05,0.13431,1.6351896654625,431197.252173913
"CANDIDATE",6607357,"K02838.01",0.0091904228,15.5,2,0.38,65.28,3.734,0,0.7487,-8.244e-05,0.50605,0.615814003773413,226055.365591398
"CANDIDATE",6607357,"K02838.02",0.0076720838,12.94,2,3.227,60.71,3.069,0,-1.687,6.54e-05,0.90594,0.555930994110139,191116.459090909
"CANDIDATE",6186964,"K02839.01",0.020508266,17.41,1,0.01243,496,3.071,0,1.112,-0.0002936,0.59593,0.467887171490524,258106.701863354
"CANDIDATE",6467363,"K02840.01",0.0096859323,16.29,2,0.005703,75.9,3.632,0,0.2358,-1.773e-05,0.80595,0.527942989965555,190959.520547945
"CANDIDATE",6467363,"K02840.02",0.0091142821,10.43,2,1.19,80.35,3.066,0,-0.2123,1.723e-05,1.5459,0.326062600079061,131924.324921136
"CANDIDATE",8758204,"K02841.01",0.034434409,16.46,1,2.049,953.8,7.127,0,1.19,-0.0009958,0.36768,3.41592445929401,181382.5
"CANDIDATE",8733898,"K02842.01",0.050003747,44.66,3,0.004472,2614,4.963,0,-0.7356,0.002095,0.12141,1.68776825593948,436125.300970874
"CANDIDATE",8733898,"K02842.02",0.038288194,22.57,3,0.08525,1700,4.255,0,1.208,-0.001924,0.53822,0.603289473136173,228027.644670051
"CANDIDATE",8733898,"K02842.03",0.051698768,21.12,3,0.2042,2274,4.479,0,0.2741,-0.0005194,0.32413,1.27195304100439,220201.892156863
"FALSE POSITIVE",4858610,"K02844.01",0.013304042,14.98,1,1.031,141.9,4.461,0,17.44,-0.002596,6.3049,0.509722055155548,155431.571984436
"CANDIDATE",10591855,"K02845.01",0.015626246,14.99,1,0.3788,221.5,3.835,0,0.6246,-8.706e-05,0.50198,0.436370681113763,184860.633204633
"FALSE POSITIVE",4832175,"K02846.01",0.016589195,16.35,1,0.9314,230.7,3.912,0,-4.024,0.001088,0,0.447227536974213,255892
"FALSE POSITIVE",12935144,"K02847.01",0.016500081,15.62,1,0.8369,276.3,3.856,0,7.861,-0.001245,12.98,0.482446566497694,236824.407239819
"CANDIDATE",7749773,"K02848.01",0.0093598882,17.34,1,1.539,74.17,4.189,0,0.002233,-7.473e-05,0.76654,1.05875350045861,226561.671875
"CANDIDATE",10064256,"K02849.01",0.012492945,14.08,1,1.616,158.4,4.441,0,0.6542,-6.152e-05,3.7593,0.49781652284623,264347.876404494
"FALSE POSITIVE",4075015,"K02850.01",0.012230733,14.66,1,0.002683,139.5,3.477,2,-10.18,0.001384,5.646,0.361944657003718,143889.75
"CANDIDATE",6697605,"K02851.01",0.021066214,19.29,2,0.3648,359.5,3.944,0,-2.394,-0.00025,2.1677,0.550471015189538,614167.857142857
"CANDIDATE",6697605,"K02851.02",0.012339518,12.05,2,0.005875,119.6,4.038,0,-2.289,-0.000123,0.8646,0.503496819352942,401256.60952381
"CANDIDATE",6294819,"K02852.01",0.013355949,17.45,1,0.5893,182.9,3.437,0,-1.916,0.0003817,0.20893,0.80965653451143,194598.822429907
"CANDIDATE",12602314,"K02853.01",0.013662124,15.45,1,0.04523,156.4,3.989,0,2.358,-0.0001774,0.75503,0.441634567992374,200882.081712062
"FALSE POSITIVE",5513866,"K02854.01",0.0049101657,11.36,1,1.85,192.3,5.251,0,-6.649,0.0001933,20.526,0.467170395621451,132212.457792208
"CANDIDATE",4547603,"K02855.01",0.012824043,19.92,1,0.3063,138.4,3.82,0,-1.524,0.0003108,0.5287,0.452884969402818,265944.476510067
"CANDIDATE",5688910,"K02856.01",0.027800516,17.58,1,0.991,718.4,5.389,0,-0.1867,0.000174,0.26084,2.18898806391421,181938.346666667
"CANDIDATE",6345732,"K02857.01",0.014509239,16.47,2,0.4162,170.1,4.671,0,-0.5989,7.766e-05,0.75173,0.975041559032531,193418.12037037
"CANDIDATE",6345732,"K02857.02",0.0098229598,13.12,2,0.04473,74.4,3.758,0,0.1829,-2.908e-05,0.75758,0.548488090557292,154164.32103321
"FALSE POSITIVE",6185496,"K02858.01",0.018328886,20.08,1,0.7706,358.3,3.767,0,5.489,-0.001429,3.684,0.57896110748729,203818.995098039
"CANDIDATE",10397751,"K02859.01",0.009987583,14.77,5,0.6023,80.45,3.456,0,1.155,-8.831e-05,0.49972,0.453956670999517,220149.587962963
"CANDIDATE",10397751,"K02859.02",0.0079657536,11.79,5,8.638e-05,53.15,4.43,0,0.7437,-3.557e-05,0.79274,0.439082396856362,178098.116104869
"CANDIDATE",10397751,"K02859.03",0.0095994346,11.34,5,0.005105,65.71,3.029,0,-1.297,0.0001111,1.279,0.357429644939205,190970.401606426
"CANDIDATE",10397751,"K02859.04",0.0067293469,8.746,5,6.876e-05,50.43,4.823,0,1.73,-7.882e-05,0.77121,0.549060910720276,145420.400611621
"CANDIDATE",10397751,"K02859.05",0.0078059427,8.245,5,0.9324,63.75,3.96,0,2.309,-0.0001238,0.82056,0.354009829257374,150960.733333333
"CANDIDATE",6606438,"K02860.01",0.030924167,14.17,1,1.4,958.4,6.49,0,-0.6079,0.0003184,0.12181,0.877075673978744,206908.330049261
"FALSE POSITIVE",7815931,"K02861.01",0.015898255,15.99,1,0.8096,209.9,3.856,5,4.962,-0.0008507,3.461,3.08685805169841,152379.573426573
"CANDIDATE",6679295,"K02862.01",0.033044829,14.89,1,0.02139,960.8,5.234,0,0.3604,-0.001252,4.7526,0.371876530886061,294798.881118881
"FALSE POSITIVE",3241557,"K02863.01",0.0069685866,10.97,1,0.9426,58.26,3.588,0,6.739,-0.0003132,6.9899,0.40904518747002,104241.717391304
"FALSE POSITIVE",3957082,"K02864.01",0.01280291,17.96,1,2.765,49.31,4.327,0,28.28,-0.001489,0,13.0709594754073,157947.068825911
"CANDIDATE",8681833,"K02865.01",0.013026092,17.22,1,0.4494,129.9,3.347,1,0.2314,-6.821e-05,0.28194,0.536472992120606,216616.492753623
"CANDIDATE",4138951,"K02866.01",0.0083070796,14.5,1,0.4,62.76,3.569,1,0.109,-1.924e-05,0.53131,0.574958618327386,138689.893992933
"FALSE POSITIVE",9899181,"K02867.01",0.0050785299,17.71,2,2.622,39.92,3.513,0,0.895,-2.722e-05,1.4984,1.29985598337968,239859.241025641
"FALSE POSITIVE",9899181,"K02867.02",0.0058681834,12.56,2,11.31,35.92,4.08,0,0.0222,-1.308e-05,1.4576,1.2246961319159,255586.387978142
"CANDIDATE",8884274,"K02868.01",0.02768255,17.53,1,0.3709,692.5,4.129,1,0.5535,-7.532e-05,1.0379,0.486827896352875,205329.2
"CANDIDATE",7767162,"K02869.01",0.010080491,16.02,2,1.122,92.32,3.675,0,1.035,-0.0001067,0.28524,1.22120227853426,387531.767857143
"FALSE POSITIVE",4861791,"K02870.01",0.015423025,12.66,1,1.106,182.3,3.73,0,16.87,-0.003592,0,0.817714515032882,111160.515320334
"CANDIDATE",10793172,"K02871.01",0.013888287,13.92,4,0.7335,157.4,4.108,0,0.9208,-0.0001607,0.34451,0.518053621827544,175222.094545455
"CANDIDATE",10793172,"K02871.02",0.010357875,13.31,4,1.81,148.6,5.42,0,-0.4681,4.264e-05,0.35066,0.31270752918635,170267.455830389
"FALSE POSITIVE",7136729,"K02872.01",0.016052864,22.62,1,0.9062,129.7,3.849,0,-77.23,0.01189,9.4636,11.8441670470275,239514.752808989
"FALSE POSITIVE",6364276,"K02873.01",0.023867402,30.07,1,6.225,238.1,5.218,0,-1.265,0.0001924,1.9098,19.603665052087,328694.007874016
"CANDIDATE",9149789,"K02874.01",0.011672825,24.31,1,0.02293,150,4.422,0,-0.6371,9.164e-05,0.48693,0.721988688643366,269252.443786982
"FALSE POSITIVE",12170648,"K02875.01",0.017346235,27.92,1,0.3423,342.6,3.461,0,1.961,-0.0002082,0.30521,0.764165080932756,340576.677852349
"FALSE POSITIVE",4367854,"K02876.01",0.016606539,14.76,2,0.01713,249.7,3.215,0,-0.2842,-4.388e-06,4.8698,0.292376098626132,145519.413284133
"FALSE POSITIVE",4367854,"K02876.02",0.0092249417,12.31,2,1.362,191.2,3.57,0,-1.119,5.652e-05,8.1739,2.79510799232748,127623.071197411
"CANDIDATE",7019524,"K02877.01",0.013624617,14.33,1,0.9846,122.7,3.591,0,-0.7836,0.0001156,1.2174,4.20100496231055,175789.925619835
"CANDIDATE",5106313,"K02878.01",0.014763503,15.56,1,0.4117,178.3,5.312,0,0.6819,-4.804e-05,0.15378,0.343665202763142,169080.331932773
"FALSE POSITIVE",7051984,"K02879.01",0.0060331557,23.52,1,0.009907,51.97,3.581,0,0.375,-4.272e-05,0.1236,0.282317940095478,303633.957142857
"CANDIDATE",9825174,"K02880.01",0.013237459,15.83,1,0.269,175,3.59,0,0.1604,-9.259e-05,1.34,0.47215698709713,262088.45505618
"FALSE POSITIVE",7812455,"K02881.01",0.017498342,35.98,1,0.5676,980.1,5.895,0,-1.463,0.0004118,3.4381,0.877705396637184,445248.659160696
"FALSE POSITIVE",5642620,"K02882.01",0.015976585,15.17,2,0.02714,226,4.663,0,-2.011,-0.0004535,5.2775,0.586449423757329,348841.034188034
"FALSE POSITIVE",5642620,"K02882.02",0.018955818,14.93,2,0.6858,321.6,3.751,0,-3.471,-7.107e-05,5.3528,0.482510500148027,337305.752066116
"CANDIDATE",5209845,"K02883.01",0.031505323,18.04,1,0.3334,801.5,4.431,0,-1.346,0.001168,0.25078,0.866776284298275,236058.631578947
"FALSE POSITIVE",9652649,"K02884.01",0.0070817525,12.81,1,2.092,54.15,3.305,0,10.13,-0.0004926,9.443,0.587301002847914,158590.904109589
"FALSE POSITIVE",11100670,"K02885.01",0.013363371,11.24,1,2.025,202.8,3.922,0,4.762,-0.0008569,6.5521,0.316165728951731,164902.518644068
"CANDIDATE",6129524,"K02886.01",0.015019139,18.92,1,0.008036,232.6,3.674,0,-0.2509,0.0003129,0.30962,0.64796100320919,258813.625
"FALSE POSITIVE",3859363,"K02887.01",0.014980663,18.2,1,2.504,326.4,4.499,0,-102.2,0.01945,10.306,0.729303628180463,147900.414448669
"FALSE POSITIVE",12023078,"K02888.01",0.0088098296,21.7,1,0.4154,108.7,3.621,0,-5.721,0.0003573,10.069,1.55989884670742,0
"FALSE POSITIVE",6364162,"K02889.01",0.020737521,31.92,1,6.645,252.7,5.007,0,0.589,-0.0001581,1.3568,27.8321398032917,423211.501014199
"CANDIDATE",7463685,"K02890.01",0.013699041,14.63,1,0.5254,156.9,3.491,0,0.8044,-0.0001598,0.84252,0.602716558780925,154840.514388489
"FALSE POSITIVE",10068024,"K02891.01",0.0083679428,16.5,1,0.4312,70.39,4.406,0,-7.208,0.000425,5.4223,0.583423913363046,295728.981132075
"FALSE POSITIVE",9636563,"K02892.01",0.01818418,18.91,1,1.287,306.9,7.027,0,-176.9,0.04644,0,1.36064780920971,243490.736842105
"FALSE POSITIVE",9520443,"K02893.01",0.017698782,17.65,1,0.2524,309.7,3.703,0,10.47,-0.002631,7.6489,0.490465190367541,223965.140776699
"CANDIDATE",6937402,"K02894.01",0.014678154,13.26,1,0.03117,187.1,3.792,0,0.1961,-3.456e-05,0.28676,0.458868896672954,139149.095081967
"FALSE POSITIVE",5475641,"K02895.01",0.0094621456,13.73,1,1.631,325.7,5.416,0,155.1,0,0,2.43226741418647,0
"FALSE POSITIVE",2853828,"K02896.01",0.0068594627,28.8,2,0.8596,76.94,8.155,0,20.68,0,16.298,1.28173422854401,285869.586466165
"FALSE POSITIVE",5817986,"K02897.01",0.015452906,21.67,1,1.093,931.5,4.284,0,-5.069,0.0009066,7.0088,0.831655855119781,244241.976190476
"CANDIDATE",11129258,"K02898.01",0.023674301,13.93,1,0.9848,591.6,4.226,0,-0.0625,4.509e-05,0.14681,0.431334404267027,189602.229571984
"CANDIDATE",4939533,"K02899.01",0.019813274,12.84,1,0.8297,323.7,3.51,0,-0.1922,-0.0003309,2.091,0.573690683807755,222259.261111111
"CANDIDATE",4846856,"K02900.01",0.025846781,13.87,1,0.009166,529.1,4.976,0,-0.9262,0.0006436,0.53606,0.908327153872476,181448.286363636
"FALSE POSITIVE",9366886,"K02901.01",0.013931716,22.1,1,0.8031,196.3,4.261,0,6.552,-0.0009997,4.8504,0.816921119655685,282932.283950617
"FALSE POSITIVE",3657176,"K02903.01",0.019958956,13.15,1,1.136,362.7,4.334,0,-16.12,0.005227,7.0954,0.599002232501733,132717.095890411
"CANDIDATE",3969687,"K02904.01",0.011374315,20.3,1,1.7,109.2,5.376,0,0.5275,-2.443e-05,0.22389,1.98329959812867,251923.722580645
"FALSE POSITIVE",9369366,"K02905.01",0.01004755,10.95,1,2.363,149.5,5.396,0,-45.52,0.0041,10.082,0.481945470820008,147873.796774194
"CANDIDATE",6716545,"K02906.01",0.010417051,12.63,3,2.963,77.89,3.828,0,0.5662,-4.113e-05,0.71277,1.8855573570746,151769.917266187
"CANDIDATE",6716545,"K02906.02",0.0088239111,8.379,3,2.12,70.33,3.131,0,2.96,-0.0001943,1.2247,0.59131406656587,105746.120300752
"CANDIDATE",6716545,"K02906.03",0.013000383,8.504,3,2.023,189.4,4.059,0,-0.5004,9.184e-05,1.6317,0.313212574042519,102906.685365854
"FALSE POSITIVE",2708885,"K02907.01",0.014416696,14.05,1,0.9757,276.7,6.587,0,-2.827,0.0003899,6.1236,0.437402336886742,138340.930656934
"FALSE POSITIVE",6612284,"K02908.01",0.013610059,12.69,1,1.862,254,4.284,0,-1.271,0.0003452,13.786,0.44145341670425,223716.207446808
"FALSE POSITIVE",7461307,"K02909.01",0.0082401978,15.21,1,1.144,96.34,4.238,0,6.55,-0.0003627,6.1263,0.759372926590651,192896.721973094
"CANDIDATE",4483138,"K02910.01",0.023607909,16.44,1,0.6126,440.9,4.836,0,-1.07,0.0005946,0.75979,1.19953708762368,261766.57615894
"FALSE POSITIVE",5471202,"K02911.01",0.019334706,23.21,1,6.77,376.4,4.981,0,-0.9099,0.0001794,1.312,23.2952311660343,347022.965811966
"FALSE POSITIVE",9640439,"K02912.01",0.015502039,21.33,1,0.5877,279.4,3.782,0,1.268,-0.0003627,1.6952,0.531064881099023,250633.956756757
"CANDIDATE",9693006,"K02913.01",0.0062659041,15.81,1,1.054,40.81,3.299,0,-0.2132,4.542e-06,0.45978,1.05589799427035,210321.497737557
"CANDIDATE",6837283,"K02914.01",0.011039735,15.44,1,0.3051,105,4.18,0,0.6137,-0.0001074,1.3631,1.60945515150138,407670.384615385
"CANDIDATE",5613821,"K02915.01",0.0089958368,14.14,1,0.0005948,64.82,3.269,1,-1.277,7.598e-05,0.8952,0.495608196882838,155240.501901141
"FALSE POSITIVE",7269881,"K02916.01",0.010973175,15.49,1,0.04894,118.1,3.879,0,0.06579,-1.005e-05,0.3302,0.99079614610997,207880.766990291
"FALSE POSITIVE",3228945,"K02917.01",0.0083845411,15.45,1,1.641,153.8,4.008,0,0.2151,-1.048e-05,4.9155,0.328984597012962,183660.956937799
"FALSE POSITIVE",7008149,"K02918.01",0.027050925,36.97,2,0.7008,1202,6.76,0,-3.352,0.001855,5.7573,1.37699947514582,463176.023965142
"CANDIDATE",10332213,"K02919.01",0.014980292,16.57,1,0.2893,186.6,3.392,0,-0.708,0.0001535,0.29771,0.376828572187498,211069.88
"CANDIDATE",7090524,"K02920.01",0.0126773,13.28,1,0.9373,129.2,4.055,0,0.9366,-0.0001666,0.63151,0.651632659029283,138880.488599349
"CANDIDATE",6842807,"K02921.01",0.023202186,10.96,1,0.07991,325.6,2.98,0,-0.59,0.0002619,1.4023,3.41330805697474,120764.11965812
"FALSE POSITIVE",4381282,"K02922.01",0.012079283,10.56,1,0.4495,145.3,2.987,0,-9.631,0.001176,6.0709,0.344998553844261,97057.8940886699
"CANDIDATE",9815053,"K02923.01",0.013602515,14.85,1,0.02755,218.3,3.53,0,1.533,-0.0002906,0.36215,0.276306102378244,179577.753846154
"CANDIDATE",7609553,"K02924.01",0.010856792,15.17,2,8.756e-05,109.8,3.143,0,-2.399,0,0.24453,0.697923617728485,190346.977973568
"CANDIDATE",7609553,"K02924.02",0.020400984,11.27,2,0.5527,338.9,3.283,0,-0.7108,0,0.47735,0.390014546193387,143076.930463576
