"koi_disposition","kepid","kepoi_name","tce_dor","tce_chisqgof","tce_slogg_prov","tce_rb_tcount3","tce_fwm_sra","tce_fwm_pdeco","tce_duration_sn","tce_insol_sn","tce_ptemp_sn","tce_fwm_sdeco_sn","tce_dikco_mra_sn"
"CANDIDATE",10189546,"K00427.01",48.124853,380.3,26,0,18.868176,-0.002415,14.5430809399478,4.30461538461538,11.0531148645803,-5.7496,0.497815533980583
"CANDIDATE",10189546,"K00427.02",42.012147,328.9,26,0,18.868174,-0.0008018,13.9914486921529,4.29677419354839,9.12267799589804,-5.16806722689076,-0.453751724137931
"CANDIDATE",10189546,"K00427.03",64.631287,192.9,26,0,18.86817,-0.0006225,14.0214682767874,4.32098765432099,12.7761678124449,-2.85217391304348,-1.12559139784946
"CANDIDATE",10418224,"K00428.01",7.3632343,12700,47,0,19.787579,0.0001109,203.197418597829,7.77335510648432,11.180914630539,-7.04013377926421,0.0198148148148148
"CANDIDATE",10616679,"K00429.01",13.770687,2650,7,0,19.846681,-0.0004517,58.7034128230758,4.64743967039435,13.0417403839853,2.09354838709677,-0.348864265927978
"CANDIDATE",10717241,"K00430.01",28.408305,631.4,42,0,19.032337,-0.0002181,16.5727980826842,10.6446280991736,9.13734639194308,1.23962264150943,-0.490506666666667
"CANDIDATE",10717241,"K00430.02",15.138725,685,42,0,19.032289,0.0004113,3.97268070574844,10.6477272727273,2.2214026762556,-1.78378378378378,0.612358490566038
"CANDIDATE",10843590,"K00431.01",24.149373,469.9,7,0,18.830692,2.126e-05,25.1361295069904,3.55757575757576,12.9875483678936,0.0557065217391304,0.591777323799796
"CANDIDATE",10843590,"K00431.02",51.117458,311,7,0,18.830677,0.0002681,13.0308699719364,3.5578231292517,9.14398884593447,-0.905588235294118,0.785074626865672
"CANDIDATE",10858832,"K00432.01",9.3003977,1468,7,0,19.38318,-0.000224,34.8001865961748,2.28320834691881,9.93186084071762,0.0858259911894273,0.979689521345408
"CANDIDATE",10937029,"K00433.01",171.12605,1688,23,0,19.903401,0.002356,172.809753331443,5.9,2.36416911650936,7.24514991181658,2.91048850574713
"CANDIDATE",10937029,"K00433.02",7.8631269,3304,23,0,19.903401,0.0003548,50.8951851208065,6.16324133881386,7.75188874452625,6.68814055636896,2.20239099859353
"FALSE POSITIVE",11656302,"K00434.01",16.475839,46570,7,0,19.246169,-0.006245,844.540229885058,2.86907216494845,33.3718564882083,-23.3215130023641,0.894956140350877
"CANDIDATE",11709124,"K00435.01",21.889914,1166,16,0,19.318705,0.0004661,39.3018335684062,5.14202561117579,7.36555708575459,1.61160714285714,0.221616889804325
"CANDIDATE",11709124,"K00435.03",37.408422,4015,16,0,19.318844,0.0002762,2.83382531689529,5.17948717948718,4.3441232983116,-0.55938566552901,-0.0943062730627306
"CANDIDATE",11709124,"K00435.04",4.8797472,2256,16,0,19.318699,4.654e-05,7.09018318459371,5.14001540041068,6.02230872885163,0.616888888888889,0.240792452830189
"CANDIDATE",11709124,"K00435.05",40.856777,315.2,16,0,19.318686,1.688e-06,5.94237288135593,5.14254385964912,6.85892426635631,0.948502994011976,-0.6438671875
"CANDIDATE",11709124,"K00435.06",7.8597799,1055,16,0,19.318689,0.0002928,6.31499519824393,5.14103129131776,6.16437839875087,-1.52565880721221,-0.972343324250681
"CANDIDATE",11805075,"K00436.01",320.85612,7605,7,0,19.110458,-0.000392,341.107644305772,3.04444444444444,12.116794967304,1.38425531914894,-0.0490392670157068
"FALSE POSITIVE",11824222,"K00437.01",54.226556,65230,7,0,19.774535,0.002232,228.985866600545,5.63973799126637,11.553307474578,37.9209621993127,-0.895127840909091
"CANDIDATE",12302530,"K00438.01",8.948667,1520,30,0,19.233053,-0.0002905,30.9751665657177,9.3531746031746,13.8230095541401,4.12650602409638,-2.079792147806
"CANDIDATE",12302530,"K00438.02",80.998984,211,30,0,19.233036,-0.00095,10.4024667315807,9.14285714285714,7.72262575257332,3.12679425837321,-0.244422110552764
"CANDIDATE",12470954,"K00439.01",3.8015863,7842,16,0,19.760479,0.0001804,101.205821205821,5.35143879939419,12.3976688904225,22.8220140515222,1.98689956331878
"CANDIDATE",2438264,"K00440.01",19.452452,996.9,16,0,19.353093,-0.0004335,21.827731092437,8.4213649851632,6.15960151972956,-3.98380281690141,-2.69768467475193
"CANDIDATE",2438264,"K00440.02",11.960397,1164,16,0,19.353106,-0.0005214,10.8562300319489,8.43253467843632,12.0029224356825,-1.985,-1.70860869565217
"FALSE POSITIVE",3340312,"K00441.01",15.586897,1147,18,0,19.39758,0.03376,19.3008067614291,4.42896935933148,3.50619403395045,-120.477528089888,1.65110837438424
"CANDIDATE",3745690,"K00442.01",10.45809,1038,16,0,19.406467,-0.0003827,24.3188698284561,4.77024070021882,12.5793279639733,-0.553813559322034,-1.03083333333333
"CANDIDATE",3745690,"K00442.02",2.7887423,4650,16,0,19.406477,-0.0001034,8.04236419542193,4.76931213200296,3.75242610436956,-1.1233552631579,-0.713571428571429
"CANDIDATE",3745690,"K00442.03",11.522822,816.3,16,0,19.406474,-0.0004404,3.97440392706872,4.769669327252,4.3791340570563,2.44097222222222,-0.423333333333333
"CANDIDATE",3833007,"K00443.01",17.291422,1215,7,0,19.034453,6.349e-06,24.6280991735537,2.82656826568266,8.44504105033429,0.0508910891089109,0.453953488372093
"CANDIDATE",3847138,"K00444.01",13.869388,1145,32,0,19.368631,6.365e-06,15.2836879432624,5.37574159525379,6.79790989577496,0.195667870036101,-0.33075
"CANDIDATE",4633570,"K00446.01",26.134205,422,7,0,18.935473,-0.0004529,9.20239282153539,6.47368421052632,9.14507563271436,2.32368421052632,0.820552486187845
"CANDIDATE",4633570,"K00446.02",35.095135,416,7,0,18.935477,0.0003033,10.0071701720841,6.45535714285714,6.59052122685124,-0.297744360902256,3.54897727272727
"FALSE POSITIVE",5021176,"K00447.01",3.7028144,2054,7,0,19.639275,-0.03819,27.4181117533719,2.98232026910741,5.7493726966204,144.611260053619,-0.997509727626459
"CANDIDATE",5640085,"K00448.01",20.774959,865.1,30,0,19.804673,0.0001894,14.559697460832,8.34513274336283,9.2389704041264,2.56,1.84323529411765
"CANDIDATE",5640085,"K00448.02",20.265285,1075,30,0,19.804678,0.001232,1.04448742746615,8.4375,1.20839668976653,0.0701673640167364,0.0233459119496855
"FALSE POSITIVE",5779852,"K00449.01",244.16736,806.9,7,0,19.213201,0.0003162,49.5444471804974,2.52083333333333,4.25165878660257,-1.00280373831776,0.0893398294762485
"FALSE POSITIVE",6042214,"K00450.01",28.634199,526.3,7,0,19.450241,-0.003059,34.5114869982328,2.39393939393939,12.4653096207414,13.9662447257384,35.9798816568047
"FALSE POSITIVE",6200715,"K00451.01",3.6267279,3400,7,0,19.35993,-0.004278,26.3179237631792,2.82141531609551,10.4189179706687,30.8299319727891,-102.36943620178
"CANDIDATE",6291033,"K00452.01",2.756929,4078,7,0,19.580555,-9.277e-05,28.9287686361126,2.45767277204864,14.2797969805153,1.18974358974359,-0.55825
"FALSE POSITIVE",6758917,"K00453.01",7.4490551,137900,7,0,19.007977,-0.0001041,383.264462809917,3.03889118742242,32.4974025974026,11.5095948827292,-2.61181683899557
"CANDIDATE",7098355,"K00454.01",25.866278,380.9,7,0,18.977176,-0.0003893,16.5167464114833,4.36119402985075,9.56923788514908,0.842153846153846,0.924125
"FALSE POSITIVE",7101828,"K00455.01",31.805475,426.1,7,0,19.082615,-0.01643,15.9991990388466,6.43243243243243,3.02648836971001,55.9299191374663,-19.765625
"CANDIDATE",7269974,"K00456.01",10.513107,1665,26,0,19.184913,6.969e-05,63.0775009390259,4.19589178356713,5.22657417927405,0.951449275362319,0.550764563106796
"CANDIDATE",7269974,"K00456.02",5.2352202,1996,26,0,19.184923,-0.0001496,7.83593356819326,4.19592711682744,3.9005688587086,1.69978354978355,0.770070921985816
"CANDIDATE",7440748,"K00457.01",9.0848027,1588,16,0,19.367768,5.694e-05,20.3125,8.44005021971124,11.0276022786121,1.53404255319149,-1.30325112107623
"CANDIDATE",7440748,"K00457.02",11.404204,905.7,16,0,19.367771,0.000215,25.9628056816518,8.4380081300813,14.9969570178775,-0.0892592592592592,0.216703703703704
"CANDIDATE",7504328,"K00458.01",51.688877,587.4,26,0,18.858843,-0.0006239,71.9561052081519,3.36306312963373,13.4803229061554,2.58933333333333,-1.26383631713555
"CANDIDATE",7977197,"K00459.01",22.560682,889.9,7,0,19.818594,-0.0001777,28.0060422960725,2.84134078212291,8.83814393939394,0.18593023255814,-0.261756756756757
"CANDIDATE",7977197,"K00459.02",7.1186351,1463,7,0,19.81861,-4.035e-05,6.62059825823552,2.84056338028169,6.39981883701239,0.160796610169492,0.0666339468302659
"CANDIDATE",8043638,"K00460.01",22.351746,1246,26,0,19.775787,-0.002068,27.7948402948403,3.63428217821782,10.7163161993769,-6.14594594594595,1.05404494382022
"FALSE POSITIVE",8621348,"K00461.01",4.9609506,2037,7,0,19.370193,0.01194,27.2477522477523,3.45601436265709,5.31737215403051,-76.8092105263158,104.317073170732
"FALSE POSITIVE",8773869,"K00462.01",2.1692835,5415,7,0,19.893879,0.0001171,9.12308673469388,0.996641196750065,7.42961884885765,0.0166908077994429,-77.6578581363004
"CANDIDATE",8845205,"K00463.01",42.234354,684.2,42,0,20.013787,0.001106,22.8102788408967,5.04166666666667,13.0097891566265,0.0264698795180723,13.3507917174178
"CANDIDATE",8890783,"K00464.01",65.83185,935,7,0,19.583141,0.0001048,112.803804156393,2.81081081081081,12.8289928974686,-0.00111045454545455,0.103041786743516
"CANDIDATE",8890783,"K00464.02",11.61131,1921,7,0,19.583134,0.0001053,16.0755225893459,2.80841295446085,10.6728417338305,-0.825170068027211,0.122160633484163
"FALSE POSITIVE",9008220,"K00466.01",11.696065,1623,26,0,19.076802,5.969e-05,88.039457459926,3.18675756636711,10.8752913752914,0.89766081871345,-0.547510608203677
"CANDIDATE",9583881,"K00467.01",22.484879,2299,7,0,19.341304,0.0008722,86.0935091625279,2.47186629526462,9.2787219578518,0.714393939393939,-0.672520661157025
"CANDIDATE",9589524,"K00468.01",34.036614,582.6,7,0,19.496418,1.071e-06,22.3529411764706,4.96470588235294,8.88519322622666,0.331412429378531,-1.15157657657658
"CANDIDATE",9703198,"K00469.01",23.615138,2078,7,0,19.242523,-0.0001137,40.5194805194805,2.61248374512354,7.02996625586854,-1.54196428571429,-1.6648275862069
"CANDIDATE",9844088,"K00470.01",10.581102,3775,7,0,19.78922,5.582e-05,37.3379587365346,2.58578332662102,11.3385047779651,-2.02702702702703,-0.823294964028777
"CANDIDATE",10019643,"K00471.01",21.045935,581.8,26,0,19.666854,-2e-04,18.4297891431135,3.72743521000894,13.6574747379356,1.25745454545455,-1.11485915492958
"CANDIDATE",10019643,"K00471.02",9.6061763,1156,26,0,19.666828,0.0001664,5.31763947113834,3.72818713450292,3.38707603741905,-1.4524627720504,-1.57743801652893
"CANDIDATE",10123064,"K00472.01",7.5283336,3475,7,0,18.907885,-0.0007264,28.7237615449202,2.59843602302999,9.57388287422146,3.45562770562771,4.64856396866841
"CANDIDATE",10155434,"K00473.01",10.797771,967.3,7,0,19.787252,6.985e-05,26.199203187251,3.04518236254763,9.25754682335659,-0.399312714776632,1.08097713097713
"CANDIDATE",10460984,"K00474.01",12.620226,872,16,0,19.18537,-8.228e-05,18.3043234138125,4.50331753554502,12.1514672216441,-0.145991561181435,-1.16227272727273
"CANDIDATE",10460984,"K00474.02",36.96786,386.8,16,0,19.185406,-0.0003127,7.95419511120898,4.50231481481481,6.8316531396839,1.21167883211679,-1.86890625
"CANDIDATE",10460984,"K00474.03",40.171454,460.1,16,0,19.185386,-0.0001052,15.36645351697,4.49438202247191,6.10782742483493,-0.0847058823529412,-0.873045454545454
"CANDIDATE",10460984,"K00474.04",10.487675,970.1,16,0,19.185407,-3.356e-05,3.26009389671362,4.50291676015257,3.6407606648574,0.035503355704698,-0.163520971302428
"CANDIDATE",10577994,"K00475.01",11.851254,960.9,26,0,18.712701,-0.0003212,11.1604749138261,7.50843373493976,7.81322996040329,2.22261904761905,-2.9181884057971
"CANDIDATE",10577994,"K00475.02",23.73841,639.5,26,0,18.712738,-0.0003631,9.0392766318169,7.50555555555556,6.86721497754451,1.96648501362398,-3.45757009345794
"CANDIDATE",10599206,"K00476.01",28.491949,572.5,26,0,19.436951,0.0001957,7.8268780868209,8.77669902912621,6.46925203421657,-0.928824833702882,0.462283582089552
"CANDIDATE",10934674,"K00477.01",19.473357,553.8,7,0,19.844845,-0.0001353,11.0387811634349,4.31241830065359,6.28210857752273,-0.248177215189873,0.123803468208092
"CANDIDATE",10990886,"K00478.01",28.669105,631.5,42,0,19.873738,-0.0001004,19.9090573921593,8.38541666666667,11.6097861209417,8.63473053892215,10.0264108352144
"CANDIDATE",11015323,"K00479.01",28.194043,709,32,0,18.900487,-7.755e-05,40.1412429378531,5.51524390243903,11.2584851390221,2.3027027027027,-1.86956140350877
"CANDIDATE",11134879,"K00480.01",8.3823615,1644,7,0,19.362506,-2.759e-05,20.951932139491,3.36090946445692,8.83835024114419,-0.524594594594595,0.42364758698092
"CANDIDATE",11192998,"K00481.01",13.559737,1294,7,0,19.544006,-0.000649,18.8969616908851,3.91973868408773,9.32633208925593,0.381221374045801,-2.17092105263158
"CANDIDATE",11192998,"K00481.02",3.1899154,4583,7,0,19.54401,-0.000203,12.5823451910408,3.91998216872841,7.7535368043088,-0.71453488372093,-1.93189017951426
"CANDIDATE",11192998,"K00481.03",27.137447,337.5,7,0,19.543997,-0.0005788,26.8158436213992,3.92413793103448,13.680431050925,-0.33970297029703,-0.801214361140443
"FALSE POSITIVE",11255761,"K00482.01",3.8926011,1979,7,0,19.787349,0.003536,18.9177489177489,2.81697431389784,2.57160602855119,-18.8377581120944,14.5581127733026
"CANDIDATE",11497977,"K00483.01",7.7639064,1839,7,0,19.103393,0.0001952,17.6896551724138,3.05041543444585,8.46973329337728,-0.847540983606557,1.8574054054054
"CANDIDATE",12061222,"K00484.01",18.803903,800.5,7,0,19.414741,-0.0002448,17.5672102247686,4.99097065462754,10.2136070962223,3.25375722543353,1.79435185185185
"FALSE POSITIVE",12316431,"K00485.01",9.6296943,1557,7,0,19.741317,0.003621,49.5863970588235,2.39405730456314,16.7092271764514,-16.8440860215054,41.2449101796407
"CANDIDATE",12404305,"K00486.01",21.338381,731.1,32,0,19.301415,5.896e-05,21.7471358428805,4.08506429277943,9.92025366627031,3.31120331950208,0.0890572815533981
"CANDIDATE",12834874,"K00487.01",8.5175332,1268,7,0,19.349809,0.0001231,19.8925373134328,3.15074883378345,9.79612707547537,5.07725321888412,1.04142857142857
"CANDIDATE",2557816,"K00488.01",13.024716,1140,7,0,19.130924,2.246e-05,9.39527212754261,3.60234346393263,7.97290871896942,-3.07125,0.622178988326848
"FALSE POSITIVE",2576197,"K00489.01",3.9960287,4699,7,0,19.436286,-0.002826,10.0777076250607,2.53113841156072,12.230854413953,22.6768707482993,65.1002865329513
"CANDIDATE",3239945,"K00490.01",278.1659,38270,16,0,19.510568,-0.0004655,133.996683250415,8.5,11.6101291115893,2.8044,2.2437849944009
"CANDIDATE",3239945,"K00490.02",6.632156,1986,16,0,19.510559,-1.346e-05,13.000506842372,8.32890365448505,9.175127126074,0.328553191489362,1.37783582089552
"CANDIDATE",3239945,"K00490.03",9.0974973,1382,16,0,19.510575,-5.589e-05,12.0476748729973,8.33,0.795505140198604,0.616107382550336,1.4981981981982
"CANDIDATE",3239945,"K00490.04",23.799975,375.8,16,0,19.510576,0.000133,4.3520942408377,8.33802816901408,4.7348159340227,-0.638875,1.32961992136304
"FALSE POSITIVE",3541800,"K00491.01",2.6671128,2411,7,0,19.374869,0.003545,24.8577101257445,2.58161217986545,1.80583174714486,-29.9152542372881,35.8985714285714
"CANDIDATE",3559935,"K00492.01",25.152236,499.8,26,0,19.678856,-0.0005795,20.3536110278693,4.77230046948357,8.28579885343968,-2.35061728395062,0.157118644067797
"FALSE POSITIVE",3834360,"K00493.01",5.5138692,2861,7,0,19.072282,0.02108,7.47231767850325,2.83853109429784,11.6442208462332,-145.667447306792,0
"CANDIDATE",3966801,"K00494.01",37.054353,355.9,30,0,19.647473,-5.89e-05,10.3073347107438,3.44776119402985,7.65781847687493,-0.633928571428571,0.333604417670683
"FALSE POSITIVE",4049108,"K00495.01",3.752569,2933,7,0,0,0.02273,32.687559354226,4.10555088309504,7.86393415084831,-185.058139534884,0
"CANDIDATE",4454752,"K00496.01",3.7326838,6525,18,0,19.25033,8.481e-06,11.6666666666667,2.54801695099424,7.58164243489375,0.640106951871658,0.974065040650407
"CANDIDATE",4757437,"K00497.01",12.006123,1087,26,0,19.647337,-2.965e-06,17.0026092628832,4.46990424076607,9.7511609393658,1.65420560747664,0.439135294117647
"CANDIDATE",4757437,"K00497.02",5.1318042,1823,26,0,19.647335,5.377e-06,6.3032758013385,4.4696740256635,4.75272891167481,0.617578125,0.669052631578947
"CANDIDATE",4847534,"K00499.01",14.643509,716.7,7,0,19.66681,7.884e-05,7.74183704607873,3.87161773172136,7.92290539335197,-0.42,2.09055555555556
"CANDIDATE",4852528,"K00500.01",10.650705,1530,30,0,19.740843,-4.245e-05,29.3673887272335,9.68949771689498,7.43728323699422,0.104810126582278,1.63525423728814
"CANDIDATE",4852528,"K00500.02",15.681228,855,30,0,19.74084,0.0004591,22.5429553264605,9.6734693877551,12.9897236494931,-1.81428571428571,-0.0310624060150376
"CANDIDATE",4852528,"K00500.03",5.7880391,1693,30,0,19.740846,5.26e-05,7.7076287110109,9.69381598793363,9.43197965090781,-0.358857142857143,0.208260405549626
"CANDIDATE",4852528,"K00500.04",2.5559231,3617,30,0,19.740847,3.915e-05,4.38172825138202,9.69631596415533,4.69628133148535,-0.399571734475375,-1.19234482758621
"CANDIDATE",4852528,"K00500.05",5.6039768,829.3,30,0,19.740842,-0.0004079,11.172194457065,9.69371727748691,8.94957166828579,2.06924939467312,0.0384792147806005
"CANDIDATE",4951877,"K00501.01",16.531755,1076,26,0,19.898236,-8.222e-05,18.9183764495986,4.78459937565036,9.12674470291895,-1.62076677316294,1.47062222222222
"FALSE POSITIVE",5282051,"K00502.01",3.6942567,1504,7,0,19.58894,0.02132,19.4563662374821,2.70177514792899,9.4436958614052,-131.30898021309,-2.12863436123348
"CANDIDATE",5340644,"K00503.01",14.10858,1012,42,1,18.899986,0.0002148,15.4929577464789,10.5529953917051,9.26385184439635,-1.62068965517241,-1.41993127147766
"CANDIDATE",5461440,"K00504.01",24.278459,381.5,26,0,19.695526,-0.000448,20.3431210821511,4.76229508196721,8.73476959125228,-0.539622641509434,-1.72032085561497
"CANDIDATE",5689351,"K00505.01",16.63603,638.1,16,0,19.066665,-9.423e-05,18.7423687423687,8.65204678362573,11.5287103283801,0.655263157894737,1.34266666666667
"CANDIDATE",5689351,"K00505.02",63.461417,158.3,16,0,19.066658,-4.687e-05,22.5805369127517,8.72413793103448,12.8444953926194,0.281879432624114,-2.3642779587405
"CANDIDATE",5689351,"K00505.03",4.4855103,1940,16,0,19.066676,-5.135e-05,6.31127111603434,8.66253737718923,8.83216251558556,0.578542510121458,0.938251366120218
"CANDIDATE",5689351,"K00505.04",7.5091739,780.9,16,0,19.066664,-6.378e-05,11.9274459508978,8.65765765765766,12.0152613181004,0.529550321199143,1.14390532544379
"CANDIDATE",5689351,"K00505.05",7.6785052,734.1,16,0,19.066638,-9.191e-05,6.19798234552333,8.65993945509586,5.67110696965205,0.818329938900204,-0.765894736842105
"CANDIDATE",5780715,"K00506.01",5.251213,4778,7,0,19.233932,-0.0005836,13.2506824385805,2.30835424375168,8.95147575677412,4.91897810218978,3.72315394242804
"CANDIDATE",5812960,"K00507.01",26.339421,802.7,7,0,19.833582,0.0002424,20.0271444082519,3.98094027954257,11.470326545588,-0.626875,1.19140022050717
"CANDIDATE",6266741,"K00508.01",9.4550935,1368,16,0,18.968079,-8.915e-05,24.7488584474886,4.23971475589687,10.814644905161,1.70705128205128,0.616423423423423
"CANDIDATE",6266741,"K00508.02",21.414691,717,16,0,18.968083,-0.0001111,13.8912685337727,4.24150664697193,7.50403697636321,1.28619246861925,-0.195398550724638
"CANDIDATE",6381846,"K00509.01",5.8079978,2368,26,0,19.784794,0.0001199,23.0298393267024,5.60265027847129,12.6507315586263,1.05104895104895,-0.617012195121951
"CANDIDATE",6381846,"K00509.02",18.231833,862.4,26,0,19.784809,0.0001034,12.4104378593543,5.60177646188009,9.67198393452561,0.976262626262626,0.192154545454545
"CANDIDATE",6381846,"K00509.03",9.0954283,552.9,26,0,19.784781,0.0001138,0.120872936468234,5.59459459459459,0.896179304804886,0.0976991150442478,-1.06111392405063
"CANDIDATE",6422155,"K00510.01",3.8895096,1845,16,0,18.891217,-5.661e-05,15.2427184466019,4.75616637111075,10.8143920997248,0.458983050847458,-0.256981651376147
"CANDIDATE",6422155,"K00510.02",6.7860452,1118,16,0,18.891227,7.884e-05,14.7905433430112,4.75612522686025,6.62897060407021,-0.389306358381503,-0.955866666666667
"CANDIDATE",6422155,"K00510.03",14.931936,437.3,16,0,18.891207,0.0003527,7.07363240583002,4.75564681724846,7.33526240510507,-1.29645892351275,-2.55264150943396
"CANDIDATE",6422155,"K00510.04",44.348623,206.5,16,0,18.89126,0.0005304,5.10891089108911,4.75991189427313,4.17257344152985,-1.27964236588721,0.3844
"CANDIDATE",6451936,"K00511.01",11.753303,1298,7,0,19.643098,-1.167e-06,21.0085134250164,2.92272390821614,11.5059767413591,0.564577464788732,-0.83518
"CANDIDATE",6451936,"K00511.02",6.3754057,1650,7,0,19.643088,-3.935e-05,6.07363479120336,2.92279670224324,6.47896945447448,0.724697336561743,-1.11532967032967
"CANDIDATE",6838050,"K00512.01",9.1212813,1670,7,0,18.807412,-0.0001765,11.0119239445698,2.82961143367575,7.60554231903789,1.12979452054795,-1.09208416833667
"CANDIDATE",6937692,"K00513.01",23.191227,898.8,7,0,19.215379,0.0002824,33.254593175853,2.56441717791411,10.1286282695193,-0.788842975206612,-0.51088679245283
"FALSE POSITIVE",7602070,"K00514.01",5.9398769,1551,7,0,19.335532,0.008493,26.1272321428571,3.53575482406356,3.37959713434263,-51.3993174061434,46.0928961748634
"FALSE POSITIVE",7812179,"K00515.01",13.058989,3319,7,0,19.201434,-0.03641,63.0475890324614,3.50492880613362,3.7639266842325,200.25641025641,-38.8605341246291
"FALSE POSITIVE",7840044,"K00516.01",6.2588604,1454,7,0,19.818244,-0.0113,13.7422222222222,2.76284120927502,3.78225177284319,56.9572107765452,-39.48370273794
"CANDIDATE",8015907,"K00517.01",5.3285961,2960,26,0,19.101901,5.032e-06,30.9743160245673,5.59128198849026,12.6726049809126,0.38252427184466,-0.565461956521739
"CANDIDATE",8017703,"K00518.01",23.056813,960.8,23,0,19.162598,-9.763e-05,19.196261682243,8.65234375,7.91428214419593,-0.100519480519481,-6.53697674418605
"CANDIDATE",8017703,"K00518.02",114.24892,129.8,23,0,19.16261,-0.0001411,29.2743902439024,8,8.64472843450479,-0.000441721854304636,-3.15884848484848
"CANDIDATE",8017703,"K00518.03",46.222688,311.4,23,0,19.162603,0.0001023,12.2859164897381,8.57142857142857,6.78201614510664,-0.812068965517242,-2.724
"CANDIDATE",8022244,"K00519.01",13.287109,1018,7,0,19.303559,0.0002096,13.2700421940928,2.38861332758249,7.37424819462654,-1.51125,-2.30945454545455
"CANDIDATE",8022244,"K00519.02",21.34016,594.4,7,0,19.303577,0.0002608,23.8653198653199,2.38757655293088,9.34612537384146,-1.3958904109589,-1.9564606741573
"CANDIDATE",8037145,"K00520.01",9.6293188,1108,26,0,19.64452,0.0001271,42.0332355816227,7.28544061302682,11.041889483066,-1.09465020576132,-0.121837837837838
"CANDIDATE",8037145,"K00520.02",19.218393,455.6,26,0,19.644528,-0.000329,22.1276595744681,7.27317073170732,9.5433157604847,0.699130434782609,0.209267123287671
"CANDIDATE",8037145,"K00520.03",7.9569035,1542,26,0,19.644528,0.0002179,6.03350637092968,7.28667894413751,5.84131092879393,-1.62984014209591,0.727022388059701
"CANDIDATE",8037145,"K00520.04",32.685907,263.3,26,0,19.644542,-2.735e-05,5.61708169506335,7.28048780487805,8.35852454798494,-0.0125546875,0.1862109375
"CANDIDATE",8162789,"K00521.01",15.757668,1713,7,1,19.382389,-0.0005797,32.0317145688801,2.52080344332855,9.71086743844774,-12.818691588785,0.728011283497884
"CANDIDATE",8162789,"K00521.02",9.21755,1638,7,1,19.382395,-5.343e-05,5.49701584688207,2.52077600440286,3.2736808873965,-1.05585106382979,-1.39498614958449
"CANDIDATE",8265218,"K00522.01",18.585982,939.9,7,0,20.07655,-0.001307,26.3681592039801,3.16712834718375,14.6126459844626,0.855970149253731,-1.14934673366834
"CANDIDATE",8806123,"K00523.01",42.295179,599.9,26,0,19.069809,9.553e-05,79.7619047619048,4.38368580060423,14.0182406051733,-0.421944444444445,0.0674376693766938
"CANDIDATE",8806123,"K00523.02",17.510191,637.9,26,0,19.069812,0.0001691,27.1551155115512,4.37551020408163,10.8286297177831,-0.612415349887133,-0.799863945578231
"CANDIDATE",8934495,"K00524.01",5.4423999,2448,7,0,18.902948,4.563e-05,46.5607599082869,4.00300925925926,11.1564348911686,2.39814814814815,1.82712975098296
"FALSE POSITIVE",9119458,"K00525.01",10.327809,1903,7,0,20.060554,0.0003125,40.9015715467328,2.61790476190476,1.85386955608138,-1.35862068965517,-1.32361538461538
"CANDIDATE",9157634,"K00526.01",4.3235323,3177,7,0,19.537146,0,31.4842088037964,2.59908343868521,13.5565629878708,-3.75328614762386,1.098125
"FALSE POSITIVE",9636569,"K00527.01",9.0751119,1755,7,0,19.016362,0.0005201,7.1058055650979,3.18046971569839,8.91536827940033,-4.92644483362522,-141.160839160839
"CANDIDATE",9941859,"K00528.01",11.678448,1486,26,0,19.140072,0.000118,21.6172016959419,3.60130525066746,10.2828661575747,-2.04189944134078,-0.524075471698113
"CANDIDATE",9941859,"K00528.02",91.820928,182.9,26,0,19.140062,-0.0005725,14.1370869033048,3.58709677419355,9.33338400729705,1.21379310344828,-0.996396396396396
"CANDIDATE",9941859,"K00528.03",39.507282,475.4,26,0,19.140089,3.807e-05,6.62496445834518,3.60016420361248,6.8327263400872,-0.729661016949153,-0.573270114942529
"FALSE POSITIVE",10068030,"K00529.01",5.9294381,3700,7,0,19.256561,0.0004393,16.8588074872939,3.50043170436885,22.4334075723831,25.4457831325301,0.664203354297694
"CANDIDATE",10266615,"K00530.01",18.177399,739.1,7,0,19.244695,0.0002336,7.33529411764706,3.03992467043314,7.35596938526788,-1.10869565217391,0.991059602649007
"CANDIDATE",10395543,"K00531.01",24.684196,48750,42,0,19.179414,-0.001032,40.2752293577982,9.71299638989169,12.255701754386,-30.32421875,-2.17769784172662
"CANDIDATE",10454313,"K00532.01",5.2003831,2794,7,0,18.950483,-0.0001222,25.1553784860558,2.35571725571726,7.25374312969865,1.19636363636364,2.25199579831933
"CANDIDATE",10513530,"K00533.01",15.220576,956.3,7,0,18.70941,0,19.0694626474443,3.33231939163498,11.0405645229443,3.71304347826087,0.813768115942029
"CANDIDATE",10513530,"K00533.02",6.6037659,1871,7,0,18.709394,0,2.76204169662114,3.33320433436533,2.58509794684568,1.516,-0.0136029579067122
"CANDIDATE",10554999,"K00534.01",12.012257,1051,7,0,19.910915,-8.023e-05,9.98535871156662,4.65082266910421,9.54368076053207,-0.450809061488673,-1.30283333333333
"CANDIDATE",10554999,"K00534.02",4.9517331,1858,7,0,19.910913,-0.0001545,8.63880844021514,4.64979399646851,7.44266675048721,0.352631578947368,-1.2751572327044
"CANDIDATE",10873260,"K00535.01",6.8277968,2645,7,0,19.759034,-0.0007665,44.2232558139535,2.43077940325647,7.06955445544554,-0.683244962884411,0.118998742138365
