"koi_disposition","kepid","kepoi_name","tce_duration","tce_fwm_pdeco","tce_dicco_mra"
"FALSE POSITIVE",11252617,"K06236.02",3.198,-0.005927,0.12086
"FALSE POSITIVE",11516930,"K06240.01",1.171,0.002326,1.6324
"FALSE POSITIVE",11558882,"K06241.01",6.758,-0.0759,-0.094977
"FALSE POSITIVE",11673686,"K06243.01",5.99,-0.02154,0.0055463
"FALSE POSITIVE",11724210,"K06244.01",3.619,0.0003109,-0.017808
"FALSE POSITIVE",11775507,"K06245.03",3.257,0.0001713,-0.16928
"CANDIDATE",11856178,"K06246.01",2.325,-6.366e-05,0.24714
"FALSE POSITIVE",11867071,"K06247.01",3.105,-0.0002009,0.011874
"FALSE POSITIVE",11975363,"K06248.01",2.5,0,0.1895
"FALSE POSITIVE",12207117,"K06249.01",0.8555,-0.0006401,0.02603
"CANDIDATE",12367464,"K06250.01",1.696,0.0004157,0.017817
"FALSE POSITIVE",12470041,"K06251.01",2.399,-0.0001801,0.00048383
"FALSE POSITIVE",1026032,"K06252.01",4.81,-0.01197,0.060092
"FALSE POSITIVE",2012722,"K06257.01",4.566,-5.324e-05,0.060455
"FALSE POSITIVE",2013883,"K06258.01",1.355,-2.279e-05,-8.2373
"CANDIDATE",2161949,"K06259.01",2.636,8.43e-05,0.13528
"CANDIDATE",2161949,"K06259.02",3.402,0.0001187,-1.0385
"FALSE POSITIVE",2162994,"K06260.01",5,0.1246,-0.033793
"FALSE POSITIVE",2167444,"K06261.01",13.85,-4.304e-06,-0.0095181
"CANDIDATE",2301068,"K06263.01",2.826,0.0001049,-0.40941
"FALSE POSITIVE",2305372,"K06264.01",3.5,0,-0.026807
"FALSE POSITIVE",2306740,"K06265.01",7.5,0,0.013645
"FALSE POSITIVE",2308957,"K06266.01",13.34,0,1.2344
"CANDIDATE",2422820,"K06267.01",5.185,3.542e-05,0.50196
"FALSE POSITIVE",2437452,"K06268.01",8.124,-0.005527,2.4316
"FALSE POSITIVE",2437804,"K06269.01",5.098,-0.01699,-1.8839
"FALSE POSITIVE",2438061,"K06270.01",4.252,-0.003638,-1.816
"FALSE POSITIVE",2438062,"K06271.01",4.048,-0.001227,-1.8578
"FALSE POSITIVE",2438517,"K06272.01",3.609,0.001722,-8.6661
"FALSE POSITIVE",2442084,"K06273.01",7.382,0.002933,-0.018715
"CANDIDATE",2449245,"K06274.01",6.336,-6.231e-05,0.31984
"CANDIDATE",2557350,"K06276.01",1.771,9.013e-07,0.48498
"FALSE POSITIVE",2557430,"K06277.01",2.718,0,-1.6283
"FALSE POSITIVE",2568971,"K06278.01",5.67,-0.0002649,0.5972
"FALSE POSITIVE",2570505,"K06279.01",5.611,-5.465e-05,-0.75093
"FALSE POSITIVE",2570767,"K06280.01",5.306,3.954e-05,-4.6329
"FALSE POSITIVE",2576692,"K06282.01",9,-0.01318,-0.00010621
"FALSE POSITIVE",2580872,"K06283.01",4.5,0,-0.13836
"FALSE POSITIVE",2583777,"K06284.01",1.889,-0.03537,-0.19412
"FALSE POSITIVE",2693092,"K06285.01",8.813,-0.01229,0.36118
"FALSE POSITIVE",2708156,"K06286.01",4.5,-0.1256,0.021992
"FALSE POSITIVE",2708172,"K06287.01",7.312,-1.361e-05,-2.3875
"FALSE POSITIVE",2708445,"K06288.01",6.83,0.0001019,-2.2629
"FALSE POSITIVE",2708614,"K06289.01",7.818,0.000794,-0.060781
"FALSE POSITIVE",2711114,"K06290.01",2.253,-0.003107,0.49553
"FALSE POSITIVE",2720354,"K06292.01",4.864,-0.000541,-0.0007434
"CANDIDATE",2834463,"K06293.01",1.385,-0.0001157,0.97587
"FALSE POSITIVE",2852560,"K06294.01",3,-0.09839,0.034992
"FALSE POSITIVE",2856960,"K06295.01",2.774,0.009186,-0.055411
"FALSE POSITIVE",2860594,"K06296.01",10.21,-0.000623,-0.024927
"FALSE POSITIVE",2860788,"K06297.01",6.579,-0.06795,-0.45137
"FALSE POSITIVE",2969638,"K06298.01",5.541,-5.853e-05,-0.39337
"CANDIDATE",2970670,"K06299.01",1.084,-5.26e-05,-0.6208
"FALSE POSITIVE",2973509,"K06300.01",6.143,-0.01144,-0.013828
"CANDIDATE",2994092,"K06301.01",6.166,-0.0007356,1.1329
"FALSE POSITIVE",2998124,"K06302.01",7.7,-0.01608,-0.11796
"FALSE POSITIVE",3098194,"K06303.01",12.5,0,-0.34907
"FALSE POSITIVE",3102024,"K06304.01",8.294,0.1066,-0.2886
"FALSE POSITIVE",3110937,"K06305.01",4.401,-0.0003876,2.4824
"FALSE POSITIVE",3115480,"K06306.01",3.259,3.233e-05,-0.01546
"FALSE POSITIVE",3120320,"K06307.01",5.673,0.006048,0.15866
"FALSE POSITIVE",3127817,"K06308.01",7.484,0,0.11835
"FALSE POSITIVE",3228740,"K06309.01",2.798,0.0001197,-0.68358
"FALSE POSITIVE",3230206,"K06310.01",1.43,-0.0004518,-1.2964
"FALSE POSITIVE",3230227,"K06311.01",2.992,0.0341,4.0624
"FALSE POSITIVE",3241619,"K06312.01",3.334,0,0.0023828
"FALSE POSITIVE",3241662,"K06313.01",1.788,4.483e-06,0.58374
"FALSE POSITIVE",3245000,"K06314.01",5.395,0.001473,2.635
"FALSE POSITIVE",3247294,"K06316.01",7.688,-0.01018,-0.064553
"FALSE POSITIVE",3248332,"K06317.01",4.687,-0.001404,0.012363
"FALSE POSITIVE",3323289,"K06319.01",4.5,-0.1431,0.0020675
"FALSE POSITIVE",3327980,"K06321.01",3.5,0.005286,-0.043299
"FALSE POSITIVE",3329643,"K06322.01",6.457,-0.0001229,3.8778
"FALSE POSITIVE",3335816,"K06323.01",3.61,0.01301,0.060635
"FALSE POSITIVE",3337438,"K06324.01",6.014,1.152e-05,2.1907
"FALSE POSITIVE",3337548,"K06325.01",6.837,0.0003305,-2.8365
"FALSE POSITIVE",3339538,"K06326.01",3.053,-0.001574,0.0030022
"FALSE POSITIVE",3341934,"K06327.01",5.629,-0.009281,-0.0011954
"FALSE POSITIVE",3343866,"K06328.01",1.411,-0.0006517,0
"CANDIDATE",3346543,"K06329.01",3.493,-3.883e-05,-0.32586
"FALSE POSITIVE",3352751,"K06330.01",6.375,0.02622,0.018
"CANDIDATE",3356193,"K06331.01",3.087,-3.839e-06,1.1683
"FALSE POSITIVE",3427776,"K06332.01",2.293,0.0002642,0.0034029
"FALSE POSITIVE",3437739,"K06333.01",6.013,-0.0003912,-1.7851
"FALSE POSITIVE",3440230,"K06334.01",5,0,-0.0022901
"FALSE POSITIVE",3441340,"K06335.01",1.23,0.0001025,-3.868
"FALSE POSITIVE",3448323,"K06336.01",2.581,-0.0002749,3.0003
"FALSE POSITIVE",3458919,"K06337.01",2.215,0,-1.0299
"FALSE POSITIVE",3542573,"K06338.01",5.075,0.003393,-0.00080805
"FALSE POSITIVE",3543270,"K06339.01",5.087,-0.0006015,0.0022165
"FALSE POSITIVE",3544678,"K06340.01",2.477,-0.006267,6.7096
"CANDIDATE",3547178,"K06342.01",5.482,1.466e-05,-0.77344
"FALSE POSITIVE",3548622,"K06343.01",14.91,0.0006851,-1.1676
"FALSE POSITIVE",3556742,"K06344.01",2.14,0,-10.571
"FALSE POSITIVE",3558803,"K06345.01",8.659,5.33e-05,5.079
"FALSE POSITIVE",3644174,"K06347.01",1.251,-0.001107,2.8801
"FALSE POSITIVE",3655326,"K06348.01",6.296,-0.08404,-0.82745
"FALSE POSITIVE",3656322,"K06349.01",6.609,-0.0003604,0.023224
"FALSE POSITIVE",3656700,"K06350.01",0.6,0.01511,-1.411
"FALSE POSITIVE",3659940,"K06351.01",2.38,-0.0001457,-0.0010729
"CANDIDATE",3663494,"K06352.01",3.771,-0.0004667,-5.5116
"CANDIDATE",3733638,"K06353.01",7.305,8.034e-05,0.38984
"CANDIDATE",3748855,"K06355.01",2.195,-8.337e-05,0.39431
"FALSE POSITIVE",3757588,"K06356.01",10.93,-0.001657,0.42016
"CANDIDATE",3765692,"K06358.01",1.922,-0.0001796,-3.3905
"FALSE POSITIVE",3766353,"K06359.01",2.101,-0.0003021,0.010696
"FALSE POSITIVE",3830820,"K06360.01",2.5,0.1314,-0.097605
"CANDIDATE",3831523,"K06361.01",4.053,4.157e-06,0.051231
"FALSE POSITIVE",3834364,"K06362.01",2.575,0.03626,0.043523
"FALSE POSITIVE",3836413,"K06363.01",2.512,0.001363,-1.5851
"FALSE POSITIVE",3836439,"K06364.01",2.582,-0.3206,5.4223
"FALSE POSITIVE",3838004,"K06365.01",0.785,-2.072e-05,-0.2617
"FALSE POSITIVE",3851134,"K06366.01",3.091,9.493e-05,-2.0387
"FALSE POSITIVE",3851193,"K06367.01",3.599,-0.001847,0.0015268
"CANDIDATE",3854496,"K06368.01",3.716,0.000373,-0.95558
"FALSE POSITIVE",3858884,"K06371.01",9,0,-0.1199
"FALSE POSITIVE",3938073,"K06373.01",7.632,0.002542,0.014568
"CANDIDATE",3972432,"K06375.01",3.321,0.0001148,-0.075723
"FALSE POSITIVE",3973002,"K06376.01",4.086,0.002575,-0.13943
"FALSE POSITIVE",3973504,"K06377.01",2.688,0.01821,0.025435
"FALSE POSITIVE",4055092,"K06379.01",5.091,0.001697,0.058107
"FALSE POSITIVE",4067549,"K06380.01",5.462,0.05244,-0.30861
"FALSE POSITIVE",4069213,"K06382.01",7.178,0.00746,-0.10233
"FALSE POSITIVE",4075064,"K06383.01",2,0,1.4144
"FALSE POSITIVE",4076952,"K06385.01",9,0.001383,0.015994
"FALSE POSITIVE",4078693,"K06386.01",1.558,0.0002165,0.058784
"FALSE POSITIVE",4142768,"K06387.01",4.962,0.0001904,-0.011263
"FALSE POSITIVE",4149684,"K06388.01",4.255,0.001926,-0.071902
"FALSE POSITIVE",4150703,"K06389.01",3.385,-0.000311,-5.8967
"FALSE POSITIVE",4157488,"K06390.01",6.802,0.02487,0.28791
"FALSE POSITIVE",4160669,"K06391.01",4.347,0.01883,1.0369
"FALSE POSITIVE",4174507,"K06393.01",2.888,0.00227,0.049773
"FALSE POSITIVE",4180396,"K06394.01",2.012,2.823e-05,1.075
"FALSE POSITIVE",4245897,"K06395.01",15,0,0.005446
"FALSE POSITIVE",4252226,"K06396.01",6.324,0.0003971,0.00071539
"FALSE POSITIVE",4261960,"K06397.01",2.305,-0.003419,0.23012
"FALSE POSITIVE",4269252,"K06398.01",3.649,0.001266,1.5525
"CANDIDATE",4274071,"K06399.01",3.827,6.584e-06,-0.11086
"FALSE POSITIVE",4281895,"K06400.01",3.718,0.01846,0.025924
"CANDIDATE",4282390,"K06401.01",5.023,0.0001065,-0.4199
"FALSE POSITIVE",4284147,"K06402.01",4.408,-6.525e-05,0.059034
"FALSE POSITIVE",4349935,"K06403.01",4.255,-1.954e-05,0.42851
"FALSE POSITIVE",4352168,"K06404.01",3.5,0,0.021062
"FALSE POSITIVE",4356621,"K06405.01",2.956,1.238e-05,0.34892
"FALSE POSITIVE",4357985,"K06406.01",1.289,-0.0001527,0.85665
"FALSE POSITIVE",4367544,"K06407.01",5.389,0.02091,2.7789
"FALSE POSITIVE",4372410,"K06408.01",1.158,5.204e-05,5.2913
"FALSE POSITIVE",4372961,"K06410.01",7.275,0,0.022888
"FALSE POSITIVE",4375101,"K06411.01",12.27,-0.009052,0.071224
"FALSE POSITIVE",4380283,"K06412.01",3.717,0,0.061779
"FALSE POSITIVE",4445630,"K06414.01",4.5,0,-0.0010529
"FALSE POSITIVE",4446411,"K06415.01",0.8668,0.0003524,2.7108
"FALSE POSITIVE",4454219,"K06416.01",2.232,0.0009612,0.065293
"FALSE POSITIVE",4456622,"K06417.01",2.277,0.0008556,0.00047977
"FALSE POSITIVE",4482738,"K06418.01",1.348,0.01028,-3.2606
"FALSE POSITIVE",4484312,"K06419.01",2.624,3.748e-05,-0.54536
"FALSE POSITIVE",4484356,"K06420.01",2.235,-0.00096,0.0023984
"FALSE POSITIVE",4489844,"K06421.01",3.538,0.00018,1.0841
"FALSE POSITIVE",4540632,"K06422.01",1.5,-0.0001974,0.016302
"FALSE POSITIVE",4544623,"K06423.01",3.923,-0.002858,-1.4874
"FALSE POSITIVE",4565985,"K06424.01",7.357,-0.003518,2.0014
"FALSE POSITIVE",4569590,"K06426.01",11.63,-0.002119,-0.033983
"FALSE POSITIVE",4574310,"K06427.01",4.663,0,-0.023831
"FALSE POSITIVE",4578594,"K06429.01",23.93,-0.08524,0.0035875
"FALSE POSITIVE",4587448,"K06430.01",2.117,-3.623e-06,0.010741
"FALSE POSITIVE",4633434,"K06431.01",4.591,0.001653,0.00062668
"FALSE POSITIVE",4661634,"K06432.01",9.49,-0.003389,-0.023475
"FALSE POSITIVE",4665989,"K06433.01",3.5,0,0.046378
"FALSE POSITIVE",4671584,"K06434.01",3.595,-0.003728,1.331
"FALSE POSITIVE",4678171,"K06435.01",3.5,0.04682,0.021647
"FALSE POSITIVE",4681152,"K06436.01",5.863,-0.01671,0.096737
"FALSE POSITIVE",4725292,"K06437.01",4.206,-0.0004161,0.084222
"FALSE POSITIVE",4729553,"K06438.01",11.55,3.172e-05,0.026755
"FALSE POSITIVE",4736208,"K06439.01",7.5,0,-0.31677
"FALSE POSITIVE",4737302,"K06441.01",8.452,-0.01568,0.01645
"FALSE POSITIVE",4739194,"K06442.01",2.5,-0.07073,0.057179
"FALSE POSITIVE",4739565,"K06443.01",3.074,5.101e-05,-0.024549
"FALSE POSITIVE",4740688,"K06444.01",3.762,0.005277,-5.8239
"FALSE POSITIVE",4753988,"K06445.01",4.069,-0.1046,0.054065
"FALSE POSITIVE",4757331,"K06446.01",2.552,0.00183,-0.090331
"FALSE POSITIVE",4758350,"K06447.01",6.243,9.942e-06,-0.013004
"FALSE POSITIVE",4758368,"K06448.01",9.476,0,0.16437
"FALSE POSITIVE",4768756,"K06451.01",5.434,-6.738e-05,-5.3061
"FALSE POSITIVE",4769824,"K06452.01",11.85,-0.0002008,-6.2073
"FALSE POSITIVE",4773155,"K06453.01",6,0,-0.04038
"FALSE POSITIVE",4839180,"K06456.01",3.5,0,-0.0095153
"FALSE POSITIVE",4840263,"K06457.01",3.672,0,-0.33299
"FALSE POSITIVE",4840818,"K06458.01",3.909,-0.001763,0.0048745
"FALSE POSITIVE",4847832,"K06459.01",9,0,-0.015579
"FALSE POSITIVE",4851217,"K06460.01",4.5,0,0.076851
"FALSE POSITIVE",4851338,"K06461.01",4.691,0.00027,-0.55188
"FALSE POSITIVE",4851356,"K06462.01",5.392,-4.787e-05,-3.0088
"FALSE POSITIVE",4862332,"K06463.01",1.918,0,-4.3567
"FALSE POSITIVE",4862625,"K06464.01",4.977,-0.0007157,-0.020933
"FALSE POSITIVE",4862625,"K06464.03",10.42,8.54e-05,0.60218
"FALSE POSITIVE",4863369,"K06465.01",3.374,0.007215,-2.8302
"FALSE POSITIVE",4863753,"K06466.01",1.956,9.727e-05,-11.175
"FALSE POSITIVE",4902030,"K06467.01",2.5,0.003152,0.0048428
"FALSE POSITIVE",4908495,"K06468.01",3.441,0,0.001347
"FALSE POSITIVE",4912589,"K06469.01",3.026,0.001941,-0.010425
"FALSE POSITIVE",4914709,"K06470.01",1.185,-0.001473,0.42792
"FALSE POSITIVE",4914737,"K06471.01",2.993,-0.0004937,0.20473
"FALSE POSITIVE",4917014,"K06472.01",1.148,-6.973e-05,5.3013
"FALSE POSITIVE",4931073,"K06473.01",8.614,-0.0005085,-0.031544
"FALSE POSITIVE",4932691,"K06474.01",6.802,0.008818,-0.014694
"CANDIDATE",4939265,"K06475.01",1.938,0.0001012,-0.42396
"FALSE POSITIVE",4940201,"K06476.01",4.379,-0.006732,0.17727
"FALSE POSITIVE",4946680,"K06477.01",3.05,-0.0002184,-0.36468
"FALSE POSITIVE",4947726,"K06478.01",4.404,0.004195,0.016487
"FALSE POSITIVE",4948863,"K06479.01",3.134,-0.03433,-0.049849
"FALSE POSITIVE",4949214,"K06481.01",4.578,-0.06177,-3.7652
"FALSE POSITIVE",4950557,"K06483.01",5.093,0.008167,0.020671
"FALSE POSITIVE",5000179,"K06485.01",4.193,8.502e-05,-0.04642
"FALSE POSITIVE",5017058,"K06486.01",4.387,0,0.012952
"FALSE POSITIVE",5018787,"K06487.01",1.278,0.00155,0.010933
"FALSE POSITIVE",5021732,"K06490.01",5.391,-0.003941,-3.88
"FALSE POSITIVE",5022440,"K06491.01",2.26,0.0008071,-0.01818
"FALSE POSITIVE",5022900,"K06492.01",8.612,4.17e-05,-1.6543
"FALSE POSITIVE",5024126,"K06493.01",1.546,0.0008345,4.322
"FALSE POSITIVE",5025217,"K06496.01",6.928,-3.677e-06,0.30335
"FALSE POSITIVE",5025294,"K06498.01",3.247,0.005074,-0.29362
"FALSE POSITIVE",5026187,"K06499.01",5.954,1.105e-05,-0.024597
"FALSE POSITIVE",5031882,"K06501.01",10.58,-1.159e-06,-2.2184
"FALSE POSITIVE",5036516,"K06502.01",2.614,-0.08912,0
"FALSE POSITIVE",5036530,"K06503.01",11.71,3.151e-05,0.68889
"FALSE POSITIVE",5036538,"K06504.01",2.789,0,0.55015
"FALSE POSITIVE",5042785,"K06507.01",20.1,0,0.99011
"FALSE POSITIVE",5078879,"K06508.01",0.5179,0.001081,0.46634
"FALSE POSITIVE",5080346,"K06509.01",8.875,6.424e-05,1.9528
"FALSE POSITIVE",5080652,"K06510.01",3,-0.0003544,-0.0042021
"FALSE POSITIVE",5083252,"K06512.01",9,-3.455e-05,0
"FALSE POSITIVE",5091614,"K06515.01",5.168,-0.002899,0.0043869
"FALSE POSITIVE",5095269,"K06518.01",4.242,0.0002425,-1.9167e-05
"FALSE POSITIVE",5111801,"K06521.01",4.849,-2.383e-05,29.19
"FALSE POSITIVE",5112198,"K06522.01",17.01,0.0001554,-0.28586
"FALSE POSITIVE",5113809,"K06523.01",6.219,0.0001667,0.037734
"FALSE POSITIVE",5115178,"K06524.01",5.695,0.009533,-0.11065
"FALSE POSITIVE",5125048,"K06528.01",3.507,-8.778e-08,-0.19707
"FALSE POSITIVE",5126627,"K06529.01",4.729,8.303e-05,-0.24294
"FALSE POSITIVE",5164794,"K06531.01",11.19,3.228e-05,0.53233
"CANDIDATE",5171707,"K06532.01",0.8083,0.0002388,0.67642
"FALSE POSITIVE",5172274,"K06533.01",23.67,3.531e-05,0.12044
"FALSE POSITIVE",5174492,"K06534.01",3.014,-1.672e-05,5.4162
"FALSE POSITIVE",5174920,"K06535.01",2.74,7.075e-06,-0.067531
"FALSE POSITIVE",5181455,"K06536.01",3.412,-0.02333,-0.00088065
"FALSE POSITIVE",5193386,"K06537.01",25.8,0,-0.046376
"CANDIDATE",5193439,"K06538.01",13.2,-2.857e-05,0.055789
"FALSE POSITIVE",5199978,"K06540.01",0.7627,-0.0002739,8.3964
"FALSE POSITIVE",5211470,"K06541.01",4.438,8.967e-05,-0.060164
"FALSE POSITIVE",5211470,"K06541.02",1.051,-0.0003895,2.3881
"FALSE POSITIVE",5216727,"K06543.01",2.697,0,-0.91884
"FALSE POSITIVE",5218014,"K06544.01",4.42,0.002233,0.34533
"FALSE POSITIVE",5255552,"K06545.01",7.404,-0.0006526,0.01616
"CANDIDATE",5263167,"K06546.01",2.915,-0.0001264,-0.72454
"FALSE POSITIVE",5266937,"K06547.01",12.5,0,0.012391
"FALSE POSITIVE",5269407,"K06548.01",2.754,0,-0.003085
"FALSE POSITIVE",5272571,"K06550.01",4.129,-2.861e-06,1.7624
"FALSE POSITIVE",5282656,"K06551.01",1.485,0.001471,6.7526
"FALSE POSITIVE",5284133,"K06552.01",5.328,0.009169,-0.0073793
"FALSE POSITIVE",5285607,"K06553.01",4.271,-0.0005796,-0.018147
"FALSE POSITIVE",5286786,"K06554.01",3.188,-0.0009199,-0.43035
"FALSE POSITIVE",5288543,"K06555.01",5.249,-0.003054,0.0048452
"FALSE POSITIVE",5294739,"K06556.01",9,-0.03045,-0.017581
"CANDIDATE",5295206,"K06557.01",3.814,-0.0001102,-0.079912
"FALSE POSITIVE",5298620,"K06558.01",22.29,0.0001879,-1.5023
"FALSE POSITIVE",5300878,"K06559.01",1.5,-0.07999,-0.013013
"FALSE POSITIVE",5306862,"K06561.01",4.244,-0.003535,-0.0074729
"FALSE POSITIVE",5308778,"K06563.01",14.14,4.369e-05,0.49619
"FALSE POSITIVE",5310435,"K06564.01",12.3,0.002113,-0.013784
"FALSE POSITIVE",5343976,"K06565.01",3.729,-0.001531,0.0019884
"FALSE POSITIVE",5347537,"K06566.01",6.503,0.01094,0.14484
"FALSE POSITIVE",5347784,"K06567.01",6.849,-0.03791,-0.013404
"CANDIDATE",5353938,"K06568.01",1.902,4.16e-05,-0.2467
"FALSE POSITIVE",5359678,"K06569.01",5.111,0.009397,0.0042939
"FALSE POSITIVE",5385469,"K06571.01",10.9,-7.309e-05,-1.3238
"FALSE POSITIVE",5385667,"K06573.01",22.53,-6.802e-05,-0.63658
"FALSE POSITIVE",5389184,"K06575.01",1.494,-0.001195,3.2582
"FALSE POSITIVE",5393558,"K06576.01",4.379,-0.2581,0.092329
"FALSE POSITIVE",5397905,"K06577.01",1.628,6.245e-05,9.9136
"FALSE POSITIVE",5444392,"K06578.01",5.58,0,0.037393
"CANDIDATE",5456979,"K06579.01",2.718,-4.544e-05,-0.29452
"FALSE POSITIVE",5460835,"K06580.01",5.331,-0.006607,-0.0099993
"FALSE POSITIVE",5462901,"K06581.01",2.775,0.09476,-1.0163
"CANDIDATE",5466109,"K06582.01",1.428,-3.631e-05,-0.40598
"FALSE POSITIVE",5471010,"K06583.01",21.18,0.000243,-0.68498
"FALSE POSITIVE",5471415,"K06586.01",22.48,0,0.25049
"FALSE POSITIVE",5471480,"K06587.01",24.2,0.0005149,-1.7699
"FALSE POSITIVE",5475712,"K06588.01",5,0.01583,-0.018647
"FALSE POSITIVE",5479973,"K06589.01",6.291,-0.002018,0.044359
"FALSE POSITIVE",5513833,"K06591.01",6.134,0.0002172,-2.1583
"FALSE POSITIVE",5529501,"K06592.01",4.982,-5.948e-06,-0.15354
"FALSE POSITIVE",5529560,"K06593.01",4.274,8.766e-06,2.6812
"FALSE POSITIVE",5530881,"K06594.01",3.5,0,-0.034665
"FALSE POSITIVE",5534476,"K06595.01",2.626,-3.852e-05,0.050753
"FALSE POSITIVE",5534702,"K06596.01",4.5,-0.000561,0.00033322
"FALSE POSITIVE",5535280,"K06597.01",6.231,-0.03336,-0.0024327
"FALSE POSITIVE",5553624,"K06599.01",9,0.01064,0.0095176
"CANDIDATE",5597361,"K06601.01",2.847,7.871e-05,0.06608
"FALSE POSITIVE",5598639,"K06602.01",4.339,0,-1.6505
"FALSE POSITIVE",5610698,"K06603.01",8.831,0.006488,-0.017922
"FALSE POSITIVE",5621294,"K06606.01",3.5,-0.05293,0.0098336
"FALSE POSITIVE",5621299,"K06607.01",3.097,-0.0002121,-2.7793
"FALSE POSITIVE",5622250,"K06608.01",6.03,0.009778,-0.0013095
"FALSE POSITIVE",5632781,"K06609.01",7.5,0,-0.010509
"FALSE POSITIVE",5647638,"K06611.01",4.659,-1.804e-05,-0.020334
"FALSE POSITIVE",5653126,"K06612.01",11.23,0.009298,-0.0080968
"FALSE POSITIVE",5653126,"K06612.02",11.55,0.000426,0.024471
"FALSE POSITIVE",5686974,"K06613.01",6.014,4.143e-05,1.0487
"FALSE POSITIVE",5696909,"K06614.01",0.5301,-0.0009463,-1.14
"FALSE POSITIVE",5700330,"K06616.01",17.73,0.0002795,0.00025742
"CANDIDATE",5702770,"K06617.01",3.601,0.0001544,-0.081638
"CANDIDATE",5716244,"K06619.01",4.11,-0.03728,-0.10212
"FALSE POSITIVE",5725851,"K06620.01",8.048,7.856e-05,-0.027607
"FALSE POSITIVE",5731312,"K06621.01",2.69,0,-0.056375
"FALSE POSITIVE",5735878,"K06622.01",7.806,0.00548,-0.039545
"FALSE POSITIVE",5736461,"K06623.01",6.588,0.008468,0.038878
"FALSE POSITIVE",5737869,"K06624.01",3.233,0.0004974,1.6941
"FALSE POSITIVE",5771589,"K06625.01",2.312,0.0001413,-0.44725
"FALSE POSITIVE",5781192,"K06626.01",5.312,-0.0008506,0.0097149
"FALSE POSITIVE",5802285,"K06627.01",1.769,0,-1.1098
"FALSE POSITIVE",5802470,"K06628.01",3.56,0.001264,-0.026913
"FALSE POSITIVE",5807579,"K06629.01",5.095,-0.006107,-0.0045551
"CANDIDATE",5809372,"K06630.01",7.992,3.563e-05,-0.027725
"CANDIDATE",5860347,"K06631.01",1.419,-5.726e-05,-1.5948
"FALSE POSITIVE",5871918,"K06632.01",5.454,0.01124,0.027673
"FALSE POSITIVE",5894825,"K06633.01",5.247,-7.985e-06,-0.043188
"FALSE POSITIVE",5894972,"K06634.01",12.9,1.429e-06,-0.69178
"FALSE POSITIVE",5952309,"K06636.01",1.285,-0.0002453,4.4979
"FALSE POSITIVE",5952457,"K06637.01",1.236,0.0001839,3.3066
"FALSE POSITIVE",5962514,"K06639.01",5.129,0.001287,-0.0076612
"FALSE POSITIVE",5962716,"K06640.01",3.703,0,0.024329
"CANDIDATE",5966732,"K06641.01",0.6489,0.0002496,-0.18653
"FALSE POSITIVE",5977541,"K06642.01",4.02,-0.0002384,-1.1075
"FALSE POSITIVE",5983348,"K06644.01",7.679,0.0008008,-0.15681
"FALSE POSITIVE",5990753,"K06645.01",2.541,0,0.54223
"CANDIDATE",6019971,"K06646.01",1.359,6.366e-05,-1.0133
"FALSE POSITIVE",6029130,"K06647.01",3.5,0.003161,0.012485
"FALSE POSITIVE",6041511,"K06649.01",2.181,1.147e-05,0.28874
"FALSE POSITIVE",6042116,"K06650.01",5.807,-0.002113,-0.0022257
"FALSE POSITIVE",6042663,"K06651.01",8.289,-0.001142,0.0021832
"FALSE POSITIVE",6044064,"K06652.01",9,0,-0.018455
"FALSE POSITIVE",6046311,"K06654.01",5.377,-2.468e-05,-0.12762
"FALSE POSITIVE",6048106,"K06655.01",4.706,0,0.032817
"FALSE POSITIVE",6048255,"K06656.01",6.284,0,-0.031918
"FALSE POSITIVE",6057750,"K06657.01",6.789,1.577e-05,0.22487
"FALSE POSITIVE",6060580,"K06658.01",2.396,-0.0005342,-0.1282
"FALSE POSITIVE",6063448,"K06659.01",13.46,0.04067,0.0073785
"FALSE POSITIVE",6103049,"K06662.01",2.018,0.001157,-0.011585
"FALSE POSITIVE",6109688,"K06663.01",10.11,0.009108,-0.018572
"FALSE POSITIVE",6111011,"K06664.01",2.608,0.0001191,1.284
"FALSE POSITIVE",6128141,"K06665.01",1.236,0.0002153,0.10774
"CANDIDATE",6128245,"K06666.01",1.389,-4.729e-05,0.42475
"FALSE POSITIVE",6131659,"K06667.01",3.5,0.02291,0.0045018
"FALSE POSITIVE",6146838,"K06668.01",4.199,0.0183,0.07734
"FALSE POSITIVE",6147573,"K06669.01",6.327,0.01332,-0.13036
"FALSE POSITIVE",6152521,"K06670.01",8.763,-1.829e-05,0
"FALSE POSITIVE",6185717,"K06671.01",2.757,-0.008722,0.062298
"CANDIDATE",6187508,"K06672.01",1.026,0.000353,-0.40703
"FALSE POSITIVE",6205460,"K06673.01",9,-0.03625,0.018861
"FALSE POSITIVE",6206751,"K06674.01",4.013,-0.0001694,-0.0068126
"FALSE POSITIVE",6207053,"K06675.01",1.285,-0.000179,0
"FALSE POSITIVE",6220470,"K06677.01",8.863,0,0.056899
"FALSE POSITIVE",6228703,"K06678.01",5.583,-0.00183,-0.0039704
"FALSE POSITIVE",6231401,"K06679.01",3.603,0.02509,-0.029781
"CANDIDATE",6265961,"K06680.01",2.588,-0.0002065,-0.25173
"FALSE POSITIVE",6283224,"K06682.01",2.253,-0.008437,0.019439
"FALSE POSITIVE",6285094,"K06683.01",13.98,-0.0001582,-2.8395
"FALSE POSITIVE",6285396,"K06684.01",11.79,0.0002969,-0.9858
