"koi_disposition","kepid","kepoi_name","tce_dor","tce_ingress","tce_chisqgof","tce_insol","tce_sradius","tce_slogg_prov","tce_mesmedian","tce_ptemp","tce_rb_tcount3","tce_fwm_srao","tce_fwm_pdeco","tce_ror_sn","tce_prad_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",11773022,"K00620.03",100.01322,1.377,142.2,7.58,0.972,7,0.007425,3170.21,0,0.164,-0.001509,2.80418091058058,2.1202485380117,-1.19761904761905,1.84233830845771
"FALSE POSITIVE",12251650,"K00621.01",42.181363,1.244,32490,19.8,0.669,7,-0.01134,1130.38,0,-0.07528,-0.001402,22.537074208678,9.36024844720497,-0.401719197707736,1.18940564635958
"CANDIDATE",12417486,"K00622.01",83.234239,1.864,466.1,16.18,3.322,32,0.001679,2033.31,0,0.2315,-0.003013,75.5369990262637,5.09834168916313,-2.84245283018868,2.3144
"CANDIDATE",12068975,"K00623.01",7.8297651,0.2878,1106,177.45,1.109,0,-0.02994,2702.59,0,-0.02164,-0.0001405,11.3953292663007,10.5435591958302,-3.46059113300493,4.5937037037037
"CANDIDATE",12068975,"K00623.02",5.1535787,0.1926,1793,402.54,1.109,0,-0.4352,3236.25,0,0.088,-6.985e-05,8.22563376871287,7.88436268068331,-2.33612040133779,1.87478827361564
"CANDIDATE",12068975,"K00623.03",10.789904,0.2651,806.5,102,1.109,0,-0.07127,3386.65,0,-0.2698,2.1e-05,8.11821535863444,7.79130434782609,0.456521739130435,1.32278350515464
"CANDIDATE",12068975,"K00623.04",12.308915,0.3074,573.6,54.14,1.109,0,-0.01385,3868.7,0,-1.228,0.0001022,4.37674469727246,4.32356799300394,1.83482944344704,0.979500594530321
"CANDIDATE",3541946,"K00624.01",22.975313,0.2385,980,43.57,0.927,23,-0.05836,2648.41,0,0.06829,-0.0001527,10.7773683458449,6.21015100671141,-1.09856115107914,1.48178861788618
"CANDIDATE",3541946,"K00624.02",2.6800323,0.1534,4224,1408.91,0.927,23,-0.08336,2085.24,0,-0.1588,-1.066e-05,7.90920331166206,5.48133595284872,-0.20075329566855,1.32601851851852
"CANDIDATE",3541946,"K00624.03",56.896042,0.348,120.6,11.11,0.927,23,0.04275,3155.01,0,-0.1501,-0.0003235,8.01720619684281,5.51546391752577,-1.28884462151394,0.529134969325153
"CANDIDATE",4449034,"K00625.01",28.351122,1.87,335.8,137.45,2.343,7,0.009654,2515.9,0,-0.1373,-0.002417,3.2185968829184,1.83807134894091,-8.8860294117647,0.774408695652174
"CANDIDATE",4478168,"K00626.01",18.567207,0.1821,1005,125.02,1.191,23,0.01197,2815.37,0,0.2014,6.078e-05,5.95933931202176,4.33019674935843,0.482380952380952,0.733401015228426
"CANDIDATE",4478168,"K00626.02",7.6290198,0.1629,931,277.13,1.191,23,-0.08107,4218.94,0,2.202,-1.248e-05,2.17238852374416,2.05370101596517,-0.130954879328437,1.01067754077792
"CANDIDATE",4563268,"K00627.01",9.3276683,0.2515,1534,124.64,0.912,23,-0.04631,2331.66,0,-0.6018,-7.136e-05,11.5262851238689,6.09429569266589,-1.04787077826725,0.51991683991684
"CANDIDATE",4563268,"K00627.02",4.8283518,0.1678,2523,285.33,0.912,23,-0.1799,2916.61,0,0.1551,-9.132e-05,4.24684498104004,3.65534434403241,-1.8374245472837,1.46267924528302
"CANDIDATE",4644604,"K00628.01",15.247592,0.4801,819.9,89.3,1.085,32,-0.05042,2482.23,0,0.2367,-0.0001482,24.4086544150054,6.17417677642981,-1.34727272727273,1.47283687943262
"CANDIDATE",4656049,"K00629.01",21.715287,0.691,584.4,52.17,1.362,7,-0.02499,3467.62,0,-0.2364,-5.596e-05,22.3923361855179,3.7101712212269,-0.325348837209302,3.11844380403458
"FALSE POSITIVE",4659405,"K00630.01",3.9819469,0.8059,2646,428.19,1.173,7,-0.2715,3717.29,0,-12.9,-0.01503,31.1419292301323,3.70859985785359,-152.434077079107,26.7593659942363
"CANDIDATE",4742414,"K00631.01",13.350801,0.5708,28800,136.62,1.407,4,0.03824,1656.46,0,-0.005454,4.406e-05,278.566902779922,4.9544235924933,0.431960784313725,0.0820343461030383
"CANDIDATE",4827723,"K00632.01",8.1632603,0.2757,1139,104.76,0.831,23,-0.03399,2670.33,0,0.1305,-0.0001012,10.0985381485079,6.53521126760563,-1.80392156862745,0.27457
"CANDIDATE",4841374,"K00633.01",76.981143,0.7425,145.9,3.28,1.044,32,-0.0232,3218.05,0,-0.03707,7.908e-05,16.7885293044774,6.01658986175115,0.257589576547231,0.830633484162896
"FALSE POSITIVE",4861736,"K00634.01",2.5618246,4.167,26750,222.75,0.891,7,-0.06204,2510.05,0,5.806,-0.004898,7.20803810500594,2.97283856159143,-7.51226993865031,50.8607142857143
"CANDIDATE",5020319,"K00635.01",24.475498,0.1967,614.6,81.77,1.085,23,-0.05185,2919.19,0,-0.1385,6.589e-05,9.46770763157295,5.08396383096512,0.702452025586354,0.423152
"FALSE POSITIVE",5090690,"K00636.01",15.879814,1.881,115100,711.87,2.396,13,0.02361,1229.86,0,-0.05298,0.0006352,35.6966656823045,2.85364431486881,0.953753753753754,0.154775449101796
"FALSE POSITIVE",5098444,"K00637.01",21.791432,1.26,137000,5.79,0.512,7,0.1359,2769.24,0,-0.04809,0.0008263,713.75788339026,15.9951024042743,0.307174721189591,2.40594353640416
"CANDIDATE",5113822,"K00638.01",14.187771,1.281,2893,29.72,0.882,23,0.02806,1537.73,0,-0.1492,0.0007513,74.9280253086768,7.254699442264,6.10813008130081,0.34342748091603
"CANDIDATE",5113822,"K00638.02",44.86019,0.7106,295.3,7.4,0.882,23,-0.02031,2644.75,0,0.03325,0.0004807,37.8690319471982,7.15787304204452,2.55691489361702,1.50247863247863
"CANDIDATE",5120087,"K00639.01",12.939775,0.4696,1024,111.38,1.352,23,-0.02727,3114.19,0,0.1416,0.0001573,23.3227948861638,5.56293590169379,1.68776824034335,1.00692307692308
"CANDIDATE",5121511,"K00640.01",48.786583,0.231,393.6,14.75,0.853,23,0.07339,2480.79,0,0.3174,-5.812e-05,6.12460451007462,5.11078898322634,-0.354390243902439,1.72136054421769
"CANDIDATE",5131180,"K00641.01",20.610297,0.3673,760,10.33,0.652,42,0.002278,1605.22,0,0.1043,-0.001372,19.2136729499945,14.8223072717332,-9.20805369127517,2.93465491923642
"FALSE POSITIVE",5181817,"K00642.01",8.6294914,0.1303,2625,332.21,0.876,7,-0.05166,3290.28,0,-88.56,0.006427,6.11344598704849,2.97667451316071,136.454352441614,0
"FALSE POSITIVE",5309353,"K00643.01",2.842896,0.1833,7795,770.81,0.746,13,-2.102,3170.69,0,2.203,-3.576e-05,5.82660448358217,4.23404804959959,-0.420705882352941,14.1071895424837
"FALSE POSITIVE",5356593,"K00644.01",50.612878,1.081,88800,20.36,1.096,18,-0.005415,2203.44,0,-0.08862,0.005325,1301.54953700812,6.44578313253012,3.328125,5.10214797136038
"CANDIDATE",5374854,"K00645.01",12.00211,0.489,769.7,65.35,1.265,23,-0.1668,3092.63,0,-0.08594,0.0001268,10.8972449080924,4.6962569032522,1.21923076923077,0.909573170731707
"CANDIDATE",5374854,"K00645.02",12.507394,0.133,1090,257.51,1.265,23,-0.01913,3400.64,0,-0.1975,4.164e-05,3.27681747558065,2.77361751152074,0.454089422028353,2.85845849802372
"FALSE POSITIVE",5384802,"K00646.01",5.3978976,1.592,653600,1347.08,1.295,4,0.04505,1004.42,0,0.1805,-0.00105,64.9645308889038,5.88912133891213,-1.1400651465798,0.200269058295964
"CANDIDATE",5531694,"K00647.01",4.0823336,0.3432,2914,696.13,1.409,23,-0.2029,2152.65,0,0.2932,2.366e-06,15.0255176191082,4.56577645895153,0.0574271844660194,1.10925170068027
"CANDIDATE",5531694,"K00647.02",8.2594963,0.09813,1111,381.66,1.409,23,-0.1552,4192.45,0,-2.053,-4.341e-05,1.78101064057147,1.66929879974732,-0.803888888888889,0.907916666666667
"FALSE POSITIVE",5596440,"K00648.01",23.452297,0.7109,3650,1428.67,3.232,5,-0.004688,2954.93,0,-0.09739,4.789e-05,2.35944914009329,1.71923360353721,0.196270491803279,1.08279009126467
"CANDIDATE",5613330,"K00649.01",11.81318,0.5022,1223,98.08,1.524,23,0.02721,2718.55,0,-0.1315,0.0001419,20.8980562537568,5.30266343825666,1.95724137931035,0.0851678321678322
"CANDIDATE",5613330,"K00649.02",5.8822107,0.1859,1476,297.24,1.524,23,-0.02029,5210.83,2,-4.013,5.439e-05,2.19450903624411,2.03748376322138,1.00350553505535,0.87306784660767
"CANDIDATE",5786676,"K00650.01",22.158443,0.275,744.4,159.46,1.657,23,0.035,1954.71,0,0.03364,2.934e-05,17.9468413543387,2.29515246286161,0.29049504950495,0.306126213592233
"FALSE POSITIVE",5796186,"K00651.01",49.830915,1.513,12480,18.28,0.924,18,-0.02429,1754.89,0,-5.207,0.1494,2.21940392325229,2.11195407012508,40.4878048780488,84.3308589607635
"CANDIDATE",5796675,"K00652.01",33.914169,0.2576,2203,33.68,0.817,32,0.02774,1877.47,0,0.4095,0.0004456,39.2981729001967,11.3384139080733,2.46187845303867,3.05790849673203
"FALSE POSITIVE",5893123,"K00653.01",2.5454485,0.09909,6438,3702.83,1.116,18,-0.6973,4024.4,0,-7.708,0.0004739,4.84946057611211,3.74098798397864,10.2575757575758,70.9399759903961
"CANDIDATE",5941160,"K00654.01",5.6119921,1.096,1113,125.72,0.915,16,-0.08755,3001.74,0,0.1646,-0.0001765,35.1381139319335,7.33464309102816,-1.56194690265487,0.85
"CANDIDATE",5941160,"K00654.02",28.37285,0.1039,430.4,99.77,0.915,16,0.03059,3614,0,-0.8276,-5.528e-05,1.69455705552273,1.65271755571241,-0.2764,0.890234482758621
"CANDIDATE",5966154,"K00655.01",17.231658,0.4908,792.7,51.57,1.179,23,-0.03181,2646,0,0.0256,7.192e-05,25.8280173836745,6.12428078250863,1.12375,1.82629411764706
"CANDIDATE",5966154,"K00655.02",59.688079,0.6287,262.5,4.82,1.179,23,-0.02292,3135.45,0,-0.08873,0.0001111,14.4634640948371,5.77970878346642,1.03831775700935,1.476
"FALSE POSITIVE",5966660,"K00656.01",3.2079724,0.1586,6780,2757.13,1.243,18,-0.1778,3052.77,0,-1.983,0.01462,10.8325710522636,5.27238403451996,427.485380116959,125.285074626866
"CANDIDATE",6020753,"K00657.01",6.6594098,0.3029,1409,97.76,0.68,16,-0.3062,1840.45,0,0.1221,5.073e-05,13.8027064434047,10.0924974306269,0.393255813953488,1.13645454545455
"CANDIDATE",6020753,"K00657.02",20.264905,0.4288,548.4,15.39,0.68,16,-0.03886,2144.5,0,0.143,0.0004939,17.1829467502365,11.2028985507246,2.245,0.765073529411765
"CANDIDATE",6062088,"K00658.01",6.4321973,0.1863,2362,693.58,1.085,16,-0.08512,2474.29,0,-0.01105,0,13.4624089354526,6.05655083099504,0,0.310348004094166
"CANDIDATE",6062088,"K00658.02",8.9455686,0.2562,1146,342.35,1.085,16,-0.00506,2418.75,0,-0.2271,0,15.0565418437642,6.1825276392803,0,0.295320261437909
"CANDIDATE",6062088,"K00658.03",10.731652,0.2292,705.4,126.53,1.085,16,-0.06189,3840.44,0,0.5215,0,3.5193848101904,3.12377977352597,0,0.401018237082067
"CANDIDATE",6125481,"K00659.01",23.38045,0.2631,614.4,238.65,3.231,23,-0.03992,2652.42,0,-0.4081,2.622e-05,6.58880305164464,2.45068890500363,0.242777777777778,3.00778846153846
"CANDIDATE",6267535,"K00660.01",3.3565554,0.5434,3290,361.28,1.346,23,-0.4455,1882.37,0,0.007106,4.987e-05,22.6097491498824,4.11070923101116,1.05656779661017,0.51660447761194
"CANDIDATE",6347299,"K00661.01",16.350579,0.2403,624.7,111.4,1.198,16,-0.0242,3324.74,0,0.1489,0.0001885,6.32216929156327,4.37147595356551,1.65350877192982,0.485963302752294
"CANDIDATE",6347299,"K00661.02",20.086678,0.3197,383.3,51.57,1.198,16,-0.03394,4185.74,0,-0.8013,4.393e-05,3.72808012338851,3.17460317460317,0.323014705882353,2.08054054054054
"CANDIDATE",6365156,"K00662.01",6.4499201,0.4957,1838,198.69,1.332,23,-0.09996,2571.56,0,0.1755,-6.35e-05,24.704533299292,5.93082176690901,-1.2426614481409,1.22533333333333
"CANDIDATE",6425957,"K00663.01",5.3123703,0.235,2766,77.58,0.553,42,-0.06156,1566.97,0,-1.024,0,21.9427113465201,14.114921223355,0,0.310514018691589
"CANDIDATE",6425957,"K00663.02",23.000681,0.5181,372.5,5.41,0.553,42,-0.0308,2030.4,0,-0.5598,0,29.6856987270233,15.6555944055944,0,0.503149606299213
"CANDIDATE",6442340,"K00664.01",11.878136,0.2344,1107,109.95,1.143,16,0.01783,2868.71,0,0.06375,-6.28e-05,5.88415211717196,4.3049225159526,-0.948640483383686,0.278237885462555
"CANDIDATE",6442340,"K00664.02",7.6201976,0.1762,1205,221.02,1.143,16,-0.1473,3304.79,0,0.318,7.388e-06,3.65639348218304,3.16476345840131,0.134083484573503,2.17523636363636
"CANDIDATE",6442340,"K00664.03",9.5021436,0.7496,538.1,50.8,1.143,16,-0.1347,3131.55,0,0.3414,9.079e-05,9.12414920732616,5.19230769230769,1.09782345828295,1.37838050314465
"CANDIDATE",6685609,"K00665.01",5.8766138,0.3408,2261,586.26,1.555,16,-0.07145,2656.51,0,0.01346,-5.461e-05,27.7690630453161,4.72909529247557,-1.18976034858388,0.509994505494506
"CANDIDATE",6685609,"K00665.02",2.0364503,0.1724,5235,3283.21,1.555,16,-0.1044,2805.26,0,-0.1203,7.783e-05,7.01853294061466,3.96112311015119,3.040234375,0.448114130434783
"CANDIDATE",6685609,"K00665.03",2.7990972,0.2031,2026,1389.73,1.555,16,-0.2017,3278.68,0,-0.1073,4.572e-05,4.59977059696332,3.32145684877276,1.43322884012539,1.01912114014252
"CANDIDATE",6707835,"K00666.01",19.018249,0.5923,832.1,32.65,0.943,23,-0.03472,2446.83,0,0.1055,-2.545e-05,35.2136687432272,6.56976744186047,-0.247087378640777,1.40705357142857
"CANDIDATE",6752502,"K00667.01",6.7881651,1.609,3881,372.63,1,15,-0.09081,1908.96,0,-1.104,-0.0002704,40.1611783932833,40.1748138556167,-0.0684556962025316,7.83680555555556
"FALSE POSITIVE",6805146,"K00668.01",15.346364,1.064,778600,850.06,2.947,5,-0.1647,2501.8,0,-0.002828,0.001179,2968.85311974103,2.58099352051836,1.18018018018018,0.246107784431138
"FALSE POSITIVE",6960445,"K00669.01",2.1799781,2.912,11510,244.06,0.919,7,-0.1101,1658.89,0,-0.2591,-0.0164,1.98808451790954,1.76162046908316,-44.0860215053764,82.3231707317073
"CANDIDATE",7033671,"K00670.01",10.326205,0.2526,1205,174.02,1.204,48,-0.08475,2715.98,0,0.3765,8.631e-06,6.25329224269662,4.41642228739003,0.110229885057471,0.265979695431472
"CANDIDATE",7040629,"K00671.01",2.8841249,0.6448,2508,857.49,1.499,23,-0.2323,2808.52,0,0.01425,-4.793e-05,28.4277888745397,4.60894941634241,-1.07225950782998,0.154939058171745
"CANDIDATE",7040629,"K00671.02",7.7189822,0.1724,1619,401.79,1.499,23,-0.05247,3116.43,0,-0.05129,-4.713e-05,3.69318222358725,2.89721066420095,-0.85072202166065,1.11420972644377
"CANDIDATE",7040629,"K00671.03",15.562026,0.214,524,142.35,1.499,23,-0.06793,3641.2,0,0.4026,4.43e-05,3.02501728254002,2.53944020356234,0.530538922155689,0.567878077373974
"CANDIDATE",7040629,"K00671.04",9.4386208,0.2217,899.1,235.91,1.499,23,-0.3026,3969.01,0,-0.4166,-8.582e-05,3.08007945410585,2.57058388765706,-1.30425531914894,1.40283333333333
"CANDIDATE",7115785,"K00672.01",36.543756,0.4592,523.7,13.24,0.914,16,0.003881,2490.29,0,-0.1601,-0.0001923,23.4522795028343,7.76873354081877,-1.0015625,0.315097744360902
"CANDIDATE",7115785,"K00672.02",18.232315,0.4318,612.6,47.23,0.914,16,-0.04277,2765.05,0,0.1369,0.0002978,21.5743903416661,7.69076305220884,2.17372262773723,3.2684329199549
"FALSE POSITIVE",7115785,"K00672.03",1.3371006,0.02283,11090,4089.26,0.914,16,0.3134,4569.37,0,0.3484,4.049e-05,0.966277861630805,0.959703947368421,1.73776824034335,4.02673107890499
"CANDIDATE",7124613,"K00673.01",5.2262762,0.2721,1999,2541.16,2.297,5,0.03215,2745.77,0,-0.2559,1.016e-05,20.8030438149543,3.12260273972603,0.228828828828829,0.858211382113821
"CANDIDATE",7277317,"K00674.01",11.979504,0.4639,1612,203.53,2.595,0,-0.04912,1704.76,0,-0.2022,-3.452e-05,23.5444256494952,8.81729200652529,-0.257611940298507,0.351227436823105
"FALSE POSITIVE",7385509,"K00675.01",1.5662163,1.932,8783,322.31,0.695,13,-0.5688,1785.74,0,-75,-0.006026,68.8078810134607,11.4241622574956,-89.672619047619,4.12309782608696
"CANDIDATE",7447200,"K00676.01",13.176663,0.4734,8238,14.48,0.533,30,-3.005,741.77,0,0.05334,-9.581e-05,153.07603524237,15.1523297491039,-0.602578616352201,0.508575539568345
"CANDIDATE",7447200,"K00676.02",5.986058,0.2861,3812,69.71,0.533,30,-0.07247,1629.63,0,0.06142,-0.0001012,86.1228695849843,14.997084548105,-1.25402726146221,0.299259259259259
"FALSE POSITIVE",7466863,"K00677.01",9.961188,1.357,583.5,281.67,1.464,7,-0.008297,2623.51,0,1.812,-0.001456,3.11517718881387,2.23279648609078,-11.4645669291339,39.9886246122027
"CANDIDATE",7509886,"K00678.01",6.6990597,0.191,1387,196.57,0.825,23,0.04415,2631.43,0,0.06163,6.799e-05,7.61073247177692,6.44563426688633,1.33313725490196,2.71201438848921
"CANDIDATE",7509886,"K00678.02",10.449078,0.1732,994.4,118.73,0.825,23,-0.06014,2616.49,0,-0.07953,7.559e-05,5.4050972879128,4.93827160493827,1.19984126984127,1.94754385964912
"CANDIDATE",7515212,"K00679.01",15.538863,0.6004,925.3,46,1.356,23,0.008633,2537.06,0,0.1708,4.291e-05,25.3257293565069,5.12716354645002,0.628257686676427,0.109775687409551
"CANDIDATE",7515212,"K00679.02",9.1887981,0.2368,887.1,112.54,1.356,23,-0.005264,4040.32,0,-0.7958,-2.539e-05,2.5969604431399,2.32652235484524,-0.453392857142857,2.31496402877698
"CANDIDATE",7529266,"K00680.01",7.0294938,0.6638,32900,1991.67,3.913,40,0.04662,1319.5,0,-0.04948,8.368e-05,424.256847029078,2.83287613420553,0.917543859649123,0.122525035765379
"FALSE POSITIVE",7598128,"K00681.01",35.989526,2.63,89730,120.6,2.326,5,0.02459,2061.96,0,0.1414,0,1470.97281152917,2.85987748851455,0,0.0690953800298063
"CANDIDATE",7630229,"K00683.01",295.38636,0.8288,132.3,1.58,1.05,23,-0.004726,2987.71,0,0.03719,0.0004292,40.8933725983251,6.21439831844456,0.640597014925373,0.490195767195767
"CANDIDATE",7730747,"K00684.01",6.1004129,0.9249,1795,1053.7,1.793,7,-0.01728,2107.38,0,-0.5599,-6.037e-05,9.2684107856802,2.15780089153046,-0.399801324503311,0.112070707070707
"CANDIDATE",7764367,"K00685.01",3.309539,0.3151,3402,1775.5,1.584,7,0.05068,2833.27,5,-0.11,-0.0001809,20.6551662091536,2.97416267942584,-2.83987441130298,1.3032
"CANDIDATE",7906882,"K00686.01",104.26284,0.6541,66120,11.75,0.98,23,-0.004852,1370.99,0,-0.1031,0.0009867,351.979456062469,7.42030696576151,0.675821917808219,0.168238805970149
"CANDIDATE",7976520,"K00687.01",6.8534036,0.2131,1573,990.27,1.687,26,-0.02746,2716.2,0,-3.643,3.273e-05,7.80836748049067,3.77644458478055,1.31975806451613,8.46100116414435
"CANDIDATE",8161561,"K00688.01",4.4227435,0.1982,3281,2123.72,1.972,26,-0.2148,2790.28,1,-0.3497,-9.317e-05,9.30090022173284,3.8115763546798,-1.69708561020036,1.91305970149254
"CANDIDATE",8361905,"K00689.01",15.506816,0.3936,374.5,37.76,0.737,7,-0.01938,2633.36,0,0.5016,-4.071e-05,12.5562759613635,4.27672955974843,-0.210932642487047,1.12959459459459
"FALSE POSITIVE",8409588,"K00690.01",4.3362451,0.2336,22510,1797.2,0.872,7,-0.09335,1693.48,0,-0.4428,-0.0001277,77.5361800263186,3.32378472222222,-1.91741741741742,3.22865779927449
"CANDIDATE",8480285,"K00691.01",21.875177,0.3248,1351,40.75,1.098,16,-0.00831,2336.26,0,-0.0266,8.597e-05,12.5965399513367,6.08444902162719,1.00081490104773,0.361070967741935
"CANDIDATE",8480285,"K00691.02",9.3390532,0.3249,1208,91.1,1.098,16,-0.07447,3634.2,0,-1.088,3.24e-05,4.60725142872046,3.84070294784581,0.460881934566145,2.39657701711491
"CANDIDATE",8557374,"K00692.01",4.4178521,0.1565,4294,731.99,1.008,23,-0.6828,2195.28,2,0.7756,1.485e-05,4.99898484009604,3.92516507703595,0.245860927152318,1.4612426035503
"CANDIDATE",8557374,"K00692.02",20.431103,0.0837,1736,298.69,1.008,23,-0.1787,2536.36,0,0.6563,1.704e-05,4.43918511780882,3.63666228646518,0.129090909090909,0.439692307692308
"CANDIDATE",8738735,"K00693.01",9.9850852,0.4304,1376,78.14,1.044,23,-0.01345,3154.34,0,0.1811,0.0001358,16.2209858016373,5.65696109615855,1.67861557478368,0.314301507537688
"CANDIDATE",8738735,"K00693.02",12.33512,0.6973,646.7,34.71,1.044,23,0.0209,3621.79,0,0.1665,0.0003878,15.7066865378287,5.635103926097,3.9774358974359,0.154077639751553
"CANDIDATE",8802165,"K00694.01",17.444302,0.3822,1332,49.01,0.972,23,-0.0621,2362.36,0,-0.1903,1.864e-05,25.2898200349751,6.31771033422974,0.195183246073298,0.858528846153846
"CANDIDATE",8805348,"K00695.01",28.024925,0.3538,640.6,23.96,0.896,23,-0.02646,2735.17,0,0.001636,-8.281e-05,16.9875079107676,7.34502570305413,-0.811862745098039,0.825214285714286
"CANDIDATE",8869680,"K00696.01",3.9929383,0.3945,2333,719.76,1.934,5,-0.02167,2777.9,0,-3.171,8.896e-05,12.9964934250788,3.20891904992729,1.04168618266979,3.1755369928401
"CANDIDATE",8878187,"K00697.01",3.1447787,0.3115,2025,1220.85,1.447,23,-1.127,3282.81,3,-0.8171,0.0001043,11.6472421057759,4.34555801454315,1.73255813953488,3.5442265795207
"FALSE POSITIVE",8891278,"K00698.01",22.645409,1.237,14150,279.68,1.596,13,0.05879,1565.88,0,-0.5129,-0.01583,12.3203331834735,2.55915119363395,-23.9123867069486,11.7810383747178
"FALSE POSITIVE",8908102,"K00699.01",5.2850371,1.874,9777,2155.1,2.943,7,0.03001,1578.71,0,0.01044,-0.0003865,11.1151778362617,1.75026068821689,-0.710477941176471,0.55627365356623
"CANDIDATE",8962094,"K00700.01",37.2491,0.3845,269.2,18.26,0.828,23,0.003645,2781.36,0,0.08178,1.297e-06,16.6763890791593,7.183446571958,0.00858940397350993,0.749781818181818
"CANDIDATE",8962094,"K00700.02",10.298526,0.2653,1096,89.6,0.828,23,-0.02915,2636.64,0,-0.1224,0.0001501,7.62724310476182,5.50900404263139,1.86228287841191,0.557804878048781
"CANDIDATE",8962094,"K00700.03",20.619366,0.1143,656.7,49.23,0.828,23,-0.1097,2957.08,0,0.1473,-1.147e-05,2.9117588056942,2.73456121343445,-0.124,1.5745652173913
"CANDIDATE",8962094,"K00700.04",65.708369,0.1885,219.6,6.35,0.828,23,-0.07957,3475.04,0,0.6141,2.719e-05,2.07776972980371,2.01014415376402,0.165792682926829,1.33324396782842
"CANDIDATE",9002278,"K00701.01",30.296395,0.2332,721.9,15.75,0.662,49,-0.01824,2104.41,0,-0.3104,0.0001298,10.2523020427171,8.65310821181888,1.06393442622951,1.42205357142857
"CANDIDATE",9002278,"K00701.02",8.4796219,0.2771,1772,73.58,0.662,49,-0.1621,2286.84,0,-0.158,9.038e-06,12.7760916609273,10.0240096038415,0.125877437325905,1.15990099009901
"CANDIDATE",9002278,"K00701.03",82.792099,0.5024,158.6,1.24,0.662,49,-0.01817,2801.24,0,-0.2994,-5.735e-06,10.1841423089362,8.61572052401747,-0.0295618556701031,0.709715302491103
"CANDIDATE",9002278,"K00701.04",193.63488,0.316,72.14,0.44,0.662,49,0.001651,3380.89,0,-0.4961,0.0002781,1.82044519188899,1.80949008498584,0.830149253731343,3.59733050847458
"CANDIDATE",9002278,"K00701.05",12.74195,0.1422,825.3,26.08,0.662,49,-0.08519,3914.98,0,-1.37,5.449e-05,1.47614963228413,1.4700631395602,0.668588957055215,3.06863753213368
"FALSE POSITIVE",9053112,"K00702.01",2.5625423,0.04323,20150,9219.89,2.872,7,-1.04,0,0,-114,-0.0003556,2.93112923496996,1.30569655950367,-9.1413881748072,147.497467071935
"FALSE POSITIVE",9162741,"K00703.01",3.0314819,0.1002,10810,6122.15,1.584,13,-0.5604,3007.68,0,1.047,-0.0001405,6.79801794310905,2.95351886929914,-4.57654723127036,18.6805696846389
"CANDIDATE",9266431,"K00704.01",21.103729,0.5483,505.7,27.15,0.804,32,-0.07201,2224.9,0,-0.1986,0.0003884,36.239526434153,10.0342205323194,3.26386554621849,1.00407692307692
"FALSE POSITIVE",9300285,"K00705.01",2.0016647,0.1722,12890,7067.56,1.338,7,-0.8355,1628.16,0,0.8555,0,12.0865494567794,3.10809044569337,0,44.9717083786725
"FALSE POSITIVE",9426071,"K00706.01",31.752781,3.031,325200,93.94,1.417,7,0.01265,1032.04,0,0.2148,0.0009148,63.455101180131,3.33054074638233,0.222038834951456,0.114887724550898
"CANDIDATE",9458613,"K00707.01",15.759576,0.3996,1259,125.4,1.694,50,-0.04846,2519.25,0,0.05431,-1.486e-05,21.3252163180692,3.98198903680501,-0.156585879873551,0.743473053892216
"CANDIDATE",9458613,"K00707.02",14.834771,1.175,685,53.89,1.694,50,0.02532,3066.59,0,0.1119,4.531e-06,39.8687424844293,4.03251318101933,0.0408198198198198,0.7911875
"CANDIDATE",9458613,"K00707.03",13.167727,0.9086,798.7,75.73,1.694,50,-0.02289,2902.16,0,0.7179,-0.0002123,31.4795739496569,4.02127659574468,-2.04134615384615,0.631990740740741
"CANDIDATE",9458613,"K00707.04",9.8894185,0.2713,1437,245.03,1.694,50,-0.1345,3165.06,0,-0.1765,0.0001187,6.64506820717873,3.46012679346013,1.54960835509138,1.23321428571429
"CANDIDATE",9458613,"K00707.05",5.5221759,0.1228,2201,754.49,1.694,50,-0.2384,3481.69,0,-1.01,-2.547e-05,2.41903577944396,2.07739557739558,-0.438382099827883,1.00703470031546
"CANDIDATE",9530945,"K00708.01",10.735634,0.5824,1536,104.21,1.216,16,-0.04482,2667.88,0,-0.008051,-0.0001917,35.9006891396066,5.79644475426978,-1.8980198019802,0.269513888888889
"CANDIDATE",9530945,"K00708.02",5.3405541,0.4753,1797,309.51,1.216,16,-0.08075,3023.16,0,-0.29,-2.141e-05,20.8490872441418,5.65448658649399,-0.288156123822342,0.756254098360656
"CANDIDATE",9578686,"K00709.01",15.324114,0.878,1038,25.68,0.825,23,-0.04401,2140.61,0,-0.2407,1.393e-05,47.0784192040134,11.5904042647712,0.109685039370079,0.304615853658537
"CANDIDATE",9590976,"K00710.01",6.0400925,0.154,4535,942.86,1.689,16,-0.1378,2916.43,0,0.003287,0.0001442,6.52068774209152,3.93031476182461,3.14847161572052,0.248663101604278
"CANDIDATE",9590976,"K00710.02",9.8516403,0.1454,1053,504.92,1.689,16,-0.15,3511.48,0,-0.3728,2.305e-05,3.50594791100545,2.85611303344867,0.369983948635634,0.287783410138249
"CANDIDATE",9590976,"K00710.03",5.3727383,0.07352,2601,1452.61,1.689,16,-0.3209,3997.21,0,-0.05993,8.386e-05,3.67228846321795,2.94335736354274,2.00622009569378,1.26928034371643
