"koi_disposition","kepid","kepoi_name","tce_dor","tce_ingress","tce_chisqgof","tce_insol","tce_sradius","tce_slogg_prov","tce_mesmedian","tce_ptemp","tce_rb_tcount3","tce_fwm_srao","tce_fwm_pdeco","tce_ror_sn","tce_prad_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"FALSE POSITIVE",7601633,"K00136.01",25.213422,1.235,4039,299.35,2.221,4,0.007788,1566.7,0,-0.0669,0.0001242,8.43320970655088,3.53658536585366,0.297841726618705,0.116822510822511
"CANDIDATE",8644288,"K00137.01",24.319192,0.3714,12940,63.65,1.055,28,-2.112,0,0,-0.07823,0.0002559,77.8589295272971,14.4005358338915,1.65096774193548,0.5976
"CANDIDATE",8644288,"K00137.02",11.522149,0.3815,7075,154.47,1.055,28,-0.04934,1516.47,0,-0.1209,0.0001639,81.7040655021379,14.4226237234878,1.7289029535865,0.472524544179523
"CANDIDATE",8644288,"K00137.03",6.0705671,0.1887,1854,436.74,1.055,28,0.0171,2220.2,0,-0.1829,-0.0001172,7.69390975227431,6.81067344345616,-1.74404761904762,0.292503597122302
"FALSE POSITIVE",8506766,"K00138.01",31.349699,3.289,7320,80.52,1.761,7,-0.007609,1698.96,0,0.1112,-0.003826,14.7556830915134,3.5060930847159,-6.81996434937611,2.45599435825106
"CANDIDATE",8559644,"K00139.01",129.6812,0.9941,2194,2.93,1.235,23,-0.0007863,2344.42,0,-0.005988,-0.0001367,100.55719919711,5.79018867924528,-0.360686015831135,0.730480916030534
"CANDIDATE",8559644,"K00139.02",3.9245681,0.2157,2790,800.7,1.235,23,0.06456,3035.98,0,-0.1522,7.537e-05,7.64573682777184,4.62020556530459,1.59682203389831,1.76793939393939
"FALSE POSITIVE",5130369,"K00140.01",6.3946589,2.001,9888,789.77,1.895,7,-0.2336,5682.93,0,14.75,-0.009659,103.739082509729,2.35890302066773,-97.7631578947368,79.3543091655267
"CANDIDATE",12105051,"K00141.01",7.4875631,0.3506,76480,435.41,0.899,23,0.03391,1327.2,0,-0.2986,0.0001692,122.144643021342,8.54086501462213,1.18321678321678,4.06062322946176
"CANDIDATE",4649305,"K00143.01",23.269086,1.12,1918,126.79,1.333,7,-0.03881,4128.71,0,-0.03565,0.0001295,143.873078976403,2.5982905982906,0.602325581395349,1.76287581699346
"CANDIDATE",4180280,"K00144.01",6.1059333,0.3049,3672,139.52,0.776,23,-0.02062,1556.88,1,0.8608,-1.631e-05,31.3762763962829,13.6922406277245,-0.180220994475138,0.73546835443038
"CANDIDATE",9904059,"K00145.01",24.254299,4.656,274.2,95.59,7.119,29,-0.0111,2363.84,0,-0.1641,-0.0004518,49.5661347499482,4.14127569847127,-1.19208443271768,0.285471794871795
"FALSE POSITIVE",9048161,"K00146.01",5.6928399,2.432,63850,682.02,1.889,7,-0.1675,1938.38,0,-15.68,-0.05926,6.74306756213032,2.10209456917095,-26.1057268722467,2.35012787723785
"FALSE POSITIVE",1996679,"K00147.01",91.051574,2.713,1045,5.34,1.095,7,-0.01026,2810.11,0,4.409,-0.01246,2.23238277013153,1.85222518067706,-16.266318537859,61.6002372479241
"CANDIDATE",5735762,"K00148.01",13.508573,0.3044,1777,69.63,0.873,20,0.00515,1862.83,0,0.305,-4.434e-05,26.0676340373035,11.9372549019608,-0.546732429099877,2.25029126213592
"CANDIDATE",5735762,"K00148.02",5.7899374,0.3773,2511,178.34,0.873,20,-0.03307,1939.49,0,0.123,3.226e-05,30.2330003937869,12.2780748663102,0.546779661016949,1.42699029126214
"CANDIDATE",5735762,"K00148.03",32.242941,0.464,412.8,9.56,0.873,20,0.01001,2566.87,0,0.1411,-0.0001775,14.3715149216336,9.81296758104738,-1.35496183206107,1.9158125
"CANDIDATE",3835670,"K00149.01",11.027106,0.4103,1986,141.23,1.412,23,-0.03227,1985.39,0,-0.06583,-2.098e-05,35.1536491864633,4.94023479188901,-0.237062146892655,0.859563829787234
"CANDIDATE",7626506,"K00150.01",12.031801,0.239,1784,101.49,0.812,16,-0.1433,1987.16,0,0.1266,0.0003416,19.2061655325158,9.92862807295797,4.34605597964377,0.943415730337079
"CANDIDATE",7626506,"K00150.02",32.274046,0.2695,563.9,19.87,0.812,16,0.000576,2370.47,0,0.1954,0.0005166,11.8029410842505,8.27380952380952,4.06771653543307,0.79391935483871
"CANDIDATE",2307199,"K00151.01",13.224587,1.563,987.9,122.58,1.041,7,-0.1212,3003.26,0,0.09145,0.0003652,11.7656476263118,3.08126410835214,1.36779026217228,2.27628571428571
"CANDIDATE",8394721,"K00152.01",39.525752,0.6337,1950,29.12,1.324,16,0.01052,2286.16,0,0.651,-0.0006164,81.0250092662816,5.34920634920635,-2.23333333333333,0.66287859824781
"CANDIDATE",8394721,"K00152.02",9.9472174,0.6092,1173,176.49,1.324,16,-0.07016,2839.78,0,0.5975,7.225e-05,41.6924001664789,5.31650695100553,0.622844827586207,1.863625
"CANDIDATE",8394721,"K00152.03",15.90715,0.7476,1063,68.57,1.324,16,-0.04858,2741.69,0,0.7993,-8.218e-06,41.0848337908268,5.31451405001289,-0.0582836879432624,0.746715328467153
"CANDIDATE",8394721,"K00152.04",97.137913,0.2844,137.2,16.15,1.324,16,0.02192,4230.53,0,0.8684,0.0002121,3.30322081328705,2.81273062730627,0.64468085106383,0.437771084337349
"CANDIDATE",12252424,"K00153.01",6.7505519,0.3874,2728,85.51,0.693,20,0.1536,1479.22,0,0.06534,4.709e-05,34.8005133698314,13.1073446327684,0.579926108374384,0.786174112256587
"CANDIDATE",12252424,"K00153.02",15.177483,0.2678,1450,36.92,0.693,20,0.0639,1744.85,0,0.005817,8.51e-05,15.3351838528308,10.3944607637432,0.759821428571429,1.20020746887967
"CANDIDATE",8030148,"K00155.01",6.0033563,0.3274,3474,365.93,1.173,23,-0.179,1847.82,0,0.04238,-0.000103,35.0724497357895,5.84123814278582,-1.98076923076923,2.46884848484848
"CANDIDATE",10925104,"K00156.01",16.569973,0.4438,1900,9.39,0.54,30,-0.004992,1431.42,0,0.4817,-0.0006337,63.9570583743048,15.853985264568,-6.64255765199161,3.25804455445545
"CANDIDATE",10925104,"K00156.02",8.2470288,0.6683,1121,15.62,0.54,30,-0.02345,1592.19,0,0.6204,-0.0002523,54.9400105802708,15.6927426955702,-3.66182873730044,2.54299212598425
"CANDIDATE",10925104,"K00156.03",4.9275984,0.681,1431,28.01,0.54,30,0.01029,1891.89,0,-0.002254,-9.972e-05,37.5780283456078,15.009250693802,-1.81970802919708,2.97045045045045
"CANDIDATE",6541920,"K00157.01",33.890353,0.5032,1508,27.21,1.046,31,-0.2071,2201.97,0,0.09797,0.0002749,41.508452453909,14.4235216385861,1.94964539007092,1.23345543345543
"CANDIDATE",6541920,"K00157.02",13.121051,0.3692,1386,90.2,1.046,31,-0.1913,1864.31,0,0.1071,0.0001231,22.7752443211955,12.7459502173054,1.58838709677419,1.32974576271186
"CANDIDATE",6541920,"K00157.03",22.69256,0.3372,1464,43.04,1.046,31,-0.08205,2430.07,0,-0.2102,0.0002936,16.6371544699492,11.2970168612192,3.05197505197505,1.79831730769231
"CANDIDATE",6541920,"K00157.04",83.20279,0.3954,487.9,4.76,1.046,31,-0.07181,3275.83,0,-0.01013,0.0002123,12.1249626593345,9.52049290115189,1.2271676300578,1.50379032258065
"CANDIDATE",6541920,"K00157.05",23.723686,0.93,440.8,16.44,1.046,31,-0.006699,2787.47,0,0.3091,0.0001472,32.8212755996864,13.9279026217228,1.24745762711864,0.225828025477707
"CANDIDATE",6541920,"K00157.06",7.4642327,0.5379,1440,123.29,1.046,31,-0.1848,2726.51,0,-0.08058,0.0001207,20.9690965349538,12.4031443009545,1.82051282051282,0.774923076923077
"FALSE POSITIVE",10555375,"K00158.01",3.7020048,0.8452,2452,1172,2.097,7,-0.0285,2955.78,0,-15.11,0.002798,26.0078622885986,1.97767857142857,34.4581280788177,77.6527607361963
"CANDIDATE",8972058,"K00159.01",8.761392,0.3572,1502,200.76,1.171,23,-0.005808,2751.61,0,0.1215,-1.057e-05,20.3394627072663,5.73314938904217,-0.15453216374269,1.2635593220339
"CANDIDATE",8972058,"K00159.02",5.3108805,0.07338,2212,1165.69,1.171,23,0.01825,3555.46,0,-0.7138,-3.242e-05,2.36412091492509,2.19909159727479,-0.592687385740402,0.804366197183099
"CANDIDATE",6631721,"K00160.01",12.028412,0.9269,951.8,163.81,1.178,7,-0.02198,2882.67,0,2.217,-0.001993,64.583762310728,3.51020408163265,-15.5703125,41.2740447957839
"CANDIDATE",5084942,"K00161.01",7.6270089,0.1977,3274,218.22,0.791,23,0.1057,1689.74,0,-0.1217,4.776e-05,24.1959929595712,12.8763316350162,0.865217391304348,0.575735930735931
"CANDIDATE",8107380,"K00162.01",16.776899,0.2372,1190,100.25,1.124,32,-0.002702,2436.64,1,0.1456,7.939e-05,11.8744165284462,5.93646102696712,0.748962264150943,2.54834930777423
"CANDIDATE",6851425,"K00163.01",14.987156,0.2674,1385,42.11,0.766,32,0.1018,2085.67,0,-0.3885,0.0001603,12.4370940670324,9.50151712180321,2.00124843945069,3.22171171171171
"FALSE POSITIVE",5652237,"K00164.01",2.5230049,1.912,3059,1557.27,1.985,7,-0.101,2893.2,0,38,-0.002663,11.3841019410365,2.18833044482958,-31.2192262602579,126.41567065073
"CANDIDATE",9527915,"K00165.01",19.305601,0.3334,885.5,39.62,0.799,32,0.04416,2245.84,0,0.06787,-0.0005696,19.8627961830359,11.0601833399761,-4.12753623188406,0.238956896551724
"CANDIDATE",2441495,"K00166.01",22.038928,0.2485,1095,42.13,0.795,32,-0.04165,2264.09,0,-0.06939,0.0001245,10.6780485751675,8.31313131313131,0.798076923076923,1.97686796315251
"CANDIDATE",11666881,"K00167.01",4.1982115,0.4428,3008,702.72,1.378,23,-0.318,2750.79,0,-0.02482,2.635e-06,43.2279276132675,5.66811123149151,0.0576586433260394,0.762270875763748
"CANDIDATE",11512246,"K00168.01",5.3728254,0.921,1737,244.49,1.518,0,0.03027,2486.08,0,0.116,0,58.5506855643243,15.882099827883,0,1.27165354330709
"CANDIDATE",11512246,"K00168.02",10.915842,0.2822,1114,152.91,1.518,0,0.0255,3022.29,0,0.03862,0,6.0843183976949,5.70790216368768,0,0.854656488549618
"CANDIDATE",11512246,"K00168.03",4.3671592,0.3484,1856,424.11,1.518,0,0.003732,3404.4,0,0.1181,0,6.51845733869923,6.06207565470417,0,1.78727488151659
"FALSE POSITIVE",6185711,"K00169.01",10.844058,1.319,2224,63.33,0.762,7,-0.007031,2317.91,0,47.98,-0.003187,2.00075632779934,1.80860702151755,-21.5337837837838,54.425
"FALSE POSITIVE",11044770,"K00170.01",5.5284671,3.033,956,959.86,2.43,7,-0.07284,5189.08,0,12.45,-0.003068,7.70308971660998,2.57854917668002,-21.3055555555556,24.8042979942693
"CANDIDATE",7831264,"K00171.01",7.5032591,0.2416,2107,580.77,1.439,16,-0.0657,2423.38,0,-0.1429,-4.498e-05,17.2232841813057,5.32492581602374,-0.645337159253946,0.562854430379747
"CANDIDATE",7831264,"K00171.02",15.187067,0.2488,669.7,204.21,1.439,16,-0.06098,3223.33,0,0.4919,-1.641e-05,6.51073515476144,4.24580103359173,-0.146517857142857,0.599450549450549
"CANDIDATE",8692861,"K00172.01",13.83155,0.2743,1293,73.37,0.943,33,0.002548,2111.47,0,0.02083,-2.721e-05,13.2915150082297,6.89342403628118,-0.330218446601942,0.359326530612245
"CANDIDATE",8692861,"K00172.02",74.73521,0.9378,138.8,1.59,0.943,33,-0.03192,3707.49,0,-0.1183,-0.0002438,9.96052897359587,6.26696118649416,-1.10316742081448,2.46548223350254
"CANDIDATE",11402995,"K00173.01",7.9401517,0.5145,1505,154.53,1.14,32,-0.07871,2304.71,0,0.08579,-0.0001396,32.307447382037,6.3167104111986,-1.72772277227723,0.462748663101604
"CANDIDATE",10810838,"K00174.01",70.439712,0.428,169.3,3.64,0.701,23,0.01078,2317.76,0,0.2836,-0.0002601,11.811717197072,9.49055931599572,-0.935611510791367,0.75108843537415
"FALSE POSITIVE",8323753,"K00175.01",5.9378343,0.5402,2780,1419.35,2.623,5,0.01322,2795.98,0,14.12,-0.00253,28.2585514221935,2.69137670196672,-34.8005502063274,54.2034482758621
"CANDIDATE",6442377,"K00176.01",22.149252,0.3648,660,77.05,1.518,23,-0.02475,3016.47,0,0.328,-2.005e-05,16.6713657672668,5.30912957618107,-0.231791907514451,0.991280487804878
"CANDIDATE",6803202,"K00177.01",21.746853,0.1813,692.6,47.49,1.034,32,0.05865,2527.8,0,0.2946,-8.769e-05,5.00534593957582,4.06811931457584,-1.05396634615385,1.63943925233645
"FALSE POSITIVE",11455491,"K00178.01",2.2973795,1.65,2930,798.65,1.554,5,-0.3957,4388.97,0,-112.1,0.007375,33.4489193457399,4.43948009748172,155.919661733615,134.126865671642
"CANDIDATE",9663113,"K00179.01",13.101858,0.447,1479,95.88,1.299,32,-0.2309,2577.61,0,-0.1162,-0.0001572,31.3232212270565,5.5349135169763,-1.64435146443515,1.0236974789916
"CANDIDATE",9663113,"K00179.02",61.833371,2.011,753.4,2.9,1.299,32,-0.03992,3271.77,0,0.0924,-4.92e-05,31.7188805088767,5.53780501148922,-0.167918088737201,0.0871776699029126
"CANDIDATE",9573539,"K00180.01",13.26414,0.2955,1003,81.7,0.853,23,0.01657,2311.53,0,0.1101,-2.201e-05,26.4126521499664,7.5022275022275,-0.414500941619586,0.787747126436782
"FALSE POSITIVE",12504988,"K00181.01",9.4175565,0.8519,100700,395.83,1.035,7,-0.03593,2636.34,0,0.2936,0.002842,1601.3077676465,2.96568208980707,1.81019108280255,2.39301634472511
"CANDIDATE",5376836,"K00182.01",7.1338957,0.682,112800,437.2,0.878,7,0.06279,2338.16,0,0.1122,8.307e-05,1481.9653566236,3.53967821107172,0.0769166666666667,0.414086826347305
"CANDIDATE",9651668,"K00183.01",8.1422541,0.33,283800,606.31,0.956,34,-0.08613,1092.76,0,0.03564,-0.001386,726.058713939753,7.96284829721362,-2.5524861878453,0.120118263473054
"FALSE POSITIVE",7972785,"K00184.01",9.4544371,0.7484,57090,329.93,1.138,7,-0.4509,2471.42,0,-0.09442,0.00109,956.605209195126,2.9242819843342,2.21544715447154,0.0759088191330344
"FALSE POSITIVE",4178389,"K00185.01",45.252171,1.55,40380,29.74,0.809,7,0.03101,1110.25,0,0.06615,-0.009349,25.8989026768924,3.79291453615778,-2.76597633136095,2.297341211226
"CANDIDATE",12019440,"K00186.01",8.7966714,0.3457,82450,564.82,1.013,26,-0.1248,1231.74,0,0.08693,-0.0008932,420.222837868023,6.10432330827068,-1.2152380952381,0.319491017964072
"FALSE POSITIVE",7023960,"K00187.01",48.558392,0.7206,14260,29.19,0.993,7,-0.06942,2093.12,0,0.09427,-0.0006482,669.268002768386,3.28866198681132,-0.317745098039216,0.0749059701492537
"CANDIDATE",5357901,"K00188.01",11.514084,0.365,93290,219.88,0.848,35,0.1102,1043.3,0,-0.02991,-4.848e-05,398.613691714726,13.4478371501272,-0.0820304568527919,0.0737245508982036
"CANDIDATE",11391018,"K00189.01",40.608509,0.8284,21510,10.49,0.765,7,0.04343,1240.24,0,-0.1652,-0.0003632,469.036877943818,9.92812219227314,-0.204044943820225,0.210281481481481
"FALSE POSITIVE",5771719,"K00190.01",14.611539,1.339,15470,318.56,2.344,26,0.01392,1778.14,0,-0.08955,2.5e-05,600.501731522922,3.12946085428791,0.0260688216892596,0.673787425149701
"CANDIDATE",5972334,"K00191.01",26.966814,0.6069,6395,45.53,0.887,16,-0.02399,1148.69,0,-0.002478,-0.0001327,287.644800567739,9.84861976847729,-0.0975735294117647,2.17955882352941
"CANDIDATE",5972334,"K00191.02",4.1578813,0.3005,2606,535.53,0.887,16,-0.1862,2019.21,0,-0.3059,1.011e-05,15.7293725372419,8.35294117647059,0.0732608695652174,0.409892857142857
"CANDIDATE",5972334,"K00191.03",1.8008791,0.1078,5794,2751.65,0.887,16,-1.674,2710.73,0,-0.5877,7.048e-06,2.04094054159895,1.99904580152672,0.085223700120919,2.38628676470588
"CANDIDATE",5972334,"K00191.04",28.603863,0.484,164.2,13.3,0.887,16,-0.2001,3235.93,0,0.1642,0.0004393,4.65426215805152,4.20799143774527,1.33932926829268,0.824065934065934
"CANDIDATE",7950644,"K00192.01",19.400133,0.3771,58280,233.35,1.373,35,-0.07264,1296.16,0,0.06919,0.0004139,266.138815833351,4.45691647408386,1.25045317220544,0.180820895522388
"FALSE POSITIVE",10799735,"K00193.01",66.804387,0.6486,17210,25.57,1.003,7,-0.05359,2074.14,0,-0.03636,0.0007782,511.98904023014,2.94093851132686,0.399076923076923,2.51664233576642
"CANDIDATE",10904857,"K00194.01",8.5291605,0.6689,50060,682.78,0.996,7,-0.08509,2240.59,0,-0.04083,0.000865,833.937530446303,3.19338990620813,0.645522388059701,0.25625748502994
"CANDIDATE",11502867,"K00195.01",9.5572805,0.4549,312900,466.56,0.903,35,-0.3659,860.42,0,0.1461,0.001059,590.444561682522,7.52895752895753,1.38976377952756,0.0873413173652695
"CANDIDATE",9410930,"K00196.01",5.0063005,0.4093,124300,1008.11,0.947,36,-1.033,1503.3,0,0.02174,-0.000621,716.98220173379,15.2763524409911,-2.08389261744967,0.0468383233532934
"CANDIDATE",2987027,"K00197.01",35.616387,0.347,16730,19.9,0.738,32,-0.02079,1320.87,0,0.212,-0.0001924,114.038662182176,15.239378238342,-0.321202003338898,0.217083333333333
"FALSE POSITIVE",10666242,"K00198.01",113.75354,2.078,21760,5.5,0.955,4,0.01225,1342.22,0,-0.05053,-0.0004984,13.3399904354842,6.39673358285131,-0.13767955801105,0.231050295857988
"CANDIDATE",10019708,"K00199.01",6.9554996,0.39,66350,1541.1,1.691,26,-0.2659,1317.85,0,-0.1138,0.002655,392.134423462515,4.31406598858844,7.97297297297297,0.317130044843049
"FALSE POSITIVE",10019708,"K00199.02",2.2070682,4.673,2321,412.44,1.691,26,-0.2654,4017.43,0,4.146,-0.04034,17.0939480430403,4.18313489628084,-256.942675159236,176.964047936085
"CANDIDATE",6046540,"K00200.01",15.285751,0.4627,32380,421.69,1.498,37,0.03657,1484.3,0,-0.05821,-0.0005434,346.26522398222,10.6899055918664,-1.51364902506964,0.79796511627907
"CANDIDATE",6849046,"K00201.01",11.048807,0.2647,55810,361.11,1.054,23,-0.06447,1230.46,0,0.03983,0,189.771598351228,6.30695770804911,0,0.0949522388059702
"CANDIDATE",7877496,"K00202.01",5.4081727,0.3642,100600,1742.63,1.215,38,-0.4328,1537.9,0,-0.0334,-0.003873,549.769056650872,12.6507177033493,-11.2587209302326,2.4402332361516
"CANDIDATE",10619192,"K00203.01",5.6343911,0.2673,2889000,1409.27,1.018,39,-0.7168,1374.42,1,0.1087,-0.01007,509.709145620036,16.4148585709417,-10.2233502538071,0.257005988023952
"CANDIDATE",9305831,"K00204.01",6.7536168,0.4045,26830,1072.84,1.457,27,-0.3065,1242.12,0,0.6403,0.004011,221.176126132984,12.0242537313433,13.0651465798046,2.29585635359116
"CANDIDATE",7046804,"K00205.01",24.308403,0.511,13860,44.98,0.77,7,-0.08484,1395.89,0,0.1535,-0.001331,280.877773900775,7.47479376718607,-2.29087779690189,0.265862573099415
"CANDIDATE",5728139,"K00206.01",6.6326281,0.4173,11260,1184.61,1.905,40,-0.05059,1693.44,0,-0.06263,-0.001888,176.25882363109,4.35914332784184,-11.1715976331361,0.63217008797654
"CANDIDATE",3762468,"K00208.01",6.7834802,0.3373,12530,1011.57,1.172,7,-0.1276,1945.31,0,0.06467,-0.00131,169.100333438547,3.11703032020402,-2.14052287581699,0.380936106983655
"CANDIDATE",10723750,"K00209.01",37.096052,0.7515,7039,33.19,1.406,16,-0.1064,1906.55,0,0.1557,-0.0001567,189.896403503468,5.55382215288612,-0.430494505494506,0.0313261183261183
"CANDIDATE",10723750,"K00209.02",14.789993,0.6658,3608,124.92,1.406,16,0.009843,1938.23,0,0.1832,0.0002356,123.174614421529,5.5503003003003,1.63611111111111,0.372125534950071
"FALSE POSITIVE",10602291,"K00210.01",27.1359,1.705,3043,69.17,1.109,7,0.01919,1719.76,0,-0.02204,-0.0003883,12.1228236417427,3.06529625151149,-0.376990291262136,0.698962536023055
"CANDIDATE",10656508,"K00211.01",199.58844,0.4063,175.3,6.9,1.28,26,-0.006193,2351.89,0,-0.1518,0.001418,34.4980786029379,6.08977825851812,0.964625850340136,0.40848792884371
"CANDIDATE",6300348,"K00212.01",11.730804,0.2718,8441,280.06,0.94,7,0.002579,1923.64,0,-0.2281,-0.000638,65.2092267341869,3.09917355371901,-2.14814814814815,2.51264705882353
"FALSE POSITIVE",9164836,"K00213.01",69.246703,2.641,392200,13.62,0.872,7,-0.07268,2927.4,0,0.1834,-0.0008935,29.8108808163425,3.2212962962963,-0.0897088353413655,0.920684523809524
"CANDIDATE",11046458,"K00214.01",10.031499,0.7335,32550,367.32,0.937,12,0.1405,1146.99,0,0.2372,-0.001449,25.2432442330712,7.45858895705521,-2.34087237479806,0.618959212376934
"FALSE POSITIVE",12508335,"K00215.01",52.268918,1.867,2102,17.29,0.94,7,-0.02038,1629.09,0,-0.136,0.002166,8.19963211683227,3.4168071273778,1.65343511450382,2.77306064880113
"CANDIDATE",6152974,"K00216.01",40.078113,0.3585,1997,24.04,0.864,26,-0.01704,1652.24,0,0.554,-0.0009789,42.1194673658459,10.9744435284419,-1.57632850241546,1.93195739014647
"CANDIDATE",6152974,"K00216.02",10.688037,0.2056,1058,89.61,0.864,26,-0.008829,3430.74,0,-0.7954,-6.409e-06,2.42666460344189,2.37264863380475,-0.0356055555555556,1.69986725663717
"CANDIDATE",9595827,"K00217.01",11.723193,0.3435,99660,283.35,0.887,41,-0.0263,1203.81,0,0.1097,0.0009357,396.673623190035,15.0210575573234,0.703533834586466,0.340523168908819
"FALSE POSITIVE",9838975,"K00218.01",43.71426,0.6772,58760,18.44,0.66,7,-0.1364,2269.25,0,0.2318,-0.0001226,666.596201650378,7.41708542713568,-0.0127442827442827,0.0877093889716841
"CANDIDATE",6305192,"K00219.01",8.8037249,0.5355,6836,337.61,1.369,32,0.1119,1998.55,0,-0.1336,0.0002142,177.007628768423,5.67732962447844,1.7702479338843,1.10187408491947
"CANDIDATE",7132798,"K00220.01",5.1844195,0.2311,9107,513.05,0.83,7,-0.1213,1564.87,0,-0.05027,0.0002716,55.2124965220702,4.69876602951851,4.07807807807808,0.14525069637883
"CANDIDATE",7132798,"K00220.02",5.1375371,0.1572,1885,252.25,0.83,7,-0.1839,2763.28,0,-0.2364,0.0001799,2.43741444422835,2.16548561900792,2.7298937784522,1.76849529780564
"CANDIDATE",3937519,"K00221.01",8.8022163,0.2103,11280,491.88,1.087,26,-0.2464,1424.56,0,-0.04146,-5.973e-05,41.9267056969393,4.81944444444445,-0.307886597938144,0.00760441595441595
"CANDIDATE",3937519,"K00221.02",6.4697112,0.2087,1727,237.27,1.087,26,0.01258,2325.15,0,0.4141,0.0001177,2.01700500566538,1.86313625921896,0.722085889570552,0.685946601941748
"CANDIDATE",4249725,"K00222.01",10.508844,0.3019,2051,25.98,0.571,30,0.01275,1688.8,0,-0.2129,-0.0002413,20.8234980256386,5.88939857288481,-1.44491017964072,1.87418032786885
"CANDIDATE",4249725,"K00222.02",17.544856,0.2726,768.1,10.13,0.571,30,-0.1488,1976.54,0,0.05861,-4.172e-05,7.55357404158372,4.76556291390728,-0.194953271028037,1.61877777777778
"CANDIDATE",4545187,"K00223.01",7.7479921,0.2735,2625,234.19,0.708,7,-0.159,1926.3,0,0.1405,-0.0002351,29.5076135457064,6.23480902777778,-1.50705128205128,1.18225653206651
"CANDIDATE",4545187,"K00223.02",55.000144,0.2692,307.1,7.74,0.708,7,0.01526,2932.03,0,-0.2464,0.0003081,5.1513049479305,4.00857095763969,0.885344827586207,2.21835526315789
"FALSE POSITIVE",5547480,"K00224.01",4.7853127,1.126,2484,448.39,0.973,7,-0.2734,2867.77,0,-5.686,0.005859,3.08982465392422,2.1841704718417,28.304347826087,53.7350527549824
"FALSE POSITIVE",5801571,"K00225.01",2.5384353,0.3352,16240,6382.21,1.236,26,-0.401,1758.07,0,-0.1368,-0.001055,124.166216148162,5.63873067534581,-8.11538461538461,4.4228813559322
"CANDIDATE",5959753,"K00226.01",7.9975612,0.6849,1734,73.73,0.849,26,-0.1202,2278.43,0,-0.4527,0.0002362,38.432417361792,12.1952207371405,1.41437125748503,1.07406724511931
"CANDIDATE",3847907,"K00229.01",7.2132214,0.2855,7817,508.23,1.08,7,-0.2994,1469.2,0,0.2155,0.000767,58.7741706357658,3.61622554660529,4.82389937106918,5.51292134831461
