"koi_disposition","kepid","kepoi_name","X","tce_ldm_coeff4","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn","tce_dikco_mdec_sn"
"FALSE POSITIVE",5817553,"K01040.01",1409,0.115624,1.553,0,-0.1353,6.36498905908096,54.7875
"FALSE POSITIVE",5982368,"K01041.01",1410,-0.2263664,10.49,0.01193,-0.009551,0,0
"FALSE POSITIVE",5816811,"K01042.01",1411,0.0293976,2.221,0.01608,0,0,0
"FALSE POSITIVE",5816165,"K01043.01",1412,-0.3844262,0.25,-0.0005565,-2.819e-05,0.0240144230769231,-1.57452991452991
"FALSE POSITIVE",5802246,"K01044.01",1413,-0.2208232,0.3406,0.001949,0.002037,-51.970625798212,-58.7671601615074
"FALSE POSITIVE",6066403,"K01045.01",1414,-0.1325536,0.975,0.008465,0,0,0
"FALSE POSITIVE",5988031,"K01047.01",1415,0.0031936,0.6334,-0.001816,-0.02368,0,0
"FALSE POSITIVE",5820218,"K01048.01",1416,0.047452,-0.7042,0.003053,0.0009546,-42.0186721991701,-19.1292016806723
"FALSE POSITIVE",5876368,"K01049.01",1417,-0.0273784,0.2563,0.001525,0.0009608,-96.4632034632035,-21.200296735905
"CANDIDATE",5809890,"K01050.01",1418,-0.5488064,0.5063,-4.048e-05,-0.0002414,-0.0138620689655172,1.97352625937835
"CANDIDATE",5809890,"K01050.02",1419,-0.5488064,0.7844,3.955e-05,-6.868e-05,-1.01069182389937,0.708219178082192
"CANDIDATE",6131236,"K01051.01",1420,-0.0145076,3.134,-0.0001095,-0.0002688,-1.52531914893617,-0.437102409638554
"CANDIDATE",5956342,"K01052.01",1421,-0.0358912,9.448,-0.0006605,-0.0005364,-0.161514925373134,0.85875
"CANDIDATE",5956342,"K01052.02",1422,-0.0358912,3.099,-0.0001441,-0.0001732,-3.63821428571429,-2.16746913580247
"CANDIDATE",5956342,"K01052.03",1423,-0.0358912,13.71,0.0006365,0.0009829,0.0350831758034026,-0.375882352941177
"CANDIDATE",5956342,"K01052.04",1424,-0.0358912,-4.269,-0.0001524,-0.000268,0.648009787928222,0.160479452054795
"CANDIDATE",5956656,"K01053.01",1425,-0.4019176,0.6333,0.0001595,-0.0002177,-0.14081351689612,0.424677608440797
"CANDIDATE",5956656,"K01053.02",1426,-0.4019176,9.883,0.001153,0.0009512,-0.0510917874396135,-1.30923287671233
"FALSE POSITIVE",5866099,"K01055.01",1427,-0.2641166,27.04,-0.04676,-0.007882,104.226224783862,21.3935119887165
"FALSE POSITIVE",6066416,"K01057.01",1428,0.449587,0.6979,0.002087,-0.0002114,0,0
"CANDIDATE",6124941,"K01058.01",1429,0.3296,1.261,-0.001488,0.001315,32.432059447983,-7.82803738317757
"CANDIDATE",6060203,"K01059.01",1430,-0.4734122,-0.1813,-8.453e-05,4.39e-05,0.580512333965844,0.284176136363636
"CANDIDATE",5880320,"K01060.01",1431,0.14903,3.637,6.221e-05,-7.926e-05,-0.815131964809384,-0.324835294117647
"CANDIDATE",5880320,"K01060.02",1432,0.14903,2.064,-1.157e-05,4.017e-05,-1.05950166112957,-0.838412322274882
"CANDIDATE",5880320,"K01060.03",1433,0.14903,13.48,-0.0001008,-3.412e-05,-0.382542134831461,-0.319782945736434
"CANDIDATE",5880320,"K01060.04",1434,0.14903,0.9329,7.758e-05,-1.835e-05,0.0615904761904762,-1.65138539042821
"CANDIDATE",6037187,"K01061.01",1435,-0.0708766,29.83,6.396e-05,-0.0002522,-0.441157142857143,0.328360824742268
"FALSE POSITIVE",6147122,"K01062.01",1436,0.1442532,7.426,0.004693,-0.002438,-138.013157894737,86.2880116959064
"FALSE POSITIVE",8257407,"K01063.01",1437,0.3515364,5.027,0.001257,-0.01165,-0.853294117647059,-1.00738619676946
"CANDIDATE",8218274,"K01064.01",1438,0.1847152,0.479,-6.644e-05,-2.29e-05,2.14266666666667,1.24394932935917
"FALSE POSITIVE",8242681,"K01065.01",1439,0.068104,2.008,-0.0003209,-0.001334,0.228365527488856,-1.10465288035451
"CANDIDATE",8260218,"K01066.01",1440,-0.1558884,3.725,0.009535,0.01074,-0.771465517241379,0.851202346041056
"FALSE POSITIVE",8246781,"K01067.01",1441,-0.1219802,9.819,0.00194,-0.0002754,0.685274566473988,0.31294289897511
"FALSE POSITIVE",8264070,"K01068.01",1442,0.252338,1.442,-0.01064,0.003916,9.35033333333333,-34.9466019417476
"CANDIDATE",8222813,"K01069.01",1443,-0.5382524,4.654,-0.0001936,0.0004775,0.120878504672897,-0.77121568627451
"CANDIDATE",8222813,"K01069.02",1444,-0.5382524,-0.4031,0.0001194,5.724e-05,-0.43461038961039,-0.0390824489795918
"CANDIDATE",8240904,"K01070.01",1445,-0.4148268,0.6062,-0.0002655,0.0004309,1.48865853658537,0.20958064516129
"CANDIDATE",8240904,"K01070.02",1446,-0.4148268,-14.95,0.0005353,0.001107,0.88374358974359,-0.595916666666667
"FALSE POSITIVE",8244190,"K01071.01",1447,-0.3255082,0.3719,0,0,0,0
"CANDIDATE",8229696,"K01072.01",1448,-0.1582816,1.839,-0.0002907,-0.0003892,-0.0385503937007874,2.08746575342466
"FALSE POSITIVE",8262210,"K01073.01",1449,-0.311666,0.7917,7.732e-05,0.0009891,3.95643312101911,-22.0831600831601
"CANDIDATE",10272640,"K01074.01",1450,0.127768,1.857,-0.001219,0.0005125,0.350192878338279,1.89842857142857
"CANDIDATE",10232123,"K01075.01",1451,0.3363448,0.6719,-0.002441,-0.000128,11.0755917159763,-3.47190201729107
"FALSE POSITIVE",10223616,"K01076.01",1452,0.0928812,29.14,1.577e-05,0.0001593,0.347792915531335,0.300771144278607
"FALSE POSITIVE",10268907,"K01077.01",1453,-0.3347838,0.1594,0.0004573,-0.001151,0,0
"CANDIDATE",10166274,"K01078.01",1454,0.2395664,0.5,-3.941e-05,-0.0002568,3.279375,3.32143939393939
"CANDIDATE",10166274,"K01078.02",1455,0.2395664,3.925,-0.001272,0.001404,4.66977272727273,3.92577235772358
"CANDIDATE",10166274,"K01078.03",1456,0.2395664,1.996,-9.475e-05,0.001115,2.78708542713568,-0.601666666666667
"FALSE POSITIVE",10158990,"K01080.01",1457,-0.40193,0.7924,0.0003365,-0.0001098,-6.23921971252567,-4.85471698113208
"FALSE POSITIVE",10149023,"K01081.01",1458,-0.033814,5.531,8.671e-05,-0.0001414,0.702608695652174,-0.782380952380952
"CANDIDATE",10141900,"K01082.01",1459,-0.5514112,2.677,-0.0001915,-0.0005853,1.20909090909091,-1.37481590574374
"CANDIDATE",10141900,"K01082.02",1460,-0.5514112,0.7278,-9.424e-06,-5.399e-05,-1.93187855787476,-0.877752808988764
"CANDIDATE",10141900,"K01082.03",1461,-0.5514112,0.9625,0.0004748,0.0003633,0.40523241954708,1.07391830559758
"CANDIDATE",10141900,"K01082.04",1462,-0.5514112,1.438,0.0004796,0.0002552,-0.877407407407407,-0.13916
"CANDIDATE",10157458,"K01083.01",1463,-0.141812,-1.805,-0.0002148,-4.164e-05,-2.10534412955466,0.8279705400982
"CANDIDATE",10157458,"K01083.02",1464,-0.141812,0.325,1.894e-05,3.205e-05,-0.850022573363431,-1.0451646090535
"FALSE POSITIVE",10148521,"K01084.01",1465,-0.2575056,0.6094,-0.02397,0.006574,0,0
"CANDIDATE",10118816,"K01085.01",1466,0.1178384,2.185,-0.0001176,0.0006778,0.53928,0.804460694698355
"CANDIDATE",10122255,"K01086.01",1467,0.1060948,16.42,0.0001685,7.231e-05,0.0493162162162162,0.899166666666667
"FALSE POSITIVE",3124412,"K01087.01",1468,0.094571,-0.2073,-0.03328,0.02561,63.6258503401361,-70.7545839210155
"FALSE POSITIVE",3113266,"K01088.01",1469,-0.3030576,0.4854,-0.002322,0.002241,17.042492917847,-22.5625899280576
"CANDIDATE",3247268,"K01089.01",1470,-0.1595976,64.29,-0.002198,0.003006,-0.0678890469416785,0.480163043478261
"CANDIDATE",3247268,"K01089.02",1471,-0.1595976,3.349,-0.001078,0.0006021,0.0507350859453994,0.0132482014388489
"FALSE POSITIVE",3232859,"K01090.01",1472,-0.0095708,2.422,-0.02757,0.009243,57.3360370799536,-16.1067031463748
"FALSE POSITIVE",3098184,"K01091.01",1473,0.17482,11.22,0,-0.2293,0,0
"FALSE POSITIVE",3239636,"K01093.01",1474,0.1772504,0.4044,-0.0003093,0.0003489,18.5661087866109,-6.05521628498728
"CANDIDATE",2721030,"K01094.01",1475,-0.0884672,3.975,-0.0004767,-0.0002094,0.654833333333333,0.05724
"CANDIDATE",3329204,"K01095.01",1476,-0.2761524,10.95,0.005844,0.0004139,0.449178240740741,-1.69091903719912
"FALSE POSITIVE",3240706,"K01098.01",1477,-0.0904642,2.912,-0.004737,0.0007934,60.0323741007194,-13.3094170403587
"CANDIDATE",2853093,"K01099.01",1478,-0.2825874,60.05,0.002144,-6.136e-05,-0.891822863027806,-0.246576923076923
"FALSE POSITIVE",3228824,"K01100.01",1479,-0.5678888,0.2622,-0.0003386,-1.875e-05,-5.29413333333333,-1.5927479338843
"CANDIDATE",3245969,"K01101.01",1480,-0.5521088,2.818,0.0001391,-0.001421,-0.12453738317757,-0.978181818181818
"CANDIDATE",3231341,"K01102.01",1481,0.0658634,-1.008,0.000156,5.8e-06,0.715619596541787,1.08639880952381
"CANDIDATE",3231341,"K01102.02",1482,0.0658634,2.568,3.615e-05,-0.0003411,-0.545095505617978,0.866919191919192
"CANDIDATE",3231341,"K01102.03",1483,0.0658634,-3.011,0.0005875,-0.0001254,-1.41258620689655,0.628265895953757
"CANDIDATE",3231341,"K01102.04",1484,0.0658634,-35.25,0.001019,-0.0001546,-1.67290589451913,-1.99432258064516
"CANDIDATE",2860866,"K01103.01",1485,0.143419,11.1,-0.001999,0.0008883,-0.340277777777778,0.888505747126437
"FALSE POSITIVE",2851100,"K01104.01",1486,-0.557374,0.437,0.00244,0.001765,-93.4993429697766,-42.7095046854083
"FALSE POSITIVE",3130300,"K01105.01",1487,0.2343896,-0.8,-0.002203,-0.001273,34.0263157894737,16.7604316546763
"CANDIDATE",3240158,"K01106.01",1488,-0.1251402,0.831,-9.176e-05,0.000312,-0.804022988505747,0.741945945945946
"CANDIDATE",3240158,"K01106.02",1489,-0.1251402,6.627,0.0001649,-3.419e-05,-0.0413309178743961,0.531732484076433
"CANDIDATE",3240158,"K01106.03",1490,-0.1251402,-1.172,-9.922e-05,-8.758e-05,1.09903433476395,1.6985200845666
"FALSE POSITIVE",3228959,"K01107.01",1491,-0.0059178,0.3643,0.0001688,0.0002975,-2.86819923371648,-5.32932038834951
"CANDIDATE",3218908,"K01108.01",1492,-0.564699,11.56,-0.0002661,0.0004641,-0.286855140186916,0.561683848797251
"CANDIDATE",3218908,"K01108.02",1493,-0.564699,66.98,-7.268e-05,0.0009834,3.90924479166667,0.767973300970874
"CANDIDATE",3218908,"K01108.03",1494,-0.564699,-0.2552,9.983e-05,-5.225e-05,0.0894273504273504,-2.79045296167247
"CANDIDATE",2837111,"K01110.01",1495,-0.0904642,5.309,0.0005139,-9.806e-05,-0.0237341549295775,-1.85299492385787
"FALSE POSITIVE",2837111,"K01110.02",1496,-0.0904642,2.69,1.829e-05,0.0001044,0.566492942453855,0.689554655870445
"FALSE POSITIVE",3120276,"K01111.01",1497,-0.239478,5.368,-0.001679,-0.002497,14.7312734082397,19.0804780876494
"CANDIDATE",3109930,"K01112.01",1498,0.0979826,28.29,0.0001256,0.0002531,0.927791411042945,-0.446352941176471
"CANDIDATE",2854914,"K01113.01",1499,-0.1286606,2.207,-0.0002111,-0.0001316,-1.2489519650655,-0.279072916666667
"CANDIDATE",2854914,"K01113.02",1500,-0.1286606,19.21,-0.0003011,-0.0003918,-2.06535714285714,-0.187656565656566
"FALSE POSITIVE",3337425,"K01114.01",1501,-0.2411168,-0.6302,0.0005354,9.94e-05,-4.60863636363636,-1.59990322580645
"CANDIDATE",3116412,"K01115.01",1502,-0.2232444,7.962,-0.0001305,-1.611e-05,-0.692552083333333,-2.72388349514563
"CANDIDATE",2849805,"K01116.01",1503,-0.2758836,0.4824,0.0001244,1.061e-06,-0.128784403669725,-0.193916201117318
"CANDIDATE",3114811,"K01117.01",1504,0.2493868,5.92,2.554e-05,1.399e-05,1.11104377104377,-0.743541666666667
"CANDIDATE",2853446,"K01118.01",1505,-0.0280298,3.056,-7.063e-05,-0.0003065,-0.133243055555556,0.143483253588517
"FALSE POSITIVE",3003992,"K01119.01",1506,-0.464332,1.047,0.002609,-0.02032,0.449734636871508,296.382660687593
"FALSE POSITIVE",3003992,"K01119.02",1507,-0.464332,3.625,-0.001162,0.0003902,66.9870967741935,-20.9119047619048
"FALSE POSITIVE",6307537,"K01120.01",1508,-0.5545064,14.97,0,-0.03046,0.54868804664723,0.52844776119403
"FALSE POSITIVE",6359798,"K01121.01",1509,-0.1884568,3.481,0.0278,-0.01419,-1.40462797619048,0.308790560471976
"FALSE POSITIVE",6311681,"K01122.01",1510,-0.166216,0.3,-0.02391,0.0008839,67.4870317002882,-18.5699558173785
"FALSE POSITIVE",6365321,"K01123.01",1511,-0.0990232,-0.1469,-6.596e-05,6.027e-06,-0.603793103448276,-2.21798365122616
"FALSE POSITIVE",6301035,"K01124.01",1512,0.1692256,8.306,0.05233,-0.04936,0,0
"FALSE POSITIVE",6292162,"K01125.01",1513,-0.1304734,3.903,-0.0005313,-0.005977,20.1459521094641,31.9930394431554
"FALSE POSITIVE",6307521,"K01126.01",1514,-0.4840208,14.92,-0.009988,-0.01862,0,0
"FALSE POSITIVE",6307521,"K01126.02",1515,-0.4840208,178.4,-0.004309,-0.007851,0,0
"CANDIDATE",6359320,"K01127.01",1516,-0.218156,3.133,-0.001223,-0.000293,-0.973430656934306,-1.26404580152672
"CANDIDATE",6359320,"K01127.02",1517,-0.218156,3.135,-7.12e-05,0.0004765,1.20020833333333,-0.528736462093863
"CANDIDATE",6359320,"K01127.03",1518,-0.218156,2.105,0.0003067,0.0001622,-1.95572104018912,0.241289237668161
"CANDIDATE",6362874,"K01128.01",1519,-0.4202402,0.4913,0,2.542e-05,0.0437933333333333,-5.48139534883721
"CANDIDATE",6272413,"K01129.01",1520,-0.532146,1.008,-0.0003953,-5.385e-05,-0.0658108808290155,-0.309426229508197
"FALSE POSITIVE",8279765,"K01130.01",1521,-0.209472,1.379,0.005042,-0.0006439,-0.086542899408284,1.08774336283186
"CANDIDATE",8435247,"K01131.01",1522,-0.1588384,0.3263,-0.001568,0.00154,-3.20298913043478,-1.18950201884253
"FALSE POSITIVE",8330548,"K01132.01",1523,0.0677178,0.5,0,0,143.962264150943,-87.0296735905044
"FALSE POSITIVE",8374494,"K01133.01",1524,-0.3916824,2.67,-0.6053,0.07778,0,0
"FALSE POSITIVE",8414907,"K01134.01",1525,-0.5480552,-20.81,-0.07366,-0.1041,35.2269230769231,43.4548192771084
"FALSE POSITIVE",8414907,"K01134.02",1526,-0.5480552,21.53,-0.03729,-0.04662,37.3167512690355,43.1118811881188
"FALSE POSITIVE",8397446,"K01135.01",1527,0.198128,0.62,0.0005022,0.0005176,-29.8935064935065,-7.19869281045752
"FALSE POSITIVE",8386035,"K01136.01",1528,-0.3602086,0.2604,0,0.000331,144.238845144357,-37.5239766081871
"FALSE POSITIVE",8332986,"K01137.01",1529,-0.4777716,161.6,0.006771,0.02864,0.959078389830508,-2.58914728682171
"FALSE POSITIVE",8415745,"K01138.01",1530,-0.0990596,22.61,-0.003838,0.007766,11.9584816132859,-22.3328859060403
"FALSE POSITIVE",8378634,"K01139.01",1531,0.2226136,1.858,-0.02544,0,0,0
"CANDIDATE",8397675,"K01140.01",1532,0.1782924,0.3814,-0.0002163,-0.0002653,-0.483961218836565,2.10949367088608
"CANDIDATE",8346392,"K01141.01",1533,0.079908,3.995,0.0001636,3.598e-05,2.55688888888889,0.277321637426901
"CANDIDATE",8288947,"K01142.01",1534,-0.4639716,-0.675,0.0003114,-3.445e-05,0.501324840764331,0.531948051948052
"FALSE POSITIVE",8312852,"K01143.01",1535,-0.159836,2.635,0.002974,0.004983,-14.2621483375959,-61.6587078651685
"FALSE POSITIVE",8302450,"K01144.01",1536,0.242188,0.8229,-0.0004046,0.0001433,3.82310469314079,-2.21297709923664
"CANDIDATE",8313667,"K01145.01",1537,-0.1201448,14.32,-0.0002188,0.0001773,-0.673130193905817,-0.623420195439739
"CANDIDATE",8351704,"K01146.01",1538,0.138207,2.964,-0.0001696,3.417e-06,1.01278925619835,-0.867345132743363
"FALSE POSITIVE",8299955,"K01147.01",1539,0.1649796,0.9219,0.01474,-0.00522,-155.211678832117,45.4492537313433
"CANDIDATE",8410727,"K01148.01",1540,-0.0555304,8.452,3.718e-07,-3.709e-07,1.29926267281106,0.87625
"CANDIDATE",8410727,"K01148.02",1541,-0.0555304,18.19,-5.512e-05,-0.0001407,0.339779116465863,0.17103734439834
"CANDIDATE",8278371,"K01150.01",1542,-0.2960992,0.469,2.265e-05,-2.439e-05,-0.0391111111111111,-0.146360655737705
"CANDIDATE",8280511,"K01151.01",1543,-0.3169178,3.807,0.000108,0,-0.544440559440559,-1.35311284046693
"CANDIDATE",8280511,"K01151.02",1544,-0.3169178,1.246,-0.0001177,0,0.415452380952381,-0.183119047619048
"CANDIDATE",8280511,"K01151.03",1545,-0.3169178,1.297,4.681e-05,0,-0.754155339805825,1.78752228163993
"CANDIDATE",8280511,"K01151.04",1546,-0.3169178,10.97,-0.0002113,0,-0.425963963963964,1.45278996865204
"CANDIDATE",8280511,"K01151.05",1547,-0.3169178,-0.5245,-0.0001435,0,0.483546180159635,0.520751937984496
"FALSE POSITIVE",10287248,"K01152.01",1548,0.167072,1.597,0.0152,-0.0324,0.286691919191919,7.77932053175776
"FALSE POSITIVE",10351767,"K01153.01",1549,0.165888,0.6327,-0.004509,0,1.38113372093023,7.29674074074074
"CANDIDATE",10295951,"K01154.01",1550,0.35577,3.412,0.0003823,0.0001983,-0.155540740740741,-0.0137746290801187
"FALSE POSITIVE",10342041,"K01155.01",1551,-0.3566232,0.3406,-0.0002884,0.0003443,11.1171296296296,1.43110410094637
"FALSE POSITIVE",10514770,"K01156.01",1552,-0.3929268,0.9318,0.0004456,-0.002869,-8.63580901856764,-3.11658227848101
"FALSE POSITIVE",10342065,"K01157.01",1553,-0.319836,0.3406,0.001017,-0.0003293,-3.03341836734694,-7.24570446735395
"FALSE POSITIVE",10352945,"K01158.01",1554,0.1979472,4.17,0.009138,-0.002294,-96.7098674521355,49.3293591654247
"CANDIDATE",10354039,"K01159.01",1555,-0.5489256,-14.15,0.0001096,-0.0006135,0.568429906542056,2.53133928571429
"CANDIDATE",10330115,"K01160.01",1556,-0.3667144,-2.146,0.0007729,-0.001349,-1.40035714285714,-0.696701612903226
"CANDIDATE",10426656,"K01161.01",1557,-0.4840208,-1.362,0.0001098,-4.652e-05,-1.08367469879518,1.58726495726496
"CANDIDATE",10426656,"K01161.02",1558,-0.4840208,-1.7,3.286e-05,0.0001048,-0.530885167464115,-1.35667711598746
"CANDIDATE",10426656,"K01161.03",1559,-0.4840208,0.3359,-0.0001352,2.134e-05,1.87237837837838,-1.08482093663912
"CANDIDATE",10528068,"K01162.01",1560,-0.0954872,-15.22,-8.144e-05,1.739e-05,0.168894736842105,0.295582781456954
"CANDIDATE",10468940,"K01163.01",1561,-0.471853,1.857,-0.0001205,0.0001568,0.556983739837398,-1.85950354609929
"CANDIDATE",10468940,"K01163.02",1562,-0.471853,1.05,0.0001304,-0.0001244,-1.67165254237288,-0.856909620991254
"FALSE POSITIVE",10341831,"K01164.01",1563,0.0072824,0.475,0.0004963,-0.0001463,-1.64240506329114,-0.3502849002849
"CANDIDATE",10337517,"K01165.01",1564,-0.4670144,1.781,-4.414e-05,-0.0001095,-1.63547400611621,0.434807339449541
"CANDIDATE",10337517,"K01165.02",1565,-0.4670144,2.311,-3.338e-05,2.242e-05,-0.21888,0.404824074074074
"CANDIDATE",10351231,"K01166.01",1566,-0.0524132,-1.153,-0.001551,0.0004496,-0.133167630057803,0.105801699716714
"FALSE POSITIVE",10485179,"K01167.01",1567,-0.3477122,0.4375,6.327e-05,8.995e-05,-5.65337423312883,-0.7825
"CANDIDATE",10319385,"K01169.01",1568,-0.446678,0.4267,4.992e-05,1.672e-05,-0.622,0.524338842975207
"CANDIDATE",10482160,"K01170.01",1569,0.0333764,0.8563,-0.0007533,-8.169e-05,2.21138888888889,-3.10948051948052
"FALSE POSITIVE",10341913,"K01172.01",1570,0.2297232,0.2167,5.424e-06,-2.041e-05,-8.52827004219409,3.14478178368121
"FALSE POSITIVE",10480921,"K01173.01",1571,0.2379652,1.076,-0.000217,-0.0008745,-8.27844311377246,17.8567346938776
"CANDIDATE",10350571,"K01175.01",1572,-0.2984656,5.394,1.032e-05,1.264e-05,0.156625407166124,-0.680832196452933
"CANDIDATE",10350571,"K01175.02",1573,-0.2984656,5.544,3.709e-06,1.328e-05,-1.39652373660031,-1.57608996539792
"FALSE POSITIVE",10350571,"K01175.03",1574,-0.2984656,-10.71,5.4e-05,0.0001855,2.77283950617284,2.06302186878728
"CANDIDATE",3749365,"K01176.01",1575,0.104342,0.48,-0.02706,0.001201,0.303546511627907,-1.34817647058823
"FALSE POSITIVE",3547091,"K01177.01",1576,-0.0498656,1.656,-0.0032,-0.00323,-0.625123367198839,-0.187766570605187
"FALSE POSITIVE",3869825,"K01178.01",1577,0.2562018,2.233,-0.0007234,0.0006009,-2.61011904761905,-2.27138728323699
"FALSE POSITIVE",3655332,"K01179.01",1578,-0.1767832,8.548,0.04309,-0.0754,-31.7063142437592,48.3323863636364
"FALSE POSITIVE",4042026,"K01180.01",1579,-0.5099132,10.2,0.01898,0.008985,-1.44658357771261,-2.80951048951049
"FALSE POSITIVE",3344419,"K01181.01",1580,-0.442045,0.6598,0,0,19.9448113207547,-6.26792452830189
"FALSE POSITIVE",3865567,"K01182.01",1581,0.0193588,7.744,0.03103,0.02671,-47.5138686131387,-41.1392235609103
"FALSE POSITIVE",3544689,"K01183.01",1582,-0.2716648,0.8263,-0.02216,-0.08322,50.1949778434269,134.020408163265
"FALSE POSITIVE",4037164,"K01184.01",1583,0.06504,0.3156,0.0014,0,-4.6654919236417,93.2144808743169
"FALSE POSITIVE",3443790,"K01185.01",1584,0.3156592,0.8173,-0.001535,-0.000322,23.8002894356006,0.79094395280236
"FALSE POSITIVE",3966912,"K01186.01",1585,-0.2955664,29.47,-0.003994,0.006339,20.1154822335025,-24.217665615142
"FALSE POSITIVE",3848972,"K01187.01",1586,-0.3170072,0.3827,4.653e-05,8.543e-05,-1.02048387096774,-1.15130315500686
"FALSE POSITIVE",3860441,"K01188.01",1587,-0.355965,-0.4479,0.01407,-0.003474,-67.078914919852,7.51287988422576
"FALSE POSITIVE",3765771,"K01189.01",1588,0.1828426,1.038,-0.0009037,0.001264,11.5561797752809,-23.0654545454545
"FALSE POSITIVE",3557341,"K01190.01",1589,-0.2395968,0.3968,-0.0004073,-0.0008259,-3.50811287477954,-2.55729651162791
"CANDIDATE",3859628,"K01191.01",1590,-0.2586404,5.047,-0.0005465,0.0001107,-0.14742175066313,-0.0891344086021505
"FALSE POSITIVE",3644071,"K01192.02",1591,-0.3039164,260.9,-0.02565,-0.02479,3.82458432304038,4.07255474452555
"CANDIDATE",3942446,"K01193.01",1592,0.0296436,62.64,0.0004395,0.0002091,1.11861427094105,-0.462635838150289
"CANDIDATE",3554031,"K01194.01",1593,-0.2264668,-1.604,4.701e-06,-0.001282,1.91164705882353,1.033359375
"FALSE POSITIVE",3554031,"K01194.02",1594,-0.2264668,2.879,3.527e-05,-0.0002433,-0.70584229390681,0.136969849246231
"CANDIDATE",3554031,"K01194.03",1595,-0.2264668,-2.75,0.0001013,0.0006551,2.0715987460815,-6.23316239316239
"FALSE POSITIVE",3644523,"K01195.01",1596,0.002206,-21.6,-0.0003257,0.0004128,3.018875,1.47427826086957
"FALSE POSITIVE",3348082,"K01196.01",1597,-0.3874084,2.927,0,0,0,0
"CANDIDATE",3348082,"K01196.02",1598,-0.3874084,5.668,0,0,0.365569620253164,-0.116311808118081
"CANDIDATE",3348082,"K01196.03",1599,-0.3874084,2.731,0,0,0.226262626262626,0.0657755991285403
"FALSE POSITIVE",3853673,"K01197.01",1600,0.1013214,0.3157,0.0009757,0.001476,-19.3395721925134,-75.876821192053
"CANDIDATE",3447722,"K01198.01",1601,0.0696108,-1.219,-9.349e-05,-0.0001137,-1.10715254237288,0.819266409266409
"CANDIDATE",3447722,"K01198.02",1602,0.0696108,-1.546,6.642e-05,0.0001216,-0.0639262899262899,-1.74932748538012
"CANDIDATE",3447722,"K01198.03",1603,0.0696108,0.5449,0.000172,0.0004495,-1.04010582010582,1.6775296108291
"CANDIDATE",3859079,"K01199.01",1604,-0.5614544,-5.394,-0.0003986,0,-0.516923076923077,-0.392987341772152
"CANDIDATE",4061149,"K01201.01",1605,0.2118616,-0.3375,-0.0002316,-0.0003483,0.760224358974359,-0.989012345679012
"CANDIDATE",3444588,"K01202.01",1606,-0.1027876,0.3,-0.000291,-1.093e-05,2.96995833333333,0.305910112359551
"CANDIDATE",3962243,"K01203.01",1607,-0.291207,5.742,-0.0004032,-0.001055,1.73202127659574,-1.07946428571429
"CANDIDATE",3962243,"K01203.02",1608,-0.291207,0.9127,0.0004225,0.0006955,-1.24065,-2.02
"CANDIDATE",3962243,"K01203.03",1609,-0.291207,-7.962,-0.0009125,-6.438e-05,0.232094117647059,0.871150943396226
"CANDIDATE",3438507,"K01204.01",1610,0.152344,4.162,7.773e-05,-0.0001036,0.154544973544974,1.22567961165049
"CANDIDATE",3869014,"K01205.01",1611,-0.2724344,5.138,3.719e-05,3.759e-05,-0.431865671641791,0.261252100840336
"CANDIDATE",3732821,"K01207.01",1612,-0.446312,4.443,0.00119,0.000591,1.11755952380952,-0.587894736842105
"CANDIDATE",3962357,"K01210.01",1613,-0.0271878,8.889,0.0001449,0.0002096,-0.232090592334495,-0.560614525139665
"FALSE POSITIVE",3858704,"K01211.01",1614,0.2241918,1.859,-0.01086,0.003816,48.152466367713,-10.0268011527378
"CANDIDATE",3749134,"K01212.01",1615,-0.316588,-1.641,-0.0001427,0.0001771,1.06867256637168,-0.880438247011952
"FALSE POSITIVE",3556220,"K01213.01",1616,0.2239756,0.5842,-0.002882,-0.008728,59.9106881405564,90.4789156626506
"CANDIDATE",3660924,"K01214.01",1617,-0.1056088,-0.4438,0.0004389,0.0001093,-0.519081309398099,-0.249689737470167
"CANDIDATE",3939150,"K01215.01",1618,-0.0535912,8.483,0.0001691,9.551e-05,0.927114093959732,0.134318725099602
"CANDIDATE",3939150,"K01215.02",1619,-0.0535912,6.334,0.0001063,-1.949e-05,-1.02348623853211,-0.250651612903226
"CANDIDATE",3839488,"K01216.01",1620,-0.3633364,5.272,-2.465e-06,-7.811e-05,-1.45970212765957,-0.659740740740741
"FALSE POSITIVE",3542588,"K01217.01",1621,0.120118,2.109,0.0007319,0.003835,-82.0540145985401,-29.015625
"CANDIDATE",3442055,"K01218.01",1622,-0.333024,14.56,-0.000203,0.0001007,-0.154829268292683,1.02717607973422
"CANDIDATE",4043190,"K01220.01",1623,-0.448141,3.302,0.0001237,-6.374e-05,0.24109375,0.842404580152672
"CANDIDATE",3640905,"K01221.01",1624,-0.550256,17.29,-2.215e-05,-0.0001457,1.43825095057034,1.2964262295082
"CANDIDATE",3640905,"K01221.02",1625,-0.550256,23.12,-2.962e-05,-2.406e-05,0.593956834532374,-2.45643153526971
"FALSE POSITIVE",6613006,"K01223.01",1626,-0.056036,4.087,0.01394,0.03284,-18.3878157503715,-40.9762258543834
"FALSE POSITIVE",6606653,"K01224.01",1627,0.202112,1.349,-0.0002489,-0.0003255,-0.527241887905605,0.528251445086705
