"koi_disposition","kepid","kepoi_name","tce_plnt_num","tce_ingress","tce_model_chisq","tce_sradius","tce_minmesd","tce_bin_oedp_stat","tce_albedo","tce_rb_tcount3","tce_fwm_stat","tce_fwm_srao","tce_fwm_pdeco","tce_impact_sn","tce_duration_sn","tce_sma_sn","tce_insol_sn","tce_smet_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn"
"CANDIDATE",9471974,"K00119.02",2,1.18,918.6,2.057,119.3,0.7656,157.2,0,65.825,0.2811,-0.001,22.7471230451461,95.5373978629793,18.4316318434277,10.1558441558442,2.4,2.811,-6.91237113402062
"CANDIDATE",11869052,"K00120.01",1,0.1899,2401,1.264,-1.079,0.401,50.28,0,23.121,-1.182,-0.0001147,2.21868211440985,2.59019537336689,3.94997251236943,2.20418204182042,0,-3.36752136752137,0.998955613577023
"FALSE POSITIVE",3247396,"K00121.01",1,2.44,3464,2.404,-0.8378,1.137,2.646,0,749.6,0.356,0.001113,57.1288837744534,39.9018806214227,3.91766211604096,2.49110330056565,-0.8,1.8936170212766,-14.0148514851485
"CANDIDATE",8349582,"K00122.01",1,0.2602,3961,1.411,7.043,1.351,2.911,0,11.938,-0.0304,6.316e-05,9.9305724725944,41.3555486989612,20.0315457413249,11.2085732565579,2,-0.414733969986357,-5.79768786127168
"CANDIDATE",5094751,"K00123.01",1,0.3738,6474,1.302,4.826,2.267,2.765,0,13.271,-0.06479,-4.27e-05,35.8254344391785,42.6245629370629,25.6172607879925,13.2122687439143,-0.8,-0.696666666666667,2.41744186046512
"CANDIDATE",5094751,"K00123.02",2,0.3112,3252,1.302,13.26,0.1617,22.28,0,16.534,-0.05773,-7.224e-05,6.33903830480848,45.5729877216917,25.6126616746086,13.205047318612,-0.8,-0.549809523809524,2.60526315789474
"CANDIDATE",11086270,"K00124.01",1,0.3112,3118,1.626,-1.478,5.14,17.54,0,4.3278,0.2569,-4.62e-05,11.3823004335629,19.8412698412698,4.27773343974461,2.68267543859649,-1.06666666666667,1.17305936073059,0.8705
"CANDIDATE",11086270,"K00124.02",2,0.2805,1637,1.626,-3.569,0.2288,43.87,0,3.9373,-0.09121,6.819e-05,4.69077448747153,20.5016583747927,4.27735644637053,2.68240981777612,-1.06666666666667,-0.409013452914798,-0.994634146341463
"CANDIDATE",11449844,"K00125.01",1,0.6104,1659,0.879,17.95,26.25,15.2,0,7.5013,0.03944,-0.0003218,0.00756105197244834,556.05876505026,8.12637766348273,4.82962962962963,1.06666666666667,5.25866666666667,-16.9667738478028
"FALSE POSITIVE",5897826,"K00126.01",1,2.236,25070,1.796,14.25,645.9,1.929,0,522.06,-0.02856,-0.0004284,231.598746081505,464.885825075398,4.60537542662116,2.86929133858268,1.06666666666667,-2.88484848484848,-3.74422442244224
"CANDIDATE",5897826,"K00126.02",2,10.89,548.6,1.796,188.5,0.005208,591.8,0,5.221,-1.552,0.0002066,21.9010074463425,0.89372178908494,4.60490605427975,2.86842105263158,1.06666666666667,-1.08531468531469,-0.9125
"CANDIDATE",8359498,"K00127.01",1,0.2974,9068,0.994,0.651,1.461,0.2381,1,35.218,0.01191,0.0002158,12.9518950437318,433.426511696337,18.1385979049154,8.51203684320703,1.33333333333333,1.8018154311649,20.5305466237942
"CANDIDATE",11359879,"K00128.01",1,0.5166,7345,0.978,3.229,0.3741,0.2788,0,2295.7,-0.005861,-0.002235,162.607838304166,694.925871789518,8.07124609707636,4.82315872390705,2.4,-0.986700336700337,-36.8965517241379
"CANDIDATE",11974540,"K00129.01",1,0.4985,3438,9.327,11.28,9.605,0.2697,0,538.2,0.1265,-0.0007078,0.0111422254974208,323.037857802401,3.26441631504923,1.51016933614469,3.73333333333333,9.96062992125984,16.6893939393939
"CANDIDATE",5297298,"K00130.01",1,0.9227,2020,1.786,3.099,3.751,2.276,0,3.1118,0.05464,0.000125,193.936705116829,757.35294117647,5.14081145584726,3.16648451730419,-0.933333333333334,5.35686274509804,-19.1437980241493
"CANDIDATE",7778437,"K00131.01",1,0.3463,10280,1.307,-1.144,1.293,0.3629,0,1937.6,0.04932,-0.0005156,4.12941544232573,352.824427480916,3.67272727272727,2.44899041691715,0.457142857142857,4.3646017699115,-4.01359223300971
"FALSE POSITIVE",8892910,"K00132.01",1,2.24,4126,1.284,5.675,5.032,3.618,0,876.16,-0.01446,0.00159,251.119304714248,440.944881889764,3.99436846339501,2.62536803674479,0,-1.05547445255474,-15.3012820512821
"FALSE POSITIVE",11673674,"K00133.01",1,0.8261,27540,1.033,2.105,5.717,2.661,0,174120,5.701,-0.01577,135.796358493901,333.239118145845,4.10990712074303,2.68357955921531,-1,243.632478632479,195.304347826087
"FALSE POSITIVE",9032900,"K00134.01",1,1.161,386,1.744,67.02,0.01427,15310,0,2.519,0.01132,0.0002735,12.5695309256953,102.867072111208,4.86831275720165,3.08333333333333,2.26666666666667,0.190572390572391,-3.09308885754584
"CANDIDATE",9818381,"K00135.01",1,0.3859,10170,1.358,0.7656,1.404,0.1668,0,90.772,0.03082,-0.0002718,103.152446675031,517.688888888889,14.8391466305452,7.24760004986909,2.26666666666667,4.55917159763314,5.27361111111111
"FALSE POSITIVE",7601633,"K00136.01",1,1.235,751.3,2.221,5.903,2.678,0.8331,0,0,-0.0669,0.0001242,48.0394088669951,126.782965623397,4.38830632348268,2.81608654750706,1.6,-1.70663265306122,-0.527228915662651
"CANDIDATE",8644288,"K00137.01",1,0.3714,3280,1.055,7.101,1.663,0,0,0,-0.07823,0.0002559,21.072705601907,108.372781065089,14.8167470979523,7.249430523918,1.33333333333333,-2.14917582417582,-3.8693009118541
"CANDIDATE",8644288,"K00137.02",2,0.3815,5505,1.055,4.223,0.002369,1.417,0,0,-0.1209,0.0001639,31.0679611650485,108.345797188154,14.812030075188,7.25211267605634,1.33333333333333,-3.1484375,-3.51884057971014
"CANDIDATE",8644288,"K00137.03",3,0.1887,5978,1.055,1.017,0.2574,2.303,0,0,-0.1829,-0.0001172,7.31836734693878,11.5702036441586,14.8103860608131,7.25,1.33333333333333,-0.708914728682171,1.54255319148936
"FALSE POSITIVE",8506766,"K00138.01",1,3.289,1280,1.761,6.866,0.2806,4.283,0,1302.3,0.1112,-0.003826,74.3963553530752,243.719896257873,4.13797968397291,2.48441838938599,-0.685714285714286,5.56,-2.47824074074074
"CANDIDATE",8559644,"K00139.01",1,0.9941,753.6,1.235,82.52,0.1341,427.2,0,2.1322,-0.005988,-0.0001367,18.8024298524732,134.143377885784,6.78779599271403,4.2463768115942,1.2,-0.102358974358974,0.00228571428571429
"CANDIDATE",8559644,"K00139.02",2,0.2157,9587,1.235,0.748,1.131,4.392,0,9.9044,-0.1522,7.537e-05,6.95919938414165,12.0651747153514,6.78818921361856,4.26903390914907,1.2,-0.532167832167832,-1.73089700996678
"FALSE POSITIVE",5130369,"K00140.01",1,2.001,5782,1.895,2.241,15.56,54.67,0,32118,14.75,-0.009659,171.68044077135,69.3181818181818,2.98744636898141,2.01497640005103,0.116666666666667,109.259259259259,97.3333333333333
"CANDIDATE",12105051,"K00141.01",1,0.3506,6561,0.899,1.019,0.3585,0.295,0,13.214,-0.2986,0.0001692,137.102473498233,94.4925742574257,8.96610582784687,5.14000708298902,2.4,-8.65507246376811,-2.51160949868074
"CANDIDATE",4649305,"K00143.01",1,1.12,3350,1.333,0.6688,0.1267,94.86,0,4.8605,-0.03565,0.0001295,306.074612083196,105.406943653956,3.20119114088963,2.15080576759966,-0.285714285714286,-0.656537753222836,-2.30700179533214
"CANDIDATE",4180280,"K00144.01",1,0.3049,7762,0.776,1.887,0.00336,1.743,1,93.918,0.8608,-1.631e-05,12.603169362826,59.8933074684772,15.7342885053728,7.69128996692392,1.73333333333333,11.7917808219178,1.33620414673046
"CANDIDATE",9904059,"K00145.01",1,4.656,1148,7.119,65.36,0.118,13.52,0,34.23,-0.1641,-0.0004518,128.109005394937,47.562776957164,6.15794143744454,4.74627606752731,0.28,-1.92605633802817,0.86
"FALSE POSITIVE",9048161,"K00146.01",1,2.432,8925,1.889,4.149,0.04774,0.8568,0,511660,-15.68,-0.05926,93.1098696461825,21.8553459119497,2.20119109269808,1.32366812227074,-1.46666666666667,-504.180064308682,870.754716981132
"FALSE POSITIVE",1996679,"K00147.01",1,2.713,362.9,1.095,-15.92,0.4908,483.6,0,2563.1,4.409,-0.01246,16.9958634953464,35.2960312296682,4.01347305389221,2.63054187192118,-1,28.2628205128205,19.9347826086956
"CANDIDATE",5735762,"K00148.01",1,0.3044,4015,0.873,5.781,6.429,7.159,0,20.21,0.305,-4.434e-05,13.7685560053981,42.5098231827112,14.1005511942542,7.253125,1.2,3.41545352743561,-4.45745992601726
"CANDIDATE",5735762,"K00148.02",2,0.3773,6312,0.873,0.5375,0.002378,3.284,0,1.9733,0.123,3.226e-05,35.9936783879889,32.3873483535529,14.1005078855921,7.24959349593496,1.2,0.872340425531915,-3.7390625
"CANDIDATE",5735762,"K00148.03",3,0.464,1309,0.873,-6.477,2.57,188,0,7.0371,0.1411,-0.0001775,8.91392136025505,25.5484421681605,14.1027227722772,7.24242424242424,1.2,0.559920634920635,-0.384502164502165
"CANDIDATE",3835670,"K00149.01",1,0.4103,6124,1.412,2.106,0.3175,4.554,0,0.30481,-0.06583,-2.098e-05,6.64519326065411,79.4753241531812,5.38601271571299,3.32071478956031,0.933333333333334,-0.927183098591549,0.479732739420935
"CANDIDATE",7626506,"K00150.01",1,0.239,4937,0.812,-1.09,0.01639,6.36,0,76.216,0.1266,0.0003416,6.37871287128713,34.1392285983067,12.1312010443864,6.49743918053777,-2.8,1.48941176470588,3.83987603305785
"CANDIDATE",7626506,"K00150.02",2,0.2695,1816,0.812,21.13,3.5,65.79,0,68.006,0.1954,0.0005166,2.63378176382661,26.140350877193,12.129963898917,6.49346405228758,-2.8,1.50307692307692,1.22080536912752
"CANDIDATE",2307199,"K00151.01",1,1.563,2072,1.041,-1.113,0.6137,27.47,0,10.294,0.09145,0.0003652,101.477677635716,58.7185268695979,3.84002770083102,2.51652638062,-1.06666666666667,0.63951048951049,-5.14895104895105
"CANDIDATE",8394721,"K00152.01",1,0.6337,2209,1.324,35.46,0.9822,38.83,0,50.133,0.651,-0.0006164,8.95071295722257,119.49209779819,6.27028228495221,3.98358413132695,-0.266666666666667,10.0308166409861,1.41077441077441
"CANDIDATE",8394721,"K00152.02",2,0.6092,4143,1.324,1.928,0.9123,15.25,0,3.1263,0.5975,7.225e-05,31.663082437276,40.9459459459459,6.27257799671593,3.98397291196388,-0.266666666666667,3.1951871657754,-1.39415204678363
"CANDIDATE",8394721,"K00152.03",3,0.7476,2687,1.324,16.8,0.6839,34.11,0,0.081929,0.7993,-8.218e-06,26.2139167426314,43.9988081048868,6.27216916780355,3.98431144683324,-0.266666666666667,3.9965,-0.639130434782609
"CANDIDATE",8394721,"K00152.04",4,0.2844,485.3,1.324,-16.58,2.427,821.2,0,1.4301,0.8684,0.0002121,2.18332919871,3.92089321772182,6.27214037411025,3.98765432098765,-0.266666666666667,0.959558011049724,-0.80618932038835
"CANDIDATE",12252424,"K00153.01",1,0.3874,6095,0.693,1.234,1.177,2.318,0,6.0809,0.06534,4.709e-05,39.6913580246914,37.1981994270904,16.7133333333333,8.45796241345203,0.266666666666667,0.588648648648649,-0.338878504672897
"CANDIDATE",12252424,"K00153.02",2,0.2678,3073,0.693,5.576,0.1087,10.39,0,4.1762,0.005817,8.51e-05,9.86268939393939,25.3554939981533,16.712658782304,8.46788990825688,0.266666666666667,0.0501465517241379,-0.540353982300885
"CANDIDATE",8030148,"K00155.01",1,0.3274,9380,1.173,2.173,0.1197,1.319,0,16.094,0.04238,-0.000103,12.8550512445095,58.8358355894659,5.96456692913386,3.51551541934864,-0.533333333333333,0.613314037626628,3.92784992784993
"CANDIDATE",10925104,"K00156.01",1,0.4438,3030,0.54,2.739,0.9827,18.51,0,328.19,0.4817,-0.0006337,47.9017117614578,57.9142698088699,20.8458083832335,9.78125,-1.33333333333333,8.06867671691792,9.61228406909789
"CANDIDATE",10925104,"K00156.02",2,0.6683,3379,0.54,3.234,0.4373,17.03,0,62.86,0.6204,-0.0002523,126.979432719452,40.0210084033613,20.8462033462033,9.7625,-1.33333333333333,4.92380952380952,4.36306306306306
"CANDIDATE",10925104,"K00156.03",3,0.681,4699,0.54,-0.8281,1.653,18.93,0,51.71,-0.002254,-9.972e-05,125.12045839302,26.1517367458867,20.8444635932788,9.7595818815331,-1.33333333333333,-0.0123846153846154,2.21875
"CANDIDATE",6541920,"K00157.01",1,0.5032,1555,1.046,0.8923,0.09378,35.76,0,20.155,0.09797,0.0002749,22.7550463720676,46.3087945177032,16.5318416523236,8.05029585798817,0,0.985613682092555,3.11331133113311
"CANDIDATE",6541920,"K00157.02",2,0.3692,4182,1.046,2.452,0.5208,5.543,0,14.103,0.1071,0.0001231,10.1474631342164,35.7568978374347,16.5282782390725,8.06076854334227,0,1.00093457943925,3.32340862422998
"CANDIDATE",6541920,"K00157.03",3,0.3372,2677,1.046,15.71,6.76,33.54,0,37.246,-0.2102,0.0002936,4.22801875732708,33.8040865384615,16.525974025974,8.05992509363296,0,-2.04077669902913,1.92094017094017
"CANDIDATE",6541920,"K00157.04",4,0.3954,905.7,1.046,7.063,0.4143,1002,0,6.8894,-0.01013,0.0002123,1.05171009771987,35.2983988355167,16.5251798561151,8.06779661016949,0,-0.0613939393939394,2.06619718309859
"CANDIDATE",6541920,"K00157.05",5,0.93,1411,1.046,29.31,0.5439,152,0,10.798,0.3091,0.0001472,36.0989230155565,32.4531668153434,16.5284280936455,8.05882352941176,0,1.36167400881057,1.09852941176471
"CANDIDATE",6541920,"K00157.06",6,0.5379,3910,1.046,3.229,0.1812,18.55,0,10.489,-0.08058,0.0001207,26.1582081088744,21.0310218978102,16.5305000915919,8.06344015696534,0,-0.33297520661157,0.364253393665158
"FALSE POSITIVE",10555375,"K00158.01",1,0.8452,5334,2.097,1.9,1.72,2.696,0,5598.4,-15.11,0.002798,82.7811158798283,17.0707927087749,1.93393480791618,1.15824010752263,-0.8,-41.1716621253406,-34.2318059299191
"CANDIDATE",8972058,"K00159.01",1,0.3572,4767,1.171,3.269,0.8297,11.82,0,0.10976,0.1215,-1.057e-05,12.6021599532983,27.4698029243484,7.0304026294166,4.47425897035882,0.466666666666667,0.783870967741935,1.43931034482759
"CANDIDATE",8972058,"K00159.02",2,0.07338,6628,1.171,1.622,0.4933,5.675,0,3.0176,-0.7138,-3.242e-05,2.00736278447122,6.06346807706838,7.02889944576405,4.47447412866575,0.466666666666667,-0.861037394451146,0.83031847133758
"CANDIDATE",6631721,"K00160.01",1,0.9269,2326,1.178,-1.589,0.937,17.45,0,1073.5,2.217,-0.001993,193.282072035613,43.3397807865893,4.24725066363292,2.76099780886567,-1.46666666666667,10.8676470588235,17.3631578947368
"CANDIDATE",5084942,"K00161.01",1,0.1977,6409,0.791,1.777,0.07641,1.546,0,2.7279,-0.1217,4.776e-05,18.2355442176871,33.9882864160212,15.1904036557502,7.18774703557312,2,-2.05227655986509,-7.65104166666667
"CANDIDATE",8107380,"K00162.01",1,0.2372,3702,1.124,-1.819,4.15,14.56,1,6.6374,0.1456,7.939e-05,2.67333836858006,28.1376037959668,7.12207463630613,4.19105351170569,0,0.983783783783784,-0.947945205479452
"CANDIDATE",6851425,"K00163.01",1,0.2674,3445,0.766,3.158,0.2962,18.6,0,13.713,-0.3885,0.0001603,7.18717504332756,23.3946830265849,16.4339826839827,8.16085271317829,0,-3.26470588235294,-2.6784
"FALSE POSITIVE",5652237,"K00164.01",1,1.912,7423,1.985,1.544,15.63,1.862,0,6538.4,38,-0.002663,180.694342395298,22.7543129089827,2.20861319636507,1.3266571820451,-0.6,85.7787810383747,30.8126410835214
"CANDIDATE",9527915,"K00165.01",1,0.3334,2231,0.799,6.42,1.043,26.58,0,65.465,0.06787,-0.0005696,14.8590096286107,24.6083333333333,14.8169418521177,7.67829457364341,0,0.506492537313433,1.18476821192053
"CANDIDATE",2441495,"K00166.01",1,0.2485,2074,0.795,8.009,0.7102,25.82,0,10.212,-0.06939,0.0001245,8.02407407407407,14.4204204204204,14.3289606458123,7.43033509700176,0,-0.367142857142857,-1.85363636363636
"CANDIDATE",11666881,"K00167.01",1,0.4428,9419,1.378,-0.8037,0.5932,3.373,0,1.4599,-0.02482,2.635e-06,35.7125843588726,44.0755467196819,6.70916953099013,4.28670774110901,0.8,-0.227706422018349,0.580826446280992
"CANDIDATE",11512246,"K00168.01",1,0.921,6542,1.518,1.607,0.01015,6.467,0,0,0.116,0,82.5892857142857,53.6775218427323,23.4191355026712,12.9496822033898,0.3,0.729559748427673,0.817341040462428
"CANDIDATE",11512246,"K00168.02",2,0.2822,4154,1.518,6.811,0.0003442,22.59,0,0,0.03862,0,2.92047853624208,15.5566600397614,23.4299980795084,12.9475021168501,0.3,0.105231607629428,0.619451371571072
"CANDIDATE",11512246,"K00168.03",3,0.3484,7343,1.518,1.256,0.6746,13.11,0,0,0.1181,0,6.35125698324022,11.2667600560336,23.4186120882635,12.9499236641221,0.3,0.234791252485089,-1.52481751824818
"FALSE POSITIVE",6185711,"K00169.01",1,1.319,1907,0.762,-2.881,0.1299,18.87,0,15275,47.98,-0.003187,29.3351142772336,22.7720207253886,5.10365198711063,3.31744368779466,-1.73333333333333,189.644268774704,22.8009259259259
"FALSE POSITIVE",11044770,"K00170.01",1,3.033,2733,2.43,10.88,0.0186,31.27,0,1589.4,12.45,-0.003068,130.845969672785,28.9408396946565,3.14625495514292,1.97611841969819,-0.4,24.5562130177515,21.7948717948718
"CANDIDATE",7831264,"K00171.01",1,0.2416,6843,1.439,2.25,0.1457,2.458,0,5.1586,-0.1429,-4.498e-05,6.74792703150912,28.0473372781065,5.69642857142857,3.35996528782181,0.133333333333333,-1.22136752136752,-0.290579710144928
"CANDIDATE",7831264,"K00171.02",2,0.2488,2267,1.439,7.809,1.014,21.88,0,2.5204,0.4919,-1.641e-05,5.08631459398069,8.5169263836647,5.69843671205245,3.35982230997038,0.133333333333333,1.24217171717172,-0.134372294372294
"CANDIDATE",8692861,"K00172.01",1,0.2743,4095,0.943,9.827,0.7188,11.21,0,2.7202,0.02083,-2.721e-05,3.92315680166148,29.6271186440678,7.64233576642336,4.2906432748538,-2,0.150942028985507,-1.25724137931034
"CANDIDATE",8692861,"K00172.02",2,0.9378,626.4,0.943,-1.662,4.132,4906,0,4.0392,-0.1183,-0.0002438,6.29282576866764,15.8811834873114,7.64610913787536,4.2972972972973,-2,-0.196185737976783,0.754961832061069
"CANDIDATE",11402995,"K00173.01",1,0.5145,4691,1.14,1.676,2.269,7.558,0,15.939,0.08579,-0.0001396,29.1957017258222,35.2087912087912,6.31824611032532,3.66532258064516,0,0.608439716312057,-0.347897727272727
"CANDIDATE",10810838,"K00174.01",1,0.428,520.1,0.701,10.61,0.09496,328.1,0,4.6798,0.2836,-0.0002601,9.52249972494224,14.1973791973792,17.7715487035739,8.46511627906977,-1.46666666666667,1.12539682539683,3.3562015503876
"FALSE POSITIVE",8323753,"K00175.01",1,0.5402,5158,2.623,0.7375,2.418,1.782,0,3986.3,14.12,-0.00253,55.6967213114754,19.2688821752266,2.96436781609195,1.8657000893843,-0.342857142857143,40.6916426512968,34.478102189781
"CANDIDATE",6442377,"K00176.01",1,0.3648,2328,1.518,-4.987,0.4174,44.48,0,2.6377,0.328,-2.005e-05,5.67450142450142,30.1856884057971,6.5413771320278,4.1313672922252,1.06666666666667,1.57692307692308,1.16345177664975
"CANDIDATE",6803202,"K00177.01",1,0.1813,2749,1.034,13.01,1.377,35.59,0,5.3282,0.2946,-8.769e-05,1.20693135935397,18.4479778776357,7.84755770263017,4.76807228915663,0,0.879402985074627,-0.453985507246377
"FALSE POSITIVE",11455491,"K00178.01",1,1.65,8833,1.554,3.602,0.3942,19.23,0,48226,-112.1,0.007375,267.684755931279,22.9987809833401,4.84846368715084,2.93988809541338,-0.466666666666667,-255.936073059361,-156.047058823529
"CANDIDATE",9663113,"K00179.01",1,0.447,4555,1.299,-1.533,2.779,19.06,0,15.721,-0.1162,-0.0001572,2.94139194139194,73.249299719888,6.76483516483517,4.4042259990813,0,-1.2441113490364,-2.02386363636364
"CANDIDATE",9663113,"K00179.02",2,2.011,1180,1.299,163.6,0,1637,0,0.18609,0.0924,-4.92e-05,11.5898583146905,42.5109745390694,6.76470588235294,4.39393939393939,0,0.510497237569061,-1.59672131147541
"CANDIDATE",9573539,"K00180.01",1,0.2955,3474,0.853,5.664,2.581,14.47,0,8.4361,0.1101,-2.201e-05,15.2435064935065,36.9691014302871,8.33488372093023,4.79460093896714,-0.266666666666667,1.40973111395647,3.91532258064516
"FALSE POSITIVE",12504988,"K00181.01",1,0.8519,9033,1.035,2.406,0.4167,5.052,0,0,0.2936,0.002842,335.163127912998,1089.3347993403,3.53427895981087,2.29839739867611,-0.228571428571429,53.0922242314647,94.7162426614481
"CANDIDATE",5376836,"K00182.01",1,0.682,9612,0.878,1.625,0.1158,2.83,0,187.36,0.1122,8.307e-05,339.802289281998,1133.70201691607,4.21730769230769,2.74416269143861,-1,26.4,60.4126213592233
"CANDIDATE",9651668,"K00183.01",1,0.33,11460,0.956,0.5938,0.008349,0.09735,0,1374.6,0.03564,-0.001386,20.3428201811126,740.157480314961,8.41292134831461,5.10662848479744,-0.666666666666667,8.46555819477435,10.5700712589074
"FALSE POSITIVE",7972785,"K00184.01",1,0.7484,8827,1.138,3.882,2.765,4.681,0,367.46,-0.09442,0.00109,75.1069163840142,801.596037424326,3.58237194277803,2.38165018407565,-0.333333333333333,-11.8172715894869,4.10453400503778
"FALSE POSITIVE",4178389,"K00185.01",1,1.55,1297,0.809,1.408,6.159,2.115,0,2455.3,0.06615,-0.009349,67.6265146115467,532.554543892802,4.43576388888889,2.83238095238095,-1.4,5.04961832061069,-6.15447154471545
"CANDIDATE",12019440,"K00186.01",1,0.3457,10950,1.013,0.3646,0.09035,0.1687,0,301.11,0.08693,-0.0008932,7.6900838392599,430.920590302178,6.82980738869593,4.32282259298944,0.666666666666667,9.9919540229885,1.63377192982456
"FALSE POSITIVE",7023960,"K00187.01",1,0.7206,1823,0.993,2.2,0.6029,27.22,0,18.044,0.09427,-0.0006482,13.0289855072464,589.102424110068,3.90425740631744,2.52727272727273,0.233333333333333,9.06442307692308,8.13214285714286
"CANDIDATE",5357901,"K00188.01",1,0.365,6733,0.848,-0.9458,2.491,0.223,0,15.447,-0.02991,-4.848e-05,70.0023164234422,408.925791385573,14.784859268845,8.17397769516729,1.6,-3.63868613138686,-13.203125
"CANDIDATE",11391018,"K00189.01",1,0.8284,1901,0.765,1.097,3.154,9.336,0,10.955,-0.1652,-0.0003632,30.1568334578043,545.889792231256,11.5076717811875,5.67027027027027,-0.2,-12.7076923076923,28.5772357723577
"FALSE POSITIVE",5771719,"K00190.01",1,1.339,3189,2.344,5.467,2.263,1.299,0,45.237,-0.08955,2.5e-05,561.48097826087,528.091130280911,3.6,2.38211321319076,2,-7.34016393442623,-7.61594202898551
"CANDIDATE",5972334,"K00191.01",1,0.6069,2634,0.887,-0.7901,0.08335,1.583,0,49.784,-0.002478,-0.0001327,39.0020646937371,283.503054989817,11.1357074109721,6.34122562674095,0.133333333333333,-0.1239,12.1395348837209
"CANDIDATE",5972334,"K00191.02",2,0.3005,7150,0.887,1.735,1.683,1.285,0,5.5433,-0.3059,1.011e-05,16.3600144875045,15.3957329662767,11.1320132013201,6.33763313609467,0.133333333333333,-1.2285140562249,0.863380281690141
