"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_pdeco","tce_dicco_mdec","tce_time0_sn"
"FALSE POSITIVE",8210370,"K07872.01",56.78,44.08,365.6,734,4.272,1.453e-05,-0.033588,72665494.6043698
"CANDIDATE",8222395,"K07873.01",682,676.7,2791,1430,0.7952,-5.203e-05,-1.0074,1087708960.08436
"FALSE POSITIVE",8231299,"K07874.01",2351,2760,9573,2080,3.855,-8.951e-06,0.8797,698551087.537987
"CANDIDATE",8242769,"K07875.01",11.9,28.7,75.09,253,2.279,0.0006935,1.9565,59565702.6397515
"FALSE POSITIVE",8245108,"K07876.01",2220,2396,11510,1380,13.06,-0.0001162,3.8943,768103925.685125
"FALSE POSITIVE",8260269,"K07877.01",205.3,218.1,1139,1120,-1.591,7.049e-05,-0.91269,506426851.884323
"CANDIDATE",8263187,"K07878.01",13.33,12.33,93.66,828,5.222,-0.008389,1.8116,125234402.897516
"FALSE POSITIVE",8297017,"K07879.01",417.6,450.8,4138,3020,1.628,4.179e-06,0.13312,460484161.40214
"FALSE POSITIVE",8345473,"K07881.01",88.19,69.99,252.2,0,73.74,-0.004116,6.3919,1113703483.59819
"CANDIDATE",8364232,"K07882.01",24.65,19,161.3,295,-0.5484,0.0004118,0.29368,224349788.898434
"FALSE POSITIVE",8374394,"K07883.01",10.58,8.056,48.32,671,2.527,-6.321e-05,0.17626,314530407.266485
"CANDIDATE",8391983,"K07884.01",288.4,305.9,1153,2040,8.498,0.002059,-5.4832,580082181.617121
"FALSE POSITIVE",8429014,"K07885.01",147.6,230.7,1252,1130,63.37,-0.01082,14.734,380819788.599776
"FALSE POSITIVE",8440062,"K07886.01",7.819,2.168,78.71,383,-0.07874,0.0001537,-0.95311,138114124.656124
"FALSE POSITIVE",8460634,"K07887.01",210.4,278.2,1156,2700,82.36,0.002028,-0.69247,1638230289.27964
"CANDIDATE",8488381,"K07888.01",279.8,266.8,1822,1140,1.286,-1.15e-06,-0.25848,332827643.989279
"CANDIDATE",8489260,"K07889.01",13.58,5.775,147.1,332,-0.7057,-0.0001331,-0.50377,141147555.121166
"FALSE POSITIVE",8508493,"K07890.01",8.637,3.22,37.38,251,7.209,0.007262,-4.6889,203898379.689226
"FALSE POSITIVE",8524110,"K07891.01",1651,1675,10870,2260,1.033,-2.174e-05,0.50663,644945697.577277
"CANDIDATE",8540376,"K07892.01",20.35,17.48,155.2,1010,2.018,-0.0007311,-0.057219,48308493.3469242
"FALSE POSITIVE",8545603,"K07893.01",23.81,14.38,102.1,438,0.06387,-6.567e-05,-0.47572,225821198.93665
"CANDIDATE",8555967,"K07894.01",8.775,11.64,177.8,253,-3.858,0.001048,0.45354,92302949.1826207
"FALSE POSITIVE",8557246,"K07895.01",13.14,28.96,81,263,3.446,-0.003355,4.3824,22617904.7548852
"FALSE POSITIVE",8560280,"K07896.01",37.15,146.7,371.2,741,119.9,0.02022,-9.0019,193512154.365167
"FALSE POSITIVE",8560927,"K07897.01",47.27,53.9,854.2,675,7.62,-0.0002052,2.5764,118369423.189119
"FALSE POSITIVE",8565912,"K07898.01",151500,79980,519900,2740,1.051,0.1152,-0.13403,-2454960
"FALSE POSITIVE",8587439,"K07899.01",165.4,251.1,724.3,921,21.62,0.003885,-7.7303,656951866.649183
"FALSE POSITIVE",8590776,"K07900.01",41.38,30.82,178.4,527,4.265,0,-0.50851,299047421.826465
"FALSE POSITIVE",8639155,"K07902.01",2189,1949,7567,3730,6.473,-9.557e-05,0.13788,2725779857.7686
"CANDIDATE",8677057,"K07903.01",1889,2000,7631,1420,1.453,7.965e-06,-0.30294,1248168391.08219
"FALSE POSITIVE",8686761,"K07904.01",8.987,6.475,113,381,0.06919,-0.0004858,4.4495,101703081.371745
"CANDIDATE",8702537,"K07905.01",178.2,193.4,1895,1170,-0.277,-2.929e-05,0.21787,241973860.589812
"FALSE POSITIVE",8703491,"K07906.01",2140,2326,9252,2510,254.3,0,4.7259,4783353337.28217
"FALSE POSITIVE",8703506,"K07907.01",8.218,1.552,26.11,261,7.888,-0.00706,6.3531,225617556.241729
"FALSE POSITIVE",8712863,"K07908.01",2477,2471,7448,0,3.099,-1.475e-05,0.15803,1942937642.95268
"FALSE POSITIVE",8749844,"K07909.01",8.859,4.499,49.16,734,-0.7038,0.0002722,0.08816,376509631.738038
"FALSE POSITIVE",8750503,"K07910.01",113.2,110.8,1732,633,-0.3053,0.0004988,-0.69791,176082684.224871
"FALSE POSITIVE",8757213,"K07911.01",6.654,4.34,54.1,292,-0.4518,0.000413,-0.12007,91485072.5134519
"FALSE POSITIVE",8761550,"K07912.01",8.582,1.739,33.69,358,-2.073,0.0001184,-1.5841,222439161.396706
"FALSE POSITIVE",8873450,"K07913.01",8.754,2.955,29.7,181,0.9137,-0.002266,0.85565,111386691.104417
"FALSE POSITIVE",8880003,"K07914.01",14.06,11.84,88.92,235,2.052,-0.001025,1.7363,26754569.5092872
"CANDIDATE",8880317,"K07915.01",7.83,6.04,87.02,305,1.986,-2.474e-05,0,149294635.581986
"FALSE POSITIVE",8953296,"K07916.01",4335000,3761000,7926000,2650,0,-0.003461,0.006618,110563814790.962
"FALSE POSITIVE",8962007,"K07917.01",939.3,944.8,4455,1580,28.97,-0.0006386,1.4677,748961965.690716
"FALSE POSITIVE",9021047,"K07919.01",71.04,16.16,70.92,282,16.48,0.02247,-9.4813,304211847.594832
"CANDIDATE",9043947,"K07920.01",1263,1191,6968,2690,0.4489,-7.376e-06,-0.17653,844842419.695645
"FALSE POSITIVE",9079587,"K07921.01",7.427,2.154,70.96,228,-7.254,-0.0005865,-2.7781,86404206.4955725
"FALSE POSITIVE",9079915,"K07922.01",1623,1716,6290,2400,4.528,-0.00019,2.7098,1631849030.51695
"CANDIDATE",9084569,"K07923.01",10.06,17.39,114.6,193,-1.651,-0.0003127,-0.5862,117477354.183913
"CANDIDATE",9087580,"K07924.01",1715,1859,7520,1550,3.84,-0.0002207,-1.3784,1169139918.08744
"CANDIDATE",9099607,"K07925.01",288.7,325.3,3780,1060,-0.4657,1.566e-05,-0.60963,348095800.53796
"FALSE POSITIVE",9101271,"K07926.01",50860,326800,351700,685,10.72,-0.001494,0.00377,77274429.8777129
"FALSE POSITIVE",9118340,"K07927.01",1292,2005,7597,3660,38.12,0.002794,-4.6472,1615632671.05843
"CANDIDATE",9142714,"K07928.01",5.448,5.238,206.3,94.8,0.801,0.0005746,-0.094953,100991324.878964
"FALSE POSITIVE",9159198,"K07929.01",441,496.5,5236,1320,11.74,2.874e-05,-1.8352,225042854.916628
"CANDIDATE",9210820,"K07930.01",7.556,7.656,98.61,187,2.25,-0.0003235,0.10223,102717029.760137
"CANDIDATE",9227215,"K07931.01",8.473,8.993,96.02,323,1.251,0.0006655,0.40316,59899038.2034753
"CANDIDATE",9278575,"K07932.01",6.635,3.763,78.86,215,1.315,-0.0002655,-3.2147,97473239.5260934
"FALSE POSITIVE",9347066,"K07933.01",71.26,54.46,433.5,577,2.88,-6.656e-05,0.16486,311082135.557439
"CANDIDATE",9390228,"K07934.01",65.7,61.91,212.2,624,-0.3417,0.001705,-0.14809,743625393.017465
"FALSE POSITIVE",9392016,"K07935.01",7.373,1.369,64.54,243,0.8059,-0.0001249,0.24419,96538815.442813
"FALSE POSITIVE",9429631,"K07937.01",320.8,327.7,1794,1060,11.3,0.001155,-5.1061,532353617.229819
"CANDIDATE",9469494,"K07938.01",7.243,8.214,134.9,437,-0.0242,-0.0001523,0.65512,160353093.322186
"FALSE POSITIVE",9518558,"K07939.01",612.4,886.8,2863,1450,7.688,-0.0004274,-0.85756,1856534628.00793
"CANDIDATE",9521317,"K07940.01",13.23,9.964,52.99,330,2.156,-0.0002096,1.7398,614241252.14537
"FALSE POSITIVE",9529148,"K07942.01",55.67,39.34,175,706,0.8624,0.0002639,-0.44237,427113235.974683
"FALSE POSITIVE",9531850,"K07943.01",405.8,431.8,1838,2090,4.74,-0.0008096,-2.6505,1346711064.05622
"FALSE POSITIVE",9541094,"K07944.01",1978,2204,10600,2300,19.19,2.644e-05,-2.7265,1052267018.71394
"FALSE POSITIVE",9579753,"K07945.01",1021,1062,4945,1130,5.947,0.0001747,-3.2769,564808871.403757
"FALSE POSITIVE",9588880,"K07946.01",8.046,12.14,63.71,143,1.932,-4.624e-05,0.32265,149327316.076294
"FALSE POSITIVE",9592831,"K07947.01",740.5,824.9,3866,1810,6.732,-0.001538,5.7736,319135576.981825
"FALSE POSITIVE",9602658,"K07948.01",299.7,270.6,4467,580,9.384,0.0002443,-1.8635,286556540.455741
"CANDIDATE",9604563,"K07949.01",1051,1176,4369,1550,5.308,0,0.4746,940572702.752406
"FALSE POSITIVE",9639021,"K07950.01",597.3,611,2047,1240,4.275,3.143e-05,-1.569,801494618.003977
"CANDIDATE",9640649,"K07951.01",1529,1520,6242,1830,0.6958,8.001e-05,-0.96869,1287083396.68343
"FALSE POSITIVE",9643210,"K07952.01",6.48,1.662,90.49,77.3,0.7892,0.0005174,-0.22303,49934614.2034627
"CANDIDATE",9650579,"K07953.01",6.982,2.017,91.62,219,2.137,0.0001958,-0.48899,72444685.7608253
"CANDIDATE",9650762,"K07954.01",9.336,3.409,118.2,232,1.693,0.0001032,-1.8023,77875749.7232645
"FALSE POSITIVE",9651155,"K07955.01",564.9,188.6,617.5,3790,1.368,0.001221,-0.007627,6842053923.29002
"FALSE POSITIVE",9656547,"K07956.01",1044,1176,6562,1280,22.05,0.001641,0,591483497.288298
"FALSE POSITIVE",9658192,"K07957.01",709.1,738.3,2744,1430,35.59,-0.001803,6.6874,1150106579.84118
"FALSE POSITIVE",9710611,"K07958.01",7.716,7.766,120.5,244,-1.243,-0.0002007,-0.41775,135181595.929784
"FALSE POSITIVE",9710626,"K07959.01",6.257,5.826,90.12,212,-0.4155,-0.003532,3.9981,66790800.1577738
"FALSE POSITIVE",9710792,"K07960.01",10.23,12.15,114.1,283,-0.7507,0.0003986,-0.74465,88990749.1988922
"FALSE POSITIVE",9770983,"K07961.01",192.7,178.6,1240,974,-0.01039,0.0001593,2.4872,446349254.833085
"FALSE POSITIVE",9777089,"K07962.01",72.25,70.08,626.8,970,14.47,0.0001598,-3.1697,287055117.594647
"FALSE POSITIVE",9777990,"K07963.01",16.46,13.98,172.1,248,3.27,0.001988,-0.10303,118161471.669779
"FALSE POSITIVE",9813678,"K07964.01",32200,13730,163800,3000,13.71,-0.00195,0.36053,67166616963.4723
"FALSE POSITIVE",9826551,"K07965.01",189.3,253.7,947.7,1280,37.08,0.0002897,-0.89251,630578958.183499
"FALSE POSITIVE",9838537,"K07966.01",993.1,936.3,9057,1550,16.39,0.0001342,1.5676,613340761.80102
"FALSE POSITIVE",9838761,"K07967.01",846.2,1138,4593,1430,6.88,-0.0004378,-1.7285,513919969.855242
"FALSE POSITIVE",9839062,"K07968.01",362.4,6.93,128.7,265,3.961,-0.0006896,0.11415,495665288.388545
"FALSE POSITIVE",9851983,"K07969.01",729.8,858.9,6012,2720,7.672,-0.0001568,0.2292,777565919.708607
"CANDIDATE",9873004,"K07970.01",666,674.3,3267,1300,1.777,0.0003748,-0.61639,817386063.97997
"FALSE POSITIVE",9899216,"K07971.01",997.9,1224,9841,2910,7.929,-5.352e-06,3.3117,892752073.719312
"FALSE POSITIVE",9899256,"K07972.01",993.9,1116,7130,1660,16.89,2.089e-05,1.134,507124619.9101
"FALSE POSITIVE",9899345,"K07973.01",185.8,142.4,572,2410,92.23,-0.0003646,1.0104,1937028065.55204
"FALSE POSITIVE",9899621,"K07974.01",993.3,899.1,7442,1850,11.68,2.241e-05,2.5109,659939946.075124
"FALSE POSITIVE",9899623,"K07975.01",833.1,953.9,8629,1780,13.83,-0.0001203,0.40034,453748507.509583
"CANDIDATE",9906688,"K07976.01",181.4,170.2,1417,1040,0.8304,-0.0001467,-1.8441,374063876.568078
"FALSE POSITIVE",9912977,"K07977.01",13470000,8289000,36430000,2270,766.8,0.05032,-0.084352,-2454960
"CANDIDATE",9938836,"K07978.01",182.6,175.2,1883,1440,-2.043,0.0001836,0.35811,271167625.614001
"FALSE POSITIVE",9941425,"K07979.01",1224,756.7,1935,0,24.96,0.0002787,-6.0361,2311856106.97806
"FALSE POSITIVE",9959368,"K07980.01",988.6,839.4,9756,1440,15.42,-3.824e-05,2.164,398234122.349399
"FALSE POSITIVE",9959765,"K07981.01",987.5,1189,7731,1990,13.02,-6.149e-05,4.8715,475972313.777192
"CANDIDATE",10011213,"K07982.01",6.003,3.604,70.94,265,0.1983,0.0003907,-0.4971,95544806.8145116
"FALSE POSITIVE",10014875,"K07983.01",6.53,0.2308,57.94,239,2.555,0.00036,-3.7606,89260576.1819583
"FALSE POSITIVE",10031643,"K07984.01",126.1,116.1,1150,930,7.939,-0.0001013,-1.2112,210691818.501704
"FALSE POSITIVE",10090151,"K07985.01",7200,36520,46520,2090,3.584,0.0001783,-1.7572,14117809432.3456
"CANDIDATE",10128825,"K07986.01",757,890.3,5357,1610,0.2727,-7.425e-05,-0.24705,474131970.597665
"FALSE POSITIVE",10147276,"K07987.01",1941,2259,8454,2220,14.91,0.0004952,-3.6492,1773194461.49846
"FALSE POSITIVE",10155286,"K07988.01",6.413,2.444,17.77,557,3.702,-9.58e-05,1.3206,768618328.569237
"FALSE POSITIVE",10156110,"K07989.01",217,226.3,1479,1270,10.67,-0.0007025,3.2792,353491981.897534
"CANDIDATE",10160922,"K07990.01",14.48,9.326,148.6,377,2.676,-0.001516,-1.7237,187012660.542072
"CANDIDATE",10198225,"K07991.01",114.8,129.7,1786,1340,2.274,3.858e-05,0.87008,207292009.693408
"CANDIDATE",10214341,"K07992.01",9.557,7.373,90.21,307,2.667,-0.0003092,3.04,100373247.209844
"FALSE POSITIVE",10219288,"K07993.01",17.11,3.79,119,0,2.575,-6.03e-05,0,256677352.102898
"FALSE POSITIVE",10226343,"K07994.01",1545,1650,6697,2500,8.563,2.149e-05,-3.4772,-2454960
"FALSE POSITIVE",10263598,"K07995.01",13.34,14.19,307.6,748,-0.784,-7.849e-05,0.0049929,221929634.249968
"FALSE POSITIVE",10266860,"K07996.01",607.7,766.8,2477,2070,7.507,0.0001091,-1.6379,635921864.840992
"FALSE POSITIVE",10321927,"K07997.01",7.31,2.062,41.11,232,2.459,0.0001158,-5.8815,91515043.0734018
"CANDIDATE",10321972,"K07998.01",8.773,1.171,84.64,352,0.4708,0.0001847,1.2984,16071353.7575281
"FALSE POSITIVE",10322797,"K07999.01",1099,1453,9167,2600,4.528,3.896e-05,-0.93936,591546648.610746
