"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_pdeco","tce_dicco_mdec","tce_time0_sn"
"FALSE POSITIVE",10936786,"K04179.01",1854,2016,8111,2740,15.27,0.0001791,0.13721,1653728528.12395
"CANDIDATE",6938264,"K04180.01",1180,1158,6378,1220,7.353,-0.0001493,1.9747,1649823255.06378
"FALSE POSITIVE",9899315,"K04181.01",995.7,1286,10410,1690,19.39,-7.721e-05,-0.1679,601005686.978704
"FALSE POSITIVE",9541089,"K04182.01",1969,2323,8834,2160,0,0,-3.2771,12907.8663028219
"FALSE POSITIVE",10858737,"K04183.01",1389,1395,9403,2530,7.315,6.2e-05,-3.7484,1008060476.15528
"CANDIDATE",6752002,"K04184.01",237.2,270.4,827.6,808,0.9325,3.28e-05,0.11181,1490905667.93997
"CANDIDATE",7257966,"K04185.01",446.3,453.8,2110,1140,5.711,0.0001266,-0.087891,3044380290.52796
"FALSE POSITIVE",9406892,"K04186.01",606.1,630.6,4856,1370,35.57,4.434e-05,0.026799,651641998.640958
"FALSE POSITIVE",3124598,"K04187.01",206.1,347,1413,1160,15.62,0.0006921,-6.9823,430552218.467145
"CANDIDATE",6879171,"K04188.01",195.1,169.5,1308,1300,4.437,9.439e-05,-0.61188,674657308.372998
"CANDIDATE",9897364,"K04189.01",35.29,39.07,147.1,554,4.254,-0.0002961,0.42204,231684345.626817
"CANDIDATE",12505503,"K04190.01",395.9,399.7,3757,1130,5.334,2.407e-05,1.2347,606225306.203082
"FALSE POSITIVE",3548639,"K04191.01",111.8,110,542,1280,8.015,-9.169e-05,2.6485,587254390.707154
"CANDIDATE",9828127,"K04192.01",90.98,82.16,699.2,636,1.109,0.0001252,-0.11317,422543889.845095
"CANDIDATE",9828127,"K04192.02",43.61,44.23,402.5,525,-0.2919,0.0001835,0.48716,188953627.092553
"CANDIDATE",9092496,"K04193.01",27.04,24.35,177.1,478,0.01935,0.0003712,0.05811,286148039.88074
"CANDIDATE",5644412,"K04194.01",744.4,787,2966,1230,2.753,0.0003623,-0.49473,1818738794.80227
"FALSE POSITIVE",9959545,"K04195.01",1007,1158,10350,1480,16.52,5.16e-05,-0.36302,804288499.025341
"FALSE POSITIVE",8179190,"K04196.01",399.1,450.6,7821,1920,9.228,-2.022e-05,0.022247,280724243.093013
"FALSE POSITIVE",9777724,"K04197.01",845.4,1379,7649,1870,11.64,0.0005495,-3.0215,712297805.051428
"FALSE POSITIVE",9072639,"K04198.01",1124,1216,7837,2800,1.103,1.322e-05,0.87681,953934509.677444
"CANDIDATE",5340878,"K04199.01",1903,2263,8180,1870,1.039,-0.0001107,-0.16572,2227286748.56199
"CANDIDATE",5084171,"K04202.01",27.08,7.131,211.1,331,0.1173,-6.34e-05,0.028083,223291433.976679
"FALSE POSITIVE",3834317,"K04203.01",621.7,852.4,9536,2770,0,1.564e-05,-2.7339,160324965.387529
"CANDIDATE",10593535,"K04204.01",73.78,94.28,913.7,730,3.473,3.568e-05,0.9596,279967749.145831
"CANDIDATE",3450040,"K04205.01",1148,1234,4692,1600,4.892,9.232e-05,0.02493,1231074738.23565
"FALSE POSITIVE",8487805,"K04206.01",1266,1458,7709,1470,20.49,-0.0001478,0.8205,1008789556.08427
"CANDIDATE",9456281,"K04207.01",1894,1977,7522,1230,0.186,-0.0003239,0.16094,3625278913.61394
"CANDIDATE",5129453,"K04208.01",425.7,509.3,2499,879,3.093,-0.0003687,0.32717,920371002.148183
"CANDIDATE",7918478,"K04209.01",125.4,152.5,661.1,693,0.6484,0.0005282,-0.049947,682692762.255945
"FALSE POSITIVE",5078025,"K04211.01",1466,1622,7637,1970,2.186,0.0001399,0.52685,1104380254.88882
"FALSE POSITIVE",5078025,"K04211.02",1476,1859,6744,1970,2.356,-0.0001319,0.30379,959628494.590031
"CANDIDATE",1724719,"K04212.01",237.1,276.9,1789,1220,1.419,9.023e-05,0.75157,649770658.592296
"CANDIDATE",1724719,"K04212.02",121.4,98,910.7,1020,1.64,-9.896e-05,-0.80527,362910533.699353
"FALSE POSITIVE",5632701,"K04213.01",301,502.5,4903,1150,19.2,-6.778e-05,2.556,397972979.54499
"FALSE POSITIVE",10549924,"K04214.01",1482,1413,5008,1920,9.716,-0.0004571,6.3513,1760554491.79952
"CANDIDATE",9366617,"K04215.01",64.13,56.26,949.5,837,2.891,0.0001291,1.1914,232027786.966589
"CANDIDATE",6187341,"K04216.01",858.3,894.6,3827,1420,11.82,-0.00035,-0.048439,4967815045.27748
"FALSE POSITIVE",4678919,"K04219.01",724.4,711.8,4957,1410,18.9,0.0005513,-8.1985,921552581.692599
"FALSE POSITIVE",5563080,"K04220.01",1687,1720,6214,1770,26.86,0.0007261,-4.711,2690833042.87208
"FALSE POSITIVE",6364067,"K04221.01",234.8,298.4,5495,1030,20.81,3.455e-06,-0.35815,138753744.418697
"CANDIDATE",9183378,"K04222.01",407.4,393.2,1799,1480,-0.1143,0.0001146,-0.9955,1228307966.33745
"FALSE POSITIVE",1724513,"K04224.01",682.2,752.5,2979,2060,6.606,0.0001332,-2.3433,1188106161.79801
"FALSE POSITIVE",9535876,"K04225.01",1378,1506,5827,1900,27.13,0,0,1035393751.26527
"CANDIDATE",9491832,"K04226.01",32.1,24.53,494.4,588,-1.278,8.426e-05,0.42897,238446745.274772
"FALSE POSITIVE",7816665,"K04227.01",273,385.4,2225,1160,55.66,0.0005125,0,655460030.971325
"FALSE POSITIVE",9535881,"K04228.01",1440,3662,8552,2810,0,0,-7.1285,3970634616.41104
"FALSE POSITIVE",11616596,"K04229.01",195.7,221.3,5456,1350,17.79,0.0004418,-9.9287,248592725.207003
"CANDIDATE",9872831,"K04230.01",254.5,283.6,1573,1290,2.419,0.0002032,1.2855,669064061.963448
"CANDIDATE",11509504,"K04232.01",520.1,583.5,3623,1380,2.224,-0.0001218,-0.33487,746045590.054184
"CANDIDATE",11611275,"K04234.01",202.4,228.3,1502,1000,5.461,3.438e-05,-0.18674,512454572.590964
"CANDIDATE",10794974,"K04235.01",34.56,33.16,88.89,477,4.426,4.427e-05,-0.15445,679090378.492613
"FALSE POSITIVE",7259249,"K04237.01",1391,1486,9996,1910,12.07,0.00076,-3.4688,2147783940.78844
"FALSE POSITIVE",9640924,"K04239.01",1217,1313,7431,1970,18.91,0.0002043,-2.7921,1010096978.72393
"FALSE POSITIVE",9593773,"K04240.01",435.4,639.8,4302,1320,9.648,0.0004394,-0.851,352010427.092086
"CANDIDATE",9285568,"K04241.01",452.8,507.3,2595,1310,3.345,0.0003955,-0.29171,955940532.373877
"CANDIDATE",9514372,"K04242.01",23.76,18.47,181.7,331,0.8244,-0.0001734,0.31343,242538751.074361
"FALSE POSITIVE",9777757,"K04243.01",998.6,1129,6827,2690,4.887,-7.018e-05,2.5606,941499744.967421
"FALSE POSITIVE",5097454,"K04244.01",48980,393200,425300,1310,0,0,0,6668522829.44399
"CANDIDATE",12737015,"K04245.01",64.64,51.25,722.6,789,3.535,-8.655e-05,0.47098,218740644.3795
"CANDIDATE",5177859,"K04246.01",201.6,189.6,994.9,1060,-3.406,-1.894e-05,0.16151,708856921.762029
"CANDIDATE",5177859,"K04246.02",152.9,158.5,947.8,982,-2.111,-4.956e-05,0.60594,598906098.670681
"FALSE POSITIVE",4568117,"K04248.01",1884,2116,9618,2630,17.38,-5.956e-05,2.5167,1170009150.52616
"FALSE POSITIVE",3650049,"K04249.01",18.62,13.69,58.52,211,20.79,-0.02257,11.869,166918908.628579
"FALSE POSITIVE",9641076,"K04250.01",617.4,703.9,4503,1350,22.37,0.0001253,-2.9886,844610425.13151
"CANDIDATE",8741470,"K04251.01",220.2,180,794.4,1060,2.028,-0.000184,0.25609,1700942285.04122
"CANDIDATE",10525049,"K04252.01",93.75,100.7,410.5,399,-0.08422,-8.962e-05,-0.040629,549628352.66198
"FALSE POSITIVE",8487645,"K04254.01",2513,2972,13320,4200,8.603,-5.628e-06,-0.31417,824974796.693326
"CANDIDATE",10407482,"K04255.01",191.4,194.5,900.5,1130,0.7228,-3.512e-05,-0.1057,672063336.499793
"FALSE POSITIVE",5817613,"K04256.01",277.9,302.7,4249,1010,16.31,-0.0005019,0.70068,319442926.36718
"CANDIDATE",7901016,"K04257.01",46.2,38.42,853.4,691,5.504,-2.915e-05,0.23787,175732457.176398
"FALSE POSITIVE",7115925,"K04258.01",2341,2704,12370,3020,7.314,1.115e-05,-1.5027,522341917.185648
"CANDIDATE",5785279,"K04259.01",1451,1513,8772,1820,-0.2515,7.029e-05,0.36542,1145207562.66065
"FALSE POSITIVE",7429287,"K04260.03",7.083,7.565,67.21,303,1.88,0.0002899,-1.5633,226677376.764627
"CANDIDATE",7429287,"K04260.04",19.79,19.89,616.9,492,2.608,0.0001419,1.5596,117057412.731789
"CANDIDATE",10526887,"K04261.01",917,1065,4780,1700,0.9602,5.255e-05,0.56437,1046212918.65009
"FALSE POSITIVE",9641144,"K04262.01",1225,1367,6665,2020,21.03,-9.192e-06,-2.2719,1010674999.17663
"FALSE POSITIVE",8572168,"K04263.01",804.3,1006,4037,2310,33.87,0.0009348,-7.6167,1486752299.80075
"FALSE POSITIVE",12509829,"K04264.01",1505,1613,5917,1670,9.762,-0.0002586,2.5425,1520033187.41603
"FALSE POSITIVE",7368137,"K04265.01",616.5,704.5,6154,1280,14.94,0.0001111,-0.79706,559301491.109162
"FALSE POSITIVE",9027841,"K04266.01",2623,3258,12860,1610,16.75,0.0009401,-0.78202,-2454960
"CANDIDATE",7450747,"K04267.01",604.9,673,4014,1710,0.464,3.038e-05,1.1062,617586016.920372
"CANDIDATE",7826620,"K04268.01",1554,1606,5807,1140,1.878,-0.0001046,0.42482,1887777307.85497
"CANDIDATE",8890924,"K04269.01",63.5,63.05,543.4,904,1.725,3.598e-05,-0.23014,393486135.598654
"FALSE POSITIVE",8890924,"K04269.02",297.2,312.6,5129,1640,2.557,-4.547e-05,-0.17986,264872131.55081
"FALSE POSITIVE",5992210,"K04271.01",974.8,1026,3652,2200,14.22,0.0003048,-7.8934,1500097767.24064
"FALSE POSITIVE",9302543,"K04272.01",1107,1307,11020,3300,10.92,1.856e-05,0.0062689,979742349.504334
"CANDIDATE",9716028,"K04273.01",87.34,113,571.1,901,2.267,-2.612e-05,-0.032267,381178702.796535
"CANDIDATE",6223324,"K04274.01",573.4,640.7,3513,1480,1.481,0.000131,0.46969,880725683.781534
"FALSE POSITIVE",3336845,"K04275.01",1348,1704,5980,1590,19.89,0.0008553,-7.0802,2709990992.34349
"CANDIDATE",6026924,"K04276.01",26.6,13.22,622.8,734,2.607,-4.584e-06,-1.1979,219749008.6558
"FALSE POSITIVE",6525280,"K04277.01",786.1,1095,5865,1430,23.8,0,-3.0351,991346274.213674
"FALSE POSITIVE",4861784,"K04278.01",212.9,207,2696,900,20.09,0.001253,-2.4247,403128181.549476
"FALSE POSITIVE",5876360,"K04279.01",720.2,3043,7314,1790,16.84,0.001274,-1.3648,6728562892.9611
"FALSE POSITIVE",5026326,"K04280.01",618.9,812.8,5004,1760,-1.212,-0.0001728,0,726232243.33071
"FALSE POSITIVE",11670599,"K04282.01",1563,1768,8477,2140,10.64,0.0002162,-8.5635,831299353.912419
"FALSE POSITIVE",10156055,"K04284.01",438.9,441.2,3462,1520,27.61,-0.0002475,6.3837,800908904.062664
"FALSE POSITIVE",5024177,"K04286.01",1353,1627,7021,1970,21.89,0.001144,-6.1075,1079701285.10736
"CANDIDATE",11081504,"K04287.01",111.9,65.91,603.8,1030,4.497,3.414e-05,0.18702,647638267.843246
"CANDIDATE",11081504,"K04287.02",137.3,128.1,1201,1140,1.512,1.267e-05,0.086194,415667556.708415
"CANDIDATE",4548011,"K04288.01",209.8,265.3,2119,1110,2.961,1.766e-05,-0.3056,508192241.848642
"CANDIDATE",4548011,"K04288.02",137.8,118.3,980.3,980,-1.09,-5.112e-05,0.42199,383876369.97065
"CANDIDATE",5868793,"K04290.01",79.91,78.05,297.3,354,4.783,0.001281,0.6001,675784594.125144
"CANDIDATE",10063208,"K04292.01",156.4,148.4,1397,788,-0.5666,-6.356e-06,1.1251,360735350.733088
"FALSE POSITIVE",5817533,"K04293.01",322.6,377.7,5215,999,14.19,-0.0002129,2.2819,150393908.206523
"FALSE POSITIVE",7681230,"K04294.01",677.1,814.3,4158,2030,10.81,0.0003257,-0.14287,5933376192.73195
"CANDIDATE",7596240,"K04295.01",105.8,102.6,742.1,886,2.408,0.0001263,-0.49458,397213795.112006
"CANDIDATE",7661893,"K04296.01",543.1,611.7,2162,1250,1.801,-0.0001073,0.24202,1101570036.92885
"FALSE POSITIVE",12107008,"K04297.01",237.5,302,1662,891,21.97,4.541e-05,0.32968,597112905.579608
"CANDIDATE",2852941,"K04298.01",460.8,463.8,3282,1920,1.312,5.817e-05,1.2332,698967622.171353
"FALSE POSITIVE",8508126,"K04299.01",1356,1541,5781,1900,14.61,-0.0008261,3.8382,2218491040.04193
"CANDIDATE",8507475,"K04300.01",326.2,336.4,1159,1060,-0.654,-0.0003663,-0.17417,1169194793.56673
"CANDIDATE",8773015,"K04301.01",101.7,75.43,855.3,1010,-1.746,3.692e-05,0.45044,360818711.731282
"CANDIDATE",8773015,"K04301.02",10.51,20.4,77.28,332,1.933,0.0003633,-0.65345,109487006.8188
"CANDIDATE",6290935,"K04302.01",244.6,221.8,1938,1300,0.4466,-1.762e-05,0.11573,519234104.474139
"FALSE POSITIVE",12734396,"K04303.01",13.15,7.077,191.1,328,3.658,0.00106,1.717,178437956.522687
"CANDIDATE",11612280,"K04304.01",148.9,116.4,1466,982,3.711,-3.702e-05,1.011,314544967.667457
"FALSE POSITIVE",8149484,"K04306.01",449.1,524.8,8907,1920,2.295,5.905e-05,-0.15401,844273486.049543
"CANDIDATE",3558849,"K04307.01",89.68,1457,1557,284,-1.785,0.0003663,0,70303278.4772792
"FALSE POSITIVE",11151677,"K04308.01",1534,3547,9652,2240,27.84,-0.03079,6.0043,4722966109.52073
"FALSE POSITIVE",11037128,"K04309.01",308.1,294.6,1165,1080,4.076,-0.0001377,1.3919,1305494844.42885
"CANDIDATE",7103919,"K04310.01",128.4,115.9,636.7,753,1.176,-8.893e-05,0.6443,562687087.147657
"FALSE POSITIVE",8645191,"K04311.01",1449,1753,6798,1700,11.49,-0.001393,4.1567,2247967181.89144
"CANDIDATE",10722485,"K04312.01",181.7,176.9,1334,925,1.769,-4.526e-05,0.70173,426843665.510437
"FALSE POSITIVE",8128067,"K04314.01",114.8,122.3,949.6,669,5.511,0.003251,-2.1804,388225936.023379
"FALSE POSITIVE",10342248,"K04315.01",694.2,821.5,4866,1570,1.307,-0.0002291,3.017,605266272.189349
"FALSE POSITIVE",9777290,"K04316.01",651.9,883.1,5435,1750,-0.5524,-0.001053,3.7758,674395989.28645
"CANDIDATE",9286088,"K04318.01",96.6,90.49,772.5,912,1.967,5.893e-05,0.10313,402363731.424254
"FALSE POSITIVE",6289344,"K04319.01",68.95,155.8,179.4,215,72.93,0.08766,-6.6133,583555574.570849
"CANDIDATE",5095082,"K04320.01",74.09,83.89,1198,728,2.1,3.42e-06,-1.8761,206961726.521666
"FALSE POSITIVE",12418891,"K04321.01",1735,1982,7798,1820,19.34,-8.899e-05,3.5111,935379644.588045
"CANDIDATE",5385410,"K04323.01",125.8,143.4,760.6,1060,5.583,-0.0002096,-1.116,563096218.378492
"FALSE POSITIVE",5385410,"K04323.02",112.2,171.7,3521,1030,16.07,-1.495e-05,0.39234,172952199.795696
"FALSE POSITIVE",9910942,"K04324.01",129.4,137.4,1539,1390,15.38,3.23e-05,-3.107,263819246.68207
"CANDIDATE",7749002,"K04325.01",2112,2426,9587,2140,1.052,0.0002148,0.585,1404061836.92028
"FALSE POSITIVE",10924340,"K04326.01",1770,2112,8005,2070,4.934,7.595e-05,-0.22093,2045800000
"CANDIDATE",5371777,"K04327.01",1071,1108,5380,2100,2.125,-2.177e-05,0.62594,788605350.397039
"CANDIDATE",12456063,"K04329.01",80.87,90.73,972.5,817,2.238,0,0.15091,313923542.379557
"CANDIDATE",5096053,"K04331.01",782.9,799.5,3073,2210,3.365,1.832e-05,-0.55887,2166213712.168
"FALSE POSITIVE",8953414,"K04332.01",379.5,650.2,3689,1040,6.324,0.0005947,-0.72152,526664006.487405
"CANDIDATE",10140274,"K04334.01",549.4,591.6,2717,1030,2.679,-0.0005034,-1.7718,838580646.483554
"CANDIDATE",10730070,"K04335.01",184,239.1,1410,1020,-0.01207,-6.334e-05,-0.16122,500124268.648446
"CANDIDATE",8573193,"K04337.01",170.8,170.6,1754,892,4.204,-9.019e-05,0.34103,384140664.485409
"FALSE POSITIVE",9240664,"K04338.01",135.3,152.2,527,1400,2.607,-0.0002189,-0.13631,1007101072.33987
"FALSE POSITIVE",7281411,"K04339.01",1981,2382,10220,1740,2.411,-0.0002957,1.0585,286544670.182294
"FALSE POSITIVE",6528141,"K04340.01",677,796.3,5821,1480,13.73,0.0003793,-1.8025,455619522.733094
"CANDIDATE",6792908,"K04341.01",132.1,140.6,1229,1070,-1.328,-8.611e-06,0.011961,433946522.287094
"FALSE POSITIVE",7211879,"K04342.01",2228,2087,8028,2070,40,0.01203,-9.3049,2408098405.03796
"CANDIDATE",8087812,"K04343.01",63.61,56.7,869.4,725,0.6029,-4.94e-05,0.53258,160028812.056738
"CANDIDATE",10534155,"K04345.01",319.6,424.4,1336,1400,1.975,-0.0001967,0.073627,1551637613.92509
"CANDIDATE",9509343,"K04346.01",214,237.2,1148,890,2.343,0.0006776,-0.14559,592484168.050353
"CANDIDATE",3244792,"K04347.01",358.3,370.1,2736,1200,3.722,5.5e-05,-1.1382,710475517.958899
"FALSE POSITIVE",11872139,"K04350.01",759.6,859.2,7949,2750,5.988,-8.636e-05,0.71944,603462516.039271
"FALSE POSITIVE",2708221,"K04352.01",356.3,331.6,3576,1160,8.473,-0.00102,-2.9766,303520384.95015
"CANDIDATE",4571844,"K04353.01",16.44,4.297,38.29,742,5.568,0.001866,-1.1729,507057555.11585
"FALSE POSITIVE",5040223,"K04354.01",1327,1574,8505,1990,24.8,-0.001081,0,658806512.469173
"CANDIDATE",8459663,"K04356.01",14.5,4.858,131.3,186,0.06271,-0.0009291,0.13997,342367733.316227
"CANDIDATE",3550372,"K04357.01",1947,2210,7980,2780,0.8962,0.00028,-0.41344,2274311442.15002
"CANDIDATE",7191646,"K04358.01",19.62,13.42,150.1,394,1.885,6.688e-05,0.18663,144675710.396361
"CANDIDATE",1575873,"K04359.01",2096,2138,7392,3380,10.26,-0.0001451,10.065,1501394393.07207
"CANDIDATE",10669994,"K04360.01",496.6,550,2561,1360,5.215,0,-0.20226,920578077.599493
"CANDIDATE",7801070,"K04361.01",28.03,19.54,128.3,418,1.967,-0.0003356,-0.071024,769681503.102202
"CANDIDATE",9776794,"K04363.01",37.99,35.6,207,621,3.789,-0.0007821,1.3477,499462892.810495
"CANDIDATE",7427764,"K04364.01",287.2,243.5,1626,981,-1.153,-0.0001853,0.055156,736072174.932464
"CANDIDATE",10647452,"K04366.01",1470,1717,6451,1650,4.63,4.803e-05,-2.6634,1532625795.97952
"CANDIDATE",4773392,"K04367.01",23.9,8.754,91.95,463,3.049,-6.606e-05,-0.88877,410515209.128654
"FALSE POSITIVE",5471489,"K04368.01",129.3,186.3,3284,1300,23.14,-2.142e-05,-1.7203,126259135.255787
"FALSE POSITIVE",12407623,"K04370.01",1125,1237,4937,1400,34.38,-0.004933,8.5441,1990085927.36706
"CANDIDATE",11444514,"K04371.01",23.8,11.89,389.8,471,0.4462,9.943e-05,0.32186,182905314.290397
"CANDIDATE",9702006,"K04372.01",215.4,179.8,1132,732,0.7198,0.0001403,0.78107,570466882.308107
"FALSE POSITIVE",6778008,"K04373.01",1409,1538,5550,1790,16.75,-0.0006082,0.010215,1567542717.03318
"CANDIDATE",10991114,"K04374.01",291.5,316,1140,1010,1.336,-8.907e-05,0.70858,1106819534.36367
"FALSE POSITIVE",11969092,"K04375.01",2078,2349,8845,1710,2.432,0,0.4299,-2454960
"FALSE POSITIVE",2570773,"K04376.01",351.4,367.3,2520,1060,17.17,-0.001002,1.8456,532499110.683082
"CANDIDATE",4945764,"K04377.01",76.16,78.35,1088,1060,2.61,0.0001305,0.23164,267781723.939336
"FALSE POSITIVE",7703910,"K04379.01",521.4,621.1,2585,1380,21.11,0.001942,-5.0612,580546832.13833
"CANDIDATE",7777818,"K04380.01",240.4,332.4,1327,1480,11.4,0.0001999,-2.3528,806865838.427661
"FALSE POSITIVE",9851360,"K04381.01",127.9,148.5,1935,781,12.14,0.0002434,-1.377,231500480.923373
"CANDIDATE",6937529,"K04382.01",458.1,421.9,3490,1500,-2.354,3.014e-05,0.58082,554553607.127287
"CANDIDATE",9883606,"K04383.01",304.5,274.7,1607,1240,-0.1468,5.68e-05,-0.83976,711771186.686382
"CANDIDATE",9883606,"K04383.02",474.9,534.4,2588,1470,3.552,7.772e-05,-0.13597,686986500.705187
"CANDIDATE",5860968,"K04384.01",16.76,4.067,179.1,407,-3.024,0.0005534,-1.2611,115408518.23994
"CANDIDATE",3645438,"K04385.01",16.71,1.448,79.71,209,1.185,0.00164,-0.75495,205775274.683831
"CANDIDATE",3645438,"K04385.02",164.5,148.1,1039,786,-0.07882,7.145e-05,0.074083,420837090.343085
"CANDIDATE",3645438,"K04385.03",64.5,69.82,451.7,589,0.7036,0.0003983,1.1213,200762990.464664
"CANDIDATE",8480582,"K04386.01",82.31,80.98,515.2,555,3.259,-0.0004696,-0.57894,419148856.252113
"FALSE POSITIVE",2830919,"K04387.01",855.9,1298,4901,1640,1.457,-8.235e-05,-0.30035,771253718.870657
"FALSE POSITIVE",9588822,"K04388.01",3090,8344,13720,666,23.55,-5.477e-05,-0.010572,4379088115.10134
"CANDIDATE",9588822,"K04388.02",34.77,26.93,556.6,666,2.592,-0.0001078,-0.14416,532014302.741359
"CANDIDATE",2997459,"K04389.01",88.7,106.4,672.5,643,2.582,-0.0007046,1.5257,340569305.660178
"CANDIDATE",8330207,"K04390.01",172.6,165.8,614.8,2560,6.089,0.0009339,-0.83774,1082433862.43386
"CANDIDATE",6359926,"K04391.01",40.12,15.31,501.9,498,3.545,0.000286,-0.85827,215099927.277825
"FALSE POSITIVE",6629993,"K04392.01",19.93,24.93,364.3,299,6.835,-0.001837,9.5656,124220145.421058
"CANDIDATE",8324518,"K04393.01",816.7,904,4515,1330,4.159,-0.0002268,-0.8318,974956612.90771
"FALSE POSITIVE",10427700,"K04394.01",1724,1938,7194,3550,8.525,5.84e-05,-1.3282,2841806608.14726
"CANDIDATE",3103473,"K04395.01",697.4,815.8,3813,1190,2.288,-9.061e-05,-0.24054,1119590647.27531
"FALSE POSITIVE",3247503,"K04397.01",1178,1245,4998,1800,16.09,0.0001708,0.03308,1849979653.66008
"CANDIDATE",5802637,"K04398.01",127.3,138.9,543.5,837,-0.1296,9.114e-05,2.1812,559159083.920783
"CANDIDATE",8345384,"K04399.01",49.39,25.59,188.6,466,1.223,0.0001946,0.87637,1384327369.30546
"CANDIDATE",2831055,"K04400.01",603.3,639.2,3475,1510,-0.2562,-6.504e-05,0.24485,838070528.795275
"CANDIDATE",7703882,"K04403.01",233.4,252.8,1411,950,4.879,0.0001535,0.54922,554367020.291662
"CANDIDATE",10745365,"K04405.01",123.5,129.6,1133,932,4.095,0.0002241,-0.70793,375848923.726997
"FALSE POSITIVE",5563937,"K04406.01",2166,2462,9123,2400,96.2,0.02058,-9.3936,1730148774.07624
"CANDIDATE",8396660,"K04407.01",992.7,1069,3810,2010,0.4258,-3.546e-05,1.0871,1478292024.95363
"FALSE POSITIVE",10736179,"K04408.01",602.2,656.5,7854,1150,3.07,-2.526e-05,-2.1582,723537507.994377
"CANDIDATE",5308537,"K04409.01",104.8,113,718.8,854,-2.873,1.355e-05,0.7617,403408045.221506
"CANDIDATE",6350882,"K04410.01",259,323.4,1362,1080,-0.1522,-0.0002932,0.20574,528166347.539855
"CANDIDATE",5281113,"K04411.01",100.5,102.1,721.2,1160,1.506,-4.259e-05,0.52976,508422766.113433
"FALSE POSITIVE",7847104,"K04412.01",1041,1266,6250,2490,26.66,0.0002396,-7.6598,921801721.969188
"FALSE POSITIVE",6891513,"K04413.01",120.5,167.3,516.9,820,34.9,-0.003123,1.8298,479279451.642943
"FALSE POSITIVE",4579598,"K04414.01",1222,1157,4446,2170,2.645,-1.627e-05,-0.94608,1150138909.06024
"FALSE POSITIVE",7777522,"K04415.01",1469,1617,11000,1780,11.48,-0.0002792,1.9616,636811687.435799
"FALSE POSITIVE",9597729,"K04417.01",1521,1647,6656,1910,11.07,-0.0009172,4.444,2320356140.30113
"FALSE POSITIVE",9597729,"K04417.02",1511,1826,6689,1910,8.651,-0.0003935,5.746,1895443911.70407
"CANDIDATE",7582691,"K04419.01",2168,2486,9031,1240,7.621,0.0001594,-0.9407,3809778020.55917
"FALSE POSITIVE",7031942,"K04420.01",2333,2734,11560,2260,11.77,3.439e-05,-0.23989,652798570.467497
"CANDIDATE",9836563,"K04421.01",283.6,327.1,2537,1200,-1.443,5.73e-05,0.026842,400844805.036828
"CANDIDATE",9836563,"K04421.02",178.3,150.2,1471,1080,-3.266,-5.358e-05,2.1895,219961651.838113
"FALSE POSITIVE",3866536,"K04423.01",148.7,94.65,1469,990,1.713,-1.227e-05,-0.10033,279992655.092735
"CANDIDATE",7046035,"K04424.01",585.8,551.7,5774,1520,3.158,4.063e-05,0.82838,494975563.33371
"FALSE POSITIVE",4679314,"K04425.01",377,1132,7748,1050,36.53,0.0001665,0,444690994.852028
"CANDIDATE",4172805,"K04427.01",14.78,4.409,112.2,176,-0.375,0.0008399,0.41502,246856329.270475
"CANDIDATE",5126182,"K04428.01",114.6,142.5,784.4,710,-1.09,-0.0002118,0.78561,405940528.572444
"FALSE POSITIVE",9642018,"K04430.01",2611,2978,11260,1890,7.326,0.0001634,-0.39,3312303349.86589
"CANDIDATE",9936080,"K04431.01",74.44,93.62,908.7,792,5.817,-2.078e-05,0.072045,365195750.289334
"FALSE POSITIVE",9518651,"K04433.01",607.3,836.5,3504,1470,12.97,-6.147e-05,2.8653,635477416.332099
"CANDIDATE",8278685,"K04435.01",127.1,132.7,1469,900,3.589,0.0001182,-1.1179,267410487.194094
"FALSE POSITIVE",8308260,"K04436.01",1366,1426,5274,1930,27.94,0.002149,0,1993738528.75729
"FALSE POSITIVE",8492101,"K04437.01",191.2,326.9,1331,1300,-2.177,-0.0001613,1.3307,821373366.434025
"FALSE POSITIVE",6343576,"K04438.01",188,438.7,1472,1780,2.294,-0.000168,-0.91753,478863431.551927
"FALSE POSITIVE",9899630,"K04439.01",991.7,791.7,8956,1680,13.28,0.0004326,-2.146,745855967.528285
"CANDIDATE",8416523,"K04441.01",1936,2251,9138,1610,3.489,0.0002106,-0.097276,3502327552.13988
"CANDIDATE",11124436,"K04442.01",81.21,46.25,1092,1060,5.902,-0.0001086,0.52283,221321998.142856
"CANDIDATE",5780855,"K04443.01",238.7,223.1,1749,1360,2.016,6.815e-05,-0.93029,445622499.582507
"CANDIDATE",11718389,"K04444.01",232.8,199.3,1196,674,4.453,0.0005818,-0.93662,734258121.053875
"CANDIDATE",10329196,"K04446.01",29.26,17.29,193.7,529,-0.8458,-0.0001085,-0.52252,328363958.343922
"CANDIDATE",10604592,"K04447.01",615.3,726.7,2593,1100,-0.7644,-2.2e-05,0.16492,1329146408.80987
"FALSE POSITIVE",8429668,"K04449.01",275.4,435.2,2327,1500,109.3,-0.001671,3.2027,446457214.145683
"CANDIDATE",7429240,"K04450.01",14.71,5.144,112.2,292,1.871,-3.979e-06,-0.4143,225079533.890147
"CANDIDATE",10120548,"K04451.01",158.6,152.7,1239,676,2.973,-0.0003098,-0.48855,360953870.854861
