"koi_disposition","kepid","kepoi_name","tce_period","tce_time0bk","tce_depth","tce_ldm_coeff1","tce_ldm_coeff2","tce_ldm_coeff3","tce_num_transits","tce_model_snr","tce_robstat","tce_dof1","tce_chisq1","tce_chisqgofdof","tce_sma","tce_smet","tce_steff_prov","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tcet_duration","tcet_model_dof","wst_robstat","tce_maxmes","tce_max_mult_ev","tce_ptemp_stat","boot_fap","boot_messtd","tce_rb_tpdur","tce_rb_tcount0","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_time0bk_sn","tce_time0_sn","tce_prad_sn","tce_sma_sn","tce_sradius_sn","tce_ptemp_sn","tce_fwm_sra_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"CANDIDATE",11904151,"K00072.01",45.2943,138.678,489.2,0.4767788,0.1488548,0.3499012,26,95.69,88.1,234,320,405,0.2387,-0.12,0,0,45.2935,138.689,2454970,7.531,3069,3.334,2.805,93.41,10.61,0,1.3197,12,23,0,50.241397,-1.762e-05,0.96657,-0.81066,1.6543,145389.163801057,2573775475.97081,14.4168591224018,23.2198443579767,18.3157894736842,13.3832086012438,6065378.66242038,-1.70770114942529,2.82745098039216,2.78971332209106
"CANDIDATE",11904151,"K00072.02",0.837484,131.579,41.08,0.4767788,0.1488548,0.3499012,1245,37.1,30.14,10980,7766,4424,0.01669,-0.12,0,0,0.83749,131.576,2454960,2.012,25050,1.111,1.45,30.37,0.7732,1.9193e-175,1.0819,3,1122,0,50.241587,5.24e-06,0.89293,-0.65245,1.5405,222607.392218664,4153339390.03284,6.28459119496855,23.2160244818473,18.3157894736842,4.58713601108566,2161780.24971623,-2.2510824742268,4.37492163009404,4.24380165289256
"FALSE POSITIVE",6889235,"K00074.01",5.18865,133.666,1240,0.584105,0.0527086,-0.0146846,258,878.1,897.1,2286,9950,2679,0.07634,0.07,8,5,5.18864,133.668,2454970,4.778,20640,368.7,386.9,950.9,13.3,0,1.0865,12,243,0,42.388513,9.049e-05,0.12719,-0.77694,0.78312,1858343.47085607,34131173751.3468,2.44115691489362,3.11083944580277,2.44150943396226,22.8714822322919,31172851.0971787,-1.68539548022599,0.194876984126984,1.97259445843829
"CANDIDATE",7199397,"K00075.01",105.88,156.989,1588,0.3719862,0.5876786,-0.2732718,14,196.5,179.6,126,2093,425,0.4784,-0.14,0,0,105.88,156.992,2454990,18.58,3277,2.197,3.342,183.5,7.118,0,1.0948,31,13,0,42.728722,0.0007389,1.2734,-1.4498,2.1612,162043.459591581,2534031510.88761,8.02621434078643,9.77523498161013,8.03536977491961,9.94185557373218,18161807.4766355,-1.89361111111111,1.55611650485437,2.31144385026738
"FALSE POSITIVE",9955262,"K00076.01",77.48,154.704,1296,0.408916,0.7725484,-0.7525852,17,63.28,44.2,144,318.3,344,0.421,0.07,5,5,77.4818,154.69,2454990,10.81,2879,3.67,4.732,47.71,10.8,0,1.2366,24,16,0,46.822415,-0.001127,1.568,1.3079,2.3955,319281.459864861,5066661438.31856,3.07670373538637,3.29678935003915,3.08156779661017,14.5838426578906,8153956.66666667,2.51955835962145,2.83074753173484,2.80175438596491
"FALSE POSITIVE",9552608,"K00080.01",9.25057,135.408,1030,0.460372,0.3130504,-0.0890872,147,335.5,319.7,1278,3998,800,0.1096,-0.08,8,5,9.25058,135.407,2454970,3.536,5941,29.6,31.13,337,3.302,0,1.0399,6,138,0,46.104302,-1.973e-05,0.10246,0.064482,0.080546,589905.115403717,10695079767.5371,2.05379482902419,2.23354391685347,2.11018577834721,14.2610930849943,13723173.2876712,1.14697619047619,-0.451093457943925,0.884149286498354
"FALSE POSITIVE",8823868,"K00081.01",23.8761,155.009,5217,0.6177428,-0.0180476,0.0240412,58,1311,1491,513,33670,1045,0.2236,0.21,8,5,23.8758,155.019,2454990,9.563,8344,472.2,534.1,1762,17.36,0,1.3705,24,55,0,45.018499,0.000319,-0.37979,-0.86931,0.95879,1874355.34988555,29685525617.3224,2.62561231630511,3.3067139899438,2.62487046632124,24.1437026883898,111282471.590909,-4.01989637305699,-2.62636363636364,3.71624031007752
"CANDIDATE",10187017,"K00082.01",16.1457,134.755,944.5,0.6592448,-0.6361384,1.3521084,84,204,181.2,747,522.9,627,0.1161,0.08,20,19,16.1456,134.756,2454970,3.906,4722,0.7334,2.905,210.3,1.789,0,1.0889,6,80,0,47.207921,2.264e-05,-0.018394,-0.49961,0.70556,411449.31651568,7495794060.08311,14.8637911464245,17.4586466165414,15.4375,3.24266758848087,11236825.748503,0.894554455445544,-6.09791921664627,7.41134453781513
"CANDIDATE",10187017,"K00082.02",10.3117,134.081,270.6,0.6592448,-0.6361384,1.3521084,126,71.07,60.96,1089,654.3,785,0.08613,0.08,20,19,10.3117,134.085,2454970,3.601,5834,2.21,2.294,65.32,6.241,0,1.0734,6,119,0,47.207896,7.556e-05,-0.24164,-0.75883,1.0631,166768.035204111,3053456667.12687,11.5057915057915,17.463503649635,15.4375,9.19033776301218,3806387.8296146,-0.759441624365482,-5.28049645390071,5.65478723404255
"CANDIDATE",10187017,"K00082.03",27.4538,145.023,139.7,0.6592448,-0.6361384,1.3521084,48,23.56,20.57,423,227.2,347,0.1654,0.08,20,19,27.454,145.017,2454980,4.577,2578,2.166,3.16,21.38,5.176,3.7665e-84,1.1166,6,45,0,47.207855,9.302e-06,0.064907,-1.1851,1.2712,50714.9676349941,858513692.618121,4.23824959481361,17.458306945324,15.4375,6.25236519003686,1303159.58333333,-1.32458612975391,-1.21395778364116,2.92903225806452
"CANDIDATE",10187017,"K00082.04",7.07133,132.918,64.48,0.6592448,-0.6361384,1.3521084,182,20.95,18.31,1584,1147,974,0.06697,0.08,20,19,7.07135,132.912,2454970,3.199,6976,2.533,3.039,19.82,4.602,1.5148e-78,1.0629,6,171,0,47.2078,3.283e-05,-0.2257,-0.87941,1.0691,56147.0354662657,1037024990.28437,3.65092918131592,17.4628422425033,15.4375,6.15880143344415,1091016.56976744,-1.01263888888889,-1.51608478802993,3.22990936555891
"CANDIDATE",10187017,"K00082.05",5.28696,135.848,41.04,0.6592448,-0.6361384,1.3521084,228,14.54,13.18,1962,1363,1211,0.05517,0.08,20,19,5.28687,135.864,2454970,3.469,8709,1.778,2.5,13.87,3.253,7.574e-40,1.0607,6,213,0,47.208086,-3.96e-05,-1.0341,0.10201,1.5074,46931.8519439781,848126498.490282,2.74184397163121,17.4643874643875,15.4375,4.52631832255787,785168.451882845,2.27030487804878,-3.28362445414847,3.29846827133479
"CANDIDATE",10187017,"K00082.06",22.41,147.38,58.33,0.6592448,-0.6361384,1.3521084,53,9.237,7.773,414,276.3,211,0.1445,0.08,20,19,22.4101,147.372,2454980,2.061,1510,3.182,2.859,8.512,3.56,4.5506e-16,1.0791,3,48,0,47.208073,-4.164e-05,0.35022,-1.3918,1.3992,28734.1979458304,478639444.110835,2.11579699785561,17.4622356495468,15.4375,4.07004571821334,471495.452261307,-0.676112068965517,-0.133222222222222,1.093125
"CANDIDATE",2571238,"K00084.01",9.28697,135.994,688.4,0.5097446,-0.0083686,0.5788826,144,216.2,206.6,1269,1435,937,0.08348,-0.14,21,20,9.28694,135.997,2454970,3.705,6946,3.753,3.579,223.7,8.933,0,1.0367,6,138,0,37.851719,1.629e-05,0.052094,0.23518,0.35168,427471.270148616,7716731209.29414,8.13680781758958,8.84978267783314,8.18181818181818,15.0699141272133,15489116,-0.336191176470588,-1.88115107913669,2.44222222222222
"CANDIDATE",5866724,"K00085.01",5.85994,132.04,319.3,0.455556,0.4249932,-0.1424216,232,153.2,137,2052,1825,2185,0.06812,0.14,0,0,5.85998,132.035,2454970,4.371,16660,2.167,2.237,149.3,3.698,0,1.0664,6,222,0,41.151204,8.754e-06,1.3779,-1.0362,1.6322,405570.606267239,7540621563.6768,16.2506841817187,21.2013694366636,16.7529411764706,9.07728327175874,14691535.8778626,-3.89391891891892,3.32744063324538,3.71799544419134
"CANDIDATE",5866724,"K00085.02",2.1549,133.501,84.43,0.455556,0.4249932,-0.1424216,576,68.02,61.87,4923,3240,3586,0.03497,0.14,0,0,2.1549,133.501,2454970,3.606,26920,0.7599,2.295,61.66,0.447,0,1.0508,6,551,0,41.151185,5.765e-06,0.7814,-0.78613,1.0276,260206.955562442,4784984904.21142,11.2390670553936,21.2067919951486,16.7529411764706,3.2143822439862,5958486.37770898,-2.44524324324324,1.45116228070175,1.91359404096834
"CANDIDATE",5866724,"K00085.03",8.13122,137.991,106.6,0.455556,0.4249932,-0.1424216,131,43.99,38.91,1044,788.8,1068,0.08475,0.14,0,0,8.13117,137.996,2454970,4.79,8739,2.525,3.023,41.22,6.261,0,1.0692,6,126,0,41.151223,7.786e-06,-0.6007,-0.069153,0.7227,102610.034131216,1825514384.9317,10.3464755077658,21.1980990495248,16.7529411764706,10.0136267993721,4112374.14529915,-0.437739726027397,-1.42451485148515,1.43392857142857
"CANDIDATE",10593626,"K00087.01",289.866,133.691,519.3,0.4698376,0.0977464,0.4681824,4,36.67,31.71,27,18.32,46,0.7958,-0.26,22,21,289.864,133.697,2454970,7.475,477,2.688,3.5,35.64,9.34,1.1375e-171,1.3126,12,3,0,47.884269,-0.0002333,0.14962,-0.85382,1.0518,56086.2032076588,1029911858.60459,8.41968911917098,9.59835966710891,9.95505617977528,10.2604851024539,2553796.68874172,-0.954900284900285,-2.83078341013825,2.97960339943343
"FALSE POSITIVE",7700871,"K00088.01",2.58984,133.883,77.13,0.3496936,0.5677568,-0.1729248,520,49.38,47.21,4581,3286,3352,0.03505,-0.4,5,5,2.58984,133.881,2454970,3.697,24840,1.364,2.159,57.52,2.385,0,1.0377,6,496,0,43.333593,-0.002118,0.88339,6.7395,6.7535,164908.365081301,3023872254.30892,4.61555075593953,6.46678966789668,5.58219178082192,5.39926766574519,3768445.05703422,95.5493562231759,6.38352941176471,97.0330459770115
"CANDIDATE",8056665,"K00089.01",84.6877,150.573,348.7,0.2899972,1.0037549,-0.95424,18,67.32,64.16,162,164.2,380,0.417,-0.2,15,14,84.6849,150.592,2454980,11.35,2927,1.011,6.581,71.27,3.231,0,1.108,24,16,0,43.81437,0.0001747,0.31666,-0.28081,0.48589,76290.0962157178,1243852884.6982,4.28538550057537,4.89551537919699,4.31325301204819,4.34962011577424,3014789.44193062,-0.408238993710692,1.81894495412844,1.67548275862069
"CANDIDATE",8056665,"K00089.02",207.588,289.863,491.7,0.2899972,1.0037549,-0.95424,6,46.75,44.22,54,81.52,92,0.7581,-0.2,15,14,207.578,289.898,2455120,8.199,745,2.913,3.393,45.07,9.134,0,1.1908,12,6,0,43.814243,-0.0001914,0.22804,0.0016894,0.35609,153994.049832652,1304319183.97705,4.06285714285714,4.89412524209167,4.31325301204819,10.6618512054812,2357084.55188679,1.11979487179487,0.765784946236559,0.765784946236559
"FALSE POSITIVE",9210823,"K00090.01",0.828196,131.587,62.43,0.3967344,0.50019,-0.1546132,1616,29.03,19.13,14260,9180,10440,0.01978,-0.1,5,5,0.8282,131.586,2454960,2.573,32230,1.493,2.004,16.88,-1.021,4.4485e-55,1.1226,3,1518,1,0,-0.01176,12.925,7.5393,15.075,202459.292584119,3777192769.21207,2.16285714285714,2.50474863872357,2.35719503287071,4.9457406827435,0,112.087928464978,195.127055306428,216.906474820144
"CANDIDATE",7941200,"K00092.01",65.7046,137.442,647.8,0.4481212,0.3219856,0.0778538,20,76.99,73.21,180,174.7,131,0.3191,-0.04,23,22,65.7048,137.44,2454970,3.711,966,3.508,3.826,81.89,11.21,0,1.0561,6,18,0,43.788365,-9.543e-05,-0.30922,-0.092573,0.26567,165434.113789667,2954961266.06291,6.39547074858461,7.31545162769372,6.60126582278481,13.535621424857,4894211.91709844,-1.40331707317073,1.42297142857143,1.51811428571429
"CANDIDATE",6462863,"K00094.01",22.343,132.742,5649,0.3955016,0.58124,-0.3218076,30,701.5,621.4,261,3389,355,0.1607,-0.02,23,22,22.3427,132.749,2454970,6.944,2622,1.793,17.3,703,3.394,0,1.1684,12,27,0,41.891142,0.001372,0.011301,0.10227,0.21097,862218.584772075,15946126765.1376,5.47774158523344,6.10330421572351,5.47736625514403,7.34244899955971,57790690.9620991,-1.03991957104558,2.42152230971129,2.78324538258575
"CANDIDATE",6462863,"K00094.02",54.3202,161.237,1956,0.3955016,0.58124,-0.3218076,11,159.4,148.9,99,584,191,0.2905,-0.02,23,22,54.3184,161.263,2454990,9.502,1562,0.3916,10.57,162.1,0.8885,0,1.4424,12,9,0,41.891134,0.0003053,-0.048565,0.024806,0.078451,222957.098904138,3394738479.62112,5.46696035242291,6.1016593152699,5.47736625514403,1.50714542798467,13214806,-1.181640625,-0.408934065934066,0.44073595505618
"CANDIDATE",6462863,"K00094.03",10.4237,138.009,781.3,0.3955016,0.58124,-0.3218076,57,135.6,123,504,491.9,588,0.09664,-0.02,23,22,10.4236,138.015,2454970,5.62,4427,2.069,2.515,136.5,4.24,0,1.1424,12,51,0,41.891175,0.0001439,-0.048647,0.24489,0.27099,246845.76722889,4391010391.88682,5.38783783783784,6.1010101010101,5.47736625514403,7.95291193181818,10891323.6263736,0.985680894308943,0.62048128342246,1.97802919708029
"CANDIDATE",6462863,"K00094.04",3.74316,131.621,123.5,0.3955016,0.58124,-0.3218076,154,35.39,32.02,1332,898.5,1114,0.04882,-0.02,23,22,3.74315,131.623,2454960,4.151,8461,1.941,2.231,31.52,3.825,9.5202e-187,1.083,6,126,0,41.891176,6.143e-05,0.065305,-0.23776,0.33612,95808.6752706018,1786998012.79672,4.76889613920609,6.10097475631092,5.47736625514403,7.5903128930414,2707950.95628415,-1.95736842105263,0.830734265734266,1.29776061776062
"CANDIDATE",5780885,"K00097.01",4.88549,134.277,7471,0.449964,0.4079968,-0.0922552,277,2182,2039,2439,33960,2582,0.06047,0.1,17,16,4.88546,134.281,2454970,5.302,19690,10.54,13.53,2252,3.189,0,1.0791,12,264,0,41.089757,0.0002854,0.014789,-0.034911,0.21522,4129859.10554628,75505709900.7495,15.9137769447048,22.404594294183,15.9083333333333,38.1904761904762,216652792.792793,-0.545805970149254,-3.12308823529412,3.165
"CANDIDATE",10264660,"K00098.01",6.79012,138.088,2237,0.388034,0.6977852,-0.5454492,198,627.4,491.9,1575,3384,2151,0.07687,0.04,0,0,6.79019,138.081,2454970,6.316,18950,3.462,2.78,598.5,3.147,0,1.0327,12,191,0,47.333018,0.0001601,0.092833,-0.15201,0.20393,1491967.41804541,26524645532.4064,13.6863995563566,19.6046926804387,13.7054794520548,14.2527109128663,71837400.7490637,-1.23447870778267,-1.57703016241299,2.5651572327044
"CANDIDATE",4055765,"K00100.01",9.9664,141.153,1630,0.3072792,0.9971152,-0.9783736,135,168.6,148.9,1179,2344,991,0.1059,-0.16,4,4,9.96639,141.154,2454970,4.88,7525,3.049,2.831,161.1,2.707,-1,-1,12,130,0,39.199498,2.603e-05,-0.11014,0.027324,0.084865,263897.561686964,4589775612.38264,3.91515994436718,4.42355889724311,3.93734015345269,12.805727417359,27495552.407932,0.370757749712974,-0.872377850162866,0.92546346782988
"CANDIDATE",8456679,"K00102.01",1.73513,131.592,934.1,0.5764746,-0.111776,0.6337624,772,421.1,407.1,6840,7790,3505,0.02854,0.21,23,22,1.73513,131.592,2454960,2.527,24700,2.224,2.427,432.9,-0.3006,0,1.0568,6,723,0,44.435397,0.00014,2.2362,0.030437,0.072021,1652617.7247747,30830980679.7745,6.04758961681088,6.9643728648121,6.05084745762712,9.27635080769945,19980318,-1.212,-0.841146907216495,0.968024193548387
"FALSE POSITIVE",8456679,"K00102.02",4.06843,132.28,80.07,0.5764746,-0.111776,0.6337624,292,24.43,22.92,2394,1440,1709,0.05037,0.21,23,22,4.06844,132.279,2454970,3.068,12830,1.955,1.932,22.48,3.85,4.955e-102,1.062,6,270,0,44.435302,4.147e-06,0,0.87763,2.0336,73822.7316866273,1370067974.06047,3.91619927416694,6.96391538780589,6.05084745762712,6.50557180821367,1168439.76608187,0,-4.66793893129771,5.13535353535354
"CANDIDATE",2444412,"K00103.01",14.9111,141.329,864.1,0.52176,-0.00438,0.54212,93,108.3,102,819,1035,593,0.1158,-0.04,23,22,14.9109,141.339,2454970,4.192,4350,2.834,2.227,108,7.754,0,1.0427,6,89,0,37.751499,4.489e-05,0.14552,-0.17023,0.19772,198755.676312707,3452506015.59061,7.8639846743295,8.55875831485588,7.8859649122807,11.6565196158229,9674403.48258707,0.0410986394557823,-0.838166666666667,2.04256198347107
"CANDIDATE",10318874,"K00104.01",2.50806,132.491,1476,0.7221502,-0.7874564,1.4642293,540,306,269.8,4770,4874,1923,0.03403,0.34,20,19,2.50806,132.491,2454970,1.185,12870,2.183,2.766,284.5,1.908,0,1.0335,3,516,0,47.497211,0.0001626,0.039334,-0.10049,0.42338,2216684.31769168,41073684245.7491,19.1324921135647,19.4568324757004,20.0263157894737,9.11767665875925,13584281.884058,-0.32374686716792,4.86158392434988,4.66277533039648
"CANDIDATE",8711794,"K00105.01",8.981,136.65,1057,0.3593476,0.5049692,-0.068156,153,187,176.7,1350,1442,545,0.07802,-0.4,23,22,8.98098,136.652,2454970,2.053,3648,2.954,3.147,183.9,6.518,0,1.0266,3,133,0,44.857885,4.585e-06,-0.059092,-0.32855,0.35594,574821.433078418,10326888939.3672,6.26606334841629,6.37418300653595,6.57823129251701,12.0165486006271,8740844.73684211,0.724677419354839,-1.53314669652856,3.38990476190476
"FALSE POSITIVE",10489525,"K00106.01",1.61222,131.868,99.92,0.3385814,0.9184864,-0.8991794,668,34.95,33.75,5895,3846,3682,0.03077,-0.1,5,5,1.61224,131.856,2454960,4.139,25750,3.213,3.702,32.14,1.838,7.923e-204,1.0489,6,533,9,47.576372,0.008739,-11.62,-2.5579,11.991,161511.101530502,3006819651.57068,2.77314814814815,3.14139867279224,2.94948335246843,9.81393040165276,2517453.79746835,-37.1617210682493,-154.347826086957,154.722580645161
"CANDIDATE",11250587,"K00107.01",7.25697,134.024,462.3,0.5419512,0.0455984,0.4112264,184,130.8,121.3,1620,1151,1892,0.07648,0.22,0,0,7.25704,134.017,2454970,5.249,14900,2.2,2.085,127.9,4.071,0,1.0206,12,176,0,48.982357,2.221e-05,-0.082408,-0.026845,0.14262,233559.241103248,4278195921.11294,14.3948797517455,23.1057401812689,17.021978021978,9.08627282491944,9877225.6281407,-0.0828134592680047,-1.17705882352941,1.19848739495798
"CANDIDATE",4914423,"K00108.01",15.9653,142.177,479.9,0.4872696,0.2094444,0.2127868,84,119.1,114.3,747,716,793,0.1269,0.08,0,0,15.9655,142.173,2454980,4.883,6058,3.094,11.77,122.3,7.783,0,1.0342,12,80,0,40.064589,-6.412e-05,0.014565,0.019968,0.039601,187587.409819454,3239084657.56461,13.8071065989848,20.4413659793814,15.9222222222222,12.4020185029436,10193460.8465608,0.463824786324786,-0.211098765432099,0.253852564102564
"CANDIDATE",4914423,"K00108.02",179.61,295.334,1272,0.4872696,0.2094444,0.2127868,7,122.9,112.1,63,121.2,168,0.6369,0.08,0,0,179.604,295.346,2455130,14.39,1402,3.81,4.029,116.1,14,0,1.3519,31,7,0,40.064522,-0.0001103,0.18258,-0.033451,0.11315,203651.935263655,1692971265.83413,15.472972972973,20.4331087584216,15.9222222222222,16.5765949067997,10823393.258427,0.196332179930796,0.414137931034483,0.449007936507937
"FALSE POSITIVE",4752451,"K00109.01",6.41497,132.866,152.5,0.2441468,0.9990184,-0.8177528,172,36.89,34.55,1494,982.1,1090,0.06589,-0.46,5,5,6.41496,132.865,2454970,3.836,8171,7.991,8.118,44.75,1.904,0,1.0404,6,161,0,39.815233,-0.001033,7.1879,1.214,7.4033,59749.1601948078,1103987444.51889,1.44112859468258,5.06456571867794,4.88842975206612,2.9919545935618,2524358.96774194,17.3675595238095,103.151129943503,104.714285714286
"CANDIDATE",9450647,"K00110.01",9.94066,135.216,521.4,0.432645,0.488855,-0.220715,138,146,135,1206,1029,1015,0.09528,0.08,23,22,9.9406,135.22,2454970,4.226,7662,3.404,3.583,144.3,7.79,0,1.0467,6,130,0,46.063898,8.768e-06,0.026886,0.030886,0.26201,266329.460983018,4835454656.47171,5.64030297692443,6.75265768958186,5.74885844748859,13.6327021998468,9880408.33333333,-1.05097087378641,1.60604938271605,1.61734567901235
"CANDIDATE",6678383,"K00111.01",11.4276,137.613,492.6,0.3214452,0.726744,-0.43426,116,144.7,138.2,1017,1738,1077,0.09633,-0.34,23,22,11.4277,137.605,2454970,5.01,8392,-0.1895,5.987,148.1,0,0,1.0401,12,110,0,42.166576,-8.112e-05,-0.13204,0.088765,0.79929,217447.227414724,3879185977.24288,7.0381984036488,8.0275,7.28260869565217,0,10038556.0209424,0.860645514223195,-8.49572192513369,8.62233009708738
"CANDIDATE",6678383,"K00111.02",51.7553,167.578,599.5,0.3214452,0.726744,-0.43426,25,98.89,96.43,225,258.6,366,0.2637,-0.34,23,22,51.7548,167.585,2455000,7.984,2898,1.887,5.014,99.92,6.124,0,1.0907,12,24,0,42.166604,-8.607e-05,-0.11304,-0.041697,0.80523,116091.444405958,1700727398.68375,7.07438449449974,8.02984165651644,7.28260869565217,7.97329324372126,7023311.72161172,-0.387636363636364,-6.33188976377953,6.24209302325581
"CANDIDATE",6678383,"K00111.03",23.6684,132.713,448.6,0.3214452,0.726744,-0.43426,52,97.65,94.98,459,391,637,0.1565,-0.34,23,22,23.6686,132.707,2454970,6.142,5053,2.321,2.705,99.44,6.687,0,1.0556,12,49,0,42.166613,-0.0001372,0.14642,0.21965,0.5378,121993.436715784,2256675889.5824,6.85554903112155,8.02975885069266,7.28260869565217,9.44138236240747,6896994.60431655,1.80024390243902,-3.20843137254902,3.51503267973856
"CANDIDATE",10984090,"K00112.01",51.0793,134.101,741.5,0.469192,0.2253092,0.2189754,29,99.86,97.9,261,204.1,364,0.267,-0.04,23,22,51.0789,134.106,2454970,6.798,2776,2.757,2.873,105.5,9.464,0,1.0739,12,27,0,48.495545,1.936e-05,-0.22164,-0.19121,0.27496,113712.371745951,2081717968.28627,7.01040253279059,7.81844802342606,7.14685314685315,12.0440148698885,6257115.23809524,-0.760981595092024,-1.33506756756757,1.36118811881188
"CANDIDATE",10984090,"K00112.02",3.70919,133.988,126.4,0.469192,0.2253092,0.2189754,352,44.92,43.53,3087,2038,1922,0.04647,-0.04,23,22,3.70919,133.987,2454970,2.994,14130,2.878,2.409,41.29,5.051,0,1.0237,6,337,0,48.495685,-4.609e-05,-0.15309,0.15884,0.20571,135072.633244957,2474842989.2033,4.96002906976744,7.81928319030792,7.14685314685315,8.92160659628959,2586604.19947507,1.54968152866242,-0.477043795620438,1.00346341463415
"FALSE POSITIVE",6721123,"K00114.01",7.36179,132.249,230.7,0.3753544,0.6762576,-0.4618024,185,47.53,44.9,1611,1171,1356,0.08195,0,4,4,7.36174,132.255,2454970,5.032,10300,5.604,6.252,46.15,1.383,0,1.0454,12,175,0,42.158262,0.003032,7.7102,-4.5368,8.9483,60531.1216993697,1123653773.09697,1.3472442730778,4.63518099547511,4.05383022774327,2.83172103487064,3132697.01257862,-63.3699015471167,103.9474393531,116.060959792477
"CANDIDATE",9579641,"K00115.01",5.41219,133.145,600.4,0.470906,0.2059698,0.2536784,244,160.3,149.4,2160,2062,1341,0.05912,-0.06,23,22,5.41218,133.146,2454970,3.149,9779,2.784,2.871,163.5,5.081,0,1.0326,6,224,0,46.276192,-5.213e-05,0.07832,-0.16027,0.24222,421354.270505992,7769064504.59346,6.85990338164251,7.15392061955469,6.92356687898089,11.3751025991792,10208770.212766,-0.374247787610619,-1.45288,2.28509433962264
"CANDIDATE",9579641,"K00115.02",7.12595,131.879,184.9,0.470906,0.2059698,0.2536784,181,43.81,40.36,1530,1126,1118,0.07103,-0.06,23,22,7.12599,131.875,2454960,3.097,8301,3.526,3.205,39.79,7.107,0,1.0313,6,168,0,46.276037,-6.863e-05,0.044202,-0.091312,0.23099,111073.771803489,2067665563.33224,5.39052890528905,7.15523320237735,6.92356687898089,10.9273073681896,2773482.08092486,0.140648068669528,-1.08255102040816,1.13788177339901
"CANDIDATE",9579641,"K00115.03",3.43591,132.662,24.62,0.470906,0.2059698,0.2536784,357,8.747,8.507,3006,2443,1857,0.04367,-0.06,23,22,3.43587,132.671,2454970,3.007,13630,1.897,1.75,7.434,3.067,7.9141e-14,1.0319,6,326,0,46.276159,1.221e-05,-0.046127,-0.11265,0.34066,25499.7616521351,471884562.746998,2.53717693836978,7.1543250327654,6.92356687898089,4.53581290891799,572909.641791045,0.015896875,-0.315186274509804,0.34066
"CANDIDATE",8395660,"K00116.01",13.5708,136.279,517.9,0.4371692,0.3320008,0.0797924,101,78.81,72.93,891,675.1,648,0.1095,-0.12,20,19,13.5708,136.277,2454970,3.556,4816,2.824,4.862,76.77,7.999,0,1.0151,6,95,0,44.337549,-4.392e-05,0.017193,0.3662,0.41368,147258.60131397,2652759768.32642,6.42167255594817,7.57261410788382,6.57142857142857,11.8956646021915,4127081.06995885,1.95022900763359,1.24154838709677,3.08716417910448
