"koi_disposition","kepid","kepoi_name","tce_ldm_coeff4","tce_prad","tce_steff","tce_fwm_prao"
"CANDIDATE",7902204,"K06931.01",-0.2716648,1.387,5778,-0.000244
"FALSE POSITIVE",7919653,"K06932.01",-0.0021954,67.01,5947,0
"FALSE POSITIVE",7938468,"K06933.01",0.1911948,9.256,6270,0
"CANDIDATE",7939761,"K06934.01",-0.3667548,2.357,5349,0.0001963
"FALSE POSITIVE",7943535,"K06935.01",0.3593012,39.73,6792,0.0004512
"FALSE POSITIVE",7947631,"K06936.01",-0.2689346,8.989,4937,-7.29e-05
"FALSE POSITIVE",7950775,"K06937.01",0.3016602,46.3,6480,0.0119
"FALSE POSITIVE",7955301,"K06938.01",-0.5544394,160,4830,0.000454
"FALSE POSITIVE",7960295,"K06939.01",-0.2420112,60.54,5780,0.004442
"FALSE POSITIVE",7960547,"K06940.01",0.1684486,54.52,5926,-0.001057
"CANDIDATE",7967100,"K06941.01",0.015986,12.46,6057,-0.003275
"FALSE POSITIVE",7970629,"K06942.01",0.305682,33.58,6267,0.01232
"FALSE POSITIVE",7970760,"K06943.01",0.2342468,53.48,6387,0.007275
"FALSE POSITIVE",7971389,"K06944.01",0.0661286,42.19,6067,-0.004557
"FALSE POSITIVE",7976136,"K06945.01",-0.0930624,0.8533,6063,-1.906e-05
"FALSE POSITIVE",7976435,"K06946.01",-0.044086,2.691,8435,3.023e-05
"FALSE POSITIVE",7985167,"K06947.01",0.2913032,58,6163,0.01912
"FALSE POSITIVE",7987749,"K06948.01",-0.2035292,62.12,5575,-0.004998
"FALSE POSITIVE",8007675,"K06949.01",0.3848824,1.219,6749,1.408e-05
"FALSE POSITIVE",8008128,"K06950.01",0.1020064,29.87,6214,8.404e-05
"FALSE POSITIVE",8009500,"K06951.01",-0.3753774,33.83,5294,-0.0771
"FALSE POSITIVE",8013289,"K06952.01",0.0573136,1.953,5930,6.195e-06
"FALSE POSITIVE",8016214,"K06953.01",0.0032904,23.51,5863,0
"CANDIDATE",8016692,"K06954.01",0.0415466,1.003,6056,-4.641e-05
"FALSE POSITIVE",8027902,"K06955.01",0.3331596,0.7929,7117,1.883e-06
"FALSE POSITIVE",8039925,"K06956.01",0.2992186,1.04,6602,2.824e-06
"CANDIDATE",8042644,"K06957.01",0.1631794,2.507,6187,0
"FALSE POSITIVE",8081389,"K06958.01",0.3728392,140.6,6962,0
"FALSE POSITIVE",8088354,"K06959.01",0.2616548,65.13,6318,0
"CANDIDATE",8091197,"K06960.01",0.0359488,1.261,6152,-1.473e-05
"FALSE POSITIVE",8094140,"K06961.01",-0.491932,47.56,4429,0
"FALSE POSITIVE",8094221,"K06962.01",-0.1150864,1.092,5896,0.000164
"FALSE POSITIVE",8097825,"K06963.01",-0.2849526,35.72,5539,0.01483
"FALSE POSITIVE",8098300,"K06964.01",0.312566,48.84,6502,-0.02023
"FALSE POSITIVE",8098515,"K06965.01",0.3250122,0.7603,6846,-7.704e-07
"CANDIDATE",8098960,"K06966.01",-0.2616104,1.41,5564,-0.0002346
"FALSE POSITIVE",8104436,"K06967.01",-0.1159026,1.12,5488,0.0001923
"FALSE POSITIVE",8111622,"K06968.01",-0.1657388,48,5838,0
"CANDIDATE",8112013,"K06969.01",0.3130894,32.1,6586,-0.004384
"CANDIDATE",8115647,"K06970.01",-0.2200348,1.853,5884,0.0002834
"CANDIDATE",8120820,"K06971.01",-0.5504582,2.154,4934,0.0006175
"FALSE POSITIVE",8128965,"K06974.01",0.0328188,41.97,5945,0.03187
"FALSE POSITIVE",8129189,"K06975.01",-0.1419544,133.6,5261,-0.007044
"FALSE POSITIVE",8143170,"K06976.01",-0.5017392,90.74,5154,-2.549e-05
"FALSE POSITIVE",8145789,"K06977.01",-0.47937,11.58,5009,0.001752
"CANDIDATE",8145958,"K06978.01",-0.2691732,0.9466,5763,4.858e-05
"FALSE POSITIVE",8155584,"K06979.01",0.2336126,34.36,6287,-0.09824
"CANDIDATE",8155654,"K06980.01",-0.001918,1.268,6214,-0.0001284
"FALSE POSITIVE",8162376,"K06982.01",0.2372802,0.4689,5037,4.692e-05
"CANDIDATE",8167504,"K06983.01",-0.3669078,1.003,5618,0.0001421
"FALSE POSITIVE",8183389,"K06986.01",-0.4216312,37.29,5081,0.03964
"FALSE POSITIVE",8193315,"K06988.01",0.3434712,73.96,6728,0.0949
"FALSE POSITIVE",8195877,"K06989.01",0.2495544,48.12,6038,0.001152
"FALSE POSITIVE",8196180,"K06990.01",0.4044716,101.4,7343,-0.003912
"FALSE POSITIVE",8210721,"K06991.01",-0.3000724,30.81,5619,-0.002424
"FALSE POSITIVE",8211521,"K06992.01",-0.1688638,0.6825,5402,-8.801e-05
"CANDIDATE",8227086,"K06993.01",-0.169492,1.264,5515,-0.0001418
"CANDIDATE",8227464,"K06994.01",-0.3772542,0.7601,5560,1.346e-05
"FALSE POSITIVE",8229048,"K06995.01",0.2764626,18.32,6469,3.022e-05
"FALSE POSITIVE",8231877,"K06996.01",-0.3168152,12.06,5112,1.782e-06
"FALSE POSITIVE",8234477,"K06997.01",0.1224564,35.29,6327,-0.0009236
"FALSE POSITIVE",8240109,"K06998.01",-0.2008038,96.7,7970,0.01954
"FALSE POSITIVE",8240861,"K06999.01",0.2135452,60.69,6338,0.02714
"FALSE POSITIVE",8243263,"K07000.01",0.2333334,29.85,6656,0.0005104
"FALSE POSITIVE",8244295,"K07001.01",-0.5593292,4.599,4856,-0.006282
"CANDIDATE",8248103,"K07002.01",-0.2870628,1.8,5693,0.0004656
"CANDIDATE",8256882,"K07003.01",-0.3529348,1.365,5598,-9.941e-05
"FALSE POSITIVE",8262223,"K07004.01",-0.0390952,137.6,7832,-0.0124
"CANDIDATE",8283875,"K07007.01",-0.2532264,0.7919,4336,-0.0001328
"FALSE POSITIVE",8285254,"K07008.01",0.3266216,24.09,4969,0.1066
"FALSE POSITIVE",8285970,"K07009.01",-0.2451342,0.05238,5638,0
"FALSE POSITIVE",8288719,"K07010.01",0.0906936,13.36,5242,-0.007372
"FALSE POSITIVE",8294484,"K07011.01",0.2884536,46.61,6487,-0.0001955
"FALSE POSITIVE",8296467,"K07012.01",-0.2852646,49.11,5497,0
"FALSE POSITIVE",8301013,"K07013.01",0.2543652,72.98,6604,-0.006071
"FALSE POSITIVE",8302455,"K07014.01",0.1723956,92.29,6078,0
"FALSE POSITIVE",8302473,"K07015.01",-0.3681348,1.109,5587,0.000321
"CANDIDATE",8311864,"K07016.01",-0.2727224,1.204,5579,-0.0003344
"FALSE POSITIVE",8312222,"K07017.01",0.1343684,42.26,5973,-0.03015
"FALSE POSITIVE",8314801,"K07018.01",-0.187782,54.61,5657,-0.02114
"FALSE POSITIVE",8316503,"K07019.01",0.2520094,60.49,6350,0.0219
"FALSE POSITIVE",8330575,"K07020.01",0.268555,35.8,6367,0
"FALSE POSITIVE",8345358,"K07021.01",-0.0882452,34.82,5926,0.02481
"FALSE POSITIVE",8358008,"K07022.01",-0.3185186,12.97,5185,0.006177
"CANDIDATE",8362974,"K07023.01",-0.5262516,0.8401,5135,-3.529e-06
"FALSE POSITIVE",8364119,"K07024.01",-0.129878,32.5,5623,0
"FALSE POSITIVE",8367298,"K07025.01",-0.3253094,1.009,5515,-2.621e-05
"FALSE POSITIVE",8374499,"K07026.01",0.0964974,40.32,6099,-0.3435
"FALSE POSITIVE",8378656,"K07027.01",0.2291896,39.98,6284,-0.04009
"FALSE POSITIVE",8378922,"K07028.01",-0.0928364,50.03,5623,0.008698
"FALSE POSITIVE",8379547,"K07029.01",-0.055082,23.1,5030,0.0006588
"FALSE POSITIVE",8381592,"K07030.01",-0.2547858,20.76,5622,0.0001115
"FALSE POSITIVE",8382339,"K07031.01",-0.543738,33.09,4840,0.0008271
"CANDIDATE",8394475,"K07032.01",-0.294561,0.6485,5745,-1.96e-05
"FALSE POSITIVE",8398290,"K07033.01",0.3356512,0.9112,6596,-1.046e-05
"FALSE POSITIVE",8411947,"K07034.01",-0.4461564,51.44,5284,0.07349
"FALSE POSITIVE",8414159,"K07035.01",0.1588282,49.26,6089,-0.005004
"FALSE POSITIVE",8414216,"K07036.01",0.126556,0.6235,3787,-0.0002909
"FALSE POSITIVE",8415863,"K07037.01",-0.0476244,52.02,5925,0.0004845
"FALSE POSITIVE",8423903,"K07038.01",0.293495,2.979,6821,7.379e-05
"FALSE POSITIVE",8429450,"K07039.01",0.4239432,80.4,6881,0
"CANDIDATE",8443812,"K07041.01",-0.100041,0.8774,5470,-0.000313
"FALSE POSITIVE",8445775,"K07042.01",0.2534798,48.49,6175,2.471e-05
"FALSE POSITIVE",8453191,"K07043.01",0.2792276,115.4,6263,0
"FALSE POSITIVE",8453324,"K07044.01",-0.5485328,130.8,4927,0.000212
"CANDIDATE",8479107,"K07045.01",-0.0779444,27.58,5182,0.01966
"FALSE POSITIVE",8479386,"K07046.01",0.3038288,53.68,6267,0
"FALSE POSITIVE",8488876,"K07047.01",0.3085592,62.88,7259,0.005049
"FALSE POSITIVE",8504570,"K07048.01",0.3106184,99.53,7162,-0.0001866
"FALSE POSITIVE",8509346,"K07049.01",0.3573444,38.07,6356,0.01219
"FALSE POSITIVE",8517433,"K07050.01",-0.3012358,0.4382,5812,1.651e-05
"FALSE POSITIVE",8526387,"K07051.01",-0.5554422,4.995,4535,-0.001064
"FALSE POSITIVE",8543278,"K07052.01",-0.371126,19.71,5085,0
"FALSE POSITIVE",8552500,"K07053.01",0.092218,0.6952,6185,-0.0001278
"FALSE POSITIVE",8552540,"K07054.01",-0.0516194,8.459,5951,0
"FALSE POSITIVE",8553788,"K07055.01",0.0378178,102.8,8027,-0.0004231
"FALSE POSITIVE",8553907,"K07056.01",0.3203938,60.09,6618,0.0563
"FALSE POSITIVE",8559796,"K07057.01",0.3717088,1.23,7138,-1.613e-05
"FALSE POSITIVE",8559863,"K07058.01",-0.3103576,19.22,5315,-0.000433
"FALSE POSITIVE",8560861,"K07059.01",-0.0043626,160.8,7854,0
"FALSE POSITIVE",8565900,"K07060.01",-0.5156904,0.5775,5207,0.0001667
"FALSE POSITIVE",8569819,"K07062.01",0.1851176,27.32,7355,0
"FALSE POSITIVE",8574270,"K07063.01",-0.3125372,19.93,5232,-0.00113
"FALSE POSITIVE",8581658,"K07064.01",0.2895924,63.13,6225,-0.1043
"FALSE POSITIVE",8590527,"K07065.01",0.3719944,32.41,6465,0
"FALSE POSITIVE",8604993,"K07066.01",-0.1110832,32.63,5812,0.04757
"FALSE POSITIVE",8608490,"K07067.01",-0.4950068,126.7,5096,-0.188
"FALSE POSITIVE",8610483,"K07068.01",0.073744,49.74,6170,0
"CANDIDATE",8613446,"K07069.01",0.0302772,1.724,6158,0.0001542
"FALSE POSITIVE",8618226,"K07070.01",-0.16497,61.68,5837,-0.02554
"FALSE POSITIVE",8621026,"K07071.01",0.2453114,67.19,6610,0.0004506
"CANDIDATE",8624860,"K07072.01",0.2285908,5.177,5649,-8.605e-05
"CANDIDATE",8625408,"K07073.01",-0.069249,4.047,6072,-9.614e-05
"FALSE POSITIVE",8690001,"K07075.01",0.55988,81.14,6198,0
"CANDIDATE",8693536,"K07076.01",0.172271,1.607,6478,-0.0001458
"FALSE POSITIVE",8700506,"K07077.01",0.2826992,61.41,6860,0.009322
"FALSE POSITIVE",8701327,"K07078.01",0.2409696,77.69,6292,0.001296
"FALSE POSITIVE",8711548,"K07079.01",0.3498916,93.3,6794,0.01347
"FALSE POSITIVE",8719897,"K07081.01",-0.5427792,250.6,5017,0
"FALSE POSITIVE",8736245,"K07082.01",0.131448,48.47,5810,-0.0284
"FALSE POSITIVE",8738115,"K07083.01",0.209426,27.3,5941,0.004861
"FALSE POSITIVE",8739209,"K07084.01",0.1343836,0.6111,6313,6.866e-06
"FALSE POSITIVE",8746310,"K07085.01",0.176308,35.33,6109,-0.03727
"FALSE POSITIVE",8750094,"K07086.01",-0.2534776,0.5581,5662,3.893e-05
"FALSE POSITIVE",8758161,"K07087.01",0.399116,71.33,6980,0
"CANDIDATE",8760760,"K07088.01",-0.0141976,0.9521,5636,-0.0002206
"FALSE POSITIVE",8767034,"K07089.01",-0.4853344,0.293,4556,-1.85e-05
"FALSE POSITIVE",8773948,"K07090.01",0.3323702,127.6,5934,0
"FALSE POSITIVE",8784288,"K07091.01",0.1434416,113.3,5977,0.02973
"FALSE POSITIVE",8807057,"K07093.01",0.196792,1.43,6499,-5.561e-05
"FALSE POSITIVE",8822585,"K07095.01",0.3823456,1.154,6854,2.991e-06
"FALSE POSITIVE",8823397,"K07096.01",-0.038592,181.9,8751,0.0008626
"FALSE POSITIVE",8841616,"K07097.01",-0.334552,15.14,4462,0.004594
"FALSE POSITIVE",8845221,"K07098.01",0.2777808,82,6350,0.009002
"CANDIDATE",8848104,"K07100.01",0.2252286,27.76,5658,0.002741
"FALSE POSITIVE",8848115,"K07101.01",-0.543646,74.24,4148,0.00858
"FALSE POSITIVE",8868657,"K07102.01",-0.2498302,1.202,5531,-0.0002098
"FALSE POSITIVE",8878681,"K07103.01",0.2462268,54.77,6757,6.262e-05
"FALSE POSITIVE",8879427,"K07104.01",-0.0340656,31.02,6008,-0.001031
"FALSE POSITIVE",8879915,"K07105.01",-0.0451488,58.54,5960,0
"CANDIDATE",8881169,"K07106.01",0.082276,1.277,6220,-9.251e-05
"FALSE POSITIVE",8890996,"K07107.01",0.299905,0.9859,6839,2.632e-05
"FALSE POSITIVE",8906676,"K07108.01",0.2256452,117.5,6258,0.004198
"FALSE POSITIVE",8938628,"K07109.01",0.1501504,20.9,5815,-0.0001055
"FALSE POSITIVE",8940961,"K07110.01",-0.1629416,52.93,5846,-0.01245
"CANDIDATE",8953281,"K07112.01",-0.2637178,1.063,5176,-0.001756
"FALSE POSITIVE",8953426,"K07113.01",0.0677454,68.58,6234,0
"FALSE POSITIVE",8953475,"K07114.01",0.2762324,0.9216,6276,-1.989e-05
"FALSE POSITIVE",8957572,"K07115.01",0.3507704,1.463,6742,4.072e-06
"CANDIDATE",8958811,"K07116.01",-0.2525022,0.6258,5821,-2.663e-05
"FALSE POSITIVE",9001468,"K07120.01",-0.3865644,45.62,5079,-0.01781
"FALSE POSITIVE",9005854,"K07121.01",-0.4169362,46.56,5356,-0.0003321
"FALSE POSITIVE",9007918,"K07122.01",0.3613948,76.47,7207,0
"FALSE POSITIVE",9007953,"K07123.01",0.0193588,0.8193,6122,-0.0001478
"FALSE POSITIVE",9024857,"K07124.01",-0.3223076,35.73,5546,0
"FALSE POSITIVE",9024857,"K07124.02",-0.3223076,3.084,5546,0
"CANDIDATE",9025739,"K07125.01",-0.039122,1.188,5966,-0.0001484
"FALSE POSITIVE",9029486,"K07126.01",-0.2958682,74.68,5593,-0.01819
"FALSE POSITIVE",9049010,"K07127.01",0.3007672,4.753,6240,5.321e-05
"FALSE POSITIVE",9083503,"K07128.01",-0.499032,0.8044,5222,-7.59e-05
"FALSE POSITIVE",9093566,"K07130.01",0.2498326,0.6789,7693,-9.951e-06
"CANDIDATE",9098590,"K07131.01",0.450444,20.89,6081,0.001079
"FALSE POSITIVE",9098810,"K07132.01",-0.4554056,57.76,5306,0.07532
"CANDIDATE",9099773,"K07133.01",-0.2833688,2.187,5749,-0.0002039
"FALSE POSITIVE",9101208,"K07134.01",-0.0691612,0.829,5941,-6.108e-05
"FALSE POSITIVE",9119405,"K07135.01",0.0174344,207.7,5786,0.007181
"FALSE POSITIVE",9159301,"K07138.01",-0.0434936,59.41,8199,0
"FALSE POSITIVE",9163674,"K07139.01",0.1045284,92.1,6413,0.03546
"FALSE POSITIVE",9172506,"K07141.01",0.2106202,51.69,6225,0.001865
"FALSE POSITIVE",9179531,"K07142.01",-0.1352118,58.36,5806,0.05961
"FALSE POSITIVE",9181340,"K07143.01",0.2530984,4.986,6181,-0.02945
"CANDIDATE",9203154,"K07144.01",-0.5278044,0.9976,5120,-0.0002401
"FALSE POSITIVE",9205993,"K07145.01",0.3063568,43.31,7358,0
"FALSE POSITIVE",9207508,"K07146.01",0.3003854,50.01,6988,-0.008156
"FALSE POSITIVE",9210828,"K07147.01",-0.3652256,26.45,5033,0
"CANDIDATE",9221627,"K07148.01",0.2317442,2.277,6544,-1.345e-06
"FALSE POSITIVE",9236858,"K07149.01",0.2771138,67.35,6735,0.1552
"FALSE POSITIVE",9243795,"K07150.01",0.0627292,85.91,5757,-0.001547
"FALSE POSITIVE",9266285,"K07151.01",-0.5380372,29.4,4504,-0.1109
"FALSE POSITIVE",9278021,"K07152.01",0.4617322,29.22,6587,0.001368
"FALSE POSITIVE",9284741,"K07153.01",-0.43491,43.24,5256,-0.1311
"FALSE POSITIVE",9286728,"K07154.01",-0.223787,0.5599,5525,3.748e-05
"FALSE POSITIVE",9291368,"K07155.01",-0.0371988,74.75,8117,0
"FALSE POSITIVE",9291368,"K07155.02",-0.0371988,120.3,8117,0
"FALSE POSITIVE",9291748,"K07156.01",-0.1443996,71.12,5191,-0.1385
"CANDIDATE",9301564,"K07157.01",-0.1916096,1.968,5696,0.0005166
"FALSE POSITIVE",9328852,"K07159.01",0.1800888,41.65,4399,0
"FALSE POSITIVE",9328864,"K07160.01",-0.4046832,0.7562,5381,0.000519
"FALSE POSITIVE",9334490,"K07161.01",-0.2475788,6.019,5220,0.04258
"CANDIDATE",9340411,"K07162.01",-0.4551234,2.225,5155,-4.089e-05
"FALSE POSITIVE",9344623,"K07163.01",0.2755396,60.29,6522,0.02576
"FALSE POSITIVE",9353182,"K07164.01",0.0927414,54.21,6109,0
"FALSE POSITIVE",9357275,"K07165.01",-0.0981776,61.05,7742,-0.0002036
"FALSE POSITIVE",9357375,"K07166.01",0.0677604,0.5539,3931,-2.475e-05
"FALSE POSITIVE",9392702,"K07167.01",0.2607402,29.86,6425,0
"FALSE POSITIVE",9394920,"K07168.01",-0.0260198,5.16,11269,0.0001784
"CANDIDATE",9397900,"K07169.01",0.287406,0.8094,6575,-0.0001029
"FALSE POSITIVE",9411943,"K07170.01",0.0675364,8.535,5880,0.001148
"FALSE POSITIVE",9412462,"K07171.01",-0.3088408,40.92,5557,0
"FALSE POSITIVE",9418994,"K07172.01",-0.4608618,95.82,5260,0.007273
"FALSE POSITIVE",9451096,"K07173.01",0.3348008,93.93,6297,0
"CANDIDATE",9458266,"K07174.01",-0.1107504,0.4068,4201,9.432e-05
"FALSE POSITIVE",9466042,"K07175.01",0.0224312,1.906,5877,3.434e-05
"FALSE POSITIVE",9468296,"K07176.01",-0.5462742,12.17,4961,0.001244
"FALSE POSITIVE",9474222,"K07177.01",0.0931164,49.26,6295,0.000668
"FALSE POSITIVE",9474969,"K07178.01",0.3193362,63.72,6322,0.0005727
"FALSE POSITIVE",9509207,"K07181.01",-0.1022002,84.99,5864,-0.008947
"CANDIDATE",9513168,"K07182.01",-0.4512878,2.548,4199,-0.001178
"FALSE POSITIVE",9520700,"K07183.01",-0.2194068,23.24,5753,0.02195
"FALSE POSITIVE",9529294,"K07184.01",-0.506405,1.519,5403,-0.001946
"FALSE POSITIVE",9529856,"K07185.01",0.3575648,70.45,6422,0.009611
"FALSE POSITIVE",9536048,"K07186.01",0.107815,1.148,6302,0.0001174
"FALSE POSITIVE",9540450,"K07187.01",0.020962,45.13,6100,0
"FALSE POSITIVE",9540675,"K07188.01",-0.023612,0.8035,5831,8.725e-06
"FALSE POSITIVE",9541163,"K07189.01",-0.189042,0.7941,5822,-8.809e-05
"FALSE POSITIVE",9541567,"K07190.01",-0.016562,0.839,9274,5.491e-06
"FALSE POSITIVE",9569866,"K07191.01",-0.257692,50.43,5260,0
"FALSE POSITIVE",9579192,"K07192.01",0.370856,50.11,6770,-0.0006327
"FALSE POSITIVE",9579789,"K07193.01",-0.5380992,0.8615,5101,6.915e-05
"FALSE POSITIVE",9592855,"K07196.01",0.3138064,121.9,7498,-0.02136
"CANDIDATE",9596064,"K07197.01",-0.4708736,1.654,5238,0.0003972
"CANDIDATE",9596187,"K07198.01",0.1950732,4.422,6183,0.0004024
"FALSE POSITIVE",9597095,"K07200.01",-0.2420112,30.38,5780,0.0108
"FALSE POSITIVE",9597854,"K07201.01",0.1819372,0.8263,5906,0.002511
"FALSE POSITIVE",9602431,"K07202.01",-0.4047192,0.6267,4964,0.000147
"FALSE POSITIVE",9602538,"K07203.01",-0.1787958,0.671,5475,-9.117e-05
"FALSE POSITIVE",9630640,"K07204.01",0.392175,7.241,6793,-3.026e-05
"CANDIDATE",9635520,"K07205.01",-0.520114,2.805,5445,-0.001768
"FALSE POSITIVE",9635529,"K07206.01",0.276528,71.12,6550,-0.0001812
"FALSE POSITIVE",9637299,"K07207.01",0.4287586,43.06,6322,0
"CANDIDATE",9640123,"K07209.01",-0.4521558,3.122,5403,3.132e-05
"FALSE POSITIVE",9640921,"K07210.01",0.0086212,15.09,6053,0.001219
"FALSE POSITIVE",9640921,"K07210.02",0.0086212,11.44,6053,0.0006235
"FALSE POSITIVE",9641031,"K07211.01",0.1503334,20.28,6126,0
"FALSE POSITIVE",9641103,"K07212.01",-0.5150772,0.4667,5096,-2.751e-06
"FALSE POSITIVE",9644411,"K07213.01",-0.3702576,1.549,4331,0.0021
"FALSE POSITIVE",9644683,"K07214.01",-0.3699926,0.002201,5459,0
"CANDIDATE",9651602,"K07215.01",-0.355965,0.928,5497,3.152e-05
"FALSE POSITIVE",9652166,"K07216.01",0.3268998,0.3527,7257,0
"FALSE POSITIVE",9652632,"K07217.01",0.4129268,75.27,6499,0.001282
"FALSE POSITIVE",9655424,"K07218.01",0.2247288,0.8202,6240,9.371e-05
"CANDIDATE",9658089,"K07220.01",-0.0174376,0.8926,6000,4.582e-05
"FALSE POSITIVE",9665503,"K07221.01",-0.1776794,35.36,5290,0
"FALSE POSITIVE",9673173,"K07222.01",0.0043596,66.26,6039,0.01509
"CANDIDATE",9674320,"K07223.01",-0.3031478,1.609,5366,-0.0008146
"FALSE POSITIVE",9711751,"K07225.01",0.2865736,48.43,6679,-0.0004364
"FALSE POSITIVE",9762514,"K07227.01",-0.556104,1.23,4867,-0.006325
"FALSE POSITIVE",9762519,"K07228.01",0.0931024,37.09,5624,0.00469
"FALSE POSITIVE",9777062,"K07229.01",0.068296,81.12,7703,0.003534
"FALSE POSITIVE",9786821,"K07230.01",0.1615314,29.14,6195,-0.0003335
"FALSE POSITIVE",9790965,"K07231.01",0.3230812,42.07,6531,-0.0003502
"CANDIDATE",9811915,"K07232.01",-0.250768,1.307,5595,0.0004802
"FALSE POSITIVE",9818732,"K07233.01",0.199108,62.91,6484,0
"FALSE POSITIVE",9821078,"K07234.01",-0.4000324,23.78,4268,0
"CANDIDATE",9837013,"K07236.01",-0.4357406,1.354,5457,-0.00038
"FALSE POSITIVE",9850387,"K07238.01",0.3186432,105.3,7053,0
"FALSE POSITIVE",9850912,"K07239.01",-0.0173332,2.101,6092,0.0008254
"FALSE POSITIVE",9873869,"K07241.01",0.2817136,48.19,6253,-0.005512
"FALSE POSITIVE",9881258,"K07242.01",0.0870812,25.59,6105,-0.0003488
"FALSE POSITIVE",9899153,"K07243.01",-0.5542124,0.5967,4895,-0.0003158
"FALSE POSITIVE",9899193,"K07244.01",0.3588434,0.9873,6600,-3.531e-05
"FALSE POSITIVE",9899410,"K07245.01",-0.0616294,17.84,5154,-0.0001413
"FALSE POSITIVE",9899421,"K07246.01",-0.5437448,13.61,4601,0.0001277
"FALSE POSITIVE",9899577,"K07247.01",-0.4353066,0.6903,5309,0.0001398
"FALSE POSITIVE",9899583,"K07248.01",0.0015252,0.8429,6108,0.0002612
"FALSE POSITIVE",9906489,"K07249.01",0.2397288,2.632,6543,2.314e-05
"CANDIDATE",9909965,"K07252.01",0.1987044,1.209,6211,-0.000255
"FALSE POSITIVE",9913481,"K07253.01",0.1148048,180.8,7624,-0.0006981
"FALSE POSITIVE",9913798,"K07254.01",-0.5634076,37,4817,-0.274
"FALSE POSITIVE",9934208,"K07256.01",-0.2055894,20.11,4340,-0.001049
"FALSE POSITIVE",9936698,"K07257.01",0.2543652,65.46,6604,0.0009856
"CANDIDATE",9943009,"K07258.01",-0.1437754,0.8961,5927,2.471e-05
"CANDIDATE",9944201,"K07259.01",-0.4566688,12.53,4893,-0.002055
"FALSE POSITIVE",9944421,"K07260.01",-0.3356692,56.99,5481,0.01807
"FALSE POSITIVE",9945280,"K07261.01",0.0303448,25.62,5791,0.0003788
"FALSE POSITIVE",9953736,"K07262.01",0.252871,0.6019,7141,-2.303e-05
"FALSE POSITIVE",9958053,"K07263.01",-0.0035528,2.308,10452,0.000133
"FALSE POSITIVE",9959093,"K07264.01",-0.1738252,2.084,5877,0.0002069
"FALSE POSITIVE",9963009,"K07265.01",-0.226729,27.44,5911,-0.0003522
"FALSE POSITIVE",9965691,"K07267.01",0.207682,11.45,6407,4.668e-05
"FALSE POSITIVE",9971475,"K07268.01",0.1788374,127,5768,0.006188
"FALSE POSITIVE",10000490,"K07269.01",0.2817048,68.44,6706,0
"CANDIDATE",10002049,"K07270.01",0.002494,1.571,6060,0.000156
"FALSE POSITIVE",10014702,"K07271.01",-0.014558,0.8609,6045,2.226e-05
"CANDIDATE",10019854,"K07272.01",0.193805,1.387,6534,0.000229
"FALSE POSITIVE",10020423,"K07273.01",-0.2036774,33.89,5636,-0.004974
"FALSE POSITIVE",10026136,"K07274.01",0.1984,54.33,6461,-0.337
"FALSE POSITIVE",10026457,"K07275.01",-0.1364668,25.27,5382,-0.07812
"FALSE POSITIVE",10031409,"K07276.01",0.1191404,83.63,6140,-0.002766
"FALSE POSITIVE",10031526,"K07277.01",-0.2807724,1.88,5602,-2.762e-05
"FALSE POSITIVE",10031808,"K07278.01",0.38686,11.73,6331,0
"CANDIDATE",10053138,"K07279.01",-0.4489542,1.085,5410,0.0002498
"FALSE POSITIVE",10063044,"K07280.01",-0.0315072,102.4,7652,-0.0002137
"FALSE POSITIVE",10091257,"K07284.01",-0.2644378,38.36,5826,-0.0004826
"FALSE POSITIVE",10093664,"K07285.01",0.3075444,0.3857,7331,0
"FALSE POSITIVE",10095512,"K07286.01",0.068308,47.16,6033,-0.001571
"FALSE POSITIVE",10129482,"K07288.01",-0.1429074,21.77,4627,-0.00309
"FALSE POSITIVE",10155080,"K07289.01",-0.1543934,49.11,6154,0
"FALSE POSITIVE",10156064,"K07290.01",0.2699656,79.79,7652,0
"CANDIDATE",10163067,"K07291.01",0.2029276,2.775,6167,2.795e-05
"FALSE POSITIVE",10164018,"K07292.01",-0.071268,1.355,5602,-0.02595
"FALSE POSITIVE",10189523,"K07293.01",-0.239172,1.095,5110,0.0001316
"FALSE POSITIVE",10198109,"K07294.01",0.5076446,55.47,5870,-0.004708
"FALSE POSITIVE",10208759,"K07295.01",0.1853108,65.47,6773,0.009285
"FALSE POSITIVE",10214328,"K07296.01",0.3822092,2.685,6917,-0.0003203
"FALSE POSITIVE",10215422,"K07297.01",-0.2976792,44.98,5644,-0.02383
"FALSE POSITIVE",10258558,"K07299.01",0.2202472,43.65,6095,0.0009108
"FALSE POSITIVE",10264202,"K07300.01",-0.1763698,20.53,5427,8.876e-05
"CANDIDATE",10264293,"K07301.01",-0.557498,1.017,4885,0.0002138
"FALSE POSITIVE",10268809,"K07302.01",0.007348,14.92,6065,-0.0006208
"FALSE POSITIVE",10274244,"K07303.01",-0.1018556,24.68,5359,-0.001167
"FALSE POSITIVE",10275887,"K07304.01",-0.2487214,17.22,5618,0
"FALSE POSITIVE",10292465,"K07307.01",-0.2005174,25.76,5426,-0.07967
"FALSE POSITIVE",10294608,"K07308.01",-0.1008886,49.98,5843,0.008747
"FALSE POSITIVE",10296163,"K07309.01",0.3779244,228.3,6461,-0.01203
"FALSE POSITIVE",10330495,"K07310.01",-0.421668,20.74,5330,-0.0005597
