"koi_disposition","kepid","kepoi_name","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn"
"FALSE POSITIVE",4255422,"K03528.01",118.2,0.0004507,0.0002637,-0.0909734513274336
"FALSE POSITIVE",9837544,"K03529.01",-8.03,-0.05617,0.6105,-0.50365889212828
"FALSE POSITIVE",7877824,"K03530.01",5.874,0,0.006441,1.02368656716418
"FALSE POSITIVE",6947164,"K03531.01",-7.806,-0.001684,0.00209,0.213412462908012
"FALSE POSITIVE",10748621,"K03532.01",196.4,0.09957,-0.4087,0.0662892561983471
"FALSE POSITIVE",4824268,"K03533.01",79.37,0.002438,0.00293,1.86549648946841
"FALSE POSITIVE",6431670,"K03534.01",21.15,0.01601,0.02406,-1.79368998628258
"FALSE POSITIVE",7376500,"K03535.01",1.527,-0.3854,0,0.688908296943232
"FALSE POSITIVE",7987086,"K03536.01",51.53,0.001686,-0.001058,-1.04905585106383
"FALSE POSITIVE",7374746,"K03537.01",0.9128,-0.08461,-0.3223,2.91479289940828
"FALSE POSITIVE",8668810,"K03538.01",232.6,-0.1156,0.09077,-1.00074175824176
"FALSE POSITIVE",8868907,"K03539.01",115,0.004362,0.0001004,-1.72233009708738
"CANDIDATE",8868364,"K03541.01",7.22,0.001025,0.003877,1.12271232876712
"FALSE POSITIVE",3964545,"K03542.01",1.504,0.3184,0.01977,0.0584086956521739
"FALSE POSITIVE",9656397,"K03543.01",100.6,-0.004574,-0.04275,-1.22621399176955
"FALSE POSITIVE",3735629,"K03544.01",-0.4167,0.2832,-0.2642,-1.62008797653959
"FALSE POSITIVE",8244173,"K03545.01",0.2938,0,0,1.31090647482014
"FALSE POSITIVE",7287391,"K03546.01",2.142,-0.04413,0.03058,0.194112426035503
"FALSE POSITIVE",6756202,"K03547.01",-36.89,0.001214,-0.004704,1.31105970149254
"FALSE POSITIVE",10215869,"K03548.01",2.511,0.02196,-0.116,-0.305445665445665
"FALSE POSITIVE",2307206,"K03549.01",103.4,0.2287,0.1032,-1.39104166666667
"FALSE POSITIVE",7025540,"K03550.01",0.3469,0,0.1685,1.02297810218978
"FALSE POSITIVE",7620844,"K03551.01",31.74,0.001832,-0.07698,0.230891364902507
"FALSE POSITIVE",6233466,"K03552.01",7.645,0.1634,0.0005509,1.64729381443299
"FALSE POSITIVE",11249624,"K03553.01",-2.869,0.005043,-0.0001712,-0.0247824817518248
"CANDIDATE",6426592,"K03554.01",186.5,0.03257,-5.79e-05,1.5873417721519
"FALSE POSITIVE",8491745,"K03555.01",66.48,-0.002837,4.378e-05,-2.94472140762463
"FALSE POSITIVE",3970117,"K03556.01",-22.24,0.04565,0.03303,-0.322289325842697
"FALSE POSITIVE",5534965,"K03557.01",-59.22,-0.000885,0.0006052,-1.02973293768546
"FALSE POSITIVE",9965206,"K03558.01",8.364,-0.2531,-0.074,-0.665867052023121
"FALSE POSITIVE",4848423,"K03560.01",-0.2476,-0.02069,0,-1.36773333333333
"FALSE POSITIVE",11403216,"K03561.01",2.027,-0.03258,-0.1675,0.245890207715134
"FALSE POSITIVE",9948002,"K03562.01",73.72,-0.006476,-0.000259,-0.779970760233918
"FALSE POSITIVE",5264304,"K03563.01",87.84,-0.07758,-0.2585,0.603978494623656
"FALSE POSITIVE",10960995,"K03564.01",1.083,0,0,0.793323397913562
"FALSE POSITIVE",9592575,"K03565.01",0.5313,0.04906,-0.2109,-0.590762331838565
"FALSE POSITIVE",7898576,"K03566.01",-0.7424,-0.009335,0.0132,2.74047976011994
"FALSE POSITIVE",11671429,"K03567.01",82.63,0,0,1.33532467532468
"FALSE POSITIVE",9773869,"K03568.01",9.739,-0.02299,0.1442,0.759250353606789
"FALSE POSITIVE",6707942,"K03569.01",4.038,0.004846,-0.005072,-1.78466947960619
"FALSE POSITIVE",5023948,"K03570.01",0.9549,0,0,-1.92340740740741
"FALSE POSITIVE",5113053,"K03571.01",1.135,0,0,-1.19658284023669
"CANDIDATE",4743508,"K03572.01",1.017,0.03281,0.0125,-0.149903181189488
"FALSE POSITIVE",10068919,"K03573.01",-6.867,0.001121,-0.001461,0.197477744807122
"FALSE POSITIVE",7353970,"K03574.01",101.8,0.02847,-0.06276,-9.78017621145375
"FALSE POSITIVE",12316447,"K03575.01",13.06,0,-0.07467,0.238483146067416
"FALSE POSITIVE",10491554,"K03576.01",16.13,-0.22,0.09571,-0.518074454428755
"FALSE POSITIVE",9785454,"K03577.01",35.91,-0.004686,-0.004236,-1.53195266272189
"FALSE POSITIVE",10464666,"K03578.01",97.56,-0.0006876,-0.0004439,-3.49930264993027
"FALSE POSITIVE",5024292,"K03579.01",0.4427,0,0.1663,0.0529063893016345
"FALSE POSITIVE",4659255,"K03580.01",91.07,-0.00515,-0.003237,1.40895953757225
"FALSE POSITIVE",8263746,"K03581.01",5.444,0,0,0.187456395348837
"FALSE POSITIVE",3428468,"K03582.01",9.045,0.006749,-0.004703,2.26606896551724
"FALSE POSITIVE",5130740,"K03583.01",77.62,-0.003312,-0.03001,-1.51985018726592
"FALSE POSITIVE",9892471,"K03584.01",4.133,-0.0007642,-0.0003351,-0.0794835820895522
"FALSE POSITIVE",2019076,"K03585.01",1.932,0.00172,0.008215,-1.99256559766764
"FALSE POSITIVE",7376490,"K03586.01",1.527,-0.1996,0.0168,80.1325478645066
"FALSE POSITIVE",11968513,"K03587.01",0.5178,0.01105,0,-1.3691369047619
"FALSE POSITIVE",9656543,"K03588.01",-0.2375,0.05962,0.1235,-0.662083333333333
"FALSE POSITIVE",10751515,"K03589.01",24.11,0.008456,-0.06699,1.65274074074074
"FALSE POSITIVE",3348093,"K03590.01",1.875,0.002662,0.008523,-1.34927374301676
"FALSE POSITIVE",6182846,"K03591.01",3.205,-0.1681,-0.7533,28.7920353982301
"FALSE POSITIVE",9851126,"K03592.01",5.34,0,-0.0008748,30.7709923664122
"FALSE POSITIVE",3442054,"K03593.01",31.02,8.154e-05,0.0002266,-0.60417033773862
"FALSE POSITIVE",4079530,"K03594.01",6.428,0.05233,0.2356,1.95430038510911
"FALSE POSITIVE",10677186,"K03595.01",66.98,0.01196,-0.001719,-2.2800853485064
"FALSE POSITIVE",9025914,"K03596.01",8.331,0.2684,0.2285,-0.160833333333333
"FALSE POSITIVE",9366988,"K03597.01",0.6042,0,0,-0.826167146974063
"FALSE POSITIVE",2437149,"K03598.01",9.195,0.1803,0.06811,-1.1657037037037
"FALSE POSITIVE",9715925,"K03599.01",2.363,-0.05357,0.01322,-0.392721979621543
"FALSE POSITIVE",9529733,"K03600.01",0.9331,-0.04119,-0.00031,2.99025487256372
"FALSE POSITIVE",9613070,"K03601.01",1.167,-0.003599,-0.0012,-2.31904047976012
"FALSE POSITIVE",10845188,"K03602.01",57.49,-0.0009994,-0.0003703,-0.952074788902292
"FALSE POSITIVE",5730394,"K03603.01",-0.5596,0,0.1178,-0.162936507936508
"FALSE POSITIVE",6956216,"K03604.01",2.384,0.01548,0.01871,-0.703080291970803
"FALSE POSITIVE",6137704,"K03605.01",110.7,-0.0472,0.001566,-0.799298013245033
"FALSE POSITIVE",10275074,"K03606.01",0.6128,0.001244,0.0007881,-0.836611694152924
"FALSE POSITIVE",9110346,"K03607.01",0.3594,0,0,-2.04496644295302
"FALSE POSITIVE",10259301,"K03608.01",87.69,0.007522,-0.00447,0.801782283884738
"FALSE POSITIVE",6233903,"K03609.01",1.803,-0.1059,-0.2092,-2.39866666666667
"FALSE POSITIVE",7212066,"K03610.01",1.928,-0.05381,0.02248,0.211422287390029
"FALSE POSITIVE",6675060,"K03611.01",2.828,-0.0764,0.2442,-0.15377808988764
"FALSE POSITIVE",10518735,"K03612.01",-3.619,-0.3822,0.239,-0.490663780663781
"FALSE POSITIVE",6546508,"K03613.01",1.158,0.06461,-3.054e-05,-0.444606413994169
"FALSE POSITIVE",9886224,"K03614.01",1.5,0,0,0.478185776487663
"FALSE POSITIVE",3735634,"K03615.01",1.406,0.1193,-0.1206,-65.7457865168539
"FALSE POSITIVE",6058875,"K03616.01",0.1656,0,0.2571,-3.50620384047267
"FALSE POSITIVE",10735564,"K03617.01",0.8385,0.4191,-0.08205,-0.925455882352941
"FALSE POSITIVE",9636559,"K03618.01",5.296,0.2192,0.06515,-0.541617647058824
"FALSE POSITIVE",8095110,"K03619.01",-0.4563,0.2722,0.0779,-75.1605839416058
"FALSE POSITIVE",11499263,"K03620.01",4.875,0.007665,0.001094,-1.37260273972603
"FALSE POSITIVE",9775253,"K03621.01",1.033,0.00515,-0.006933,1.13550224887556
"FALSE POSITIVE",6677267,"K03622.01",1.56,0.02698,0.1014,-28.1087928464978
"FALSE POSITIVE",7732791,"K03623.01",0.3594,0.004631,0.001797,0.459310344827586
"FALSE POSITIVE",8177798,"K03624.01",1.004,-0.00116,-0.001079,-1.23146449704142
"FALSE POSITIVE",10489521,"K03625.01",0.9479,0,0.4907,-0.609723374827109
"FALSE POSITIVE",12643582,"K03626.01",-1.99,0.1527,0.1129,0.519403606102635
"FALSE POSITIVE",10091110,"K03627.01",2.109,0.007822,0.00504,-1.28918998527246
"FALSE POSITIVE",10091110,"K03627.02",2.188,0.008214,0.002896,-3.08014388489209
"FALSE POSITIVE",3542574,"K03628.01",2.068,0,0,0
"FALSE POSITIVE",3544694,"K03629.01",1.188,-0.03772,-0.09485,1.12867362146051
"FALSE POSITIVE",10259029,"K03630.01",4.136,0.03217,-0.1389,5.21080291970803
"FALSE POSITIVE",8299947,"K03631.01",0.5313,0.2982,-0.05579,1.21527326440177
"FALSE POSITIVE",3335813,"K03632.01",-0.3438,-0.004794,0.01414,0
"FALSE POSITIVE",11858741,"K03633.01",0.8958,0,-0.1033,-53.2802275960171
"FALSE POSITIVE",6363494,"K03634.01",0.5,-0.008703,-0.0006639,0.336743119266055
"FALSE POSITIVE",3327992,"K03635.01",0.4972,0,0,0
"FALSE POSITIVE",5649206,"K03636.01",1.081,0.2692,-0.08167,-2.13893919793014
"FALSE POSITIVE",5193384,"K03637.01",10.6,-0.3791,-0.4249,8.67781065088758
"FALSE POSITIVE",5181804,"K03638.01",2.269,0.04714,0.01822,1.2560529986053
"FALSE POSITIVE",10491544,"K03639.01",16.12,-0.122,0.1098,57.1918767507003
"FALSE POSITIVE",8052474,"K03640.01",145.5,6.294e-05,1.658e-05,1.44090909090909
"FALSE POSITIVE",3534118,"K03641.01",46.69,0.057,0.001915,0.930380116959064
"FALSE POSITIVE",3534118,"K03641.02",131.2,0.001202,0.0001891,0.987619047619048
"FALSE POSITIVE",2441161,"K03642.01",1.179,-0.0461,0.04592,0.220590717299578
"FALSE POSITIVE",3231120,"K03643.01",1.953,0.08715,0.02099,-1.19418604651163
"FALSE POSITIVE",12216706,"K03644.01",0.276,-0.04125,0.02167,-1.48947368421053
"FALSE POSITIVE",5816806,"K03645.01",0.4625,0,-0.0195,-2.91401098901099
"FALSE POSITIVE",6531496,"K03646.01",7.152,0,0,1.01033430232558
"FALSE POSITIVE",6531496,"K03646.02",3.848,0,0,1.95847058823529
"FALSE POSITIVE",9661869,"K03647.01",11.52,0.0473,0.09882,0.985197657393851
"FALSE POSITIVE",3097352,"K03648.01",2.011,-0.05532,0.01508,0.345022354694486
"FALSE POSITIVE",6066379,"K03649.01",0.6563,0.1591,0,0.887387518142235
"FALSE POSITIVE",6227560,"K03650.01",0.4392,-0.007636,-0.00284,-0.469823008849558
"FALSE POSITIVE",5866104,"K03651.01",27.05,-0.06972,-0.009974,24.7463087248322
"FALSE POSITIVE",8256044,"K03652.01",0.5792,0.1081,-0.01137,0.613556962025316
"FALSE POSITIVE",8780968,"K03653.01",1.936,-0.1792,0,1.43245170876672
"FALSE POSITIVE",6960446,"K03654.01",1.267,0.003832,-0.02594,0.136405940594059
"FALSE POSITIVE",8264097,"K03655.01",1.45,0,-0.3509,2.55582089552239
"FALSE POSITIVE",6312521,"K03656.01",0.1994,0.05131,-0.06053,2.50386266094421
"FALSE POSITIVE",4579321,"K03657.01",1.056,-0.109,0,2.60539772727273
"FALSE POSITIVE",1575690,"K03658.01",0.7408,-0.003255,-0.002074,0.575740740740741
"FALSE POSITIVE",4386047,"K03659.01",1.453,0.1916,0.02332,-1.01540419161677
"FALSE POSITIVE",5103998,"K03660.01",47.42,0.01837,0.03087,-2.35
"FALSE POSITIVE",7910148,"K03661.01",2.123,0.02607,0.06524,-24.3829160530191
"FALSE POSITIVE",12459731,"K03662.01",6.837,-0.03958,0.06573,-1.12612648221344
"CANDIDATE",12735740,"K03663.01",-29.14,0.000304,2.971e-05,0.158103207810321
"FALSE POSITIVE",4678875,"K03664.01",0.9321,0,-5.989,1.18534918276374
"FALSE POSITIVE",7812175,"K03665.01",7.356,0.01284,-0.04045,-6.4672131147541
"FALSE POSITIVE",7708193,"K03666.01",3.971,0.03028,0.02295,-2.76754270696452
"FALSE POSITIVE",11200767,"K03667.01",1.244,0,0.002368,95.0614035087719
"FALSE POSITIVE",8589731,"K03668.01",1.662,-0.02475,0.02423,11.2668918918919
"FALSE POSITIVE",4356766,"K03669.01",0.8736,-0.6763,-0.7368,68.2215568862275
"FALSE POSITIVE",2167890,"K03670.01",1.327,-0.0101,0.004302,14.4845070422535
"FALSE POSITIVE",10383696,"K03671.01",3.891,-0.068,-0.05636,-1.00097402597403
"FALSE POSITIVE",9777090,"K03672.01",2.729,-0.1598,0.2807,-0.64438622754491
"FALSE POSITIVE",11455484,"K03673.01",3.139,0.04045,0.02081,-25.8766328011611
"FALSE POSITIVE",2446623,"K03674.01",104.3,-0.003732,0.004554,-2.3178417266187
"FALSE POSITIVE",9596089,"K03675.01",-4.499,-0.04059,-0.3037,-0.0979165424739195
"FALSE POSITIVE",5738506,"K03676.01",3.821,-0.01023,-0.2902,-2.33615279672578
"FALSE POSITIVE",3340313,"K03677.01",15.52,2.929e-05,0.08242,-0.293024523160763
"CANDIDATE",4150804,"K03678.01",54.35,-0.0003284,6.803e-05,6.05965417867435
"FALSE POSITIVE",5021174,"K03679.01",2.021,-0.006762,-0.1372,2.8450146627566
"CANDIDATE",9025971,"K03680.01",40.59,0.001324,-0.0004517,-0.248184480234261
"CANDIDATE",2581316,"K03681.01",30.77,0.0001168,-6.196e-05,0.319620786516854
"CANDIDATE",2581316,"K03681.02",5.204,3.438e-05,-0.000105,0.708564231738035
"FALSE POSITIVE",8621353,"K03682.01",5.071,-0.07227,0.03343,8.27444751381215
"CANDIDATE",10795103,"K03683.01",2.248,6.559e-05,-3.199e-05,-1.49895561357702
"FALSE POSITIVE",9394601,"K03684.01",0.4227,0,-0.00103,0.481997041420118
"FALSE POSITIVE",8494410,"K03685.01",83.11,-0.0001308,-0.000619,-0.438654390934844
"CANDIDATE",8494410,"K03685.02",3.385,-9.808e-05,0.0001188,-0.36274
"FALSE POSITIVE",9719636,"K03686.01",1.69,-0.007844,0.05656,-3.68515406162465
"FALSE POSITIVE",2452440,"K03687.01",4.051,0.01522,0.01719,1.09465240641711
"FALSE POSITIVE",5020034,"K03688.01",1.056,0.06269,0.05831,-2.27777777777778
"CANDIDATE",7017372,"K03689.01",0.7221,-0.0003154,-0.0001846,-0.339701492537313
"FALSE POSITIVE",9715939,"K03690.01",4.58,0.0008159,0.004078,-0.128876967095851
"FALSE POSITIVE",4751083,"K03691.01",2.303,0.002191,-0.06506,-1.57304860088365
"CANDIDATE",5903301,"K03692.01",0.3063,0.006027,-0.0005566,-1.12874818049491
"FALSE POSITIVE",7695087,"K03693.01",2.021,-0.1031,0.04132,103.317910447761
"FALSE POSITIVE",6200709,"K03694.01",1.859,0.03166,-0.003616,-1.90781710914454
"FALSE POSITIVE",8043052,"K03695.01",1.101,-0.0002191,0.0004491,-1.51747430249633
"FALSE POSITIVE",5435816,"K03696.01",46.78,0.000931,-0.001154,-2.35982905982906
"FALSE POSITIVE",8559589,"K03697.01",88.32,-0.0001457,0.0006492,0.715894886363636
"FALSE POSITIVE",4372765,"K03698.01",10.49,0.07274,0,-1.61554140127389
"FALSE POSITIVE",2438490,"K03699.01",1.651,-0.03486,-0.001798,1.60887978142076
"FALSE POSITIVE",3838496,"K03700.01",-0.7288,-0.3604,0.01921,0.456763485477178
"FALSE POSITIVE",6470521,"K03701.01",1.035,0.08447,0,-32.0729927007299
"FALSE POSITIVE",2449090,"K03702.01",2.475,0.03719,-0.06332,-11.2386167146974
"FALSE POSITIVE",5652260,"K03703.01",0.3063,-0.02725,-0.01955,1.09401947148818
"FALSE POSITIVE",2569494,"K03704.01",0.7672,0,0,-0.530539358600583
"FALSE POSITIVE",6470516,"K03705.01",1.042,0,0,-0.958758815232722
"FALSE POSITIVE",7770471,"K03706.01",0.5953,0,0,-0.0467304860088365
"FALSE POSITIVE",5130380,"K03707.01",9.202,-0.01259,-0.01609,-0.483737517831669
"FALSE POSITIVE",6314173,"K03708.01",0.7113,0,0,-0.735572715572716
"FALSE POSITIVE",2576107,"K03709.01",56.4,0.01375,0.02566,-0.0422156862745098
"FALSE POSITIVE",9532421,"K03710.01",2.15,0.003829,-0.029,0.246111929307806
"FALSE POSITIVE",5653849,"K03711.01",8.957,0.07095,-0.04754,-24.9937888198758
"FALSE POSITIVE",2437060,"K03712.01",1.601,0,0.009735,-1.14461538461538
"FALSE POSITIVE",8127648,"K03713.01",0.3938,-0.1143,-0.07658,-0.226713091922006
"FALSE POSITIVE",11564013,"K03714.01",0.988,-0.003379,0.003864,1.63135215453195
"FALSE POSITIVE",4937143,"K03715.01",6.246,-0.006261,-0.01008,-0.55125348189415
"FALSE POSITIVE",8719324,"K03716.01",0.2438,-0.0001217,6.79e-05,1.69658792650919
"FALSE POSITIVE",8719324,"K03716.02",0.9536,0.0002352,1.914e-05,-1.82076923076923
"FALSE POSITIVE",11241814,"K03717.01",81.16,0.002367,-0.002535,-1.42092696629213
"FALSE POSITIVE",5036537,"K03718.01",-0.1469,-0.1958,-0.3866,15.655737704918
"FALSE POSITIVE",9837083,"K03719.01",0.3109,0.008463,0.007381,-9.35506419400856
"FALSE POSITIVE",10735331,"K03720.01",8.623,5.99e-05,-0.00028,-2.14013921113689
"FALSE POSITIVE",7763269,"K03721.01",4.262,-0.0001919,7.07e-06,-1.40620384047267
"FALSE POSITIVE",8365739,"K03722.01",1.192,0.002515,-0.001076,-0.355029850746269
"FALSE POSITIVE",5471606,"K03723.01",0.492,0,0,149.198855507868
"FALSE POSITIVE",11200405,"K03724.01",2.343,0.004509,-0.000631,1.93009900990099
"FALSE POSITIVE",3459199,"K03725.01",0.55,-0.00016,-8.684e-05,1.10481707317073
"FALSE POSITIVE",6973796,"K03726.01",4.471,0.03271,0.009906,-1.89419263456091
"CANDIDATE",7515679,"K03728.01",3.417,8.477e-05,3.398e-05,0.408737446197991
"FALSE POSITIVE",9674592,"K03729.01",3.688,-0.09875,0.111,44.3040345821326
"FALSE POSITIVE",9674592,"K03729.02",-1.601,-0.08024,0.1016,43.1918194640338
"FALSE POSITIVE",10879213,"K03730.01",0.256,-0.7809,-1.709,2.11613832853026
"FALSE POSITIVE",5650314,"K03731.01",0.2604,-0.01899,0.05467,3.01802426343154
"FALSE POSITIVE",8302302,"K03732.01",0.5682,0,0,-67.2472067039106
"FALSE POSITIVE",9655858,"K03733.01",10.38,0.03346,0.3247,14.6558867362146
"FALSE POSITIVE",10275880,"K03734.01",4.877,-0.542,0.2879,0
"FALSE POSITIVE",2166200,"K03735.01",4.906,0.01973,0.01143,-0.99384066587396
"FALSE POSITIVE",3547315,"K03736.01",0.3173,-0.0006728,-0.01385,-0.873796296296296
"FALSE POSITIVE",6933781,"K03737.01",-25.53,0.002643,0.003565,-4.95658436213992
"FALSE POSITIVE",5478083,"K03738.01",9.545,-0.2139,0.392,28.2150395778364
"FALSE POSITIVE",10857342,"K03739.01",1.21,0.0007223,0,0.805221893491124
"FALSE POSITIVE",5215700,"K03740.01",0.2395,-0.03554,0,-0.459049034175334
"FALSE POSITIVE",8780959,"K03741.01",0.6675,0,0,115.984285714286
"FALSE POSITIVE",8780959,"K03741.02",-0.9188,0,0,-1.62497354497354
"CANDIDATE",8780959,"K03741.03",3.147,0,0,-0.844054545454545
"FALSE POSITIVE",8780959,"K03741.04",12.67,0,0,6.87830357142857
"FALSE POSITIVE",5565486,"K03742.01",0.6811,0.1604,0.113,-0.855320699708455
"FALSE POSITIVE",4935914,"K03743.01",1.743,0.04622,-0.001214,-4.01112759643917
"FALSE POSITIVE",11303811,"K03744.01",0.9157,0.003758,0.009215,0.201029411764706
"FALSE POSITIVE",2437783,"K03745.01",3.75,-0.02408,0.0251,22.2387387387387
"FALSE POSITIVE",12062660,"K03746.01",1.465,0.0121,0.01474,-23.6350267379679
"FALSE POSITIVE",9777087,"K03747.01",2.733,-0.151,0.1519,51.5060080106809
"FALSE POSITIVE",4247807,"K03748.01",0.5043,0.09282,0.04681,-38.2542857142857
"FALSE POSITIVE",11547869,"K03749.01",6.281,0.002796,0.01141,-3.04410540915395
"FALSE POSITIVE",7700590,"K03750.01",0.7563,0,0,0
"FALSE POSITIVE",9053086,"K03751.01",0.6406,0,-0.001871,-3.00764563106796
"FALSE POSITIVE",6314185,"K03752.01",0.9145,0.01059,0.04548,-62.1902017291066
"FALSE POSITIVE",8620561,"K03753.01",0.3906,0,0,-0.88201166180758
"FALSE POSITIVE",8937019,"K03754.01",3.757,0.01749,-0.05765,-10.4969476744186
"FALSE POSITIVE",9896435,"K03755.01",9.165,0.02627,-0.02809,-8.01706629055007
"FALSE POSITIVE",10352938,"K03756.01",2.991,0.005809,-0.003492,0.522645803698435
"FALSE POSITIVE",6863161,"K03757.01",-0.2917,0.0006898,0,-1.23523744911805
"FALSE POSITIVE",7840035,"K03758.01",2.705,0.007517,-0.01904,2.16434010152284
"FALSE POSITIVE",8543279,"K03759.01",3.834,0,0,-79.3678321678322
"FALSE POSITIVE",8047283,"K03760.01",0.3875,0,0,66.8818443804035
"FALSE POSITIVE",8308347,"K03761.01",2.173,0.01131,0.003808,-1.11725
"CANDIDATE",11518142,"K03762.01",58.41,-0.001891,0.00617,0.166023952095808
"FALSE POSITIVE",3114667,"K03763.01",0.4448,0,0.3618,-1.53631647211414
"FALSE POSITIVE",3344427,"K03764.01",0.325,0,0,2.67380607814761
"FALSE POSITIVE",12109845,"K03765.01",0.4222,-0.009077,-0.003774,-0.700662739322533
"FALSE POSITIVE",8323764,"K03767.01",4.173,-0.00762,-0.007325,0.443313696612666
"FALSE POSITIVE",5360082,"K03768.01",5.674,0.0008144,-0.00146,-1.11793205317578
"FALSE POSITIVE",6543683,"K03769.01",0.3678,0,0,0
"CANDIDATE",5008245,"K03770.01",1.208,-0.001053,-0.001532,5.48355167394469
"CANDIDATE",10555365,"K03771.01",2.895,0.004678,0.005007,0.882229038854806
"FALSE POSITIVE",5481426,"K03772.01",1.667,-0.03096,0.01461,6.50333333333333
"FALSE POSITIVE",10268903,"K03773.01",0.55,0.02254,-0.02991,-5.44846153846154
"FALSE POSITIVE",7220320,"K03775.01",0.3792,0.003258,-0.01916,-2.80059435364042
"FALSE POSITIVE",9291378,"K03776.01",0.6294,0.006215,0,0
"FALSE POSITIVE",4075067,"K03777.01",13,4.912e-05,0.001479,-1.42903614457831
"FALSE POSITIVE",12405950,"K03778.01",1.584,0.0001106,0.0002033,0.470125786163522
"FALSE POSITIVE",5206233,"K03779.01",3.138,-0.01773,0.02514,59.2943722943723
"FALSE POSITIVE",6775985,"K03780.01",13.53,-0.005578,-0.004303,2.97755395683453
"FALSE POSITIVE",3324644,"K03781.01",1.703,0.000237,-0.0003002,-2.51343705799151
"FALSE POSITIVE",11357192,"K03782.01",137.5,-0.004738,0.001282,-0.385960784313725
"CANDIDATE",9533489,"K03783.01",-49.23,-8.115e-05,-0.0004686,-0.623481375358166
"FALSE POSITIVE",5688997,"K03784.01",8.474,0.0001404,0.0004486,-2.06533864541833
"FALSE POSITIVE",4073730,"K03785.01",0.9808,0,0.0001234,-137.935724962631
"FALSE POSITIVE",2854948,"K03786.01",0.4875,0.0001612,-7.945e-05,-0.719432132963989
"FALSE POSITIVE",7813039,"K03787.01",23.44,-0.0007813,-0.0004661,-0.0243584905660377
"FALSE POSITIVE",9405541,"K03788.01",5.555,0.01837,-0.01042,-109.056296296296
"FALSE POSITIVE",8906045,"K03789.01",1.244,0.0003488,0.0006403,-32.145703611457
"FALSE POSITIVE",7296094,"K03790.01",0.4438,-0.0005122,-0.0008867,-9.02549575070821
"CANDIDATE",5437945,"K03791.01",105.1,-0.001068,-7.707e-06,1.60232323232323
"CANDIDATE",5437945,"K03791.02",129.5,-0.0005352,-1.978e-05,1.77309210526316
"FALSE POSITIVE",12009347,"K03792.01",2.725,-0.004084,-0.00199,1.39945054945055
"FALSE POSITIVE",4037163,"K03793.01",0.3188,0.0006239,-0.1041,-0.0379752066115703
"CANDIDATE",12557548,"K03794.01",0.4036,-0.0007176,-6.577e-05,-0.681052631578947
"FALSE POSITIVE",3338660,"K03795.01",0.9468,1.186,-0.2701,-1.03490780141844
"FALSE POSITIVE",3338674,"K03796.01",0.9399,0.3048,0,-121.305676855895
"FALSE POSITIVE",5546277,"K03797.01",3.896,-0.003746,0.0179,19.876404494382
"FALSE POSITIVE",5475736,"K03798.01",1.493,0,-0.01524,-123.581845238095
"FALSE POSITIVE",9049673,"K03799.01",0.3313,-0.2306,0.2255,0
"FALSE POSITIVE",9593759,"K03800.01",1.248,-0.2068,0.3821,-1.5632625994695
"CANDIDATE",8827930,"K03801.01",98.91,-0.0007501,0.001063,-0.0381735419630156
"FALSE POSITIVE",5020044,"K03802.01",1.063,0,0,-83.4226190476191
"FALSE POSITIVE",6286155,"K03803.01",6.675,-0.05865,-0.06959,73.8953488372093
"FALSE POSITIVE",7831363,"K03804.01",1.402,-0.0006779,-7.936e-05,0.533109843081312
"FALSE POSITIVE",4663185,"K03805.01",11.91,0.03978,-0.01117,-56.7989056087551
"FALSE POSITIVE",5305471,"K03806.01",27.69,0.000582,0.0008004,-0.30420716112532
"FALSE POSITIVE",10581918,"K03807.01",0.901,0,0,2.00953757225434
"FALSE POSITIVE",3851949,"K03808.01",35.32,1.529e-05,3.356e-05,-0.119934226552984
"FALSE POSITIVE",9097892,"K03809.01",0.6947,-0.003235,0.007961,33.24682651622
"FALSE POSITIVE",5769943,"K03810.01",0.4094,0.004702,0.007025,-3.96686131386861
"CANDIDATE",4638237,"K03811.01",-9.825,-0.0003577,-0.001018,-0.988260427263479
"FALSE POSITIVE",6148271,"K03812.01",0.9067,-0.03295,0.005689,142.541229385307
"CANDIDATE",5386904,"K03813.01",2.45,-0.003327,-0.002288,26.4141935483871
"FALSE POSITIVE",2997178,"K03814.01",3.417,-0.003434,-0.02097,16.0088888888889
"CANDIDATE",6507433,"K03815.01",3.43,-0.002502,-0.001312,-0.698414634146341
"FALSE POSITIVE",7877818,"K03816.01",5.874,-0.04044,0.008865,0
"FALSE POSITIVE",5636642,"K03817.01",0.4616,0.00669,0.0005126,-1.44349344978166
"FALSE POSITIVE",6515722,"K03818.01",1.9,4.278e-05,-7.181e-05,0.314027149321267
"FALSE POSITIVE",5560831,"K03819.01",0.4427,0.005723,0.1039,0.0817202380952381
"FALSE POSITIVE",5305404,"K03820.01",27.69,0.00425,0.002581,-2.86456456456456
"FALSE POSITIVE",5956776,"K03821.01",0.2816,0.2517,0.03166,-2.63705882352941
"FALSE POSITIVE",8883727,"K03822.01",1.26,0.02449,-0.006212,-62.7386519944979
"CANDIDATE",4820550,"K03823.01",131.3,-0.0002983,-0.0002784,-1.54525462962963
"FALSE POSITIVE",6516874,"K03824.01",0.4792,-0.001577,-0.0007546,0.0320682492581602
"FALSE POSITIVE",5467113,"K03825.01",1.429,0.253,0,1.31852071005917
"FALSE POSITIVE",8240123,"K03826.01",1.137,0.07329,-0.009236,-164.092953523238
