"koi_disposition","kepid","kepoi_name","tce_incl","tce_slogg_prov","wst_depth","tce_albedo_stat","tce_fwm_prao","tce_ingress_sn"
"CANDIDATE",11360805,"K02422.01",87.94,26,65.85,1.575,-0.0005933,0.407199234632863
"CANDIDATE",11360805,"K02422.02",89.26,26,127.4,0.6321,4.946e-05,0.142934455802766
"CANDIDATE",9845898,"K02423.01",87.3,7,42.09,1.552,0.0004106,1.54001441961067
"CANDIDATE",12453581,"K02424.01",86.64,7,68.95,1.288,-0.000744,0.443529411764706
"FALSE POSITIVE",11922678,"K02425.01",62.37,7,3.972,0.4543,-0.000225,0.299960111687276
"CANDIDATE",8081899,"K02426.01",81.78,7,10.25,0.8798,4.942e-05,0.210738549200088
"FALSE POSITIVE",10189557,"K02427.01",78.35,7,30.73,0.8033,-0.002559,0.179612164882908
"FALSE POSITIVE",9965184,"K02428.01",84.57,7,518.6,3.021,-0.01732,2.09298183113644
"FALSE POSITIVE",9911882,"K02429.01",81.39,7,24.3,0.5901,-0.001925,0.147208821502412
"FALSE POSITIVE",3533469,"K02430.01",85.1,26,43.93,1.481,-0.0002397,0.381928625664389
"CANDIDATE",7047363,"K02432.01",88.98,7,140.2,0.845,0.0003383,0.192875536480687
"CANDIDATE",11968463,"K02433.01",78.2,7,36.29,1.551,-0.0001689,3.49843819723338
"CANDIDATE",11968463,"K02433.02",80.76,7,60.62,1.838,0.0001783,2.83006535947712
"CANDIDATE",11968463,"K02433.03",88.71,7,103.3,1.376,-0.0003072,0.344259699129058
"CANDIDATE",11968463,"K02433.04",87.88,7,74.53,1.031,-0.0003473,0.219202898550725
"FALSE POSITIVE",11968463,"K02433.05",86.8,7,34.81,0.4409,-0.001823,0.119799247176913
"FALSE POSITIVE",6864885,"K02434.01",87.02,7,534.4,2.418,0.005443,1.79123108129193
"CANDIDATE",5097868,"K02435.01",82.67,7,46.38,1.527,-0.0001857,0.389297815165323
"CANDIDATE",8570333,"K02436.01",89.17,7,162.7,2.091,-0.000623,0.92225237449118
"CANDIDATE",5036705,"K02437.01",76.66,26,23,1.075,-0.0002814,0.245997243134344
"FALSE POSITIVE",5078939,"K02438.01",58.88,7,163,3.038,-0.001862,1.48068426418942
"CANDIDATE",6867555,"K02439.01",80.13,7,31.63,1.359,-8.5e-06,0.434509803921569
"CANDIDATE",6867555,"K02439.02",82.13,7,46.33,0.8263,-0.0003436,0.156476365868631
"CANDIDATE",5339567,"K02440.01",82.86,26,38.68,0.9734,-5.338e-06,0.203780964797914
"FALSE POSITIVE",4459924,"K02441.01",77.07,18,13.97,1.312,0.006162,0.356602675974404
"CANDIDATE",11080405,"K02442.01",88.38,26,81,1.03,-0.0001114,0.272737103925597
"CANDIDATE",11080405,"K02442.02",85.99,26,68.34,0.7729,0.0001208,0.182137931034483
"CANDIDATE",9209624,"K02443.01",82.12,16,16.89,1.198,-0.0001825,0.269295193918309
"CANDIDATE",9209624,"K02443.02",86.73,16,19.42,0.8222,-4.888e-05,0.166643483099179
"CANDIDATE",3354846,"K02444.01",86.49,7,154.8,2.13,-0.000271,1.35726118166759
"CANDIDATE",6516185,"K02445.01",86.33,7,141.1,0.349,-0.000123,9.08794788273616
"FALSE POSITIVE",9850957,"K02446.01",78.29,5,35.31,1.497,-0.0002374,0.750090415913201
"FALSE POSITIVE",3946023,"K02447.01",59.63,5,9.629,0.9304,-0.00259,0.336608066184075
"CANDIDATE",5857540,"K02448.01",86.73,7,105.1,2.142,-0.0001606,1.23609802073516
"CANDIDATE",12208631,"K02449.01",88.34,26,136.4,2.405,-0.001348,1.3287386986809
"CANDIDATE",12208631,"K02449.02",87.77,26,19.71,0.2018,-0.0001367,0.0658381134480561
"CANDIDATE",7289317,"K02450.01",88.52,26,48.88,0.7174,0.0005095,0.167835169552153
"CANDIDATE",7289317,"K02450.02",84.43,26,26.14,0.6853,0.0001555,0.15189620758483
"FALSE POSITIVE",6500206,"K02451.01",88.5,26,432.4,0.7672,5.947e-06,0.172802404207363
"FALSE POSITIVE",5545815,"K02452.01",83.22,7,58.05,1.031,0.001451,0.196512122501063
"CANDIDATE",8631751,"K02453.01",87.28,42,25.49,1.426,-8.423e-05,0.443109884758968
"FALSE POSITIVE",11401822,"K02454.01",71.17,7,57.81,0.8835,7.349e-05,0.19592039800995
"FALSE POSITIVE",6507427,"K02455.01",86.77,7,31.23,1.2,-0.002108,0.289450686641698
"FALSE POSITIVE",5521300,"K02456.01",87.31,7,260.4,0.681,-0.01077,6.84317718940937
"CANDIDATE",9753154,"K02457.01",76.3,5,11.08,1.223,4.176e-05,0.414090368608799
"CANDIDATE",7604328,"K02458.01",87.53,7,33.51,0.7866,-0.0001163,0.21577398469688
"CANDIDATE",7604328,"K02458.02",82.82,7,45.84,0.9099,3.779e-05,0.219809189053477
"FALSE POSITIVE",8572936,"K02459.01",89.83,70,168800,0,0.1099,-2.917
"CANDIDATE",11236244,"K02460.01",86.38,7,84.19,0.9953,2.45e-05,0.240491958372753
"CANDIDATE",9837685,"K02461.01",87.51,7,98.91,1.743,-0.0006438,0.711006474396704
"CANDIDATE",5042210,"K02462.01",82.37,23,9.535,1.561,1.232e-05,0.588827274594373
"CANDIDATE",12454461,"K02463.01",81.07,23,12.63,1.624,-5.314e-05,0.408598776086615
"FALSE POSITIVE",9887224,"K02464.01",60.21,7,5.587,0.2532,0.0005409,0.311253020365896
"FALSE POSITIVE",7542369,"K02465.01",76.93,7,53.45,2.491,0.0002839,1.68764967499145
"CANDIDATE",8544992,"K02466.01",83.83,7,23.44,0.8777,0.0001348,0.256374378109453
"CANDIDATE",8544992,"K02466.02",85.14,7,52.14,2.163,7.998e-05,0.703624161073826
"CANDIDATE",11818607,"K02467.01",69.95,7,23.98,1.737,0.0001013,1.42042288149484
"CANDIDATE",8380709,"K02468.01",87.81,7,68.1,1.107,0.0003385,0.235895032802249
"CANDIDATE",6149910,"K02469.01",89.16,26,135.9,2.486,0.0002314,2.14652567975831
"FALSE POSITIVE",9108085,"K02470.01",69.58,26,-0.6839,0,0.0001488,0.323667252489748
"CANDIDATE",5436013,"K02471.01",87.69,26,37.9,1.219,-0.0002302,0.301042654028436
"CANDIDATE",9395719,"K02472.01",81.87,7,25.87,0.8379,0.0001325,0.288902414282816
"CANDIDATE",8753896,"K02473.01",81.36,26,59.99,0.9374,1.982e-05,0.238876732312181
"FALSE POSITIVE",8746295,"K02475.01",83.72,7,36.88,1.397,-0.01737,0.357336588011934
"FALSE POSITIVE",10090257,"K02476.01",80.42,7,35.79,0.8256,0.009221,0.247794309579744
"CANDIDATE",6846911,"K02477.01",88.87,7,51.34,0.9068,0.0004183,0.19181265641759
"FALSE POSITIVE",5385439,"K02478.01",51.12,7,118.8,2.74,1.459e-05,4.83933274802458
"CANDIDATE",5963582,"K02479.01",87.88,23,15.55,1.13,-8.057e-06,0.324811732065002
"CANDIDATE",8189801,"K02480.01",86.23,54,103.9,0.7584,0.0001694,0.383650519031142
"CANDIDATE",11403389,"K02482.01",89.02,7,72.93,1.031,-0.0001295,0.247204399633364
"CANDIDATE",9851662,"K02483.01",86.5,7,52.47,0.9921,-0.0001734,0.210775862068966
"CANDIDATE",10453588,"K02484.01",88.69,23,35.33,1.745,0.0001066,0.467365412101001
"CANDIDATE",11125613,"K02485.01",81.57,26,40.88,0.9748,0.0001562,0.264186633039092
"CANDIDATE",11125613,"K02485.02",86.93,26,87.44,0.7553,0.0001837,0.189651741293532
"CANDIDATE",11125613,"K02485.03",84.21,26,91.06,0.9777,-8.997e-05,0.233572095920274
"CANDIDATE",8074328,"K02486.01",86.13,13,16.11,1.205,-3.998e-05,0.282640144665461
"CANDIDATE",7212184,"K02487.01",87.02,26,44.56,1.822,-2.67e-05,0.961585782638414
"CANDIDATE",8559152,"K02488.01",83.03,23,17.94,1.947,3.901e-05,0.742635919878808
"CANDIDATE",2718778,"K02489.01",76.71,7,35.34,1.346,0.0002873,0.664159581425768
"CANDIDATE",3122913,"K02490.01",87.25,18,156.8,2.04,-9.577e-05,0.588032786885246
"CANDIDATE",9229657,"K02491.01",77.47,7,28.67,1.184,0.0004121,0.3512252042007
"CANDIDATE",11752632,"K02492.01",57.24,26,4.065,-1.042,-1.797e-05,0.20305845915602
"CANDIDATE",10028535,"K02493.01",79.14,7,16.35,-0.167,-0.0002461,0.534866245867147
"CANDIDATE",7047207,"K02494.01",85.44,26,35.97,1.703,-5.267e-05,0.551974110032363
"FALSE POSITIVE",5212220,"K02495.01",73.61,5,22.24,-2.039,0.0001808,0.432793522267206
"FALSE POSITIVE",9964748,"K02496.01",73.22,7,15.46,0.5548,-0.0007289,0.143313689936537
"CANDIDATE",11179076,"K02497.01",88.46,26,213.8,2.882,0.0009347,1.60549089823933
"CANDIDATE",5959719,"K02498.01",83.52,16,18.52,0.8379,0.000147,0.182862665091807
"CANDIDATE",5959719,"K02498.02",86.15,16,16.58,0.7033,2.22e-05,0.158333333333333
"FALSE POSITIVE",5544903,"K02499.01",83.92,7,95.89,1.542,-0.003167,0.478271028037383
"FALSE POSITIVE",10407054,"K02500.01",79.17,13,0,0,9.641e-05,0.229263157894737
"FALSE POSITIVE",5542983,"K02501.01",85.59,5,48.28,1.066,-0.0001883,0.243742177722153
"CANDIDATE",8631504,"K02503.01",80.47,48,11.45,0.7676,-0.0001364,12.3672456575682
"CANDIDATE",8110767,"K02504.01",86.82,7,130.2,2.038,7.078e-05,1.26572479194891
"FALSE POSITIVE",5471574,"K02505.01",49.95,5,8.838,-2.921,-0.0001449,0.415322580645161
"CANDIDATE",6767840,"K02506.01",85.1,7,52.05,1.519,0.0002644,0.401207547169811
"CANDIDATE",8379705,"K02507.01",83.51,7,63.1,1.634,-0.0008727,1.45528455284553
"FALSE POSITIVE",8836888,"K02508.01",87.14,7,81.68,0.9065,0.0002166,0.196684919342904
"CANDIDATE",9880190,"K02509.01",82.06,26,23.66,0.8999,-0.0002004,0.229174519411986
"FALSE POSITIVE",5392702,"K02510.01",74.75,7,111.1,2.898,-0.00972,3.12685827552032
"FALSE POSITIVE",8429566,"K02511.01",81.3,7,61.09,0.9774,-0.003223,0.193780811528252
"CANDIDATE",9574158,"K02512.01",87.92,7,129.1,1.775,-0.001047,7.0306905370844
"CANDIDATE",9653622,"K02513.01",87.71,7,51.98,0.3799,0.0002337,7.39038304808476
"FALSE POSITIVE",4391348,"K02514.01",72.67,7,15.4,0.5294,-0.002452,0.156429422597768
"CANDIDATE",7294743,"K02516.01",71.09,26,4.259,0.2897,-1.306e-05,0.284629981024668
"CANDIDATE",8947520,"K02517.01",69.42,26,12.64,0.5216,-5.486e-05,0.283133271775931
"FALSE POSITIVE",5529738,"K02518.01",87.38,7,9.853,0.2919,0.0002561,0.0752072072072072
"CANDIDATE",4047631,"K02519.01",89.88,18,37.39,0.4615,0.0003057,0.138843494657448
"CANDIDATE",10059645,"K02520.01",87.68,7,86.57,0.5761,0.000225,0.155482139169936
"CANDIDATE",7183745,"K02521.01",87.48,26,134.3,3.033,0.0004141,1.43373913043478
"CANDIDATE",7183745,"K02521.02",84.36,26,55.56,0.8509,0.0006545,0.213107731848362
"CANDIDATE",9177629,"K02522.01",87.24,32,23.36,1.035,0.0002709,0.265043846386453
"CANDIDATE",7778767,"K02523.01",86,26,113.9,1.253,-0.00025,0.45738669126975
"CANDIDATE",7778767,"K02523.02",78.01,26,80.65,0.5378,-0.0002912,0.116493416493416
"CANDIDATE",7515762,"K02524.01",88.58,26,61.49,0.9295,0.0001299,0.203272450532724
"CANDIDATE",5942949,"K02525.01",88.84,7,186.8,2.066,-0.001268,0.789492037661281
"CANDIDATE",7879433,"K02527.01",74.52,42,9.558,0.7188,-7.389e-05,0.207895445971436
"CANDIDATE",9205907,"K02528.01",88.67,7,89.55,1.414,-0.0008737,0.372655909289141
"CANDIDATE",8463346,"K02529.01",86.49,71,180.2,2.827,-0.0002145,1.88810137457045
"CANDIDATE",8463346,"K02529.02",89.51,71,313.9,0.6345,-0.0007886,0.174201787994891
"CANDIDATE",9011825,"K02530.01",87.63,26,28,1.393,0.0001836,0.444657863145258
"CANDIDATE",4172746,"K02531.01",86.1,7,128.8,1.098,-0.000685,10.7414215686274
"CANDIDATE",5174858,"K02532.01",88.95,7,62.07,0.8077,0.0005564,0.211660929432014
"CANDIDATE",11074835,"K02533.01",68.32,16,11.3,0.8225,3.897e-05,0.645567743848206
"CANDIDATE",1996180,"K02534.01",75.6,16,16.48,1.247,-4.415e-06,0.329718801690866
"CANDIDATE",1996180,"K02534.02",82.66,16,17.36,0.8068,-3.056e-05,0.162541464659352
"CANDIDATE",9635606,"K02535.01",89.67,26,84.13,0.4946,-4.599e-05,0.137067456577353
"CANDIDATE",3728701,"K02536.01",88.6,7,58.19,1.698,-0.0003031,0.625241645954156
"CANDIDATE",1849702,"K02538.01",88.28,32,69.35,2.253,5.235e-05,9.93403693931398
"FALSE POSITIVE",7289162,"K02539.01",70.91,7,13.36,0.2577,0.0008992,7.72527472527473
"FALSE POSITIVE",3001885,"K02540.01",64.8,7,73.17,0.3484,0.003057,8.07065217391304
"CANDIDATE",12306058,"K02541.01",78.71,16,6.84,0.567,-2.704e-05,0.374047066622473
"CANDIDATE",12306058,"K02541.02",81.65,16,22.02,1.879,-2.054e-06,0.785255675303829
"CANDIDATE",6183511,"K02542.01",85.59,42,30.45,0.7584,-0.0002848,0.230245746691871
"CANDIDATE",12469800,"K02543.01",74.65,26,41.37,0.4811,6.487e-05,0.231788079470199
"CANDIDATE",8676148,"K02544.01",88.28,7,127.9,1.451,0.0003172,0.451593433124095
"CANDIDATE",9696358,"K02545.01",57.65,0,7.745,2.311,5.447e-06,2.39012738853503
"FALSE POSITIVE",5039129,"K02546.01",64.67,7,13.74,0.8008,0.000923,0.234754349072835
"CANDIDATE",4484336,"K02547.01",85.96,7,37.33,1.269,0.0002038,0.278050230346262
"CANDIDATE",9580167,"K02548.01",86.43,72,16.56,0,6.549e-05,0.248064702484113
"FALSE POSITIVE",10679583,"K02549.01",78.94,7,26.24,0.7509,-0.0004547,0.17705223880597
"CANDIDATE",11622985,"K02550.01",86.1,7,89.68,1.928,-0.0001028,1.32228092548734
"CANDIDATE",11361283,"K02551.01",83.83,7,100.5,0.3381,0.0004456,7.42857142857143
"CANDIDATE",8757824,"K02552.01",86,26,23.16,1.273,0.0001116,0.302923076923077
"CANDIDATE",9832208,"K02553.01",89.41,26,131.6,1.105,-0.002147,0.33238255033557
"CANDIDATE",10471621,"K02554.01",87.33,7,96.54,0.7566,-0.0001649,0.162443438914027
"CANDIDATE",10471621,"K02554.02",89.53,7,219,0.8561,0.0004706,0.176966292134831
"CANDIDATE",5350244,"K02555.01",77.26,23,15.7,2.295,-2.581e-05,3.05580357142857
"CANDIDATE",5374403,"K02556.01",88.74,32,45.67,0.9362,-3.669e-05,0.211001788908766
"FALSE POSITIVE",10925113,"K02557.01",86.55,7,32.89,0.9013,0.001376,0.226467847157502
"FALSE POSITIVE",5307858,"K02558.01",38.66,7,19.58,0.3479,0.01598,18.488219895288
"CANDIDATE",6605493,"K02559.01",84.48,48,15.61,1.197,0.0001668,0.276086956521739
"CANDIDATE",4670217,"K02560.01",84.16,7,92.01,0.8557,-0.00045,8.84587020648968
"CANDIDATE",7259298,"K02561.01",79.96,7,16.53,1.242,-4.112e-05,0.272829046898638
"FALSE POSITIVE",10415227,"K02562.01",70.75,7,38.43,1.247,-0.0009128,0.295883361921098
"CANDIDATE",5175024,"K02563.01",85.9,7,38.01,1.754,4.799e-05,0.509896447765107
"CANDIDATE",5175024,"K02563.02",80.05,7,15.94,0.8698,6.902e-05,0.162630890052356
"CANDIDATE",9026749,"K02564.01",88.52,26,39.23,1.266,5.631e-05,0.410901252309587
"CANDIDATE",9026749,"K02564.02",84.82,26,17.79,0.751,-0.0001321,0.180731150038081
"FALSE POSITIVE",12216278,"K02565.01",64,7,11.99,0.6086,-0.03854,0.430390373583322
"FALSE POSITIVE",9159242,"K02566.01",58.39,7,7.63,1.075,-0.0001697,0.571544847794237
"FALSE POSITIVE",9842937,"K02567.01",52.06,7,24.51,1.864,-0.001058,2.88498556304139
"FALSE POSITIVE",6525185,"K02568.01",44.53,7,21.9,0.3904,-0.0007053,10.0689259046525
"CANDIDATE",8247770,"K02569.01",84.06,26,33.97,1.194,0.000273,0.278688524590164
"FALSE POSITIVE",10812504,"K02570.01",89.67,54,249.8,1.3,-0.0007124,0.266312762663128
"CANDIDATE",6867588,"K02571.01",70.61,26,6.042,-0.1462,-2.627e-05,0.209064885496183
"CANDIDATE",7501646,"K02572.01",78.81,7,47.49,0.3598,0.0005555,8.50028296547821
"CANDIDATE",8256453,"K02573.01",76.53,7,57.03,1.07,-0.000809,1.43465577596266
"FALSE POSITIVE",9474493,"K02574.01",53.65,7,7.368,-0.9697,-0.0003784,0.235349054401121
"FALSE POSITIVE",4551663,"K02576.01",88.53,7,21,0.6266,0.000964,0.148881709741551
"CANDIDATE",12257999,"K02577.01",87.78,26,89.2,1.19,-4.243e-05,0.988918609094383
"CANDIDATE",6922203,"K02578.01",88.26,7,100.4,1.829,-0.0006519,0.744881527490223
"CANDIDATE",9896018,"K02579.01",73.59,26,15.94,0.9504,-2.799e-06,0.310679611650485
"CANDIDATE",9896018,"K02579.02",80.39,26,41.11,0.7617,4.908e-06,0.159514265503419
"CANDIDATE",9896018,"K02579.03",85.93,26,30.59,0.6336,-0.0002675,0.135103734439834
"CANDIDATE",11037511,"K02580.01",82.31,7,50.24,0.8207,-8.267e-05,0.195589770354906
"CANDIDATE",11818872,"K02581.01",86.38,32,32.05,1.058,7.12e-05,0.231233703856182
"CANDIDATE",11771430,"K02582.01",88.32,48,48.8,1.593,0.0001915,0.396777206912658
"CANDIDATE",10387742,"K02583.01",81.23,23,6.676,0.9605,3.337e-05,0.236126266562744
"FALSE POSITIVE",10387742,"K02583.02",89.84,23,100.1,0.5302,0.0001992,0.104663212435233
"CANDIDATE",7673841,"K02585.01",81.47,23,8.709,1.041,1.231e-05,0.259669708822251
"CANDIDATE",7673841,"K02585.02",87.95,23,17.53,0.721,6.675e-05,0.152114390021296
"CANDIDATE",7673841,"K02585.03",83.1,23,6.157,0.6349,-0.0001114,0.170283806343907
"CANDIDATE",9827149,"K02586.01",78.16,7,14.1,0.4834,-0.0001431,0.248156039993444
"CANDIDATE",5546691,"K02587.01",80.36,7,31.41,1.589,-2.867e-05,0.47158273381295
"CANDIDATE",12156347,"K02588.01",84.03,42,77.63,1.649,0.0002674,0.397393648891552
"CANDIDATE",10468885,"K02589.01",83.56,7,31.06,0.4932,-0.0002319,0.239901477832512
"FALSE POSITIVE",5513897,"K02591.01",44.57,7,9.751,0.6105,0.0002162,0.320804020100503
"CANDIDATE",6765135,"K02592.01",89.65,7,100,1.008,0.0005761,0.217130214917826
"CANDIDATE",8212002,"K02593.01",84.16,23,13.24,1.764,3.55e-05,0.433004746257758
"CANDIDATE",8212002,"K02593.02",79.29,23,11.06,1.612,1.831e-05,0.351636461996213
"CANDIDATE",8004903,"K02594.01",87.04,7,71.34,0.7615,9.942e-05,0.161558669001751
"CANDIDATE",8883329,"K02595.01",83.25,16,14.59,1.46,8.048e-06,0.338078874161348
"CANDIDATE",8883329,"K02595.02",84.44,16,22.48,1.572,0.0002677,0.341722375147464
"FALSE POSITIVE",3644653,"K02596.01",85.1,7,947.6,0.6184,0.00374,19.8268062556546
"CANDIDATE",12120307,"K02597.01",84.57,7,23.45,0.952,-0.0001103,0.219578827546955
"CANDIDATE",12120307,"K02597.02",82.72,7,15.67,0.8182,-8.166e-05,0.204239346434091
"CANDIDATE",12120307,"K02597.03",85.95,7,37.75,1.004,-0.000374,0.209954337899543
"CANDIDATE",7446631,"K02598.01",87.63,7,40.21,1.264,-0.0004208,0.300340272217774
"FALSE POSITIVE",10664416,"K02599.01",50.22,7,65.56,1.524,-6.913e-05,35.9794193311283
"FALSE POSITIVE",9777251,"K02600.01",49.43,7,13,0.349,-0.0003336,0.510867761738842
"FALSE POSITIVE",7531677,"K02601.01",67.18,26,8.36,1.033,3.078e-05,0.375614366729679
"CANDIDATE",10068659,"K02602.01",87.23,26,51.2,0.7688,-0.0002222,0.167676123685049
"CANDIDATE",2443393,"K02603.01",88.15,23,32.79,2.295,-0.0002187,0.770574646260468
"CANDIDATE",9019191,"K02604.01",85.97,7,84.35,0.3206,-0.0002265,8.06937172774869
"FALSE POSITIVE",10407221,"K02605.01",62.43,7,47.71,0.8969,0.0004368,0.281161514013291
"CANDIDATE",5095635,"K02607.01",77.08,26,13.79,-1.197,-0.0001443,0.530619796484736
"CANDIDATE",6269070,"K02608.01",71.37,13,7.845,0.4399,1.141e-05,0.348304513810914
"FALSE POSITIVE",6705137,"K02609.01",85.74,7,32.87,0.819,-0.0003059,0.172732524552282
"CANDIDATE",2305866,"K02610.01",78.35,13,34.03,1.238,-5.244e-05,2.57930665238924
"CANDIDATE",2305866,"K02610.02",86.9,13,34.48,1.125,4.28e-05,1.92270138323841
"FALSE POSITIVE",8885673,"K02611.01",89.49,7,40.08,0.5201,-0.00455,0.202533039647577
"CANDIDATE",9602613,"K02612.01",81.34,26,5.357,1.123,4.063e-06,0.278757375911142
"CANDIDATE",9602613,"K02612.02",85.9,26,6.043,0.8562,3.723e-05,0.21156462585034
"CANDIDATE",9712350,"K02613.01",88.96,7,182.9,2.103,-0.0001767,1.26423499930391
"CANDIDATE",5807769,"K02614.01",85.15,18,26.47,0.788,0,0.178995115143057
"CANDIDATE",8025596,"K02615.01",80.6,7,34.35,1.059,5.152e-05,0.257475605917532
"FALSE POSITIVE",5956787,"K02616.01",74.09,13,11.5,0.6951,0.001557,0.246612740141557
"CANDIDATE",4915638,"K02617.01",85.77,7,61.61,0.8087,-0.0001065,0.183876651982379
"FALSE POSITIVE",6351097,"K02618.01",86.62,7,26.25,1.081,0.001178,0.265531809145129
"CANDIDATE",8081905,"K02619.01",80.14,7,44.25,0.9311,8.492e-05,0.234711505240124
"CANDIDATE",11465950,"K02620.01",87.57,7,123.1,1.363,-0.0002615,0.317892052698683
"FALSE POSITIVE",9996632,"K02621.01",83.7,7,63.37,1.55,-0.001323,0.498432174505794
"FALSE POSITIVE",10527135,"K02622.01",78.29,7,107.3,1.215,-2.691e-05,0.322643469228772
"CANDIDATE",10916600,"K02623.01",81.52,5,15.4,1.192,7.159e-05,0.250281341435967
"CANDIDATE",10916600,"K02623.02",79.47,5,10.46,1.077,1.873e-05,0.237354838709677
"CANDIDATE",8429314,"K02624.01",89.74,26,186.7,1.024,-0.0007859,0.228042843232717
"CANDIDATE",9153570,"K02625.01",82.31,7,66.42,0.8684,0.000376,0.193214729002896
"CANDIDATE",11768142,"K02626.01",88.65,42,129.3,2.045,-0.002383,1.02038486627528
"CANDIDATE",6124512,"K02627.01",80.77,58,13.97,0.827,5.159e-05,0.276559714795009
"CANDIDATE",10070468,"K02628.01",68.33,26,6.28,0.1695,3.278e-05,0.190332326283988
"FALSE POSITIVE",10031656,"K02629.01",77.97,7,95.29,2.246,-0.002437,1.11156842569455
"CANDIDATE",7584650,"K02631.01",87.23,26,31.33,2.3,-7.633e-05,0.772489021107806
"CANDIDATE",11337566,"K02632.01",70.34,23,4.372,1.083,4.375e-06,1.43297556519753
"FALSE POSITIVE",11769801,"K02633.01",42.9,5,26.96,1.272,4.904e-05,29.9813258636788
"CANDIDATE",1995519,"K02634.01",88.04,7,161.6,1.419,-0.0001855,0.324685030963058
"CANDIDATE",4914566,"K02635.01",85.79,23,9.778,1.155,5.738e-05,0.342615683014685
"CANDIDATE",6198182,"K02636.01",78.15,23,9.586,1.471,-2.188e-06,0.326770496620629
"CANDIDATE",9574179,"K02637.01",76.86,26,26.42,0.7226,0.0002211,0.159252823631625
"CANDIDATE",6211812,"K02638.01",83.33,7,35.46,0.7264,5.929e-05,0.178154459753445
"CANDIDATE",11391755,"K02639.01",85.9,7,91.42,1.428,0.0007543,0.51041819515774
"CANDIDATE",8894646,"K02641.01",75.94,7,3.081,0.4565,5.418e-05,0.208974731338949
"CANDIDATE",6933567,"K02643.01",83.72,7,26.59,0.7704,4.613e-05,0.196905940594059
"FALSE POSITIVE",9993529,"K02644.01",69.92,7,25.68,0.5724,-0.0003129,0.355989583333333
"FALSE POSITIVE",11303815,"K02645.01",68.71,7,13.31,-0.1079,0.001141,0.241783671346854
"FALSE POSITIVE",6044553,"K02646.01",79.87,7,14.9,0.3343,-8.607e-05,0.11756120527307
"CANDIDATE",11962284,"K02647.01",89.96,7,50.25,0.3342,-8.633e-05,0.0797101449275362
"FALSE POSITIVE",2573056,"K02648.01",74.87,18,39.8,0.9881,-0.001264,0.268393300248139
"CANDIDATE",6842682,"K02649.01",84.45,7,32.97,0.9554,-0.0001773,0.202180376610505
"CANDIDATE",8890150,"K02650.01",89.35,42,153,0.4426,-0.0004503,0.0952631578947369
"CANDIDATE",8890150,"K02650.02",86.5,42,110.2,0.7738,-0.0004473,0.164154411764706
"FALSE POSITIVE",11752908,"K02651.01",86.17,7,115.6,1.78,0.0006802,0.56792270531401
"CANDIDATE",4346178,"K02652.01",83.63,26,74.13,2.292,0.0002225,2.32531500572738
"FALSE POSITIVE",6525193,"K02653.01",46.99,7,35.87,0.5983,-0.0009421,10.6282051282051
"CANDIDATE",9664142,"K02654.01",86.31,7,67.41,0.8995,0.0003108,0.197661730319564
"CANDIDATE",10018233,"K02655.01",88.18,26,40.36,0.9621,-0.0002925,0.230683959649706
"CANDIDATE",8636539,"K02656.01",71.01,7,38.09,1.972,-8.823e-05,1.65654334621756
"CANDIDATE",9283156,"K02657.01",86.06,23,10.1,1.452,7.338e-05,0.378176684146833
"CANDIDATE",8547429,"K02658.01",77.56,26,13.96,1.406,-0.0002056,2.1990939145341
"FALSE POSITIVE",8803882,"K02659.01",74.14,23,62.56,1.87,8.006e-05,17.3877805486284
"CANDIDATE",9893318,"K02660.01",87.22,7,94.09,1.434,-0.0004948,0.398271798900236
"CANDIDATE",3426367,"K02662.01",82.63,42,25.12,1.067,0.0001363,0.265035377358491
"CANDIDATE",7762723,"K02663.01",85.35,7,14.37,0.843,-4.768e-05,0.179525468724075
"CANDIDATE",5562090,"K02664.01",88.93,7,111.8,0.9694,-0.0005907,0.243435251798561
"FALSE POSITIVE",12110786,"K02665.01",74.99,7,16.15,1.064,0.0002358,0.28782874617737
"CANDIDATE",5342061,"K02666.01",87.02,7,136.9,1.018,0.0005544,9.66401033814344
"FALSE POSITIVE",3654095,"K02667.01",77.16,7,17.48,0.5558,-0.0008025,0.266309696092619
"CANDIDATE",5513012,"K02668.01",62.61,26,17.53,-0.1586,-2.376e-05,0.379334257975035
"FALSE POSITIVE",11761199,"K02669.01",89.7,7,7051,1.909,0.003514,420.641125879593
"FALSE POSITIVE",8074805,"K02670.01",89.44,32,1195,3.862,-7.636e-05,89.6846388606307
"FALSE POSITIVE",2437505,"K02671.01",89.92,15,15380,0,0.00895,-1.177
"CANDIDATE",11253827,"K02672.01",88.91,23,15.41,0.9439,6.596e-05,7.43218806509946
"CANDIDATE",11253827,"K02672.02",89.06,23,30,1.147,-8.369e-05,25.4944656142261
"FALSE POSITIVE",10747445,"K02673.01",85.58,7,1497,1.791,-0.005871,207.028265851795
"CANDIDATE",8022489,"K02674.01",89.47,23,83.58,2.061,-0.0002613,14.072759538598
"CANDIDATE",8022489,"K02674.02",64.48,23,8.986,0.9567,8.886e-06,0.44141488577745
"CANDIDATE",8022489,"K02674.03",81.99,23,9.736,1.036,-2.484e-06,0.311387494294843
"CANDIDATE",5794570,"K02675.01",84.4,23,28.18,3.064,0,3.1660329531052
"CANDIDATE",5794570,"K02675.02",71.12,23,6.411,0.5498,0,0.642621599340478
"FALSE POSITIVE",5649325,"K02676.01",88.46,7,69.13,1.086,-0.003844,13.9019253910951
