"koi_disposition","kepid","kepoi_name","tce_period","tce_num_transits","tce_model_snr","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_prad_sn"
"CANDIDATE",4139816,"K00812.03",46.1845,25,20.64,0,39.278009,-0.0004438,2.65966505818904
"CANDIDATE",4139816,"K00812.04",7.82499,154,13.49,0,39.278135,-0.0007103,3.17444717444717
"CANDIDATE",4275191,"K00813.01",3.89594,275,368.6,0,39.308328,0.002112,4.80075424261471
"CANDIDATE",4476123,"K00814.01",22.3666,48,27.7,0,39.521647,0.000156,2.86989644089989
"CANDIDATE",4544670,"K00815.01",34.844,40,75.12,0,39.624775,-0.001205,3.66426318161334
"CANDIDATE",4664847,"K00816.01",7.74808,133,109,0,39.771406,0.0005415,3.2236914600551
"CANDIDATE",4725681,"K00817.01",23.9679,43,24.96,0,39.898266,0.000683,7.9467680608365
"CANDIDATE",4725681,"K00817.02",8.29558,119,19.04,1,39.898376,0.0001297,2.0918599363347
"CANDIDATE",4913852,"K00818.01",8.11438,167,52.05,0,40.033178,0.0003266,6.76540284360189
"FALSE POSITIVE",4932348,"K00819.01",38.0367,26,1377,0,40.055556,0.03298,5.20607787274454
"FALSE POSITIVE",4936180,"K00820.01",4.64093,227,140.1,0,40.071187,-9.48e-05,3.31115190454337
"CANDIDATE",5021899,"K00821.01",21.813,45,34.82,0,40.153664,0.0001615,2.91001564945227
"FALSE POSITIVE",5077629,"K00822.01",7.91937,132,367.7,0,40.21791,0.0003238,3.97865853658537
"CANDIDATE",5164255,"K00824.01",15.3756,50,167.2,0,40.358188,-0.0008236,13.2521489971347
"CANDIDATE",5252423,"K00825.01",8.10364,131,36.3,0,40.421621,0.0003788,3.63092567668611
"CANDIDATE",5252423,"K00825.02",4.7151,208,18.21,0,40.421451,-0.0002604,2.9755525787006
"CANDIDATE",5272878,"K00826.01",6.36583,216,67.39,0,40.420475,-1.068e-05,3.96003377427526
"FALSE POSITIVE",5283542,"K00827.01",5.97581,181,48.31,0,40.418228,9.124e-05,2.91705069124424
"FALSE POSITIVE",5287983,"K00828.01",2.50706,408,55.3,0,40.494667,-0.002,3.1004329004329
"CANDIDATE",5358241,"K00829.01",18.6493,71,40.66,0,40.562512,-0.0006846,5.99165275459099
"CANDIDATE",5358241,"K00829.02",38.5576,37,34.81,0,40.56244,-0.001012,6.29087359687652
"CANDIDATE",5358241,"K00829.03",9.75201,132,26.22,0,40.5626,-0.0001336,6.20074177097821
"CANDIDATE",5358624,"K00830.01",3.52563,382,2065,0,40.577358,-0.001957,12.7856365614799
"FALSE POSITIVE",5370302,"K00831.01",3.90435,275,1098,0,40.549672,0.002916,3.45398428731762
"FALSE POSITIVE",5372966,"K00832.01",9.28636,117,1588,0,40.533934,-0.002185,4.34345908868202
"FALSE POSITIVE",5376067,"K00833.01",3.95141,272,118.9,0,40.505539,-0.0001682,1.74889184397163
"CANDIDATE",5436502,"K00834.01",23.6537,57,191.2,0,40.637849,-5.821e-05,5.16763005780347
"CANDIDATE",5436502,"K00834.02",13.2335,97,37,0,40.637812,-0.0002297,4.56040312955841
"CANDIDATE",5436502,"K00834.03",6.15568,203,27.62,0,40.638031,0.000133,4.93024066968957
"CANDIDATE",5436502,"K00834.04",50.4474,22,15.69,0,40.637927,-0.0001423,3.64305427782889
"CANDIDATE",5436502,"K00834.05",2.09079,527,15.69,0,40.63765,0.000137,2.17396777442095
"CANDIDATE",5456651,"K00835.01",11.7631,88,43.79,0,40.663412,-0.0006155,8.26861313868613
"CANDIDATE",5456651,"K00835.02",56.2282,18,18,0,40.663643,-0.0004133,1.53535353535354
"FALSE POSITIVE",5481416,"K00836.01",2.38406,549,50.98,0,40.688998,-0.024,1.54486962411107
"CANDIDATE",5531576,"K00837.01",7.95354,166,35.36,0,40.750321,0.0003026,5.84675663909447
"CANDIDATE",5531576,"K00837.02",4.14452,316,20.39,0,40.750295,-1.251e-05,3.11903137789904
"FALSE POSITIVE",5534814,"K00838.01",4.85939,273,298.6,0,40.759714,0.0006757,2.83333333333333
"FALSE POSITIVE",5649215,"K00839.01",2.44674,552,65.98,0,40.870062,0.07152,2.75073529411765
"CANDIDATE",5651104,"K00840.01",3.04033,440,617.8,0,40.822284,-0.003483,9.0875486381323
"CANDIDATE",5792202,"K00841.01",31.3305,46,106.5,0,41.085864,0.001676,9.87343800064082
"CANDIDATE",5792202,"K00841.02",15.3353,85,79.91,0,41.085836,0.001621,9.48673587081892
"CANDIDATE",5792202,"K00841.03",6.54629,200,26.81,0,41.085927,0.0004126,9.3910149750416
"FALSE POSITIVE",5792202,"K00841.04",269.292,5,12.33,0,41.085735,-9.502e-05,7.42558326629123
"FALSE POSITIVE",5792202,"K00841.05",499.475,3,9.688,0,41.085655,0.0008979,6.31597845601436
"CANDIDATE",5794379,"K00842.01",12.7181,107,45.18,0,41.060999,-0.0001251,6.90649350649351
"CANDIDATE",5794379,"K00842.02",36.0659,38,43.82,0,41.060949,-0.0002012,3.74142480211082
"CANDIDATE",5881688,"K00843.01",4.19042,318,244.9,0,41.13764,0.0002632,3.02204869085898
"CANDIDATE",6022556,"K00844.01",3.70987,279,101.8,0,41.346407,-0.0002504,6.20911528150134
"CANDIDATE",6032497,"K00845.01",16.3298,85,69,0,41.301751,0.0009652,3.36118598382749
"CANDIDATE",6061119,"K00846.01",27.8076,50,689.8,0,41.396098,-0.0003583,3.81109280615047
"CANDIDATE",6191521,"K00847.01",80.8722,17,128.5,0,41.565793,-0.0002263,4.98133333333333
"FALSE POSITIVE",6267425,"K00848.01",3.16646,320,130.6,0,41.684961,-0.022,2.63258130676824
"CANDIDATE",6276477,"K00849.01",10.3553,127,46.95,0,41.633194,-0.0001317,4.09047160731473
"CANDIDATE",6291653,"K00850.01",10.5263,129,479.4,0,41.661736,-4.507e-05,5.54361979166667
"CANDIDATE",6392727,"K00851.01",4.58352,297,206.7,0,41.742703,-0.000388,3.36432306798373
"CANDIDATE",6422070,"K00852.01",3.76188,273,33.23,0,41.837077,-0.0002203,3.62233555642736
"CANDIDATE",6428700,"K00853.01",8.20397,162,48.69,0,41.808502,2.264e-05,9.19747778733161
"CANDIDATE",6428700,"K00853.02",14.4964,89,23,0,41.80819,-6.637e-05,1.66182669789227
"CANDIDATE",6435936,"K00854.01",56.0563,24,23.69,0,41.812022,0.0007654,6.11862068965517
"CANDIDATE",6522242,"K00855.01",41.4083,33,857.4,0,41.944106,0.009187,5.48897411313519
"CANDIDATE",6526710,"K00856.01",39.7489,34,517.3,0,41.969241,-0.004916,3.18080852954243
"CANDIDATE",6587280,"K00857.01",5.71543,181,54.24,0,42.03405,9.157e-05,5.68381921346116
"CANDIDATE",6587280,"K00857.02",20.0262,54,11.41,0,42.03369,4.405e-05,0.745054945054945
"FALSE POSITIVE",6599919,"K00858.01",13.6102,101,201,0,42.009183,-0.000656,3.3302752293578
"FALSE POSITIVE",6675056,"K00859.01",10.4433,127,52.16,0,42.125175,-0.03841,1.98804780876494
"CANDIDATE",6685526,"K00861.01",2.23749,595,31.42,3,42.116334,-0.0001007,4.24375917767988
"FALSE POSITIVE",6756669,"K00862.01",5.85152,178,1662,0,42.233178,-0.0002603,5.00508302270417
"CANDIDATE",6784235,"K00863.01",3.16788,430,62.04,0,42.212514,-9.455e-05,3.27742762525371
"CANDIDATE",6849310,"K00864.01",4.31177,299,77.69,0,42.301421,-0.000135,4.81987216734457
"CANDIDATE",6849310,"K00864.02",20.0505,64,31.16,0,42.301499,-0.0003261,6.96553277765262
"CANDIDATE",6849310,"K00864.03",9.76737,122,20.85,0,42.301403,-5.228e-05,3.12183692596064
"CANDIDATE",6862328,"K00865.01",119.021,11,166.3,0,42.368062,0.004299,6.59753444525018
"FALSE POSITIVE",6862603,"K00866.01",2.86115,454,54.34,0,42.341083,-6.019e-05,3.0838375108038
"CANDIDATE",6863998,"K00867.01",16.0852,82,61.03,0,42.380365,0.0002241,6.66784514760474
"CANDIDATE",6867155,"K00868.01",235.999,6,276.9,0,42.307216,-0.004091,20.4249617151608
"CANDIDATE",6948054,"K00869.01",7.49018,178,47.28,0,42.43633,-8.104e-05,4.57843137254902
"CANDIDATE",6948054,"K00869.02",36.2753,39,32.46,0,42.436387,0.0008217,13.4545454545455
"CANDIDATE",6948054,"K00869.03",3.2198,391,21.1,0,42.436409,-4.326e-05,3.16179126038281
"CANDIDATE",6948054,"K00869.04",17.4609,69,18.56,0,42.436033,-3.927e-05,6.19115890083632
"CANDIDATE",6949607,"K00870.01",5.91225,227,60.08,0,42.429471,-1.147e-05,14.4144144144144
"CANDIDATE",6949607,"K00870.02",8.98581,145,45.27,0,42.429597,-2.607e-05,15.8137715179969
"FALSE POSITIVE",7031517,"K00871.01",12.9407,100,1225,0,42.507042,-0.001609,4.61705487564153
"CANDIDATE",7109675,"K00872.01",33.6018,39,167.3,0,42.604189,0.0002155,16.0368122185236
"CANDIDATE",7109675,"K00872.02",6.76652,194,18.97,0,42.604228,-1.812e-05,5.23283725396063
"CANDIDATE",7118364,"K00873.01",4.34727,307,38.93,0,42.696186,-0.0001369,4.69954553105538
"CANDIDATE",7134976,"K00874.01",4.60181,295,61.41,0,42.663323,5.937e-06,7.44416873449132
"CANDIDATE",7134976,"K00874.02",11.1872,117,19.16,0,42.663337,-1.54e-05,2.46968641114983
"CANDIDATE",7135852,"K00875.01",4.22097,321,140.8,0,42.626153,0.0002057,4.52450032237266
"FALSE POSITIVE",7270230,"K00876.01",6.9981,192,538.9,0,42.832434,-8.878e-05,4.43567482241515
"CANDIDATE",7287995,"K00877.01",5.95489,226,86.48,0,42.82486,-0.0001621,17.7874456183965
"CANDIDATE",7287995,"K00877.02",12.0399,106,55.21,0,42.824907,0.0004435,19.821551132464
"CANDIDATE",7287995,"K00877.03",20.8374,67,13.45,0,42.824679,-0.0005663,2.09221340019501
"CANDIDATE",7303253,"K00878.01",23.5891,56,48.67,0,42.83983,0.0001718,9.34124629080119
"CANDIDATE",7366258,"K00880.01",51.5405,28,111.6,0,42.966195,0.000625,7.48325358851675
"CANDIDATE",7366258,"K00880.02",26.4444,53,68.55,0,42.966202,0.0006572,8.83366588064575
"CANDIDATE",7366258,"K00880.03",5.90224,220,47.88,0,42.966153,0.0003176,7.09100075623897
"CANDIDATE",7366258,"K00880.04",2.38295,515,26.25,0,42.966368,0.0002851,2.11186355655882
"CANDIDATE",7373451,"K00881.01",21.0225,67,53.21,0,42.935253,-0.0009027,6.51158301158301
"CANDIDATE",7373451,"K00881.02",226.892,7,35.64,0,42.935256,-0.0006286,9.73092192324658
"FALSE POSITIVE",7377033,"K00882.01",1.95681,685,1019,0,42.94304,-0.0006007,14.6532402143901
"CANDIDATE",7380537,"K00883.01",2.6889,499,1632,0,42.968008,0.02957,8.87688984881209
"CANDIDATE",7434875,"K00884.01",9.43947,144,161.2,0,43.039324,0.0001323,8.06971904266389
"CANDIDATE",7434875,"K00884.02",20.4825,59,6.421,0,43.03912,-0.0002187,0.260945033751205
"CANDIDATE",7434875,"K00884.03",3.33612,386,34.16,0,43.039426,-0.0001169,6.09869646182495
"CANDIDATE",7455287,"K00886.01",8.01079,168,30.87,0,43.05618,-7.565e-05,1.32264844981608
"CANDIDATE",7455287,"K00886.02",12.0713,112,16.89,0,43.056406,0.0003189,7.41676234213548
"CANDIDATE",7455287,"K00886.03",20.9959,55,13.74,0,43.056285,-0.0005273,4.20608617053329
"CANDIDATE",7458762,"K00887.01",7.41114,181,47.61,0,43.029921,0.0003316,3.04007369875633
"FALSE POSITIVE",7552344,"K00888.01",2.00149,668,71.95,0,43.164839,-0.0004159,4.96818810511757
"CANDIDATE",757450,"K00889.01",8.88492,153,431.2,2,36.576888,-0.001294,18.0390126014155
"CANDIDATE",7585481,"K00890.01",8.09888,168,431,0,43.272855,0.001066,3.04630575417092
"CANDIDATE",7663691,"K00891.01",10.0065,135,64.96,0,43.379382,0.0002026,3.13624220837044
"CANDIDATE",7678434,"K00892.01",10.3717,128,55.52,2,43.363945,-0.0002486,4.80543633762518
"CANDIDATE",7678434,"K00892.02",3.96999,320,14.93,4,43.364002,-0.0002758,1.20911722141823
"CANDIDATE",7685981,"K00893.01",4.40838,279,41.59,0,43.346428,-0.0002258,3.35875046119788
"FALSE POSITIVE",7708215,"K00894.01",7.94261,172,42.94,0,43.398745,0.02907,3.19721980886186
"FALSE POSITIVE",7767559,"K00895.01",4.40941,303,694.7,0,43.455346,-0.002306,3.59738134206219
"CANDIDATE",7825899,"K00896.01",16.2395,83,99.36,0,43.581429,0.0005409,10.1849836779108
"CANDIDATE",7825899,"K00896.02",6.3082,205,78.42,0,43.581373,0.0002512,5.82943504857863
"CANDIDATE",7825899,"K00896.03",28.8672,45,10.46,0,43.581421,7.902e-05,1.66764705882353
"CANDIDATE",7849854,"K00897.01",2.05235,650,1056,0,43.50349,6.22e-05,6.50642551166111
"CANDIDATE",7870390,"K00898.01",9.77044,135,50.83,0,43.665553,0.0002039,7.19441916894146
"CANDIDATE",7870390,"K00898.02",5.1698,256,38.48,0,43.665484,-0.0004916,8.27768014059754
"CANDIDATE",7870390,"K00898.03",20.0902,63,31.91,0,43.665605,0.0003971,8.93176279447603
"CANDIDATE",7907423,"K00899.01",7.11373,186,39.98,0,43.658304,-0.0001857,5.13284559106662
"CANDIDATE",7907423,"K00899.02",3.30653,398,35.08,0,43.658485,-0.0001602,5.03890160183066
"CANDIDATE",7907423,"K00899.03",15.3684,82,26.74,0,43.658365,0.0004231,5.63561076604555
"CANDIDATE",7938496,"K00900.01",13.8102,90,43.88,0,43.703088,-9.354e-05,3.27627840909091
"CANDIDATE",8013419,"K00901.01",12.7326,110,209,0,43.876323,0.0005943,5.05011249744324
"CANDIDATE",8018547,"K00902.01",83.9295,18,126.1,0,43.898097,0.003973,9.88823142669296
"CANDIDATE",8039892,"K00903.01",5.00732,271,446.1,4,43.884446,0.004969,3.97532249018508
"CANDIDATE",8150320,"K00904.01",2.21113,603,37.76,0,44.026437,0.0002601,5.76331360946746
"CANDIDATE",8150320,"K00904.02",4.61749,272,20.64,0,44.02649,-0.0001524,11.2616822429907
"CANDIDATE",8150320,"K00904.03",27.9721,48,17.18,0,44.026244,-0.0003731,10.3400309119011
"CANDIDATE",8150320,"K00904.04",10.1985,119,16.54,0,44.02623,8.642e-05,1.42264477095938
"CANDIDATE",8150320,"K00904.05",42.1142,28,14.03,0,44.026744,0.0004197,1.27886710239651
"FALSE POSITIVE",8180063,"K00905.01",5.79506,230,114.6,0,44.03623,-0.001895,4.42399593289273
"CANDIDATE",8226994,"K00906.01",7.15682,186,43.04,1,44.141957,0.0004108,2.98359191874093
"CANDIDATE",8226994,"K00906.02",17.6483,73,21.7,2,44.14175,0.0001303,1.93154761904762
"CANDIDATE",8226994,"K00906.03",4.14811,314,11.88,1,44.141651,0.0003912,1.52169001355626
"CANDIDATE",8247638,"K00907.01",16.5141,76,46.68,0,44.105825,-7.608e-05,4.32831232708269
"CANDIDATE",8247638,"K00907.02",30.133,37,35.64,0,44.105749,0.0004075,8.55622270742358
"CANDIDATE",8247638,"K00907.03",99.6419,12,19.42,0,44.105793,0.000462,2.02411347517731
"CANDIDATE",8247638,"K00907.04",4.79089,242,18.18,0,44.105802,1.105e-05,6.5063485956137
"CANDIDATE",8255887,"K00908.01",4.70833,285,612.2,0,44.170916,-0.0009517,3.71917808219178
"FALSE POSITIVE",8256049,"K00909.01",16.3719,84,55.54,0,44.176401,0.07971,4.74073001158749
"CANDIDATE",8414716,"K00910.01",5.39203,244,73.59,0,44.480443,-6.96e-05,6.04220585307585
"CANDIDATE",8490993,"K00911.01",4.09361,328,34.55,3,44.556454,0.000246,3.44952072700112
"CANDIDATE",8490993,"K00911.02",105.147,13,11.3,0,44.555976,-0.0007631,3.341796875
"CANDIDATE",8505670,"K00912.01",10.8485,122,83.92,0,44.545936,0.0001453,4.45673505798394
"CANDIDATE",8505670,"K00912.02",6.66833,192,22.32,0,44.545789,-0.0001908,1.76069518716578
"CANDIDATE",8544996,"K00913.01",4.08228,329,1564,0,44.658141,0.00274,4.38696537678208
"CANDIDATE",8552202,"K00914.01",3.88665,343,45.36,0,44.607207,-0.0001193,5.00846842487297
"FALSE POSITIVE",8605074,"K00915.01",37.6017,32,1537,0,44.714669,-0.002843,3.31148336974994
"CANDIDATE",8628973,"K00916.01",3.31495,404,119.6,0,44.792762,0.0002391,3.53411962931761
"FALSE POSITIVE",8655354,"K00917.01",6.71969,202,43.93,0,44.706542,-0.0001468,2.5256491450285
"CANDIDATE",8672910,"K00918.01",39.6432,30,439.2,0,44.811575,-0.0005577,11.0978043912176
"FALSE POSITIVE",8686150,"K00919.01",51.426,28,1616,0,44.806825,-0.0007077,3.20371570533593
"CANDIDATE",8689031,"K00920.01",21.8046,61,47.96,0,44.887189,-0.0002862,4.78566282420749
"CANDIDATE",8689373,"K00921.01",18.1199,70,52.75,0,44.858072,0.0005116,5.60294621445701
"CANDIDATE",8689373,"K00921.02",10.282,126,51.41,0,44.858158,0.0003265,6.73847479534683
"CANDIDATE",8689373,"K00921.03",3.78402,330,26.63,0,44.858121,-8.863e-05,4.29997875504568
"CANDIDATE",8826878,"K00922.01",5.15449,259,48.93,0,45.034224,5.356e-05,4.62453646477132
"CANDIDATE",8883593,"K00923.01",5.74345,237,73.86,1,45.115519,-0.0006897,3.06959706959707
"CANDIDATE",8951215,"K00924.01",39.476,34,22.62,0,45.244401,0.0004108,3.07223476297968
"FALSE POSITIVE",9016295,"K00925.01",19.9745,69,1341,1,45.367651,-0.0003484,3.19029850746269
"CANDIDATE",9077124,"K00926.01",3.16632,409,70.63,0,45.414305,-0.0001639,3.1265164644714
"FALSE POSITIVE",9097120,"K00927.01",23.8996,56,543.8,0,45.485762,0.02281,3.02031850631521
"CANDIDATE",9140402,"K00928.01",2.49417,535,44.11,0,45.599007,0.0002751,8.98796886058033
"CANDIDATE",9141746,"K00929.01",6.49168,189,476.3,0,45.57884,0.0004062,2.95153521974714
"CANDIDATE",9141746,"K00929.02",2.85179,405,8.3,0,45.578497,-4.79e-05,1.26569729015202
"FALSE POSITIVE",9159275,"K00930.01",3.04474,445,37.24,0,45.518319,-0.02463,1.37487636003956
"CANDIDATE",9166862,"K00931.01",3.8556,350,1209,0,45.568632,0.01353,3.58122362869198
"FALSE POSITIVE",9166870,"K00932.01",3.85561,350,79.18,0,45.5646,0.01807,3.58057039201854
"FALSE POSITIVE",9171801,"K00933.01",3.1871,179,34.89,0,45.559407,0,0.693585107807687
"CANDIDATE",9334289,"K00934.01",5.82665,228,69.3,0,45.81642,-0.0004233,5.74158440901038
"CANDIDATE",9334289,"K00934.02",18.7465,67,21.07,0,45.816416,0.0003608,4.00674617515962
"CANDIDATE",9334289,"K00934.03",12.4121,106,20.27,0,45.816526,-8.72e-05,5.89348673223232
"CANDIDATE",9347899,"K00935.01",20.8602,67,98.17,0,45.853038,-0.0004423,5.02068416865553
"CANDIDATE",9347899,"K00935.02",42.6342,32,64.06,0,45.852973,-0.0002865,4.99051724137931
"CANDIDATE",9347899,"K00935.03",87.6478,14,30.43,0,45.852958,0.0007416,4.67569030860855
"CANDIDATE",9347899,"K00935.04",9.61724,137,8.795,0,45.853241,-0.0001608,1.72287772788974
"CANDIDATE",9388479,"K00936.01",9.46781,145,109.4,0,45.958547,-0.000121,6.67651403249631
"CANDIDATE",9388479,"K00936.02",0.893043,1452,61.75,0,45.95865,-2.553e-05,5.74065934065934
"CANDIDATE",9406990,"K00937.01",20.8342,66,42.38,0,45.914539,7.925e-05,3.33040035195777
"CANDIDATE",9415172,"K00938.01",9.94601,131,46.83,0,45.976841,-5.657e-05,5.60824422749109
"CANDIDATE",9415172,"K00938.02",1.04561,1233,21.81,1,45.976876,-0.0001602,1.9504473503097
"CANDIDATE",9415172,"K00938.03",5.71462,192,13.49,0,45.976905,-0.0002066,0.964025026068822
"CANDIDATE",9466668,"K00939.01",3.38803,397,28.26,0,46.097239,-5.798e-06,3.81555153707052
"CANDIDATE",9466668,"K00939.02",5.83907,218,20.45,0,46.097089,1.565e-05,2.83213429256595
"CANDIDATE",9466668,"K00939.03",1.62047,719,20.88,0,46.097154,5.992e-05,4.22308319738989
"CANDIDATE",9466668,"K00939.04",10.6816,100,17.3,0,46.097488,-0.0001018,2.15606446140797
"CANDIDATE",9479273,"K00940.01",6.10485,176,278.8,0,46.027393,-0.0003119,14.4703847816688
"CANDIDATE",9480189,"K00941.01",6.58147,166,104.5,0,46.023241,-8.124e-05,2.8908371040724
"CANDIDATE",9480189,"K00941.02",24.6645,43,51.89,0,46.023281,0.0002727,2.85923913043478
"CANDIDATE",9480189,"K00941.03",2.38264,421,44.58,0,46.023242,5.221e-05,2.19570222563315
"CANDIDATE",9512687,"K00942.01",11.5152,115,49.99,0,46.17216,0.0003069,7.07728065078443
"CANDIDATE",9513865,"K00943.01",3.60147,370,47.61,0,46.180971,8.551e-05,11.9753561802079
"CANDIDATE",9595686,"K00944.01",3.10824,435,150.3,0,46.20735,-0.0005528,5.98737477700014
"CANDIDATE",9605514,"K00945.01",40.7157,25,22.9,0,46.264682,-5.018e-05,2.63181818181818
"CANDIDATE",9605514,"K00945.02",25.8476,42,20.9,0,46.264696,-3.03e-05,2.87834821428571
"FALSE POSITIVE",9605514,"K00945.03",66.7903,15,8.518,0,46.264882,0.0001597,3.06865671641791
"FALSE POSITIVE",9661877,"K00946.01",20.4272,55,36.03,0,46.372084,0.03085,1.38459645669291
"CANDIDATE",9710326,"K00947.01",28.5991,44,46.26,0,46.429201,-2.878e-05,6.75275482093664
"CANDIDATE",9761882,"K00948.01",24.5871,55,34.26,0,46.56817,-0.000324,4.71570066030814
"CANDIDATE",9766437,"K00949.01",12.5325,109,59.13,0,46.579107,5.41e-05,3.36191425722832
"CANDIDATE",9772531,"K00950.01",31.2017,44,614.9,0,46.537425,0.00055,13.1895079931709
"CANDIDATE",9775938,"K00951.01",13.1972,103,102.7,0,46.579189,0.0001554,0.866026794641072
"CANDIDATE",9775938,"K00951.02",33.6528,38,36.4,0,46.579199,4.72e-05,0.867938021454112
"CANDIDATE",9787239,"K00952.01",5.90129,176,49.57,0,46.574263,-0.001494,7.84258608573436
"CANDIDATE",9787239,"K00952.02",22.7808,47,38.04,0,46.574199,-0.001725,3.52125837097025
"CANDIDATE",9787239,"K00952.03",8.75211,121,34.72,0,46.574366,-0.0004281,8.95075757575758
"CANDIDATE",9787239,"K00952.04",2.89601,345,17.4,0,46.574268,6.939e-05,2.96759941089838
"CANDIDATE",9787239,"K00952.05",0.742957,1202,13.71,0,46.574054,-0.0001329,1.45380434782609
"CANDIDATE",9820483,"K00953.01",3.5841,366,161.1,0,46.692487,-0.0001725,3.40267041461701
"CANDIDATE",9823457,"K00954.01",8.11528,164,54.42,0,46.615152,1.155e-05,3.40538742933156
"CANDIDATE",9823457,"K00954.02",36.925,37,33.68,0,46.615021,-0.001171,3.30389667733745
"CANDIDATE",9825625,"K00955.01",7.039,189,51.38,0,46.617503,-0.0001462,3.00657755145343
"CANDIDATE",9875711,"K00956.01",8.36087,159,113.5,0,46.789518,-0.0005045,8.14807302231237
"FALSE POSITIVE",7661409,"K00957.01",3.14052,428,50.05,0,0,0.0006432,2.56527875793931
"CANDIDATE",1026957,"K00958.01",21.7613,62,97.07,0,36.743377,-8.421e-05,7.28352300841168
"CANDIDATE",10002261,"K00959.01",12.7138,107,5733,0,46.955901,0.00426,2346.27665053044
"FALSE POSITIVE",8176650,"K00960.01",15.8011,85,1427,0,44.010744,-0.001036,5.51991540359535
"CANDIDATE",8561063,"K00961.01",1.21377,1100,89.91,0,44.617923,0.000313,3.65263718700053
"CANDIDATE",8561063,"K00961.02",1.86511,633,49.28,0,44.617909,0.0002416,3.19788219722038
"CANDIDATE",8561063,"K00961.03",0.906561,1193,20.8,0,44.618196,-0.000126,1.68234536082474
"FALSE POSITIVE",10657664,"K00964.01",3.2737,410,4121,0,47.996422,0.0004089,3.06228373702422
"FALSE POSITIVE",3337351,"K00965.01",7.04712,186,679.5,0,38.403223,0.02418,3.02235929067078
"FALSE POSITIVE",3233043,"K00966.01",0.758929,1765,99.02,0,38.335563,0.0005219,1.5608660130719
"FALSE POSITIVE",6579806,"K00967.01",9.88048,134,549.6,0,42.038501,-5.024e-05,3.26392415777891
"FALSE POSITIVE",3560301,"K00968.01",4.65052,233,10.97,0,38.611224,-3.348e-06,2.38319327731092
"FALSE POSITIVE",4044005,"K00969.01",17.512,76,480.8,0,39.12722,7.67e-05,2.99347287868557
"FALSE POSITIVE",11502218,"K00970.01",3.9886,335,55.86,0,49.421992,-0.002889,3.08767361111111
"CANDIDATE",11180361,"K00971.01",0.53306,2003,30.05,0,48.866928,0.0001224,1.69657364888732
"CANDIDATE",11013201,"K00972.01",13.119,103,180.2,0,48.542446,0.000238,3.29889166964605
"FALSE POSITIVE",11013201,"K00972.02",7.8219,166,21.52,0,48.542357,-2.639e-05,3.1622040274397
"CANDIDATE",9414417,"K00974.01",53.5058,26,40.1,0,45.988357,-0.0001668,10.5661914460285
"CANDIDATE",3632418,"K00975.01",2.78582,486,52.6,1,38.713073,0.0001541,10.2097470697101
"FALSE POSITIVE",3441784,"K00976.01",52.569,27,526.4,0,38.538915,-0.002828,2.96924083769634
"CANDIDATE",11192141,"K00977.01",1.35378,996,39.14,0,48.852218,0.0001046,3.13678299237866
"FALSE POSITIVE",11494130,"K00978.01",18.9551,59,134.3,0,49.415307,0.0001087,3.26719278466742
"FALSE POSITIVE",5648449,"K00979.01",4.34888,307,333.6,0,40.843599,-4.659e-05,2.78260869565217
