"koi_disposition","kepid","kepoi_name","tce_period","tce_num_transits","tce_model_snr","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_prad_sn"
"FALSE POSITIVE",7177555,"K03299.01",17.9964,62,176.1,0,42.721445,0.005417,10.4338235294118
"FALSE POSITIVE",7889486,"K03300.01",24.2373,52,11.48,0,43.607543,0.0001666,2.78003120124805
"FALSE POSITIVE",7889486,"K03300.02",24.2384,55,11.73,0,43.608151,-0.0003736,1.49132947976879
"CANDIDATE",8301878,"K03301.01",20.7106,62,10.64,0,44.283065,3.525e-05,3.44524195415605
"FALSE POSITIVE",8233802,"K03302.01",69.3784,19,16.69,0,44.13122,-0.02991,1.88581024349286
"CANDIDATE",7510820,"K03303.01",29.3494,47,18.02,0,43.198525,0.0006591,2.0797402860911
"FALSE POSITIVE",9307105,"K03304.01",13.5438,102,99.86,0,45.80008,0.1139,2.34468476760239
"CANDIDATE",6880517,"K03305.01",65.6492,17,15.67,0,42.397025,-0.0002093,2.26477935054122
"CANDIDATE",6615511,"K03306.01",25.1594,47,12.74,0,42.006947,-0.0006914,1.94563106796117
"CANDIDATE",6131130,"K03307.01",10.5071,121,10.55,0,41.455936,6.995e-05,1.06937958639093
"CANDIDATE",3632089,"K03308.01",31.7788,42,19.52,0,38.753937,-0.0001842,3.10454460445109
"CANDIDATE",3632089,"K03308.02",5.32792,243,11.58,0,38.754199,0.0002066,2.09788825340959
"CANDIDATE",5563300,"K03309.01",71.0546,18,95.31,0,40.797228,0.0003343,4.53895639742673
"CANDIDATE",12253769,"K03310.01",20.5513,65,15.56,0,50.990682,-0.0003723,7.49537037037037
"CANDIDATE",12735830,"K03311.01",31.8276,43,16.65,0,51.904755,0.0005855,1.07732433261737
"CANDIDATE",11905409,"K03312.01",18.0938,63,10.47,0,50.245612,0.0006426,2.69675634900679
"CANDIDATE",9571186,"K03313.01",34.9523,38,15.89,7,46.265824,-0.0001858,3.23878627968338
"FALSE POSITIVE",9838060,"K03314.01",23.8158,39,708,0,46.665885,0.008692,4.25305859626529
"CANDIDATE",8554701,"K03315.01",31.1749,43,14.84,0,44.609869,6.334e-05,2.38716956802063
"CANDIDATE",9031209,"K03316.01",47.0571,27,26.28,0,45.342641,-0.001253,5.48072066004378
"FALSE POSITIVE",7130418,"K03317.01",15.5286,85,17.58,0,42.608405,0.007846,2.81984022892572
"CANDIDATE",8331612,"K03318.01",13.8354,67,12.7,0,44.250479,-0.0006138,2.12032085561497
"CANDIDATE",8331612,"K03318.02",51.3955,14,8.139,0,44.250629,8.916e-05,2.61035598705502
"CANDIDATE",5965819,"K03319.01",8.23983,165,25.74,0,41.277542,-0.0001198,3.9929067533619
"CANDIDATE",5965819,"K03319.02",19.5906,64,21.58,0,41.277203,0.0001403,3.25016857720836
"CANDIDATE",5965819,"K03319.03",3.54552,333,14.5,0,41.277466,-0.0002043,2.13184728479962
"FALSE POSITIVE",6690171,"K03320.01",85.0624,14,482.5,0,42.164108,-0.0001714,5.9196675900277
"FALSE POSITIVE",6859801,"K03321.01",10.8824,106,517.8,0,42.343607,-0.2668,8.24492099322799
"FALSE POSITIVE",7767733,"K03322.01",25.1983,47,1576,0,43.459723,-0.005755,3.22698268003646
"CANDIDATE",5193659,"K03323.01",14.3195,78,11.81,0,40.307239,0.000187,3.9190251572327
"CANDIDATE",4271474,"K03324.01",21.8636,48,14.27,0,39.391338,-0.0005794,1.64366290643663
"FALSE POSITIVE",5130983,"K03325.01",86.4392,16,22.06,0,40.264474,-0.001088,0.921343873517787
"FALSE POSITIVE",11093538,"K03326.01",14.7782,37,149.2,0,48.659597,0.05653,2.91152626013394
"FALSE POSITIVE",11044779,"K03327.01",15.6086,58,455,1,48.555388,-0.0407,3.85215794306703
"FALSE POSITIVE",4634135,"K03328.01",63.9007,17,165.3,1,39.700369,0.001864,3.6439636095402
"CANDIDATE",6955671,"K03329.01",12.6878,88,12.29,0,42.425347,-6.059e-05,1.26373626373626
"CANDIDATE",4736644,"K03330.01",16.2952,84,12.13,0,39.883653,-0.0004196,2.22818368313082
"FALSE POSITIVE",5876805,"K03331.01",18.173,65,1863,0,41.12219,0.04234,3.3861551292744
"FALSE POSITIVE",5818068,"K03332.01",14.1268,82,151.1,0,41.007807,0.1629,2.78010227801023
"FALSE POSITIVE",12208887,"K03333.01",53.5012,0,-1,0,50.863531,-0.01315,-40.81
"FALSE POSITIVE",11147814,"K03334.01",95.1783,15,2485,0,48.757573,-0.00208,11.1371494429504
"CANDIDATE",10922659,"K03335.01",31.2543,39,13.57,0,48.387754,-6.426e-05,1.73023578363384
"FALSE POSITIVE",8892720,"K03336.01",61.4912,20,1322,0,45.194677,0.01512,3.35692171605484
"CANDIDATE",7692093,"K03337.01",11.1662,120,10.82,0,43.381727,0.0006422,1.23476968796434
"FALSE POSITIVE",7692093,"K03337.02",91.1734,16,7.953,0,43.382316,0.0005439,3.49031758326878
"FALSE POSITIVE",8263752,"K03338.01",10.9938,123,277.6,0,44.197661,0.06007,2.83748925193465
"FALSE POSITIVE",8263752,"K03338.02",10.9939,125,164.2,0,44.197351,0.03359,2.50994035785288
"CANDIDATE",7772914,"K03339.01",23.1334,60,20.15,0,43.447352,-0.0002433,3.16628987691535
"CANDIDATE",3529290,"K03340.01",13.7282,97,12.58,0,38.617853,2.4e-06,2.19804798698658
"CANDIDATE",3529290,"K03340.02",8.95418,143,10.34,0,38.618395,3.72e-05,2.89699315272403
"CANDIDATE",5621333,"K03341.01",27.0968,52,14.46,0,40.809043,-0.0003367,4.37001897533207
"CANDIDATE",5621333,"K03341.02",11.5475,112,10.63,0,40.808933,-2.138e-05,2.41299303944316
"FALSE POSITIVE",5392897,"K03342.01",42.3993,26,2527,0,40.515488,0,3.12324929971989
"CANDIDATE",3236705,"K03343.01",83.2664,17,12.48,0,38.393147,1.794e-05,0.988117001828154
"CANDIDATE",11810124,"K03344.01",3.63896,368,14.16,3,50.019775,-0.000138,1.25931034482759
"CANDIDATE",11810124,"K03344.02",11.6045,113,12.71,1,50.020426,0.0006158,2.10902255639098
"CANDIDATE",11810124,"K03344.03",208.548,4,8.776,0,50.019171,0.0004604,1.70339454646633
"CANDIDATE",11303322,"K03345.01",38.1302,34,10.28,0,49.057283,-6.614e-05,1.65707361405635
"CANDIDATE",11241912,"K03346.01",14.4273,91,19.38,0,48.996133,7.358e-05,5.81938497469833
"CANDIDATE",8824737,"K03347.01",12.9024,101,15.33,0,45.000984,-0.0005158,1.72743755036261
"CANDIDATE",9349757,"K03348.01",36.434,37,13.47,0,45.867033,0.0004158,3.61072902338377
"CANDIDATE",9349757,"K03348.02",17.7194,76,7.688,0,45.865796,2.744e-05,0.963399503722084
"CANDIDATE",8636333,"K03349.01",82.1752,17,16.01,0,44.753303,-0.0002823,3.17636662037622
"FALSE POSITIVE",7136958,"K03350.01",29.0158,42,2848,0,42.691922,0.0194,3.2087980173482
"FALSE POSITIVE",1995732,"K03351.01",77.3625,18,1238,0,37.424944,-0.1164,5.06188290919205
"CANDIDATE",8081239,"K03352.01",10.3586,133,13.65,0,43.990255,-0.0002561,1.3809166040571
"CANDIDATE",7091432,"K03353.01",11.5553,113,14.98,0,42.685442,0.0001941,6.02978568833999
"CANDIDATE",9845909,"K03354.01",11.5706,73,8.333,0,46.661655,-0.0001612,1.12062256809339
"CANDIDATE",9221528,"K03355.01",16.2954,72,11.88,0,45.627145,-0.0002355,2.19911223842739
"CANDIDATE",6368230,"K03356.01",26.0838,52,13.17,0,41.746327,-5.491e-05,2.04967210827403
"FALSE POSITIVE",7115291,"K03357.01",52.8028,23,1193,0,42.622289,0.002403,3.41049382716049
"CANDIDATE",4263529,"K03358.01",10.104,137,63.12,1,39.361774,5.551e-05,4.0083008426613
"FALSE POSITIVE",10711551,"K03359.01",10.6922,0,-1,0,48.042848,0,-51.34
"FALSE POSITIVE",7866921,"K03360.01",91.5001,13,1105,0,43.667704,-0.000727,6.9105180533752
"CANDIDATE",6619815,"K03361.01",65.9409,20,16.85,0,42.023533,-0.0001509,2.56670503296013
"FALSE POSITIVE",3098197,"K03362.01",30.4765,45,1376,0,38.285532,0.2887,2.9193302891933
"CANDIDATE",11651712,"K03363.01",14.5326,74,27.17,0,49.706897,0.0002825,2.62268704746581
"FALSE POSITIVE",11081512,"K03364.01",15.7394,75,9.377,0,48.699308,1.907e-05,2.05096418732782
"CANDIDATE",11455428,"K03365.01",22.1268,56,18.84,0,49.301672,-0.0004037,2.37782340862423
"FALSE POSITIVE",10484409,"K03366.01",10.6785,100,9.161,0,47.616867,-0.005739,1.00231124807396
"CANDIDATE",10935993,"K03367.01",25.3736,44,10.47,0,48.396076,0.0002134,3.04179663131628
"CANDIDATE",5257082,"K03368.01",10.0853,104,10.62,0,40.425575,0.0005498,1.30530973451327
"FALSE POSITIVE",5796185,"K03369.01",42.5592,27,1085,0,41.046622,0.0632,2.89059829059829
"CANDIDATE",11657614,"K03370.01",5.94217,228,16,0,49.731442,8.18e-05,2.7201531500174
"CANDIDATE",11657614,"K03370.02",24.3528,51,11.23,0,49.731891,-0.0003718,1.40172278778387
"CANDIDATE",11125797,"K03371.01",58.1261,19,11.16,0,48.725488,0.0002903,2.0597609561753
"CANDIDATE",11125797,"K03371.02",12.2539,84,11.01,0,48.725143,-4.839e-05,1.59161595672752
"CANDIDATE",9785921,"K03372.01",26.7575,32,11.3,0,46.589272,-0.0002788,2.24747010119595
"FALSE POSITIVE",9785921,"K03372.02",73.5033,12,7.573,0,46.589019,-0.0005539,2.94304804327076
"FALSE POSITIVE",3102000,"K03373.01",57.06,23,714.1,0,38.285979,0.003487,3.97747586700036
"CANDIDATE",6705026,"K03374.01",9.50843,139,10.92,0,42.149974,5.623e-05,1.95076789020804
"CANDIDATE",6705026,"K03374.02",34.1075,40,10.53,0,42.150589,-2.331e-05,1.70146818923328
"CANDIDATE",6779726,"K03375.01",47.0564,25,14.9,0,42.21467,-0.0006099,1.99039172209904
"CANDIDATE",5553959,"K03377.01",10.01,131,12.83,0,40.717376,-0.0001894,1.37054631828979
"FALSE POSITIVE",4376629,"K03378.01",27.6777,39,12.81,0,39.464233,-0.01036,1.08262108262108
"CANDIDATE",2995392,"K03379.01",30.4541,45,16.1,0,38.125829,0.000201,3.10442038791159
"FALSE POSITIVE",3120308,"K03380.01",10.2656,124,17.52,0,38.275349,-0.0007792,2.76916127089294
"FALSE POSITIVE",3958301,"K03381.02",387.566,4,13.58,0,39.022012,0.009972,2.05837173579109
"FALSE POSITIVE",9991621,"K03382.01",18.925,71,14.51,0,46.939,-0.0003196,2.00859950859951
"CANDIDATE",8078502,"K03383.01",37.8866,35,15.46,0,43.955765,-0.000573,3.08565661662672
"CANDIDATE",8644365,"K03384.01",19.916,68,22.94,0,44.73712,-5.179e-05,4.6875
"CANDIDATE",8644365,"K03384.02",10.5484,118,10.96,0,44.737037,0.0001824,1.44922700478256
"FALSE POSITIVE",9489947,"K03385.01",54.0613,21,1041,0,46.026338,0.001404,3.50193348801237
"FALSE POSITIVE",6960487,"K03386.01",34.526,33,1446,0,42.430414,-0.01476,3.12704918032787
"FALSE POSITIVE",6309264,"K03387.01",14.2821,93,9.487,0,41.6797,-0.01074,1.40147631740824
"FALSE POSITIVE",3858988,"K03388.01",25.9523,41,46.33,0,38.969904,0.007828,1.42703370389977
"CANDIDATE",3848966,"K03389.01",29.7677,47,12.24,0,38.914683,-0.000239,2.88977272727273
"FALSE POSITIVE",10798605,"K03390.01",56.0481,25,1030,0,48.159622,-0.009773,4.70676691729323
"CANDIDATE",9452897,"K03391.01",36.7667,37,11.06,0,46.016469,4.717e-05,0.92413487133984
"FALSE POSITIVE",9714123,"K03392.01",50.3555,26,1354,0,46.471444,0.02722,3.24904135143538
"CANDIDATE",9085563,"K03393.01",54.6494,19,12.34,0,45.439553,-0.0001837,2.32084690553746
"CANDIDATE",7748487,"K03394.01",15.5763,83,12.92,0,43.470776,-8.595e-05,2.52907728095115
"CANDIDATE",3219037,"K03395.01",10.005,135,10.41,0,38.332933,4.162e-05,1.88255613126079
"CANDIDATE",5710069,"K03396.01",36.258,31,12.38,0,40.931855,0.0002185,3.9969890854347
"CANDIDATE",6200810,"K03397.01",35.8755,34,11.06,0,41.535521,-0.0002287,2.62608695652174
"CANDIDATE",3561464,"K03398.01",35.7995,33,16.92,0,38.644351,2.837e-05,2.70582905466626
"CANDIDATE",3561464,"K03398.02",7.31937,142,14.31,1,38.644436,-5.397e-05,2.82604932929468
"CANDIDATE",3561464,"K03398.03",4.32703,224,10.98,0,38.64417,-5.897e-05,2.15186378278877
"FALSE POSITIVE",6359802,"K03399.01",14.154,78,239,0,41.76968,0.02571,2.94000850943129
"FALSE POSITIVE",9328641,"K03400.01",33.3242,41,16.61,0,45.863631,0.0003764,15.6946826758148
"CANDIDATE",9966219,"K03401.01",17.9557,60,9.667,0,46.816032,-0.000289,1.19731318219983
"FALSE POSITIVE",3757778,"K03402.01",36.5144,26,1964,0,38.837018,-0.001477,3.27810650887574
"CANDIDATE",11754430,"K03403.01",39.819,27,23,0,49.937782,-8.418e-05,3.96662387676508
"CANDIDATE",11754430,"K03403.02",6.15827,165,12.9,0,49.937808,2.417e-05,2.35431654676259
"CANDIDATE",8409295,"K03404.01",82.293,16,11.82,0,44.465404,0.000204,3.23960880195599
"FALSE POSITIVE",8211605,"K03405.01",20.9793,54,13.29,0,44.185808,-0.03585,0.323050259965338
"CANDIDATE",7131760,"K03407.01",92.4363,15,14.36,0,42.609575,-0.00125,4.75247524752475
"CANDIDATE",11922778,"K03408.01",65.4281,21,14.23,0,50.28234,0.0001682,2.38730998017184
"FALSE POSITIVE",9468382,"K03409.01",11.0826,127,30.47,0,0,-0.003821,1.39128712871287
"CANDIDATE",9285265,"K03410.01",16.5861,80,13.78,0,45.74082,-0.0001715,2.97499698031163
"CANDIDATE",9285265,"K03410.02",61.5686,19,11.22,0,45.740842,-0.0001532,4.04974737660319
"FALSE POSITIVE",6025124,"K03411.01",26.8377,39,232.5,0,41.388871,-0.0002814,2.87019332908434
"CANDIDATE",5780930,"K03412.01",16.7525,80,19.85,0,41.036222,0.0001761,1.48567229977957
"FALSE POSITIVE",4164393,"K03413.01",49.6128,21,2156,0,39.207799,-0.003195,2.81500513874615
"FALSE POSITIVE",6023859,"K03414.01",27.0098,25,607.3,0,41.325847,-0.0008228,6.13136486893643
"CANDIDATE",3433668,"K03415.01",15.022,87,12.57,0,38.56514,-0.0001721,3.29768617538402
"CANDIDATE",2849140,"K03416.01",11.8236,114,12.24,0,38.006794,-0.000103,2.9743240172688
"CANDIDATE",7503885,"K03417.01",91.0807,14,15.34,0,43.162512,-0.0004296,3.08632004038364
"CANDIDATE",3629330,"K03418.01",85.2735,12,15.54,0,38.779785,0.0003318,3.52709359605911
"FALSE POSITIVE",11519134,"K03419.01",58.585,23,2420,0,49.469197,-0.003824,3.06573859242073
"CANDIDATE",7289338,"K03420.01",12.5015,107,10.43,0,42.824108,-8.697e-05,2.54046511627907
"CANDIDATE",7289338,"K03420.02",5.77451,225,9.103,0,42.824282,0.0002985,1.64425332290852
"FALSE POSITIVE",5004909,"K03421.01",40.6511,35,12.6,0,40.168358,-0.0001004,4.91811938721606
"FALSE POSITIVE",5898983,"K03422.01",40.1436,37,15.15,0,41.104206,1.197e-05,2.17894889242797
"CANDIDATE",3745559,"K03423.01",30.2541,47,21.03,0,38.862943,0.0003836,2.73821548821549
"FALSE POSITIVE",8356054,"K03424.01",17.0811,0,-1,0,44.333548,-0.01328,-38.63
"CANDIDATE",9117416,"K03425.01",20.0348,69,17.47,0,45.495386,3.787e-05,2.47668393782383
"CANDIDATE",9117416,"K03425.02",3.15722,410,15.03,0,45.495115,5.579e-05,1.94153527448498
"CANDIDATE",9117416,"K03425.03",7.64359,144,9.391,0,45.495625,4.933e-05,1.88964181994192
"FALSE POSITIVE",5900235,"K03426.01",58.7703,21,11.86,0,41.196967,-3.96e-06,2.01100960412275
"FALSE POSITIVE",9907505,"K03427.01",39.2068,23,2441,0,46.764108,-0.002889,3.09601347557552
"CANDIDATE",9027909,"K03428.01",64.6594,22,13.35,0,45.350737,8.962e-05,1.7556904400607
"CANDIDATE",9230021,"K03429.01",8.74194,130,15.2,0,45.634318,0.0002751,2.46666666666667
"CANDIDATE",9230021,"K03429.02",15.8285,70,8.719,0,45.635008,0.0004813,3.20288520564764
"CANDIDATE",7697103,"K03430.01",13.9248,99,9.516,0,43.385345,-0.0005213,2.0943893052461
"FALSE POSITIVE",9267996,"K03431.01",19.5994,68,19.13,0,45.708565,0.0002364,3.44179320318149
"CANDIDATE",8738775,"K03432.01",48.0509,28,13.84,0,44.91656,-1.012e-05,2.75070821529745
"CANDIDATE",7093401,"K03433.01",34.0843,31,33.84,1,42.608929,7.748e-05,1.31846490489817
"CANDIDATE",8628665,"K03434.01",10.2856,134,10.31,0,44.699944,7.549e-05,1.49974886991462
"FALSE POSITIVE",3945802,"K03435.01",24.2156,44,12.2,0,39.09383,0.0003936,2.59537733221944
"CANDIDATE",6265665,"K03436.01",44.2019,26,11.76,0,41.65046,-5.372e-05,1.72121896162528
"CANDIDATE",4645174,"K03437.01",15.0329,92,13.57,0,39.74482,0.0001397,2.78440425804797
"CANDIDATE",4645174,"K03437.02",34.75,37,10.01,0,39.744156,0.0001443,1.22281295311745
"CANDIDATE",6599975,"K03438.01",14.5565,94,14.32,0,42.001738,-0.0001061,3.1767955801105
"CANDIDATE",4282191,"K03439.01",41.7083,24,15.29,0,39.319805,0.0002243,2.82935684647303
"FALSE POSITIVE",3559860,"K03440.01",33.0258,31,11.2,0,38.637312,0,5.32273152478952
"FALSE POSITIVE",3559860,"K03440.02",58.9407,16,7.986,0,38.637769,0,0.645485835319036
"FALSE POSITIVE",10651945,"K03441.01",25.367,37,2499,0,47.903459,7.942e-05,2.44260256941567
"FALSE POSITIVE",9837586,"K03442.01",10.3669,26,104.2,0,46.689376,0.07953,1.665820642978
"CANDIDATE",7288306,"K03443.01",96.1702,15,18.44,0,42.806648,-9.651e-06,1.21312427409988
"CANDIDATE",5384713,"K03444.01",60.3267,21,70.47,0,40.562021,-1.973e-05,1.25459756388823
"FALSE POSITIVE",5384713,"K03444.02",2.63596,509,13.13,0,40.562081,-6.929e-05,1.72299465240642
"CANDIDATE",5384713,"K03444.03",12.6713,103,11.08,0,40.562317,-2.891e-05,2.21678136580201
"FALSE POSITIVE",5384713,"K03444.04",331.534,5,7.391,0,40.562284,0.0001125,2.63115898663475
"CANDIDATE",11860395,"K03445.01",82.3042,17,18.78,0,50.128168,0.0005916,4.22478386167147
"FALSE POSITIVE",2852528,"K03446.01",11.9616,95,11.34,0,38.002249,-0.01404,2.73619899629064
"CANDIDATE",3348216,"K03448.01",32.5109,41,12.21,0,38.431462,-0.0002974,4.56316325047245
"FALSE POSITIVE",10798838,"K03449.01",62.1277,19,759.7,0,48.123534,0.0006935,5.29375386518244
"FALSE POSITIVE",8560940,"K03450.01",31.973,43,12.84,0,44.663238,0.001257,0.403931393332049
"CANDIDATE",10793576,"K03451.01",10.9076,28,10.21,0,48.147263,-0.0001709,1.75862068965517
"FALSE POSITIVE",7021177,"K03452.01",18.6452,0,-1,0,42.530823,0.01358,-46.1
"FALSE POSITIVE",4932689,"K03453.01",18.1118,47,9.589,0,39.98737,0.005344,1.27084723148766
"FALSE POSITIVE",7122259,"K03454.01",20.8821,55,3333,0,42.62417,-0.03417,3.06163401815576
"CANDIDATE",6947668,"K03455.01",14.0544,79,10.7,0,42.429821,-0.0001808,1.22222222222222
"CANDIDATE",6364582,"K03456.01",30.8609,33,14.54,0,41.786788,-3.257e-05,2.297383535418
"FALSE POSITIVE",9834257,"K03457.01",15.6513,89,75.06,0,46.594891,-0.004631,2.06637554585153
"CANDIDATE",6118370,"K03458.01",14.0328,82,10.9,0,41.464454,0.000119,2.67262638717633
"CANDIDATE",2717158,"K03459.01",13.2226,98,12.06,0,37.996529,0.0003875,3.43289526085225
"CANDIDATE",9664276,"K03460.01",62.5965,19,12.51,0,46.36675,0.0002716,2.3208292201382
"FALSE POSITIVE",2437112,"K03461.01",18.7985,74,10.97,0,37.770623,-0.005448,6.7500812479688
"FALSE POSITIVE",2437112,"K03461.02",18.7985,67,8.558,0,37.771207,-0.005198,0.751056834194457
"CANDIDATE",9967009,"K03462.01",12.4327,86,9.459,0,46.823875,-0.0005147,1.67639699749791
"CANDIDATE",9967009,"K03462.02",30.9897,34,9.869,0,46.823266,-0.0006443,1.14781297134238
"CANDIDATE",5294945,"K03463.01",32.5474,42,9.893,0,40.455247,-1.356e-05,1.99663778611147
"FALSE POSITIVE",11874338,"K03464.01",15.975,83,31.4,0,50.150199,5.57e-05,0.736517085220255
"CANDIDATE",9763612,"K03465.01",16.0507,87,10.75,0,46.535821,0,6.64094955489614
"FALSE POSITIVE",9468384,"K03466.01",11.0826,76,2908,0,46.050851,-0.139,3.18906455862978
"FALSE POSITIVE",7121885,"K03467.01",33.9376,36,5533,0,42.635251,-0.04355,2.91322314049587
"CANDIDATE",5213404,"K03468.01",20.7075,66,11.8,0,40.374719,0.0003056,2.6917866215072
"CANDIDATE",4844470,"K03469.01",60.5325,17,14.09,0,39.944096,-3.272e-06,2.34523112931539
"CANDIDATE",9995771,"K03470.01",25.4338,43,13.37,0,46.930573,0.0003209,2.08364312267658
"CANDIDATE",9995771,"K03470.02",15.0618,74,10.44,0,46.931646,0.0005263,1.56283662477558
"FALSE POSITIVE",11875511,"K03471.01",67.4516,20,332.6,0,50.147427,0.002805,1.40058224163028
"CANDIDATE",9536108,"K03472.01",10.43,130,10.68,0,46.133526,-0.0001553,1.32795156407669
"CANDIDATE",8905246,"K03473.01",27.6371,47,32.48,0,45.188978,8.597e-05,1.53049671292915
"CANDIDATE",5213230,"K03474.01",52.6097,27,13.04,0,40.346295,0.0002783,3.18072289156627
"FALSE POSITIVE",5986209,"K03476.01",23.738,0,-1,0,41.291948,0,-54.56
"FALSE POSITIVE",9226339,"K03477.01",21.4624,63,11.4,0,45.682655,6.381e-05,1.63233901515152
"CANDIDATE",7742408,"K03478.01",33.4969,40,13.83,0,43.470959,-4.878e-05,1.79189352692075
"FALSE POSITIVE",6525209,"K03479.01",75.1319,17,2515,0,41.904913,-0.002498,7.00939597315436
"FALSE POSITIVE",6525209,"K03479.02",75.132,16,697,0,41.904916,-0.0006404,7.01035781544256
"CANDIDATE",9843517,"K03480.01",11.9379,91,8.828,0,46.618538,0.0004755,4.53067484662577
"CANDIDATE",8812045,"K03481.01",32.7067,39,9.515,0,45.022911,0.0002518,1.82947173308619
"CANDIDATE",7288444,"K03482.01",15.3317,88,11.55,0,42.829362,-0.0002074,1.82504780114723
"CANDIDATE",3101923,"K03483.01",82.3225,18,7.858,0,38.279486,-0.0002126,1.01092117758784
"CANDIDATE",10881457,"K03484.01",84.7041,11,14.02,1,48.257867,-0.0001821,2.06570048309179
"FALSE POSITIVE",5471289,"K03485.01",12.426,112,23.59,0,40.65103,0.0001418,3.25282891403479
"CANDIDATE",8121328,"K03486.01",19.0692,71,15.63,0,43.909869,-7.577e-06,3.17417120237506
"FALSE POSITIVE",9783760,"K03487.01",89.7397,12,1098,0,46.545716,-0.1118,4.19373383156079
"FALSE POSITIVE",9528430,"K03489.01",90.0825,15,2154,0,46.114931,-0.006245,2.88224956063269
"FALSE POSITIVE",8882847,"K03490.01",42.2013,30,13.52,0,45.169372,-0.001244,0.560772268538833
"FALSE POSITIVE",12164634,"K03491.01",89.3312,16,2836,0,50.741686,-0.0003381,2.96405750798722
"FALSE POSITIVE",5193077,"K03492.01",22.2939,48,12.23,0,40.371525,-0.0004298,2.03722854188211
"CANDIDATE",8880123,"K03493.01",46.7164,31,13.56,0,45.102612,0.0002987,1.77713815789474
"CANDIDATE",8231667,"K03494.01",42.8777,27,14.23,0,44.165804,-0.0005499,1.20314439387671
"CANDIDATE",9474756,"K03495.01",17.6063,75,8.37,0,46.029332,-0.0001324,1.55852284581682
"CANDIDATE",9474756,"K03495.02",6.68485,193,8.164,0,46.030252,-0.0001272,1.35427186426984
"CANDIDATE",7517261,"K03496.01",23.2385,54,15.08,0,43.179926,-5.058e-05,3.03817733990148
"CANDIDATE",7517261,"K03496.02",8.54338,151,9.698,0,43.179702,6.265e-05,2.72590108968986
"CANDIDATE",8424002,"K03497.01",20.3597,65,22.59,0,44.470322,-0.0001904,4.75904977375566
"FALSE POSITIVE",8635938,"K03498.01",43.7992,31,26.52,0,44.796213,-0.0001691,0.781012357414449
"FALSE POSITIVE",5471688,"K03499.01",12.4257,96,22.38,0,40.644214,-0.000285,4.8018211033744
"CANDIDATE",6058816,"K03500.01",73.7504,19,23.84,0,41.335676,7.084e-05,2.77643097643098
"CANDIDATE",6058816,"K03500.02",4.74828,280,9.593,0,41.336026,2.269e-05,1.83273046147101
"FALSE POSITIVE",6286161,"K03501.01",14.5418,52,2162,0,41.620614,-0.1577,3.32772705430082
"FALSE POSITIVE",5385471,"K03502.01",12.426,112,30.25,0,40.59384,-0.0002071,4.13404114134041
"CANDIDATE",6368175,"K03503.01",21.1859,63,8.752,0,41.729991,-0.0001213,1.96796973518285
"FALSE POSITIVE",5471158,"K03504.01",12.4253,110,24.12,0,40.603269,0.0004166,3.36305173925753
"FALSE POSITIVE",4847843,"K03505.01",30.9605,35,28.84,0,39.913977,0.01996,0.836118598382749
"FALSE POSITIVE",8719419,"K03506.01",12.6253,108,667.4,0,44.869655,-0.001785,2.87295656235404
"CANDIDATE",6697817,"K03508.01",190.8,8,9.868,0,42.129566,-5.149e-05,2.29559370872854
"FALSE POSITIVE",3439096,"K03509.01",2.9761,393,18.8,0,38.51284,0.0003349,3.54822073233626
"FALSE POSITIVE",9028474,"K03510.01",124.937,12,4254,0,45.375915,-0.0282,3.51845130066546
"FALSE POSITIVE",3644542,"K03511.01",119.68,13,22780,0,38.765473,0.0634,2.19625564880568
"FALSE POSITIVE",6182849,"K03512.01",6.39907,0,-1,0,41.540832,0,-51.01
"FALSE POSITIVE",9851142,"K03513.01",8.4803,128,15610,0,46.667193,-0.6087,3.92610539067232
"FALSE POSITIVE",7117003,"K03514.01",428.321,0,-1,0,42.63898,0.008896,-36.46
"FALSE POSITIVE",3240159,"K03515.01",82.1376,16,5134,0,38.369616,-0.04963,2.82100632389332
"FALSE POSITIVE",9658118,"K03516.01",24.0619,12,-1,0,46.377212,0.00235,-59.2
"FALSE POSITIVE",7132542,"K03517.01",66.3616,0,-1,0,42.621873,0.05791,-46.76
"FALSE POSITIVE",8589754,"K03518.01",4.46974,175,6558,0,44.653395,-0.2527,2.22923902747079
"CANDIDATE",3757590,"K03520.01",135.587,0,-1,0,38.877325,-0.002099,-59.07
"FALSE POSITIVE",5456023,"K03521.01",131.979,0,-1,0,40.659236,-0.07541,-98.42
"CANDIDATE",12021387,"K03522.01",241.071,6,2421,0,50.409822,-0.04943,2.15106502242152
"FALSE POSITIVE",8044608,"K03523.01",106.176,13,4800,0,43.823926,0.0005393,3.44569993722536
"FALSE POSITIVE",8760135,"K03524.01",184.644,0,-1,0,44.924715,0,-55.82
"FALSE POSITIVE",4073707,"K03525.01",3.14102,278,6101,0,39.195794,0.2086,3.25906735751295
"FALSE POSITIVE",10292238,"K03526.01",143.119,8,1780,0,47.346598,-0.0015,4.15247895229186
"FALSE POSITIVE",8733497,"K03527.01",76.8198,16,2447,0,44.960794,-0.03953,4.193315266486
"FALSE POSITIVE",4255422,"K03528.01",165.406,8,3098,0,39.371689,0.0004507,1.69230769230769
"FALSE POSITIVE",9837544,"K03529.01",71.6612,0,-1,0,46.676308,-0.05617,-38.32
"FALSE POSITIVE",7877824,"K03530.01",9.44947,0,-1,0,43.614406,0,-49.38
