"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_depth_sn","tce_eqt_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"FALSE POSITIVE",4059887,"K04887.01",0.03697,48110,0.4359,4.736,-8.424e-05,0.638599810785241,9.39279957012359,9.86062717770035,-0.4,5.58595041322314
"CANDIDATE",6691169,"K04890.01",0.2744,881.7,21.06,2.064,-0.0009373,0.345788442703232,10.0991775520077,10.0702987697715,0.6,-0.753070175438597
"CANDIDATE",10747501,"K04891.01",0.2514,5377,1.056,1.067,-0.0001719,1.75709840528977,9.23523717328171,9.81651376146789,-0.466666666666667,0.682894736842105
"CANDIDATE",10586744,"K04892.01",0.2833,3765,-3.705,-0.2642,2.055e-05,0.914397759103642,8.96831314072693,10.7496251874063,-1.73333333333333,1.3404958677686
"CANDIDATE",11970050,"K04893.01",0.1258,1749,-1.079,-0.6959,0.0002673,0.550832778147901,9.93543758967001,10.8253094910591,0.2,0.65187969924812
"FALSE POSITIVE",10031918,"K04894.01",0.275,5287,1.349,-1.511,0.0001938,1.35125558465568,9.37908496732026,23.7894736842105,-0.857142857142857,0.594320987654321
"CANDIDATE",12416597,"K04895.01",1.137,4688,-1.982,2.196,-0.0003067,49.8308559712968,7.88299454635597,24.9828178694158,0.8,0.885333333333333
"CANDIDATE",11135694,"K04896.01",1.223,2165,-8.017,1.463,-0.000329,12.4038206420801,9.21610169491525,10.0188323917137,-0.8,-1.17822580645161
"CANDIDATE",11135694,"K04896.02",0.3028,3740,3.97,0.4561,-7.189e-05,0.988480335117524,9.03492063492063,10,-0.8,0.805109489051095
"FALSE POSITIVE",9910828,"K04897.01",0.5275,6222,2.05,1.969,-0.0003494,6.60683139534884,15.4022082018927,20.2941176470588,-1.88571428571429,2.62660550458716
"CANDIDATE",6424561,"K04900.01",0.1532,2600,-1.334,0.03051,-1.839e-05,1.01825442099258,9.18716577540107,9.44444444444444,-0.333333333333333,-0.4769375
"FALSE POSITIVE",10661917,"K04901.01",0.1191,32110,0.4495,-2.752,3.406e-05,2.76056338028169,9.28657074340528,7.97250859106529,-0.971428571428572,2.22006141248721
"FALSE POSITIVE",7799701,"K04903.01",2.452,120.8,37.01,20.95,-0.02617,9.83614697120159,17.0096598068039,8.85416666666667,-0.0666666666666667,2.47514910536779
"CANDIDATE",8803757,"K04904.01",0.183,7051,1.896,2.764,-0.0002036,2.02314915920507,8.59087676521386,18.4663536776213,0.933333333333333,1.31776315789474
"FALSE POSITIVE",12021811,"K04905.01",0.1059,23350,0.2583,-2.022,0.0003613,0.920423323496489,6.90929451287794,25.3012048192771,-0.333333333333333,-4.48591549295775
"CANDIDATE",9479306,"K04906.01",0.1324,2497,-0.974,-0.1783,-0.000213,0.755631986242476,7.3015873015873,13.6229749631811,-1.2,0.0405872093023256
"CANDIDATE",5437762,"K04907.01",0.06032,4648,1.982,-0.2171,6.075e-06,1.05441142054762,5.95174262734584,10.0757575757576,-0.533333333333333,1.19108280254777
"FALSE POSITIVE",3962684,"K04908.01",0.1546,3139,-5.524,-2.06,0.0002517,0.157465810773095,8.55683269476373,3.52336448598131,0.24,1.37207207207207
"FALSE POSITIVE",2437897,"K04909.01",0.1168,5352,-0.2719,-8.061,0.002152,0.68489827856025,7.38517060367454,25.2552552552553,-0.733333333333333,-10.7218628719276
"FALSE POSITIVE",9307966,"K04910.01",0.1077,3816,-1.303,6.039,-0.0004402,0.986453475460804,8.21215043394407,9.80769230769231,-0.4,-2.80962962962963
"CANDIDATE",5208962,"K04912.01",0.06559,17730,0.325,1.386,-4.704e-05,0.960623289113498,4.86247544204322,12.7638190954774,1.06666666666667,-1.01057268722467
"CANDIDATE",5769810,"K04913.01",0.1206,1824,1.586,1.607,-0.0001837,1.53307458656767,9.28892889288929,7.72727272727273,-0.08,0.597982456140351
"FALSE POSITIVE",5769810,"K04913.02",0.1426,3576,2.075,0.06637,-1.834e-05,1.79440724694762,8.66982836495032,7.70642201834862,-0.08,1.86140350877193
"CANDIDATE",12071754,"K04914.01",0.1724,6022,-0.8105,0.5757,-1.419e-05,1.50777202072539,9.51436934539649,12.7894156560088,0.933333333333333,0.487666666666667
"FALSE POSITIVE",1572948,"K04924.01",0.1371,1014,1.75,-13.67,0.004396,0.769592760180996,9.45385514018692,8.39449541284404,-0.533333333333333,-3.21260504201681
"FALSE POSITIVE",1725193,"K04925.01",2.71,16120,1.854,-0.4359,-0.06759,113.973643594919,1495.97628123676,9.86013986013986,0.466666666666667,-267.25
"CANDIDATE",1865864,"K04926.01",0.1679,1000,12.24,-1.539,0.0007756,0.068271954674221,7.24511930585683,23.8848920863309,-0.933333333333333,-0.222167832167832
"FALSE POSITIVE",1870398,"K04927.01",27.65,9918,19.62,0.1122,-0.000233,19.4696821992591,13.9709329582747,12.9067641681901,0.933333333333333,-3.06009615384615
"CANDIDATE",1873513,"K04928.01",0.2462,1525,0.7906,0.06238,0.001889,5.01100917431193,140.396388917713,29.0322580645161,3.2,-27.3577981651376
"FALSE POSITIVE",2010607,"K04929.01",15.13,17820,3.256,-0.08203,-5.097e-05,120.177863237592,32.6424501424501,47.2103004291845,0.133333333333333,-0.829182156133829
"FALSE POSITIVE",2165352,"K04934.01",0.1249,13180,0.4155,3.446,-0.0003886,1.93353344768439,13.1419624217119,35.9516616314199,-0.666666666666667,-47.6392251815981
"FALSE POSITIVE",2305255,"K04935.01",15.58,9869,14.94,0.2263,-4.865e-05,15.5738981467061,3.25338007010516,10.3403565640194,-0.733333333333333,-1.99425287356322
"FALSE POSITIVE",2305543,"K04936.01",1.349,24110,-0.1686,-0.1643,0.0003342,268.079640333976,2251.99913550897,12.3030303030303,-1.93333333333333,-238.947368421053
"FALSE POSITIVE",2309910,"K04937.01",0.1082,35510,0.831,5.165,-0.0005351,0.575729646697389,16.122754491018,10.1875,-0.133333333333333,1.52890173410405
"CANDIDATE",2310993,"K04938.01",0.3865,1138,38.84,-2.186,0.0003396,0.659607173356106,8.58313817330211,9.63702359346642,-0.333333333333333,-2.00729927007299
"FALSE POSITIVE",2437209,"K04939.01",7.194,2561,2.52,0.664,-0.007743,0.967432950191571,57.3946360153257,12.8030303030303,0.666666666666667,-5.52040816326531
"FALSE POSITIVE",2438406,"K04941.01",0.3598,205.8,46.69,-0.6043,0.001327,0.0436876763875823,7.23562966213251,10.0740740740741,0.16,-0.346086956521739
"FALSE POSITIVE",2569488,"K04944.01",0.6016,26000,0.8149,0.5436,-0.0003788,79.4545454545455,31.4387633769322,0,1.46666666666667,-13.7948717948718
"FALSE POSITIVE",2569516,"K04945.01",0.1217,733.2,-1.844,9.14,-0.0007251,1.04803650774589,8.65738661876965,6.25490196078431,-0.228571428571429,3.66368421052632
"FALSE POSITIVE",2570432,"K04946.01",0.1676,16230,0.7424,-0.5747,-0.0001176,0.0640856869315462,9.44249341527656,11.5,0.8,1.57614678899083
"FALSE POSITIVE",2574543,"K04947.01",2.221,2155,4.903,-7.782,0.007007,21.5527280569334,14.7727272727273,18.8571428571429,-0.72,29.1083743842365
"FALSE POSITIVE",2578811,"K04948.01",0.1071,4825,-0.3313,11.87,-0.0004898,2.53002244668911,9.65160075329567,0,-1.46666666666667,-7.89237288135593
"FALSE POSITIVE",2707916,"K04950.01",2.869,12200,0.5585,-0.8116,0.0003211,7.3208516886931,6.34746922024624,22.2747747747748,-2.33333333333333,-1.79387514723204
"FALSE POSITIVE",2708270,"K04951.01",0.04055,21910,0.6471,0.2929,-6.476e-05,0.000974029524330235,9.85152190051967,0,-1.36,-7.6575
"FALSE POSITIVE",2711123,"K04953.01",0.1645,14340,0.3232,0.1121,-0.0002914,9.7354211663067,24.8931512561243,0,0.155555555555556,63.9130434782609
"FALSE POSITIVE",2850321,"K04956.01",21.51,8191,17.05,-0.0996,-1.836e-05,81.8330605564648,0.610209923664122,10.5724299065421,-1.04,0.709478672985782
"FALSE POSITIVE",2987433,"K04959.01",8.686,762.7,48.22,0.06762,-0.007815,42.6271186440678,1375.10118180346,10.4642857142857,-0.866666666666667,3.95762711864407
"CANDIDATE",3101178,"K04963.01",0.8283,1659,2.486,-0.1073,1.347e-05,22.8712382831771,10.3140096618357,10.1785714285714,-1.8,-0.500289855072464
"FALSE POSITIVE",3120397,"K04965.01",2.98,4735,5.136,-4.769,0.00148,9.61315280464217,8.54530106921778,14.8340248962656,-0.133333333333333,0.329816513761468
"FALSE POSITIVE",3222680,"K04966.01",1.677,4764,0.4208,2.448,-0.001143,296.73590504451,0.843263553408481,0,0.42,71.0457516339869
"CANDIDATE",3239171,"K04967.01",0.3042,1704,-2.67,-0.7879,0.0004649,0.514410774410774,8.34194341943419,10.2385321100917,-0.4,1.53453237410072
"FALSE POSITIVE",3240049,"K04968.01",1.789,9725,0.935,-0.1939,1.48e-05,126.421065957716,99.3090167648392,0,-0.533333333333333,-7.3921568627451
"CANDIDATE",3340165,"K04972.01",0.1336,1580,4.816,-2.501,-5.706e-06,0.535587655942219,7.66522544780729,20.1971830985915,0.7,0.0308722741433022
"FALSE POSITIVE",3341760,"K04973.01",0.02774,30450,0.3083,-6.463,0.0002641,4.34847752537458,9.77182770663562,7.74403470715835,-0.133333333333333,6.28455284552845
"FALSE POSITIVE",3355104,"K04975.01",0.9452,322.9,-1.717,-0.2624,6.391e-05,3.55274566473988,11.3925729442971,10.3862660944206,-0.266666666666667,-1.03810055865922
"FALSE POSITIVE",3439031,"K04980.01",3.359,602200,-0.6539,-0.01652,0,357.960199004975,13764.631445745,13.8317757009346,-1.2,1680.68181818182
"FALSE POSITIVE",3449540,"K04982.01",2.489,122600,1.184,0.07442,0.02657,199.298679867987,9570.15213716494,0,-11.6,-498.783454987834
"CANDIDATE",3542117,"K04987.01",0.5769,2907,-1.396,-1.258,2.265e-05,8.53853383458647,8.71578947368421,30.8849557522124,-1,-42.4577226606539
"CANDIDATE",3553900,"K04992.01",0.1286,1885,7.299,-0.6332,3.087e-05,0.401078582434515,9.87654320987654,14.5283018867925,-1.26666666666667,-0.587964601769911
"FALSE POSITIVE",3644399,"K04997.01",3.207,2122,-1.587,0.3492,-0.0005019,16.8244719592134,10.509824747743,10.9549071618037,-0.733333333333333,1.73274336283186
"CANDIDATE",3646449,"K04999.01",0.5966,1072,39.73,-1.565,0.000502,3.08878014680182,8.7515006002401,18.6178861788618,1.06666666666667,-0.310867346938775
"FALSE POSITIVE",3755522,"K05005.01",0.4049,166.2,30.65,0.4351,-2.808e-05,4.45829195630586,11.6013437849944,18.7741935483871,-0.266666666666667,-2.02058823529412
"CANDIDATE",3758499,"K05007.01",0.2946,3184,9.851,-0.01468,2.022e-06,2.20323608727629,9.37870166066659,5.39267015706806,-0.2,-0.725925925925926
"CANDIDATE",3758499,"K05007.02",0.364,1252,35.9,-1.335,0.0001706,0.785531496062992,7.83549783549783,5.37962962962963,-0.2,0.602840909090909
"FALSE POSITIVE",3836450,"K05010.01",0.0815,14590,0.9792,6.36,-0.0003084,2.39170874302418,10.9119147992012,20.5007824726135,-0.733333333333333,1.9379932356257
"FALSE POSITIVE",3836509,"K05011.01",0.2078,12320,0.9063,-3.719,0.001334,13.7879481311976,30.612582781457,0,0.14,40.3333333333333
"FALSE POSITIVE",3836522,"K05012.01",0.197,12930,0.6969,-5.259,0.001836,7.16388225934765,37.6259445843829,10.8695652173913,-0.466666666666667,1.3611801242236
"FALSE POSITIVE",3846515,"K05013.01",0.09596,6255,0.3083,1.171,-8.151e-05,2.64172535211268,15.3802816901408,8.41642228739003,-0.333333333333333,-4.43576158940397
"FALSE POSITIVE",3848665,"K05014.01",7.185,286.3,237.1,1.892,-0.006032,3.36942896935933,9.31823599523242,23.1754161331626,-0.2,5.32481751824817
"FALSE POSITIVE",3848919,"K05015.01",0.3614,-1,0.2695,-0.009691,0.01695,-0.1,-51250,-1940,-1.77142857142857,709.565217391304
"CANDIDATE",3848948,"K05016.01",0.01281,48280,0.25,0,0,0.0129780755176614,8.90489913544669,5.26732673267327,0.155555555555556,0
"FALSE POSITIVE",3854101,"K05018.01",1.668,84.99,106.6,0.196,0.003548,9.63827422451248,34.2790697674419,18.2758620689655,0.666666666666667,0.18
"FALSE POSITIVE",3859890,"K05020.01",0.1066,4827,3.208,-87.95,0.00535,1.0359695642149,7.24449732302201,10.7476635514019,-0.933333333333333,8.44871794871795
"FALSE POSITIVE",3867593,"K05023.01",4.504,962.2,10.69,0.02433,0.009847,9.21811100292113,206.989247311828,8.4055944055944,-0.685714285714286,-14.9150743099788
"FALSE POSITIVE",3953106,"K05025.01",4.376,2804,1.859,-0.1046,0.002566,97.4944008958567,476.136790680195,5.18018018018018,-0.914285714285714,-11.5844444444444
"FALSE POSITIVE",3962728,"K05028.01",0.6006,3518,3.31,2.862,-0.0009003,1.45294540229885,10.0865800865801,26.9078947368421,-4.4,2.25419847328244
"FALSE POSITIVE",3973549,"K05032.01",0.1115,9259,0.7087,0.2858,-0.0002243,6.22889043963712,34.7131147540984,10.3726708074534,-0.933333333333333,-15.8374384236453
"FALSE POSITIVE",4058169,"K05034.01",5.129,294.8,169.4,0.05426,-0.001296,49.2253164556962,735.361216730038,9.72972972972973,-0.933333333333333,-5.15492957746479
"FALSE POSITIVE",4077252,"K05038.01",0.04954,23780,0.2622,1.961,-0.0001122,7.18849840255591,21.4834066373451,8.97394136807818,0.116666666666667,11.1970443349754
"CANDIDATE",4135912,"K05040.01",0.7075,880.1,20.45,-0.9729,0.0001523,30.279259491685,9.05824508320726,12.8084415584416,1.2,-0.0591849315068493
"FALSE POSITIVE",4144238,"K05041.01",1.935,1303,8.45,-2.282,0.0007965,11.063170704724,2.42307692307692,13.5813148788927,-1.46666666666667,67.2253258845438
"FALSE POSITIVE",4160006,"K05045.01",0.6197,-1,0.7063,-0.009358,0,-0.1,-73710,-2300,-0.4,176.64
"FALSE POSITIVE",4245861,"K05050.01",0.6297,14090,3.179,3.055,-0.001217,1.48336673346693,18.1313775510204,18.8169014084507,-1.54285714285714,3.6830122591944
"FALSE POSITIVE",4253860,"K05052.01",4.449,892.8,-0.6811,0.08146,-0.0001086,12.3704070270939,9.80990783410138,3.51437699680511,0.42,-1.28714859437751
"FALSE POSITIVE",4276114,"K05054.01",1.275,6191,1.785,0.07001,-0.001476,60.0132538104705,1113.46231358323,13.2515337423313,-1.73333333333333,-13.730255164034
"FALSE POSITIVE",4365461,"K05058.01",2.575,39780,0.6938,-0.08457,-0.06125,342.0145538108,9289.34010152284,9.53271028037383,-0.133333333333333,35
"FALSE POSITIVE",4366923,"K05059.01",0.9829,1250,6.668,-0.009414,-0.000361,2.53221010901883e-06,100.410466906106,12.0062695924765,-0.8,-22.7767354596623
"FALSE POSITIVE",4455763,"K05061.01",0.62,49420,0.4458,-0.2145,-0.001357,384.562841530055,387.774594078319,10.188679245283,-1.4,-2.0335429769392
"CANDIDATE",4478142,"K05067.01",3.58,176,157.5,-0.5796,0.0006026,23.4199134199134,3.84187568157034,19.7872340425532,0.8,-0.102642487046632
"CANDIDATE",4566848,"K05071.01",1.634,158.4,5.5,0.4545,0.001777,16.6625594085548,16.8076772424598,10.1230769230769,-0.2,-0.09015625
"FALSE POSITIVE",4570555,"K05072.01",1.014,3544,-0.85,-26.03,0.009701,295.867517471893,24.2671854734112,20.4901960784314,-0.8,-435.169491525424
"FALSE POSITIVE",4586482,"K05073.01",9.162,580.8,-117.3,0.0669,-0.1771,16.7969334330591,680.480247869868,11.0628019323672,1.06666666666667,-59.9173553719008
"FALSE POSITIVE",4678873,"K05075.01",2.927,80130,1.062,2.779,0,26.2260687123,26.9280413036463,16.258064516129,-1.46666666666667,2936.65158371041
"FALSE POSITIVE",4732015,"K05076.01",2.759,2e+05,0.3513,0,0,129.45408379179,11.7486752460257,0,-1.2,0
"CANDIDATE",4760478,"K05084.01",1.042,500.1,20.07,-0.3175,-0.004579,0.00186655405405405,48.7829614604463,10.4166666666667,0.8,3.81871657754011
"FALSE POSITIVE",4769799,"K05086.01",4.924,12980,3.712,-0.1923,0.0003535,234.284218790892,588.748019017433,15.2877138413686,-1.6,182.985781990521
"CANDIDATE",4813750,"K05088.01",0.27,990.7,9.025,-3.497,0.001283,0.359370529327611,8.11397557666214,13.6842105263158,-1.54285714285714,0.395988372093023
"FALSE POSITIVE",4815612,"K05090.01",0.5007,-1,1.333,-0.03731,-0.007083,-0.1,-70490,-1880,-1.06666666666667,8.508
"FALSE POSITIVE",4840327,"K05093.01",1.84,1823,14.23,-0.1636,-0.0003584,2840.13867488444,3571.81028724115,18.6363636363636,0.666666666666667,-65.6547619047619
"FALSE POSITIVE",4863260,"K05096.01",0.1203,13740,0.6371,-2.788,0.0008285,9.57661290322581,34.9847172694855,10.2764976958525,-0.171428571428571,10.0551724137931
"CANDIDATE",4912650,"K05098.01",0.501,943.8,-9.161,0.1464,-8.055e-05,1.97350835322196,11.264809478066,32.5,0,-0.232517838939857
"FALSE POSITIVE",4914399,"K05100.01",0.08581,-1,0.5015,-0.8215,0.0002219,-0.1,-663.7,-2170,-1.2,2.31533333333333
"CANDIDATE",4918303,"K05104.01",0.215,2321,-4.986,1.107,-0.0002316,0.68354011579818,9.125,10.3957382039574,0.2,-1.54903225806452
"FALSE POSITIVE",4945035,"K05108.01",0.1398,17350,0.5858,-3.805,0.0007235,5.22648083623693,32.9242636746143,10.3260869565217,-0.0666666666666667,-7.46909090909091
"FALSE POSITIVE",4946581,"K05109.01",54.33,10330,-2.963,0.4491,-3.533e-05,37.4953130858643,0.292568039078855,10.6967213114754,2.26666666666667,-1.26798679867987
"FALSE POSITIVE",4953262,"K05110.01",0.07467,215.3,0.4292,0.1,9.783e-06,0.274448315911731,7.27795674183157,38.0681818181818,-0.266666666666667,-1.09174484052533
"FALSE POSITIVE",4996558,"K05111.01",5.175,29100,1.314,0.7475,-0.0007026,79.5544948289578,1.30428704566636,7.64102564102564,-0.866666666666667,-160.197368421053
"FALSE POSITIVE",5006817,"K05112.01",38.16,6779,-1.764,0.3546,-5.613e-05,28.3069847657373,40.9010600706714,27.0671378091873,1.2,-5.76777251184834
"FALSE POSITIVE",5016163,"K05115.01",3.736,55890,0.5721,-0.1426,0.01339,252.523571824737,6941.90656783313,10.0719424460432,-0.685714285714286,143.205128205128
"CANDIDATE",5027859,"K05117.01",0.6267,1070,-5.481,0.1859,-0.0001743,4.82034976152623,8.08216813395477,13.7150837988827,-0.533333333333333,2.14764705882353
"FALSE POSITIVE",5039053,"K05121.01",0.5874,625.7,28.79,1.839,-0.0003157,0.549812734082397,10.8413001912046,13.4666666666667,0.666666666666667,-0.0808360655737705
"FALSE POSITIVE",5094412,"K05124.01",1.384,142,106.7,1.245,-0.001605,26.117094725214,6.62066246056782,18.1818181818182,0.666666666666667,-0.184754098360656
"FALSE POSITIVE",5113146,"K05127.01",2.071,387.7,12.55,-0.2735,-0.01271,25.6087073367374,443.181818181818,12.681281618887,-4.45714285714286,-9.96534653465347
"FALSE POSITIVE",5130563,"K05128.01",0.09671,17130,0.4783,-1.608,0.0003578,4.79488545551412,24.3799058084772,9.91416309012875,-0.133333333333333,6.07317073170732
"CANDIDATE",5131276,"K05129.01",0.05306,5945,0.1938,0.7179,0,3.74687760199833,15.7182389937107,0,0.35,-0.124603658536585
"FALSE POSITIVE",5174677,"K05131.01",1.826,123.3,-8.885,0.3599,-0.001911,19.2127099777373,28.2608695652174,10.2682563338301,-0.666666666666667,-0.292247191011236
"CANDIDATE",5179609,"K05132.01",4.077,3326,15.51,-0.2166,-0.001025,841.176470588235,573.366214549938,11.134401972873,1.7,-26.908077994429
"FALSE POSITIVE",5199426,"K05138.01",2.338,622.6,33.16,0.02536,-0.002931,62.6448011165387,1904.42607003891,10.5542168674699,-0.733333333333333,0.287984496124031
"FALSE POSITIVE",5263802,"K05145.01",2.104,167200,1.464,0.0005962,-0.0001882,199.007033512619,1921.88599577762,17.1664943123061,-1.6,-238.585607940447
"CANDIDATE",5283728,"K05149.01",0.4071,2764,17.04,-1.475,0.0003447,0.36151832460733,9.16476841305998,10.6531531531532,-0.733333333333333,-0.94375
"CANDIDATE",5289857,"K05150.01",0.08489,891.5,18.26,3.709,-0.0004308,0.476670792079208,8.7506819421713,3.83977900552486,1.04,-0.412385321100917
"FALSE POSITIVE",5308777,"K05152.01",0.2031,35820,0.4009,-1.483,0.0001792,4.28163653663178,12.0032485110991,0,0.7,30.6024096385542
"CANDIDATE",5374838,"K05155.01",0.6892,609,1.553,-0.2073,0.0001893,0.019163124335813,50.3001715265866,25.3284671532847,2.4,-1.0395256916996
"CANDIDATE",5391911,"K05157.01",0.07472,2780,0.2531,-3.346,0.0003585,3.64939271255061,18.2462057335582,0,-0.133333333333333,4.88108108108108
"CANDIDATE",5443320,"K05169.01",0.1349,705.6,4.85,-1.202,0.0006704,1.72539351412858,7.03970662620132,18.839590443686,-0.866666666666667,-1.82962962962963
"FALSE POSITIVE",5467126,"K05171.01",5.291,35760,1.64,-49.6,0.1212,4.55166135639508,0.24812487330225,0,0,411.454545454545
"FALSE POSITIVE",5470851,"K05172.01",14.02,7032,5.9,-0.8167,0.0001551,10.2891243955139,2.37408113258916,9.56467661691542,0.233333333333333,-1.03962264150943
"FALSE POSITIVE",5471108,"K05173.01",0.7671,16890,5.723,-1.836,-5.509e-05,16.6481892091648,9.83195160206139,10.3690476190476,-0.0666666666666667,1.20410490307868
"CANDIDATE",5551240,"K05178.01",0.1166,4217,1.213,0.5987,-0.0001286,1.10827347698856,11.8261769270564,10.2272727272727,-0.333333333333333,-1.36589595375723
"CANDIDATE",5563057,"K05179.01",0.0299,48160,0.6204,0.09674,2.667e-06,1.20894267944192,9.73342447026658,10.0716845878136,-0.628571428571429,3.09309309309309
"FALSE POSITIVE",5565261,"K05180.01",1.581,10720,1.094,27.96,0,28.7234042553191,21.2833020637899,5.14705882352941,-0.72,21.2464454976303
"FALSE POSITIVE",5650420,"K05187.01",0.1966,24770,0.7135,21.3,-0.003078,11.3941458491042,19.1517561298873,0,-1.6,-3.84367088607595
"FALSE POSITIVE",5653152,"K05189.01",1.654,9760,-0.8698,-31.36,0.02737,147.466216216216,24.1478732514987,24.8703170028818,0.7,-178.60824742268
"FALSE POSITIVE",5653163,"K05190.01",3.093,11090,1.737,-5.848,0.001328,10.7060966463088,5.53419191003084,250000,1.06666666666667,7.93478260869565
"FALSE POSITIVE",5734702,"K05196.01",4.367,246.9,239.3,-0.8428,0.0002786,9.08917197452229,5.84269662921348,7.36666666666667,-0.971428571428572,-0.952068126520681
"FALSE POSITIVE",5817712,"K05204.01",0.5425,19860,2.261,0.9319,-7.272e-05,3.46977281478629,10.168058231642,15.0375939849624,-1.6,-0.827272727272727
"FALSE POSITIVE",5858519,"K05206.01",3.359,4328,0.8378,-0.003355,-0.03277,40.1473214285714,1612.79461279461,10,-0.6,-8.25888324873096
"CANDIDATE",5859725,"K05207.01",0.1917,2513,5.374,1.786,-7.947e-05,1.12833333333333,7.25381865453364,18.1282051282051,0.666666666666667,3.07298850574713
"FALSE POSITIVE",5905728,"K05209.01",0.08101,5152,5.51,12.08,-0.0003655,2.73187960687961,9.45346658338538,13.9418416801292,-0.333333333333333,-8.97117117117117
"CANDIDATE",5946568,"K05211.01",0.1047,7159,-0.5042,-0.3009,1.92e-05,2.30237912509593,10.6380464749902,21.2809917355372,0.466666666666667,3.30814814814815
"FALSE POSITIVE",5963591,"K05215.01",10.71,1376,6.518,-1.054,0.0002978,13.1682907558599,2.7338782924614,17.7578475336323,-1.33333333333333,0.805731523378582
"FALSE POSITIVE",5980354,"K05218.01",0.1107,48400,0.613,0,0,0.00552021460049818,1.59249506254115,18.6725663716814,-0.8,0
"FALSE POSITIVE",5981058,"K05219.01",0.7767,11560,6.77,-0.4986,3.058e-05,1.69071214565568,12.9057798891528,20.7903780068729,1.06666666666667,-1.8481308411215
"CANDIDATE",5986270,"K05220.01",0.1921,13720,0.4087,-0.4745,0.0001248,18.7015142086704,44.3557422969188,0,-0.2,2.56686930091185
"CANDIDATE",6025174,"K05224.01",0.4065,552.4,90.13,-1.27,0.0004958,0.410962241169306,10.3932304629169,18.0769230769231,2.26666666666667,2.3609756097561
"FALSE POSITIVE",6058896,"K05233.01",0.1284,24600,0.6719,-113.8,0.01918,2.30843310775638,17.294310274253,11.3636363636364,-2.4,-462.444444444444
"FALSE POSITIVE",6067545,"K05236.01",0.386,372.6,375.2,0.1004,4.013e-05,0.387767379679144,12.4564586357039,18.1679389312977,0.666666666666667,0.199866844207723
"FALSE POSITIVE",6139220,"K05241.01",4.142,275.6,202.1,-0.004308,0.00116,24.8139412997904,132.49348392702,12.5684931506849,0.666666666666667,1.4060773480663
"FALSE POSITIVE",6145939,"K05243.01",1.979,1652,0.3125,0.02141,-0.01117,41.6319733555371,3.91963377416073,4.70338983050847,-1.4,145.320754716981
"CANDIDATE",6184894,"K05245.01",0.3408,3461,4.953,-0.05954,1.507e-05,22.3750345208506,66.5055762081784,20.4113110539846,-2.33333333333333,0.175436241610738
"CANDIDATE",6203955,"K05249.01",0.3036,1373,12.27,-0.2261,-7.647e-06,1.75029892387405,8.95950506186727,9.57583547557841,-1.06666666666667,0.298778625954198
"FALSE POSITIVE",6205384,"K05250.01",0.3345,25880,2.395,4.158,-0.0001408,3.79206680584551,11.8583765112263,24.4444444444444,-2.66666666666667,2.39855818743563
"FALSE POSITIVE",6205405,"K05251.01",8.18,38000,2.374,1.219,-8.363e-05,14.4237703735757,0.746836925960637,35.6024096385542,-1,1.86756756756757
"FALSE POSITIVE",6206470,"K05252.01",0.08368,15810,-0.3698,-1.356,3.405e-05,2.13547321217843,8.49554981337927,10.5333333333333,-0.666666666666667,-0.680522388059701
"FALSE POSITIVE",6277594,"K05255.01",0.6901,39990,2.081,-0.3,5.196e-06,12.0639010564288,10.3197969543147,14.2718446601942,-0.6,-0.46380042462845
"FALSE POSITIVE",6289897,"K05260.01",0.1014,20860,-0.2917,3.746,-0.0001226,2.42676699811879,9.83890214797136,7.70967741935484,-1.65714285714286,-1.35758426966292
"FALSE POSITIVE",6350031,"K05267.01",0.3452,1289,3.475,1.476,-0.0001673,1.96033810143043,7.23926380368098,9.5906432748538,1.33333333333333,0.249440559440559
"FALSE POSITIVE",6364064,"K05271.01",8.061,25830,1.301,-0.03849,-2.369e-05,25.8279346981083,8.27213822894169,17.4650698602794,-1.2,-1.02007434944238
"FALSE POSITIVE",6364143,"K05272.01",7.75,24610,1.533,-2.181,0.0001476,177.592393254395,5.10665597433841,9.90476190476191,-0.8,-0.428982035928144
"FALSE POSITIVE",6364307,"K05273.01",7.611,25760,1.063,-0.3441,-6.973e-05,16.4001969796454,10.0969932104753,15.8259325044405,-1.66666666666667,1.03266666666667
"FALSE POSITIVE",6366559,"K05274.01",0.1827,534.9,3.083,-0.1989,3.694e-06,1.30045610034208,6.49627263045793,8.78887070376432,0.5,0.520148462354189
"FALSE POSITIVE",6367663,"K05275.01",0.5656,3970,2.377,-5.813,0.0004549,2.53876515365097,7.56432748538012,9.93006993006993,-1.73333333333333,2.90411764705882
"CANDIDATE",6368905,"K05276.01",0.2843,322.9,155.9,1.208,0.0008923,0.12685537583254,10.5804927438407,19.2622950819672,-1.13333333333333,-0.210176991150442
"CANDIDATE",6372194,"K05278.01",0.8525,211.7,35.22,0.6111,0.0006942,9.14959568733154,72.765625,17.3076923076923,-1.26666666666667,-0.433026315789474
"CANDIDATE",6387557,"K05279.01",0.3046,679.6,40.25,-1.195,0.0004421,0.627075252133437,8.53284048905317,18.6486486486486,0.933333333333333,-1.66241610738255
"FALSE POSITIVE",6387887,"K05280.01",0.2826,-1,0.3195,-0.153,0,-0.1,-56360,-6290,0.116666666666667,125.498575498575
