"koi_disposition","kepid","kepoi_name","tce_mesmad","tce_rminmes","tce_fwm_prao"
"CANDIDATE",3869014,"K01205.01",0.6689,0.09319,3.719e-05
"CANDIDATE",3732821,"K01207.01",0.6107,0.126,0.00119
"CANDIDATE",3962357,"K01210.01",0.6397,0.1532,0.0001449
"FALSE POSITIVE",3858704,"K01211.01",0.8945,0.08166,-0.01086
"CANDIDATE",3749134,"K01212.01",0.6643,0.1767,-0.0001427
"FALSE POSITIVE",3556220,"K01213.01",0.554,0.08415,-0.002882
"CANDIDATE",3660924,"K01214.01",0.7019,0.1314,0.0004389
"CANDIDATE",3939150,"K01215.01",0.6108,0.07649,0.0001691
"CANDIDATE",3939150,"K01215.02",0.632,0.09357,0.0001063
"CANDIDATE",3839488,"K01216.01",0.7154,0.07118,-2.465e-06
"FALSE POSITIVE",3542588,"K01217.01",0.7311,0.1078,0.0007319
"CANDIDATE",3442055,"K01218.01",0.6379,0.09205,-0.000203
"CANDIDATE",4043190,"K01220.01",0.6391,0.1713,0.0001237
"CANDIDATE",3640905,"K01221.01",0.6397,0.1366,-2.215e-05
"CANDIDATE",3640905,"K01221.02",0.6936,0.1734,-2.962e-05
"FALSE POSITIVE",6613006,"K01223.01",1.443,0.03189,0.01394
"FALSE POSITIVE",6606653,"K01224.01",1.969,0.004888,-0.0002489
"FALSE POSITIVE",6620003,"K01225.01",1.045,0.003948,0.001411
"FALSE POSITIVE",6621116,"K01226.01",0.662,0.00295,0.001299
"FALSE POSITIVE",6629332,"K01227.01",0.695,0.001123,0.001543
"FALSE POSITIVE",6387450,"K01228.01",1.404,0.03503,0.01315
"CANDIDATE",6470149,"K01230.01",0.7057,0.06789,0.003503
"FALSE POSITIVE",6462874,"K01231.01",0.6769,0.038,0.002247
"FALSE POSITIVE",6462874,"K01231.02",0.6452,0.2985,-0.0006035
"FALSE POSITIVE",6665223,"K01232.01",0.6736,0.006622,8.391e-05
"FALSE POSITIVE",6665223,"K01232.02",0.6764,0.5216,0.002469
"FALSE POSITIVE",6545358,"K01233.01",1.917,0.1529,5.362e-05
"FALSE POSITIVE",6390824,"K01234.01",1.394,0.258,-0.00154
"FALSE POSITIVE",6546528,"K01235.01",0.8045,0.0558,0.02767
"CANDIDATE",6677841,"K01236.01",0.7556,0.1135,1.984e-05
"CANDIDATE",6677841,"K01236.02",0.779,0.1796,-0.000201
"CANDIDATE",6677841,"K01236.04",0.7507,0.4576,-0.0002786
"FALSE POSITIVE",6531491,"K01237.01",0.6672,0.03685,-0.02408
"CANDIDATE",6383821,"K01238.01",0.6977,0.08388,-0.0001506
"CANDIDATE",6607286,"K01239.01",0.4376,0.07819,0.0003443
"CANDIDATE",6607286,"K01239.02",0.8109,0.1499,0.0005079
"CANDIDATE",6690082,"K01240.01",0.7709,0.05435,-5.624e-05
"CANDIDATE",6690082,"K01240.02",0.7417,0.1544,-1.907e-05
"CANDIDATE",6448890,"K01241.01",0.7001,0.1156,8.713e-05
"CANDIDATE",6448890,"K01241.02",0.695,0.1477,5.857e-05
"CANDIDATE",6607447,"K01242.01",0.6861,0.02556,-0.0007418
"FALSE POSITIVE",6677256,"K01243.01",0.721,0.1116,0
"FALSE POSITIVE",6692833,"K01244.01",0.7526,0.1504,-0.001153
"CANDIDATE",6693640,"K01245.01",0.614,0.0802,5.415e-05
"CANDIDATE",6441738,"K01246.01",0.7867,0.1496,-2.628e-05
"FALSE POSITIVE",8801343,"K01247.01",1.136,0.00637,-0.0003612
"FALSE POSITIVE",8488878,"K01248.01",1.101,0.006112,0.002519
"FALSE POSITIVE",8560285,"K01249.01",0.7665,0.007495,-0.0159
"FALSE POSITIVE",8620565,"K01250.01",5.163,0.02218,0.0003564
"FALSE POSITIVE",8616873,"K01251.01",17.86,0.2919,-2.605e-05
"FALSE POSITIVE",8737796,"K01252.01",5.186,0.3382,0
"FALSE POSITIVE",8462258,"K01253.01",1.149,0.03369,-0.02566
"CANDIDATE",8454250,"K01254.01",1.321,0.08799,-0.001561
"FALSE POSITIVE",8494263,"K01255.01",0.6404,0.01785,0.008172
"FALSE POSITIVE",8848271,"K01256.01",0.8356,0.05264,0.009441
"CANDIDATE",8751933,"K01257.01",0.6991,0.01405,-0.0007955
"CANDIDATE",8630788,"K01258.01",0.5966,0.03742,0.0002042
"CANDIDATE",8630788,"K01258.02",0.6855,0.08909,0.0001218
"CANDIDATE",8630788,"K01258.03",0.6469,0.174,0.0008221
"FALSE POSITIVE",8823426,"K01259.01",1.582,0.1841,0
"FALSE POSITIVE",8766222,"K01260.01",0.8025,0.1972,-0.00313
"CANDIDATE",8678594,"K01261.01",0.7226,0.02855,-0.0005292
"CANDIDATE",8678594,"K01261.02",0.6451,0.1868,-3.607e-05
"FALSE POSITIVE",8703884,"K01262.01",0.8048,0.04557,-0.001117
"FALSE POSITIVE",8560840,"K01263.01",0.8178,0.1232,-0.0002386
"CANDIDATE",8612847,"K01264.01",0.6466,0.08428,0
"FALSE POSITIVE",8552583,"K01265.01",1.072,0.2337,0.0002464
"CANDIDATE",8547140,"K01266.01",0.5765,0.06787,4.939e-06
"FALSE POSITIVE",8519253,"K01267.01",0.6761,0.1426,-0.00365
"CANDIDATE",8813698,"K01268.01",0.6555,0.0286,-0.0001991
"FALSE POSITIVE",8757910,"K01269.01",2.026,0.2494,-0.0008355
"CANDIDATE",8564587,"K01270.01",0.6767,0.05925,0
"CANDIDATE",8564587,"K01270.02",0.6155,0.1189,0
"CANDIDATE",8631160,"K01271.01",0.6509,0.02035,8.299e-05
"CANDIDATE",8806072,"K01273.01",0.6517,0.06009,-0.0001775
"CANDIDATE",8583696,"K01275.01",0.6337,0.02651,-0.0001243
"CANDIDATE",8804283,"K01276.01",0.6866,0.08425,0.0003642
"CANDIDATE",8804283,"K01276.02",0.6582,0.238,0.0001162
"FALSE POSITIVE",8552565,"K01277.01",1.267,0.4306,-0.0001441
"CANDIDATE",8609450,"K01278.01",0.6501,0.0879,0.0002651
"CANDIDATE",8609450,"K01278.02",0.6806,0.07206,0.0001183
"CANDIDATE",8609450,"K01278.03",0.7778,0.2078,-5.629e-06
"CANDIDATE",8609450,"K01278.04",0.5098,0.2821,0.0001916
"FALSE POSITIVE",8609450,"K01278.05",0.6994,0.5258,-0.0007911
"CANDIDATE",8628758,"K01279.01",0.76,0.07328,9.761e-05
"CANDIDATE",8628758,"K01279.02",0.7048,0.1434,8.205e-05
"FALSE POSITIVE",8509361,"K01280.01",0.7004,0.09247,0.01958
"CANDIDATE",8742590,"K01281.01",0.664,0.1744,-0.0007714
"CANDIDATE",8822366,"K01282.01",0.6943,0.06279,-1.714e-05
"CANDIDATE",8700771,"K01283.01",0.6285,0.09185,-7.772e-06
"FALSE POSITIVE",10960993,"K01284.01",0.616,0.0008492,0
"FALSE POSITIVE",10879208,"K01286.01",1.312,0.109,-0.06175
"FALSE POSITIVE",10843203,"K01287.01",0.5688,0.01395,0.001117
"CANDIDATE",10790387,"K01288.01",0.6881,0.01605,-0.001546
"FALSE POSITIVE",10748393,"K01289.01",0.8361,0.01825,0.002826
"FALSE POSITIVE",10748393,"K01289.02",0.6774,0.5001,-0.0008619
"FALSE POSITIVE",10874226,"K01290.01",1.046,0.0393,0.000115
"FALSE POSITIVE",10661771,"K01291.01",1.029,0.2349,-0.0003751
"FALSE POSITIVE",10924853,"K01292.01",0.756,0.04384,-0.005767
"FALSE POSITIVE",10874926,"K01293.01",0.7785,0.06632,0.0005457
"FALSE POSITIVE",10549562,"K01294.01",0.7519,0.06954,0
"FALSE POSITIVE",10666230,"K01295.01",0.8984,0.06041,-0.001433
"CANDIDATE",10971674,"K01296.01",3.7,0.009365,0.03522
"FALSE POSITIVE",10676923,"K01297.01",0.6113,0.1716,-0.001314
"CANDIDATE",10604335,"K01298.01",0.6462,0.06628,4.014e-05
"CANDIDATE",10604335,"K01298.02",0.6725,0.3254,-0.0001233
"CANDIDATE",10864656,"K01299.01",0.6799,0.0526,-1.462e-05
"CANDIDATE",10975146,"K01300.01",0.9482,0.1331,0.0001468
"CANDIDATE",10538176,"K01301.01",0.6693,0.09394,-0.0004383
"CANDIDATE",10538176,"K01301.02",0.7019,0.1615,-0.0006216
"CANDIDATE",10724369,"K01302.01",0.6997,0.07301,-7.841e-05
"CANDIDATE",10867062,"K01303.01",0.7655,0.1154,-0.0001559
"CANDIDATE",10744335,"K01304.01",0.5899,0.1708,-0.0006718
"CANDIDATE",10730034,"K01305.01",0.824,0.1516,0.0001116
"CANDIDATE",10730034,"K01305.02",0.7561,0.2906,0.0003168
"CANDIDATE",10858691,"K01306.01",0.6292,0.1358,8.354e-05
"CANDIDATE",10858691,"K01306.02",0.4462,0.1582,-2.426e-05
"CANDIDATE",10858691,"K01306.03",0.6648,0.3172,-0.0001104
"CANDIDATE",10858691,"K01306.04",0.6781,0.3542,0.0001572
"CANDIDATE",10973814,"K01307.01",0.634,0.129,-0.0002293
"CANDIDATE",10973814,"K01307.02",0.6255,0.1213,-0.0009264
"CANDIDATE",10586208,"K01308.01",0.7856,0.07677,-8.816e-05
"CANDIDATE",10854768,"K01309.01",0.8252,0.07699,7.45e-05
"CANDIDATE",10964440,"K01310.01",0.6095,0.1198,7.202e-05
"CANDIDATE",10964440,"K01310.02",0.6852,0.3441,-0.0002128
"CANDIDATE",10713616,"K01311.01",0.6815,0.07063,-0.0002691
"CANDIDATE",10963242,"K01312.01",0.6502,0.109,0.000168
"FALSE POSITIVE",10785538,"K01313.01",1.644,0.223,0
"CANDIDATE",10585852,"K01314.01",0.6343,0.1026,-8.755e-06
"CANDIDATE",10928043,"K01315.01",0.5426,0.07487,-0.0001154
"CANDIDATE",10794087,"K01316.01",0.5474,0.1225,1.985e-05
"FALSE POSITIVE",4275739,"K01317.01",0.7077,0.001425,-0.006073
"FALSE POSITIVE",4070376,"K01318.01",3.183,0.0214,-0.00448
"FALSE POSITIVE",4078157,"K01319.01",0.7031,0.01312,0.01441
"CANDIDATE",4164994,"K01320.01",0.6292,0.01072,-0.001449
"FALSE POSITIVE",4480676,"K01321.01",0.938,0.00882,-0.0009659
"FALSE POSITIVE",4079535,"K01322.01",0.6889,0.007362,0.0459
"CANDIDATE",4076098,"K01323.01",0.7291,0.01066,0.000102
"FALSE POSITIVE",4551328,"K01324.01",2.082,0.7,-0.001983
"CANDIDATE",4282872,"K01325.01",0.7225,0.02541,-0.001498
"FALSE POSITIVE",4639868,"K01326.01",0.6613,0.003536,-5.012e-07
"FALSE POSITIVE",4372768,"K01327.01",0.6252,0.2084,0.02405
"CANDIDATE",4074736,"K01328.01",0.6571,0.08481,-0.001057
"CANDIDATE",4072526,"K01329.01",0.5952,0.1247,-0.0001952
"FALSE POSITIVE",4150539,"K01330.01",0.9691,0.1371,-0.0003266
"FALSE POSITIVE",4150539,"K01330.02",0.858,0.08007,-0.0006838
"CANDIDATE",4274548,"K01331.01",0.6579,0.1707,-0.001006
"CANDIDATE",4455231,"K01332.01",0.8143,0.1048,-0.0004988
"CANDIDATE",4455231,"K01332.02",0.6896,0.1478,-0.0003632
"CANDIDATE",4455231,"K01332.03",0.6251,0.1531,-0.000187
"FALSE POSITIVE",4285107,"K01333.01",0.8491,0.1185,0.01459
"FALSE POSITIVE",4150624,"K01334.01",0.7588,0.1337,0.0004388
"FALSE POSITIVE",4150624,"K01334.02",0.6542,0.1191,0.0004961
"CANDIDATE",4155328,"K01335.01",0.6706,0.06896,0.0001376
"CANDIDATE",4077526,"K01336.01",0.7501,0.1193,0.000273
"CANDIDATE",4077526,"K01336.02",0.7095,0.1737,-1.528e-05
"CANDIDATE",4077526,"K01336.03",0.6875,0.2887,0.0008871
"CANDIDATE",4077526,"K01336.04",0.7936,0.2422,-5.108e-05
"CANDIDATE",4243911,"K01337.01",0.6574,0.1149,-3.028e-05
"CANDIDATE",4466677,"K01338.01",0.7557,0.1021,-0.0001002
"CANDIDATE",4466677,"K01338.02",0.7829,0.2959,0.0002236
"CANDIDATE",4466677,"K01338.03",0.6754,0.517,-6.725e-05
"CANDIDATE",4135665,"K01339.01",0.6827,0.1229,8.32e-05
"FALSE POSITIVE",4386059,"K01340.01",0.5851,0.1095,0
"CANDIDATE",4650674,"K01341.01",0.6133,0.09759,1.971e-05
"CANDIDATE",4275721,"K01342.01",0.5262,0.1464,0.0003057
"CANDIDATE",4275721,"K01342.02",0.7007,0.1133,0.0005451
"FALSE POSITIVE",4570931,"K01343.01",0.7144,0.1126,-0.004144
"CANDIDATE",4136466,"K01344.01",0.7713,0.1428,1.287e-05
"FALSE POSITIVE",7199774,"K01346.01",1.44,0.01739,0.0007196
"FALSE POSITIVE",7037540,"K01347.01",0.8552,0.003793,0.0001446
"FALSE POSITIVE",6866228,"K01348.01",0.6319,0.01896,0.0006675
"FALSE POSITIVE",6847018,"K01349.01",0.7046,0.01984,0.0002817
"FALSE POSITIVE",7220322,"K01350.01",6.846,0.06137,0.00242
"FALSE POSITIVE",6964043,"K01351.01",3.554,0.2391,0.03981
"FALSE POSITIVE",6956233,"K01352.01",1.027,0.04464,0.05431
"CANDIDATE",7303287,"K01353.01",0.6208,0.0177,0.000825
"CANDIDATE",7303287,"K01353.02",0.6721,0.1698,-1.45e-05
"CANDIDATE",7303287,"K01353.03",0.6316,0.5528,-0.0004786
"FALSE POSITIVE",6891543,"K01354.01",2.005,0.1763,0.001345
"CANDIDATE",7211141,"K01355.01",0.6765,0.03408,0.001189
"CANDIDATE",6719086,"K01357.01",0.573,0.05057,0.001034
"CANDIDATE",7376983,"K01358.01",0.677,0.0718,-0.0002244
"CANDIDATE",7376983,"K01358.02",0.6608,0.12,6.231e-05
"CANDIDATE",7376983,"K01358.03",0.6993,0.1588,-3.767e-05
"CANDIDATE",7376983,"K01358.04",0.8113,0.152,-1.836e-05
"CANDIDATE",6946199,"K01359.01",0.6957,0.06086,-0.002014
"CANDIDATE",6946199,"K01359.02",0.6693,0.07412,-0.0007408
"CANDIDATE",7102227,"K01360.01",0.7285,0.09876,0.0001167
"CANDIDATE",7102227,"K01360.02",0.6228,0.1156,0.0002279
"CANDIDATE",7102227,"K01360.03",0.4135,0.1729,7.029e-05
"CANDIDATE",6960913,"K01361.01",0.6369,0.08143,0.0001691
"CANDIDATE",6837146,"K01362.01",0.6398,0.09509,-0.0005707
"CANDIDATE",6936909,"K01363.01",0.761,0.1003,2.69e-05
"CANDIDATE",6936909,"K01363.02",0.6215,0.2856,0.0002934
"CANDIDATE",6962977,"K01364.01",0.7169,0.131,-1.269e-05
"CANDIDATE",6962977,"K01364.02",0.587,0.1206,-0.0003802
"CANDIDATE",6962977,"K01364.03",0.6581,0.1606,-0.0009462
"CANDIDATE",6962977,"K01364.04",0.5386,0.2261,0.0001926
"CANDIDATE",6962977,"K01364.05",0.5286,0.1582,0.0004723
"FALSE POSITIVE",7174351,"K01365.01",0.518,0.1912,0.0007985
"CANDIDATE",6932987,"K01366.01",0.7309,0.06306,-3.815e-05
"CANDIDATE",6932987,"K01366.02",0.6691,0.195,-7.763e-05
"CANDIDATE",6934291,"K01367.01",0.9049,0.08886,7.942e-05
"FALSE POSITIVE",7357531,"K01368.01",0.6575,0.04327,0.005424
"CANDIDATE",7287415,"K01369.01",0.6318,0.08748,7.401e-05
"CANDIDATE",6924203,"K01370.01",0.6304,0.1064,0.0005374
"FALSE POSITIVE",6878167,"K01371.01",1.491,0.3917,-0.01146
"FALSE POSITIVE",6863839,"K01373.01",0.8802,0.126,6.678e-05
"FALSE POSITIVE",7296086,"K01374.01",0.6787,0.1464,-0.001872
"CANDIDATE",6766634,"K01375.01",0.6538,0.05262,0.0001507
"FALSE POSITIVE",6774826,"K01376.01",0.7606,0.09626,0.002595
"CANDIDATE",7211469,"K01377.01",0.6246,0.155,-1.972e-05
"FALSE POSITIVE",7375795,"K01378.01",0.7081,0.06448,0
"FALSE POSITIVE",7375795,"K01378.02",1.006,0.2581,0
"CANDIDATE",7211221,"K01379.01",0.7501,0.1275,9.347e-05
"FALSE POSITIVE",7025526,"K01380.01",0.7041,0.1356,-0.003584
"FALSE POSITIVE",9451127,"K01381.01",1.039,0.01137,-0.004259
"FALSE POSITIVE",9446824,"K01382.01",0.7813,0.01211,0.0006278
"FALSE POSITIVE",8953257,"K01383.01",0.94,0.009322,0.001576
"FALSE POSITIVE",8971432,"K01384.01",23.47,0.2915,0.0002974
"FALSE POSITIVE",9278553,"K01385.01",0.6587,0.002525,-0.006934
"FALSE POSITIVE",9143254,"K01386.01",0.8921,0.001901,0.001887
"FALSE POSITIVE",8949247,"K01387.01",0.7061,0.00121,-0.002156
"FALSE POSITIVE",9346253,"K01388.01",0.8853,0.01328,0.001893
"FALSE POSITIVE",9002237,"K01389.01",0.6888,0.01412,0.0002377
"FALSE POSITIVE",9288786,"K01390.01",1.222,0.02043,-0.0005417
"FALSE POSITIVE",8958035,"K01391.01",0.7156,0.006221,0.0006212
"FALSE POSITIVE",9040849,"K01392.01",1.067,0.03583,0.004597
"CANDIDATE",9202151,"K01393.01",1.264,0.07577,-0.000729
"FALSE POSITIVE",8937021,"K01394.01",0.8031,0.05694,0.005098
"CANDIDATE",8935810,"K01395.01",0.6192,0.05476,-0.0001709
"CANDIDATE",9455556,"K01396.01",0.7364,0.09007,-0.0005119
"CANDIDATE",9455556,"K01396.02",0.5892,0.1933,-0.0005432
"CANDIDATE",9427402,"K01397.01",0.5911,0.05556,-0.001138
"CANDIDATE",9269281,"K01398.01",0.5956,0.08039,0.000333
"CANDIDATE",9100484,"K01399.01",0.5875,0.1109,0.0001231
"FALSE POSITIVE",9157908,"K01400.01",0.7682,0.03058,-0.004546
"CANDIDATE",9034103,"K01402.01",0.7376,0.09247,0.0003526
"CANDIDATE",9214942,"K01403.01",0.6573,0.1283,-0.0001974
"CANDIDATE",8874090,"K01404.01",0.6126,0.1689,0.0001236
"CANDIDATE",8874090,"K01404.02",0.7241,0.2651,3.743e-06
"CANDIDATE",9264949,"K01405.01",0.6359,0.11,0.0004558
"CANDIDATE",9271752,"K01406.01",0.6831,0.05713,0.0001025
"CANDIDATE",9150827,"K01408.01",0.5854,0.1417,2.645e-06
"CANDIDATE",9391208,"K01409.01",0.6284,0.09361,-0.0002542
"CANDIDATE",9391506,"K01410.01",0.6545,0.08161,0.0002231
"CANDIDATE",9425139,"K01411.01",0.665,0.02819,0.0002981
"CANDIDATE",8950853,"K01412.01",0.6506,0.08472,-0.00016
"CANDIDATE",9006449,"K01413.01",0.6526,0.112,-0.0001675
"CANDIDATE",9006449,"K01413.02",0.7768,0.1877,-0.0001109
"CANDIDATE",9006449,"K01413.03",0.6751,0.2334,0.0001592
"FALSE POSITIVE",8916492,"K01414.01",0.7249,0.1115,0.0006166
"CANDIDATE",11517719,"K01416.01",1.701,0.009176,0.0008228
"FALSE POSITIVE",11599264,"K01417.01",0.6587,0.01382,0.01191
"FALSE POSITIVE",11100657,"K01418.01",0.6592,0.02447,-0.007874
"FALSE POSITIVE",11125936,"K01419.01",1.008,0.0307,-0.001369
"CANDIDATE",11026304,"K01420.01",0.6833,0.03312,-1.799e-05
"CANDIDATE",11497958,"K01422.01",0.6677,0.07886,-0.0001627
"CANDIDATE",11497958,"K01422.02",0.6804,0.1161,-0.001162
"CANDIDATE",11497958,"K01422.03",0.7433,0.242,-6.503e-05
"CANDIDATE",11497958,"K01422.04",0.6621,0.3429,0.0006752
"CANDIDATE",11497958,"K01422.05",0.6687,0.4099,-0.000154
"CANDIDATE",11177707,"K01423.01",0.6381,0.1072,-0.0008647
"CANDIDATE",11611600,"K01424.01",0.6645,0.04069,6.24e-05
"CANDIDATE",11254382,"K01425.01",0.5659,0.04413,-7.106e-05
"CANDIDATE",11122894,"K01426.01",0.775,0.03957,-0.0005252
"CANDIDATE",11122894,"K01426.02",0.6739,0.03441,0.0002431
"CANDIDATE",11122894,"K01426.03",0.711,0.05297,0.0002814
"CANDIDATE",11129738,"K01427.01",0.6259,0.1181,0.0001409
"CANDIDATE",11129738,"K01427.02",0.512,0.2933,-0.0002709
"CANDIDATE",11401182,"K01428.01",0.7637,0.04329,6.485e-05
"CANDIDATE",11030711,"K01429.01",0.6831,0.07123,-0.0002625
"CANDIDATE",11176127,"K01430.01",0.6442,0.08358,0.0006065
"CANDIDATE",11176127,"K01430.02",0.652,0.1557,-0.0001758
"CANDIDATE",11176127,"K01430.03",0.7057,0.168,0.000386
"CANDIDATE",11075279,"K01431.01",0.6587,0.01755,-6.925e-05
"CANDIDATE",11014932,"K01432.01",0.7225,0.09001,-0.0001307
"CANDIDATE",11014932,"K01432.02",0.7035,0.2541,-0.0003206
"CANDIDATE",11014932,"K01432.03",0.9042,0.2668,0.0005305
"CANDIDATE",11014932,"K01432.04",0.6857,0.2962,-0.0002028
"CANDIDATE",11288505,"K01433.01",0.5925,0.1244,-0.000272
"CANDIDATE",11493431,"K01434.01",0.6696,0.1456,0.0002318
"CANDIDATE",11037335,"K01435.01",0.6386,0.08224,3.503e-05
"CANDIDATE",11037335,"K01435.02",0.6796,0.1213,-0.0001998
"CANDIDATE",11389771,"K01436.01",0.4425,0.09782,-0.0001437
"CANDIDATE",11389771,"K01436.02",0.6569,0.117,-0.0001226
"CANDIDATE",11389771,"K01436.03",0.7298,0.1969,6.244e-05
"CANDIDATE",11599038,"K01437.01",0.6442,0.1782,-0.0001709
"FALSE POSITIVE",11599038,"K01437.02",0.8028,0.353,0.0005903
"FALSE POSITIVE",11599038,"K01437.03",0.6766,0.4409,7.794e-05
"CANDIDATE",11193263,"K01438.01",0.6813,0.07927,1.992e-05
"CANDIDATE",11027624,"K01439.01",0.6617,0.04561,0.0001214
"CANDIDATE",11032227,"K01440.01",0.5922,0.197,-0.0001835
"CANDIDATE",11356260,"K01441.01",0.6213,0.1145,-0.0001996
"CANDIDATE",11600889,"K01442.01",1.601,0.2461,-1.618e-05
"FALSE POSITIVE",11197126,"K01443.01",0.759,0.1046,0.0003754
"CANDIDATE",11043167,"K01444.01",0.6673,0.1721,-0.0001833
"CANDIDATE",11336883,"K01445.01",0.6589,0.1009,-3.925e-05
"FALSE POSITIVE",12506351,"K01446.01",0.4959,0.001115,-0.0003892
"FALSE POSITIVE",7622486,"K01447.01",3.224,0.006244,-0.1379
"FALSE POSITIVE",7622486,"K01447.02",8.847,0.02771,-0.00109
"CANDIDATE",9705459,"K01448.01",1.481,0.02368,-0.001772
"FALSE POSITIVE",7802136,"K01449.01",0.6976,0.003544,0
"CANDIDATE",7532973,"K01450.01",2.58,0.01784,-0.0006926
"FALSE POSITIVE",9632895,"K01451.01",0.8124,0.01176,-0.001538
"FALSE POSITIVE",7449844,"K01452.01",1.764,0.02272,-4.603e-05
"FALSE POSITIVE",7842610,"K01453.01",0.6829,0.008389,0.02664
"FALSE POSITIVE",7830637,"K01454.01",0.7342,0.04726,-0.003199
"FALSE POSITIVE",4760746,"K01455.01",0.6387,0.009617,0.01305
"CANDIDATE",7832356,"K01456.01",0.5683,0.008552,0.001348
"CANDIDATE",9643874,"K01457.01",0.7023,0.006402,1.654e-05
"CANDIDATE",12120943,"K01458.01",0.7804,0.01889,-0.001895
"FALSE POSITIVE",9761199,"K01459.01",1.22,0.1945,-0.001811
"FALSE POSITIVE",7751571,"K01460.01",0.645,0.01289,0.05989
"FALSE POSITIVE",9579499,"K01461.01",0.9033,0.1292,-0.001824
"FALSE POSITIVE",11913013,"K01462.01",0.7912,0.1002,-0.00409
"FALSE POSITIVE",7672940,"K01463.01",0.6942,0.01081,-4.533e-05
"FALSE POSITIVE",7838655,"K01464.01",0.6755,0.01596,0.02393
"FALSE POSITIVE",11702948,"K01465.01",0.7347,0.01019,0.0005051
"CANDIDATE",9512981,"K01466.01",0.6669,0.02149,0.0005232
"FALSE POSITIVE",7770450,"K01467.01",0.7363,0.092,0
"FALSE POSITIVE",9851226,"K01468.01",0.8294,0.05154,0.001989
"FALSE POSITIVE",7543649,"K01469.01",0.8767,0.03023,0
"CANDIDATE",9480310,"K01470.01",0.6852,0.04292,-0.0001557
"FALSE POSITIVE",11858748,"K01471.01",0.6952,0.07954,0.02289
"CANDIDATE",7761545,"K01472.01",0.6797,0.02586,0.001423
"CANDIDATE",7499398,"K01473.01",0.6331,0.02861,-0.003455
"CANDIDATE",12365184,"K01474.01",0.6325,0.01775,6.843e-05
"CANDIDATE",4770365,"K01475.01",0.6033,0.07035,0
"CANDIDATE",4770365,"K01475.02",0.6725,0.1197,0
"CANDIDATE",4770365,"K01475.03",0.5754,0.3105,0
"CANDIDATE",12406749,"K01476.01",0.6269,0.07665,0.0007996
"CANDIDATE",7811397,"K01477.01",0.6404,0.04855,-0.002135
"CANDIDATE",12403119,"K01478.01",0.6777,0.0119,0.0003563
"FALSE POSITIVE",9842890,"K01479.01",0.7618,0.09905,0.001465
"CANDIDATE",7512982,"K01480.01",0.6155,0.07326,0.001185
"CANDIDATE",7512982,"K01480.02",0.6641,0.285,4.681e-05
"CANDIDATE",9597806,"K01481.01",0.6823,0.04709,0.0001292
"FALSE POSITIVE",7812167,"K01482.01",0.6586,0.09795,-0.01046
"FALSE POSITIVE",11909686,"K01483.01",0.6413,0.03022,-0.0005722
"FALSE POSITIVE",11760959,"K01484.01",0.5091,0.05306,0.0001986
"FALSE POSITIVE",9692345,"K01485.01",2.201,0.2191,0.003828
"CANDIDATE",7898352,"K01486.01",0.6877,0.0293,0.002955
"CANDIDATE",7898352,"K01486.02",0.7462,0.1223,0.0003757
"FALSE POSITIVE",12062667,"K01487.01",1.309,0.1281,0.005615
"CANDIDATE",9589323,"K01488.01",0.6596,0.05569,-0.0001005
"CANDIDATE",9823487,"K01489.01",0.6902,0.08279,0.0006011
"FALSE POSITIVE",9602514,"K01490.01",1.142,0.1316,-0.0002321
"CANDIDATE",9726659,"K01491.01",0.6326,0.0817,0.0003374
"FALSE POSITIVE",12108312,"K01492.01",2.94,1.096,-0.01041
"FALSE POSITIVE",9842906,"K01493.01",1.829,0.1812,-0.001517
"CANDIDATE",11821363,"K01494.01",0.6264,0.158,0.0002737
"CANDIDATE",7629518,"K01495.01",0.7288,0.06198,-0.0003268
"FALSE POSITIVE",4828341,"K01496.01",0.6612,0.05918,0.0009495
"FALSE POSITIVE",11774387,"K01497.01",1.245,0.2324,0.001298
"CANDIDATE",9636135,"K01498.01",0.8117,0.0864,-0.0003088
"CANDIDATE",9636135,"K01498.02",1.044,0.1988,0.0003441
"CANDIDATE",7841925,"K01499.01",0.6279,0.0506,-9.779e-05
"CANDIDATE",7841925,"K01499.02",0.5943,0.1935,-2.928e-05
"CANDIDATE",7841925,"K01499.03",0.9882,0.3335,1.358e-05
"FALSE POSITIVE",9719634,"K01500.01",0.6455,0.05713,-0.008204
"CANDIDATE",7439316,"K01501.01",0.6741,0.1226,6.457e-05
"FALSE POSITIVE",12061238,"K01502.01",0.5259,0.06426,-0.0008781
"CANDIDATE",12400538,"K01503.01",0.6081,0.04232,2.205e-05
"FALSE POSITIVE",9641018,"K01504.01",1.223,0.1973,-8.55e-05
"CANDIDATE",9813499,"K01505.01",0.6924,0.0852,-0.000245
"CANDIDATE",12254792,"K01506.01",0.6529,0.1039,0.0002267
"CANDIDATE",12020218,"K01507.01",0.7147,0.1437,0.0002227
"CANDIDATE",7690844,"K01508.01",0.664,0.1187,-0.0004384
"FALSE POSITIVE",9535080,"K01509.01",0.6581,0.04832,3.458e-05
"CANDIDATE",11870545,"K01510.01",0.5904,0.05656,-0.0001799
"CANDIDATE",7901948,"K01511.01",0.6484,0.07501,4.34e-05
"FALSE POSITIVE",11955499,"K01512.01",0.6844,0.1045,-0.0009802
"FALSE POSITIVE",9784222,"K01513.01",1.305,0.4046,0
"FALSE POSITIVE",9520668,"K01514.01",0.6628,0.1201,-0.0004811
