"koi_disposition","kepid","kepoi_name","tce_mesmad","tce_rminmes","tce_fwm_prao"
"CANDIDATE",6029239,"K00304.01",0.6861,0.02533,6.307e-05
"CANDIDATE",6029239,"K00304.02",0.5886,0.3399,-2.715e-05
"CANDIDATE",6063220,"K00305.01",0.6178,0.02036,0.0001683
"CANDIDATE",6071903,"K00306.01",0.6836,0.04489,4.88e-05
"CANDIDATE",6289257,"K00307.01",0.6144,0.07669,-3.859e-05
"CANDIDATE",6289257,"K00307.02",0.6337,0.06316,-0.0001391
"CANDIDATE",6291837,"K00308.01",0.6976,0.03746,0.0001206
"FALSE POSITIVE",7024222,"K00309.01",0.5935,0.08111,-0.001019
"CANDIDATE",7050989,"K00312.01",0.6464,0.03838,-5.483e-07
"CANDIDATE",7050989,"K00312.02",0.6842,0.06782,-7.669e-05
"CANDIDATE",7419318,"K00313.01",0.7646,0.03575,3.233e-05
"CANDIDATE",7419318,"K00313.02",0.6751,0.05465,3.494e-05
"CANDIDATE",7603200,"K00314.01",0.7147,0.03207,-8.085e-05
"CANDIDATE",7603200,"K00314.02",0.6453,0.05148,3.272e-05
"CANDIDATE",7603200,"K00314.03",0.7119,0.1894,5.394e-05
"CANDIDATE",7700622,"K00315.01",0.5891,0.0393,4.738e-05
"CANDIDATE",8008067,"K00316.01",0.6545,0.04337,-2.066e-05
"CANDIDATE",8008067,"K00316.02",0.7212,0.08945,-0.0004604
"CANDIDATE",8008067,"K00316.03",0.5943,0.09911,-7.572e-05
"CANDIDATE",8121310,"K00317.01",0.6613,0.06136,-5.759e-05
"CANDIDATE",8121310,"K00317.02",0.5599,0.3355,1.465e-05
"CANDIDATE",8156120,"K00318.01",0.6764,0.0457,0
"CANDIDATE",8684730,"K00319.01",0.6393,0.01621,-0.0001425
"FALSE POSITIVE",8700558,"K00320.01",0.8806,0.1111,0.0002491
"CANDIDATE",8753657,"K00321.01",0.9124,0.06024,-2.435e-05
"CANDIDATE",8753657,"K00321.02",0.6362,0.09969,-2.082e-05
"FALSE POSITIVE",8948424,"K00322.01",0.738,0.01432,-0.03629
"CANDIDATE",9139084,"K00323.01",0.624,0.02677,-8.512e-05
"FALSE POSITIVE",9641041,"K00324.01",1.232,0.2327,-6.577e-06
"FALSE POSITIVE",9724984,"K00325.01",0.6976,0.04075,-0.02528
"CANDIDATE",9880467,"K00326.01",0.7232,0.0829,-0.002696
"CANDIDATE",9880467,"K00326.02",0.6382,0.2548,-0.002291
"CANDIDATE",9881662,"K00327.01",0.7619,0.044,-4.876e-05
"CANDIDATE",9881662,"K00327.02",0.6264,0.2334,-0.000157
"FALSE POSITIVE",9895004,"K00328.01",0.4549,0.0224,0.0004848
"FALSE POSITIVE",10031885,"K00329.01",0.5628,0.1072,-0.0001957
"CANDIDATE",11361646,"K00330.01",0.7475,0.07577,7.85e-05
"CANDIDATE",11361646,"K00330.02",0.3054,0.1188,-4.707e-05
"CANDIDATE",10285631,"K00331.01",0.6396,0.09455,-3.893e-05
"CANDIDATE",10285631,"K00331.02",0.656,0.7609,-6.326e-05
"CANDIDATE",10290666,"K00332.01",0.6779,0.04469,2.787e-05
"CANDIDATE",10290666,"K00332.02",0.593,0.3487,-2.311e-05
"CANDIDATE",10337258,"K00333.01",0.6438,0.06685,-2.066e-05
"FALSE POSITIVE",10383687,"K00334.01",0.6648,0.1056,-0.009879
"FALSE POSITIVE",10470206,"K00335.01",0.7328,0.04087,-0.0006504
"FALSE POSITIVE",10518725,"K00336.01",0.636,0.3232,-0.003453
"CANDIDATE",10545066,"K00337.01",0.6516,0.08431,0.0001394
"CANDIDATE",10552611,"K00338.01",0.6837,0.06742,0.0001924
"CANDIDATE",10552611,"K00338.02",0.6205,0.2191,1.059e-05
"CANDIDATE",10587105,"K00339.01",0.788,0.035,-2.879e-05
"CANDIDATE",10587105,"K00339.02",0.7268,0.1123,-3.223e-05
"CANDIDATE",10587105,"K00339.03",0.5937,0.1589,0.0003192
"FALSE POSITIVE",10616571,"K00340.01",0.6958,0.01735,0.0007737
"CANDIDATE",10878263,"K00341.01",0.6157,0.0306,-6.802e-05
"CANDIDATE",10878263,"K00341.02",0.592,0.06105,2.113e-05
"CANDIDATE",10982872,"K00343.01",0.7377,0.0218,0.0001001
"CANDIDATE",10982872,"K00343.02",0.715,0.0504,1.018e-05
"CANDIDATE",10982872,"K00343.03",0.6044,0.2445,-1.067e-05
"CANDIDATE",11015108,"K00344.01",0.6515,0.02871,0.000245
"CANDIDATE",11074541,"K00345.01",0.6432,0.0273,-0.0001581
"CANDIDATE",11100383,"K00346.01",0.7452,0.03781,8.93e-05
"CANDIDATE",11189127,"K00347.01",0.9149,0.01714,-0.001346
"CANDIDATE",11194032,"K00348.01",0.6794,0.02483,0.0001175
"CANDIDATE",11394027,"K00349.01",0.6942,0.06899,0.0002986
"CANDIDATE",11395587,"K00350.01",0.6322,0.108,1.289e-05
"CANDIDATE",11442793,"K00351.01",0.718,0.07154,-9.382e-05
"CANDIDATE",11442793,"K00351.02",0.727,0.05326,0.000318
"CANDIDATE",11442793,"K00351.03",0.7091,0.1141,0.0001073
"CANDIDATE",11442793,"K00351.04",0.6846,0.1924,0.0003952
"CANDIDATE",11442793,"K00351.05",0.6246,0.3141,-0.0003696
"CANDIDATE",11442793,"K00351.06",0.8392,0.1877,-1.482e-05
"CANDIDATE",11442793,"K00351.07",0.6894,0.2474,7.217e-05
"CANDIDATE",11521793,"K00352.01",0.6337,0.105,9.955e-05
"CANDIDATE",11521793,"K00352.02",0.6983,0.226,1.667e-05
"CANDIDATE",11566064,"K00353.01",0.7048,0.04541,5.828e-05
"CANDIDATE",11566064,"K00353.02",0.6501,0.1952,-7.813e-05
"CANDIDATE",11566064,"K00353.03",0.7041,0.4278,4.612e-05
"CANDIDATE",11568987,"K00354.01",0.6107,0.04193,0.0003316
"CANDIDATE",11568987,"K00354.02",0.661,0.2024,0.0001345
"CANDIDATE",11621223,"K00355.01",0.8404,0.0311,2.227e-05
"CANDIDATE",11624249,"K00356.01",0.4908,0.007871,-0.0002533
"FALSE POSITIVE",12017140,"K00358.01",0.7438,0.006519,0.01172
"FALSE POSITIVE",12106929,"K00359.01",0.6282,0.08537,0.000141
"FALSE POSITIVE",12107021,"K00360.01",0.7262,0.0919,0.0004892
"CANDIDATE",12404954,"K00361.01",0.4878,0.05303,-5.572e-06
"FALSE POSITIVE",1571511,"K00362.01",0.7752,0.002897,-0.0001189
"FALSE POSITIVE",2438070,"K00363.01",0.5035,0.026,0.001051
"CANDIDATE",11623629,"K00365.01",0.633,0.0407,-4.573e-05
"CANDIDATE",3545478,"K00366.01",0.6811,0.01551,3.21e-05
"CANDIDATE",4815520,"K00367.01",0.6428,0.01174,-0.0001202
"FALSE POSITIVE",6603043,"K00368.01",0.7477,0.002637,8.958e-05
"CANDIDATE",7175184,"K00369.01",0.6861,0.09393,-5.281e-05
"CANDIDATE",7175184,"K00369.02",0.7153,0.1596,-4.505e-05
"CANDIDATE",8494142,"K00370.01",0.6927,0.0503,2.041e-05
"CANDIDATE",8494142,"K00370.02",0.6096,0.09991,5.998e-05
"FALSE POSITIVE",5652983,"K00371.01",0.64,0.08932,-0.0006377
"CANDIDATE",6471021,"K00372.01",0.6602,0.03493,-0.0004787
"CANDIDATE",7364176,"K00373.01",0.684,0.05084,-8.884e-05
"CANDIDATE",8686097,"K00374.01",0.6627,0.04602,0.0002383
"FALSE POSITIVE",12643589,"K00376.01",0.6656,0.0322,0.05866
"FALSE POSITIVE",12643589,"K00376.02",1.068,0.1132,-0.001228
"CANDIDATE",3323887,"K00377.01",2.131,0.1032,-0.0001787
"FALSE POSITIVE",2449074,"K00378.01",0.7068,0.1152,-0.0108
"FALSE POSITIVE",2446113,"K00379.01",0.7581,0.09633,-0.0002371
"CANDIDATE",2446113,"K00379.02",0.633,0.2545,-0.0002301
"FALSE POSITIVE",2452450,"K00380.01",0.7899,0.0501,0.008287
"FALSE POSITIVE",3230578,"K00381.01",1.019,0.02278,-4.711e-05
"FALSE POSITIVE",3231137,"K00382.01",0.691,0.0602,0.02247
"CANDIDATE",3353050,"K00384.01",0.8428,0.05303,2.317e-05
"CANDIDATE",3446746,"K00385.01",0.7478,0.08418,0.0001276
"CANDIDATE",3656121,"K00386.01",0.6411,0.04637,-0.0004808
"CANDIDATE",3656121,"K00386.02",0.6308,0.1271,0.0001593
"CANDIDATE",3733628,"K00387.01",0.6328,0.02004,6.863e-05
"CANDIDATE",3831053,"K00388.01",0.8761,0.04901,-1.115e-05
"FALSE POSITIVE",3847708,"K00389.01",0.7883,0.04193,-0.005687
"FALSE POSITIVE",3849155,"K00390.01",1.015,0.08154,0.0003865
"FALSE POSITIVE",3858804,"K00391.01",0.7274,0.291,-0.001462
"CANDIDATE",3942670,"K00392.01",0.7028,0.1661,-0.0001494
"CANDIDATE",3942670,"K00392.02",0.5812,0.3794,-5.556e-05
"CANDIDATE",3964109,"K00393.01",0.6595,0.06432,-8.685e-05
"FALSE POSITIVE",4159347,"K00394.01",0.6972,0.321,0.0009346
"FALSE POSITIVE",4165960,"K00395.01",0.6897,0.1103,0.0001225
"CANDIDATE",4252322,"K00396.01",0.6887,0.03756,-3.883e-05
"FALSE POSITIVE",4376644,"K00397.01",0.6538,0.006421,-0.01474
"CANDIDATE",9946525,"K00398.01",0.9571,0.01995,-0.0006393
"CANDIDATE",9946525,"K00398.02",0.6071,0.02206,-2.028e-05
"CANDIDATE",9946525,"K00398.03",0.5267,0.06668,-6.412e-05
"FALSE POSITIVE",7289157,"K00399.01",10.52,0.03796,0.01616
"FALSE POSITIVE",2695110,"K00400.01",0.6694,0.0235,-0.01254
"CANDIDATE",3217264,"K00401.01",0.688,0.01829,-9.87e-05
"CANDIDATE",3217264,"K00401.02",0.6855,0.08056,0.0004003
"CANDIDATE",3217264,"K00401.03",0.6834,0.1555,0.0001604
"FALSE POSITIVE",3342592,"K00402.01",0.6822,0.004706,0
"FALSE POSITIVE",4247092,"K00403.01",0.7393,0.2246,0.0003154
"FALSE POSITIVE",4949751,"K00404.01",0.6098,0.01743,-0.01306
"FALSE POSITIVE",5003117,"K00405.01",0.7657,0.005204,0.001759
"FALSE POSITIVE",5035972,"K00406.01",0.7288,0.01341,-0.0005093
"FALSE POSITIVE",5218441,"K00407.01",3.299,0.0245,-0.001944
"CANDIDATE",5351250,"K00408.01",0.6582,0.02638,0.0003998
"CANDIDATE",5351250,"K00408.02",0.6181,0.06462,0.0001396
"CANDIDATE",5351250,"K00408.03",0.6335,0.1322,-0.0004347
"CANDIDATE",5351250,"K00408.04",0.6012,0.1723,0.0001184
"FALSE POSITIVE",5351250,"K00408.05",0.6805,0.5241,-0.001278
"CANDIDATE",5444548,"K00409.01",0.5394,0.0291,0.0001208
"FALSE POSITIVE",5449777,"K00410.01",0.6128,0.009127,0.0002147
"FALSE POSITIVE",5478055,"K00411.01",0.6369,0.08791,0.0001772
"CANDIDATE",5683743,"K00412.01",0.6646,0.006798,0.002926
"CANDIDATE",5791986,"K00413.01",0.6453,0.06023,0.0001157
"CANDIDATE",5791986,"K00413.02",0.6334,0.1301,-9.197e-05
"FALSE POSITIVE",5872150,"K00414.01",0.8456,0.00445,-0.001247
"FALSE POSITIVE",5872150,"K00414.02",0.7075,0.08299,0.0005063
"CANDIDATE",6289650,"K00415.01",0.6669,0.01801,0.0001874
"CANDIDATE",6508221,"K00416.01",0.6736,0.02243,0.0006177
"CANDIDATE",6508221,"K00416.02",0.6657,0.0778,0.0003282
"CANDIDATE",6508221,"K00416.03",0.6305,0.2353,0.0001337
"FALSE POSITIVE",6879865,"K00417.01",0.6744,0.0154,-0.0003233
"FALSE POSITIVE",7975727,"K00418.01",0.6893,0.007046,0.0001918
"FALSE POSITIVE",8219673,"K00419.01",0.6788,0.007412,-0.002391
"CANDIDATE",8352537,"K00420.01",0.7311,0.009066,-0.0004383
"CANDIDATE",9115800,"K00421.01",0.6306,0.002866,0.0005788
"FALSE POSITIVE",9214713,"K00422.01",0.6682,0.02476,0.009159
"CANDIDATE",9478990,"K00423.01",0.7006,0.007538,-0.0003755
"FALSE POSITIVE",9597411,"K00424.01",0.7295,0.001382,-0.0003813
"FALSE POSITIVE",9967884,"K00425.01",0.5993,0.003198,0.001212
"CANDIDATE",10016874,"K00426.01",0.5841,0.05513,0.0003235
"CANDIDATE",10189546,"K00427.01",0.6669,0.08081,-0.0009233
"CANDIDATE",10189546,"K00427.02",0.7322,0.1127,-0.0004543
"CANDIDATE",10189546,"K00427.03",0.6215,0.2116,-0.0002628
"CANDIDATE",10418224,"K00428.01",0.7492,0.005467,9.451e-05
"CANDIDATE",10616679,"K00429.01",0.7078,0.01511,0.0001491
"CANDIDATE",10717241,"K00430.01",0.6489,0.04692,0.0003427
"CANDIDATE",10717241,"K00430.02",0.6411,0.2852,0.0003884
"CANDIDATE",10843590,"K00431.01",0.6899,0.05527,0.0002604
"CANDIDATE",10843590,"K00431.02",0.7076,0.104,0.0006085
"CANDIDATE",10858832,"K00432.01",0.5741,0.02806,-0.0001959
"CANDIDATE",10937029,"K00433.01",1.288,0.02447,-0.002255
"CANDIDATE",10937029,"K00433.02",0.5868,0.01198,-0.0003935
"FALSE POSITIVE",11656302,"K00434.01",0.8254,0.02191,-0.01257
"CANDIDATE",11709124,"K00435.01",0.7424,0.05094,0.0005762
"CANDIDATE",11709124,"K00435.03",0.6634,0.06156,-0.0005819
"CANDIDATE",11709124,"K00435.04",0.5575,0.1004,0.000134
"CANDIDATE",11709124,"K00435.05",0.6037,0.1445,0.0005879
"CANDIDATE",11709124,"K00435.06",0.5981,0.1742,0.000177
"CANDIDATE",11805075,"K00436.01",0.6571,0.007735,0.0004935
"FALSE POSITIVE",11824222,"K00437.01",0.6271,0.00459,-0.03243
"CANDIDATE",12302530,"K00438.01",0.6223,0.04036,-0.0001528
"CANDIDATE",12302530,"K00438.02",0.6844,0.2213,0.0004441
"CANDIDATE",12470954,"K00439.01",0.7122,0.006914,0.0001357
"CANDIDATE",2438264,"K00440.01",0.6647,0.07307,0.0001718
"CANDIDATE",2438264,"K00440.02",0.7319,0.06449,-0.0002755
"FALSE POSITIVE",3340312,"K00441.01",0.692,0.09409,-0.0002789
"CANDIDATE",3745690,"K00442.01",0.6825,0.06695,-0.0001432
"CANDIDATE",3745690,"K00442.02",0.7452,0.08403,-0.0001235
"CANDIDATE",3745690,"K00442.03",0.5924,0.1784,-0.0001159
"CANDIDATE",3833007,"K00443.01",0.631,0.04735,0.000137
"CANDIDATE",3847138,"K00444.01",0.5943,0.07763,-5.332e-05
"CANDIDATE",4633570,"K00446.01",0.7106,0.1008,0.0003789
"CANDIDATE",4633570,"K00446.02",0.7319,0.09821,0.0002377
"FALSE POSITIVE",5021176,"K00447.01",0.6422,0.05656,-0.001877
"CANDIDATE",5640085,"K00448.01",0.7573,0.06095,0.0003474
"CANDIDATE",5640085,"K00448.02",0.6698,0.1063,0.0001772
"FALSE POSITIVE",5779852,"K00449.01",0.6491,0.03206,0.0008011
"FALSE POSITIVE",6042214,"K00450.01",0.6817,0.06446,-0.003422
"FALSE POSITIVE",6200715,"K00451.01",0.9698,0.07621,0.02596
"CANDIDATE",6291033,"K00452.01",1.253,0.08231,9.375e-05
"FALSE POSITIVE",6758917,"K00453.01",1.521,0.02371,0
"CANDIDATE",7098355,"K00454.01",0.6062,0.06684,4.622e-05
"FALSE POSITIVE",7101828,"K00455.01",0.6816,0.1184,0.0028
"CANDIDATE",7269974,"K00456.01",0.6725,0.02976,-3.273e-06
"CANDIDATE",7269974,"K00456.02",0.6352,0.1029,-9.978e-05
"CANDIDATE",7440748,"K00457.01",0.7681,0.04162,-1.059e-05
"CANDIDATE",7440748,"K00457.02",0.6713,0.06045,-9.405e-05
"CANDIDATE",7504328,"K00458.01",0.6733,0.03352,0.0009709
"CANDIDATE",7977197,"K00459.01",0.7193,0.03903,8.451e-05
"CANDIDATE",7977197,"K00459.02",0.6648,0.1122,-8.131e-05
"CANDIDATE",8043638,"K00460.01",0.6236,0.02392,-0.0002067
"FALSE POSITIVE",8621348,"K00461.01",0.7199,0.06975,-0.02727
"FALSE POSITIVE",8773869,"K00462.01",0.8879,0.08075,0.004726
"CANDIDATE",8845205,"K00463.01",0.7325,0.04901,-0.0003651
"CANDIDATE",8890783,"K00464.01",0.7737,0.02076,0.0003778
"CANDIDATE",8890783,"K00464.02",0.6796,0.03708,0.000248
"FALSE POSITIVE",9008220,"K00466.01",0.6775,0.0169,-0.0003803
"CANDIDATE",9583881,"K00467.01",0.6362,0.01266,-0.001402
"CANDIDATE",9589524,"K00468.01",0.598,0.02936,-0.0002644
"CANDIDATE",9703198,"K00469.01",0.6469,0.02636,5.015e-05
"CANDIDATE",9844088,"K00470.01",0.6017,0.01011,0.0001752
"CANDIDATE",10019643,"K00471.01",0.6921,0.07989,-2.62e-05
"CANDIDATE",10019643,"K00471.02",0.6825,0.1622,0.0001141
"CANDIDATE",10123064,"K00472.01",0.9099,0.02627,0.0004709
"CANDIDATE",10155434,"K00473.01",0.6798,0.08023,-0.0006139
"CANDIDATE",10460984,"K00474.01",0.6328,0.05486,0.0003243
"CANDIDATE",10460984,"K00474.02",0.6034,0.1173,-0.0003193
"CANDIDATE",10460984,"K00474.03",0.6322,0.1624,-3.678e-06
"CANDIDATE",10460984,"K00474.04",0.6441,0.1935,-0.0001197
"CANDIDATE",10577994,"K00475.01",0.6307,0.076,0.0001121
"CANDIDATE",10577994,"K00475.02",0.6678,0.06796,-0.0009909
"CANDIDATE",10599206,"K00476.01",0.6127,0.07517,0.0004856
"CANDIDATE",10934674,"K00477.01",0.6351,0.1025,1.301e-05
"CANDIDATE",10990886,"K00478.01",0.6381,0.03294,0.0001413
"CANDIDATE",11015323,"K00479.01",0.6659,0.04724,-0.0003393
"CANDIDATE",11134879,"K00480.01",0.6413,0.03112,7.443e-07
"CANDIDATE",11192998,"K00481.01",0.6522,0.05049,-0.0002698
"CANDIDATE",11192998,"K00481.02",0.6713,0.03625,-0.0001734
"CANDIDATE",11192998,"K00481.03",0.6513,0.06747,2.662e-05
"FALSE POSITIVE",11255761,"K00482.01",0.7362,0.08737,-0.001816
"CANDIDATE",11497977,"K00483.01",0.9288,0.0388,0.0002281
"CANDIDATE",12061222,"K00484.01",0.6166,0.03539,0.0001205
"FALSE POSITIVE",12316431,"K00485.01",0.6478,0.0453,-0.02393
"CANDIDATE",12404305,"K00486.01",0.6409,0.05095,-1.728e-05
"CANDIDATE",12834874,"K00487.01",0.7596,0.04768,-0.000326
"CANDIDATE",2557816,"K00488.01",0.5789,0.06494,3.853e-05
"FALSE POSITIVE",2576197,"K00489.01",1.069,0.09075,-0.003306
"CANDIDATE",3239945,"K00490.01",0.6272,0.02843,0.003338
"CANDIDATE",3239945,"K00490.02",0.6646,0.04598,0.0002468
"CANDIDATE",3239945,"K00490.03",0.616,0.05967,-5.262e-05
"CANDIDATE",3239945,"K00490.04",0.6551,0.2061,-4.347e-05
"FALSE POSITIVE",3541800,"K00491.01",0.7915,0.08136,-0.001621
"CANDIDATE",3559935,"K00492.01",0.639,0.09892,0.001266
"FALSE POSITIVE",3834360,"K00493.01",0.5671,0.0988,-0.01322
"CANDIDATE",3966801,"K00494.01",0.6576,0.07383,-0.0001268
"FALSE POSITIVE",4049108,"K00495.01",0.7198,0.04826,-0.1383
"CANDIDATE",4454752,"K00496.01",0.4252,0.04593,3.709e-05
"CANDIDATE",4757437,"K00497.01",0.6432,0.06193,-0.0004406
"CANDIDATE",4757437,"K00497.02",0.8058,0.1138,-0.0001137
"CANDIDATE",4847534,"K00499.01",0.6135,0.08524,-8.647e-06
"CANDIDATE",4852528,"K00500.01",0.948,0.05269,0
"CANDIDATE",4852528,"K00500.02",0.7045,0.05245,0
"CANDIDATE",4852528,"K00500.03",0.7504,0.08869,0
"CANDIDATE",4852528,"K00500.04",0.5418,0.08287,0
"CANDIDATE",4852528,"K00500.05",0.6568,0.1327,0
"CANDIDATE",4951877,"K00501.01",0.6391,0.1122,-0.0004894
"FALSE POSITIVE",5282051,"K00502.01",0.5681,0.07704,0.002008
"CANDIDATE",5340644,"K00503.01",0.7365,0.05107,-0.0003217
"CANDIDATE",5461440,"K00504.01",0.613,0.1012,0.0009065
"CANDIDATE",5689351,"K00505.01",0.7734,0.1208,-0.0001794
"CANDIDATE",5689351,"K00505.02",0.661,0.1216,1.868e-05
"CANDIDATE",5689351,"K00505.03",0.6346,0.1718,-0.0001456
"CANDIDATE",5689351,"K00505.04",0.657,0.1554,-6.688e-05
"CANDIDATE",5689351,"K00505.05",0.6683,0.1376,0.0002111
"CANDIDATE",5780715,"K00506.01",0.9593,0.04226,-0.0001237
"CANDIDATE",5812960,"K00507.01",0.6987,0.05043,-7.282e-05
"CANDIDATE",6266741,"K00508.01",0.7226,0.03004,1.182e-05
"CANDIDATE",6266741,"K00508.02",0.6986,0.06615,-0.0001021
"CANDIDATE",6381846,"K00509.01",0.7395,0.0559,0.0002244
"CANDIDATE",6381846,"K00509.02",0.6446,0.07225,-0.0003402
"CANDIDATE",6381846,"K00509.03",0.7475,0.2391,0.00039
"CANDIDATE",6422155,"K00510.01",0.6292,0.09514,8.588e-05
"CANDIDATE",6422155,"K00510.02",0.5412,0.08935,-0.0001159
"CANDIDATE",6422155,"K00510.03",0.7117,0.2181,0.0002194
"CANDIDATE",6422155,"K00510.04",0.6499,0.2054,-0.0008577
"CANDIDATE",6451936,"K00511.01",0.6255,0.03426,8.186e-05
"CANDIDATE",6451936,"K00511.02",0.7347,0.1401,9.588e-05
"CANDIDATE",6838050,"K00512.01",0.7429,0.06891,-3.339e-05
"CANDIDATE",6937692,"K00513.01",0.6845,0.07064,-0.0001443
"FALSE POSITIVE",7602070,"K00514.01",0.6034,0.2121,-0.006273
"FALSE POSITIVE",7812179,"K00515.01",0.7136,0.03494,0.01439
"FALSE POSITIVE",7840044,"K00516.01",0.6829,0.1258,0.004463
"CANDIDATE",8015907,"K00517.01",0.8343,0.02262,-5.366e-05
"CANDIDATE",8017703,"K00518.01",0.7057,0.03412,0.000146
"CANDIDATE",8017703,"K00518.02",0.6711,0.09489,-0.0004107
"CANDIDATE",8017703,"K00518.03",0.655,0.09224,-4.392e-05
"CANDIDATE",8022244,"K00519.01",0.5908,0.08554,-0.0002962
"CANDIDATE",8022244,"K00519.02",0.6124,0.09007,-0.0008358
"CANDIDATE",8037145,"K00520.01",0.5577,0.05587,0.0001065
"CANDIDATE",8037145,"K00520.02",0.6831,0.1134,-0.0001252
"CANDIDATE",8037145,"K00520.03",0.5642,0.1099,-5.427e-05
"CANDIDATE",8037145,"K00520.04",0.6715,0.3057,-0.0002009
"CANDIDATE",8162789,"K00521.01",0.6342,0.0318,0.001665
"CANDIDATE",8162789,"K00521.02",0.8161,0.425,9.507e-05
"CANDIDATE",8265218,"K00522.01",0.6907,0.05902,-0.001044
"CANDIDATE",8806123,"K00523.01",0.7097,0.02833,0.0002925
"CANDIDATE",8806123,"K00523.02",0.6056,0.118,-1.838e-05
"CANDIDATE",8934495,"K00524.01",0.6625,0.04207,-0.0002197
"FALSE POSITIVE",9119458,"K00525.01",0.6649,0.07276,-0.0004583
"CANDIDATE",9157634,"K00526.01",1.035,0.02843,4.638e-05
"FALSE POSITIVE",9636569,"K00527.01",0.6584,0.104,0
"CANDIDATE",9941859,"K00528.01",0.7002,0.04344,-2.011e-05
"CANDIDATE",9941859,"K00528.02",0.6248,0.07685,0.0002921
"CANDIDATE",9941859,"K00528.03",0.6963,0.07783,-0.0004536
"FALSE POSITIVE",10068030,"K00529.01",0.9777,0.066,-0.00085
"CANDIDATE",10266615,"K00530.01",0.6184,0.09118,0.0003372
"CANDIDATE",10395543,"K00531.01",0.7365,0.009564,0.002646
"CANDIDATE",10454313,"K00532.01",0.6897,0.05488,-4.589e-05
"CANDIDATE",10513530,"K00533.01",0.6208,0.08384,-0.0001818
"CANDIDATE",10513530,"K00533.02",0.7606,0.2594,4.688e-05
"CANDIDATE",10554999,"K00534.01",0.7565,0.08196,2.231e-05
"CANDIDATE",10554999,"K00534.02",0.6865,0.09173,5.107e-05
"CANDIDATE",10873260,"K00535.01",0.7036,0.01774,0.0001638
"CANDIDATE",10965008,"K00536.01",0.6356,0.07507,-3.127e-05
"CANDIDATE",11073351,"K00537.01",0.6322,0.0612,3.246e-05
"CANDIDATE",11090765,"K00538.01",0.6586,0.06638,0.0002215
"FALSE POSITIVE",11521048,"K00540.01",0.6366,0.0284,0.01195
"CANDIDATE",11656721,"K00541.01",0.6708,0.0653,0.0003141
"CANDIDATE",11669239,"K00542.01",0.6533,0.06416,0.0003559
"CANDIDATE",11669239,"K00542.02",0.6677,0.2046,0.0001831
"CANDIDATE",11823054,"K00543.01",0.7059,0.04846,-1e-04
"CANDIDATE",11823054,"K00543.02",0.7394,0.1154,-0.0001581
"FALSE POSITIVE",11913012,"K00544.01",0.9579,0.08335,-0.001136
"FALSE POSITIVE",11972666,"K00545.01",1.906,0.3164,-0.0153
"CANDIDATE",12058931,"K00546.01",0.7356,0.05682,0.0001778
"CANDIDATE",12058931,"K00546.02",0.6146,0.06274,-0.0001694
"CANDIDATE",12116489,"K00547.01",0.6546,0.03115,4.951e-06
"CANDIDATE",12600735,"K00548.01",0.7044,0.06972,-0.0001456
"CANDIDATE",12600735,"K00548.02",0.7253,0.3057,1.497e-05
"FALSE POSITIVE",3437776,"K00549.01",0.7733,0.05083,-0.006092
"FALSE POSITIVE",3437776,"K00549.02",0.8325,0.359,0.0001121
"CANDIDATE",4165473,"K00550.01",0.6324,0.06443,-0.0002396
"CANDIDATE",4270253,"K00551.01",0.7887,0.1279,-2.7e-05
"CANDIDATE",4270253,"K00551.02",0.572,0.08584,0.0004163
"FALSE POSITIVE",5122112,"K00552.01",0.6972,0.009864,-0.000147
"FALSE POSITIVE",5303551,"K00553.01",0.521,0.05755,1.597e-05
"CANDIDATE",5443837,"K00554.01",0.9309,0.006821,-0.001562
"CANDIDATE",5709725,"K00555.01",0.6699,0.1252,3.125e-05
"CANDIDATE",5709725,"K00555.02",0.6662,0.06982,4.92e-05
"FALSE POSITIVE",5738496,"K00556.01",0.7987,0.137,0
"CANDIDATE",5774349,"K00557.01",0.6182,0.05378,0.0001446
"CANDIDATE",5978361,"K00558.01",0.6019,0.07168,-0.0003496
"CANDIDATE",6501635,"K00560.01",0.7442,0.1011,0.000249
"CANDIDATE",6665695,"K00561.01",0.7154,0.04815,1.154e-05
"CANDIDATE",6707833,"K00563.01",0.7622,0.0842,-0.0001337
"CANDIDATE",6786037,"K00564.01",0.7375,0.06835,-0.000268
"CANDIDATE",6786037,"K00564.02",0.6447,0.1362,0.0002292
"CANDIDATE",6786037,"K00564.03",0.8256,0.2119,-1.908e-05
"FALSE POSITIVE",7025846,"K00565.01",0.9373,0.1024,-0.001311
"CANDIDATE",7119481,"K00566.01",0.6993,0.1417,-1.111e-05
"CANDIDATE",7119481,"K00566.02",0.7093,0.4053,0.0001311
"CANDIDATE",7119481,"K00566.03",0.6555,0.4052,2.506e-05
"CANDIDATE",7445445,"K00567.01",0.7867,0.04725,-0.0001762
"CANDIDATE",7445445,"K00567.02",0.7073,0.07629,5.811e-05
"CANDIDATE",7445445,"K00567.03",0.5977,0.1115,9.287e-05
"CANDIDATE",7595157,"K00568.01",0.5961,0.08571,-6.508e-05
"CANDIDATE",7595157,"K00568.02",0.6159,0.1373,0.0001871
"CANDIDATE",8008206,"K00569.01",0.6522,0.1332,-0.0003423
"CANDIDATE",8008206,"K00569.02",0.6318,0.1112,2.109e-05
"FALSE POSITIVE",8106610,"K00570.01",0.7011,0.06592,0.002825
"CANDIDATE",8120608,"K00571.01",0.724,0.07712,-6.097e-05
