"koi_disposition","kepid","kepoi_name","tce_slogg","tce_minmes","tce_rmesmad","tce_rsnrmes","tce_ptemp","tce_rb_tcount1","tce_fwm_prao"
"FALSE POSITIVE",8453211,"K00236.01",4.43,-2.915,521.7,0.297,1316.06,0,0.02224
"CANDIDATE",8041216,"K00237.01",4.4,-3.229,136.8,1.063,2363.49,1,-0.00017
"CANDIDATE",7219825,"K00238.01",4.27,-2.831,86.19,1.102,2537.94,0,-1.12e-05
"CANDIDATE",7219825,"K00238.02",4.27,-3.901,18.61,0.979,4719.22,0,-0.0002463
"CANDIDATE",7219825,"K00238.03",4.27,-3.308,18.1,0.9858,4668.75,0,8.615e-05
"CANDIDATE",6383785,"K00239.01",4.28,-2.495,207.7,1.056,1934.27,0,-0.001668
"CANDIDATE",6383785,"K00239.02",4.28,-1.608,29.23,1.091,3411.07,0,-0.00037
"CANDIDATE",8026752,"K00240.01",4.44,-3.969,97.42,1.16,2703.74,6,-0.0001599
"CANDIDATE",11288051,"K00241.01",4.66,-2.201,94.28,1.069,2103.02,0,0.0001222
"CANDIDATE",11288051,"K00241.02",4.66,-2.257,31.27,1.037,2461.38,0,-0.000423
"CANDIDATE",11288051,"K00241.03",4.66,-2.628,32.21,1.091,3094.71,0,0.0001142
"FALSE POSITIVE",3642741,"K00242.01",4.51,-3.678,311.9,1.001,2051.08,0,0.001466
"FALSE POSITIVE",9592579,"K00243.01",4.47,-2.653,644.7,0.5412,1195.53,0,0.03197
"CANDIDATE",4349452,"K00244.01",4.28,-4.532,418.3,0.9827,1433.24,0,-0.0008787
"CANDIDATE",4349452,"K00244.02",4.28,-3.639,282.3,0.9964,2053.02,0,-0.0002248
"CANDIDATE",8478994,"K00245.01",4.57,-3.349,233.8,0.9532,1747.62,0,-0.0008098
"CANDIDATE",8478994,"K00245.02",4.57,-5.227,42.47,1.146,2342.18,0,-5.604e-05
"CANDIDATE",11295426,"K00246.01",4.28,-3.548,290.4,0.9844,1673.59,0,-4.282e-05
"CANDIDATE",11295426,"K00246.02",4.28,-3.744,34.34,1.045,1951.99,0,5.118e-05
"CANDIDATE",11852982,"K00247.01",4.74,-3.408,59.45,1.16,1860.01,6,0.0005753
"CANDIDATE",5364071,"K00248.01",4.71,-2.592,125.4,1.019,1357.39,1,0.000292
"CANDIDATE",5364071,"K00248.02",4.71,-2.711,64.79,1.106,1720.38,33,0.0003273
"CANDIDATE",5364071,"K00248.03",4.71,-2.447,66.19,1.13,1462.48,1,-3.725e-06
"CANDIDATE",5364071,"K00248.04",4.71,-3.116,32.3,1.107,2299.38,1,0.0001609
"CANDIDATE",9390653,"K00249.01",4.9,-3.02,174.7,0.9711,1431.61,0,0.0005224
"CANDIDATE",9757613,"K00250.01",4.71,-3.393,154.1,1.005,1598.14,0,0.001444
"CANDIDATE",9757613,"K00250.02",4.71,-2.643,81.9,1.013,1782.94,0,0.001046
"CANDIDATE",9757613,"K00250.03",4.71,-3.603,35.64,1.066,2407.13,0,0.0003642
"CANDIDATE",9757613,"K00250.04",4.71,-2.28,42.04,1.134,2149.91,0,0.000243
"CANDIDATE",10489206,"K00251.01",4.75,-3.221,172,1.021,1370.71,68,-0.002341
"CANDIDATE",10489206,"K00251.02",4.75,-3.475,22.57,1.059,2416.23,42,-0.0003091
"CANDIDATE",11187837,"K00252.01",4.74,-2.782,102.2,1.001,1620.73,0,0.0001334
"CANDIDATE",11752906,"K00253.01",4.68,-2.458,90.54,1.157,1499.2,4,0.0001267
"CANDIDATE",11752906,"K00253.02",4.68,-4.291,16.05,1.165,2169.82,0,-0.000606
"CANDIDATE",5794240,"K00254.01",4.7,-2.78,2514,0.9227,749.3,122,0.0003089
"CANDIDATE",7021681,"K00255.01",4.75,-3.252,129.1,1,1798.87,0,0.0003092
"CANDIDATE",7021681,"K00255.02",4.75,-3.185,11.36,1.14,2965.19,1,0.0005235
"FALSE POSITIVE",7021681,"K00255.03",4.75,-3.231,11.75,1.09,2517.22,4,-0.0001288
"FALSE POSITIVE",11548140,"K00256.01",4.82,-5.573,59.07,0.2776,2312.24,12,-0.0008784
"CANDIDATE",5514383,"K00257.01",4.36,-1.918,295.8,0.9986,1996.89,17,0.0001405
"FALSE POSITIVE",11231334,"K00258.01",3.66,-9.529,101.8,1.129,2718.25,16,-0.0007727
"FALSE POSITIVE",5790807,"K00259.01",3.88,-13.29,1212,1.065,2261.59,0,-0.00258
"CANDIDATE",8292840,"K00260.01",4.24,-4.488,67.92,0.9792,2751.05,0,6.138e-05
"CANDIDATE",8292840,"K00260.02",4.24,-3.321,60.95,1.08,2693.8,11,1.493e-05
"CANDIDATE",8292840,"K00260.03",4.24,-3.477,51.9,1.073,3118.73,5,-4.144e-05
"CANDIDATE",5383248,"K00261.01",4.42,-2.798,246.4,0.9977,2164.04,1,-0.0001819
"CANDIDATE",11807274,"K00262.01",4.14,-3.675,47.57,1.142,3462.81,20,-8.77e-06
"CANDIDATE",11807274,"K00262.02",4.14,-2.553,54.42,1.112,2392.01,6,-3.192e-06
"FALSE POSITIVE",10514430,"K00263.01",4.06,-16.66,40.41,0.2923,0,2,5.173e-05
"FALSE POSITIVE",3097346,"K00264.01",4.05,-2.884,84.95,0.8531,2853.97,3,-0.004655
"CANDIDATE",12024120,"K00265.01",4.23,-3.5,53.04,1.112,2728.68,19,4.349e-05
"CANDIDATE",7375348,"K00266.01",4.27,-3.52,59.5,1.056,3093.84,0,-1.537e-05
"CANDIDATE",7375348,"K00266.02",4.27,-2.918,22.24,1.073,3558.89,0,-0.0001124
"CANDIDATE",3425851,"K00268.01",4.24,-8.453,91.07,1.052,0,0,0.000119
"CANDIDATE",7670943,"K00269.01",4.22,-3.273,54.26,1.079,3063.11,0,0
"CANDIDATE",6528464,"K00270.01",4.09,-2.848,60.03,1.121,2715.33,0,-3.269e-05
"CANDIDATE",6528464,"K00270.02",4.09,-3.04,48.52,1.215,2868.76,0,-6.429e-05
"CANDIDATE",9451706,"K00271.01",4.26,-3.215,83.77,1.051,2993.76,0,-0.0002136
"CANDIDATE",9451706,"K00271.02",4.26,-3.558,69.65,1.001,2885.23,0,-0.000242
"CANDIDATE",9451706,"K00271.03",4.26,-2.568,37,1.052,3255,0,-7.829e-05
"FALSE POSITIVE",5716763,"K00272.01",3.98,-2.756,161.6,1.688,1878.1,2,2.496e-06
"CANDIDATE",3102384,"K00273.01",4.4,-2.858,116.9,1.044,2298.55,4,9.328e-05
"CANDIDATE",8077137,"K00274.01",4.06,-2.364,30.78,1.056,4120.05,0,7.527e-07
"CANDIDATE",8077137,"K00274.02",4.06,-2.85,15.03,1.133,4187.2,0,-1.107e-05
"CANDIDATE",10586004,"K00275.01",4.07,-2.895,54.39,1.043,2893.42,0,-1.299e-05
"CANDIDATE",10586004,"K00275.02",4.07,-2.816,35.05,1.134,2805.01,0,-3.616e-05
"CANDIDATE",11133306,"K00276.01",4.32,-2.885,134.9,0.9928,2662.1,0,0.0002025
"CANDIDATE",11401755,"K00277.01",4.04,-2.253,166.1,1.119,2254.64,0,-8.509e-06
"CANDIDATE",11401755,"K00277.02",4.04,-2.424,24.58,1.059,2497.81,0,-2.489e-05
"CANDIDATE",12314973,"K00279.01",4.16,-3.602,256.4,1.013,2524.22,0,3.175e-05
"CANDIDATE",12314973,"K00279.02",4.16,-3.015,58.01,1.112,3169.17,0,-3.356e-05
"CANDIDATE",12314973,"K00279.03",4.16,-2.641,12.06,1.185,4197.45,0,-7.683e-06
"CANDIDATE",4141376,"K00280.01",4.41,-2.771,193.8,1.022,2388.08,0,5.744e-06
"CANDIDATE",4143755,"K00281.01",4.09,-2.938,126.1,1.051,2350.74,0,1.187e-05
"CANDIDATE",5088536,"K00282.01",4.3,-3.248,203.4,1.005,2127.73,0,2.016e-05
"CANDIDATE",5088536,"K00282.02",4.3,-2.049,35.17,1.1,3362.71,0,-2.189e-05
"CANDIDATE",5088536,"K00282.03",4.3,-3.948,15.8,1.061,3101.81,1,-2.686e-05
"CANDIDATE",5695396,"K00283.01",4.41,-2.53,150.7,0.997,2358.6,0,4.58e-05
"CANDIDATE",5695396,"K00283.02",4.41,-3.842,17.87,1.069,3952.51,0,1.704e-05
"CANDIDATE",6021275,"K00284.01",4.32,-2.67,58.48,1.078,2728.57,3,-0.0001089
"CANDIDATE",6021275,"K00284.02",4.32,-3.221,52.8,1.079,2822.9,3,-1.598e-05
"CANDIDATE",6021275,"K00284.03",4.32,-2.754,48.34,1.086,2812.15,5,6.599e-05
"CANDIDATE",6021275,"K00284.04",4.32,-3.544,15.13,1.099,4232.73,0,-5.894e-05
"CANDIDATE",6196457,"K00285.01",4.05,-2.951,158.7,0.9965,2491.94,1,-4.106e-07
"CANDIDATE",6196457,"K00285.02",4.05,-3.698,57.46,1.097,3019.67,1,-5.984e-05
"CANDIDATE",6196457,"K00285.03",4.05,-3.306,29.76,1.063,3326.03,0,-1.481e-05
"FALSE POSITIVE",8258171,"K00286.01",3.86,-9.166,70.3,1.048,5228.75,0,0.001145
"FALSE POSITIVE",8703887,"K00287.01",4.23,-41.55,343.2,0.9347,3248.65,0,-0.001949
"CANDIDATE",9592705,"K00288.01",3.96,-2.837,91.26,1.102,2669.87,0,4.905e-05
"CANDIDATE",10386922,"K00289.01",4.12,-4.595,191.8,1.038,2610.9,0,-0.0002362
"CANDIDATE",10386922,"K00289.02",4.12,-3.464,113.3,0.9948,2851.17,0,-1.643e-05
"FALSE POSITIVE",10488450,"K00290.01",4.2,-3.589,49.91,1.097,3793.91,43,0.002038
"CANDIDATE",10933561,"K00291.01",4.14,-3.216,67.62,1.03,2620.8,0,-0.0001865
"CANDIDATE",10933561,"K00291.02",4.14,-3.996,26.58,1.141,3095.81,19,-5.756e-05
"CANDIDATE",11075737,"K00292.01",4.42,-3.52,61,1.138,2694.47,0,5.944e-05
"FALSE POSITIVE",11200415,"K00293.01",4.02,-2.221,36.82,1.093,3522.94,0,0.002338
"CANDIDATE",11259686,"K00294.01",4.24,-2.641,67.61,1.011,3168.04,2,0.0001423
"CANDIDATE",11547513,"K00295.01",4.38,-3.432,98.67,1.102,2793.59,4,7.602e-06
"CANDIDATE",11547513,"K00295.02",4.38,-2.417,26.53,1.147,3760.46,12,0.0001061
"CANDIDATE",11802615,"K00296.01",4.33,-3.082,75.1,1.048,2754.26,0,-0.0001265
"CANDIDATE",11905011,"K00297.01",4.22,-2.53,45.59,1.096,2993.49,0,1.076e-05
"CANDIDATE",12785320,"K00298.01",4.54,-2.964,43.98,1.112,2755.52,2,-0.0001458
"CANDIDATE",12785320,"K00298.02",4.54,-3.305,26.47,1.07,2742.91,0,-1.679e-05
"CANDIDATE",2692377,"K00299.01",4.34,-7.834,24.78,1.359,2927.8,135,5.064e-05
"FALSE POSITIVE",3438975,"K00300.01",3.94,-3.961,53.43,1.192,1866.47,0,-0.0004526
"CANDIDATE",3642289,"K00301.01",4.27,-2.141,83.64,1.127,2760.23,0,-3.939e-05
"CANDIDATE",3642289,"K00301.02",4.27,-2.351,27.8,1.097,3746.29,0,-0.0001436
"CANDIDATE",3662838,"K00302.01",3.86,-3.521,119.2,0.9824,3221.35,0,0.0001101
"CANDIDATE",5966322,"K00303.01",4.36,-4.063,124.5,0.967,2506.83,0,-0.0001004
"CANDIDATE",6029239,"K00304.01",4.54,-2.958,170.2,0.9892,2280.59,0,6.307e-05
"CANDIDATE",6029239,"K00304.02",4.54,-2.569,12.84,0.9704,3621.99,0,-2.715e-05
"CANDIDATE",6063220,"K00305.01",4.6,-1.71,136,1.069,1831.48,0,0.0001683
"CANDIDATE",6071903,"K00306.01",4.57,-3.056,99.59,1.012,2264.84,0,4.88e-05
"CANDIDATE",6289257,"K00307.01",4.42,-2.522,53.53,1.037,3259.14,0,-3.859e-05
"CANDIDATE",6289257,"K00307.02",4.42,-1.909,47.7,1.092,3133.98,0,-0.0001391
"CANDIDATE",6291837,"K00308.01",4.31,-2.737,104.8,0.9937,3053.15,0,0.0001206
"FALSE POSITIVE",7024222,"K00309.01",4.6,-1.479,30.72,1.013,2821.83,7,-0.001019
"CANDIDATE",7050989,"K00312.01",4.28,-2.167,87.35,1.04,2562.76,0,-5.483e-07
"CANDIDATE",7050989,"K00312.02",4.28,-3.035,65.41,1.09,3208.35,0,-7.669e-05
"CANDIDATE",7419318,"K00313.01",4.55,-2.503,91.57,0.9811,2191.84,3,3.233e-05
"CANDIDATE",7419318,"K00313.02",4.55,-3.343,90.6,1.071,2233.43,2,3.494e-05
"CANDIDATE",7603200,"K00314.01",4.74,-3.614,157.7,0.964,1547.96,2,-8.085e-05
"CANDIDATE",7603200,"K00314.02",4.74,-3.065,92.27,0.9166,1416.62,1,3.272e-05
"CANDIDATE",7603200,"K00314.03",4.74,-2.71,20.1,1.149,1867.49,1,5.394e-05
"CANDIDATE",7700622,"K00315.01",4.64,-2.892,124.9,1.138,1875.39,0,4.738e-05
"CANDIDATE",8008067,"K00316.01",4.33,-3.888,136.9,1.017,2119.13,0,-2.066e-05
"CANDIDATE",8008067,"K00316.02",4.33,-3.062,47.46,1.006,3463.44,0,-0.0004604
"CANDIDATE",8008067,"K00316.03",4.33,-3.3,56.03,1.199,2891.27,0,-7.572e-05
"CANDIDATE",8121310,"K00317.01",4.27,-3.269,80.57,1.074,3160.04,0,-5.759e-05
"CANDIDATE",8121310,"K00317.02",4.27,-2.532,13.48,1.123,4003.15,0,1.465e-05
"CANDIDATE",8156120,"K00318.01",4.04,-3.37,109,1.087,2984.37,0,0
"CANDIDATE",8684730,"K00319.01",3.93,-3.582,345.8,0.943,1909.06,0,-0.0001425
"FALSE POSITIVE",8700558,"K00320.01",4.41,-4.864,49.73,1.141,5871.31,5,0.0002491
"CANDIDATE",8753657,"K00321.01",4.48,-3.966,72.15,1.158,2577.57,19,-2.435e-05
"CANDIDATE",8753657,"K00321.02",4.48,-2.054,32.38,1.066,2783.8,8,-2.082e-05
"FALSE POSITIVE",8948424,"K00322.01",4.44,-3.251,307.7,0.943,2326.25,3,-0.03629
"CANDIDATE",9139084,"K00323.01",4.54,-2.788,166.9,1.034,2030.78,2,-8.512e-05
"FALSE POSITIVE",9641041,"K00324.01",4.1,-10.85,37.84,1.04,3732.22,10,-6.577e-06
"FALSE POSITIVE",9724984,"K00325.01",4,-3.187,112.1,0.8858,2158.62,4,-0.02528
"CANDIDATE",9880467,"K00326.01",2.52,-3.308,55.18,1.071,2501.66,2,-0.002696
"CANDIDATE",9880467,"K00326.02",2.52,-2.981,18.34,1.101,3012.93,0,-0.002291
"CANDIDATE",9881662,"K00327.01",4.4,-2.057,61.36,1.09,2735.8,10,-4.876e-05
"CANDIDATE",9881662,"K00327.02",4.4,-3.676,25.15,1.048,3851.19,0,-0.000157
"FALSE POSITIVE",9895004,"K00328.01",4.31,-2.629,258,1.128,2093.56,1,0.0004848
"FALSE POSITIVE",10031885,"K00329.01",4.52,-3.545,58.73,1.106,3217.08,0,-0.0001957
"CANDIDATE",11361646,"K00330.01",4.39,-3.119,55.07,1.079,2988.51,1,7.85e-05
"CANDIDATE",11361646,"K00330.02",4.39,-1.702,46.92,1.16,3125.48,6,-4.707e-05
"CANDIDATE",10285631,"K00331.01",4.04,-3.586,59.3,1.102,2709.79,0,-3.893e-05
"CANDIDATE",10285631,"K00331.02",4.04,-5.88,11.78,1.147,3912.42,1,-6.326e-05
"CANDIDATE",10290666,"K00332.01",4.4,-2.396,79.09,1.153,2254.32,0,2.787e-05
"CANDIDATE",10290666,"K00332.02",4.4,-3.075,14.87,1.132,4184.98,0,-2.311e-05
"CANDIDATE",10337258,"K00333.01",3.97,-2.807,65.21,1.084,3724.48,3,-2.066e-05
"FALSE POSITIVE",10383687,"K00334.01",4.4,-2.637,37.57,0.727,4128.03,3,-0.009879
"FALSE POSITIVE",10470206,"K00335.01",4.13,-3.61,120.6,0.9947,2654.76,0,-0.0006504
"FALSE POSITIVE",10518725,"K00336.01",3.85,-4.582,22.29,0.9285,6304.73,0,-0.003453
"CANDIDATE",10545066,"K00337.01",4.33,-2.577,46.9,1.051,3027.68,0,0.0001394
"CANDIDATE",10552611,"K00338.01",4.57,-2.783,60.38,1.077,2184.07,5,0.0001924
"CANDIDATE",10552611,"K00338.02",4.57,-2.707,19.9,0.9881,2966.76,19,1.059e-05
"CANDIDATE",10587105,"K00339.01",4.29,-1.853,67.19,1.157,2344.06,0,-2.879e-05
"CANDIDATE",10587105,"K00339.02",4.29,-2.975,36.46,1.089,3241.61,0,-3.223e-05
"CANDIDATE",10587105,"K00339.03",4.29,-2.895,30.68,0.9989,3306.07,0,0.0003192
"FALSE POSITIVE",10616571,"K00340.01",4.34,-9.361,775.5,-0.001853,0,1,0.0007737
"CANDIDATE",10878263,"K00341.01",4.44,-3.203,170,0.9882,2382.15,9,-6.802e-05
"CANDIDATE",10878263,"K00341.02",4.44,-2.505,69.31,1.106,2494.88,10,2.113e-05
"CANDIDATE",10982872,"K00343.01",4.26,-2.082,129.5,1.068,2180.48,1,0.0001001
"CANDIDATE",10982872,"K00343.02",4.26,-3.146,87.28,1.125,2321.96,2,1.018e-05
"CANDIDATE",10982872,"K00343.03",4.26,-3.414,23.1,1.091,3817.78,0,-1.067e-05
"CANDIDATE",11015108,"K00344.01",4.54,-2.737,146.4,0.9864,2577.73,0,0.000245
"CANDIDATE",11074541,"K00345.01",4.55,-2.898,165,0.9646,1999.99,0,-0.0001581
"CANDIDATE",11100383,"K00346.01",4.58,-2.938,104.3,0.9707,2273.59,4,8.93e-05
"CANDIDATE",11189127,"K00347.01",4.33,-29.24,1865,0.9989,2332.26,1,-0.001346
"CANDIDATE",11194032,"K00348.01",4.63,-3.283,194.6,0.9914,1796.16,0,0.0001175
"CANDIDATE",11394027,"K00349.01",4.35,-3.678,76.81,1.096,2667.82,0,0.0002986
"CANDIDATE",11395587,"K00350.01",4.4,-3.152,46.19,1.132,2702.76,0,1.289e-05
"CANDIDATE",11442793,"K00351.01",4.32,-17.82,347,0.9365,1749.08,0,-9.382e-05
"CANDIDATE",11442793,"K00351.02",4.32,-5.423,140,1.196,0,1,0.000318
"CANDIDATE",11442793,"K00351.03",4.32,-3.317,41.01,1.039,3512.45,1,0.0001073
"CANDIDATE",11442793,"K00351.04",4.32,-4.795,36.4,1.008,0,0,0.0003952
"CANDIDATE",11442793,"K00351.05",4.32,-5.718,29.15,1.038,3534.76,0,-0.0003696
"CANDIDATE",11442793,"K00351.06",4.32,-2.781,17.66,1.121,3808.71,1,-1.482e-05
"CANDIDATE",11442793,"K00351.07",4.32,-3.494,20.49,1.183,3682.6,2,7.217e-05
"CANDIDATE",11521793,"K00352.01",4.2,-3.739,56.18,1.097,3085.69,0,9.955e-05
"CANDIDATE",11521793,"K00352.02",4.2,-3.05,19.32,1.151,4073.38,0,1.667e-05
"CANDIDATE",11566064,"K00353.01",4.07,-3.749,117.1,1.015,2824.74,0,5.828e-05
"CANDIDATE",11566064,"K00353.02",4.07,-3.379,26.63,1.067,4180.69,0,-7.813e-05
"CANDIDATE",11566064,"K00353.03",4.07,-3.412,11.33,1.085,4694.09,0,4.612e-05
"CANDIDATE",11568987,"K00354.01",4.5,-2.339,91.34,1.103,2571.58,0,0.0003316
"CANDIDATE",11568987,"K00354.02",4.5,-3.506,26.21,1.073,3495.67,0,0.0001345
"CANDIDATE",11621223,"K00355.01",4.28,-2.201,84.22,1.11,2441.92,7,2.227e-05
"CANDIDATE",11624249,"K00356.01",3.86,-2.074,536.8,0.9968,1350.42,2,-0.0002533
"FALSE POSITIVE",12017140,"K00358.01",4.19,-22.05,4547,0.9354,2391.84,0,0.01172
"FALSE POSITIVE",12106929,"K00359.01",4.63,-3.807,70.99,1.11,3547.61,0,0.000141
"FALSE POSITIVE",12107021,"K00360.01",4.46,-2.723,40.8,1.087,3023.76,0,0.0004892
"CANDIDATE",12404954,"K00361.01",4.5,-2.03,78.47,1.172,2439.67,16,-5.572e-06
"FALSE POSITIVE",1571511,"K00362.01",4.4,-7.206,3209,0.9309,1957.66,0,-0.0001189
"FALSE POSITIVE",2438070,"K00363.01",4.12,-2.828,216,0.8696,2007.97,0,0.001051
"CANDIDATE",11623629,"K00365.01",4.5,-3.502,136,1.043,2371.98,0,-4.573e-05
"CANDIDATE",3545478,"K00366.01",3.62,-3.658,346.3,1.066,2211.1,0,3.21e-05
"CANDIDATE",4815520,"K00367.01",4.44,-3.403,451.1,0.9746,1933.79,2,-0.0001202
"FALSE POSITIVE",6603043,"K00368.01",4.16,-4.375,2219,0.9428,2359.46,0,8.958e-05
"CANDIDATE",7175184,"K00369.01",4.16,-2.959,45.92,1.124,3277.64,9,-5.281e-05
"CANDIDATE",7175184,"K00369.02",4.16,-4.152,36.37,1.103,3104.44,1,-4.505e-05
"CANDIDATE",8494142,"K00370.01",4.04,-3.463,99.38,1.054,2888.38,0,2.041e-05
"CANDIDATE",8494142,"K00370.02",4.04,-2.498,41.01,1.034,3406.08,1,5.998e-05
"FALSE POSITIVE",5652983,"K00371.01",3.61,-3.754,65.68,0.9927,2587.96,0,-0.0006377
"CANDIDATE",6471021,"K00372.01",4.33,-3.66,158.7,2.977,1897.17,0,-0.0004787
"CANDIDATE",7364176,"K00373.01",4.45,-3.202,92.08,0.9901,2668.62,0,-8.884e-05
"CANDIDATE",8686097,"K00374.01",4.3,-3.652,119.7,0.9589,2907.76,0,0.0002383
"FALSE POSITIVE",12643589,"K00376.01",4.38,-2.994,139.7,0.9455,1912.57,0,0.05866
"FALSE POSITIVE",12643589,"K00376.02",4.38,-3.718,30.73,1.306,4422.48,8,-0.001228
"CANDIDATE",3323887,"K00377.01",4.49,-17.16,78.03,1.291,0,0,-0.0001787
"FALSE POSITIVE",2449074,"K00378.01",4.04,-3.171,38.95,1.043,4283.27,2,-0.0108
"FALSE POSITIVE",2446113,"K00379.01",4.09,-3.893,53.31,1.132,2948.97,0,-0.0002371
"CANDIDATE",2446113,"K00379.02",4.09,-2.856,17.73,1.104,3937.71,1,-0.0002301
"FALSE POSITIVE",2452450,"K00380.01",4.2,-4.965,125.5,0.6613,3404.32,0,0.008287
"FALSE POSITIVE",3230578,"K00381.01",4.14,-4.456,191.9,1.031,3178.36,3,-4.711e-05
"FALSE POSITIVE",3231137,"K00382.01",4.48,-4.41,106,0.8432,3372.06,2,0.02247
"CANDIDATE",3353050,"K00384.01",3.77,-2.135,47.76,1.103,2670.03,0,2.317e-05
"CANDIDATE",3446746,"K00385.01",4.48,-2.829,44.94,1.079,3057.23,1,0.0001276
"CANDIDATE",3656121,"K00386.01",4.32,-2.966,99.76,0.9582,2809.39,0,-0.0004808
"CANDIDATE",3656121,"K00386.02",4.32,-3.582,44.67,1.081,3300.79,0,0.0001593
"CANDIDATE",3733628,"K00387.01",4.61,-2.338,184.4,0.9821,1547.2,1,6.863e-05
"CANDIDATE",3831053,"K00388.01",3.97,-3.095,72.09,1.171,2450.97,0,-1.115e-05
"FALSE POSITIVE",3847708,"K00389.01",4.6,-2.612,79.03,1.023,2497.99,0,-0.005687
"FALSE POSITIVE",3849155,"K00390.01",4.49,-3.981,48.12,1.129,2308.99,221,0.0003865
"FALSE POSITIVE",3858804,"K00391.01",3.71,-10.79,50.97,1.065,3512.14,0,-0.001462
"CANDIDATE",3942670,"K00392.01",4.18,-3.859,33.07,1.035,3137.01,2,-0.0001494
"CANDIDATE",3942670,"K00392.02",4.18,-3.871,17.56,1.104,4135.89,7,-5.556e-05
"CANDIDATE",3964109,"K00393.01",4.33,-2.158,50.88,1.068,3066.14,0,-8.685e-05
"FALSE POSITIVE",4159347,"K00394.01",3.67,-14.98,66.95,1.136,4167.75,0,0.0009346
"FALSE POSITIVE",4165960,"K00395.01",4.26,-3.957,52,1.125,2551.33,0,0.0001225
"CANDIDATE",4252322,"K00396.01",4.2,-3.247,125.6,1.158,2039.03,1,-3.883e-05
"FALSE POSITIVE",4376644,"K00397.01",4.49,-3.27,779,0.9886,1540.96,0,-0.01474
"CANDIDATE",9946525,"K00398.01",4.54,-3.751,196.5,1.007,1921.33,0,-0.0006393
"CANDIDATE",9946525,"K00398.02",4.54,-2.269,169.4,1.065,1786.8,0,-2.028e-05
"CANDIDATE",9946525,"K00398.03",4.54,-2.424,69.02,1.123,2481.29,0,-6.412e-05
"FALSE POSITIVE",7289157,"K00399.01",4.3,-309.4,775.2,0.498,2975.92,0,0.01616
"FALSE POSITIVE",2695110,"K00400.01",4.44,-3.336,212.1,0.7012,1840.1,1,-0.01254
"CANDIDATE",3217264,"K00401.01",4.46,-2.756,219,0.9875,1684,1,-9.87e-05
"CANDIDATE",3217264,"K00401.02",4.46,-3.785,68.55,0.9446,2834.26,0,0.0004003
"CANDIDATE",3217264,"K00401.03",4.46,-2.568,24.17,1.12,3312.84,0,0.0001604
"FALSE POSITIVE",3342592,"K00402.01",4.49,-6.738,2098,0.9171,2443.82,0,0
"FALSE POSITIVE",4247092,"K00403.01",4.38,-10.51,63.33,1.12,3149.97,0,0.0003154
"FALSE POSITIVE",4949751,"K00404.01",4.54,-3.325,312.8,0.8397,1653.95,0,-0.01306
"FALSE POSITIVE",5003117,"K00405.01",4.48,-10.66,2676,0.685,2278.94,0,0.001759
"FALSE POSITIVE",5035972,"K00406.01",4.38,-4.24,433.8,1.012,3132.58,0,-0.0005093
"FALSE POSITIVE",5218441,"K00407.01",4.5,-12.07,149.4,1.001,2780.92,0,-0.001944
"CANDIDATE",5351250,"K00408.01",4.47,-2.311,133.1,1.047,2259.96,0,0.0003998
"CANDIDATE",5351250,"K00408.02",4.47,-2.885,72.22,1.066,2964.45,0,0.0001396
"CANDIDATE",5351250,"K00408.03",4.47,-3.415,40.77,1.003,3040.36,0,-0.0004347
"CANDIDATE",5351250,"K00408.04",4.47,-2.729,26.34,1.081,3572.46,0,0.0001184
"FALSE POSITIVE",5351250,"K00408.05",4.47,-4.142,11.61,1.128,4115.25,0,-0.001278
"CANDIDATE",5444548,"K00409.01",4.36,-2.164,137.8,1.023,2562.95,0,0.0001208
"FALSE POSITIVE",5449777,"K00410.01",4.38,-2.778,496.6,0.9609,1339.62,1,0.0002147
"FALSE POSITIVE",5478055,"K00411.01",4.32,-2.975,53.14,0.9767,3004.27,0,0.0001772
"CANDIDATE",5683743,"K00412.01",4.27,-2.718,601.5,0.9889,1543.74,7,0.002926
"CANDIDATE",5791986,"K00413.01",4.56,-3.435,88.39,1.062,2460.37,0,0.0001157
"CANDIDATE",5791986,"K00413.02",4.56,-3.353,40.69,1.093,3158.77,0,-9.197e-05
"FALSE POSITIVE",5872150,"K00414.01",4.4,-6.6,1754,0.926,2258.47,0,-0.001247
"FALSE POSITIVE",5872150,"K00414.02",4.4,-2.944,50.14,1.092,2839.41,6,0.0005063
"CANDIDATE",6289650,"K00415.01",4.38,-3.214,267.6,1.075,1996.99,0,0.0001874
"CANDIDATE",6508221,"K00416.01",4.61,-3.325,220.1,0.988,1713.48,0,0.0006177
"CANDIDATE",6508221,"K00416.02",4.61,-4.066,78.51,0.9621,2472.38,0,0.0003282
"CANDIDATE",6508221,"K00416.03",4.61,-2.161,14.57,1.159,2566.04,0,0.0001337
"FALSE POSITIVE",6879865,"K00417.01",4.53,-3.922,377.5,0.9855,1606.49,0,-0.0003233
"FALSE POSITIVE",7975727,"K00418.01",4.49,-6.01,1237,0.9872,2369.41,0,0.0001918
"FALSE POSITIVE",8219673,"K00419.01",4.51,-2.928,582,0.9952,1333.65,0,-0.002391
"CANDIDATE",8352537,"K00420.01",4.56,-2.485,374.9,0.9884,1636.45,19,-0.0004383
"CANDIDATE",9115800,"K00421.01",4.42,-2.953,1634,0.9564,1279.38,1,0.0005788
"FALSE POSITIVE",9214713,"K00422.01",4.4,-3.946,238.5,0.3301,2309.82,0,0.009159
