"koi_disposition","kepid","kepoi_name","tce_slogg","tce_minmes","tce_rmesmad","tce_rsnrmes","tce_ptemp","tce_rb_tcount1","tce_fwm_prao"
"FALSE POSITIVE",4769824,"K06452.01",4.54,-2.298,14.79,1.033,2961.33,0,0.00276
"FALSE POSITIVE",4773155,"K06453.01",4.5,-7433,6046,-2.8e-05,0,0,0
"FALSE POSITIVE",4839180,"K06456.01",4.28,-2.861,33840,-3.783e-05,0,0,0.0008497
"FALSE POSITIVE",4840263,"K06457.01",3.87,-2.818,11470,0.6878,595.15,27,0
"FALSE POSITIVE",4840818,"K06458.01",4.44,-3.103,4966,0.5301,970.65,0,0.0005074
"FALSE POSITIVE",4847832,"K06459.01",4.42,-11130,7696,-2.373e-05,0,0,0
"FALSE POSITIVE",4851217,"K06460.01",3.88,-7.475,6476,-0.0001363,0,17,0
"FALSE POSITIVE",4851338,"K06461.01",4.43,-4.199,11.66,1.031,0,4,0.0003469
"FALSE POSITIVE",4851356,"K06462.01",4.44,-1.76,35.81,1.051,0,9,0.0002683
"FALSE POSITIVE",4862332,"K06463.01",2.44,-2.297,13.16,0.7794,0,1,0.0003419
"FALSE POSITIVE",4862625,"K06464.01",4.44,-25.93,1048,0.9595,2901.3,0,0.001349
"FALSE POSITIVE",4862625,"K06464.03",4.44,-3.909,25.8,1.08,5124.94,0,0.0002135
"FALSE POSITIVE",4863369,"K06465.01",4.52,-1.64,14.63,1.235,3419.66,0,0.002231
"FALSE POSITIVE",4863753,"K06466.01",3.53,-3.066,11.77,1.057,3098.65,9,2.934e-05
"FALSE POSITIVE",4902030,"K06467.01",4.57,-3.901,6700,-0.0001063,0,21,0
"FALSE POSITIVE",4908495,"K06468.01",4.55,-2.704,17530,0.4627,343.7,0,0.001758
"FALSE POSITIVE",4912589,"K06469.01",4.13,-3.267,11880,0.6137,658.73,0,0.00176
"FALSE POSITIVE",4914709,"K06470.01",4.53,-2.909,14.78,1.161,4338.98,0,-0.0001576
"FALSE POSITIVE",4914737,"K06471.01",4.71,-3.481,12.14,1.043,3477.04,0,-0.0001896
"FALSE POSITIVE",4917014,"K06472.01",2.46,-5.879,14.21,1.092,0,2,-2.966e-05
"FALSE POSITIVE",4931073,"K06473.01",3.75,-740.7,2765,0.4107,4522.94,0,-0.0007475
"FALSE POSITIVE",4932691,"K06474.01",4.17,-22.47,277.5,1.668,2732.31,0,0.004688
"CANDIDATE",4939265,"K06475.01",4.58,-7.399,20.87,0.09202,4751.45,0,0.0006962
"FALSE POSITIVE",4940201,"K06476.01",4.61,-2.546,2650,0.4719,985.74,2,-0.01044
"FALSE POSITIVE",4946680,"K06477.01",3.8,-7.155,174.2,1.009,4332.87,0,0.0008355
"FALSE POSITIVE",4947726,"K06478.01",4.55,-281.6,308.4,1.964,0,0,-0.02198
"FALSE POSITIVE",4948863,"K06479.01",4.61,-32.81,897.6,0.6303,3279.12,0,-0.008531
"FALSE POSITIVE",4949214,"K06481.01",4.39,-4.503,405.2,0.1826,0,0,0.06518
"FALSE POSITIVE",4950557,"K06483.01",3.98,-3.074,14120,0.4727,643.56,0,0.002311
"FALSE POSITIVE",5000179,"K06485.01",4.14,-17.39,6.493,1.296,6380,0,0.0001351
"FALSE POSITIVE",5017058,"K06486.01",4.2,-2.746,14090,0.4903,603.76,0,0
"FALSE POSITIVE",5018787,"K06487.01",4.6,-47.78,97.1,0.6385,3463.2,2,0.001131
"FALSE POSITIVE",5021732,"K06490.01",4.33,-600.8,1177,0.8065,5240.21,0,0.04341
"FALSE POSITIVE",5022440,"K06491.01",4.53,-104,813.3,0.9546,3802.14,3,0.0002535
"FALSE POSITIVE",5022900,"K06492.01",4.53,-3.721,9.114,1.021,4912.26,0,0.0001933
"FALSE POSITIVE",5024126,"K06493.01",4.53,-4.322,8.795,1.022,4613.7,5,0
"FALSE POSITIVE",5025217,"K06496.01",3.06,-13.73,1.697,0.7578,6104.39,3,0
"FALSE POSITIVE",5025294,"K06498.01",4.48,-73.07,569.8,0.9132,3382.28,0,0.001345
"FALSE POSITIVE",5026187,"K06499.01",3.52,-7.389,4.298,1.017,3769.57,0,4.172e-05
"FALSE POSITIVE",5031882,"K06501.01",3.72,-3.299,14.7,0.546,4748.9,0,2.802e-05
"FALSE POSITIVE",5036516,"K06502.01",4.15,-2.328,1756,0.5967,797.41,0,-0.4021
"FALSE POSITIVE",5036530,"K06503.01",4.2,-3.066,7.17,0.8274,5601.06,0,-4.297e-05
"FALSE POSITIVE",5036538,"K06504.01",4.79,-7.01,16610,0.4853,466.8,0,0
"FALSE POSITIVE",5042785,"K06507.01",3.85,-11.08,4.598,1.142,3485.41,0,4.03e-06
"FALSE POSITIVE",5078879,"K06508.01",3.62,-3.396,43.23,1.741,2958.27,51,-0.0003212
"FALSE POSITIVE",5080346,"K06509.01",3.97,-5.486,2.787,0.949,9134.17,13,-3.482e-05
"FALSE POSITIVE",5080652,"K06510.01",4.62,-2.885,16790,-8.125e-05,0,24,0.0003421
"FALSE POSITIVE",5083252,"K06512.01",4.42,-7.69,6.587,-0.1317,0,0,4.059e-05
"FALSE POSITIVE",5091614,"K06515.01",4.5,-358.7,3679,0.8592,3927.68,0,-0.002992
"FALSE POSITIVE",5095269,"K06518.01",4.32,-8.499,13110,0.6759,828.23,0,0.0005403
"FALSE POSITIVE",5111801,"K06521.01",4.17,-2.878,8.933,0.734,3022.27,5,8.258e-06
"FALSE POSITIVE",5112198,"K06522.01",4.41,-8.983,2.958,0.9629,3934.86,0,4.321e-05
"FALSE POSITIVE",5113809,"K06523.01",4.3,-2.855,3.656,0.9154,6000.04,0,5.403e-05
"FALSE POSITIVE",5115178,"K06524.01",4.44,-238.1,637.2,0.9495,4502.34,1,0.01295
"FALSE POSITIVE",5125048,"K06528.01",4.23,-2.677,2.772,0.6322,8239.3,0,3.313e-05
"FALSE POSITIVE",5126627,"K06529.01",4.44,-3.141,7.145,1.126,5223.5,0,-0.0001068
"FALSE POSITIVE",5164794,"K06531.01",4.44,-5.122,7.3,1.2,3758.52,16,8.698e-05
"CANDIDATE",5171707,"K06532.01",4.42,-2.551,13.2,1.044,3491.88,5,-1.064e-05
"FALSE POSITIVE",5172274,"K06533.01",4.25,-5.4,5.264,1.093,6347.01,0,-3.877e-05
"FALSE POSITIVE",5174492,"K06534.01",4.07,-3.97,2.893,0.6098,8051.14,0,-3.025e-05
"FALSE POSITIVE",5174920,"K06535.01",3.7,-4.369,2.011,1.111,7549.36,0,1.931e-05
"FALSE POSITIVE",5181455,"K06536.01",4.43,-162.2,2999,0.7753,3050.06,0,-0.001273
"FALSE POSITIVE",5193386,"K06537.01",3.3,-636.9,918.9,0.394,3653.42,0,0.009908
"CANDIDATE",5193439,"K06538.01",4.43,-3.76,11.73,1.148,4907.66,0,0.0002283
"FALSE POSITIVE",5199978,"K06540.01",3.17,-4.043,9.212,1.301,0,109,-0.0003679
"FALSE POSITIVE",5211470,"K06541.01",2.2,-2.227,748.6,0.859,0,0,0.0007853
"FALSE POSITIVE",5211470,"K06541.02",2.2,-5.348,11.47,1.262,0,4,-0.0003466
"FALSE POSITIVE",5216727,"K06543.01",4.2,-1966,22.87,1.029,4641.68,9,0
"FALSE POSITIVE",5218014,"K06544.01",3.09,-71.34,282.3,1.031,3581.18,0,-0.003621
"FALSE POSITIVE",5255552,"K06545.01",4.71,-251.3,1175,0.5555,3118.21,0,-0.004304
"CANDIDATE",5263167,"K06546.01",4.43,-2.831,13.16,1.023,4177.02,0,-0.0002713
"FALSE POSITIVE",5266937,"K06547.01",4.38,-23.3,473.5,-0.0002614,0,0,0
"FALSE POSITIVE",5269407,"K06548.01",4.42,-235,799.1,0.4287,2376.48,0,-0.0007456
"FALSE POSITIVE",5272571,"K06550.01",3.29,-2.682,16.76,0.8762,2668.8,25,-5.001e-05
"FALSE POSITIVE",5282656,"K06551.01",4.46,-2.784,12.78,0.9956,4062.75,17,-0.002315
"FALSE POSITIVE",5284133,"K06552.01",4.14,-2247,4179,1.07,5132.61,0,-0.005771
"FALSE POSITIVE",5285607,"K06553.01",4.38,-3.019,11090,0.7224,610.44,0,0.0001375
"FALSE POSITIVE",5286786,"K06554.01",4.52,-6.748,113.8,1.023,4119.09,0,0.0008605
"FALSE POSITIVE",5288543,"K06555.01",4.18,-3.104,36250,0.9963,513.9,0,-0.007967
"FALSE POSITIVE",5294739,"K06556.01",3.43,-22.15,861.8,-0.0002297,0,0,0
"CANDIDATE",5295206,"K06557.01",4.31,-2.802,11.93,1.165,4522.73,1,2.552e-05
"FALSE POSITIVE",5298620,"K06558.01",4.58,-4.331,13.46,1.105,5084.17,0,0.0002153
"FALSE POSITIVE",5300878,"K06559.01",4.63,-6.488,6426,-7.618e-05,0,1,0.1608
"FALSE POSITIVE",5306862,"K06561.01",4,-9.986,2170,0.7984,1542.14,13,0
"FALSE POSITIVE",5308778,"K06563.01",3.28,-4.156,28.94,1.28,2048.97,0,-6.305e-05
"FALSE POSITIVE",5310435,"K06564.01",3.83,-71.07,752.6,0.7682,1859.62,0,0
"FALSE POSITIVE",5343976,"K06565.01",4.47,-620.4,7129,0.5993,2694.37,0,0.001607
"FALSE POSITIVE",5347537,"K06566.01",4.42,-3.847,1082,0.9019,1215.2,0,-0.00405
"FALSE POSITIVE",5347784,"K06567.01",3.81,-2.686,15370,0.7281,482.97,0,-0.0009475
"CANDIDATE",5353938,"K06568.01",4.75,-2.879,9.777,1.109,2901.05,0,3.723e-05
"FALSE POSITIVE",5359678,"K06569.01",4.42,-2.149,13700,0.4029,595.05,0,-0.0008718
"FALSE POSITIVE",5385469,"K06571.01",4.28,-3.338,11.12,0.9819,6484.75,0,1.765e-05
"FALSE POSITIVE",5385667,"K06573.01",4.11,-5.845,11.93,1.337,5213.81,0,-6.927e-05
"FALSE POSITIVE",5389184,"K06575.01",4.27,-1.744,13.53,0.9252,3997.44,28,-0.0006505
"FALSE POSITIVE",5393558,"K06576.01",4.2,-2604,3390,0.614,4409.34,6,-0.3383
"FALSE POSITIVE",5397905,"K06577.01",4.5,-2.436,9.719,1.19,3842.88,50,-0.0007528
"FALSE POSITIVE",5444392,"K06578.01",3.93,-10.53,4704,0.4296,0,0,0
"CANDIDATE",5456979,"K06579.01",4.48,-2.234,13.54,1.099,3598.21,0,2.83e-05
"FALSE POSITIVE",5460835,"K06580.01",4.49,-214.6,5780,0.7383,3278.69,0,0.008289
"FALSE POSITIVE",5462901,"K06581.01",4.6,-239.2,1819,0.5775,2583.47,1,0.1309
"CANDIDATE",5466109,"K06582.01",4.49,-2.348,10.67,1.172,4846.59,19,-0.0002484
"FALSE POSITIVE",5471010,"K06583.01",4.58,-4.722,12.81,1.164,5425.48,0,-0.0004726
"FALSE POSITIVE",5471415,"K06586.01",4.07,-9.023,8.039,1.324,7641.42,0,-0.0009046
"FALSE POSITIVE",5471480,"K06587.01",4.53,-5.817,16.22,1.261,5223.69,0,-4.227e-05
"FALSE POSITIVE",5475712,"K06588.01",4.4,-4.13,6759,-0.0001085,0,0,0
"FALSE POSITIVE",5479973,"K06589.01",4.46,-12.5,848.3,0.6513,1424.29,2,-0.003199
"FALSE POSITIVE",5513833,"K06591.01",5.07,-4.497,7.598,0.5589,4093.39,33,-5.949e-06
"FALSE POSITIVE",5529501,"K06592.01",4.25,-3.005,9.039,0.9521,5314.91,0,6.654e-06
"FALSE POSITIVE",5529560,"K06593.01",4.45,-3.581,27.3,0.6977,4188.87,8,-6.444e-05
"FALSE POSITIVE",5530881,"K06594.01",4.34,-1673,1198,-4.79e-05,0,0,0.02574
"FALSE POSITIVE",5534476,"K06595.01",4.11,-8.955,4.306,1.072,5385.09,0,4.58e-05
"FALSE POSITIVE",5534702,"K06596.01",4.04,-2577,1.748,-0.0004569,0,2,0.0008734
"FALSE POSITIVE",5535280,"K06597.01",4.52,-276.4,3389,0.8192,4553.24,0,0.01984
"FALSE POSITIVE",5553624,"K06599.01",4.39,-4339,12840,-4.719e-05,0,0,-0.03126
"CANDIDATE",5597361,"K06601.01",4.35,-3.853,12.63,1.122,4289.57,0,-0.0004995
"FALSE POSITIVE",5598639,"K06602.01",4.56,-11.9,3391,0.3408,0,33,0
"FALSE POSITIVE",5610698,"K06603.01",4.04,-15.24,1855,0.6866,1428.69,0,0.0005006
"FALSE POSITIVE",5621294,"K06606.01",3.78,-198.5,31.22,-9.354e-05,0,0,-0.0009503
"FALSE POSITIVE",5621299,"K06607.01",4.07,-2.38,14.69,0.8905,5540.54,29,0.0001534
"FALSE POSITIVE",5622250,"K06608.01",4.14,-258.3,7806,0.568,2617.1,1,0.009909
"FALSE POSITIVE",5632781,"K06609.01",3.72,-17190,569.6,-2.519e-05,0,0,0.006453
"FALSE POSITIVE",5647638,"K06611.01",3.74,-6.094,3.316,0.8819,4622.2,0,-1.995e-05
"FALSE POSITIVE",5653126,"K06612.01",3.82,-149.3,4145,0.4202,743.08,0,-0.00601
"FALSE POSITIVE",5653126,"K06612.02",3.82,-3.551,536.3,0.302,1307.59,0,-0.0002795
"FALSE POSITIVE",5686974,"K06613.01",4.39,-2.554,19.01,1.1,3715.46,0,-7.342e-05
"FALSE POSITIVE",5696909,"K06614.01",4.32,-7.626,95.39,1.686,2662.6,0,0.001168
"FALSE POSITIVE",5700330,"K06616.01",3.9,-103.3,3238,0.9125,2623.26,1,8.668e-05
"CANDIDATE",5702770,"K06617.01",4.54,-3.136,10.96,1.105,4526.56,0,-0.0001123
"CANDIDATE",5716244,"K06619.01",4.52,-8.53,2098,0.6277,1267.98,14,-0.0009014
"FALSE POSITIVE",5725851,"K06620.01",3.21,-4.976,5.808,0.9487,0,0,3.871e-05
"FALSE POSITIVE",5731312,"K06621.01",4.68,-332.5,7123,0.7336,2301.9,1,-0.1821
"FALSE POSITIVE",5735878,"K06622.01",3.65,-71.84,5876,0.9198,2827.8,0,0.008928
"FALSE POSITIVE",5736461,"K06623.01",4.57,-1118,271.8,0.8634,4375.17,1,-0.03844
"FALSE POSITIVE",5737869,"K06624.01",4.45,-3.6,10.65,1.036,4152.82,0,-0.0006892
"FALSE POSITIVE",5771589,"K06625.01",4.01,-34.09,419.6,0.5596,4505.55,0,0.000803
"FALSE POSITIVE",5781192,"K06626.01",4.57,-5845,3447,0.6316,4390.55,0,0
"FALSE POSITIVE",5802285,"K06627.01",4.63,-3.455,482.9,0.7317,1309.93,2,0.004064
"FALSE POSITIVE",5802470,"K06628.01",4.62,-2389,1113,0.6452,3768.23,0,0.02822
"FALSE POSITIVE",5807579,"K06629.01",4.11,-688.7,9420,0.5669,3567.01,0,0.02745
"CANDIDATE",5809372,"K06630.01",3.46,-3.43,13.57,1.172,5788.71,0,8.53e-05
"CANDIDATE",5860347,"K06631.01",4.45,-2.446,15.43,1.103,3280.92,37,-8.539e-05
"FALSE POSITIVE",5871918,"K06632.01",4.7,-462.8,3840,0.6933,2396.76,4,-0.006133
"FALSE POSITIVE",5894825,"K06633.01",3.97,-3.719,3.245,0.9348,6189.84,0,-8.941e-06
"FALSE POSITIVE",5894972,"K06634.01",3.77,-5.621,2.918,0.953,6423.18,0,1.558e-05
"FALSE POSITIVE",5952309,"K06636.01",4.5,-2.558,17.39,0.8487,5169.97,167,-0.000293
"FALSE POSITIVE",5952457,"K06637.01",4.55,-2.528,11.34,1.176,3665.21,279,-0.000137
"FALSE POSITIVE",5962514,"K06639.01",4.32,0,3095,0.2891,1136.22,0,0.007249
"FALSE POSITIVE",5962716,"K06640.01",4.18,-538,396.2,0.6686,3544.89,0,0
"CANDIDATE",5966732,"K06641.01",4.47,-1.89,9.847,0.9165,3431.76,0,-0.0007992
"FALSE POSITIVE",5977541,"K06642.01",4.2,-5.151,7.396,0.9975,5988.77,18,8.24e-05
"FALSE POSITIVE",5983348,"K06644.01",4.33,-34.28,1804,0.9323,3103.48,0,0.01056
"FALSE POSITIVE",5990753,"K06645.01",2.91,-7.757,29.68,1.075,4583.54,7,-9.491e-05
"CANDIDATE",6019971,"K06646.01",4.52,-3.242,11.5,1.114,3422.45,0,0.0001378
"FALSE POSITIVE",6029130,"K06647.01",4.6,-2375,1188,-8.291e-05,0,0,-0.03768
"FALSE POSITIVE",6041511,"K06649.01",4.16,-3.662,4.793,0.6643,5409.56,12,-2.964e-05
"FALSE POSITIVE",6042116,"K06650.01",3.86,-2628,423,0.8771,5230.93,0,0.0001222
"FALSE POSITIVE",6042663,"K06651.01",4.56,-274.5,4726,0.7069,3454.51,0,-0.001337
"FALSE POSITIVE",6044064,"K06652.01",4.53,-635.3,147.5,-0.0001733,0,0,1.077
"FALSE POSITIVE",6046311,"K06654.01",4.34,-2.48,47.57,0.04541,8171.81,13,0.0001425
"FALSE POSITIVE",6048106,"K06655.01",4.19,-102.7,172.5,0.6,3080.57,0,0
"FALSE POSITIVE",6048255,"K06656.01",4.19,-2.645,5.747,1.464e-06,166675.86,0,0
"FALSE POSITIVE",6057750,"K06657.01",3.88,-9.354,3.937,0.9951,5880.94,0,-1.59e-05
"FALSE POSITIVE",6060580,"K06658.01",4.6,-180.6,464,0.747,3894.04,0,0.001581
"FALSE POSITIVE",6063448,"K06659.01",4.02,-41.38,2245,0.9842,3480.03,0,-0.002711
"FALSE POSITIVE",6103049,"K06662.01",4.39,-227.4,29.58,0.5657,4327.81,144,0.0001793
"FALSE POSITIVE",6109688,"K06663.01",4.06,-43.22,865.2,1.149,2997.32,0,0.002695
"FALSE POSITIVE",6111011,"K06664.01",4.61,-2.078,10.75,1.06,4125.35,0,1.717e-05
"FALSE POSITIVE",6128141,"K06665.01",4.43,-11.24,77.93,1.152,4027.24,3,8.057e-05
"CANDIDATE",6128245,"K06666.01",4.54,-1.979,9.758,1.036,4558.24,11,5.187e-05
"FALSE POSITIVE",6131659,"K06667.01",4.58,-2502,5546,-2.785e-05,0,0,0.007351
"FALSE POSITIVE",6146838,"K06668.01",4.54,-3.125,7476,0.6234,770.64,2,-0.01554
"FALSE POSITIVE",6147573,"K06669.01",4.48,-1443,2660,0.6684,4580.47,2,0.02597
"FALSE POSITIVE",6152521,"K06670.01",3.67,-3.649,5.918,0.2392,7392.6,0,1.106e-05
"FALSE POSITIVE",6185717,"K06671.01",3.79,-13.24,3131,0.9069,2119.57,0,-0.04736
"CANDIDATE",6187508,"K06672.01",4.57,-2.146,16.76,1.073,2725.3,82,0.0001468
"FALSE POSITIVE",6205460,"K06673.01",3.68,-313.6,46.21,-0.0003578,0,0,-0.01155
"FALSE POSITIVE",6206751,"K06674.01",4.25,-447.4,161.2,0.546,4094.93,0,-0.0002721
"FALSE POSITIVE",6207053,"K06675.01",4.62,-3.744,12.73,1.159,3730.23,18,0.02137
"FALSE POSITIVE",6220470,"K06677.01",4.12,-537.9,1103,0.7813,4598.89,0,0
"FALSE POSITIVE",6228703,"K06678.01",4.05,-3.858,15960,0.5553,740.71,5,-0.003225
"FALSE POSITIVE",6231401,"K06679.01",4.42,-263.7,542.2,0.9727,4242.51,22,0.01409
"CANDIDATE",6265961,"K06680.01",4.38,-2.342,12.67,1.089,3809.87,3,3.404e-05
"FALSE POSITIVE",6283224,"K06682.01",4.59,-754.8,29.13,0.6402,3933.48,0,-0.0006534
"FALSE POSITIVE",6285094,"K06683.01",4.48,-2.046,14.22,1.031,3392.84,0,-0.0001375
"FALSE POSITIVE",6285396,"K06684.01",4.54,-3.674,7.946,1.062,3679.4,0,-0.0001682
"FALSE POSITIVE",6285397,"K06685.01",4.6,-3.584,14.83,1.094,2888,0,7.316e-05
"FALSE POSITIVE",6292732,"K06686.01",4.51,-1.855,11.65,1.1,4372.96,0,3.676e-05
"CANDIDATE",6307000,"K06687.01",4.57,-2.435,8.614,1.147,3387.23,85,-0.0003479
"FALSE POSITIVE",6311637,"K06688.01",4.21,-7.991,1234,0.5714,1004.95,28,-0.001213
"CANDIDATE",6345758,"K06689.01",4.29,-2.974,18.74,1.018,3785.05,0,4.315e-05
"FALSE POSITIVE",6364126,"K06690.01",4.57,-1.964,20.24,1.122,1522.77,0,5.299e-05
"FALSE POSITIVE",6364195,"K06691.01",4.64,-1.677,18.2,1.031,3104.15,0,0.0002864
"FALSE POSITIVE",6364200,"K06692.01",4.51,-3.2,12.05,1.087,4201.34,0,2.796e-05
"FALSE POSITIVE",6364247,"K06693.01",4.49,-2.05,27.9,0.9778,2394.02,0,9.224e-07
"FALSE POSITIVE",6364294,"K06694.01",4.39,-2.028,12.89,0.9865,4976.35,0,0.0001421
"FALSE POSITIVE",6367628,"K06696.01",4.57,-46.06,55.63,-0.004363,0,0,0.00129
"FALSE POSITIVE",6372268,"K06698.01",4.71,-16.01,37.17,1.281,1664.68,0,0.0002187
"FALSE POSITIVE",6384840,"K06699.01",4.46,-4.061,10.99,1.01,4058.69,0,-4.578e-05
"FALSE POSITIVE",6386784,"K06700.01",4.06,-1.868,18.23,1.071,3890.79,35,1.311e-06
"FALSE POSITIVE",6390236,"K06701.01",4.37,-2.056,8.592,0.7027,6658.92,211,1.349e-05
"FALSE POSITIVE",6421188,"K06702.01",4.32,-33.43,2914,0.8487,2850.32,0,0.0123
"FALSE POSITIVE",6421483,"K06703.01",3.78,-21.38,571.7,0.5821,1720.42,2,-2.251e-05
"CANDIDATE",6423922,"K06705.01",5.36,-4.163,36.37,0.8502,0,0,-6.006e-05
"CANDIDATE",6436505,"K06707.01",4.59,-2.83,14.47,1.073,3802.06,0,0.0002511
"FALSE POSITIVE",6436505,"K06707.02",4.59,-2.856,11.88,1.022,4150.8,1,-0.0007934
"FALSE POSITIVE",6437993,"K06708.01",4.54,-2.201,5.845,1.189,4286.82,1,-2.828e-05
"FALSE POSITIVE",6442246,"K06709.01",4.11,-2.576,13.3,1.058,4243.97,1,-1.68e-06
"FALSE POSITIVE",6443392,"K06710.01",4.42,-1160,3.825,1.241,4156.39,1,0.001424
"FALSE POSITIVE",6447326,"K06711.01",4.45,-2.689,2.883,1.164,6400.65,0,-3.023e-05
"FALSE POSITIVE",6448768,"K06712.01",3.86,-214.6,2984,0.7621,3114.22,0,0.01043
"FALSE POSITIVE",6449291,"K06713.01",3.8,-2.989,9.295,1.084,3973.07,0,-2.431e-05
"FALSE POSITIVE",6449552,"K06714.01",4.45,-1044,12690,-4.539e-05,0,0,0
"CANDIDATE",6452742,"K06715.01",4.41,-9.046,1467,0.411,669.74,0,-0.007723
"FALSE POSITIVE",6464285,"K06716.01",4.58,-234.9,51.66,-0.0002251,0,60,0.1443
"FALSE POSITIVE",6466939,"K06717.01",4.65,-4.132,20890,0.4732,613.4,11,0
"FALSE POSITIVE",6468938,"K06718.01",4.25,-2311,1289,0.7581,4825.62,0,-0.002072
"FALSE POSITIVE",6471229,"K06719.01",4.55,-2.826,12.26,0.9491,4463.16,53,2.761e-05
"FALSE POSITIVE",6471230,"K06720.01",4.36,-3.109,11.86,0.9852,4298.85,14,-3.139e-06
"FALSE POSITIVE",6521174,"K06721.01",4.56,-2.35,17.6,1.086,4127.1,0,0
"FALSE POSITIVE",6521542,"K06722.01",4.41,-3.732,40760,-2.689e-05,0,0,0
"FALSE POSITIVE",6522353,"K06723.01",4.59,-2.675,7.875,1.12,3937.73,0,-0.000904
"FALSE POSITIVE",6522750,"K06724.01",4.48,-5287,9794,-2.836e-05,0,0,0.1861
"FALSE POSITIVE",6523216,"K06725.01",3.7,-60.45,2554,0.9524,2738.2,0,0.0009868
"FALSE POSITIVE",6531485,"K06726.01",4.57,-713.9,1.286,1.293,0,0,0.001026
"FALSE POSITIVE",6543682,"K06728.01",4.44,-1.679,17000,-8.371e-05,0,4,0.1754
"FALSE POSITIVE",6545018,"K06729.01",4.46,-1.906,31260,-3.437e-05,0,6,0
"FALSE POSITIVE",6548447,"K06730.01",3.97,-1029,538.8,0.547,5313.55,0,0.05842
"CANDIDATE",6551106,"K06731.01",4.49,-1.944,10.15,1.028,4301.14,13,-1.534e-06
"FALSE POSITIVE",6584167,"K06732.01",4.1,-3.105,11.34,0.5826,5292.38,0,-7.79e-05
"CANDIDATE",6584278,"K06733.01",3.46,-3.766,13.34,1.119,4773.35,0,-2.717e-05
"FALSE POSITIVE",6591789,"K06735.01",4.58,-2067,952.5,-6.154e-05,0,0,0.04853
"FALSE POSITIVE",6593363,"K06736.01",3.79,-97.49,7005,0.8413,2771.59,0,-0.006449
"FALSE POSITIVE",6594972,"K06737.01",4.43,-1242,4506,-4.961e-05,0,0,-0.0004618
"FALSE POSITIVE",6595662,"K06738.01",4.36,-273,1221,0.9045,2827.68,0,0
"CANDIDATE",6603765,"K06739.01",4.65,-3.788,10.96,1.038,4087.29,0,-0.0002624
"FALSE POSITIVE",6606282,"K06740.01",3.04,-3.563,1267,0.6927,0,0,0.0006287
"FALSE POSITIVE",6606669,"K06741.01",2.35,-5.663,14.45,1.443,0,0,0
"FALSE POSITIVE",6607610,"K06742.01",3.39,-75.58,1155,0.9702,3228.91,0,-0.001129
"FALSE POSITIVE",6610219,"K06743.01",4.17,-35.09,7140,0.4524,374.79,2,-0.00658
"FALSE POSITIVE",6610433,"K06744.01",3.83,-6.93,6.67,0.3452,8751.59,7,0
"CANDIDATE",6628926,"K06746.01",4.14,-4.769,21.21,1.405,3751.53,10,0.0004555
"FALSE POSITIVE",6629156,"K06747.01",4.39,-10.16,5.55,1.623,5250.7,8,7.36e-05
"FALSE POSITIVE",6629588,"K06748.01",4.01,-10.51,2239,0.707,1061.34,3,9.609e-07
"CANDIDATE",6664842,"K06750.01",4.12,-2.407,14.31,1.135,3279.52,0,-4.265e-05
"FALSE POSITIVE",6665064,"K06751.01",4.49,-3.707,7.708,1.33,3026.75,39,0.002332
"FALSE POSITIVE",6665064,"K06751.02",4.49,-2.679,13.04,1.023,3579.53,0,-0.0008468
"CANDIDATE",6670610,"K06752.01",4.66,-2.784,11.65,1.223,2622.41,0,7.193e-05
"FALSE POSITIVE",6672229,"K06754.01",4.45,-806.7,1497,-0.0001882,0,0,0
"FALSE POSITIVE",6676725,"K06755.01",4.45,-2.199,9.168,1.052,5588.2,0,0.0003766
"FALSE POSITIVE",6695889,"K06757.01",4.53,-116,975.1,0.439,1301.34,0,0
"FALSE POSITIVE",6697716,"K06758.01",4.57,-4.517,7483,0.6115,580.89,0,-0.0006016
"FALSE POSITIVE",6698670,"K06760.01",4.11,-45.88,7596,0.9154,2403.32,0,0.009773
"FALSE POSITIVE",6706287,"K06761.01",4.39,-4.521,9257,-6.62e-05,0,0,0
"CANDIDATE",6763884,"K06763.01",4.42,-2.144,10.35,1.298,4071.93,0,3.995e-05
"FALSE POSITIVE",6766748,"K06764.01",4.36,-2.267,31070,-4.838e-05,0,0,0.005895
"CANDIDATE",6768616,"K06765.01",4.43,-3.011,11.36,1.105,3901.27,0,-0.0002352
"FALSE POSITIVE",6768616,"K06765.02",4.43,-3.101,10.31,0.9485,4267.64,0,0.0001654
"FALSE POSITIVE",6778289,"K06767.01",4.29,-4286,7822,-6.483e-05,0,0,0.09978
"FALSE POSITIVE",6781047,"K06768.01",4.1,-2.561,8.71,1.055,4626.79,0,-2.639e-05
"FALSE POSITIVE",6781535,"K06769.01",4.4,-1073,2063,0.7774,4012.39,0,0.005589
"FALSE POSITIVE",6792124,"K06770.01",3.81,-2.898,20.57,0.974,3006.88,117,8.016e-05
"FALSE POSITIVE",6804648,"K06771.01",3.79,-2.1,9.685,1.132,5434.68,347,-0.0002199
"FALSE POSITIVE",6806632,"K06772.01",4.24,-429.5,1983,0.8816,5911.19,0,0
"FALSE POSITIVE",6841577,"K06773.01",4.48,-99.44,6427,0.61,3131.36,0,0.004621
"CANDIDATE",6842345,"K06774.01",4.41,-3.642,2027,0.866,1398.64,0,-0.006908
"FALSE POSITIVE",6852488,"K06775.01",4.11,-12.17,534.2,1.422,1006.66,0,0
