"koi_disposition","kepid","kepoi_name","tce_ror","tce_duration","tce_fwm_prao","tce_dicco_mra"
"FALSE POSITIVE",10407464,"K07323.01",0.002975838,4.457,5.126e-05,-0.097987
"FALSE POSITIVE",10417704,"K07324.01",0.014143519,2.616,0,0.15477
"FALSE POSITIVE",10420279,"K07325.01",0.5,9,0,0.0033226
"FALSE POSITIVE",10422852,"K07326.01",0.187757,2,-0.0007755,0.014478
"CANDIDATE",10450504,"K07327.01",0.022701794,1.442,0.00116,-0.66571
"FALSE POSITIVE",10454401,"K07328.01",0.5,2.5,-0.002779,-0.00053418
"FALSE POSITIVE",10462826,"K07329.01",0.42673213,8.947,-0.02181,0.033176
"CANDIDATE",10468514,"K07331.01",0.059378305,0.8199,-0.0005972,0.039488
"CANDIDATE",10471113,"K07332.01",0.0074865696,3.616,-0.0001481,-1.2308
"FALSE POSITIVE",10481054,"K07333.01",0.0055980613,3.884,-5.039e-06,-2.5917
"FALSE POSITIVE",10486425,"K07334.01",0.50027581,4.685,0.004126,-0.016073
"FALSE POSITIVE",10490960,"K07335.01",0.53660668,5.598,-0.05398,0.11682
"FALSE POSITIVE",10491031,"K07336.01",0.54231282,6.303,0.07331,-0.035165
"FALSE POSITIVE",10535807,"K07337.01",0.21306611,2.99,0.00423,-0.040259
"FALSE POSITIVE",10535858,"K07338.01",0.0082722609,4.971,0.0001124,-2.3164
"CANDIDATE",10546063,"K07339.01",0.014697968,3.23,-0.000486,-0.5809
"FALSE POSITIVE",10547685,"K07340.01",0.24060381,2.846,0,1.6542
"FALSE POSITIVE",10549576,"K07341.01",0.30323301,6.367,0.00484,-0.01545
"FALSE POSITIVE",10552700,"K07342.01",0.002106676,5.827,0,-0.059008
"FALSE POSITIVE",10556578,"K07343.01",0.049716536,2.875,2.625e-05,0.0096844
"FALSE POSITIVE",10583181,"K07344.01",0.22982691,3.5,-0.05955,0.36883
"CANDIDATE",10586619,"K07345.01",0.021157369,12.05,-0.0004368,-0.41266
"FALSE POSITIVE",10592163,"K07346.01",0.42912756,6.638,0.002091,-0.022077
"FALSE POSITIVE",10601538,"K07348.01",0.0059827267,1.398,-9.144e-05,2.09
"FALSE POSITIVE",10601579,"K07349.01",0.36201209,5.63,0.0009374,0.27644
"FALSE POSITIVE",10613718,"K07350.01",0.015521254,3.82,4.005e-05,0.21563
"FALSE POSITIVE",10619109,"K07351.01",0.7982482,6.362,0.1841,-0.37314
"FALSE POSITIVE",10646620,"K07352.01",0.0054206596,13.03,3.36e-06,0.039906
"FALSE POSITIVE",10649230,"K07353.01",0.0083165059,0.5068,-0.000487,1.5724
"CANDIDATE",10659624,"K07354.01",0.0088656054,8.54,7.859e-05,1.3171
"FALSE POSITIVE",10661913,"K07355.01",0.0088464038,4.043,0.0002427,-6.5862
"FALSE POSITIVE",10661976,"K07356.01",0.004382116,4.612,2.804e-05,-0.30662
"FALSE POSITIVE",10662021,"K07357.01",0.0067645828,3.615,-1.314e-05,-4.0894
"CANDIDATE",10665228,"K07358.01",0.018854441,2.648,-0.0002046,-1.0848
"CANDIDATE",10665749,"K07359.01",0.017915897,0.5182,0.0009548,-1.9323
"CANDIDATE",10680424,"K07361.01",0.020552554,1.474,0.0002951,0.0519
"FALSE POSITIVE",10685175,"K07362.01",0.0076846934,2.814,-1.213e-05,0.00418
"FALSE POSITIVE",10686876,"K07363.01",0.42085339,4.946,-0.1428,0.44759
"FALSE POSITIVE",10686930,"K07364.01",0.0068923911,3.376,-6.181e-05,1.4913
"FALSE POSITIVE",10711913,"K07365.01",0.47250839,6.085,-0.001098,-0.0012927
"FALSE POSITIVE",10732401,"K07366.01",0.0037142952,5.01,-0.0001381,-6.7728
"FALSE POSITIVE",10736223,"K07367.01",0.39068476,2,0.5849,-0.032623
"CANDIDATE",10736489,"K07368.01",0.029201452,3.154,-5.68e-05,0.0070085
"FALSE POSITIVE",10743600,"K07369.01",0.38777494,2.99,0,3.7825
"FALSE POSITIVE",10753734,"K07371.01",0.5,3,-0.05258,0.0070584
"FALSE POSITIVE",10794242,"K07372.01",0.32074158,4.5,0.001516,0.0047673
"FALSE POSITIVE",10794405,"K07373.01",0.026322777,2.25,-0.0009452,4.042
"FALSE POSITIVE",10809677,"K07374.01",0.1202563,3.489,0,-0.00316
"CANDIDATE",10812541,"K07375.01",0.062109465,6.765,-0.0001575,0.061013
"CANDIDATE",10815677,"K07376.01",0.012994591,1.932,-0.0001311,0.37291
"FALSE POSITIVE",10816107,"K07377.01",0.22079416,3.976,-0.004477,0.050979
"CANDIDATE",10843431,"K07378.01",0.051840187,3.747,-0.0004721,-0.30627
"CANDIDATE",10843431,"K07378.02",0.043215856,4.876,0.002915,0.51645
"FALSE POSITIVE",10847907,"K07379.01",0.002826124,2.953,1.143e-06,-1.0611
"FALSE POSITIVE",10849244,"K07381.01",0.53918612,7.592,0.0009844,0.0014505
"FALSE POSITIVE",10857589,"K07382.01",0.26564123,13.39,0.01017,-0.05921
"FALSE POSITIVE",10867017,"K07384.01",0.0082635438,1.478,-0.0006936,4.6751
"FALSE POSITIVE",10909274,"K07385.01",0.48492425,3.5,0.0007576,-0.00325
"FALSE POSITIVE",10920813,"K07386.01",0.48828498,38.86,0,-0.019752
"FALSE POSITIVE",10923260,"K07387.01",0.30958839,4.182,-0.003694,-0.0004027
"FALSE POSITIVE",10924400,"K07388.01",0.0048686787,1.751,-4.008e-05,1.3722
"FALSE POSITIVE",10936427,"K07390.01",0.39771177,9,-0.1942,-0.0016934
"FALSE POSITIVE",10937609,"K07391.01",0.30866823,4.957,0.00478,-0.013595
"FALSE POSITIVE",10965963,"K07392.01",0.55380766,6.05,0.0001223,-0.00020617
"FALSE POSITIVE",10979716,"K07394.01",0.398446,3.408,-0.001915,0.026279
"FALSE POSITIVE",10982373,"K07395.01",0.0070364581,1.493,-6.057e-05,0.18772
"FALSE POSITIVE",10987439,"K07396.01",0.20665409,3.805,-0.01024,-0.44736
"FALSE POSITIVE",10989032,"K07397.01",0.05588177,1.019,0.001632,-0.15804
"FALSE POSITIVE",10991989,"K07398.01",0.13251535,2.569,-0.003722,2.424
"FALSE POSITIVE",10992733,"K07399.01",0.5,3.5,0,-0.0030376
"CANDIDATE",11019739,"K07400.01",0.013300971,2.605,-8.723e-06,0.38892
"FALSE POSITIVE",11027722,"K07402.01",0.017389909,0.5501,0.0003268,0.027494
"FALSE POSITIVE",11029877,"K07403.01",0.14578931,5.615,0,-2.6206
"CANDIDATE",11068630,"K07404.01",0.013675582,1.125,-7.265e-05,-0.16908
"FALSE POSITIVE",11071207,"K07405.01",0.39850764,3.5,-0.0008513,-0.0035504
"FALSE POSITIVE",11073223,"K07406.01",0.45776712,3,-0.1789,0.043346
"FALSE POSITIVE",11076279,"K07407.01",0.59286213,4.38,0.01075,-0.03157
"CANDIDATE",11092783,"K07408.01",0.032386432,3.219,-0.0001424,-0.030049
"FALSE POSITIVE",11124509,"K07409.01",0.067282231,2.659,4.286e-05,-0.0098691
"CANDIDATE",11134079,"K07410.01",0.35823344,2.178,0,-0.010279
"CANDIDATE",11137061,"K07411.01",0.0076200999,3.474,4.222e-05,-0.38586
"FALSE POSITIVE",11144439,"K07412.01",0.0086776247,0.7918,0.001918,-5.7819
"FALSE POSITIVE",11147276,"K07413.01",0.28636266,3.219,-0.007191,0.016128
"FALSE POSITIVE",11154043,"K07414.01",0.0097453504,3.346,1.327e-05,-0.061585
"FALSE POSITIVE",11182260,"K07415.01",0.025613453,1.519,-0.0005971,-0.0077634
"CANDIDATE",11187972,"K07416.01",0.007673458,5.175,1.592e-05,0.58865
"FALSE POSITIVE",11198723,"K07417.01",0.47583624,4.337,-0.006587,0.023156
"FALSE POSITIVE",11199725,"K07418.01",0.011081395,1.547,-9.386e-05,0.74789
"FALSE POSITIVE",11200773,"K07419.01",0.23711935,2.839,-0.03455,3.2952
"FALSE POSITIVE",11228612,"K07420.01",0.5,2,0,0.023295
"FALSE POSITIVE",11232745,"K07421.01",0.19143197,2.66,0.001144,-0.023854
"FALSE POSITIVE",11233911,"K07422.01",0.46275222,5.669,0.0005941,-0.0021978
"FALSE POSITIVE",11234677,"K07423.01",0.27457683,2.603,0.01039,0.0065213
"FALSE POSITIVE",11235323,"K07424.01",0.20446716,12.5,0.008208,0.025321
"FALSE POSITIVE",11240948,"K07425.01",0.023259258,0.7176,5.516e-05,-0.047878
"CANDIDATE",11241560,"K07426.01",0.013221536,2.801,0.0001879,1.3516
"CANDIDATE",11244571,"K07427.01",0.006730184,6.508,-2.389e-05,-0.72577
"FALSE POSITIVE",11250867,"K07428.01",0.32855933,2,0.002874,-0.0040368
"FALSE POSITIVE",11251058,"K07429.01",0.0080970481,2.283,2.15e-05,-0.14911
"CANDIDATE",11282568,"K07430.01",0.015058141,1.121,7.103e-05,-0.4747
"FALSE POSITIVE",11285625,"K07431.01",0.48423469,7.866,0.05696,-0.49138
"CANDIDATE",11286311,"K07432.01",0.011436421,10.59,-0.0001038,-0.028035
"FALSE POSITIVE",11287726,"K07433.01",0.34190314,6.234,0.008921,-0.10918
"CANDIDATE",11288492,"K07434.01",0.0098883708,1.177,-0.0005183,0.13172
"CANDIDATE",11288772,"K07435.01",0.0086668352,1.269,-9.598e-05,0.49787
"FALSE POSITIVE",11295085,"K07436.01",0.0052556204,2.492,1.595e-06,-0.12291
"CANDIDATE",11296724,"K07437.01",0.0099115085,2.07,9.624e-05,0.57175
"FALSE POSITIVE",11350389,"K07438.01",0.18765572,1.925,-0.001973,0.049732
"FALSE POSITIVE",11356602,"K07439.01",0.017271386,17.35,-0.0003789,1.98
"FALSE POSITIVE",11358392,"K07440.01",0.072100802,1.331,-0.0002416,0.08779
"FALSE POSITIVE",11359305,"K07441.01",0.30572177,3.768,-0.00541,0.13051
"FALSE POSITIVE",11391181,"K07442.01",0.58524998,4.058,0.001369,0.0031679
"FALSE POSITIVE",11401869,"K07443.01",0.008592511,5.607,0.0001979,-2.6581
"FALSE POSITIVE",11409698,"K07444.01",0.46895834,6.031,0.003333,0.00036551
"CANDIDATE",11411639,"K07445.01",0.032709622,3.243,-0.0002475,-2.1445
"CANDIDATE",11455795,"K07446.01",0.18049395,1.361,0,-0.15168
"FALSE POSITIVE",11457191,"K07447.01",0.21388032,3.96,-0.0001473,0.0035789
"FALSE POSITIVE",11499757,"K07450.01",0.5,3.5,0,-0.040005
"FALSE POSITIVE",11502172,"K07452.01",0.3435775,5.175,0.008415,-0.015967
"FALSE POSITIVE",11506235,"K07454.01",0.33300907,4.467,0.0007104,0.00021132
"FALSE POSITIVE",11560382,"K07456.01",0.0095321909,1.025,-0.0002269,2.1952
"FALSE POSITIVE",11560431,"K07457.01",0.0074318455,4.369,-0.0005287,-3.7497
"FALSE POSITIVE",11560447,"K07458.01",0.57791956,2.166,0.06945,-0.51689
"FALSE POSITIVE",11601357,"K07459.01",0.015164862,2.169,-0.0006642,1.5527
"CANDIDATE",11602794,"K07460.01",0.015235415,2.085,9.571e-06,-0.8425
"FALSE POSITIVE",11615481,"K07461.01",0.53170661,12.26,0,0.008273
"FALSE POSITIVE",11616200,"K07462.01",0.40889711,3.839,0.0004552,-0.00047473
"FALSE POSITIVE",11616631,"K07463.01",0.0096777315,27.31,7.153e-05,0.21326
"FALSE POSITIVE",11616663,"K07464.01",0.0091961108,28.17,-0.0001476,0.99192
"FALSE POSITIVE",11619964,"K07466.01",0.53440368,4.391,0.05573,-0.01069
"FALSE POSITIVE",11651105,"K07468.01",0.011755091,36.48,-8.039e-06,0.46045
"FALSE POSITIVE",11662440,"K07469.01",0.39038752,3.176,-0.006933,-0.08464
"CANDIDATE",11672354,"K07471.01",0.012617348,4.082,-7.769e-05,1.064
"FALSE POSITIVE",11704044,"K07472.01",0.5,3.5,-0.1668,0.030612
"FALSE POSITIVE",11706658,"K07473.01",0.10837909,1.5,0.001407,-0.098366
"FALSE POSITIVE",11709022,"K07474.01",0.00012792417,4.655,0,3.3939
"FALSE POSITIVE",11724091,"K07475.01",0.42528779,4.561,9.315e-06,-0.00075376
"FALSE POSITIVE",11757422,"K07476.01",0.0097967428,2.866,-0.0008864,4.0325
"FALSE POSITIVE",11763910,"K07477.01",0.0042432523,4.804,3.077e-05,-1.2279
"FALSE POSITIVE",11768970,"K07478.01",0.1720344,2.436,-0.001817,0.15397
"CANDIDATE",11773625,"K07479.01",0.0066427562,4.361,3.9e-05,-0.30061
"FALSE POSITIVE",11811454,"K07481.01",0.44269071,4.389,0.0007055,-0.016552
"FALSE POSITIVE",11817750,"K07482.01",0.28298123,4.77,-0.001496,0.016234
"FALSE POSITIVE",11854636,"K07484.01",0.027827026,1.313,0.0001273,0.71301
"FALSE POSITIVE",11855538,"K07485.01",0.0062067201,2.714,-3.931e-05,0.46469
"FALSE POSITIVE",11858541,"K07486.01",0.29951091,4.166,0.001193,-0.03242
"FALSE POSITIVE",11873166,"K07487.01",0.35616798,2.671,-0.000388,-0.0024047
"FALSE POSITIVE",11873171,"K07488.01",0.0086510601,1.786,0.0004905,-2.5517
"CANDIDATE",11904704,"K07489.01",0.0097185605,0.8747,0.0002515,-0.76873
"FALSE POSITIVE",11906217,"K07490.01",0.46512142,3.149,0.001449,-0.022139
"FALSE POSITIVE",11913052,"K07491.01",0.01330848,3.755,-1.938e-05,0.95326
"FALSE POSITIVE",11913071,"K07492.01",0.42359046,5.26,-0.08578,3.2333
"FALSE POSITIVE",11922648,"K07494.01",0.0072422297,2.952,-4.296e-05,-1.6067
"FALSE POSITIVE",11922782,"K07495.01",0.34984085,4.169,0.04768,-0.43075
"FALSE POSITIVE",11923819,"K07496.01",0.54681475,9.181,0.004175,-0.050684
"FALSE POSITIVE",11959569,"K07497.01",0.41128063,12,-0.004091,-0.0034286
"FALSE POSITIVE",11966557,"K07498.01",0.33554908,9,-0.08809,0.020135
"FALSE POSITIVE",11967004,"K07499.01",0.26360469,2.351,-0.007649,0.020206
"FALSE POSITIVE",11968490,"K07500.01",0.18939547,2.189,-0.0001897,0.00021253
"FALSE POSITIVE",11970288,"K07501.01",0.051013789,41.05,2.349e-05,0.041266
"FALSE POSITIVE",12004679,"K07502.01",0.49202255,2.5,0.001715,-0.0024581
"FALSE POSITIVE",12004680,"K07503.01",0.0098570961,2.378,9.886e-06,3.3375
"FALSE POSITIVE",12013615,"K07505.01",0.43187236,4.5,0,-0.00047739
"CANDIDATE",12016243,"K07506.01",0.014529411,6.916,0.0003684,-0.71788
"FALSE POSITIVE",12022517,"K07507.01",0.37295823,3.429,-0.001316,0.022393
"FALSE POSITIVE",12022718,"K07508.01",0.097106825,3.385,-0.000375,0.0048549
"CANDIDATE",12067960,"K07510.01",0.013372075,2.707,-0.0005735,-0.87749
"FALSE POSITIVE",12071006,"K07511.01",0.17102202,12,0,-0.0023924
"FALSE POSITIVE",12105785,"K07512.01",0.19268374,8.14,-0.005942,0.4249
"FALSE POSITIVE",12157983,"K07514.01",0.0073324715,1.965,-9.506e-05,-0.063574
"FALSE POSITIVE",12164751,"K07515.01",0.26079264,7.5,0,0.0014848
"FALSE POSITIVE",12217907,"K07516.01",0.42430698,15.04,0.003507,-0.0056614
"FALSE POSITIVE",12251779,"K07517.01",0.26941944,6.839,-0.0002693,0.015392
"FALSE POSITIVE",12268220,"K07518.01",0.35483533,7.652,0.0003279,0.011284
"FALSE POSITIVE",12302391,"K07519.01",0.48327907,4.712,-0.004483,-0.0073237
"CANDIDATE",12304728,"K07520.01",0.0071381484,3.775,1.636e-05,1.0484
"FALSE POSITIVE",12306808,"K07521.01",0.57402373,10.66,0.003674,-0.0010188
"FALSE POSITIVE",12306808,"K07521.02",0.54789902,12.42,0.00233,-0.0022011
"FALSE POSITIVE",12351927,"K07522.01",0.31975335,2.715,-0.008125,0.066533
"FALSE POSITIVE",12353633,"K07523.01",0.0043055778,2.744,5.175e-05,-0.2467
"FALSE POSITIVE",12353720,"K07524.01",0.040837194,1.477,2.46e-05,0.013666
"FALSE POSITIVE",12356746,"K07525.01",0.22930563,2.211,-0.0006329,0.11158
"FALSE POSITIVE",12356914,"K07526.01",0.5,3,0.1943,-0.15715
"FALSE POSITIVE",12365000,"K07527.01",0.021794594,0.8236,0.0005819,-0.050854
"FALSE POSITIVE",12365015,"K07528.01",0.028531137,1.5,-3.25e-06,-0.011082
"FALSE POSITIVE",12367017,"K07529.01",0.036226171,2.046,-0.006022,3.6786
"FALSE POSITIVE",12367310,"K07530.01",0.27084814,4.608,-0.00104,0.0093663
"FALSE POSITIVE",12403968,"K07531.01",0.014814266,0.9391,0.0002013,0.57203
"FALSE POSITIVE",12418662,"K07532.01",0.29762483,5.007,0.004109,-0.018139
"FALSE POSITIVE",12418816,"K07533.01",0.27061288,1.5,0,-0.011669
"FALSE POSITIVE",12470530,"K07536.01",0.5,2.5,-0.1492,0.020867
"FALSE POSITIVE",12506342,"K07538.01",0.018096832,1.82,-0.01448,8.8833
"CANDIDATE",12555616,"K07540.01",0.0095317299,5.624,4.149e-06,1.5817
"FALSE POSITIVE",12557713,"K07541.01",0.28202713,2.385,0.001791,-0.015917
"FALSE POSITIVE",3458687,"K07543.01",0.0045555878,6.743,-4.393e-05,0.7704
"FALSE POSITIVE",3749508,"K07544.01",0.014554155,0.91,-0.0002087,0.0005982
"FALSE POSITIVE",3749508,"K07544.02",0.0059413674,13.45,3.561e-05,-0.0014429
"FALSE POSITIVE",3955867,"K07545.01",0.21739436,6.428,0.0005088,0.0037092
"FALSE POSITIVE",4074294,"K07547.01",0.0042092441,2.385,-4.116e-05,-3.0567
"FALSE POSITIVE",4380560,"K07548.01",0.0062979954,5.187,0.000157,0.16685
"FALSE POSITIVE",4483235,"K07550.01",0.0058181234,4.224,-1.876e-05,0.079097
"FALSE POSITIVE",5024414,"K07555.01",0.0065777676,2.159,-0.0003393,12.091
"FALSE POSITIVE",5268955,"K07557.01",0.0226528,41.52,1.805e-06,-0.070576
"FALSE POSITIVE",5598645,"K07560.01",0.00298358,5.908,-4.827e-05,0
"FALSE POSITIVE",5908086,"K07563.01",0.003954028,4.321,2.613e-06,0.030375
"FALSE POSITIVE",6590362,"K07570.01",0.0088651386,0.9171,-0.0009826,4.2311
"FALSE POSITIVE",6628740,"K07571.01",0.0039788407,2.564,5.742e-06,0.054465
"FALSE POSITIVE",7031126,"K07573.01",0.0026344471,4.245,-6.34e-06,0.23055
"FALSE POSITIVE",7031208,"K07574.01",0.0039027597,3.627,0.0001204,-1.0455
"FALSE POSITIVE",7031742,"K07575.01",0.0043263227,3.933,3.831e-05,-0.088752
"FALSE POSITIVE",7032568,"K07576.01",0.0027553659,4.257,-2.384e-06,0.96424
"FALSE POSITIVE",7032687,"K07577.01",0.0040126736,3.644,-8.169e-05,0.75524
"FALSE POSITIVE",7116282,"K07579.01",0.0036087626,4.175,-0.000182,0.93282
"FALSE POSITIVE",7116859,"K07580.01",0.0071844205,2.959,3.923e-05,-1.9494
"FALSE POSITIVE",7133286,"K07581.01",0.48619207,39.83,0.00296,-0.040695
"FALSE POSITIVE",7214090,"K07583.01",0.010973049,1.392,-0.002468,6.8853
"FALSE POSITIVE",7281694,"K07584.01",0.0056217143,2.346,-2.865e-05,-1.2192
"FALSE POSITIVE",7362450,"K07585.01",0.0027244417,4.299,2.393e-05,0.2874
"CANDIDATE",8096395,"K07587.01",0.022229073,11.05,-0.0001034,0.051982
"FALSE POSITIVE",8649876,"K07595.01",0.0075665418,28.57,3.53e-05,-1.4728
"FALSE POSITIVE",8868686,"K07598.01",0.0052859183,13.26,7.53e-05,-1.3413
"FALSE POSITIVE",9246715,"K07601.01",0.53580672,73.99,0.01005,-0.79363
"FALSE POSITIVE",10253638,"K07608.01",0.0056407349,21.64,-4.592e-05,0.12962
"FALSE POSITIVE",10341777,"K07610.01",0.0039225515,3.281,7.675e-05,-3.4517
"FALSE POSITIVE",10407271,"K07611.01",0.0047229511,4.535,1.396e-05,2.7504
"FALSE POSITIVE",10471167,"K07612.01",0.0066527195,4.442,0.0003179,-0.91092
"FALSE POSITIVE",10471174,"K07613.01",0.0072733327,4.44,-3.712e-05,-1.1009
"FALSE POSITIVE",10471345,"K07614.01",0.0085121148,3.589,-0.0003152,0.61894
"FALSE POSITIVE",11463950,"K07616.01",0.013270791,12.86,4.254e-05,-0.045379
"FALSE POSITIVE",11621897,"K07618.01",0.0097227388,24.38,-2.735e-05,0.4817
"FALSE POSITIVE",1025986,"K07621.01",0.015001481,3.28,2.306e-05,2.9296
"FALSE POSITIVE",1293046,"K07622.01",0.023358957,1.963,-0.01561,7.1261
"FALSE POSITIVE",1434395,"K07623.01",0.016428238,2.846,-0.006847,0
"CANDIDATE",1723078,"K07624.01",0.016956857,7.04,-0.0003089,-0.44434
"FALSE POSITIVE",1868404,"K07625.01",0.0084041673,1.693,-7.801e-05,-1.2842
"FALSE POSITIVE",1995712,"K07626.01",0.023610945,8.699,0.0001095,-1.023
"FALSE POSITIVE",2140389,"K07627.01",0.097880676,3.522,0.03182,-1.4396
"CANDIDATE",2299738,"K07628.01",0.008691,7.712,1.074e-05,0.071306
"FALSE POSITIVE",2302758,"K07629.01",0.0091150876,1.577,-0.0002614,7.5092
"CANDIDATE",2302997,"K07630.01",0.015210461,2.592,0.0002854,0.34889
"FALSE POSITIVE",2308411,"K07631.01",0.0094416806,2.015,0.0006536,0.68275
"FALSE POSITIVE",2446134,"K07632.01",0.015275131,2.403,5.78e-05,0.69545
"FALSE POSITIVE",2449053,"K07633.01",0.0078642872,3.028,0,10.3
"FALSE POSITIVE",2569995,"K07634.01",0.088906329,8.595,-0.01231,6.0876
"CANDIDATE",2577353,"K07635.01",0.013340747,8.639,0.001167,-1.4709
"CANDIDATE",2696205,"K07636.01",0.0072920532,1.381,0.0001675,-0.67667
"FALSE POSITIVE",2711131,"K07637.01",0.0075051816,1.326,0.001163,-7.276
"CANDIDATE",2834805,"K07638.01",0.0083427815,5.653,-3.878e-06,-0.085185
"FALSE POSITIVE",2854839,"K07639.01",0.0061080858,0.7031,0,0.14192
"FALSE POSITIVE",2859299,"K07640.01",0.0094876735,0.6377,-0.0004477,4.0022
"CANDIDATE",2984990,"K07641.01",0.0094809388,2.292,8.165e-05,0.46422
"FALSE POSITIVE",3003019,"K07642.01",0.0067651208,2.54,-0.0002306,3.1399
"FALSE POSITIVE",3102309,"K07643.01",0.011491895,6.608,-5.665e-05,0.010276
"CANDIDATE",3110177,"K07644.01",0.0089483832,2.994,0.0002286,0.15493
"CANDIDATE",3129238,"K07645.01",0.0096631394,4.5,-1.261e-05,0.20746
"FALSE POSITIVE",3218844,"K07646.01",0.022993535,2.604,-0.0001769,0.81606
"FALSE POSITIVE",3230095,"K07647.01",0.011598985,2.827,3.02e-05,1.5433
"CANDIDATE",3232249,"K07648.01",0.01125778,1.211,-0.0002893,1.4571
"FALSE POSITIVE",3235282,"K07649.01",0.04959892,2.929,-0.004984,1.9651
"FALSE POSITIVE",3241647,"K07650.01",0.008140806,1.973,-3.747e-05,2.0444
"FALSE POSITIVE",3248696,"K07651.01",0.037766222,12.51,-0.002179,-6.4881
"FALSE POSITIVE",3345973,"K07652.01",0.015995512,5.162,0.00104,-4.4692
"FALSE POSITIVE",3347807,"K07653.01",0.0093698488,18.1,3.666e-05,2.1743
"FALSE POSITIVE",3353454,"K07654.01",0.0516484,9.102,0.0004934,0
"FALSE POSITIVE",3439126,"K07655.01",0.038248149,9.515,-0.0002852,0.10021
"FALSE POSITIVE",3448456,"K07656.01",0.013189339,1.117,-0.0008042,3.0874
"FALSE POSITIVE",3531231,"K07657.01",0.022871914,26.88,-0.002046,1.0042
"FALSE POSITIVE",3542542,"K07658.01",0.011147891,5.148,-0.0006291,3.2711
"FALSE POSITIVE",3644631,"K07659.01",0.023910677,23.86,-9.457e-05,5.4878
"FALSE POSITIVE",3644738,"K07660.01",0.031576439,25.44,-0.0009072,3.1892
"FALSE POSITIVE",3645282,"K07661.01",0.0077127844,1.244,0.0008241,-7.1799
"CANDIDATE",3660581,"K07662.01",0.034247584,29.63,-0.0001645,0
"FALSE POSITIVE",3663141,"K07663.01",0.0064448929,7.251,0,0
"FALSE POSITIVE",3732972,"K07664.01",0.0086711045,1.649,0.0002299,-0.29139
"FALSE POSITIVE",3750350,"K07665.01",0.013339195,6.661,-9.699e-05,-0.83553
"FALSE POSITIVE",3751231,"K07666.01",0.0077592932,1.026,0.0005524,-2.5461
"CANDIDATE",3762750,"K07668.01",0.01453229,1.841,0.0004572,1.4595
"FALSE POSITIVE",3839294,"K07669.01",0.026682366,3.929,-0.0003501,-0.006379
"CANDIDATE",3848083,"K07670.01",0.012943446,5.785,3.518e-05,1.0402
"FALSE POSITIVE",3851194,"K07671.01",0.0054304131,3.077,-4.067e-05,1.1427
"FALSE POSITIVE",3852476,"K07672.01",0.016881797,4.191,-0.0001402,-0.060049
"CANDIDATE",3852872,"K07673.01",0.013335711,3.826,0.0001885,0.23514
"FALSE POSITIVE",3858943,"K07674.01",0.011626683,12.38,-0.000327,4.1362
"FALSE POSITIVE",3859042,"K07675.01",0.028624055,18.66,-0.001179,1.6112
"CANDIDATE",3934657,"K07676.01",0.0068554703,4.049,-6.015e-05,-1.1232
"FALSE POSITIVE",3967501,"K07677.01",0.085337364,78.36,3.997e-06,-3.0067
"CANDIDATE",4048898,"K07678.01",0.0067974615,2.002,1.864e-06,-0.81973
"CANDIDATE",4054784,"K07679.01",0.0090628244,1.082,0.0001482,-0.011636
"CANDIDATE",4072271,"K07680.01",0.013000949,14.5,3.562e-05,-0.082573
"CANDIDATE",4073017,"K07681.01",0.013240753,2.757,-6.495e-05,-0.039251
"FALSE POSITIVE",4073089,"K07682.01",0.57920341,17.45,0,0.021262
"FALSE POSITIVE",4136659,"K07683.01",0.0064934894,0.5326,0.0003435,-1.7627
"FALSE POSITIVE",4141587,"K07684.01",0.014844214,1.744,4.365e-05,0.17396
"CANDIDATE",4141593,"K07685.01",0.011173696,15.26,-9.032e-05,-0.55684
"CANDIDATE",4141593,"K07685.02",0.010345542,13.88,-9.931e-05,1.0983
"FALSE POSITIVE",4144873,"K07686.01",0.033059364,3.762,1.17e-05,-0.12106
"CANDIDATE",4252671,"K07687.01",0.0074458693,8.477,6.545e-05,0.042448
"FALSE POSITIVE",4281068,"K07689.01",0.12214971,5.171,0,1.8137
"FALSE POSITIVE",4284980,"K07690.01",0.010675421,3.842,-1.559e-05,2.3011
"FALSE POSITIVE",4355503,"K07691.01",0.04080281,5.771,-0.001498,0.075022
"FALSE POSITIVE",4373195,"K07692.01",0.0017475963,2.514,0,-6.9711
"CANDIDATE",4384909,"K07693.01",0.015630586,2.657,9.035e-07,-0.22993
"FALSE POSITIVE",4386607,"K07694.01",0.014552595,4.174,0.0002982,-2.116
"FALSE POSITIVE",4390912,"K07695.01",0.0099610278,1.102,-8.444e-05,10.858
"FALSE POSITIVE",4472143,"K07696.01",0.016255441,5.856,0.0007089,-0.63797
"FALSE POSITIVE",4574319,"K07697.01",0.010268904,4.863,-0.0005041,2.8547
"FALSE POSITIVE",4651399,"K07698.01",0.045374753,4.915,0.000444,-0.040938
"FALSE POSITIVE",4670267,"K07699.01",0.3219846,3.5,0,0.13296
"CANDIDATE",4670361,"K07700.01",0.025005013,15.03,0.0004474,-0.28796
"FALSE POSITIVE",4730442,"K07702.01",0.0055132883,1.2,0.0002567,-5.1432
"CANDIDATE",4742188,"K07703.01",0.017493954,10.43,4.541e-05,-0.85039
"CANDIDATE",4742452,"K07704.01",0.0095913288,3.254,2.142e-05,0.30593
"CANDIDATE",4762283,"K07706.01",0.025169146,2.071,-0.0009282,0.13937
"FALSE POSITIVE",4774646,"K07707.01",0.0072469097,0.6398,0.0004894,-7.0893
"CANDIDATE",4813793,"K07708.01",0.0087938862,1.13,-5.782e-05,2.352
