"koi_disposition","kepid","kepoi_name","tce_ror","tce_duration","tce_fwm_prao","tce_dicco_mra"
"CANDIDATE",8091197,"K06960.01",0.011451574,1.187,-1.473e-05,0.46371
"FALSE POSITIVE",8094140,"K06961.01",0.59211325,1.621,0,0.048056
"FALSE POSITIVE",8094221,"K06962.01",0.01094393,26.93,0.000164,-0.46432
"FALSE POSITIVE",8097825,"K06963.01",0.34132713,6.524,0.01483,-0.012031
"FALSE POSITIVE",8098300,"K06964.01",0.43161185,3,-0.02023,0.0086173
"FALSE POSITIVE",8098515,"K06965.01",0.0046232837,3.954,-7.704e-07,0.5136
"CANDIDATE",8098960,"K06966.01",0.016460712,1.974,-0.0002346,-0.86867
"FALSE POSITIVE",8104436,"K06967.01",0.014537764,1.778,0.0001923,1.4122
"FALSE POSITIVE",8111622,"K06968.01",0.49034007,3,0,-0.056307
"CANDIDATE",8112013,"K06969.01",0.24131867,3.31,-0.004384,0.0079483
"CANDIDATE",8115647,"K06970.01",0.014036527,5.488,0.0002834,0.92227
"CANDIDATE",8120820,"K06971.01",0.02440078,7.638,0.0006175,-0.14202
"FALSE POSITIVE",8128965,"K06974.01",0.28851873,6.217,0.03187,-0.037534
"FALSE POSITIVE",8129189,"K06975.01",0.41607032,19.42,-0.007044,-0.046405
"FALSE POSITIVE",8143170,"K06976.01",0.20888771,13.71,-2.549e-05,0.0028102
"FALSE POSITIVE",8145789,"K06977.01",0.15380732,2.44,0.001752,-0.06601
"CANDIDATE",8145958,"K06978.01",0.0069842329,1.262,4.858e-05,-0.39202
"FALSE POSITIVE",8155584,"K06979.01",0.24598624,4.289,-0.09824,2.0942
"CANDIDATE",8155654,"K06980.01",0.010797833,3.094,-0.0001284,-0.90832
"FALSE POSITIVE",8162376,"K06982.01",0.0075652044,1.245,4.692e-05,-1.8892
"CANDIDATE",8167504,"K06983.01",0.0094853434,3.628,0.0001421,-0.86447
"FALSE POSITIVE",8183389,"K06986.01",0.49092315,3,0.03964,-0.017219
"FALSE POSITIVE",8193315,"K06988.01",0.46422588,4.572,0.0949,-0.031047
"FALSE POSITIVE",8195877,"K06989.01",0.36356933,2.556,0.001152,0.0062843
"FALSE POSITIVE",8196180,"K06990.01",0.4790183,4.277,-0.003912,-0.011085
"FALSE POSITIVE",8210721,"K06991.01",0.24489745,6.449,-0.002424,0.02866
"FALSE POSITIVE",8211521,"K06992.01",0.0087231586,3.987,-8.801e-05,1.0878
"CANDIDATE",8227086,"K06993.01",0.015222696,4.084,-0.0001418,-0.24492
"CANDIDATE",8227464,"K06994.01",0.0052929308,4.204,1.346e-05,-0.35129
"FALSE POSITIVE",8229048,"K06995.01",0.15896125,3.344,3.022e-05,0.0019031
"FALSE POSITIVE",8231877,"K06996.01",0.1641833,2.135,1.782e-06,0.053513
"FALSE POSITIVE",8234477,"K06997.01",0.21165835,7.887,-0.0009236,0.014685
"FALSE POSITIVE",8240109,"K06998.01",0.33413568,4.768,0.01954,-0.018909
"FALSE POSITIVE",8240861,"K06999.01",0.42811882,1.5,0.02714,-0.059538
"FALSE POSITIVE",8243263,"K07000.01",0.22204277,3.151,0.0005104,0.0040652
"FALSE POSITIVE",8244295,"K07001.01",0.057889453,28.98,-0.006282,-3.4751
"CANDIDATE",8248103,"K07002.01",0.017562417,0.6574,0.0004656,-1.4908
"CANDIDATE",8256882,"K07003.01",0.0078465372,1.997,-9.941e-05,0.60709
"FALSE POSITIVE",8262223,"K07004.01",0.45384576,3.905,-0.0124,0.010562
"CANDIDATE",8283875,"K07007.01",0.012299259,0.7066,-0.0001328,-0.46796
"FALSE POSITIVE",8285254,"K07008.01",0.4110684,8.307,0.1066,-0.26136
"FALSE POSITIVE",8285970,"K07009.01",0.00051451114,1.664,0,-0.017369
"FALSE POSITIVE",8288719,"K07010.01",0.19686662,2.074,-0.007372,0.049154
"FALSE POSITIVE",8294484,"K07011.01",0.34642624,3.39,-0.0001955,0.012747
"FALSE POSITIVE",8296467,"K07012.01",0.5,3.5,0,0.00045961
"FALSE POSITIVE",8301013,"K07013.01",0.43824781,3,-0.006071,0.0041774
"FALSE POSITIVE",8302455,"K07014.01",0.410764,3.946,0,0.4916
"FALSE POSITIVE",8302473,"K07015.01",0.011946759,3.557,0.000321,-1.0134
"CANDIDATE",8311864,"K07016.01",0.013825422,10.39,-0.0003344,-1.1413
"FALSE POSITIVE",8312222,"K07017.01",0.46883156,5.318,-0.03015,0.080256
"FALSE POSITIVE",8314801,"K07018.01",0.42843902,14.04,-0.02114,0.0095161
"FALSE POSITIVE",8316503,"K07019.01",0.4310596,4.902,0.0219,-0.0070676
"FALSE POSITIVE",8330575,"K07020.01",0.2234793,3.639,0,-0.22308
"FALSE POSITIVE",8345358,"K07021.01",0.34948655,4.306,0.02481,-0.24282
"FALSE POSITIVE",8358008,"K07022.01",0.16859835,3.583,0.006177,-0.077454
"CANDIDATE",8362974,"K07023.01",0.0088082343,3.713,-3.529e-06,0.85715
"FALSE POSITIVE",8364119,"K07024.01",0.39038852,3,0,-0.0029777
"FALSE POSITIVE",8367298,"K07025.01",0.0092377859,21.9,-2.621e-05,0.37732
"FALSE POSITIVE",8374499,"K07026.01",0.40207082,3.5,-0.3435,0.12892
"FALSE POSITIVE",8378656,"K07027.01",0.33519548,5.913,-0.04009,-0.015048
"FALSE POSITIVE",8378922,"K07028.01",0.5,6,0.008698,0.014741
"FALSE POSITIVE",8379547,"K07029.01",0.36060636,7.92,0.0006588,-0.031082
"FALSE POSITIVE",8381592,"K07030.01",0.20586564,3.613,0.0001115,0.0072203
"FALSE POSITIVE",8382339,"K07031.01",0.019746141,3.054,0.0008271,-1.7189
"CANDIDATE",8394475,"K07032.01",0.0063487184,1.345,-1.96e-05,0.66508
"FALSE POSITIVE",8398290,"K07033.01",0.0038373314,7.389,-1.046e-05,0.89631
"FALSE POSITIVE",8411947,"K07034.01",0.58418277,3.608,0.07349,0.0048993
"FALSE POSITIVE",8414159,"K07035.01",0.47069789,3.5,-0.005004,0.0057122
"FALSE POSITIVE",8414216,"K07036.01",0.011315197,3.725,-0.0002909,-0.28948
"FALSE POSITIVE",8415863,"K07037.01",0.29590596,3.968,0.0004845,-0.0024775
"FALSE POSITIVE",8423903,"K07038.01",0.0099999548,34.24,7.379e-05,-0.24803
"FALSE POSITIVE",8429450,"K07039.01",0.30622311,3,0,0.024517
"CANDIDATE",8443812,"K07041.01",0.010348551,3.682,-0.000313,-0.15969
"FALSE POSITIVE",8445775,"K07042.01",0.30943147,4.331,2.471e-05,0.0056366
"FALSE POSITIVE",8453191,"K07043.01",0.51030408,7.123,0,-0.041775
"FALSE POSITIVE",8453324,"K07044.01",0.12814105,3.223,0.000212,-0.049421
"CANDIDATE",8479107,"K07045.01",0.40309298,1.939,0.01966,-0.004459
"FALSE POSITIVE",8479386,"K07046.01",0.42482387,6,0,0.12148
"FALSE POSITIVE",8488876,"K07047.01",0.19151781,4.197,0.005049,-0.029014
"FALSE POSITIVE",8504570,"K07048.01",0.55919664,5.481,-0.0001866,-0.0042421
"FALSE POSITIVE",8509346,"K07049.01",0.30578673,4.814,0.01219,0.14118
"FALSE POSITIVE",8517433,"K07050.01",0.0038066956,8.976,1.651e-05,0.59755
"FALSE POSITIVE",8526387,"K07051.01",0.068518281,14.04,-0.001064,1.937
"FALSE POSITIVE",8543278,"K07052.01",0.28488945,2.482,0,-0.31547
"FALSE POSITIVE",8552500,"K07053.01",0.0064290617,1.566,-0.0001278,0.38438
"FALSE POSITIVE",8552540,"K07054.01",0.078222762,2.5,0,-0.10422
"FALSE POSITIVE",8553788,"K07055.01",0.40730323,4.624,-0.0004231,0.001408
"FALSE POSITIVE",8553907,"K07056.01",0.49296271,7.5,0.0563,-0.0064132
"FALSE POSITIVE",8559796,"K07057.01",0.0066949299,4.855,-1.613e-05,-0.012307
"FALSE POSITIVE",8559863,"K07058.01",0.2526652,7.386,-0.000433,0.023655
"FALSE POSITIVE",8560861,"K07059.01",0.42553608,13.25,0,-2.3946
"FALSE POSITIVE",8565900,"K07060.01",0.0063686175,12.39,0.0001667,-6.6205
"FALSE POSITIVE",8569819,"K07062.01",0.12620272,12,0,0.014624
"FALSE POSITIVE",8574270,"K07063.01",0.25190704,3.51,-0.00113,0.035262
"FALSE POSITIVE",8581658,"K07064.01",0.44811766,3,-0.1043,0.045541
"FALSE POSITIVE",8590527,"K07065.01",0.16078442,1.782,0,0.10475
"FALSE POSITIVE",8604993,"K07066.01",0.32933719,4.457,0.04757,-0.047032
"FALSE POSITIVE",8608490,"K07067.01",0.65145903,2.72,-0.188,0.23941
"FALSE POSITIVE",8610483,"K07068.01",0.4594839,5,0,-0.0051571
"CANDIDATE",8613446,"K07069.01",0.015426701,1.784,0.0001542,-0.33306
"FALSE POSITIVE",8618226,"K07070.01",0.47617121,5.21,-0.02554,0.0068347
"FALSE POSITIVE",8621026,"K07071.01",0.46295969,5.263,0.0004506,-0.00011483
"CANDIDATE",8624860,"K07072.01",0.0095000159,3.725,-8.605e-05,-1.8563
"CANDIDATE",8625408,"K07073.01",0.029134592,20.05,-9.614e-05,0.66192
"FALSE POSITIVE",8690001,"K07075.01",0.4744948,7.5,0,0.0032458
"CANDIDATE",8693536,"K07076.01",0.012394362,4.811,-0.0001458,-1.0307
"FALSE POSITIVE",8700506,"K07077.01",0.43554365,4.5,0.009322,-0.0010948
"FALSE POSITIVE",8701327,"K07078.01",0.57648418,6.598,0.001296,-0.0012422
"FALSE POSITIVE",8711548,"K07079.01",0.5,4.5,0.01347,-0.0075255
"FALSE POSITIVE",8719897,"K07081.01",0.53500882,7.151,0,-0.017706
"FALSE POSITIVE",8736245,"K07082.01",0.56877442,5.344,-0.0284,0.003516
"FALSE POSITIVE",8738115,"K07083.01",0.27277411,8.811,0.004861,-0.12512
"FALSE POSITIVE",8739209,"K07084.01",0.003513158,22.71,6.866e-06,-0.22877
"FALSE POSITIVE",8746310,"K07085.01",0.34780271,3.029,-0.03727,0.060071
"FALSE POSITIVE",8750094,"K07086.01",0.0060888288,6.76,3.893e-05,0.028828
"FALSE POSITIVE",8758161,"K07087.01",0.37246399,3.899,0,-0.064903
"CANDIDATE",8760760,"K07088.01",0.011886455,1.14,-0.0002206,-0.95523
"FALSE POSITIVE",8767034,"K07089.01",0.0043654826,4.161,-1.85e-05,-9.0159
"FALSE POSITIVE",8773948,"K07090.01",0.38016474,11.9,0,0.19887
"FALSE POSITIVE",8784288,"K07091.01",0.5,2.5,0.02973,-0.0031649
"FALSE POSITIVE",8807057,"K07093.01",0.01121131,4.516,-5.561e-05,0.031641
"FALSE POSITIVE",8822585,"K07095.01",0.0050668743,6.435,2.991e-06,-0.11854
"FALSE POSITIVE",8823397,"K07096.01",0.70889249,4.878,0.0008626,-0.00019993
"FALSE POSITIVE",8841616,"K07097.01",0.25040407,3.5,0.004594,-0.034295
"FALSE POSITIVE",8845221,"K07098.01",0.37877132,7.381,0.009002,-0.0050593
"CANDIDATE",8848104,"K07100.01",0.15382083,1.62,0.002741,-0.012559
"FALSE POSITIVE",8848115,"K07101.01",0.016422943,1.405,0.00858,0
"FALSE POSITIVE",8868657,"K07102.01",0.014413674,14.88,-0.0002098,-0.1162
"FALSE POSITIVE",8878681,"K07103.01",0.19194954,2.643,6.262e-05,-0.018197
"FALSE POSITIVE",8879427,"K07104.01",0.28261077,4.46,-0.001031,0.0047113
"FALSE POSITIVE",8879915,"K07105.01",0.5,2.5,0,0.061476
"CANDIDATE",8881169,"K07106.01",0.010807185,1.919,-9.251e-05,-0.22121
"FALSE POSITIVE",8890996,"K07107.01",0.0044727114,3.204,2.632e-05,-1.1947
"FALSE POSITIVE",8906676,"K07108.01",0.51024432,4.152,0.004198,0.012582
"FALSE POSITIVE",8938628,"K07109.01",0.19767818,2.646,-0.0001055,-0.0021225
"FALSE POSITIVE",8940961,"K07110.01",0.50897281,4.53,-0.01245,0.0034705
"CANDIDATE",8953281,"K07112.01",0.014306208,2.144,-0.001756,0
"FALSE POSITIVE",8953426,"K07113.01",0.5422141,7.568,0,-0.0068137
"FALSE POSITIVE",8953475,"K07114.01",0.0062422207,5.693,-1.989e-05,-0.42649
"FALSE POSITIVE",8957572,"K07115.01",0.0042713161,9.132,4.072e-06,0.22158
"CANDIDATE",8958811,"K07116.01",0.0055354465,2.067,-2.663e-05,-2.3231
"FALSE POSITIVE",9001468,"K07120.01",0.61203906,8.453,-0.01781,0.020741
"FALSE POSITIVE",9005854,"K07121.01",0.54706932,3.931,-0.0003321,0.0044442
"FALSE POSITIVE",9007918,"K07122.01",0.36999636,3.526,0,-0.011968
"FALSE POSITIVE",9007953,"K07123.01",0.0075385667,2.683,-0.0001478,0.010571
"FALSE POSITIVE",9024857,"K07124.01",0.40428261,2.912,0,-0.0029357
"FALSE POSITIVE",9024857,"K07124.02",0.034886741,12.31,0,-0.64874
"CANDIDATE",9025739,"K07125.01",0.010715698,3.527,-0.0001484,-0.016045
"FALSE POSITIVE",9029486,"K07126.01",0.63193032,4.189,-0.01819,0.034325
"FALSE POSITIVE",9049010,"K07127.01",0.015538069,9.713,5.321e-05,-0.39276
"FALSE POSITIVE",9083503,"K07128.01",0.0092718204,4.097,-7.59e-05,-2.2383
"FALSE POSITIVE",9093566,"K07130.01",0.003135983,5.422,-9.951e-06,-0.13906
"CANDIDATE",9098590,"K07131.01",0.23899264,4.029,0.001079,-0.0011251
"FALSE POSITIVE",9098810,"K07132.01",0.5960475,3.934,0.07532,-0.097521
"CANDIDATE",9099773,"K07133.01",0.01353964,8.791,-0.0002039,2.9429
"FALSE POSITIVE",9101208,"K07134.01",0.0083390173,5.901,-6.108e-05,2.2134
"FALSE POSITIVE",9119405,"K07135.01",0.54738098,8.919,0.007181,-0.0041618
"FALSE POSITIVE",9159301,"K07138.01",0.17212575,6,0,-0.020441
"FALSE POSITIVE",9163674,"K07139.01",0.44189059,3.923,0.03546,-0.010309
"FALSE POSITIVE",9172506,"K07141.01",0.2877915,12.17,0.001865,0.010731
"FALSE POSITIVE",9179531,"K07142.01",0.54853526,5.864,0.05961,-0.090266
"FALSE POSITIVE",9181340,"K07143.01",0.044449353,4.637,-0.02945,4.8169
"CANDIDATE",9203154,"K07144.01",0.010717929,1.235,-0.0002401,-0.2177
"FALSE POSITIVE",9205993,"K07145.01",0.2424557,2,0,-0.019711
"FALSE POSITIVE",9207508,"K07146.01",0.27791621,4.5,-0.008156,0.0058145
"FALSE POSITIVE",9210828,"K07147.01",0.37011335,2.634,0,-0.038524
"CANDIDATE",9221627,"K07148.01",0.017291615,1.469,-1.345e-06,-0.23596
"FALSE POSITIVE",9236858,"K07149.01",0.47147484,4.747,0.1552,-0.26098
"FALSE POSITIVE",9243795,"K07150.01",0.28776194,8.273,-0.001547,0.0072646
"FALSE POSITIVE",9266285,"K07151.01",0.37993836,5.056,-0.1109,1.8494
"FALSE POSITIVE",9278021,"K07152.01",0.076193313,2.132,0.001368,-0.75496
"FALSE POSITIVE",9284741,"K07153.01",0.49405465,5,-0.1311,0.13201
"FALSE POSITIVE",9286728,"K07154.01",0.0068142047,7.415,3.748e-05,0.46617
"FALSE POSITIVE",9291368,"K07155.01",0.22313398,6,0,-0.0088809
"FALSE POSITIVE",9291368,"K07155.02",0.35918503,10.7,0,0.064059
"FALSE POSITIVE",9291748,"K07156.01",1.0026639,11.73,-0.1385,0.076696
"CANDIDATE",9301564,"K07157.01",0.013956704,19.53,0.0005166,0
"FALSE POSITIVE",9328852,"K07159.01",0.82441067,1.797,0,0.0050838
"FALSE POSITIVE",9328864,"K07160.01",0.0076072486,1.413,0.000519,-8.8127
"FALSE POSITIVE",9334490,"K07161.01",0.079358495,5.536,0.04258,-3.6752
"CANDIDATE",9340411,"K07162.01",0.0060784735,8.75,-4.089e-05,-0.78961
"FALSE POSITIVE",9344623,"K07163.01",0.5,6,0.02576,-0.0013377
"FALSE POSITIVE",9353182,"K07164.01",0.32345046,7.769,0,-0.0018726
"FALSE POSITIVE",9357275,"K07165.01",0.26717545,2.5,-0.0002036,-0.0034373
"FALSE POSITIVE",9357375,"K07166.01",0.0093304211,2.749,-2.475e-05,-0.35379
"FALSE POSITIVE",9392702,"K07167.01",0.2393876,3.5,0,-0.81695
"FALSE POSITIVE",9394920,"K07168.01",0.010062725,1.249,0.0001784,0.069794
"CANDIDATE",9397900,"K07169.01",0.0056841191,6.435,-0.0001029,-0.25004
"FALSE POSITIVE",9411943,"K07170.01",0.071955315,3.132,0.001148,-0.20839
"FALSE POSITIVE",9412462,"K07171.01",0.40939409,6,0,-0.0050269
"FALSE POSITIVE",9418994,"K07172.01",0.21616819,4.278,0.007273,-0.4796
"FALSE POSITIVE",9451096,"K07173.01",0.51759892,3.48,0,0.013435
"CANDIDATE",9458266,"K07174.01",0.0065857333,1.557,9.432e-05,-0.46773
"FALSE POSITIVE",9466042,"K07175.01",0.011740629,33.35,3.434e-05,0.17028
"FALSE POSITIVE",9468296,"K07176.01",0.14815177,1.91,0.001244,-0.0054325
"FALSE POSITIVE",9474222,"K07177.01",0.29051077,5.655,0.000668,-0.00026061
"FALSE POSITIVE",9474969,"K07178.01",0.34509854,13.84,0.0005727,0.0011984
"FALSE POSITIVE",9509207,"K07181.01",0.5507874,6.175,-0.008947,0.021354
"CANDIDATE",9513168,"K07182.01",0.034132455,3.201,-0.001178,0.19748
"FALSE POSITIVE",9520700,"K07183.01",0.2153666,7.5,0.02195,-0.0089195
"FALSE POSITIVE",9529294,"K07184.01",0.010843702,1.566,-0.001946,6.6807
"FALSE POSITIVE",9529856,"K07185.01",0.26731531,4.802,0.009611,-0.30827
"FALSE POSITIVE",9536048,"K07186.01",0.0083622026,0.8593,0.0001174,-0.88227
"FALSE POSITIVE",9540450,"K07187.01",0.38865553,2.5,0,-0.071225
"FALSE POSITIVE",9540675,"K07188.01",0.006639377,7.746,8.725e-06,2.2728
"FALSE POSITIVE",9541163,"K07189.01",0.0081036376,3.339,-8.809e-05,0.30559
"FALSE POSITIVE",9541567,"K07190.01",0.0034525261,1.838,5.491e-06,0.065684
"FALSE POSITIVE",9569866,"K07191.01",0.64457763,3.22,0,-0.0013855
"FALSE POSITIVE",9579192,"K07192.01",0.20740909,7.8,-0.0006327,0.017387
"FALSE POSITIVE",9579789,"K07193.01",0.0093990591,2.5,6.915e-05,-1.6948
"FALSE POSITIVE",9592855,"K07196.01",0.49115117,3.954,-0.02136,0.0291
"CANDIDATE",9596064,"K07197.01",0.01983534,2.045,0.0003972,0.10647
"CANDIDATE",9596187,"K07198.01",0.03973218,1.361,0.0004024,-0.032742
"FALSE POSITIVE",9597095,"K07200.01",0.27843495,3.015,0.0108,-0.12547
"FALSE POSITIVE",9597854,"K07201.01",0.0088874134,1.656,0.002511,0
"FALSE POSITIVE",9602431,"K07202.01",0.0090722883,6.594,0.000147,2.268
"FALSE POSITIVE",9602538,"K07203.01",0.0075167652,6.497,-9.117e-05,-0.57687
"FALSE POSITIVE",9630640,"K07204.01",0.041758765,1.842,-3.026e-05,-0.049242
"CANDIDATE",9635520,"K07205.01",0.018028719,3.5,-0.001768,-0.15646
"FALSE POSITIVE",9635529,"K07206.01",0.53206721,6.046,-0.0001812,-0.0037927
"FALSE POSITIVE",9637299,"K07207.01",0.32532295,2,0,-0.0011682
"CANDIDATE",9640123,"K07209.01",0.0079473709,4.263,3.132e-05,0.28859
"FALSE POSITIVE",9640921,"K07210.01",0.14570857,6.875,0.001219,0.0086277
"FALSE POSITIVE",9640921,"K07210.02",0.11042976,6.243,0.0006235,-0.060973
"FALSE POSITIVE",9641031,"K07211.01",0.15803394,2.5,0,1.1658
"FALSE POSITIVE",9641103,"K07212.01",0.0058032076,2.188,-2.751e-06,-1.6797
"FALSE POSITIVE",9644411,"K07213.01",0.021309749,1.584,0.0021,-7.5351
"FALSE POSITIVE",9644683,"K07214.01",2.5302881e-05,3.215,0,-0.63645
"CANDIDATE",9651602,"K07215.01",0.010512142,3.565,3.152e-05,-0.62217
"FALSE POSITIVE",9652166,"K07216.01",0.0019818648,6.323,0,-0.70655
"FALSE POSITIVE",9652632,"K07217.01",0.46076865,5.923,0.001282,-0.014701
"FALSE POSITIVE",9655424,"K07218.01",0.008091074,4.792,9.371e-05,-2.519
"CANDIDATE",9658089,"K07220.01",0.0086465081,1.616,4.582e-05,-0.22737
"FALSE POSITIVE",9665503,"K07221.01",0.5,3.5,0,-0.33911
"FALSE POSITIVE",9673173,"K07222.01",0.47509289,7.597,0.01509,-0.018982
"CANDIDATE",9674320,"K07223.01",0.020626721,9.906,-0.0008146,0.56659
"FALSE POSITIVE",9711751,"K07225.01",0.33471283,3.221,-0.0004364,0.0059562
"FALSE POSITIVE",9762514,"K07227.01",0.016188415,2.601,-0.006325,5.7188
"FALSE POSITIVE",9762519,"K07228.01",0.4374762,3.557,0.00469,-0.015443
"FALSE POSITIVE",9777062,"K07229.01",0.25492702,4.5,0.003534,-0.0092594
"FALSE POSITIVE",9786821,"K07230.01",0.16708368,2.052,-0.0003335,0.014637
"FALSE POSITIVE",9790965,"K07231.01",0.20069503,2.125,-0.0003502,-0.014873
"CANDIDATE",9811915,"K07232.01",0.015045198,1.798,0.0004802,0.6241
"FALSE POSITIVE",9818732,"K07233.01",0.5,6,0,0.01282
"FALSE POSITIVE",9821078,"K07234.01",0.32046918,5,0,0.0082821
"CANDIDATE",9837013,"K07236.01",0.010377713,6.187,-0.00038,0.47403
"FALSE POSITIVE",9850387,"K07238.01",0.45505481,5.343,0,0.0012852
"FALSE POSITIVE",9850912,"K07239.01",0.019296433,6.83,0.0008254,1.1449
"FALSE POSITIVE",9873869,"K07241.01",0.37389833,3,-0.005512,0.010843
"FALSE POSITIVE",9881258,"K07242.01",0.22881835,3.5,-0.0003488,0.00070127
"FALSE POSITIVE",9899153,"K07243.01",0.006603671,5.293,-0.0003158,9.1807
"FALSE POSITIVE",9899193,"K07244.01",0.0053822914,4.996,-3.531e-05,1.2598
"FALSE POSITIVE",9899410,"K07245.01",0.0099139835,4.747,-0.0001413,0.84827
"FALSE POSITIVE",9899421,"K07246.01",0.009911314,2.797,0.0001277,-2.7018
"FALSE POSITIVE",9899577,"K07247.01",0.0082909787,4.428,0.0001398,-0.74956
"FALSE POSITIVE",9899583,"K07248.01",0.0077476295,4.664,0.0002612,-2.3584
"FALSE POSITIVE",9906489,"K07249.01",0.020812977,30.62,2.314e-05,0.50292
"CANDIDATE",9909965,"K07252.01",0.010509744,3.281,-0.000255,0.98239
"FALSE POSITIVE",9913481,"K07253.01",0.45010126,8.276,-0.0006981,0.58224
"FALSE POSITIVE",9913798,"K07254.01",0.48439182,4.085,-0.274,1.7047
"FALSE POSITIVE",9934208,"K07256.01",0.32163701,4.158,-0.001049,0.011522
"FALSE POSITIVE",9936698,"K07257.01",0.39309875,4.945,0.0009856,0.0092273
"CANDIDATE",9943009,"K07258.01",0.0053674185,1.786,2.471e-05,0.91894
"CANDIDATE",9944201,"K07259.01",0.18372983,1.493,-0.002055,0.38051
"FALSE POSITIVE",9944421,"K07260.01",0.67122766,3.687,0.01807,0.00010534
"FALSE POSITIVE",9945280,"K07261.01",0.15952662,2.375,0.0003788,-0.00027188
"FALSE POSITIVE",9953736,"K07262.01",0.0035360038,4.318,-2.303e-05,1.5229
"FALSE POSITIVE",9958053,"K07263.01",0.0081550036,1.8,0.000133,-0.07318
"FALSE POSITIVE",9959093,"K07264.01",0.0085473148,3.946,0.0002069,-2.2839
"FALSE POSITIVE",9963009,"K07265.01",0.20832588,9.358,-0.0003522,0.0090352
"FALSE POSITIVE",9965691,"K07267.01",0.047903257,43.96,4.668e-05,-0.033728
"FALSE POSITIVE",9971475,"K07268.01",0.56583464,4.311,0.006188,-0.0074613
"FALSE POSITIVE",10000490,"K07269.01",0.32598542,4.171,0,-0.016535
"CANDIDATE",10002049,"K07270.01",0.015110078,2.571,0.000156,-2.2244
"FALSE POSITIVE",10014702,"K07271.01",0.0082609607,3.225,2.226e-05,-0.76575
"CANDIDATE",10019854,"K07272.01",0.010598568,4.445,0.000229,-1.5969
"FALSE POSITIVE",10020423,"K07273.01",0.35819086,4.206,-0.004974,0.0082751
"FALSE POSITIVE",10026136,"K07274.01",0.44021393,4.5,-0.337,2.5522
"FALSE POSITIVE",10026457,"K07275.01",0.34613694,8.431,-0.07812,1.5209
"FALSE POSITIVE",10031409,"K07276.01",0.61113346,4.45,-0.002766,-0.00068686
"FALSE POSITIVE",10031526,"K07277.01",0.021087497,8.756,-2.762e-05,1.1739
"FALSE POSITIVE",10031808,"K07278.01",0.049009093,5,0,0.69042
"CANDIDATE",10053138,"K07279.01",0.0094187251,4.099,0.0002498,-1.8759
"FALSE POSITIVE",10063044,"K07280.01",0.41852525,3.948,-0.0002137,0.0011766
"FALSE POSITIVE",10091257,"K07284.01",0.27856541,3.027,-0.0004826,0.022748
"FALSE POSITIVE",10093664,"K07285.01",0.0017318284,11.25,0,1.9663
"FALSE POSITIVE",10095512,"K07286.01",0.42123141,4.932,-0.001571,0.009512
"FALSE POSITIVE",10129482,"K07288.01",0.37929527,1.628,-0.00309,0.043578
"FALSE POSITIVE",10155080,"K07289.01",0.38529568,3.888,0,0.50698
"FALSE POSITIVE",10156064,"K07290.01",0.38062069,5.304,0,-0.0046298
"CANDIDATE",10163067,"K07291.01",0.01083873,9.446,2.795e-05,8.4798
"FALSE POSITIVE",10164018,"K07292.01",0.016966725,3.635,-0.02595,6.5094
"FALSE POSITIVE",10189523,"K07293.01",0.015504926,1.917,0.0001316,-0.040067
"FALSE POSITIVE",10198109,"K07294.01",0.3118617,3,-0.004708,0.017995
"FALSE POSITIVE",10208759,"K07295.01",0.4313051,6,0.009285,-0.0032836
"FALSE POSITIVE",10214328,"K07296.01",0.013396354,23.81,-0.0003203,-1.872
"FALSE POSITIVE",10215422,"K07297.01",0.48271084,4.5,-0.02383,0.0044059
"FALSE POSITIVE",10258558,"K07299.01",0.39370678,5.721,0.0009108,-0.0041466
"FALSE POSITIVE",10264202,"K07300.01",0.26878469,1.5,8.876e-05,-0.014486
"CANDIDATE",10264293,"K07301.01",0.012941607,5.128,0.0002138,-1.8442
"FALSE POSITIVE",10268809,"K07302.01",0.13367931,5.075,-0.0006208,0.021917
"FALSE POSITIVE",10274244,"K07303.01",0.31945864,3,-0.001167,-0.014901
"FALSE POSITIVE",10275887,"K07304.01",0.11224266,12.5,0,0.085277
"FALSE POSITIVE",10292465,"K07307.01",0.30109784,2.106,-0.07967,0.38964
"FALSE POSITIVE",10294608,"K07308.01",0.4626802,2.5,0.008747,-0.0026403
"FALSE POSITIVE",10296163,"K07309.01",0.72548741,6.947,-0.01203,-0.0058265
"FALSE POSITIVE",10330495,"K07310.01",0.22226311,11.57,-0.0005597,0.0030391
"FALSE POSITIVE",10332789,"K07311.01",0.32844102,5.21,0.000347,-0.0018546
"FALSE POSITIVE",10340228,"K07312.01",0.0069577316,3.948,-6.594e-05,-0.92095
"FALSE POSITIVE",10341787,"K07313.01",0.011335293,5.393,-0.0003584,-0.18239
"FALSE POSITIVE",10342097,"K07314.01",0.0062407677,6.903,3.194e-05,0.53737
"FALSE POSITIVE",10345862,"K07315.01",0.37440411,21.6,0.002286,-0.0099155
"FALSE POSITIVE",10346522,"K07316.01",0.19023429,7.5,0.001775,-0.0002413
"FALSE POSITIVE",10352603,"K07317.01",0.5,12,0.03984,-0.0016964
"FALSE POSITIVE",10363300,"K07318.01",0.39898327,3.003,0,0.31814
"CANDIDATE",10396708,"K07320.01",0.010642846,2.819,-1.848e-05,0.057206
"FALSE POSITIVE",10407047,"K07321.01",0.0072839501,4.336,0.0001046,0.1465
"FALSE POSITIVE",10407430,"K07322.01",0.0068007268,4.119,5.169e-05,1.5902
