"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_ldm_coeff2","tce_ldm_coeff3","tce_robstat","tce_dof1","tce_sma","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tce_maxmes","boot_fap","boot_messtd","tce_rb_tcount0","tce_fwm_prao","tce_time0bk_sn","tce_sma_sn","tce_fwm_sra_sn"
"FALSE POSITIVE",6949550,"K06795.01",133.974,0.803462,-0.5266852,14550,4446,0.03605,5,2.6137,133.971,2454970,2.673,-1,-1,493,0.001512,5999274.57381211,4.10732596559189,1533424645.66929
"FALSE POSITIVE",6950275,"K06796.01",163.412,0.6502532,-0.3571816,10.35,252,0.2327,5,40.879,163.403,2455000,10.05,2.09e-26,1.02,29,0.0006826,13142.2459204928,3.74296284381534,514240.949868074
"CANDIDATE",6956176,"K06798.01",131.926,0.6493346,-0.1311102,8.894,8874,0.02193,5,1.32094,131.926,2454960,2.142,2.61e-22,0.99897,960,1.335e-05,70694.2100045548,2.15846456692913,1133245.83815029
"FALSE POSITIVE",6962018,"K06799.01",132.069,-0.8501132,1.4729208,5451,8469,0.02068,5,1.2699,132.073,2454970,3496,-1,-1,1005,0,25076805.0613491,13.6501650165016,1894510480.76923
"FALSE POSITIVE",6965293,"K06800.01",132.089,0.8051004,-0.581661,3635,4626,0.03658,5,2.53888,132.11,2454970,2.566,0,1.0397,507,0.0014,5382292.77873308,4.99113112293628,420306978.723404
"FALSE POSITIVE",6967430,"K06801.01",134.815,0.4081484,-0.0608104,10.38,2916,0.05034,5,4.00764,134.817,2454970,3.84,8.9418e-19,1.0337,317,-4.326e-05,26285.82458699,3.66909620991254,711758.848920863
"FALSE POSITIVE",7009828,"K06802.01",135.124,1.1971008,-0.9967128,4026,2241,0.0538,5,5.32116,135.134,2454970,2.271,0,1.0697,241,7.033e-05,1614780.20303659,6.87803630784965,336824758.497317
"FALSE POSITIVE",7025851,"K06803.01",132.716,0.7506584,-0.5527184,6176,684,0.03509,5,2.34058,132.723,2454970,2.445,0,0.99708,76,-0.004003,3078607.53298028,3.71755482572306,564053976.608187
"FALSE POSITIVE",7031132,"K06804.01",131.82,-0.0712776,0.610654,11.03,20850,0.01335,17,0.566788,131.825,2454960,0.4523,1.5719e-18,1.2842,2263,9.831e-06,34570.8411136521,7.54237288135593,595066.165644172
"FALSE POSITIVE",7031732,"K06805.01",131.876,0.0097296,0.5534888,12.66,20910,0.01273,5,0.566775,131.85,2454960,1.061,1.4566e-19,1.2425,2263,-5.616e-05,29519.7632616881,4.87179487179487,664817.157534247
"FALSE POSITIVE",7031767,"K06806.01",131.834,-0.056722,0.598692,9.508,20840,0.01327,5,0.566782,131.84,2454960,0,1.2696e-20,1.0936,2270,-4.942e-05,-131.834,-0.01327,798913.41563786
"FALSE POSITIVE",7031948,"K06807.01",131.843,0.5027426,-0.343747,11.31,17700,0.01085,52,0.566801,131.811,2454960,0.5437,1.7952e-15,1.2924,1965,-7.391e-05,21596.7540083476,19.5249235198848,411384.978813559
"FALSE POSITIVE",7031992,"K06808.01",131.844,0.3468372,0.0903312,10.88,20960,0.01315,5,0.566795,131.828,2454960,1.91,1.1247e-17,1.4365,2266,0.0001302,17396.4904595337,4.23646907216495,307738.209191759
"FALSE POSITIVE",7032117,"K06809.01",131.843,-0.0667562,0.8179842,14.4,20930,0.01154,5,0.566801,131.803,2454960,1.349,8.848e-25,1.3442,2248,2.412e-05,44170.4328831741,11.5411541154115,874832.432432432
"FALSE POSITIVE",7032383,"K06811.01",131.848,0.0300684,0.6051872,9.858,20900,0.01205,5,0.566788,131.851,2454960,1.365,1.9076e-18,1.178,2257,0.0001397,30527.5782707954,7.52184769038702,427907.599118943
"FALSE POSITIVE",7033713,"K06813.01",133.508,-0.2922248,0.9373592,9.531,4500,0.03185,5,2.19644,133.48,2454970,1.272,2.6499e-22,1.0492,503,-0.0006595,20246.9525233622,6.67155425219941,687487.4204947
"FALSE POSITIVE",7033748,"K06814.01",133.515,1.3937109,-1.3183168,16520,5301,0.03192,5,2.19635,133.518,2454970,2.392,-1,-1,583,-0.00202,9319312.89131482,3.55892518675438,2516978395.86028
"FALSE POSITIVE",7049486,"K06815.01",138.054,0.8434912,-0.5763344,4132,441,0.1682,12,26.7185,138.05,2454970,2497,0,1.1941,47,0.002127,3220128.66146361,3.1634380289637,683102560.553633
"FALSE POSITIVE",7097571,"K06818.01",132.566,1.3151554,-1.2097824,3593,4095,0.03223,12,2.21394,132.572,2454970,1262,-1,-1,455,0.0006983,9013802.95097573,2.38564026646928,2654656582.63305
"FALSE POSITIVE",7105574,"K06820.01",143.202,0.607706,-0.2900536,3880,567,0.1471,5,20.7259,143.208,2454980,2960,0,1.0906,63,0.007991,4861275.65967472,4.00708253881776,588438067.484663
"FALSE POSITIVE",7115200,"K06821.01",131.864,0.482228,-0.1513304,9.958,20920,0.01347,17,0.566795,131.814,2454960,0.6464,-1,-1,2273,1.384e-06,26098.5047154407,5.38369304556355,751856.899224806
"FALSE POSITIVE",7115332,"K06822.01",132.19,0.8962408,-0.7413644,8.207,10830,0.01382,5,0.566769,131.882,2454960,1.838,4.9854e-16,1.2471,1116,0,1.97332672522407,2.99198960814029,0
"FALSE POSITIVE",7115463,"K06823.01",131.877,0.5170476,-0.2063576,11.98,20920,0.01362,5,0.566795,131.827,2454960,1.522,4.7433e-26,1.2949,2263,0,14391.9775013832,3.83230163196398,235489.866504854
"FALSE POSITIVE",7115597,"K06824.01",131.825,-0.04043,0.5315116,12.75,17690,0.01378,5,0.566788,131.815,2454960,0.7385,3.1184e-32,1.0803,1964,-3.56e-05,51568.4717424725,4.12574850299401,1072208.72928177
"FALSE POSITIVE",7115878,"K06825.01",131.828,0.660164,-0.38127,11.9,20930,0.01338,5,0.566775,131.851,2454960,0,5.9589e-23,1.4616,2265,0,32598.7398490588,4.07305936073059,693332
"FALSE POSITIVE",7116043,"K06826.01",131.846,-0.1742278,0.7442972,9.345,17730,0.01307,5,0.566795,131.807,2454960,2.21,-1,-1,1968,0.0001172,47032.7616220998,4.2039240913477,847880.786026201
"FALSE POSITIVE",7116226,"K06827.01",131.861,0.765742,-0.5532352,14.91,20860,0.01376,5,0.566795,131.827,2454960,1.586,5.5451e-24,1.478,2266,5.54e-05,17873.180808367,3.84357541899441,333687.199312715
"FALSE POSITIVE",7116236,"K06828.01",131.868,0.3964956,0.0551612,12.75,17660,0.01276,5,0.566795,131.829,2454960,0.5635,-1,-1,1968,-3.343e-05,16945.7155744372,4.5360824742268,444412.059496568
"FALSE POSITIVE",7117513,"K06829.01",131.859,0.3151244,0.054802,12.89,17620,0.01389,5,0.566795,131.817,2454960,1.212,4.3095e-21,1.1767,1958,0.0003255,44525.8999122037,3.96743787489289,565337.325581395
"FALSE POSITIVE",7117541,"K06830.01",132.015,0.46721,-0.1515808,2566,7227,0.02746,5,1.58568,132.01,2454970,473.8,-1,-1,808,0.07331,4938315.47761551,3.99650705865231,159411483.606557
"FALSE POSITIVE",7118545,"K06831.01",144.696,1.093069,-0.9574318,13820,801,0.1175,5,14.7972,144.698,2454980,1672,-1,-1,87,0.003088,11051654.7389003,3.95223679784729,1545124920.63492
"FALSE POSITIVE",7125636,"K06832.01",132.068,-0.1695968,0.7576136,5781,1827,0.05609,5,6.49063,132.071,2454970,5486,0,1.1044,198,0.005106,8239778.88832737,15.0214247455811,505340077.319588
"FALSE POSITIVE",7128918,"K06833.01",133.6,0.3520148,0.1442178,3995,3258,0.04284,5,3.55937,133.611,2454970,2.4,0,1.0646,359,-0.01169,1724356.01240091,6.27692307692308,235527497.005988
"FALSE POSITIVE",7132015,"K06834.01",136.655,-0.939482,1.402626,6.811,351,0,55,6.9948,136.662,2454970,5.543,5.4859e-12,1.1106,36,0.000403,18206.1988073478,0,0
"FALSE POSITIVE",7137798,"K06836.01",132.484,1.1017494,-1.097112,4730,5265,0.03696,5,2.25352,132.493,2454970,51.22,-1,-1,570,0.0002842,9001555.92849523,3.956326268465,2386648313.25301
"FALSE POSITIVE",7177553,"K06837.01",139.543,0.4977568,-0.0863904,7284,612,0.1401,12,17.9964,139.546,2454970,6660,-1,-1,70,0.002426,10927664.7062969,1.54312148915079,514100217.983651
"FALSE POSITIVE",7177892,"K06838.01",132.75,0.564799,-0.325783,1225,8550,0.02632,12,1.38623,132.75,2454970,7.177,-1,-1,913,0.0002517,11113250.5106654,3.74182541939153,1241969407.89474
"FALSE POSITIVE",7198648,"K06840.01",131.687,-0.0371248,0.6340672,14.07,20930,0.0128,5,0.566808,131.691,2454960,1.703,5.5771e-34,1.0996,2262,0.0001275,53824.05113994,5.77617328519856,1016693.03664921
"FALSE POSITIVE",7199935,"K06841.01",131.824,0.8149076,-0.5837314,10.27,20870,0.01342,5,0.566788,131.836,2454960,1.115,6.1964e-14,1.1347,2262,2.398e-05,46306.5158056323,4.25221799746515,768529.565217391
"FALSE POSITIVE",7200102,"K06842.01",139.572,-0.3456082,0.9807992,8134,783,0.1114,5,14.6658,139.573,2454970,2294,-1,-1,87,0.001112,-139.572,-0.1114,800297078.1893
"FALSE POSITIVE",7200225,"K06843.01",131.952,0.2837876,0.1232894,11.13,20880,0.01363,5,0.566782,131.869,2454960,0.04795,1.0567e-18,1.1683,2257,0,864.369141277505,4.0253987005316,0
"FALSE POSITIVE",7200301,"K06844.01",131.855,-0.0618092,0.5978448,13.86,20920,0.01342,5,0.566795,131.813,2454960,0,1.145e-26,1.2883,2264,-0.0001507,24235.2002705564,4.72036581076328,383656.627218935
"FALSE POSITIVE",7203179,"K06845.01",133.268,0.7681744,-0.637893,8397,5022,0.03583,5,2.24575,133.263,2454970,4123,-1,-1,571,-0.3614,-133.268,-0.03583,2925426236.88156
"FALSE POSITIVE",7203194,"K06846.01",133.288,0.5257192,-0.2399784,12.44,5202,0.0346,5,2.2457,133.279,2454970,4.908,6.5502e-30,1.0708,569,0.000118,26942.5988102144,4.05247130475521,704434.873646209
"FALSE POSITIVE",7204073,"K06847.01",294.299,-0.1092468,0.3977144,7.199,36,0.905,5,416.661,294.247,2455130,3.667,-1,-1,4,-4.02e-05,17791.8772519527,12.0249800690938,771961.422924901
"FALSE POSITIVE",7212722,"K06848.01",132.312,0.8818576,-0.6131224,12480,5067,0.03279,5,2.31617,132.311,2454970,6015,-1,-1,554,0.01724,21875247.9961908,4.55986649979141,2392669866.34265
"CANDIDATE",7217088,"K06849.01",139.583,-0.0083636,0.506738,9.049,972,0.1062,25,12.5447,139.584,2454970,2.844,2.7088e-18,1.0127,105,-1.749e-05,39007.2071518197,6.87378640776699,561355.056818182
"FALSE POSITIVE",7280953,"K06850.01",131.712,0.4565476,-0.1457336,15.62,20650,0.01079,12,0.566798,131.713,2454960,1.394,1.3944e-32,1.2533,2255,2.957e-05,114125.292435664,6.55130540376442,1750468.73873874
"FALSE POSITIVE",7281217,"K06851.01",131.976,0.5295208,-0.0756508,12.95,20900,0.0124,5,0.566801,131.825,2454960,1.18,-1,-1,2266,0,5.04431780394675,5.81613508442777,0
"FALSE POSITIVE",7281229,"K06852.01",132.01,0.3710704,-0.0325192,10.54,20400,0.01398,5,0.566814,131.79,2454960,0.2681,3.5434e-15,1.1585,2260,0,16.4326437125003,3.93691917769642,0
"FALSE POSITIVE",7281399,"K06854.01",131.869,-0.1040824,0.5095244,14.76,20880,0.01111,5,0.566788,131.83,2454960,0.7784,5.5353e-22,1.5071,2267,-0.00016,21779.8970042711,13.832171314741,415362.991452991
"FALSE POSITIVE",7281616,"K06856.01",131.849,-0.0440126,0.7564934,14.36,20970,0.01197,5,0.566794,131.826,2454960,2.412,1.3104e-19,1.3589,2268,3.019e-05,28054.0531339498,9.4475138121547,437908.400900901
"FALSE POSITIVE",7281699,"K06857.01",131.834,-0.0559352,0.6178588,10.14,17700,0.01313,5,0.566782,131.832,2454960,1.164,-1,-1,1968,-6.897e-05,32150.8701420322,4.80952380952381,806870.041493776
"FALSE POSITIVE",7282008,"K06858.01",131.821,-0.4338664,1.1241908,9.419,17730,0.01277,5,0.566808,131.827,2454960,1.152,8.2664e-19,1.2483,1962,-7.982e-05,21203.0747602971,7.59666864961333,371928.45124283
"FALSE POSITIVE",7285616,"K06859.01",131.809,0.7846044,-0.6671284,13.04,20990,0.01478,12,0.566794,131.806,2454960,1.767,6.2778e-24,1.1316,2188,-7.452e-06,69741.6876547652,3.47356051703878,1310598.99328859
"CANDIDATE",7335514,"K06860.01",132.066,-0.8303832,1.5082672,9.156,20490,0.01208,25,0.576732,132.071,2454970,0.596,1.9654e-24,1.1139,2054,-1.524e-05,72378.4157048436,20.9105071836593,731189.53125
"FALSE POSITIVE",7336754,"K06861.01",133.767,0.5925516,-0.2051216,3245,963,0.09686,5,12.1552,133.769,2454970,1357,-1,-1,109,0,3676432.59584994,4.46153846153846,427481731.207289
"CANDIDATE",7350067,"K06863.01",135.432,0.779,-0.4878,28,2439,0.02949,52,4.48558,135.433,2454970,3.973,-1,-1,282,-0.0007423,288592.83504232,8.01358695652174,3478846.27949183
"FALSE POSITIVE",7362632,"K06865.01",131.987,0.9027428,-0.6953716,12.43,20950,0.01324,5,0.566808,131.801,2454960,0.1519,1.4487e-22,1.2874,2260,0,383.040655644457,3.77423033067275,0
"FALSE POSITIVE",7365447,"K06866.01",133.883,1.0892667,-1.051798,4241,612,0.03863,5,2.52544,133.885,2454970,1336,-1,-1,66,-0.003406,3764406.51755212,3.725168756027,328419208.754209
"FALSE POSITIVE",7366036,"K06867.01",131.803,0.971928,-0.8312792,11.37,20990,0.01352,5,0.566798,131.799,2454960,1.412,4.0242e-30,1.0552,2207,1.125e-05,41853.3831243887,5.62162162162162,739391.25
"FALSE POSITIVE",7368103,"K06869.01",132.354,0.3652392,-0.1092316,3603,5427,0.04049,5,2.18253,132.351,2454970,22.4,-1,-1,591,0,5217668.9728579,3.60552092609083,1008300206.18557
"FALSE POSITIVE",7369523,"K06870.01",133.32,0.8068376,-0.5744048,16270,4446,0.0376,5,2.65939,133.329,2454970,2.805,-1,-1,487,0.02218,15448346.1857116,3.97336996724083,1518560077.51938
"FALSE POSITIVE",7376982,"K06871.01",132.344,0.44841,-0.1139,10.64,5094,0.03467,5,2.31615,132.321,2454970,3.464,9.4281e-24,1.0301,558,1.143e-05,30766.0119536083,4.04645191409897,782606.666666667
"FALSE POSITIVE",7381695,"K06873.01",131.891,-0.1532424,0.7376128,11.56,10580,0.0186,5,0.948695,131.875,2454960,1.921,1.3805e-25,1.0499,1098,0.00142,45609.8792414203,5.3448275862069,497371.08040201
"FALSE POSITIVE",7385387,"K06874.01",133.131,-0.277888,0.9090312,11.67,6057,0.02664,5,1.65548,133.13,2454970,2.215,6.1978e-25,1.0409,668,-0.0006058,25409.8313722122,5.31206380857428,552869.359331476
"FALSE POSITIVE",7385478,"K06875.01",133.123,1.194262,-1.168662,1450,7083,0.02947,5,1.65548,133.124,2454970,10.96,-1,-1,772,0,13948242.2069411,2.22247360482655,0
"FALSE POSITIVE",7421876,"K06876.01",134.358,1.007474,-0.960114,11.64,2619,0.06093,5,4.5013,134.385,2454970,2.463,4.0654e-18,1.0746,295,-9.958e-06,15055.7539586936,3.21022128556375,1275622.90540541
"FALSE POSITIVE",7431665,"K06877.01",171.687,-0.5760736,1.2801348,37.95,45,1.021,70,281.506,171.556,2455000,8.366,3.7174e-35,2.2592,4,0.0005445,63604.7390415222,6.90798376184032,24720578.0645161
"CANDIDATE",7447895,"K06878.01",133.148,0,0,8.496,5004,0.03443,5,2.40561,133.149,2454970,3.016,1.3705e-15,1.0292,530,8.262e-05,-133.148,-0.03443,733635.488721805
"FALSE POSITIVE",7455553,"K06879.01",134.596,1.1032017,-1.0800064,323.4,3600,0.04891,5,3.25825,134.597,2454970,3.101,0,1.032,344,0.0001502,762994.246194836,3.09556962025316,25297281.8532819
"FALSE POSITIVE",7456521,"K06880.01",207.81,1.0943516,-0.8906942,2268,45,0.7699,5,276.418,207.83,2455040,733.9,-1,-1,5,0,-207.81,-0.7699,720627765.567766
"FALSE POSITIVE",7461314,"K06881.01",132.077,0.407194,-0.0449752,11.63,15290,0.01662,5,0.773607,132.076,2454970,1.023,2.1483e-24,1.0593,1650,-0.001134,75090.6816760475,4.16436983212227,605818.711656442
"CANDIDATE",7461521,"K06882.01",132.169,0.7577584,-0.5719448,12.88,2070,0.01701,5,0.773547,132.169,2454970,1.191,7.9219e-30,1.0316,231,-0.0003028,72989.6895829997,3.93476752255378,695503.485915493
"FALSE POSITIVE",7541502,"K06885.01",173.41,-0.4233752,1.0955992,18130,216,0.2796,12,44.8274,173.408,2455010,2218,-1,-1,27,-0.002977,819990.731896462,1.17775905644482,2831191666.66667
"FALSE POSITIVE",7541746,"K06886.01",134.579,1.0273918,-1.0093626,10.16,2862,0.05638,5,4.17536,134.499,2454970,2.839,-1,-1,318,4.268e-06,7281.94056662987,3.96762843068262,838681.319148936
"FALSE POSITIVE",7584778,"K06887.01",132.091,0.7688536,-0.4070854,12.08,18980,0.01292,5,0.622307,132.087,2454970,3.392,1.9156e-26,1.1465,2003,3.752e-05,63663.2222243643,5.47921967769296,891989.478672986
"CANDIDATE",7592922,"K06890.01",131.982,-0.0698844,0.7353336,8.848,5544,0.03017,5,2.15889,131.977,2454960,2.139,9.5814e-17,1.0258,589,-0.000101,37022.9489434397,8.62739490992279,483259.392405063
"FALSE POSITIVE",7597703,"K06891.01",133.987,1.0903934,-0.8755846,17630,2583,0.0511,5,4.60893,133.99,2454970,2.667,-1,-1,280,0.007389,-133.987,-0.0511,1201558625
"CANDIDATE",7602351,"K06892.01",148.683,0.0848296,0.3745162,7.561,666,0.1351,25,17.5802,148.696,2454980,3.59,1.9482e-13,1.0142,70,-0.000143,13187.4301527327,5.53688524590164,397154.373716632
"FALSE POSITIVE",7605600,"K06893.01",133.33,0.7319816,-0.5584692,3027,1728,0.03097,52,3.32618,133.333,2454970,917.5,-1,-1,195,0.03513,9693766.26775821,14.2325367647059,495154158.163265
"FALSE POSITIVE",7622072,"K06894.01",133.753,1.0196145,-0.7937944,1175,3726,0.03985,5,3.18672,133.735,2454970,2.486,0,1.0247,401,-0.002547,1551975.80944601,2.98501872659176,104937143.617021
"FALSE POSITIVE",7630658,"K06895.01",131.564,0.6776136,-0.384879,13040,10510,0.02031,12,1.07557,131.563,2454960,1.754,-1,-1,1195,0.1253,13041116.5298759,3.83424579950916,1023764175.25773
"FALSE POSITIVE",7631194,"K06896.01",131.874,-0.5283736,1.1944892,10.02,11680,0,55,0.811394,131.874,2454960,11.88,3.5554e-20,1.1909,1274,-8.406e-05,195708.406732272,0,3124222.01257862
"FALSE POSITIVE",7668648,"K06899.01",158.116,0.7850102,-0.5402694,4987,450,0.1794,5,27.8194,158.097,2454990,1407,-1,-1,49,-0.01337,448847.620156073,3.75470908329845,503565435.356201
"FALSE POSITIVE",7670485,"K06900.01",135.176,0.5435204,-0.1733224,5778,2664,0.04997,5,4.23385,135.154,2454970,4.41,-1,-1,304,0.0415,3615897.79530171,3.98484848484848,574833393.393393
"FALSE POSITIVE",7670617,"K06901.01",136.128,-0.192789,0.939101,4473,459,0.1483,5,24.7037,136.135,2454970,735.5,-1,-1,52,0.2734,344179.978458411,9.57391865719819,398867333.333333
"FALSE POSITIVE",7677005,"K06903.01",142.412,1.019602,-1.0005364,11360,333,0.2421,5,38.0577,142.418,2454980,5762,-1,-1,35,-0.004341,-142.412,-0.2421,2846497643.59352
"FALSE POSITIVE",7691527,"K06905.01",135.776,0.4306976,0.044556,8402,2457,0.05195,5,4.80025,135.78,2454970,8194,-1,-1,244,-0.001795,-135.776,-0.05195,935658952.380952
"CANDIDATE",7700500,"K06907.01",133.872,-0.1558076,0.8622944,8.757,2241,0.04822,5,4.60685,133.882,2454970,2.45,2.3955e-16,1.0171,245,-1.45e-05,26228.4804087718,11.4130177514793,1100892.94444444
"FALSE POSITIVE",7700578,"K06908.01",132.157,0.9784146,-0.9687684,688.5,488,0.02878,5,1.50703,132.156,2454970,218.5,-1,-1,46,0.775,-132.157,-0.02878,262829469.496021
"FALSE POSITIVE",7707736,"K06909.01",132.624,0.2947332,0.2024564,200.5,7821,0.02459,5,1.51672,132.618,2454970,520.8,-1,-1,829,0,1057886.04656728,5.2531510361034,19160844.2307692
"FALSE POSITIVE",7741048,"K06911.01",131.577,0.3620144,0.0144438,10.07,14090,0.01774,5,0.843405,131.567,2454960,3.143,9.7163e-21,1.0511,1513,0.0001408,59014.2538056495,3.56439622262407,924392.222222222
"FALSE POSITIVE",7751562,"K06912.01",142.426,0.573346,-0.3119752,2177,720,0.1338,5,17.0422,142.423,2454980,85.69,0,1.0503,75,0.06498,1916615.5303642,3.97504456327986,207912055.674518
"FALSE POSITIVE",7769072,"K06914.01",132.056,-0.433587,1.1371514,188.5,19440,0,5,0.60886,132.054,2454970,36.33,0,1.1289,2096,-7.877e-05,2206158.25145887,0,23671431.8181818
"FALSE POSITIVE",7769815,"K06915.01",134.73,0.3416862,0.1343384,8.942,2268,0.04983,5,4.43534,134.741,2454970,3.34,7.7645e-18,1.0217,251,-0.001142,22926.2490492064,4.75477099236641,478296.54589372
"FALSE POSITIVE",7777365,"K06916.01",131.868,-0.130778,0.760786,8.446,5409,0.01684,5,0.88511,131.892,2454960,2.401,2.7079e-10,1.1759,615,-0.0002513,29658.117928061,6.62992125984252,781269.882352941
"FALSE POSITIVE",7798259,"K06917.01",132.832,-0.6238636,1.388216,5721,6759,0.02496,5,1.73422,132.832,2454970,2290,-1,-1,738,-0.0009554,20702402.9574861,13.0203442879499,602889064.516129
"FALSE POSITIVE",7812893,"K06919.01",136.383,-0.5571858,1.1236628,7.203,1377,0.07287,5,8.79968,136.393,2454970,3.093,2.1042e-12,1.0304,146,0.000236,25602.2151304674,14.3983402489627,518188.274932615
"FALSE POSITIVE",7816680,"K06920.01",131.77,0.7387828,-0.5879266,5444,2664,0.05491,5,4.29258,131.774,2454960,1.98,0,1.0723,280,-0.00779,2310060.34171432,4.11002994011976,477236666.666667
"CANDIDATE",7816935,"K06921.01",133.036,0.6484768,-0.427512,7.543,1719,0.07346,5,6.87775,133.043,2454970,2.35,3.321e-15,1.0063,179,-0.0001905,17812.279917202,3.51483253588517,434469.752808989
"FALSE POSITIVE",7838639,"K06922.01",132.331,0.795768,-0.586102,6892,5544,0.033,5,2.1132,132.33,2454970,3.127,-1,-1,604,0.02171,13911669.5033657,3.64399293286219,727731507.352941
"FALSE POSITIVE",7846730,"K06923.01",136.96,0.707498,-0.5136688,13580,972,0.1004,12,11.0283,136.964,2454970,9722,-1,-1,112,-0.005188,-136.96,-0.1004,2006418731.11782
"FALSE POSITIVE",7847927,"K06924.01",151.228,0.0766124,0.513686,1837,162,0.314,5,70.3755,151.235,2454980,775.6,0,1.0254,17,0.02257,1671559.56812776,6.03730051913094,144508739.130435
"FALSE POSITIVE",7870250,"K06926.01",131.729,0.5429236,-0.202774,13.3,20320,0.01356,5,0.580727,131.724,2454960,0,5.79e-24,1.4572,2204,2.077e-06,25676.9163296136,3.83809793376734,435428.055555556
"FALSE POSITIVE",7885518,"K06928.01",131.729,0.7273912,-0.4199224,15.63,13700,0.01707,5,0.864662,131.682,2454960,0,1.2877e-40,1.1775,1382,3.085e-06,35535.6829738734,4.52905279915097,702927.054545455
"FALSE POSITIVE",7885570,"K06929.01",132.507,0.01048,0.5115544,1129,6651,0.03117,17,1.72935,132.527,2454970,463.1,-1,-1,697,0,2280184.60776013,3.5807007466973,1972610612.2449
"FALSE POSITIVE",7886329,"K06930.01",132.565,1.2054956,-1.1089596,915.5,10450,0.02121,5,1.13498,132.565,2454970,1290,0,6.7901,934,-0.0004184,6124480.8293794,2.71401151631478,138206707.142857
"CANDIDATE",7902204,"K06931.01",133.78,0.0315014,0.4674528,9.491,4590,0.03678,5,2.54032,133.775,2454970,3.541,8.7643e-20,1.0167,397,-0.000244,40725.9930347532,4.08621264303966,521168.783068783
"FALSE POSITIVE",7919653,"K06932.01",132.676,0.507649,-0.184737,3764,5634,0.03356,5,2.10521,132.685,2454970,1.476,-1,-1,614,0,8242639.61283028,2.24481605351171,784149960.784314
"FALSE POSITIVE",7938468,"K06933.01",136.146,0.84186,-0.654615,772.5,873,0.07476,5,7.22685,136.173,2454970,201.6,-1,-1,181,0,-136.146,-0.07476,2492868037.13528
"CANDIDATE",7939761,"K06934.01",142.272,-0.1188248,0.7238844,7.746,513,0.1644,5,22.2544,142.27,2454980,3.121,3.0953e-16,1.0135,60,0.0001963,6445.9597218132,1.42584562012142,444452.099056604
"FALSE POSITIVE",7943535,"K06935.01",133.515,1.0325242,-1.0142474,2265,2457,0.06227,5,4.71935,133.513,2454970,1396,0,1.0585,268,0.0004512,4958074.62642227,3.56848137535817,229949624.242424
"FALSE POSITIVE",7947631,"K06936.01",132.703,0.3828712,0.3275802,1316,9414,0.0191,5,1.25828,132.703,2454970,4.073,0,1.2439,1017,-7.29e-05,6691424.88326829,15.7851239669421,85346723.2142857
