"koi_disposition","kepid","kepoi_name","tce_bin_oedp_stat","tce_albedo","tce_rb_tcount3","tce_fwm_prao","tce_duration_sn","tce_insol_sn","tce_fwm_srao_sn"
"FALSE POSITIVE",5015913,"K01667.01",812.2,0.02621,0,9.861e-05,54.5543266102798,2.16607164972516,0.433698630136986
"FALSE POSITIVE",5103942,"K01668.01",1.489,180.8,0,0.0003215,12.4984802431611,2.46851607221488,-1.31613508442777
"CANDIDATE",5183357,"K01669.01",0.4334,176.2,0,6.808e-05,26.1098130841122,4.17834394904459,0.00834159779614325
"FALSE POSITIVE",5184709,"K01670.01",3.583,50.65,0,6.41e-05,3.9717004147353,2.57479163620412,-6.21442885771543
"CANDIDATE",5195172,"K01671.01",2.696,2.982,0,-1.009e-05,8.49328214971209,3.58721098166513,0.539416058394161
"CANDIDATE",5269467,"K01672.01",0.1215,467.1,0,-0.0002838,8.2200998480573,6.55172413793103,0.525370675453048
"FALSE POSITIVE",5271608,"K01673.01",0.02265,11.96,0,-0.003851,3.50533249686324,2.47543735410601,23.2864864864865
"FALSE POSITIVE",5357470,"K01674.01",0.302,37.6,0,-0.0003167,4.29552320790992,2.46629829923975,3.20566502463054
"CANDIDATE",5360920,"K01675.01",1.079,102.1,1,0.000776,12.367055771725,3.29438347320852,-0.996920289855072
"FALSE POSITIVE",5443775,"K01676.01",0.8374,0.5595,0,0.0005423,12.0902777777778,2.67457286827809,-13.7621951219512
"CANDIDATE",5526717,"K01677.01",0.443,290.1,0,0.0002386,6.94102397926118,3.78723404255319,-0.613248638838475
"FALSE POSITIVE",5527172,"K01678.01",0.6085,0.8646,0,0.0001791,2396.31043256997,2.66062047774804,55.4555555555556
"FALSE POSITIVE",5529643,"K01679.01",0.3212,2.556,0,0.0003688,4.18096292197012,2.5692877357243,-3.93099273607748
"FALSE POSITIVE",5530882,"K01680.01",2.342,39.4,0,0.0001344,5.55094881199171,2.80242424242424,-1.71569839307787
"CANDIDATE",5531953,"K01681.01",4.048,92.83,0,-2.132e-05,6.01157463226429,6.42068965517241,-1.05405405405405
"FALSE POSITIVE",5531953,"K01681.02",0.7609,16.88,0,9.988e-06,2.67380617977528,6.42801047120419,-0.834815950920245
"CANDIDATE",5531953,"K01681.03",2.762,1238,0,-0.001005,1.77973977695167,6.48387096774194,1.54940282301846
"CANDIDATE",5531953,"K01681.04",1.603,57.03,0,-0.0001565,2.07832602855931,6.43539325842697,0.0536650485436893
"CANDIDATE",6034945,"K01683.01",2.876,42.68,0,-0.0001649,10.6703524533518,2.46870653685675,1.12850241545894
"FALSE POSITIVE",6048024,"K01684.01",1.027,30.66,0,-0.0006886,53.1399046104928,4.37138263665595,2.04684317718941
"CANDIDATE",6049190,"K01685.01",5.533,278,0,0.0003177,19.8884120171674,2.4900153609831,-0.656521739130435
"CANDIDATE",6198999,"K01687.01",1.162,16.59,0,0.0001358,6.66189521900945,5.73664266767715,-0.840172786177106
"CANDIDATE",6310636,"K01688.01",0.1332,0,0,0.0001177,5.84193194291987,3.14071188316941,-2.42372881355932
"FALSE POSITIVE",6312534,"K01689.01",0.09654,0.4493,0,0.03577,108.895825204838,5.6557964970809,-192.467532467532
"FALSE POSITIVE",6470917,"K01690.01",17.9,3.706,0,0.001988,4.06382285900358,3.06075170800877,-15.621359223301
"FALSE POSITIVE",6611330,"K01691.01",0.1479,44.45,0,-0.006608,40.0393771254698,3.89506172839506,-1.10280373831776
"CANDIDATE",6616218,"K01692.01",0.6516,2.882,0,-4.06e-05,58.911856474259,5.19859894921191,3.90735294117647
"CANDIDATE",6616218,"K01692.02",1.577,7.449,0,1.349e-05,9.59116925592805,5.19903069466882,0.0993275488069414
"CANDIDATE",6696462,"K01693.01",0.03248,2.509,0,-0.0001672,19.2816635160681,3.04993429697766,0.72125
"CANDIDATE",6699368,"K01694.01",3.783,2.526,0,-0.0001236,11.8772241992883,2.45712189659832,0.955948553054662
"CANDIDATE",6803855,"K01695.01",0.1469,643.2,0,-5.412e-05,6.96834026223217,2.03025064822818,-0.517563025210084
"FALSE POSITIVE",6891366,"K01696.01",0.4581,1.085,0,-0.0002522,20.1860666378191,2.41433139405782,5.5
"FALSE POSITIVE",6891637,"K01697.01",1.253,4.064,0,-3.585e-05,19.2142583365274,6.3856022808268,-0.626086956521739
"FALSE POSITIVE",6975615,"K01698.01",15.02,5.802,0,-0.0043,5.57460706266585,4.7085032032615,37.8787878787879
"FALSE POSITIVE",7137725,"K01699.01",0.9228,0.98,0,-4.418e-05,13.9913317572892,3.48890407215086,1.71018867924528
"CANDIDATE",7220429,"K01700.01",0.906,27.81,0,0.0002686,7.32390873015873,1.12719094152319,-1.88039647577093
"CANDIDATE",7222086,"K01701.01",14.44,0,0,-6.29e-05,19.1800643086817,3.40235348969208,2.0969040247678
"CANDIDATE",7304449,"K01702.01",0.03106,2.293,0,6.408e-05,6.67036625971143,4.87598116169545,0.377941176470588
"FALSE POSITIVE",7380829,"K01703.01",0.7237,2.334,0,0.02029,30.3202712886209,2.70674926110369,-141.695906432749
"CANDIDATE",7386827,"K01704.01",0.3801,11.23,0,-0.0004333,10.9253840526701,2.62502589600166,1.25054545454545
"CANDIDATE",7522911,"K01705.01",0.03203,92.15,0,-4.681e-06,9.94724695021431,2.47516435354273,0.108858695652174
"CANDIDATE",7626370,"K01706.01",0.6429,1.209,0,2.68e-05,9.04116222760291,2.16169890548634,-0.299718309859155
"CANDIDATE",7703955,"K01707.01",0.1012,635,0,0.0002149,19.0137752046317,4.43624161073826,-0.521903052064632
"CANDIDATE",7703955,"K01707.02",0.2075,4706,0,-0.0002676,13.581223628692,4.47368421052632,0.251741293532338
"CANDIDATE",7750419,"K01708.01",3.444,81.17,0,0.000789,14.4378698224852,2.82702702702703,-2.41007194244604
"FALSE POSITIVE",7768952,"K01709.01",0.9518,74.45,0,0.0009507,4.49201877934272,0.719228175735256,-9.0679012345679
"CANDIDATE",7815744,"K01710.01",0.2068,93.01,0,0.0006068,7.15435521373636,4.336578581363,-1.74061990212072
"CANDIDATE",7955580,"K01711.01",2.133,784.3,0,-0.0001164,6.06949806949807,8.76271186440678,0.231472868217054
"FALSE POSITIVE",8162790,"K01712.01",1.808,21.05,1,0.001502,11.1466485199047,2.89577129243597,-2.58807339449541
"CANDIDATE",8230616,"K01713.01",1.144,6.952,4,0.0004896,4.98647734956051,10.2718446601942,-3.07111111111111
"CANDIDATE",8230616,"K01713.02",0.6969,30.8,0,0.0005614,7.10774507002001,10.2490272373541,-2.67311827956989
"CANDIDATE",9655129,"K01714.01",1.242,2.844,0,0,1764.00154499807,4.35832780358328,13.3641975308642
"CANDIDATE",9836959,"K01715.01",1.674,627.5,0,0.0001252,17.4206651434374,4.67391304347826,-1.51389578163772
"CANDIDATE",9838949,"K01716.01",0.03864,14.4,0,9.837e-05,7.86588921282799,1.14384060905483,-0.314470284237726
"CANDIDATE",9895006,"K01717.01",0.06517,29.29,0,0.0003241,12.0125091979397,2.82808870116156,-2.54174757281553
"CANDIDATE",9896558,"K01718.01",0.1301,538.9,0,2.296e-07,14.5779663585392,2.62316176470588,-0.127626728110599
"CANDIDATE",9896558,"K01718.02",0.3235,4201,0,0.0002614,8.21059431524548,2.61748633879781,-0.566766917293233
"FALSE POSITIVE",9899483,"K01719.01",2.822e-05,0.262,0,0.0001771,24.4921402660218,3.3955763709561,-6.29775280898876
"CANDIDATE",10015937,"K01720.01",2.255,510.6,0,0.0001278,14.386429896634,6.91463414634146,-0.31394422310757
"CANDIDATE",10019065,"K01721.01",0.3844,148.6,0,0.0001903,14.2385280425626,1.61340607950117,-0.844254278728606
"CANDIDATE",10080248,"K01722.01",0.2994,109.6,0,0.0002145,8.96612979630507,2.5622641509434,-1.17196110210697
"CANDIDATE",10213902,"K01723.01",2.367,440.6,0,-0.0007194,15.7228637413395,2.8763557483731,1.10449438202247
"CANDIDATE",10214162,"K01724.01",5.165e-09,62.56,0,-0.0006432,12.8796110952245,2.41291291291291,1.46428571428571
"CANDIDATE",10905746,"K01725.01",0.9177,55.87,0,0.0006897,21.3140037014189,6.56976744186047,-9.24427480916031
"CANDIDATE",8242434,"K01726.01",1.386,145.4,0,9.689e-06,43.8976052848885,8.0327868852459,-0.276610169491525
"CANDIDATE",6185331,"K01727.01",0.01509,171.5,0,0.0002814,65.1779935275081,3.15479876160991,-1.33243243243243
"CANDIDATE",11820830,"K01728.01",1.398,2.267,0,0,619.52228700395,2.33613010746509,0
"CANDIDATE",6603756,"K01729.01",0.2489,7.557,0,0.001208,1131.97229310973,4.04649595687331,-9.05513784461153
"FALSE POSITIVE",8460600,"K01730.01",43.94,13.9,0,0.04709,1456.47321428571,5.60788243152973,652.208835341365
"CANDIDATE",8266276,"K01731.01",0.0001151,7.492,0,7.469e-05,2.99488567990373,5.17428157949142,3.06479859894921
"FALSE POSITIVE",8266276,"K01731.02",0.02124,5.861,0,0.001431,4.01143307707471,5.17412411266316,-6.02105263157895
"CANDIDATE",6869184,"K01732.01",0.1677,488,0,4.655e-05,16.3466588853224,3.43934426229508,0.00734764826175869
"CANDIDATE",8396405,"K01733.01",1.159,318.2,0,0,2.453,6.07011070110701,2.1643059490085
"FALSE POSITIVE",8845574,"K01734.01",0.5312,11.38,0,0.002547,8.15616180620884,5.71993151662149,-7.74380165289256
"FALSE POSITIVE",3446451,"K01735.01",0.01803,1.296,1,2.755e-05,13.7005006827492,2.11670603118351,-1.93416927899687
"CANDIDATE",6604328,"K01736.01",0.01822,336.4,0,0.0006553,7.18113752791278,2.8150289017341,-1.35058214747736
"CANDIDATE",4365645,"K01738.01",0.6993,6.369,0,9.237e-05,8.26581378820185,6.48016634676903,-1.44169014084507
"FALSE POSITIVE",6762829,"K01740.01",0.03418,10.32,0,-0.004565,2456.24385447394,7.66401985111663,-4.78716216216216
"FALSE POSITIVE",8180020,"K01741.01",113.2,9.085,0,0.03558,1251.14387391967,3.21753533568905,51.986143187067
"FALSE POSITIVE",9528420,"K01742.01",0.5163,3.073,0,-0.001378,2419.2509061619,2.52659846547315,-46.99604743083
"FALSE POSITIVE",6364327,"K01744.01",1.378,2.762,0,0.0006118,31.5707620528771,3.13464391691395,-8.27173913043478
"FALSE POSITIVE",9574614,"K01745.01",54.58,0.1603,0,0.0004585,95.7431960921144,4.58304769836948,0.811352657004831
"CANDIDATE",8197343,"K01746.01",0.883,45.03,0,-0.0004223,4.77861691100252,3.58226077224398,3.61904761904762
"CANDIDATE",7032421,"K01747.01",0.8091,83.17,0,-0.0003953,5.92126623376623,4.94344827586207,0.859541984732824
"FALSE POSITIVE",7593110,"K01748.01",0.07923,2.617,0,0.005966,597.720659553831,2.7340021691974,0.955789473684211
"CANDIDATE",6786348,"K01749.01",1.009,219,0,-1.607e-06,4.27555263733859,3.05005959475566,0.120339622641509
"CANDIDATE",6209677,"K01750.01",0.1728,18.16,0,-0.0001253,6.53315605783613,5.61834600760456,1.51661184210526
"CANDIDATE",6209677,"K01750.02",0.03677,16.71,0,8.965e-05,4.0401839748245,5.61933276304534,-0.548421052631579
"CANDIDATE",9729691,"K01751.01",0.5755,11.2,0,0.0001252,15.2110298255487,2.95093457943925,-0.466633165829146
"FALSE POSITIVE",9729691,"K01751.02",0.09213,47.65,0,9.116e-05,17.8248847926267,2.95021645021645,-0.19811170212766
"FALSE POSITIVE",8127586,"K01752.01",0.2781,237.3,0,-0.003285,3.6327139252122,2.57413847613026,11.3157894736842
"FALSE POSITIVE",4950232,"K01753.01",5.392,0.7423,0,-0.01375,3.92362284555593,3.81026612924752,101.528662420382
"CANDIDATE",8651389,"K01754.01",0.002694,40,0,-4.864e-05,5.72252885097843,2.17674869681173,1.33853211009174
"FALSE POSITIVE",5302006,"K01755.01",0.5057,5.936,0,0.034,22.9981606376456,2.61333742546475,-154.905660377358
"FALSE POSITIVE",4851464,"K01757.01",1.818,7.178,0,-0.003197,964.098490865766,2.42639112019863,-6.2825
"CANDIDATE",6705142,"K01758.01",0.1207,21.24,0,-0.0003113,7.69876148621654,3.38992144088906,-7.87773933102653
"FALSE POSITIVE",3248019,"K01759.01",69.74,0.01526,0,0.0463,1741.57955865273,2.52686702318509,593.119266055046
"CANDIDATE",3967760,"K01760.01",1.51,17.62,0,0.0009149,5.70023148148148,4.37935247403787,-2.29205921938089
"CANDIDATE",3967760,"K01760.02",0.0459,43.45,0,-0.0003816,3.74834144183989,4.38052095130238,1.14090909090909
"CANDIDATE",4067336,"K01761.01",0.1316,24.41,0,0.0009665,7.06889523033021,2.56094573073625,-1.02575574365175
"FALSE POSITIVE",5387843,"K01762.01",0.02539,0.8198,0,-0.0006666,7.91619479048698,2.51528223247517,4.62460567823344
"FALSE POSITIVE",10491044,"K01763.01",0.3361,1.831,0,-6.385e-06,10.8049382716049,5.67392422424138,0.332668881506091
"CANDIDATE",11904734,"K01764.01",1.786,13.75,0,-0.000141,41.4857694163049,5.91954022988506,-1.59590163934426
"FALSE POSITIVE",8043714,"K01765.01",4.506,12.75,0,-0.003327,514.572864321608,3.29009367016747,-2.71216931216931
"FALSE POSITIVE",3654950,"K01766.01",3008,0.123,0,-0.01184,930.540242557883,4.3894523326572,17.0026178010471
"FALSE POSITIVE",8223328,"K01767.01",0.4295,28.33,0,-2.487e-05,510.004083299306,5.90697674418605,-1.37075471698113
"FALSE POSITIVE",4150390,"K01768.01",0.6747,228.2,0,-0.002809,310.189452124936,2.63976945244957,-4.74008810572687
"FALSE POSITIVE",8444552,"K01769.01",0,0,0,0.001198,2099.44237918216,4.23144057098466,130.907258064516
"FALSE POSITIVE",7918217,"K01770.01",0.02126,0,0,0.0223,37.4733637747336,0,-131.25786163522
"FALSE POSITIVE",11342573,"K01771.01",30.05,19.4,0,0.006436,351.791359325606,2.35260115606936,2.68558139534884
"FALSE POSITIVE",3345675,"K01772.01",0.7958,54.13,0,-0.0001377,108.987380732533,6,2.13965517241379
"FALSE POSITIVE",10153011,"K01773.01",0.8193,64.75,0,0.000281,147.674979887369,5.58,-5.62271805273834
"FALSE POSITIVE",11285136,"K01774.01",8.986,1.703,0,0.0002291,286.484201627391,2.70224441639686,-2.03670886075949
"FALSE POSITIVE",4913000,"K01775.01",0.4998,1.088,0,0.01993,90.4239212717638,4.46623826497314,-508.863920099875
"FALSE POSITIVE",8453214,"K01776.01",8.465,7.767,0,0.07777,35.7620614035088,5.36557930258718,-460.18018018018
"FALSE POSITIVE",5110423,"K01777.01",0.8469,0.1752,0,0.01245,7.85059228123806,3.86665239726027,-39.3351063829787
"FALSE POSITIVE",5444384,"K01778.01",0,0,0,0,158.099637083471,2.51806533729317,0
"CANDIDATE",9909735,"K01779.01",0.5503,0,0,0,79.4837321860715,4.15182064399639,4.21896162528217
"CANDIDATE",9909735,"K01779.02",0.2703,29.96,0,0,19.7441685477803,4.1512474012474,-0.199747899159664
"FALSE POSITIVE",5450814,"K01780.01",0.04716,26.19,0,3.472e-05,264.18152350081,5.87525150905433,-15.175
"CANDIDATE",11551692,"K01781.01",0.1872,0,0,8.549e-06,97.2039473684211,7.55508474576271,7.28395061728395
"CANDIDATE",11551692,"K01781.02",0.6317,1.662,0,-3.923e-05,48.0764954414054,7.5507474429583,4.82591093117409
"CANDIDATE",11551692,"K01781.03",2.758,141.7,0,5.015e-05,28.761408083442,7.57142857142857,1.58444444444444
"FALSE POSITIVE",8678664,"K01782.01",1.908,4.369,0,0.0002329,152.472703917791,3.23209169054441,-2.57407407407407
"CANDIDATE",10005758,"K01783.01",2.713,88.97,0,0.0001024,122.897585345545,3.14746543778802,2.30089485458613
"CANDIDATE",10005758,"K01783.02",3.786,826.1,0,9.725e-05,30.0921105326392,3.15,0.668604651162791
"CANDIDATE",10158418,"K01784.01",0.6727,0.4711,0,0.0007173,98.4507042253521,4.40468429313051,-12.2101694915254
"FALSE POSITIVE",9366989,"K01785.01",2.473,1.143,0,0,19.088122605364,2.56107048244469,1.90860927152318
"FALSE POSITIVE",3128793,"K01786.01",17.78,0.577,0,-0.000788,197.341651973417,3.4670412613217,4.23482849604222
"CANDIDATE",5864975,"K01787.01",2.341,436.1,0,-0.001524,57.1888598781549,3.52212389380531,2.68782608695652
"CANDIDATE",2975770,"K01788.01",0.0005019,181.3,0,0.001125,36.7975460122699,8.31578947368421,-1.72735849056604
"FALSE POSITIVE",2975770,"K01788.02",0.976,13050,0,-0.001339,13.4331703341483,8.75,1.65075034106412
"FALSE POSITIVE",5565497,"K01789.01",0.3749,2.345,0,0,23.2441942294159,3.11594668535989,-526.215895610913
"CANDIDATE",6504954,"K01790.01",0.1475,334.3,0,-0.0003013,43.3751743375174,2.33689839572193,-0.629553571428571
"FALSE POSITIVE",4144231,"K01791.01",0.951,12.91,0,-0.1341,76.9292766471892,5.54861111111111,286.410256410256
"CANDIDATE",8552719,"K01792.01",0.5701,72.74,0,0.0008261,201.426024955437,4.38157894736842,0.394962216624685
"FALSE POSITIVE",8552719,"K01792.02",0.0006178,8.71,0,6.613e-06,24.5191040843215,4.39044585987261,2.13397129186603
"CANDIDATE",8552719,"K01792.03",1.834,5.004,0,-5.021e-05,21.8556990454801,4.39123536983267,6.27741935483871
"CANDIDATE",5731623,"K01793.01",0.8846,1.002,0,0.004971,76.8886902101028,2.25722337027992,19.745889387145
"FALSE POSITIVE",6153672,"K01794.01",0.9259,3.125,0,0.0008661,38.7822435512897,3.00508776392775,11.0404984423676
"FALSE POSITIVE",9674608,"K01795.01",3.284e-20,10.77,0,-0.001419,29.6601441812564,5.87031700288184,14.4730941704036
"FALSE POSITIVE",10019399,"K01796.01",1.394,0.6049,0,-7.194e-05,124.135839902971,1.0721620445059,-4.36624203821656
"CANDIDATE",10676014,"K01797.01",0.894,33.64,0,1.283e-05,33.487358326068,9.06521739130435,1.22627737226277
"FALSE POSITIVE",6867766,"K01798.01",2.368,2.642,0,0.0005861,74.3293437886917,2.48051104374188,-2.91993720565149
"FALSE POSITIVE",6058614,"K01799.01",0.001689,0.3711,0,-0.003918,93.2537313432836,2.42982822866491,-2.73740157480315
"CANDIDATE",11017901,"K01800.01",0.9788,0.568,0,6.353e-05,67.7976557680444,5.02349228611501,-9.16911764705882
"CANDIDATE",5088591,"K01801.01",5.88,16.95,0,-4.573e-05,24.9554234769688,3.96560619088564,0.861904761904762
"CANDIDATE",11298298,"K01802.01",1.052,3.835,0,-7.368e-05,33.7829158638407,4.63506063947078,0.61649377593361
"CANDIDATE",4349442,"K01803.01",0.02187,4.04,0,0.0006957,22.5345973629726,8.74844236760125,71.0371819960861
"FALSE POSITIVE",4349442,"K01803.02",0.0274,98.81,0,0.0002806,5.46602525556224,8.74769230769231,14.4518828451883
"FALSE POSITIVE",4349442,"K01803.03",1.255,52.58,0,1.519e-06,4.17429367290092,8.75119047619048,10.5400943396226
"CANDIDATE",11187436,"K01804.01",51.42,5.142,0,-0.0003542,25.3215264600464,5.8709219858156,0.365942028985507
"CANDIDATE",4644952,"K01805.01",0.473,8.752,0,5.989e-05,25.0157529930687,5.66382460414129,-0.498348623853211
"CANDIDATE",4644952,"K01805.02",0.01618,6.737,0,2.34e-05,12.5400213447172,5.66506340183647,-0.282401960784314
"CANDIDATE",4644952,"K01805.03",0.01438,211.4,0,5.936e-06,13.2153589315526,5.66358024691358,0.0241798245614035
"FALSE POSITIVE",9529744,"K01806.01",48.19,1.185,0,0,41.5065096094234,2.20526355764849,-364.008438818565
"CANDIDATE",9529744,"K01806.02",1.777,65.04,0,0,8.12022025084124,2.20523936906189,-2.22852983988355
"CANDIDATE",9529744,"K01806.03",0.004638,11.91,0,0,5.85664839919238,2.20524382097528,-0.480445544554455
"CANDIDATE",10614012,"K01807.01",11.48,8.627,0,-0.0003155,284.628745115067,2.90675057208238,-24.3706896551724
"CANDIDATE",7761918,"K01808.01",1.02,210.4,0,-6.759e-06,48.4058927000879,3.7683284457478,1.4725
"CANDIDATE",8240797,"K01809.01",2.15,21.7,0,0.0001335,15.6507080242751,4.37825332562175,-3.49820359281437
"CANDIDATE",8240797,"K01809.02",1.678,6.149,0,3.369e-05,19.036303630363,4.37723144378328,-2.45185185185185
"FALSE POSITIVE",8164262,"K01810.01",0.001272,59.55,0,-9.995e-05,0.399905793688177,2.59843444227006,0.583893985728848
"FALSE POSITIVE",3966262,"K01811.01",0.0001705,43.43,0,0.08385,84.511354937484,3.42113412037933,-268.132530120482
"FALSE POSITIVE",6279974,"K01812.01",1.325e-05,0.01488,0,-0.0001114,48.9913544668588,2.79598804401041,1.52269736842105
"CANDIDATE",9455325,"K01813.01",0.8764,22.54,0,5.997e-05,22.7860696517413,6.71312949640288,-0.801630434782609
"CANDIDATE",5621125,"K01814.01",0.07793,1.226,0,0.0001302,42.2608695652174,1.73272217476068,0.119438877755511
"CANDIDATE",9872283,"K01815.01",0.2441,0.7114,0,-0.0003892,15.4349859681946,0.931549026407322,2.66766467065868
"CANDIDATE",9872283,"K01815.02",0.0005953,2.716,0,0.0001318,4.79304897314376,0.931547690954689,-1.62375
"CANDIDATE",8624520,"K01816.01",0.4546,13.09,0,0.0007237,15.3846153846154,5.66193548387097,-0.9353591160221
"FALSE POSITIVE",7918172,"K01817.01",8.556,7699,0,-0.02987,24.0153504342557,1.05095541401274,31.4232902033272
"CANDIDATE",7870032,"K01818.01",1.038,44.35,0,-0.0003039,15.8261933904529,5.64325842696629,1.64129353233831
"CANDIDATE",9597058,"K01819.01",0.8996,33.94,0,4.609e-05,16.7022696929239,6.29634002361275,-0.0971204188481675
"CANDIDATE",8277797,"K01820.01",0.1193,8.084,0,-5.792e-05,15.3855072463768,6.35893931109896,-0.34677130044843
"CANDIDATE",8277797,"K01820.02",1.761e-05,3.712,0,9.901e-05,7.30053741215378,6.35938917447838,-2.21350762527233
"CANDIDATE",8832512,"K01821.01",0.6283,25.62,0,0.0001269,26.7797833935018,2.97541729893778,-0.741847826086957
"CANDIDATE",5124667,"K01822.01",3.8,392.4,0,0.0001308,40.8161393856029,1.90201005025126,-1.5134693877551
"FALSE POSITIVE",10092312,"K01823.01",63.21,4.625,0,0,10.2720450281426,2.54377117642424,-2.30414507772021
"FALSE POSITIVE",10092312,"K01823.02",0.005188,2.083,0,0,8.84099616858238,2.54381462020872,-975.36231884058
"CANDIDATE",2989404,"K01824.01",0.303,3.059,0,4.578e-05,19.4549908144519,4.39649543607169,-0.935928143712575
"CANDIDATE",2989404,"K01824.02",2.131,0.6672,0,3.507e-05,15.0246305418719,4.39651074465218,-0.960344827586207
"CANDIDATE",5375194,"K01825.01",0.3555,43.59,0,-0.0001401,30.3008595988539,6.40807174887892,0.299945355191257
"CANDIDATE",6468138,"K01826.01",0.02373,499.4,0,9.427e-05,17.7677021030291,3.91666666666667,-0.335313531353135
"FALSE POSITIVE",10031707,"K01827.01",0.009954,0,0,0.00127,64.712389380531,0,-12.6887755102041
"CANDIDATE",11875734,"K01828.01",0.8293,617.7,0,-0.0005841,23.8551650692226,2.224,2.71033434650456
"FALSE POSITIVE",7697568,"K01829.01",0.006014,38.43,0,0.0005292,26.4618434093162,3.9042735042735,-0.144412955465587
"CANDIDATE",3326377,"K01830.01",0.0799,30.53,0,-5.842e-06,13.6449704142012,8.10973084886128,-2.51003861003861
"CANDIDATE",3326377,"K01830.02",3.943,2141,0,-4.355e-05,29.1140086927449,8.15384615384615,-2.23978873239437
"CANDIDATE",11601584,"K01831.01",6.373,223.5,0,0,34.9701492537313,7.90588235294118,-0.126228813559322
"CANDIDATE",11601584,"K01831.02",5.722,13.57,0,0,5.75305895439377,7.94420035149385,-0.485686274509804
"CANDIDATE",11601584,"K01831.03",0.001974,105.6,0,0,2.96700796359499,7.94639175257732,0.384390862944162
"CANDIDATE",11601584,"K01831.04",0.345,711.8,0,0,7.33759842519685,7.95238095238095,-2.00325379609544
"CANDIDATE",11709244,"K01832.01",0.3747,6.541,0,-0.0003564,11.69099756691,5.69391421513586,1.77964601769911
"CANDIDATE",11709244,"K01832.02",0.003878,18.63,0,-0.0001875,11.3100233100233,5.69306049822064,0.496819085487078
"CANDIDATE",11709244,"K01832.03",0.004607,355,0,-0.0004873,8.15829861872396,5.69140625,1.1628
"CANDIDATE",11853878,"K01833.01",0.05297,9.725,0,0.0001635,13.2548476454294,6.30449826989619,-1.09414225941423
"CANDIDATE",11853878,"K01833.02",0.24,10.5,0,-0.0003125,17.6916387128836,6.30574712643678,0.823426573426573
"CANDIDATE",11853878,"K01833.03",1.573,25.33,0,-0.0003344,13.2803867403315,6.30139103554869,1.36291560102302
"FALSE POSITIVE",5802478,"K01834.01",0.004892,14.99,0,0.0008881,27.0588235294118,2.51726952706495,-6.39285714285714
"CANDIDATE",9471268,"K01835.01",0.337,3.273,0,7.106e-05,12.2584333905089,8.42507712648744,0.175
"CANDIDATE",9471268,"K01835.02",0.1634,10.83,0,8.036e-05,10.5743399722094,8.42572566875356,0.191545064377682
"CANDIDATE",9471268,"K01835.03",0.6242,38.86,0,-0.0001752,5.54720679516498,8.4272030651341,2.65748663101604
"FALSE POSITIVE",5389540,"K01836.01",0.07093,138.8,0,-0.02532,7.69356725146199,5.23684210526316,48.3579638752053
"CANDIDATE",10657406,"K01837.01",0.3963,99.53,0,-5.979e-05,21.2649800266312,5.72680412371134,0.674107142857143
"CANDIDATE",10657406,"K01837.02",0.4501,3.668,0,-4.4e-06,9.11545623836127,5.72010036241985,0.250797720797721
"CANDIDATE",5526527,"K01838.01",0.3404,97.28,0,0.0001305,9.95176073323685,9.90990990990991,-0.640133779264214
"CANDIDATE",5856571,"K01839.01",8.295,7.594,0,0,33.960396039604,0.877565670530682,0.592450331125828
"CANDIDATE",5856571,"K01839.02",1.231,364,0,0,6.09968968192397,0.877717391304348,-1.97224669603524
"CANDIDATE",7765528,"K01840.01",0.06016,7.48,2,4e-04,35.5703986429177,4.18523189014992,-2.65347826086956
"CANDIDATE",7765528,"K01840.02",0.03091,54.22,0,-0.0002146,3.79556991232118,4.18535280806418,1.02162162162162
"CANDIDATE",11760231,"K01841.01",0.2026,296.7,0,-0.0002861,14.3065693430657,6.79120879120879,2.31906614785992
"CANDIDATE",7779077,"K01842.01",8.102,34.84,0,1e-04,13.016393442623,2.78522167487685,2.0623417721519
"CANDIDATE",5080636,"K01843.01",0.01772,12.64,0,2.948e-05,9.9835255354201,8.19626168224299,-0.509848484848485
"CANDIDATE",5080636,"K01843.02",0.0006647,200.6,0,-2.949e-05,8.48214285714286,8.16756756756757,0.059472
"FALSE POSITIVE",8892721,"K01844.01",3.225,341.5,0,0.02348,51.3486140724947,5.75555555555556,-66.095717884131
"CANDIDATE",3338885,"K01845.01",0.03261,0.3574,0,3.295e-05,9.70338983050848,1.0168512372252,-1.32117117117117
"CANDIDATE",3338885,"K01845.02",0.005899,2.597,0,4.006e-05,5.22202998846597,1.01684147299358,-0.914878892733564
"CANDIDATE",9886255,"K01846.01",1.761,1428,0,0.0007247,18.8484848484848,4.48275862068966,1.45490196078431
"CANDIDATE",6776401,"K01847.01",1.877,104,0,5.463e-05,14.1769420468557,3.61111111111111,-0.802074688796681
"CANDIDATE",7430034,"K01848.01",0.4611,157.6,0,-0.0002496,37.4394099051633,4.63215859030837,1.4324200913242
"CANDIDATE",9735426,"K01849.01",0.245,18.95,0,-3.32e-05,8.23529411764706,7.59543230016313,3.39146341463415
"CANDIDATE",8826168,"K01850.01",0.4591,26.47,0,-7.165e-05,28.9730517115805,4.42157221206581,-0.30028
"CANDIDATE",10464050,"K01851.01",2.799,5.913,0,-0.0001733,14.6247319513939,2.56896046852123,1.33604651162791
"CANDIDATE",9763348,"K01852.01",5.144,15.76,0,-5.226e-05,27.7942735949099,3.35414534288639,1.34166666666667
"CANDIDATE",8804397,"K01853.01",0.0001654,251.1,0,-5.86e-05,21.4845423936333,3.89880952380952,1.18975409836066
