"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_prao"
"CANDIDATE",11246161,"K02796.01",1227,1325,8857,1750,0.2719,3.476e-06
"CANDIDATE",10604521,"K02797.01",1305,1434,9935,2050,2.186,8.86e-05
"CANDIDATE",6697756,"K02798.01",1474,1734,6052,1210,3.476,-1.092e-06
"FALSE POSITIVE",5649833,"K02799.01",2219,2312,8366,2560,284.7,0.0001918
"FALSE POSITIVE",10518399,"K02800.01",510,631.9,4411,1410,25.49,-3.545e-05
"CANDIDATE",5905822,"K02801.01",221,275.2,2178,1190,1.594,3.813e-05
"CANDIDATE",5775129,"K02802.01",286.9,270.6,1369,1280,3.69,-0.0001479
"CANDIDATE",9898447,"K02803.01",571.4,585.9,3286,1280,0.7305,3.97e-05
"FALSE POSITIVE",5307568,"K02804.01",519.6,565,3359,1380,31.38,-0.001403
"CANDIDATE",11135308,"K02805.01",726.9,739.8,4431,1700,3.303,6.647e-05
"CANDIDATE",7047824,"K02806.01",75.12,80.89,398.8,491,2.064,-0.0006451
"CANDIDATE",2985587,"K02807.01",411.7,373.6,1449,1470,1.943,0.00016
"FALSE POSITIVE",3730335,"K02808.01",2237,2344,9496,2970,20.07,0.0003101
"FALSE POSITIVE",7428316,"K02809.01",124.2,190,795.6,747,42.81,-0.007662
"FALSE POSITIVE",10275766,"K02810.01",2018,2287,13110,2420,9.945,0.0003025
"CANDIDATE",6370120,"K02811.01",981.4,1056,5666,1100,36.13,0
"CANDIDATE",2442448,"K02812.01",59.68,48.73,411,466,4.849,-0.0003437
"CANDIDATE",11197853,"K02813.01",1901,2135,7496,0,2.16,-4.64e-05
"FALSE POSITIVE",4479633,"K02814.01",1125,1240,5042,1880,0.7747,0.0002231
"FALSE POSITIVE",9665922,"K02815.01",691.1,866.4,4201,1420,1.273,5.075e-05
"CANDIDATE",11283615,"K02816.01",837.9,791.8,4660,1450,5.761,-1.679e-05
"CANDIDATE",7605093,"K02817.01",1013,1117,4323,1710,6.256,0.0001296
"FALSE POSITIVE",4952341,"K02818.01",761,1077,8035,2400,533.1,0
"FALSE POSITIVE",4270565,"K02819.01",97.01,331.3,1215,695,80.36,0.01943
"CANDIDATE",11963206,"K02820.01",459.2,458.2,2537,1180,2.645,-0.0002336
"CANDIDATE",4249611,"K02821.01",28.49,40.24,160.1,405,3.077,0.0005765
"CANDIDATE",8263545,"K02822.01",278.4,242.5,1654,1060,1.17,0
"FALSE POSITIVE",10341917,"K02823.01",1216,1501,9801,1590,10.84,-0.0008552
"FALSE POSITIVE",3241604,"K02824.01",80.98,168.2,329.9,256,11.07,0.0112
"FALSE POSITIVE",9591070,"K02825.01",1738,1863,7595,2240,20.53,7.924e-05
"FALSE POSITIVE",8227661,"K02826.01",528.3,577.5,2559,345,21.38,0.004771
"CANDIDATE",7428736,"K02827.01",195.5,186.9,1001,827,1.982,-1.428e-05
"CANDIDATE",6436029,"K02828.01",44.73,15.46,203.1,369,3.102,-0.001129
"CANDIDATE",6436029,"K02828.02",14.31,2.122,52.05,181,-1.066,0.001661
"CANDIDATE",6197215,"K02829.01",146.9,160.2,557.7,988,-0.9544,-7.33e-05
"CANDIDATE",9244508,"K02830.01",61.19,65.78,730.5,933,0.6558,2.208e-05
"FALSE POSITIVE",9692557,"K02831.01",2325,2575,11480,3320,15.79,0.0003505
"CANDIDATE",9995402,"K02832.01",384.7,424.9,2228,1060,5.006,-3.536e-05
"CANDIDATE",9109857,"K02833.01",756,744.6,2829,2220,0.9115,2.359e-05
"CANDIDATE",5609593,"K02834.01",31.5,10.29,145.7,248,1.354,0.0008043
"CANDIDATE",5436338,"K02835.01",238.7,268.7,943.5,606,5.095,-0.0002932
"CANDIDATE",11414465,"K02836.01",419,415.1,2006,989,2.649,6.56e-05
"CANDIDATE",11565924,"K02837.01",116.5,102.2,1368,1300,6.781,6.883e-05
"CANDIDATE",6607357,"K02838.01",187.2,194,1891,970,1.424,9.321e-06
"CANDIDATE",6607357,"K02838.02",267.4,252.3,2106,1140,3.503,3.367e-05
"CANDIDATE",6186964,"K02839.01",391.9,388.9,1495,783,0.02629,-0.0008424
"CANDIDATE",6467363,"K02840.01",371.6,402.8,3047,1110,3.153,0.0001272
"CANDIDATE",6467363,"K02840.02",156.1,159.1,1226,879,2.552,-0.0001176
"CANDIDATE",8758204,"K02841.01",29.78,23.66,143.2,289,3.349,0.0006367
"CANDIDATE",8733898,"K02842.01",453.4,428.7,2240,649,6.038,0.0002199
"CANDIDATE",8733898,"K02842.02",182.2,169,721.1,520,3.265,4.204e-05
"CANDIDATE",8733898,"K02842.03",109.9,75.03,390.9,436,4.733,-0.0003719
"FALSE POSITIVE",4858610,"K02844.01",502.4,590.2,3121,1160,31.44,-0.001895
"CANDIDATE",10591855,"K02845.01",859.9,1014,3756,998,1.736,-0.0004474
"FALSE POSITIVE",4832175,"K02846.01",1188,1243,6798,1230,26.63,-0.001097
"FALSE POSITIVE",12935144,"K02847.01",1216,1354,5206,1410,18.76,-0.001922
"CANDIDATE",7749773,"K02848.01",116.5,134.2,1431,894,2.044,-5.99e-05
"CANDIDATE",10064256,"K02849.01",232.9,248.7,1385,898,1.361,-0.0003529
"FALSE POSITIVE",4075015,"K02850.01",954.4,1035,4873,1640,19.66,-0.0005951
"CANDIDATE",6697605,"K02851.01",352.8,341.2,1232,1130,2.509,4.522e-05
"CANDIDATE",6697605,"K02851.02",853.4,866,3152,1580,2.197,3.044e-05
"CANDIDATE",6294819,"K02852.01",1672,1851,7071,2090,4.42,-0.0002192
"CANDIDATE",12602314,"K02853.01",949.4,1041,4194,1350,2.861,0.0001266
"FALSE POSITIVE",5513866,"K02854.01",1386,1716,7793,2000,7.509,0.0002206
"CANDIDATE",4547603,"K02855.01",961,1095,4035,1630,0.7352,-5.185e-05
"CANDIDATE",5688910,"K02856.01",42,20.2,218.7,667,1.897,-0.0001984
"CANDIDATE",6345732,"K02857.01",72.54,39.44,482.7,770,1.997,0.0001259
"CANDIDATE",6345732,"K02857.02",140.9,138.6,1218,1080,4.877,3.622e-05
"FALSE POSITIVE",6185496,"K02858.01",1101,1165,4445,1460,3.939,0.0008152
"CANDIDATE",10397751,"K02859.01",395.2,479.1,2120,1020,1.969,4.119e-05
"CANDIDATE",10397751,"K02859.02",616.3,668.4,3013,1220,-0.62,1.783e-05
"CANDIDATE",10397751,"K02859.03",198.7,211.9,1149,873,-1.653,-2.853e-06
"CANDIDATE",10397751,"K02859.04",347.7,433.2,1657,1080,0.091,7.022e-05
"CANDIDATE",10397751,"K02859.05",204.9,186.9,1153,944,-0.02608,-8.63e-05
"CANDIDATE",6606438,"K02860.01",26.73,6.051,139.4,416,5.159,-0.001552
"FALSE POSITIVE",7815931,"K02861.01",726.9,920.5,3051,1570,6.311,-7.555e-05
"CANDIDATE",6679295,"K02862.01",58.99,88.21,285,316,2.711,-0.0003351
"FALSE POSITIVE",3241557,"K02863.01",781.6,927.8,4288,1530,12.31,-4.062e-05
"FALSE POSITIVE",3957082,"K02864.01",370.9,505.1,4695,2580,81.06,-0.002497
"CANDIDATE",8681833,"K02865.01",1019,1055,5258,1660,-0.2661,1.026e-05
"CANDIDATE",4138951,"K02866.01",1034,1132,5046,1890,5.985,2.855e-05
"FALSE POSITIVE",9899181,"K02867.01",1024,1222,8303,1250,13.65,-1.003e-06
"FALSE POSITIVE",9899181,"K02867.02",59.29,58.45,1355,516,4.836,2.212e-06
"CANDIDATE",8884274,"K02868.01",125.9,110.5,725.6,738,2.23,9.76e-05
"CANDIDATE",7767162,"K02869.01",348.2,322,3416,1540,2.542,5.882e-05
"FALSE POSITIVE",4861791,"K02870.01",409.5,525.5,4018,1230,24.53,-0.00215
"CANDIDATE",10793172,"K02871.01",123.4,122.4,854,807,3.654,-0.0001462
"CANDIDATE",10793172,"K02871.02",251.5,262.2,1792,1060,0.1061,0.0001971
"FALSE POSITIVE",7136729,"K02872.01",454.9,391.2,2047,1080,111.4,-0.0007574
"FALSE POSITIVE",6364276,"K02873.01",325.2,450.4,5741,654,27.84,0.0003524
"CANDIDATE",9149789,"K02874.01",1899,2097,8211,1740,1.596,2.011e-05
"FALSE POSITIVE",12170648,"K02875.01",2223,2187,8809,1780,5.442,0
"FALSE POSITIVE",4367854,"K02876.01",171.4,141.2,882.6,836,3.268,0.0003169
"FALSE POSITIVE",4367854,"K02876.02",1405,1403,6504,1780,2.3,5.367e-05
"CANDIDATE",7019524,"K02877.01",267.4,324,2063,1040,2.011,6.53e-06
"CANDIDATE",5106313,"K02878.01",291.3,271.8,1355,956,3.731,-5.835e-05
"FALSE POSITIVE",7051984,"K02879.01",1963,2024,7544,2900,-1.051,-7.693e-05
"CANDIDATE",9825174,"K02880.01",1750,2056,7970,1870,5.024,-0.0001053
"FALSE POSITIVE",7812455,"K02881.01",1506,1893,7426,2160,19.49,0.001124
"FALSE POSITIVE",5642620,"K02882.01",873.9,939.6,3424,1200,1.699,6.741e-05
"FALSE POSITIVE",5642620,"K02882.02",872.3,986.7,3735,1200,0.06542,-3.107e-05
"CANDIDATE",5209845,"K02883.01",120.8,101.6,588.4,525,1.997,0.0001793
"FALSE POSITIVE",9652649,"K02884.01",552.4,583.4,6181,1230,26.12,0.0002864
"FALSE POSITIVE",11100670,"K02885.01",37.18,34.49,319.9,562,13.03,-0.001498
"CANDIDATE",6129524,"K02886.01",1282,1533,6905,1560,2.812,-0.0001242
"FALSE POSITIVE",3859363,"K02887.01",693.8,767.4,4170,1690,87.6,0.003817
"FALSE POSITIVE",12023078,"K02888.01",2132,2406,8674,3220,224.4,-0.006631
"FALSE POSITIVE",6364162,"K02889.01",334.8,506.8,6680,1150,33.06,0.0001931
"CANDIDATE",7463685,"K02890.01",160.7,123.2,1665,865,0.6082,0.0001414
"FALSE POSITIVE",10068024,"K02891.01",665.6,658.2,2689,1610,36.04,-0.0005536
"FALSE POSITIVE",9636563,"K02892.01",150.9,407.7,1300,728,136.9,0.02825
"FALSE POSITIVE",9520443,"K02893.01",1345,1648,6295,1430,36.65,0.01147
"CANDIDATE",6937402,"K02894.01",141.5,137.1,1564,786,0.2486,0.0002956
"FALSE POSITIVE",5475641,"K02895.01",1235,1265,8677,1430,181.9,0.02091
"FALSE POSITIVE",2853828,"K02896.01",1284,2196,6076,2340,23.12,4.941e-05
"FALSE POSITIVE",5817986,"K02897.01",2284,2903,10590,2050,167.3,0.02588
"CANDIDATE",11129258,"K02898.01",53.99,54.82,254.7,650,0.956,-0.0002476
"CANDIDATE",4939533,"K02899.01",193.2,198.1,1146,915,3.372,-0.0001314
"CANDIDATE",4846856,"K02900.01",32.47,8.703,210.2,423,2.713,0.0004495
"FALSE POSITIVE",9366886,"K02901.01",2103,1925,7452,1360,14.18,0.0003435
"FALSE POSITIVE",3657176,"K02903.01",72.33,89.89,329.5,724,23.08,-0.0003038
"CANDIDATE",3969687,"K02904.01",95.24,66.65,1485,959,0.6166,6.345e-06
"FALSE POSITIVE",9369366,"K02905.01",44.55,92.61,316.4,1020,32.05,-0.0002254
"CANDIDATE",6716545,"K02906.01",107.5,82.59,1386,928,4.188,-0.0001767
"CANDIDATE",6716545,"K02906.02",59.44,66.37,961.9,797,2.233,0.000145
"CANDIDATE",6716545,"K02906.03",14.26,14.17,168.5,424,-0.7802,0.0003555
"FALSE POSITIVE",2708885,"K02907.01",1136,1542,7446,1560,29.23,-0.00261
"FALSE POSITIVE",6612284,"K02908.01",907.8,1450,5216,1700,8.426,0.0007647
"FALSE POSITIVE",7461307,"K02909.01",1725,1936,8905,1890,15.76,-0.0002861
"CANDIDATE",4483138,"K02910.01",79.04,69.5,456.8,608,3.267,0.0007889
"FALSE POSITIVE",5471202,"K02911.01",142.3,197.2,3629,830,30.41,0.000198
"FALSE POSITIVE",9640439,"K02912.01",1295,1388,5513,2150,1.51,0.0001744
"CANDIDATE",9693006,"K02913.01",467.1,438.1,3242,1420,0.702,-6.158e-05
"CANDIDATE",6837283,"K02914.01",73.07,80.96,1273,1110,7.018,5.878e-05
"CANDIDATE",5613821,"K02915.01",268,239.5,1482,998,-1.884,-9.807e-05
"FALSE POSITIVE",7269881,"K02916.01",2157,2374,8970,1700,4.753,-0.000138
"FALSE POSITIVE",3228945,"K02917.01",1546,1451,8642,2190,11.63,0.0001841
"FALSE POSITIVE",7008149,"K02918.01",2270,4021,12110,1810,21.96,0.004104
"CANDIDATE",10332213,"K02919.01",541.5,567,3308,1210,4.899,-9.987e-05
"CANDIDATE",7090524,"K02920.01",208.6,232.9,2075,1010,2.189,0.0001664
"CANDIDATE",6842807,"K02921.01",69.49,63.03,471.4,604,1.372,-0.0005738
"FALSE POSITIVE",4381282,"K02922.01",1061,1069,4378,1430,16.23,-0.0009808
"CANDIDATE",9815053,"K02923.01",242,234,943.2,835,5.801,0.0002619
"CANDIDATE",7609553,"K02924.01",589.9,577.5,2291,1120,-0.8421,0.0001008
"CANDIDATE",7609553,"K02924.02",134.9,124.4,551.4,715,-0.674,0.0008125
"CANDIDATE",6974658,"K02925.01",1846,2019,7318,2030,3.242,1.616e-06
"CANDIDATE",10122538,"K02926.01",118.8,126.2,488.4,566,0.3557,8.637e-06
"CANDIDATE",10122538,"K02926.02",62.53,55.39,284.9,434,1.45,-0.0003504
"CANDIDATE",10122538,"K02926.03",43.08,27.89,168,363,2.401,-0.0001236
"CANDIDATE",10122538,"K02926.04",23.12,22.24,123,299,4.375,0.001127
"CANDIDATE",10122538,"K02926.05",15.71,11.16,31.28,237,2.937,2.619e-05
"CANDIDATE",5787131,"K02927.01",63.93,39.18,563.3,674,3.616,-0.0006206
"FALSE POSITIVE",3230753,"K02928.01",90.02,106.3,955.1,597,24.67,-0.001864
"FALSE POSITIVE",8358012,"K02929.01",148.6,302.6,1103,729,56.58,0.003186
"FALSE POSITIVE",4664046,"K02930.01",933.5,939,5497,1430,13,-0.001022
"CANDIDATE",8611257,"K02931.01",28.42,9.79,179.3,301,1.643,0.001271
"FALSE POSITIVE",3861611,"K02932.01",234.4,309,1137,1150,43.82,0.0008922
"FALSE POSITIVE",12416987,"K02933.01",25.41,14.04,119.5,240,3.466,-0.0004887
"FALSE POSITIVE",10964265,"K02934.01",780.5,864.5,4120,2330,15.59,0.0008063
"CANDIDATE",8259713,"K02935.01",53.99,57.99,677.1,681,-1.771,0.0002067
"CANDIDATE",10880507,"K02936.01",169.6,143.8,1091,934,2.937,0.0001282
"FALSE POSITIVE",9837578,"K02937.01",6863000,658500,3321000,661,199.6,0.1395
"FALSE POSITIVE",7821010,"K02938.01",239300000,61120000,234400000,794,407.4,0
"FALSE POSITIVE",5473556,"K02939.01",13260000,3046000,17080000,1080,1260,0.0159
"FALSE POSITIVE",9532424,"K02941.01",322,392.6,1289,1170,73.69,0.001278
"CANDIDATE",4385148,"K02942.01",76.08,45.62,682.3,699,6.143,-0.0004917
"CANDIDATE",4385148,"K02942.02",43.5,40.2,224.1,580,1.277,-0.0007773
"CANDIDATE",9838468,"K02943.01",38.06,24.34,464.8,513,3.975,-0.0001568
"FALSE POSITIVE",6781548,"K02944.01",108.5,447.9,813.3,864,53.69,0.03669
"CANDIDATE",8617363,"K02945.01",82.69,92.16,401.2,626,2.61,0.001058
"CANDIDATE",9642292,"K02946.01",102.6,114.9,747,714,5.145,0.0003105
"CANDIDATE",6356692,"K02948.01",131.4,143.9,1157,886,3.314,2.404e-06
"CANDIDATE",6026737,"K02949.01",108.8,114.3,1127,985,-1.685,-5.228e-05
"CANDIDATE",6026737,"K02949.02",248.2,249.1,1780,1370,2.297,-8.148e-05
"FALSE POSITIVE",6028860,"K02950.01",1482,1870,14340,1700,15.15,0.0001769
"CANDIDATE",4991208,"K02951.01",431.1,379.9,1968,1250,1.326,9.95e-06
"FALSE POSITIVE",8243283,"K02952.01",635.2,797.1,3985,1520,16.4,0.0007757
"FALSE POSITIVE",6778019,"K02953.01",1417,1562,5508,1990,12.86,-0.0003765
"FALSE POSITIVE",4571536,"K02954.01",1278,1452,5464,1740,5.273,0.0003136
"FALSE POSITIVE",5108946,"K02955.01",1803,2137,8166,2390,4.157,-0.0001027
"CANDIDATE",8801316,"K02956.01",345.6,360.3,3624,1950,4.028,-2.001e-05
"CANDIDATE",10904004,"K02957.01",290.3,335.3,1994,833,1.488,-0.0001761
"CANDIDATE",10597693,"K02958.01",60.77,38.19,370,634,4.091,-0.0002442
"CANDIDATE",7466270,"K02959.01",90.03,84.61,471.5,455,0.06586,-0.001139
"FALSE POSITIVE",10876237,"K02960.01",377.9,657.1,1669,1960,29.09,-0.0008291
"CANDIDATE",10471515,"K02961.01",353.6,345.9,2401,1310,5.836,9.946e-06
"CANDIDATE",4935172,"K02962.01",506.7,550.9,2616,1510,3.957,-3.626e-05
"CANDIDATE",8760040,"K02963.01",91.07,67.51,840.3,787,0.3724,-4.034e-05
"CANDIDATE",8760040,"K02963.02",181.3,223.1,1068,1060,2.602,-0.0001499
"CANDIDATE",10098844,"K02964.01",39.07,54.01,557,551,5.739,9.819e-05
"FALSE POSITIVE",10098844,"K02964.02",33.91,30.86,602.9,610,-0.03496,-0.0001417
"FALSE POSITIVE",8429415,"K02965.01",987.9,1442,7379,2450,16.37,-0.0001712
"FALSE POSITIVE",5014903,"K02966.01",142.9,148.9,588.3,900,5.567,0.0005631
"CANDIDATE",5980783,"K02967.01",52.93,26.67,481.8,493,2.464,0.001055
"CANDIDATE",8873090,"K02968.01",138.9,143.3,1625,1390,0.9147,2.61e-05
"FALSE POSITIVE",8560804,"K02969.01",88.34,50.59,812.8,757,40.36,-0.0001236
"CANDIDATE",5450893,"K02970.01",289.8,257.1,1774,1330,3.298,-3.338e-06
"CANDIDATE",4770174,"K02971.01",226.8,221.9,2307,1260,3.527,2.194e-05
"CANDIDATE",4770174,"K02971.02",36.04,34.82,603,725,1.62,-6.083e-05
"CANDIDATE",8949925,"K02972.01",96.67,101.1,930.7,850,1.495,-0.0001051
"FALSE POSITIVE",8949925,"K02972.02",29.41,29.19,392.7,579,1.54,-0.0001987
"FALSE POSITIVE",5091016,"K02973.01",235.3,295.5,1591,1120,110.8,-0.01078
"FALSE POSITIVE",6948480,"K02975.01",24.83,6.041,60.57,327,2.583,0.0006775
"CANDIDATE",6438099,"K02976.01",73.84,59.1,243.6,503,2.596,-0.001193
"CANDIDATE",11090556,"K02977.01",488.8,464.4,3819,1510,1.134,3.744e-05
"CANDIDATE",11090556,"K02977.02",284.1,296,2157,1320,4.236,3.626e-05
"FALSE POSITIVE",10686814,"K02978.01",418.9,402,3141,844,22.54,-0.0002248
"FALSE POSITIVE",2720514,"K02979.01",975.8,1315,4184,1840,30.53,-0.0007771
"CANDIDATE",9468551,"K02980.01",699.5,709.3,3573,1610,3.996,0.0002029
"CANDIDATE",9076971,"K02981.01",134.8,131.1,757.7,726,0.6632,-0.0007531
"CANDIDATE",8360640,"K02982.01",339.9,313.2,1149,1020,3.362,-0.0001352
"FALSE POSITIVE",5695904,"K02983.01",1582,1779,6956,843,71.2,0.001313
"CANDIDATE",7918652,"K02984.01",125.2,138.1,1230,976,6.683,0.0001259
"FALSE POSITIVE",8847111,"K02985.01",2303,2766,9978,2400,22.64,-0.0006398
"FALSE POSITIVE",4568298,"K02986.01",1883,2260,10490,2050,14.18,4.57e-05
"FALSE POSITIVE",4374339,"K02987.01",1070,1207,4416,3260,28.73,0.0007126
"CANDIDATE",6636320,"K02989.01",226.8,260.5,1457,823,3.073,0.0002649
"CANDIDATE",5520547,"K02990.01",137.1,124.9,1053,809,1.219,-0.0001042
"FALSE POSITIVE",4848424,"K02991.01",728.3,818.7,4675,1230,25.06,-0.0003459
"CANDIDATE",8509442,"K02992.01",30.63,34.36,166.4,233,0.9167,-0.0008268
"FALSE POSITIVE",11304987,"K02993.01",1936,2794,11650,2050,29.17,0.003531
"CANDIDATE",11244137,"K02994.01",658.7,756.3,4983,1790,0.5411,1.689e-06
"CANDIDATE",3848275,"K02995.01",259.2,263.9,1729,1240,2.776,0.0003614
"CANDIDATE",12021625,"K02996.01",92.34,73.11,553.5,596,4.015,-0.0006592
"FALSE POSITIVE",9777256,"K02997.01",590.5,827.5,5064,1750,4.301,-0.0003196
"CANDIDATE",4175630,"K02998.01",64.96,45.75,481.5,565,0.4557,-0.0005242
"FALSE POSITIVE",7433585,"K02999.01",2439,2935,13940,2240,21.75,0.0007992
"FALSE POSITIVE",5702939,"K03000.01",91.18,88.16,565.9,686,12.35,0.001225
"FALSE POSITIVE",11709423,"K03001.01",1491,1849,7318,1710,45.82,0.003453
"CANDIDATE",3852655,"K03002.01",128,149.2,910.6,855,3.96,1.09e-05
"FALSE POSITIVE",11255231,"K03003.01",87.99,83.49,762.6,780,5.474,0.0005418
"CANDIDATE",6103377,"K03004.01",26.66,9.341,193.5,826,-0.561,-0.0001942
"CANDIDATE",6103377,"K03004.02",50.79,63.05,332.5,1170,-0.9184,-0.0001434
"FALSE POSITIVE",3747262,"K03005.01",1017,1198,3973,2830,23.38,0.0002687
"CANDIDATE",8758136,"K03006.01",1298,1863,8805,1890,9.141,-0.0003437
"CANDIDATE",10190075,"K03007.01",125.6,131.2,777.8,782,-1.483,-0.0001395
"CANDIDATE",9070666,"K03008.01",126.4,120.8,1432,1620,1.65,2.057e-07
"CANDIDATE",12405333,"K03009.01",1731,1830,8527,1730,1.207,-8.589e-05
"CANDIDATE",3642335,"K03010.01",35.63,16.39,199.7,244,3.406,-0.000963
"FALSE POSITIVE",3328052,"K03011.01",551.6,665.6,5757,1520,24.94,0.0005658
"FALSE POSITIVE",7109851,"K03012.01",1244,1456,5331,2540,8.927,-0.0002221
"CANDIDATE",11565544,"K03013.01",359.6,397.6,1512,1080,2.544,-0.0002284
"CANDIDATE",7347246,"K03014.01",36.98,12.12,197.2,441,0.09091,-0.0004359
"CANDIDATE",11403530,"K03015.01",377.4,487.7,3149,1400,0.6722,-7.189e-05
"FALSE POSITIVE",10617638,"K03016.01",1492,1759,7997,2100,31.84,0.001161
"CANDIDATE",12072872,"K03017.01",538.3,529.6,2719,1390,3.511,5.669e-05
"FALSE POSITIVE",7906671,"K03018.01",52.27,88.12,282.4,517,12.87,-0.001191
"CANDIDATE",8709688,"K03019.01",332.1,334.5,1965,1190,0.5228,-0.000147
"CANDIDATE",8709688,"K03019.02",603.4,675.9,3449,1520,1.289,1.283e-05
"CANDIDATE",8241079,"K03020.01",134.4,124.4,1175,1110,0.6394,-0.000155
"FALSE POSITIVE",3348285,"K03021.01",1656,1570,5489,2130,19.88,-0.00059
"CANDIDATE",11618601,"K03022.01",483.2,482.6,2750,1230,2.534,-7.994e-05
"CANDIDATE",11618601,"K03022.02",243.6,268,1382,1010,1.832,-0.0001045
"FALSE POSITIVE",7732285,"K03023.01",370.9,1005,2842,1640,0.2205,-0.0001137
"CANDIDATE",9716391,"K03025.01",95.21,77.22,699,661,2.543,-0.0005586
"CANDIDATE",6929841,"K03026.01",305.3,323.2,1102,1030,2.154,-0.0004535
"CANDIDATE",11137180,"K03027.01",232.2,215,795.4,789,0.828,0.0001855
"FALSE POSITIVE",9838804,"K03028.01",849.3,1243,6698,1460,14.55,-1.503e-05
"CANDIDATE",5903749,"K03029.01",78.08,75.62,457.7,638,1.803,-0.0005862
"CANDIDATE",5903749,"K03029.02",206.1,186.5,1394,919,3.286,0.0001093
"FALSE POSITIVE",5524881,"K03030.01",163.6,225.4,1593,1040,4.868,0.0001253
"CANDIDATE",6949898,"K03031.01",177,187.1,1080,840,3.361,-0.0002932
"CANDIDATE",10585738,"K03032.01",1666,1904,7270,1850,5.172,0.0001234
"FALSE POSITIVE",7186665,"K03033.01",179.2,278.4,1498,921,6.842,0.0003604
"CANDIDATE",2973386,"K03034.01",55.11,71.14,239.9,291,3.213,-0.0003211
"FALSE POSITIVE",6388770,"K03035.01",80,49.35,2057,818,-0.9493,4.863e-05
"FALSE POSITIVE",5217891,"K03036.01",36.57,30.93,288.4,294,18.66,-0.001302
"CANDIDATE",6593150,"K03037.01",255.7,218.2,1902,927,2.58,0.0001384
"CANDIDATE",8051946,"K03038.01",892.3,954.7,6323,1870,1.924,-2.159e-05
"CANDIDATE",5445681,"K03039.01",82.39,114.9,1216,695,-0.32,4.869e-06
"CANDIDATE",6357290,"K03040.01",251.8,225.6,1063,1080,0.508,-0.0001708
"CANDIDATE",4072955,"K03041.01",221.9,208.5,1278,1180,-1.469,-3.338e-05
"CANDIDATE",8695311,"K03042.01",50.54,48.47,484,595,0.9853,0.0002818
"CANDIDATE",9834731,"K03043.01",432.1,429.9,3283,1360,-0.309,6.983e-05
"FALSE POSITIVE",9153554,"K03044.01",1731,2026,7501,1980,9.509,-0.001768
"CANDIDATE",5092266,"K03045.01",43.2,22.31,278.2,536,3.003,0.0005104
"FALSE POSITIVE",9301506,"K03047.01",1860,2066,7533,1730,13.12,-0.0004891
"CANDIDATE",9714550,"K03048.01",293.2,325.8,1482,958,2.449,5.117e-05
"CANDIDATE",6263593,"K03049.01",53.16,44.89,334.9,419,3.354,-1.537e-05
"CANDIDATE",5475042,"K03050.01",1063,1213,5933,1490,0.8682,-5.881e-05
"CANDIDATE",8827575,"K03052.01",142.9,105.8,946.2,736,2.195,3.406e-05
"CANDIDATE",8827575,"K03052.02",92.1,95.2,639.8,638,0.2084,-0.0001814
"CANDIDATE",2716801,"K03053.01",45.24,41.34,382,510,2.021,0.0005187
"CANDIDATE",2716801,"K03053.02",132.1,97.57,887.5,841,3.494,-0.0004789
"FALSE POSITIVE",6461850,"K03054.01",2065,2498,9094,1720,15.41,0.001767
"FALSE POSITIVE",7281454,"K03055.01",2333,2531,12120,1550,3.474,-5.314e-05
"CANDIDATE",7216284,"K03056.01",211.7,234,1372,806,-0.3604,-0.0002745
"CANDIDATE",3234843,"K03057.01",60.8,51.39,483.6,557,1.277,0.002132
"CANDIDATE",3234843,"K03057.02",128.7,108.6,747.3,785,5.68,-0.0001893
"FALSE POSITIVE",8192911,"K03058.01",159.6,160.3,1105,751,2.609,-0.0004881
"FALSE POSITIVE",10554967,"K03059.01",1275,1588,6095,1970,11.21,0.001451
"CANDIDATE",11019987,"K03060.01",159.4,157.7,1660,1210,3.093,-9.593e-06
"CANDIDATE",4857058,"K03061.01",192,186.8,699.1,807,4.403,-0.0002875
"FALSE POSITIVE",4857058,"K03061.02",21.55,17.79,204.4,367,5.14,0.000276
"FALSE POSITIVE",7613246,"K03062.01",1708,2019,7431,1920,14.2,0.0003805
"CANDIDATE",10924562,"K03063.01",65.62,52.8,879.3,833,3.396,0.0005388
"FALSE POSITIVE",9899505,"K03064.01",852.2,952.1,4172,1700,19.55,0.0009121
"CANDIDATE",5040077,"K03065.01",704.4,727.8,2562,1810,3.8,0.0001647
"CANDIDATE",4067925,"K03066.01",55.2,37.3,303.2,506,2.048,0.0002641
"FALSE POSITIVE",4847782,"K03067.01",50.22,48.47,700.4,438,13.65,-0.001138
"CANDIDATE",3230805,"K03068.01",353.7,390.6,2072,851,2.394,0.0003363
"CANDIDATE",3230805,"K03068.02",188.1,171.3,788.1,713,-0.1454,0.000163
"CANDIDATE",4676964,"K03069.01",41.44,33.83,565.3,539,1.329,0.0001661
"FALSE POSITIVE",6072593,"K03070.01",268.6,315.6,1377,1150,27.68,-0.002811
"CANDIDATE",5865654,"K03071.01",63.21,87.61,490.4,741,1.848,-0.0002993
"FALSE POSITIVE",3219643,"K03072.01",70.15,94.63,440.2,526,2.498,8.123e-05
"CANDIDATE",8546542,"K03073.01",189.1,197.5,717.8,818,4.115,0.0003517
"FALSE POSITIVE",8197560,"K03074.01",847.1,963.9,3215,1500,10.71,0.002164
"CANDIDATE",3328080,"K03075.01",290.2,322.5,1530,1170,6.133,4.926e-05
