"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_prao"
"CANDIDATE",10227020,"K00730.03",96.49,80.22,957.8,947,1.633,0.0001536
"CANDIDATE",10227020,"K00730.04",141.2,119.4,1310,1040,5.314,4.733e-05
"FALSE POSITIVE",10259031,"K00731.01",967.2,9072,10110,886,221.8,0.01989
"CANDIDATE",10265898,"K00732.01",1073,1515,11630,1570,11.8,-0.0001407
"CANDIDATE",10265898,"K00732.02",219.5,263.7,1515,975,2.417,7.938e-05
"CANDIDATE",10265898,"K00732.03",303.4,396.2,1271,1140,-0.664,0.0001069
"CANDIDATE",10271806,"K00733.01",544.3,341.2,1530,758,7.955,-3.617e-05
"CANDIDATE",10271806,"K00733.02",223.1,122.5,800.7,610,7.807,5.137e-05
"CANDIDATE",10271806,"K00733.03",423,431.4,2273,937,-0.1422,0.000201
"CANDIDATE",10271806,"K00733.04",76.49,66.59,349,517,3.046,-0.0005574
"CANDIDATE",10272442,"K00734.01",242.1,138.2,1115,616,5.294,-0.0001853
"CANDIDATE",10272442,"K00734.02",27.94,13.68,105.2,434,1.201,0.0003537
"CANDIDATE",10287242,"K00735.01",193.7,337.1,832,526,4.948,-0.0004362
"CANDIDATE",10340423,"K00736.01",174.2,115,569.2,412,3.119,-0.0004108
"CANDIDATE",10340423,"K00736.02",223.8,195.9,1117,579,2.266,0.000522
"FALSE POSITIVE",10345478,"K00737.01",1106,597.5,1348,608,16.74,-5.608e-05
"CANDIDATE",10358759,"K00738.01",255.7,199.3,1247,778,1.139,0.0001539
"CANDIDATE",10358759,"K00738.02",146.6,109.6,1089,715,4.625,0.0001774
"CANDIDATE",10386984,"K00739.01",1315,1221,4665,872,11.47,0.0001706
"CANDIDATE",10395381,"K00740.01",162.1,103.7,737,513,-0.147,-0.0008703
"FALSE POSITIVE",10418797,"K00741.01",97290,32850,50290,602,100.3,-0.006462
"FALSE POSITIVE",10419211,"K00742.01",32620,8377,16710,753,70.43,1.263e-05
"FALSE POSITIVE",10464078,"K00743.01",6994,1728,10130,523,41.71,-0.0003808
"FALSE POSITIVE",10480982,"K00744.01",377500,24770,103600,698,199.9,-0.0005066
"FALSE POSITIVE",10480982,"K00744.02",505.1,469.5,3995,1470,18.7,0.0003049
"FALSE POSITIVE",10485250,"K00745.01",4316,1157,7179,595,29.04,0.000746
"CANDIDATE",10526549,"K00746.01",634.3,237.5,1452,649,5.996,0.0003377
"CANDIDATE",10583066,"K00747.01",524.8,349.1,1166,679,10.96,-0.0001748
"FALSE POSITIVE",10583180,"K00748.01",599.9,588.5,4166,1070,29.94,0.0004651
"CANDIDATE",10601284,"K00749.01",473,337.7,1962,920,2.142,0.0005461
"CANDIDATE",10601284,"K00749.02",350.2,370.2,1899,1020,-0.6534,-8.195e-05
"CANDIDATE",10601284,"K00749.03",138.2,143.7,1011,800,0.07649,-0.0007179
"CANDIDATE",10662202,"K00750.01",116.3,70.83,478.1,530,3.725,-0.0006366
"CANDIDATE",10662202,"K00750.02",264.9,258.2,982.2,862,6.217,-6.039e-05
"CANDIDATE",10662202,"K00750.03",85.93,88.4,495.6,606,3.088,0.0006339
"CANDIDATE",10682541,"K00751.01",264.9,223.1,1095,917,6.175,1.601e-05
"CANDIDATE",10797460,"K00752.01",209.8,160.4,1011,793,3.223,-0.0002042
"CANDIDATE",10797460,"K00752.02",57.1,60.84,258.2,443,-3.285,0.0006591
"FALSE POSITIVE",10811496,"K00753.01",2632,319.4,2994,639,21.21,0.0006529
"FALSE POSITIVE",10848459,"K00754.01",25060,9645,16540,1400,37.7,0.003022
"CANDIDATE",10854555,"K00755.01",619,645.3,2313,1410,2.216,7.735e-05
"CANDIDATE",10872983,"K00756.01",395.4,184.2,1124,835,8.615,3.553e-05
"CANDIDATE",10872983,"K00756.02",343.5,323.6,2065,1160,4.802,-0.000159
"CANDIDATE",10872983,"K00756.03",351.5,458,2183,1360,-0.5092,-4e-05
"CANDIDATE",10910878,"K00757.01",1593,161.6,1170,601,21.91,0.0002628
"CANDIDATE",10910878,"K00757.02",150.2,41.44,580.8,439,4.002,0.001115
"CANDIDATE",10910878,"K00757.03",282.1,187.7,1037,823,5.19,0.0004233
"CANDIDATE",10987985,"K00758.01",152.6,99.36,720,594,3.528,-2.071e-05
"CANDIDATE",11018648,"K00759.01",353.4,138.7,1211,507,9.804,0.0007855
"CANDIDATE",11018648,"K00759.02",27.21,5.453,184.3,359,1.587,0.0004113
"CANDIDATE",11138155,"K00760.01",38000,9125,16880,1100,58.61,0.0001057
"FALSE POSITIVE",11152159,"K00761.01",549.8,620.9,2718,1220,63.67,-0.006079
"CANDIDATE",11153539,"K00762.01",291.5,277.6,2009,1130,5.497,-0.00024
"FALSE POSITIVE",11242721,"K00763.01",21350,2799,6351,730,44.11,0.0002051
"CANDIDATE",11304958,"K00764.01",1331,396.1,1317,516,16.95,-0.0002218
"CANDIDATE",11391957,"K00765.01",249.7,166,918.8,790,1.593,-0.0002519
"CANDIDATE",11403044,"K00766.01",1311,717.1,2786,1240,13.03,-0.0001224
"CANDIDATE",11414511,"K00767.01",138100,34230,70240,1220,199,-0.0003407
"FALSE POSITIVE",11442465,"K00768.01",2934,1753,3163,431,53.44,-0.02468
"CANDIDATE",11460018,"K00769.01",588.4,435.4,2416,1010,11.34,0.0007337
"FALSE POSITIVE",11463211,"K00770.01",2685,2479,6860,1450,29.31,-0.001738
"FALSE POSITIVE",11465813,"K00771.01",1255,317.6,1488,196,15.29,0.01749
"FALSE POSITIVE",11493732,"K00772.01",458.5,379.8,628,506,4.663,0.001003
"CANDIDATE",11507101,"K00773.01",133,59.44,450.5,529,3.892,0.0006653
"FALSE POSITIVE",11656840,"K00774.01",82080,28800,41570,967,127.2,0.01282
"CANDIDATE",11754553,"K00775.01",291.3,226.2,949,554,8.391,0.0003156
"CANDIDATE",11754553,"K00775.02",130.6,68.6,520.2,434,4.36,0.0006006
"CANDIDATE",11754553,"K00775.03",57.55,42.54,178.3,332,5.749,-0.0001414
"CANDIDATE",11812062,"K00776.01",10970,3075,6994,1020,35.95,0.0005658
"CANDIDATE",11818800,"K00777.01",672.6,212.9,741,468,9.479,0.0005993
"CANDIDATE",11853255,"K00778.01",565.2,504.4,2453,822,7.816,-0.0002447
"FALSE POSITIVE",11909839,"K00779.01",39250,16940,23420,833,124.3,-0.0002467
"CANDIDATE",11918099,"K00780.01",993.2,810.7,3320,1070,8.051,6.033e-05
"CANDIDATE",11918099,"K00780.02",168.6,209.3,808.7,735,0.8439,0.0001624
"CANDIDATE",11923270,"K00781.01",475.8,174,786,396,8.97,-0.0002919
"CANDIDATE",11960862,"K00782.01",3864,1187,3944,1020,32.27,0.0004358
"CANDIDATE",12020329,"K00783.01",4374,1467,6087,833,31.8,0.0006557
"CANDIDATE",12066335,"K00784.01",141.1,80.4,523.8,393,5.914,-0.0007601
"CANDIDATE",12066335,"K00784.02",176.4,151.1,641.8,488,3.481,0.0005277
"CANDIDATE",12070811,"K00785.01",200.2,141.4,858.8,677,4.309,0.0001935
"CANDIDATE",12110942,"K00786.01",444.8,407.9,2301,1150,7.471,0.0001686
"CANDIDATE",12366084,"K00787.01",633.7,358,2405,1100,10.35,0.0005042
"CANDIDATE",12366084,"K00787.02",190.3,129.3,773.1,806,4.787,-0.0004112
"CANDIDATE",12366084,"K00787.03",1950,2116,8076,2160,0.275,-0.0002107
"CANDIDATE",12404086,"K00788.01",210.6,71.76,488.8,489,7.979,0.0003722
"CANDIDATE",12470844,"K00790.01",305.2,166.8,1165,752,7.726,-0.0004791
"CANDIDATE",12470844,"K00790.02",37.4,38.56,222.9,391,3.168,0.0007018
"CANDIDATE",12644822,"K00791.01",3453,1348,3144,754,37.4,0.001172
"FALSE POSITIVE",2440757,"K00792.01",982.1,1432,3752,1920,21.75,-0.000206
"FALSE POSITIVE",2445129,"K00793.01",241.2,691.4,1338,877,43.17,-0.006972
"CANDIDATE",2713049,"K00794.01",627.2,568.3,3155,1330,4.488,3.391e-05
"CANDIDATE",3114167,"K00795.01",393.8,227.9,1007,812,10.63,0.0001981
"FALSE POSITIVE",3114661,"K00796.01",6404,68220,217200,1460,551.2,-0.04777
"CANDIDATE",3115833,"K00797.01",2462,728.5,1650,813,24.01,0.0008078
"FALSE POSITIVE",3120431,"K00798.01",875.8,1571,6336,1300,28.01,0.003484
"CANDIDATE",3246984,"K00799.01",881.8,1178,7008,1550,14.94,-1.773e-05
"CANDIDATE",3342970,"K00800.01",731.7,671.4,3726,1420,12.24,-0.0003685
"CANDIDATE",3342970,"K00800.02",304.3,198.1,1280,1030,9.22,-0.0001094
"CANDIDATE",3351888,"K00801.01",41660,10990,103800,1580,23.69,-0.001345
"CANDIDATE",3453214,"K00802.01",9916,1710,4141,643,33.14,-0.0108
"FALSE POSITIVE",3554600,"K00803.01",146.6,214.6,1733,838,18.88,0
"CANDIDATE",3641726,"K00804.01",362.3,209.3,1119,758,7.011,-0.0003815
"FALSE POSITIVE",3734868,"K00805.01",21870,7449,21230,843,102.5,0.001007
"CANDIDATE",3832474,"K00806.01",7018,1534,9691,412,51.87,0.001074
"CANDIDATE",3832474,"K00806.02",896.5,87.4,2555,309,12.28,-0.0003323
"FALSE POSITIVE",3836375,"K00807.01",940.1,2228,6385,1470,33.05,0.001675
"FALSE POSITIVE",3838486,"K00808.01",550.3,682.6,5111,919,241.1,-0.07562
"CANDIDATE",3935914,"K00809.01",81110,23060,49110,1540,193.6,-0.0009209
"CANDIDATE",3940418,"K00810.01",598.2,427,1838,886,8.848,-0.0002188
"CANDIDATE",4049131,"K00811.01",469.8,258.9,855.5,518,9.761,0.0001275
"CANDIDATE",4139816,"K00812.01",737.6,511.2,2268,656,10.73,0.0005299
"CANDIDATE",4139816,"K00812.02",118.7,66.5,403.9,361,4.879,-0.001244
"CANDIDATE",4139816,"K00812.03",52.84,45.03,197.8,273,5.244,-0.0004438
"CANDIDATE",4139816,"K00812.04",163.7,155.5,765.8,494,0.04705,-0.0007103
"CANDIDATE",4275191,"K00813.01",11510,3860,6582,1010,39.72,0.002112
"CANDIDATE",4476123,"K00814.01",104.8,86.86,494.7,536,2.451,0.000156
"CANDIDATE",4544670,"K00815.01",504.2,129.9,354.1,511,15.08,-0.001205
"CANDIDATE",4664847,"K00816.01",1153,258.7,1328,964,13.86,0.0005415
"CANDIDATE",4725681,"K00817.01",84.47,54.81,360.3,329,3.987,0.000683
"CANDIDATE",4725681,"K00817.02",139.6,130.1,439.7,469,1.421,0.0001297
"CANDIDATE",4913852,"K00818.01",382,202.9,899.5,460,7.803,0.0003266
"FALSE POSITIVE",4932348,"K00819.01",253000,79380,147000,500,46.84,0.03298
"FALSE POSITIVE",4936180,"K00820.01",1670,494,3210,1160,16.73,-9.48e-05
"CANDIDATE",5021899,"K00821.01",133,62.4,535.8,639,5.293,0.0001615
"FALSE POSITIVE",5077629,"K00822.01",11810,2955,5444,815,57.6,0.0003238
"CANDIDATE",5164255,"K00824.01",2437,939.1,1689,600,26.28,-0.0008236
"CANDIDATE",5252423,"K00825.01",233.9,190.8,898.5,688,6.534,0.0003788
"CANDIDATE",5252423,"K00825.02",225.9,184.2,1147,824,-0.431,-0.0002604
"CANDIDATE",5272878,"K00826.01",557,375.3,1693,915,8.752,-1.068e-05
"FALSE POSITIVE",5283542,"K00827.01",356.1,269.6,1155,1050,4.099,9.124e-05
"FALSE POSITIVE",5287983,"K00828.01",681.2,847.1,2351,1330,29.68,-0.002
"CANDIDATE",5358241,"K00829.01",193.7,177,977.4,701,3.876,-0.0006846
"CANDIDATE",5358241,"K00829.02",133.8,42.96,392,551,5.801,-0.001012
"CANDIDATE",5358241,"K00829.03",177.3,155.6,1458,871,5.375,-0.0001336
"CANDIDATE",5358624,"K00830.01",358000,107200,190700,975,126.7,-0.001957
"FALSE POSITIVE",5370302,"K00831.01",107900,25790,41110,1100,127.5,0.002916
"FALSE POSITIVE",5372966,"K00832.01",228600,33320,104000,797,179.3,-0.002185
"FALSE POSITIVE",5376067,"K00833.01",1372,537.6,1951,1130,17.45,-0.0001682
"CANDIDATE",5436502,"K00834.01",2770,490.1,1904,732,21.89,-5.821e-05
"CANDIDATE",5436502,"K00834.02",194,148.2,1842,888,5.382,-0.0002297
"CANDIDATE",5436502,"K00834.03",256.3,221.1,2178,1150,5.1,0.000133
"CANDIDATE",5436502,"K00834.04",40.83,25.44,344.1,568,2.192,-0.0001423
"CANDIDATE",5436502,"K00834.05",506.4,578.2,3923,1640,5.506,0.000137
"CANDIDATE",5456651,"K00835.01",235,223.5,905.5,616,5.438,-0.0006155
"CANDIDATE",5456651,"K00835.02",43.65,36.79,186.4,366,5.746,-0.0004133
"FALSE POSITIVE",5481416,"K00836.01",736.1,1155,3452,1010,84.18,-0.024
"CANDIDATE",5531576,"K00837.01",257,217.1,1030,696,4.843,0.0003026
"CANDIDATE",5531576,"K00837.02",333.1,367.3,1720,865,5.203,-1.251e-05
"FALSE POSITIVE",5534814,"K00838.01",7049,2424,4617,1110,33.04,0.0006757
"FALSE POSITIVE",5649215,"K00839.01",1458,10800,13840,1260,303.3,0.07152
"CANDIDATE",5651104,"K00840.01",33320,15830,25400,1020,77.71,-0.003483
"CANDIDATE",5792202,"K00841.01",894.3,350.1,1327,481,14.44,0.001676
"CANDIDATE",5792202,"K00841.02",619.7,135.6,1074,610,12.26,0.001621
"CANDIDATE",5792202,"K00841.03",239.1,173.5,1273,810,3.288,0.0004126
"FALSE POSITIVE",5792202,"K00841.04",13.47,1.81,96.36,235,1.82,-9.502e-05
"FALSE POSITIVE",5792202,"K00841.05",7.479,0.1377,59,191,4.313,0.0008979
"CANDIDATE",5794379,"K00842.01",280.5,144.1,773.4,562,4.034,-0.0001251
"CANDIDATE",5794379,"K00842.02",182.9,125,677.4,397,2.777,-0.0002012
"CANDIDATE",5881688,"K00843.01",5282,1409,4153,1230,27.72,0.0002632
"CANDIDATE",6022556,"K00844.01",1092,540.8,2473,1150,16.13,-0.0002504
"CANDIDATE",6032497,"K00845.01",476.9,186.8,1202,727,4.876,0.0009652
"CANDIDATE",6061119,"K00846.01",42050,2988,8343,554,94.48,-0.0003583
"CANDIDATE",6191521,"K00847.01",1360,788.7,1249,452,13.26,-0.0002263
"FALSE POSITIVE",6267425,"K00848.01",1602,6680,8386,955,174.7,-0.022
"CANDIDATE",6276477,"K00849.01",302.9,159,956.5,777,6.674,-0.0001317
"CANDIDATE",6291653,"K00850.01",19810,4919,8752,713,62.77,-4.507e-05
"CANDIDATE",6392727,"K00851.01",3440,966.9,3132,1040,29.15,-0.000388
"CANDIDATE",6422070,"K00852.01",350.9,283.8,2147,1120,3.675,-0.0002203
"CANDIDATE",6428700,"K00853.01",342,181.3,1145,742,4.688,2.264e-05
"CANDIDATE",6428700,"K00853.02",122.3,115.8,711.5,614,2.467,-6.637e-05
"CANDIDATE",6435936,"K00854.01",52.52,37.97,266.4,233,4.314,0.0007654
"CANDIDATE",6522242,"K00855.01",67530,3762,8972,453,75.54,0.009187
"CANDIDATE",6526710,"K00856.01",20630,11440,15500,552,65.65,-0.004916
"CANDIDATE",6587280,"K00857.01",410.1,259.8,1495,850,5.729,9.157e-05
"CANDIDATE",6587280,"K00857.02",58.36,51.49,184.4,559,0.5502,4.405e-05
"FALSE POSITIVE",6599919,"K00858.01",3355,1423,2507,733,29.89,-0.000656
"FALSE POSITIVE",6675056,"K00859.01",344.9,626.5,1574,668,188,-0.03841
"CANDIDATE",6685526,"K00861.01",660.2,701.2,3142,1160,5.36,-0.0001007
"FALSE POSITIVE",6756669,"K00862.01",252700,55110,97030,901,182.5,-0.0002603
"CANDIDATE",6784235,"K00863.01",725.8,661.4,3222,1220,7.977,-9.455e-05
"CANDIDATE",6849310,"K00864.01",781.2,401.7,2000,1040,8.734,-0.000135
"CANDIDATE",6849310,"K00864.02",136.8,76.17,594.3,622,4.301,-0.0003261
"CANDIDATE",6849310,"K00864.03",147.5,157,521.7,791,6.735,-5.228e-05
"CANDIDATE",6862328,"K00865.01",1995,1038,1526,366,19.26,0.004299
"FALSE POSITIVE",6862603,"K00866.01",703.7,1070,2584,1350,38.74,-6.019e-05
"CANDIDATE",6863998,"K00867.01",347.4,213.3,737.1,614,5.136,0.0002241
"CANDIDATE",6867155,"K00868.01",7275,715.9,4930,188,22.11,-0.004091
"CANDIDATE",6948054,"K00869.01",345.1,244,1268,753,5.8,-8.104e-05
"CANDIDATE",6948054,"K00869.02",107,47,588.3,445,1.067,0.0008217
"CANDIDATE",6948054,"K00869.03",410.3,427.2,1860,998,4.129,-4.326e-05
"CANDIDATE",6948054,"K00869.04",90.28,66.65,278.8,568,2.996,-3.927e-05
"CANDIDATE",6949607,"K00870.01",505.1,311,1542,586,10.62,-1.147e-05
"CANDIDATE",6949607,"K00870.02",300.5,187.8,1123,509,10.25,-2.607e-05
"FALSE POSITIVE",7031517,"K00871.01",130500,43450,71900,723,129.7,-0.001609
"CANDIDATE",7109675,"K00872.01",2379,737,10660,495,24.64,0.0002155
"CANDIDATE",7109675,"K00872.02",212.8,169.2,1317,845,4.71,-1.812e-05
"CANDIDATE",7118364,"K00873.01",415.6,355.5,1693,1170,6.233,-0.0001369
"CANDIDATE",7134976,"K00874.01",566.6,445.3,2024,897,5.4,5.937e-06
"CANDIDATE",7134976,"K00874.02",132.8,116.1,900.8,667,4.154,-1.54e-05
"CANDIDATE",7135852,"K00875.01",1871,696.8,3252,596,21.09,0.0002057
"FALSE POSITIVE",7270230,"K00876.01",22450,5606,14480,854,71.02,-8.878e-05
"CANDIDATE",7287995,"K00877.01",801.1,392.2,1773,635,11.94,-0.0001621
"CANDIDATE",7287995,"K00877.02",341.7,163.1,765.6,502,8.686,0.0004435
"CANDIDATE",7287995,"K00877.03",75.04,76.71,355.8,419,2.491,-0.0005663
"CANDIDATE",7303253,"K00878.01",244.9,75.06,592.1,488,3.952,0.0001718
"CANDIDATE",7366258,"K00880.01",1057,263.4,2263,450,15.81,0.000625
"CANDIDATE",7366258,"K00880.02",433.4,228.7,744.9,562,8.703,0.0006572
"CANDIDATE",7366258,"K00880.03",392.6,299.2,1871,926,5.613,0.0003176
"CANDIDATE",7366258,"K00880.04",543.1,514,2421,1250,4.153,0.0002851
"CANDIDATE",7373451,"K00881.01",269.4,131.4,795.1,522,5.966,-0.0009027
"CANDIDATE",7373451,"K00881.02",96.03,161.4,252.2,236,6.83,-0.0006286
"FALSE POSITIVE",7377033,"K00882.01",141500,66180,122900,1110,124.8,-0.0006007
"CANDIDATE",7380537,"K00883.01",226700,56560,652100,929,145.6,0.02957
"CANDIDATE",7434875,"K00884.01",2261,920.7,2153,686,23.57,0.0001323
"CANDIDATE",7434875,"K00884.02",216.5,291.6,7565,530,4.337,-0.0002187
"CANDIDATE",7434875,"K00884.03",462.4,425.2,1915,971,4.759,-0.0001169
"CANDIDATE",7455287,"K00886.01",241.4,215.1,1917,453,2.17,-7.565e-05
"CANDIDATE",7455287,"K00886.02",125,151.4,1582,395,-0.03206,0.0003189
"CANDIDATE",7455287,"K00886.03",63.89,58.33,362.3,328,3.883,-0.0005273
"CANDIDATE",7458762,"K00887.01",355.2,226.9,1147,905,1.186,0.0003316
"FALSE POSITIVE",7552344,"K00888.01",814.2,966.2,8044,1290,13,-0.0004159
"CANDIDATE",757450,"K00889.01",17220,4384,13190,770,71.28,-0.001294
"CANDIDATE",7585481,"K00890.01",15700,4357,9844,986,52.47,0.001066
"CANDIDATE",7663691,"K00891.01",481.8,204.3,1615,876,5.061,0.0002026
"CANDIDATE",7678434,"K00892.01",369.9,205.7,1009,721,4.948,-0.0002486
"CANDIDATE",7678434,"K00892.02",319.8,319,1240,993,2.642,-0.0002758
"CANDIDATE",7685981,"K00893.01",413.9,365,2867,1140,3.421,-0.0002258
"FALSE POSITIVE",7708215,"K00894.01",532.4,6363,8348,878,82.22,0.02907
"FALSE POSITIVE",7767559,"K00895.01",33400,8200,21070,1100,96.78,-0.002306
"CANDIDATE",7825899,"K00896.01",837.9,531.9,1280,598,13.43,0.0005409
"CANDIDATE",7825899,"K00896.02",659.2,404.3,1613,819,6.901,0.0002512
"CANDIDATE",7825899,"K00896.03",47.95,53.48,430.6,494,0.3191,7.902e-05
"CANDIDATE",7849854,"K00897.01",67490,20070,329500,1500,186,6.22e-05
"CANDIDATE",7870390,"K00898.01",343.5,145.5,876.4,460,11.95,0.0002039
"CANDIDATE",7870390,"K00898.02",367,335.8,1487,569,4.986,-0.0004916
"CANDIDATE",7870390,"K00898.03",138.3,97.41,447.9,362,5.818,0.0003971
"CANDIDATE",7907423,"K00899.01",313.7,211,1022,429,6.086,-0.0001857
"CANDIDATE",7907423,"K00899.02",477.9,556.7,2109,554,1.62,-0.0001602
"CANDIDATE",7907423,"K00899.03",134.4,156.2,628.1,332,3.118,0.0004231
"CANDIDATE",7938496,"K00900.01",242,143.8,703.8,833,7.017,-9.354e-05
"CANDIDATE",8013419,"K00901.01",3572,1230,2496,432,20.03,0.0005943
"CANDIDATE",8018547,"K00902.01",1089,355.8,3680,226,15.75,0.003973
"CANDIDATE",8039892,"K00903.01",15270,4856,11260,998,24.69,0.004969
"CANDIDATE",8150320,"K00904.01",697.4,657.3,3181,931,4.549,0.0002601
"CANDIDATE",8150320,"K00904.02",286.5,305,1588,729,2.629,-0.0001524
"CANDIDATE",8150320,"K00904.03",65.94,200.1,630.5,400,-0.4761,-0.0003731
"CANDIDATE",8150320,"K00904.04",125.1,136.8,619.6,560,4.364,8.642e-05
"CANDIDATE",8150320,"K00904.05",37.81,128.6,593,349,0.3492,0.0004197
"FALSE POSITIVE",8180063,"K00905.01",1274,707.2,2145,951,14.31,-0.001895
"CANDIDATE",8226994,"K00906.01",326.7,271.8,1253,782,6.177,0.0004108
"CANDIDATE",8226994,"K00906.02",103.5,60.33,309.8,579,3.181,0.0001303
"CANDIDATE",8226994,"K00906.03",314.3,293.7,2072,938,2.852,0.0003912
"CANDIDATE",8247638,"K00907.01",243.1,136.5,894.7,655,3.971,-7.608e-05
"CANDIDATE",8247638,"K00907.02",133.6,68.89,438.2,536,0.4941,0.0004075
"CANDIDATE",8247638,"K00907.03",44.39,17.74,122.1,360,-0.6284,0.000462
"CANDIDATE",8247638,"K00907.04",259.3,259.5,1400,990,2.048,1.105e-05
"CANDIDATE",8255887,"K00908.01",31760,7572,15070,1160,56.28,-0.0009517
"FALSE POSITIVE",8256049,"K00909.01",2211,19390,21230,438,156,0.07971
"CANDIDATE",8414716,"K00910.01",682.8,341.9,1908,850,5.994,-6.96e-05
"CANDIDATE",8490993,"K00911.01",414.7,355.6,1949,1180,0.5883,0.000246
"CANDIDATE",8490993,"K00911.02",20.59,16.49,102,401,4.817,-0.0007631
"CANDIDATE",8505670,"K00912.01",647.6,181,1317,499,10.89,0.0001453
"CANDIDATE",8505670,"K00912.02",219.6,204,727.5,587,5.176,-0.0001908
"CANDIDATE",8544996,"K00913.01",206900,35380,79920,1020,125.6,0.00274
"CANDIDATE",8552202,"K00914.01",504.4,545,2890,1010,6.032,-0.0001193
"FALSE POSITIVE",8605074,"K00915.01",229000,4159,30370,606,204.6,-0.002843
"CANDIDATE",8628973,"K00916.01",1477,867.6,3394,1160,14.27,0.0002391
"FALSE POSITIVE",8655354,"K00917.01",349.6,306.9,1428,952,0.9193,-0.0001468
"CANDIDATE",8672910,"K00918.01",16340,2703,7844,472,51.46,-0.0005577
"FALSE POSITIVE",8686150,"K00919.01",274100,15400,69510,549,245.1,-0.0007077
"CANDIDATE",8689031,"K00920.01",239.3,116.8,576.2,543,4.791,-0.0002862
"CANDIDATE",8689373,"K00921.01",300.1,185,951.3,563,3.008,0.0005116
"CANDIDATE",8689373,"K00921.02",329.9,201.1,1065,680,8.642,0.0003265
"CANDIDATE",8689373,"K00921.03",375.2,360.6,1587,949,4.687,-8.863e-05
"CANDIDATE",8826878,"K00922.01",437.5,275.3,1811,964,3.013,5.356e-05
"CANDIDATE",8883593,"K00923.01",670.3,380.3,2085,983,14.5,-0.0006897
"CANDIDATE",8951215,"K00924.01",70.61,34.22,165.6,577,0.09577,0.0004108
"FALSE POSITIVE",9016295,"K00925.01",171800,51100,84640,701,162.6,-0.0003484
"CANDIDATE",9077124,"K00926.01",810.2,1266,4108,1270,11.5,-0.0001639
"FALSE POSITIVE",9097120,"K00927.01",28110,8153,13100,652,66.08,0.02281
"CANDIDATE",9140402,"K00928.01",654.5,601.4,5910,1190,4.311,0.0002751
"CANDIDATE",9141746,"K00929.01",19030,4774,10360,1060,51.84,0.0004062
"CANDIDATE",9141746,"K00929.02",388.3,435.4,3142,1400,1.405,-4.79e-05
"FALSE POSITIVE",9159275,"K00930.01",606.4,2906,7214,1080,161.8,-0.02463
"CANDIDATE",9166862,"K00931.01",137000,36920,60180,1210,79.13,0.01353
"FALSE POSITIVE",9166870,"K00932.01",886.1,1760,4037,1160,385.1,0.01807
"FALSE POSITIVE",9171801,"K00933.01",273.8,452,1265,1080,112.9,0
"CANDIDATE",9334289,"K00934.01",604,375.6,1874,1010,10.28,-0.0004233
"CANDIDATE",9334289,"K00934.02",98.77,73.29,521.6,686,3.602,0.0003608
"CANDIDATE",9334289,"K00934.03",130,131.3,770.6,787,2.919,-8.72e-05
"CANDIDATE",9347899,"K00935.01",792.6,364.7,1315,781,12.6,-0.0004423
"CANDIDATE",9347899,"K00935.02",339.4,267.5,788.1,615,5.612,-0.0002865
"CANDIDATE",9347899,"K00935.03",86.78,50.4,313.7,484,1.853,0.0007416
"CANDIDATE",9347899,"K00935.04",130.1,115,1302,1010,2.958,-0.0001608
"CANDIDATE",9388479,"K00936.01",1112,460.8,1412,407,19.1,-0.000121
"CANDIDATE",9388479,"K00936.02",1642,1970,7589,894,12.66,-2.553e-05
"CANDIDATE",9406990,"K00937.01",203.4,120.4,867.4,595,5.928,7.925e-05
"CANDIDATE",9415172,"K00938.01",307.8,205.2,1146,808,2.988,-5.657e-05
"CANDIDATE",9415172,"K00938.02",1237,1356,6228,1710,5.159,-0.0001602
"CANDIDATE",9415172,"K00938.03",175.3,168.6,960.9,971,2.896,-0.0002066
"CANDIDATE",9466668,"K00939.01",448.5,466.7,2496,1320,1.776,-5.798e-06
"CANDIDATE",9466668,"K00939.02",241.8,281.4,1672,1100,-1.179,1.565e-05
"CANDIDATE",9466668,"K00939.03",688,712.8,3333,1680,4.005,5.992e-05
"CANDIDATE",9466668,"K00939.04",98.37,111.6,627.6,897,-0.1776,-0.0001018
"CANDIDATE",9479273,"K00940.01",6490,2144,4602,784,21.99,-0.0003119
"CANDIDATE",9480189,"K00941.01",993.8,475.2,1763,882,10.39,-8.124e-05
"CANDIDATE",9480189,"K00941.02",252.7,134,392.4,568,2.831,0.0002727
"CANDIDATE",9480189,"K00941.03",555,508.6,2096,1240,3.147,5.221e-05
"CANDIDATE",9512687,"K00942.01",313.4,236.2,790.4,657,10.11,0.0003069
"CANDIDATE",9513865,"K00943.01",530.9,458.8,2534,996,7.016,8.551e-05
"CANDIDATE",9595686,"K00944.01",2258,1333,3368,1100,23.51,-0.0005528
"CANDIDATE",9605514,"K00945.01",55.99,20.36,470.2,578,5.05,-5.018e-05
"CANDIDATE",9605514,"K00945.02",71.45,50.99,471.7,672,0.2303,-3.03e-05
"FALSE POSITIVE",9605514,"K00945.03",18.29,17.19,115.2,490,-0.4144,0.0001597
"FALSE POSITIVE",9661877,"K00946.01",301.3,1878,2218,674,117.8,0.03085
"CANDIDATE",9710326,"K00947.01",223.3,55.94,365,298,9.154,-2.878e-05
"CANDIDATE",9761882,"K00948.01",144.1,120.6,472.9,531,4.123,-0.000324
"CANDIDATE",9766437,"K00949.01",384.2,246,1035,775,6.037,5.41e-05
