"koi_disposition","kepid","kepoi_name","tce_impact","tcet_model_chisq","boot_mesmean","tce_fwm_sra","tce_fwm_prao","tce_slogg_sn","tce_albedo_sn"
"FALSE POSITIVE",3866536,"K04423.01",0.8963,55450,-0.016301,19.700129,8.257e-05,22.4,1.72252215544464
"CANDIDATE",7046035,"K04424.01",0.8622,68420,-0.087051,19.688668,-4.649e-05,20.1363636363636,0.79156378600823
"FALSE POSITIVE",4679314,"K04425.01",0.748,70580,-0.74434,19.832914,0.001928,26.8823529411765,1.10371075166508
"CANDIDATE",4172805,"K04427.01",0.6919,54010,-0.38416,19.674508,0.0001014,119.25,1.30979699911739
"CANDIDATE",5126182,"K04428.01",0.8622,66880,0.025054,19.886263,0.000137,25.4444444444444,0.808551992225462
"FALSE POSITIVE",9642018,"K04430.01",0.1387,75200,-1.781,19.239767,0.0001512,45.9,0.442322097378277
"CANDIDATE",9936080,"K04431.01",0.9269,67120,-0.00047198,18.914907,0.000102,33,1.47955801104972
"FALSE POSITIVE",9518651,"K04433.01",0.6153,67570,-0.087704,19.213082,0.0003842,24.5555555555556,1.176
"CANDIDATE",8278685,"K04435.01",0.8946,66820,-0.0019866,18.797043,-1.017e-05,22.25,1.24383561643836
"FALSE POSITIVE",8308260,"K04436.01",0.5,69140,0.058461,19.657408,0.002362,21.2857142857143,1.01918465227818
"FALSE POSITIVE",8492101,"K04437.01",0.9008,34970,-0.0038531,19.375349,6.1e-05,6.98245614035088,0.775687702265372
"FALSE POSITIVE",6343576,"K04438.01",0.994,52520,-0.053672,18.898362,0.000103,8.89189189189189,0.466222222222222
"FALSE POSITIVE",9899630,"K04439.01",0.894,107100,-0.78701,19.686792,0.0002175,21.3809523809524,1.35671641791045
"CANDIDATE",8416523,"K04441.01",0.9,68430,-1.3607,19.027417,-0.0002128,65.7142857142857,1.56327160493827
"CANDIDATE",11124436,"K04442.01",0.8633,53750,-0.22352,18.956885,-4.107e-05,17.3181818181818,1.1099024756189
"CANDIDATE",5780855,"K04443.01",0.9257,67120,-0.0011243,19.237831,-1.506e-05,22.2631578947368,1.03186137506987
"CANDIDATE",11718389,"K04444.01",0.7351,67380,-0.051902,19.641434,-0.0004039,92,0.444894026974952
"CANDIDATE",10329196,"K04446.01",0.8334,67120,-0.048783,19.142349,-0.0001159,22.2352941176471,0.920917358639779
"CANDIDATE",10604592,"K04447.01",0.8994,68390,-0.048974,19.580793,-0.0001185,56.75,0.697923222152297
"FALSE POSITIVE",8429668,"K04449.01",0.9857,66670,-0.0015275,19.423382,0.007366,18.2,2.14334617030381
"CANDIDATE",7429240,"K04450.01",0.7884,67180,-0.37155,19.091906,-0.0005193,44.5,1.47889374090247
"CANDIDATE",10120548,"K04451.01",0.86,68110,-0.098597,18.81301,0.0002858,66.1428571428571,0.651106352605282
"CANDIDATE",4474462,"K04452.01",0.854,53270,-1,19.620058,3.824e-05,26.75,0.956446495529276
"FALSE POSITIVE",10729472,"K04453.02",0.495,67390,-0.75265,19.410995,-8.222e-06,25.1666666666667,0.673913043478261
"FALSE POSITIVE",9777200,"K04455.01",0.8941,66220,0.011122,19.634277,-8.053e-05,7.93617021276596,0.924757613000137
"CANDIDATE",3557560,"K04456.01",0.9899,54000,0.043361,19.644777,-0.0002844,24.8823529411765,0.332196646774652
"CANDIDATE",12109267,"K04457.01",0.8539,67920,-0.13681,19.367441,0.0003255,21.65,1.63627917779584
"CANDIDATE",8652577,"K04458.01",0.8967,67500,-0.96772,20.01887,0.01549,23.5263157894737,1.22413226760101
"CANDIDATE",9947389,"K04460.01",0.483,68610,-0.70903,19.34316,-0.0001363,30.9285714285714,0.530311778290993
"FALSE POSITIVE",11912987,"K04461.01",0.9937,72660,-0.16604,19.400604,-0.000176,20.4545454545455,0.753631609529343
"CANDIDATE",6197344,"K04463.01",0.7142,56660,-0.13582,19.294247,2.748e-05,40.9090909090909,1.16105809475975
"CANDIDATE",11357664,"K04464.01",0.9102,68210,-0.051269,19.68716,-0.0005966,92.4,0.801427371956339
"CANDIDATE",7272132,"K04466.01",0.9655,56710,-0.229,19.242554,0.0002761,21.1904761904762,1.85378590078329
"CANDIDATE",5352640,"K04467.01",0.9019,57020,-0.0269,19.248414,-0.0002823,32.6428571428571,0.803057553956835
"FALSE POSITIVE",4157052,"K04468.01",0.9,72920,-0.81995,19.432318,0.000274,6.81481481481481,0.71689284043051
"FALSE POSITIVE",10006641,"K04469.01",0.9014,67650,-1.0608,19.317066,7.536e-05,76.5,1.21506682867558
"FALSE POSITIVE",10815916,"K04470.01",0.909,53910,-0.025584,19.88221,0.0006648,18.2173913043478,0.845906432748538
"FALSE POSITIVE",8955709,"K04471.01",0.9028,53500,-0.49961,19.523484,0.004834,76.5,0.721055202735711
"FALSE POSITIVE",7031430,"K04472.01",0.05551,83360,-1,19.40595,-4.199e-06,122.25,0.246775580395529
"CANDIDATE",7133294,"K04473.01",0.8152,66780,-0.018868,19.73729,9.017e-05,10.8157894736842,0.923311387466472
"CANDIDATE",4381429,"K04474.01",0.6862,52430,-0.051587,19.704273,-0.0007537,41.1818181818182,0.479050279329609
"FALSE POSITIVE",11912916,"K04475.01",0.9828,67440,-0.24535,19.397437,0.0006968,32.6428571428571,1.29021558872305
"FALSE POSITIVE",3732894,"K04476.01",0.9012,68470,-0.17771,19.129828,-0.0001939,25.9411764705882,0.875
"CANDIDATE",6276791,"K04477.01",0.1868,67360,0.071007,19.273602,0.0001584,23.9473684210526,0.494834710743802
"CANDIDATE",6276791,"K04477.02",0.8782,65480,0.038231,19.273585,0.0001813,23.9473684210526,0.586731001206273
"CANDIDATE",8636600,"K04478.01",0.4408,82580,-0.0033291,19.734827,-6.953e-05,50,0.602924901185771
"FALSE POSITIVE",3644602,"K04479.01",0.9633,67280,0.25065,19.412589,0.0008266,22.45,2.30942501481921
"CANDIDATE",10467714,"K04480.01",0.939,74190,-0.38485,19.385119,0.0001687,34.6153846153846,2.64563576543449
"FALSE POSITIVE",11912941,"K04481.01",0.9052,68210,0.021752,19.3985,0.0005216,22.35,1.00778210116732
"CANDIDATE",7778427,"K04482.01",0.8705,67760,0.032615,19.939655,5.507e-05,35.5833333333333,1.20096533567354
"FALSE POSITIVE",6525106,"K04483.01",0.8976,67220,-0.47341,19.51233,6.998e-05,22.75,0.766071624137553
"CANDIDATE",9898017,"K04484.01",0.8944,68790,-0.20967,19.646455,9.551e-06,22.15,0.896240601503759
"CANDIDATE",8098212,"K04487.01",0.9032,80320,-0.073947,19.468584,-9.257e-05,51,0.626554352186121
"FALSE POSITIVE",7694615,"K04489.01",0.8997,68350,0.24844,19.71127,-0.0002118,29.6,0.833036509349955
"CANDIDATE",4556468,"K04491.01",0.7148,67620,-0.37912,19.343087,0.0001557,26.375,1.02432778489117
"FALSE POSITIVE",9222516,"K04492.01",0.9037,66870,-3.1663,19.568539,0.0003303,19.8181818181818,1.89655172413793
"FALSE POSITIVE",3953173,"K04493.01",0.9079,67820,-0.29285,19.413562,-0.0009465,94.4,0.519923187710034
"CANDIDATE",5552562,"K04495.01",0.8697,57300,0.093986,19.784929,0.0001704,20.3181818181818,0.9223113964687
"CANDIDATE",6186182,"K04496.01",0.7464,52430,-0.0086035,18.978829,0.0007648,20.4090909090909,0.74083044982699
"CANDIDATE",12645057,"K04497.01",0.8906,66910,-0.066388,19.284413,0.0002012,30.5333333333333,0.909057369489024
"CANDIDATE",4844367,"K04498.01",0.9859,63350,-0.19148,19.614783,-0.0003961,45.1,0.704437140509449
"CANDIDATE",10937749,"K04499.01",0.8527,52980,-0.023314,19.918835,0.0001339,22.7,0.668311688311688
"CANDIDATE",9100953,"K04500.01",0.8995,56240,-0.067662,19.726967,0.0003595,45.5,0.937082118978227
"CANDIDATE",9100953,"K04500.02",0.7929,53450,-0.012926,19.727015,-0.0003785,45.5,0.741341193809875
"CANDIDATE",9100953,"K04500.03",0.9503,52650,0.016467,19.727039,-0.000572,45.5,1.66786189939555
"FALSE POSITIVE",8109107,"K04501.01",0.9793,57580,0.088798,19.713559,-0.000358,23.1052631578947,1.94917330067361
"CANDIDATE",10907132,"K04503.01",0.8679,52920,-0.095121,18.974248,-0.000192,21.4761904761905,0.516388174807198
"CANDIDATE",6520753,"K04504.01",0.9123,64150,-0.11098,19.419618,0.0001127,32.5714285714286,1.17932148626817
"CANDIDATE",6520753,"K04504.02",0.9008,59040,-0.10709,19.419632,-7.452e-05,32.5714285714286,1.33527619552259
"CANDIDATE",8493354,"K04505.01",0.8331,67650,-0.063755,19.406628,-1.729e-06,33.1538461538461,1.15739769150052
"CANDIDATE",4545570,"K04506.01",0.8954,67810,-0.014061,19.088626,0.0004354,41.7272727272727,0.844166014095536
"CANDIDATE",5457326,"K04508.01",0.9579,54950,0.070058,19.624913,-0.0001691,76.1666666666667,1.51627543035994
"CANDIDATE",11350118,"K04509.01",0.837,68230,-0.012781,19.44633,0.0001311,77.5,0.574868860276586
"CANDIDATE",11671579,"K04510.01",0.8813,67730,-0.04347,19.767483,-8.166e-05,20.45,0.0113965980304387
"FALSE POSITIVE",12069414,"K04512.01",0.9002,58620,-0.96396,19.696957,-0.001014,45.2,0.389766741911211
"CANDIDATE",9216775,"K04513.01",0.8985,67980,-0.029233,19.416744,-0.0002318,41.3636363636364,0.682017543859649
"FALSE POSITIVE",9849884,"K04516.01",0.9057,54530,-0.020392,19.896761,-3.571e-05,15.92,1.33416177135111
"FALSE POSITIVE",11243547,"K04517.01",0.9223,70400,-0.48672,19.43606,0.0001746,80.3333333333333,1.70332555425904
"FALSE POSITIVE",7032001,"K04518.01",0.7501,70230,-1,19.418532,0,28.75,0.532245357343838
"CANDIDATE",10003058,"K04519.01",0.8248,67800,-0.036882,19.200674,1.614e-05,12.6896551724138,0.664493540987565
"CANDIDATE",9031703,"K04520.01",0.9156,66290,-0.073527,19.680915,9.486e-05,26.2,1.09867172675522
"FALSE POSITIVE",9577855,"K04522.01",0.9831,35670,-0.10621,19.12278,-0.001321,22.1,1.54185779816514
"CANDIDATE",8700895,"K04523.01",0.8938,67210,-0.015493,19.736256,9.312e-05,36,0.672742336371168
"CANDIDATE",5003670,"K04524.01",0.8951,67700,-0.15129,19.303193,0.0001929,36.9166666666667,0.934507606084868
"CANDIDATE",5003670,"K04524.02",0.911,63340,-0.16469,19.303228,-1.213e-05,36.9166666666667,0.812636165577342
"CANDIDATE",5003670,"K04524.03",0.8524,58550,-0.19408,19.303225,7.042e-07,36.9166666666667,0.657598134473377
"CANDIDATE",3765917,"K04526.01",0.9867,53770,-0.064832,19.73126,0.0002369,26.3125,0.453920619554695
"CANDIDATE",3765917,"K04526.02",0.7443,51340,-0.10615,19.731256,0.0001504,26.3125,0.506947890818859
"FALSE POSITIVE",3438976,"K04527.01",0.9017,68180,-0.28038,19.341292,0.0001288,20.9047619047619,1.16095380029806
"CANDIDATE",7833305,"K04528.01",0.8667,66790,-0.078134,19.691702,-0.0001286,34.4615384615385,0.782493125572869
"FALSE POSITIVE",6610064,"K04529.01",0.9014,77890,-0.13315,19.531652,0.0005521,18.9130434782609,0.863792085056113
"CANDIDATE",12647577,"K04530.01",0.9223,68090,0.020221,19.382237,0.0003168,37.1666666666667,1.18508535489668
"FALSE POSITIVE",2710623,"K04532.01",0.881,67780,-0.40458,19.392898,0.0004089,24.1111111111111,0.888738627981313
"FALSE POSITIVE",3330684,"K04533.01",0.8983,68440,-0.29177,19.208032,-0.0005215,0,0.525071880391029
"FALSE POSITIVE",7699298,"K04534.01",0.8997,69050,-0.55255,19.798268,-8.639e-05,6.06153846153846,0.729455709711846
"CANDIDATE",3547760,"K04535.01",0.8235,68080,-0.045945,19.483573,-0.0002614,56.875,0.431691337054113
"FALSE POSITIVE",7281484,"K04536.01",0.04987,71390,-1,19.440729,-2.404e-05,30.3571428571429,0.654411764705882
"FALSE POSITIVE",4848115,"K04537.01",0.917,64730,-0.034518,19.675809,0.002728,77.3333333333333,0.611421725239617
"FALSE POSITIVE",5991765,"K04538.01",0.8987,66880,-0.017231,19.967724,-0.0003216,11.0555555555556,0.864018937401368
"FALSE POSITIVE",3962872,"K04539.01",0.8114,53780,0.021879,19.581763,0.0001341,22.05,1.47517039922103
"FALSE POSITIVE",12108293,"K04540.01",0.9032,68830,-0.81246,19.329285,0.0001246,46.1,0.904779732933982
"CANDIDATE",5511659,"K04541.01",0.9734,51910,0.011955,18.883402,0.0001137,30.8571428571429,1.71366594360087
"CANDIDATE",5511659,"K04541.02",0.9326,49400,0.014576,18.883434,-0.0002812,30.8571428571429,1.54823747680891
"FALSE POSITIVE",9640946,"K04542.01",0.9046,90370,-0.46451,19.198338,3.474e-06,37.1666666666667,0.802925230109696
"FALSE POSITIVE",9776186,"K04543.01",0.8784,34320,-0.14477,19.610028,0.00624,0,0.905405405405405
"FALSE POSITIVE",10220950,"K04544.01",0.9847,54370,0.13048,19.774724,0.003971,25.5882352941176,0.535242999678146
"CANDIDATE",10140122,"K04545.01",0.8976,58540,-0.17494,19.430521,-0.0001013,57.375,0.530519790176443
"CANDIDATE",5033823,"K04546.01",0.1,67330,-0.54442,19.818252,-7.175e-05,9.57894736842105,0
"FALSE POSITIVE",10342316,"K04547.01",0.4979,69450,-1.4352,19.52886,0.0001728,22.25,0
"CANDIDATE",3223433,"K04548.01",0.6699,68890,-0.57584,19.208419,-0.0004451,34.1538461538462,0.742138364779874
"CANDIDATE",6523058,"K04549.01",0.7509,57130,-0.18119,19.468393,-0.0002538,23.9473684210526,0.529721199368753
"CANDIDATE",5977470,"K04550.01",0.9017,67760,-0.82318,19.763853,-7.476e-05,75.5,2.17418263810598
"CANDIDATE",11769689,"K04551.01",0.8561,66210,-0.097068,19.672773,0.0001255,20.2272727272727,0.921544209215442
"FALSE POSITIVE",6126076,"K04553.01",0.9,66720,-1.586,19.507639,-9.801e-06,24.4705882352941,1.57307481251143
"CANDIDATE",6369131,"K04554.01",0.7788,67300,0.0057085,19.562375,-0.0001514,17.8181818181818,0.733776188042923
"FALSE POSITIVE",10399321,"K04556.01",0.7778,66930,-0.15325,19.307888,4.185e-05,19.7142857142857,1.17093921414978
"CANDIDATE",10257229,"K04557.01",0.7032,66590,-0.11397,18.913662,-3.411e-05,20.2272727272727,0.97191011235955
"CANDIDATE",5431027,"K04558.01",0.8707,51570,-0.20874,19.039733,-0.0001715,17.08,0.965277777777778
"FALSE POSITIVE",7285673,"K04559.01",0.9032,105400,-0.97332,19.529069,-9.519e-05,23.2105263157895,1.24446390591768
"CANDIDATE",7747457,"K04561.01",0.9839,4723,0.15129,19.325005,2.064e-05,22.4210526315789,1.43771746694502
"FALSE POSITIVE",8652360,"K04562.01",0.9014,67200,-0.64246,20.015883,-0.0003083,51.5555555555556,0.642210668207202
"FALSE POSITIVE",8652360,"K04562.02",0.9005,49770,-0.95482,20.015855,-0.0003588,51.5555555555556,0
"CANDIDATE",10585749,"K04563.01",0.8315,52910,-0.14137,19.010636,-7.305e-05,21.15,1.09976152623211
"FALSE POSITIVE",8453851,"K04565.01",0.1733,68020,0.019757,19.931075,-2.416e-05,18.1363636363636,0.481875792141952
"CANDIDATE",11650401,"K04566.01",0.9751,54590,-0.075249,18.991395,0.0002616,38.1666666666667,1.82789197904071
"CANDIDATE",8332521,"K04567.01",0.8884,67260,-0.015504,20.104205,5.078e-05,21.1904761904762,1.07448399641041
"CANDIDATE",8332521,"K04567.02",0.8706,60530,-0.055185,20.10419,0.0001264,21.1904761904762,1.13077297034516
"FALSE POSITIVE",10407086,"K04568.01",0.2914,68080,-1.7034,19.519447,3.751e-05,13.1724137931034,0
"CANDIDATE",4060229,"K04570.01",0.8805,67710,-0.014596,19.490403,-3.462e-05,26.8125,1.17706502636204
"CANDIDATE",6761777,"K04571.01",0.9667,67620,-0.09106,19.090648,-0.0002454,21.0526315789474,2.37569060773481
"FALSE POSITIVE",6929285,"K04572.01",0.9023,52060,-0.10927,18.976709,0.000935,32.7142857142857,0.947151681537406
"FALSE POSITIVE",4848321,"K04573.01",0.889,54650,-0.56906,19.679886,-0.0006189,21.2857142857143,0.446115288220551
"FALSE POSITIVE",6522745,"K04574.01",0.9975,57470,-0.12512,19.461898,-0.0004844,22.15,0.234165834165834
"CANDIDATE",9893468,"K04575.01",0.8179,67510,-1.0151,19.529066,0.0001651,19.4761904761905,1.55653625954198
"CANDIDATE",10610039,"K04577.01",0.9657,53970,-0.77877,19.711398,-0.0001733,22.85,2.01168736303871
"CANDIDATE",10610039,"K04577.02",0.8995,53510,-0.17871,19.711362,8.437e-05,22.85,0.599362622353745
"FALSE POSITIVE",9652655,"K04578.01",0.9,82940,0.099694,19.550716,0.0003339,21.0952380952381,0.652618135376756
"CANDIDATE",8628761,"K04580.01",0.9117,66800,-0.085371,19.558249,1.325e-05,11.4,0.896836313617607
"CANDIDATE",2572029,"K04581.01",0.8883,67450,-0.23477,19.37387,4.643e-07,21.65,0.803344481605351
"CANDIDATE",7905106,"K04582.01",0.8638,65600,0.18328,19.755784,-1.699e-06,45,1.21867007672634
"CANDIDATE",9009036,"K04585.01",0.8753,68640,-0.041056,19.102904,1.132e-05,21.6842105263158,1.3073538654934
"CANDIDATE",11506654,"K04586.01",0.837,67080,-0.019441,19.434495,-1.05e-05,23.1666666666667,0.813555808892113
"CANDIDATE",5687700,"K04587.01",0.7795,52290,0.0039391,19.014969,-0.0001393,22.65,0.539558823529412
"CANDIDATE",8806985,"K04588.01",0.862,66480,0.0029456,19.10092,-2.905e-05,24.7647058823529,1.03786140431391
"FALSE POSITIVE",10491525,"K04589.01",0.9019,53800,-0.25372,19.92649,0.000751,11.4242424242424,1.01812169312169
"CANDIDATE",12204137,"K04590.01",0.8332,65400,-0.050466,19.257999,0.0007649,45.2,0.40936329588015
"CANDIDATE",5389956,"K04591.01",0.9759,68140,-0.3381,19.902834,4.461e-05,22.65,1.05438144329897
"FALSE POSITIVE",12108364,"K04592.01",0.8882,68120,-0.15924,19.331709,0.0004905,22.65,0.467657466383581
"FALSE POSITIVE",8295671,"K04593.01",0.1,67710,-2.1288,19.357522,-0.0004232,22.6,0.215864332603939
"FALSE POSITIVE",5696918,"K04594.01",0.1,68310,-0.27924,19.271193,0.001032,69,0.295828549559893
"CANDIDATE",12265786,"K04595.01",0.2013,69160,-0.55617,19.694351,-7.297e-05,66.7142857142857,0.30944859276278
"FALSE POSITIVE",8487838,"K04596.01",0.9044,68850,-0.86114,19.263877,9.36e-06,22.5,0.491034482758621
"CANDIDATE",10873178,"K04597.01",0.8538,54310,-0.045694,19.757408,-6.766e-05,27,0.691342534504391
"FALSE POSITIVE",5476671,"K04598.01",0.9067,68810,-1.3631,19.917106,-0.0002359,22.55,0.878968253968254
"FALSE POSITIVE",5476671,"K04598.02",0.9032,51850,-1.3631,19.917035,-1.919e-05,22.55,0.678453468039635
"FALSE POSITIVE",2694632,"K04600.01",0.1178,122500,-0.90755,19.091533,1.115e-05,12.84375,0.392297476759628
"CANDIDATE",11153476,"K04601.01",0.8515,53930,0.050628,19.895651,1.502e-05,20.0909090909091,0.798934753661784
"CANDIDATE",6144039,"K04602.01",0.7053,67040,-0.14407,19.815542,-8.185e-05,40.1818181818182,0.901262916188289
"CANDIDATE",8430053,"K04603.01",0.8983,66890,-0.024068,19.435914,0.000222,20.8571428571429,0.80927449513837
"CANDIDATE",12458605,"K04605.01",0.6978,67120,-0.17509,19.361512,3.714e-05,20.3636363636364,0.907761289633821
"FALSE POSITIVE",4845862,"K04606.01",0.8609,62490,-0.31296,19.64017,0.001095,65,0.559474412171508
"FALSE POSITIVE",11912911,"K04607.01",0.9002,68030,-0.19134,19.397351,0.0001084,38.25,0.962390520350335
"FALSE POSITIVE",7045435,"K04608.01",0.9687,67590,-0.68722,19.679293,0.0001121,24.0555555555556,1.46585735963581
"FALSE POSITIVE",8573168,"K04610.01",0.8877,77980,-0.38738,19.767254,9.196e-05,26.8823529411765,0.779254908022878
"FALSE POSITIVE",10801249,"K04611.01",0.8987,68910,-0.25199,19.564533,-1.498e-05,30.7142857142857,1.43536197295147
"FALSE POSITIVE",8044600,"K04612.01",0.8811,13310,0.064241,19.79415,-0.009642,22.7,0.917042693509198
"CANDIDATE",10220837,"K04613.01",0.8997,54090,-0.13474,19.772496,1.617e-05,23.2631578947368,0.755320813771518
"CANDIDATE",7583650,"K04614.01",0.8906,66990,-0.063269,18.782137,-0.0002196,23.5555555555556,0.970520799213888
"FALSE POSITIVE",9345819,"K04615.01",0.4278,66510,-0.45607,19.547614,-1.526e-05,20.1363636363636,0.535843793584379
"CANDIDATE",9701962,"K04617.01",0.8334,67920,-0.27376,19.195815,5.408e-07,19,0.795343915343915
"FALSE POSITIVE",11137065,"K04620.01",0.9,18650,-0.513,19.441043,0.0001406,20.0454545454545,0.587977610124118
"CANDIDATE",11284772,"K04622.01",0.7409,55580,-0.187,18.971102,0.001012,157,1.02848242100579
"CANDIDATE",11284772,"K04622.02",0.6621,55460,-0.024355,18.971159,-0.0001351,157,0.5890603085554
"FALSE POSITIVE",5955621,"K04624.01",0.8662,80250,-0.15131,19.35156,0.0005896,40.1818181818182,0.79463556851312
"FALSE POSITIVE",11519187,"K04625.01",0.9012,57020,-0.10171,19.803893,7.018e-05,92.4,0.803177405119153
"CANDIDATE",3539231,"K04626.01",0.9964,68400,-0.75019,19.326975,-0.0003957,22.8333333333333,0.204703832752613
"CANDIDATE",6311891,"K04627.01",0.9053,68210,0.086352,19.917245,-0.0001272,44.9,0.661138370951914
"FALSE POSITIVE",2578017,"K04629.01",0.9013,71350,-0.33841,19.456705,0.04104,25.4444444444444,0.808275058275058
"CANDIDATE",7834045,"K04630.01",0.8375,68820,-0.082646,19.706482,-0.0003094,22.8888888888889,1.41325857519789
"FALSE POSITIVE",9602421,"K04631.01",0.9,54390,-0.31511,19.806358,1.774e-05,16.32,1.04815716272601
"CANDIDATE",6070337,"K04632.01",0.9837,57320,-0.016816,19.934238,-0.0007056,41.6363636363636,0.247349397590361
"CANDIDATE",5954001,"K04633.01",0.9414,67720,-0.11935,19.318623,3.234e-05,35.4166666666667,1.56597330021732
"CANDIDATE",8196226,"K04634.01",0.882,67710,-0.051113,20.043286,0.0001301,22,0.80188679245283
"FALSE POSITIVE",9873759,"K04635.01",0.9031,67680,-0.11925,18.841194,-0.000198,32.6428571428571,1.09891808346213
"CANDIDATE",9773270,"K04636.01",0.3896,57650,-0.0040514,19.532325,0.0005859,22.45,0.283438197686219
"CANDIDATE",9457728,"K04637.01",0.9028,66620,-0.095142,19.240003,-8.977e-06,199.5,1.77607464178607
"CANDIDATE",9412623,"K04640.01",0.895,66940,-0.01345,19.678359,-1.014e-05,20.5714285714286,0.917194349732099
"FALSE POSITIVE",3644505,"K04641.01",0.5811,67040,-1.0355,19.41083,-0.0003542,21.6,0.837925674720927
"FALSE POSITIVE",4664743,"K04642.01",0.4344,54670,-1,19.630957,2.71e-05,24.1764705882353,1.18907809747504
"CANDIDATE",11655826,"K04643.01",0.1,73740,-0.0189,0,0,21.4285714285714,0
"CANDIDATE",1721157,"K04644.01",0.9172,72170,-0.094301,19.430495,-0.0002244,51,0.753854625550661
"FALSE POSITIVE",11076276,"K04645.01",0.8873,55120,-0.65165,19.176501,-0.000325,20.3181818181818,0.672001855717931
"CANDIDATE",9947653,"K04647.01",0.8415,67110,-0.21997,19.350619,1.025e-05,6.14285714285714,0.608126721763085
"CANDIDATE",9947653,"K04647.02",0.8929,65440,-0.041945,19.350615,2.005e-05,6.14285714285714,0.532420091324201
"FALSE POSITIVE",10473272,"K04648.01",0.5923,67010,-0.045592,19.536947,0.0005714,23.6842105263158,0.398306438728231
"CANDIDATE",4750669,"K04649.01",0.8233,56970,-0.063997,19.531103,2.3e-05,30.5333333333333,0.569764497341099
"CANDIDATE",9824928,"K04650.01",0.9064,68910,-0.48014,19.270155,0.0001371,78,0.616166505324298
"CANDIDATE",6717252,"K04651.01",0.9008,77580,-0.1288,19.872438,7.281e-05,22.8947368421053,0.773220338983051
