"koi_disposition","kepid","kepoi_name","tce_model_dof","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_cap_stat","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_prao","tce_dicco_msky","tce_dikco_mdec","tce_period_sn","tce_dor_sn","tce_fwm_sdec_sn"
"CANDIDATE",6699368,"K01694.01",5283,1,0.6817,531.1,4.321,27.17,0,-0.06686,-0.0001236,0.82569,-0.64198,1079748.13913206,4.45307538702693,545138.046571798
"CANDIDATE",6803855,"K01695.01",1151,1,1.543,212.2,4.996,9.027,0,-1.423,-5.412e-05,0.49691,-0.47797,109442.528137043,0.745604367594154,170350.987903226
"FALSE POSITIVE",6891366,"K01696.01",26690,1,1.688,122.7,3.865,-0.6922,0,2.078,-0.0002522,5.0582,4.1859,262952.260062477,29.7083797900588,323616.847328244
"FALSE POSITIVE",6891637,"K01697.01",28990,1,2.046,431.8,4.015,-1.013,0,-0.3706,-3.585e-05,0.95692,0.1857,212863.049371799,23.0555401593255,495263.28271028
"FALSE POSITIVE",6975615,"K01698.01",16750,1,1.615,208.7,4.386,-46.12,0,104.8,-0.0043,9.6283,9.4735,299091.013092482,0.807561683387795,0
"FALSE POSITIVE",7137725,"K01699.01",21370,1,2.446,153.5,5.717,18.53,0,1.045,-4.418e-05,0.69648,0.58299,440026.321287634,1.9811114262902,601036.76056338
"CANDIDATE",7220429,"K01700.01",4769,1,0.08066,254.6,4.139,17.1,0,0.09216,0.0002686,0.39551,0.15008,355162.722873997,0.74649032851009,350559.639344262
"CANDIDATE",7222086,"K01701.01",8036,1,0.8177,104.3,5.793,37,0,-0.03533,-6.29e-05,0.5951,0.0054458,1091514.0611854,1.75774507388862,659122.49614792
"CANDIDATE",7304449,"K01702.01",12430,1,0.275,803.8,4.781,25.86,0,-1.331,6.408e-05,0.064454,-0.68301,672899.076949998,1.82159867807462,581635.685210312
"FALSE POSITIVE",7380829,"K01703.01",29070,1,3.635,377.4,4.665,-33.24,0,24.41,0.02029,0,0,170514.934552232,38.9037745677413,294240.698630137
"CANDIDATE",7386827,"K01704.01",3674,1,0.2871,613,7.235,21.86,0,0.05193,-0.0004333,0.075024,0.02601,511716.198362532,1.76847985480615,532971.141439206
"CANDIDATE",7522911,"K01705.01",3858,1,1.352,410.5,4.864,10.08,0,1.357,-4.681e-06,0.45156,-0.065977,136005.254498169,1.62572538946389,210352.229268293
"CANDIDATE",7626370,"K01706.01",12370,1,0.3654,264.8,4.187,32.61,0,-0.08473,2.68e-05,0.069825,0.19895,803288.489034189,1.49917451300332,612917.082152975
"CANDIDATE",7703955,"K01707.01",1147,2,2.548,930.8,8.032,9.097,0,-0.05399,0.0002149,0.54525,-0.20351,91604.0298521689,8.93529794450495,289090.033333333
"CANDIDATE",7703955,"K01707.02",405,2,3.261,978.4,7.416,7.945,0,1.857,-0.0002676,0.24786,-0.29479,50534.5109833632,7.64382949846798,197109.254545455
"CANDIDATE",7750419,"K01708.01",1207,1,1.059,541.3,5.13,12.81,0,0.1887,0.000789,0.43087,0.44077,200475.287496942,7.67401438705525,224081.505154639
"FALSE POSITIVE",7768952,"K01709.01",1355,1,1.446,256.2,5.227,6.965,0,3.297,0.0009507,4.361,3.4507,272526.590163974,0.660629490160084,287760.039735099
"CANDIDATE",7815744,"K01710.01",1923,1,0.313,733.4,5.253,11.77,1,-1.034,0.0006068,0.45591,-0.51703,224573.169478475,1.07427383830865,265477.579268293
"CANDIDATE",7955580,"K01711.01",852.3,1,0.5679,756,7.362,6.019,0,0.2093,-0.0001164,0.50512,-0.048224,188758.99737919,0.886612945758209,265184.109090909
"FALSE POSITIVE",8162790,"K01712.01",3576,1,0.3845,839.2,6.916,9.305,0,1.988,0.001502,2.08,2.9745,343603.217919714,2.49152307053265,1892319.39914163
"CANDIDATE",8230616,"K01713.01",8720,2,0.3216,416.3,4.714,20.38,5,-0.2245,0.0004896,0.27925,-0.12967,589378.20767448,0.997658548160861,350667.047619048
"CANDIDATE",8230616,"K01713.02",4173,2,0.4956,529.2,5.052,13.66,1,-0.6449,0.0005614,0.25261,-0.18345,422087.524186918,1.57701006906383,339876.392307692
"CANDIDATE",9655129,"K01714.01",18420,1,1.331,30220,107.5,178.9,0,0.2099,0,0.007466,0.1415,15401021.4963237,1215.30637202321,93874631.5789474
"CANDIDATE",9836959,"K01715.01",779.3,1,1.65,288.3,9.013,15.3,0,-0.7605,0.0001252,0.84604,0.39143,174870.531030923,2.98535676472796,367520.228346457
"CANDIDATE",9838949,"K01716.01",7330,1,0.5481,321.1,4.158,14.37,0,0.2884,9.837e-05,0.18299,-0.20735,446514.500045742,0.932583273250502,367081.102362205
"CANDIDATE",9895006,"K01717.01",3440,1,0.7063,224.6,4.79,12.86,0,-0.421,0.0003241,0.55754,-0.0034464,215969.11367452,5.07734527071653,239672.938461538
"CANDIDATE",9896558,"K01718.01",1239,2,1.184,885.7,8.664,15.46,0,-0.07118,2.296e-07,0.24532,0.072468,173942.704383924,1.15917306720243,362128.604651163
"CANDIDATE",9896558,"K01718.02",805.8,2,3.074,381.3,5.15,9.083,0,1.111,0.0002614,0.29008,0.2405,38245.1012422407,2.38064213502009,114497.350490196
"FALSE POSITIVE",9899483,"K01719.01",30390,1,2.341,169.9,3.681,8.754,0,3.72,0.0001771,7.6723,6.5051,277148.728358805,64.1534717829585,458454.833333333
"CANDIDATE",10015937,"K01720.01",963.3,1,1.859,1034,5.961,11.81,0,-0.2538,0.0001278,0.12845,-0.24505,120445.657594289,7.11190215522648,288280.300613497
"CANDIDATE",10019065,"K01721.01",1579,1,1.318,604.5,6.209,14.48,0,-0.5599,0.0001903,0.2184,-0.30013,174641.208658112,2.71950957776563,372887.571428571
"CANDIDATE",10080248,"K01722.01",6573,1,2.406,324.6,4.543,12.22,0,-0.3513,0.0002145,0.79748,0.29106,119348.162646495,0.576970939411333,236315.236180905
"CANDIDATE",10213902,"K01723.01",1534,1,1.185,921.1,8.153,13.94,0,-0.1709,-0.0007194,0.27127,-0.25505,194793.844746471,3.19861649866239,407551.146551724
"CANDIDATE",10214162,"K01724.01",2853,1,0.9646,715.8,6.135,15.98,0,-0.1981,-0.0006432,0.29027,-0.45336,216755.883256681,2.75681509177635,352369.813432836
"CANDIDATE",10905746,"K01725.01",1145,1,0.3268,1375,22.23,27.01,0,-0.1931,0.0006897,0.34924,-0.46399,1440377.40635922,4.99075090712744,1967111.74796748
"CANDIDATE",8242434,"K01726.01",1536,1,1.158,786.1,18.69,43.22,0,0.1881,9.689e-06,0.19165,0.46763,708514.477053378,8.86317515885587,1112087.4559194
"CANDIDATE",6185331,"K01727.01",2243,1,1.516,3315,25.89,47.06,0,0.0278,0.0002814,0.087484,-0.10795,439685.498476081,13.2627035826375,996043.836930456
"CANDIDATE",11820830,"K01728.01",2945,1,0.9161,9055,88.85,181.9,0,0,0,0.10791,0.088666,9053023.03092358,330.052017995415,0
"CANDIDATE",6603756,"K01729.01",14020,1,1.283,33240,111.3,165.1,0,0.04514,0.001208,0.083882,-0.0042145,11941105.341774,413.894102183555,30925362.5
"FALSE POSITIVE",8460600,"K01730.01",7152,1,0.9485,72710,370.6,555.6,0,0.1979,0.04709,0.86606,-0.10797,26661671.8713274,673.919956891325,52523972.8453365
"CANDIDATE",8266276,"K01731.01",4782,2,0.6213,600.2,2.978,7.4,0,-0.8575,7.469e-05,2.9926,1.2585,233493.503221394,0.781934158286183,227625.835051546
"FALSE POSITIVE",8266276,"K01731.02",14220,2,0.7821,279.7,8.306,-6.986,0,3.566,0.001431,10.353,6.508,92562.3769638829,0.374902093117025,195401.066371681
"CANDIDATE",6869184,"K01732.01",1670,1,0.8756,981.7,6.039,11.88,0,0.9286,4.655e-05,0.24196,-0.13624,179315.555040403,4.75424518841272,304892.215827338
"CANDIDATE",8396405,"K01733.01",1792,1,0.001748,780.5,4.421,9.259,0,0.4493,0,0.12028,0.20699,216183.287668454,0.313963695980463,184917.979166667
"FALSE POSITIVE",8845574,"K01734.01",11740,1,0.6335,759.5,4.716,16.66,1,2.478,0.002547,3.5875,1.6091,599614.338437177,2.2787438707372,437142.019417476
"FALSE POSITIVE",3446451,"K01735.01",15170,1,0.7966,123.3,5.827,-13.89,0,86.6,2.755e-05,10.591,10.553,325307.97766608,1.22210205156814,288234.902985075
"CANDIDATE",6604328,"K01736.01",2206,1,0.8172,599.1,5.571,7.191,0,-0.6119,0.0006553,0.51628,-0.069136,144809.853431606,0.850428593671892,193990.184331797
"CANDIDATE",4365645,"K01738.01",7217,1,0.6306,161.2,4.239,17.3,0,-0.7113,9.237e-05,0.46255,-0.60798,545942.894268731,1.05718345039151,402106.850152905
"FALSE POSITIVE",6762829,"K01740.01",6683,1,1.9,27020,519.9,1569,0,-0.1357,-0.004565,0.12574,-0.11841,14071919.5004717,777.462705688387,48764892.733564
"FALSE POSITIVE",8180020,"K01741.01",8502,1,1.032,56240,196.8,524,0,0.1534,0.03558,0.12216,0.035782,15012171.4296062,513.668827162395,32631380
"FALSE POSITIVE",9528420,"K01742.01",15750,1,1.345,31020,193.7,1003,0,0.06782,-0.001378,0.0067951,0.065504,24899892.1182891,954.003636731722,68997846.038864
"FALSE POSITIVE",6364327,"K01744.01",26180,1,6.722,225.5,5.451,6.728,0,-1.029,0.0006118,2.7199,-1.1777,90457.2804681139,30.9314009847116,485996.786961583
"FALSE POSITIVE",9574614,"K01745.01",19610,1,0.7284,6418,18.14,163,0,0.1485,0.0004585,0.08088,0.15178,3222586.81620854,51.6114012741947,3762300.89430894
"CANDIDATE",8197343,"K01746.01",3557,1,0.9587,385,3.889,11.25,0,0.249,-0.0004223,0.29418,-0.43283,214914.774798419,0.570844154149467,236714.295698925
"CANDIDATE",7032421,"K01747.01",979.8,2,0.8101,782.8,5.467,8.852,0,0.3824,-0.0003953,0.26835,0.22562,459294.921918634,2.03912149282216,267798.27672956
"FALSE POSITIVE",7593110,"K01748.01",7059,1,0.8872,49960,152.1,381.3,0,0.1136,0.005966,0.040286,-0.021512,19431889.1042276,313.87241912383,22301191.7525773
"CANDIDATE",6786348,"K01749.01",1929,1,0.005295,530.4,4.886,11.38,0,-0.6741,-1.607e-06,0.18448,0.025169,179359.70519566,0.351672768586456,223558.164021164
"CANDIDATE",6209677,"K01750.01",6322,2,1.161,215,4.347,9.409,0,-0.1984,-0.0001253,0.036452,-0.10841,221039.348301755,0.733637837300132,256316.574074074
"CANDIDATE",6209677,"K01750.02",8250,2,0.004343,93.15,3.601,4.067,0,0.1397,8.965e-05,0.49373,0.11675,180370.636280273,0.328169125074828,117964.144886364
"CANDIDATE",9729691,"K01751.01",3426,2,0.3882,1046,10.48,35,0,-0.08834,0.0001252,0.16286,-0.17777,922208.767101771,2.39492897149562,816408.699472759
"FALSE POSITIVE",9729691,"K01751.02",1528,2,1.788,882.8,9.977,8.007,0,-0.5047,9.116e-05,0.17329,0.025714,291626.5626671,3.80925588175416,434145.23364486
"FALSE POSITIVE",8127586,"K01752.01",2444,1,1.058,282.7,4.921,-0.5779,0,15.3,-0.003285,6.7592,4.422,137948.07481479,0.280421154889835,141270.035369775
"FALSE POSITIVE",4950232,"K01753.01",16940,1,0.5831,516.7,4.417,-20.18,0,3.678,-0.01375,0,0,252056.987271539,0.919375430857395,389076.621359223
"CANDIDATE",8651389,"K01754.01",1879,1,0.2955,242.2,4.307,11.16,0,-0.4632,-4.864e-05,0.54148,0.029127,383928.956439908,0.915021874115418,300481.617449664
"FALSE POSITIVE",5302006,"K01755.01",7076,1,0.9745,872.4,11.06,-37.75,0,-54.2,0.034,9.6418,-6.7049,408548.087980165,8.83328092558367,500065.203955501
"FALSE POSITIVE",4851464,"K01757.01",8562,1,1.262,41320,142.4,736.4,0,0.1248,-0.003197,0.081759,0.17182,9879221.80595718,381.382751007382,12356450.4643963
"CANDIDATE",6705142,"K01758.01",3823,1,0.4759,1379,6.868,20.26,0,1.44,-0.0003113,3.9947,-0.099527,752562.308154614,1.56187139837971,1410258.19397993
"FALSE POSITIVE",3248019,"K01759.01",18350,1,1.167,61300,189.4,696.2,0,-1.263,0.0463,3.7778,0.067195,27201919.8812512,1292.77045304775,61391662.4
"CANDIDATE",3967760,"K01760.01",5439,2,0.5361,443.4,4.078,8.819,0,-0.3959,0.0009149,0.75241,0.57636,282959.498844946,1.12322785967493,196140.452261307
"CANDIDATE",3967760,"K01760.02",3740,2,0.7371,362.9,2.979,5.364,0,0.3393,-0.0003816,0.61594,0.26875,158011.970958541,0.601781545294327,131865.385135135
"CANDIDATE",4067336,"K01761.01",1481,1,0.8762,1158,3.655,9.436,0,0.1306,0.0009665,0.26341,-0.15689,377233.531372805,2.37356485638896,158409.295546559
"FALSE POSITIVE",5387843,"K01762.01",22350,1,0.6486,469.2,4.851,34.67,0,0.2845,-0.0006666,0.99012,0.35192,414998.689259074,1.75072099668493,591684.218978102
"FALSE POSITIVE",10491044,"K01763.01",17120,1,2.429,427.1,4.361,-3.83,0,-6.726,-6.385e-06,12.899,-12.699,152601.557187071,3.94236642024381,179845.59245283
"CANDIDATE",11904734,"K01764.01",1250,1,0.6196,5877,21.22,63.41,0,0.4876,-0.000141,0.072801,0.026318,2243071.81820111,15.3262866986733,1486885.35502959
"FALSE POSITIVE",8043714,"K01765.01",5453,1,0.9494,23500,97.84,371.2,0,0.01552,-0.003327,0.057132,-0.093019,8889715.03259789,300.599022918297,8410066.0268714
"FALSE POSITIVE",3654950,"K01766.01",11240,1,2.153,61630,184,475.1,0,-0.3671,-0.01184,0.07654,-0.092337,9900830.30882815,775.25606199927,21167343.1693989
"FALSE POSITIVE",8223328,"K01767.01",790.4,1,0.9139,10800,219.4,178.2,0,-0.2063,-2.487e-05,0.24042,-0.2824,12646417.8891896,132.538601183999,12183078.1767956
"FALSE POSITIVE",4150390,"K01768.01",1069,1,2.205,38530,181.7,293,0,-0.3021,-0.002809,0.013291,-0.22128,2718910.69961075,136.735822235348,6649258.20642978
"FALSE POSITIVE",8444552,"K01769.01",39650,1,0.9759,65080,426.1,1528,0,0.005853,0.001198,0.0325,-0.0057122,22898593.5422676,4802.14156760267,306709806.896552
"FALSE POSITIVE",7918217,"K01770.01",1787,1,5.085,1775,70.89,-9.379,0,-18.51,0.0223,11.045,-5.6239,341930.912027554,16.6502016146191,2022724.76851852
"FALSE POSITIVE",11342573,"K01771.01",701.1,1,2.47,56130,225,392.4,0,-0.2608,0.006436,0.059761,-0.14782,3523827.21495964,184.949679368317,8713019.14893617
"FALSE POSITIVE",3345675,"K01772.01",321.6,1,1.325,38210,175,108.6,0,-0.7405,-0.0001377,0.040456,-0.20923,2236650.32710193,54.9396217088312,3934624.3852459
"FALSE POSITIVE",10153011,"K01773.01",1146,1,3.324,15320,78.4,156.3,0,-0.1789,0.000281,0.025758,-0.076607,966891.817203363,50.6542339149,3296702.0979021
"FALSE POSITIVE",11285136,"K01774.01",10940,1,0.5974,9787,41.03,195.3,1,0.3546,0.0002291,0.011141,0.2723,6704480.468374,150.820757565714,8090278.71287129
"FALSE POSITIVE",4913000,"K01775.01",5133,1,0.875,817.5,51.39,-265.5,0,48.21,0.01993,0,0,2041951.25987075,50.4920060455529,1706343.53191489
"FALSE POSITIVE",8453214,"K01776.01",10950,1,2.739,5445,85.38,-61.49,0,1.703,0.07777,5.714,1.0035,388352.941176471,8.77127295778805,1414581.94267516
"FALSE POSITIVE",5110423,"K01777.01",13050,1,1.94,6213,37.53,50.25,0,2.144,0.01245,3.527,1.8893,2219932.20899471,35.4458883235866,4415152.96052632
"FALSE POSITIVE",5444384,"K01778.01",44050,1,2.195,8928,153.6,0,0,0,0,0,0,1824230.38967338,451.786284913782,0
"CANDIDATE",9909735,"K01779.01",6916,2,0.5337,1537,27.65,47.44,0,0.07714,0,0.035666,0.062478,3578999.07890697,17.6586945412311,3835544.34426229
"CANDIDATE",9909735,"K01779.02",2229,2,0.4458,906.1,13.72,19.35,0,-0.106,0,0.079088,0.0051015,1325472.86230339,2.51128111714277,1435386.22699387
"FALSE POSITIVE",5450814,"K01780.01",4539,1,0.9022,19750,66.99,118,0,-0.2356,3.472e-05,0.055304,-0.25634,8857722.54489947,87.5105034844645,7295893.17773788
"CANDIDATE",11551692,"K01781.01",4048,3,0.6853,1947,34.48,46.53,0,0.4808,8.549e-06,0.06896,0.46526,4099842.48342413,20.6594692291383,6812021.1829436
"CANDIDATE",11551692,"K01781.02",6872,3,0.497,637.3,14.96,26.21,0,0.4832,-3.923e-05,0.22011,0.25034,2734813.6688356,12.5575873185208,3392013.28767123
"CANDIDATE",11551692,"K01781.03",641.3,3,1.593,1177,23.15,8.485,0,0.5121,5.015e-05,0.15114,0.61823,713196.437680928,5.16087327264064,1787848.44765343
"FALSE POSITIVE",8678664,"K01782.01",1880,1,0.8538,14420,64.24,150,0,-0.1828,0.0002329,0.028763,-0.065397,4778881.73349283,51.4731960318475,3273655.40145985
"CANDIDATE",10005758,"K01783.01",493.1,2,1.955,3936,62.05,98.09,0,-0.2638,0.0001024,0.046138,-0.18543,854746.650395342,70.1689669189163,2269959.75845411
"CANDIDATE",10005758,"K01783.02",333.5,2,4.817,2072,32.99,31.11,0,0.1519,9.725e-05,0.19437,-0.24294,258702.720425505,5.99465592945421,739972.94488189
"CANDIDATE",10158418,"K01784.01",3063,1,0.4953,4371,46.34,98.32,0,0.0674,0.0007173,0.17726,0.12023,8458977.23510214,39.6062211178839,5588567.41706161
"FALSE POSITIVE",9366989,"K01785.01",21510,1,0.6909,4985,85.44,-156.3,0,86.12,0,1.4327,7.8364,429466.786450351,10.0650371143289,668129.16909621
"FALSE POSITIVE",3128793,"K01786.01",7012,1,2.577,5306,31.17,39.63,0,-0.6522,-0.000788,0.050525,0.11246,756760.734841818,44.2484173660931,3057861.52
"CANDIDATE",5864975,"K01787.01",609.6,1,1.651,7034,50.72,55.9,0,-0.2854,-0.001524,0.10775,-0.054982,646424.034469662,13.3342992575444,1495645.49090909
"CANDIDATE",2975770,"K01788.01",457.3,2,1.124,5140,57.92,24.41,0,-0.1245,0.001125,0.046837,0.1048,879369.930818778,5.90095184471422,1127648.66863905
"FALSE POSITIVE",2975770,"K01788.02",205.6,2,1.931,978.2,8.887,4.864,0,-0.2001,-0.001339,0.23641,0.27636,92823.1891348088,5.8962657507416,144922.068441065
"FALSE POSITIVE",5565497,"K01789.01",34030,1,2.083,125.8,4.057,-26.31,0,-102.7,0,11.236,-2.7957,172189.668644261,1.90633674582513,223789.10989011
"CANDIDATE",6504954,"K01790.01",624.3,1,1.823,4998,42.94,67.31,0,0.07647,-0.0003013,0.087296,-0.061964,735324.97715401,7.59973701363765,1138046.91056911
"FALSE POSITIVE",4144231,"K01791.01",1565,1,1.613,6795,96.25,-100.5,0,-26.3,-0.1341,0,0,797562.070777917,11.6521435670588,1705141.08695652
"CANDIDATE",8552719,"K01792.01",1952,3,1.899,1614,53.88,84.18,0,0.3772,0.0008261,0.48693,0.45331,1033508.10434823,25.8055643210894,4020237.38738739
"FALSE POSITIVE",8552719,"K01792.02",7245,3,1.12,128.2,5.195,21.52,1,0.359,6.613e-06,0.60058,0.29739,377398.386782721,3.4570003734391,760215.161839864
"CANDIDATE",8552719,"K01792.03",53280,3,3.734,50.6,3.883,15.48,0,-0.6523,-5.021e-05,1.4789,-0.27638,141712.950233709,175.266949911634,506519.284903519
"CANDIDATE",5731623,"K01793.01",5458,1,0.642,3865,17.23,80.56,0,0.1308,0.004971,7.1056,-0.16941,3606193.98092408,38.0468006295121,3036750.81481481
"FALSE POSITIVE",6153672,"K01794.01",5693,1,0.437,4754,14.29,82.13,0,-0.02507,0.0008661,0.18094,0.16455,4064180.61897514,15.1980156645577,2339790
"FALSE POSITIVE",9674608,"K01795.01",6507,1,0.4857,6382,12.27,61.86,0,0.2177,-0.001419,0.076213,0.1571,3411236.1923476,14.3498450639731,1597794.82758621
"FALSE POSITIVE",10019399,"K01796.01",1872,1,0.7538,2028,42.33,113.2,0,-0.02152,-7.194e-05,0.052226,-0.01337,5198939.57609466,28.2591331945554,4602448.03921569
"CANDIDATE",10676014,"K01797.01",2447,1,0.8694,870.6,17.22,11.18,0,0.2292,1.283e-05,0.17522,0.39964,1211612.32564184,4.44581831957156,1625070.30508475
"FALSE POSITIVE",6867766,"K01798.01",1692,1,0.7161,3789,30.68,108.3,0,0.001555,0.0005861,0.055034,-0.014731,3998945.10538151,19.9847014757289,2380372.47191011
"FALSE POSITIVE",6058614,"K01799.01",11090,1,0.6381,11640,32.85,34.52,0,-0.08702,-0.003918,0.053326,-0.073723,3482125.61552573,47.2192721776425,6111996.44970414
"CANDIDATE",11017901,"K01800.01",2010,1,0.3781,3460,44.34,68.13,0,-0.2786,6.353e-05,0.0080823,-0.40032,12341931.4996912,23.8663275285199,6735080.85991678
"CANDIDATE",5088591,"K01801.01",3199,1,0.6189,1300,11.71,19.2,0,0.02415,-4.573e-05,0.10228,0.011904,1004638.68706491,4.39799154271357,1019488.53164557
"CANDIDATE",11298298,"K01802.01",4946,1,0.4191,572.2,12.31,41.48,0,-0.08225,-7.368e-05,0.12926,0.0038652,1855781.60578161,11.0953310889056,1916472.1484375
"CANDIDATE",4349442,"K01803.01",5747,3,0.4069,784.8,13.87,22.82,0,-1.651,0.0006957,6.7978,0.086433,1565344.53387405,6.12036680623604,3589832.81818182
"FALSE POSITIVE",4349442,"K01803.02",2607,3,0.344,244.9,5.43,-41.55,0,-5.532,0.0002806,1.1082,-2.5982,251041.029385645,0.910432620464308,788165.329341317
"FALSE POSITIVE",4349442,"K01803.03",6119,3,1.065,64.15,5.242,-24.18,0,-5.053,1.519e-06,0.98463,-3.3505,155617.973323888,0.520950816527919,454398.3429229
"CANDIDATE",11187436,"K01804.01",3291,1,0.3193,5248,22.54,27.82,0,0.1027,-0.0003542,0.23248,0.098365,3380865.4445977,9.23324218099841,2104268.06034483
"CANDIDATE",4644952,"K01805.01",3589,3,0.4413,796.5,10.81,23.94,0,0.08738,5.989e-05,0.053105,0.05667,1743229.97370595,6.9039783918946,1308246.18421053
"CANDIDATE",4644952,"K01805.02",6566,3,0.3384,291.6,5.536,12.82,0,-0.1753,2.34e-05,0.36269,-0.33852,865050.928854264,2.24231114281735,701421.710758377
"CANDIDATE",4644952,"K01805.03",1539,3,0.8639,555.5,7.416,10.11,0,-0.3486,5.936e-06,0.1657,-0.19197,432344.415076322,1.19836316229013,624341.648351648
"FALSE POSITIVE",9529744,"K01806.01",28690,3,2.164,400.8,22.59,-96.81,0,-14.95,0,4.7497,-3.4224,344879.617437901,42.8405833395183,684014.459259259
"CANDIDATE",9529744,"K01806.02",2475,3,1.681,135.9,4.486,13.02,0,-0.5342,0,0.57675,0.59425,137094.197414788,1.04275683807709,240494.697916667
"CANDIDATE",9529744,"K01806.03",3993,3,1.007,84.8,4.311,6.701,0,0.9501,0,0.098086,0.042585,145582.852064976,0.760895780063847,203415.832599119
"CANDIDATE",10614012,"K01807.01",2286,1,8.355,8273,25.27,0,0,-0.2122,-0.0003155,3.8127,-0.92592,335754.960778783,79.1340344895729,14870463.0434783
"CANDIDATE",7761918,"K01808.01",673.8,1,0.6909,856.7,23.91,31.85,0,-0.3401,-6.759e-06,0.12773,-0.129,789791.29218209,11.7994682874441,1181008.58695652
"CANDIDATE",8240797,"K01809.01",2298,2,0.3552,382.4,11.51,40.94,0,-0.6482,0.0001335,0.2077,-0.88267,973661.706858218,2.86713575924347,826700.224719101
"CANDIDATE",8240797,"K01809.02",7311,2,0.5873,213.6,6.584,31.54,0,-1.317,3.369e-05,0.22291,-0.84451,1003349.68370902,2.72903784266627,847324.491362764
"FALSE POSITIVE",8164262,"K01810.01",1767,1,1.817,1107,26.93,41.64,0,-0.1366,-9.995e-05,0.22284,0.067898,175381.372841962,11.4560295032464,1666681.13636364
"FALSE POSITIVE",3966262,"K01811.01",5591,1,1.538,2000,14.83,-66.49,0,-25.51,0.08385,8.9662,-4.261,1064522.95918918,9.7268459086845,1003398.3033419
"FALSE POSITIVE",6279974,"K01812.01",24070,1,0.6272,1482,16.29,115.1,0,-1.13,-0.0001114,0.42983,0.032654,2219761.49914821,16.5406291911893,4571512.74725275
"CANDIDATE",9455325,"K01813.01",2756,1,0.5617,562.6,8.37,23.4,0,-0.3959,5.997e-05,0.094042,-0.16333,958111.408645499,8.10175850471471,882503.0651341
"CANDIDATE",5621125,"K01814.01",5399,1,0.8718,480,10.02,40.27,0,0.03529,0.0001302,0.16839,0.029652,875543.48790573,3.13537892978445,1962086.05769231
"CANDIDATE",9872283,"K01815.01",6243,2,0.3089,774.5,10.1,32.85,0,0.1205,-0.0003892,0.018965,0.17112,2183729.19707519,3.98508427291997,1230171.13157895
"CANDIDATE",9872283,"K01815.02",10580,2,0.4059,56.17,3.124,3.227,0,2.204,0.0001318,0.67753,0.83209,150774.55788892,0.321236898035954,129135.585635359
"CANDIDATE",8624520,"K01816.01",1938,1,0.2976,2946,13.6,46.33,0,-0.3112,0.0007237,0.13384,0.24666,1965539.81040562,6.24948689800009,838044.082397004
"FALSE POSITIVE",7918172,"K01817.01",376,1,5.471,3332,70.75,-4.865,0,8.157,-0.02987,0,0,97497.9032708974,13.4643748295265,309896.141843972
"CANDIDATE",7870032,"K01818.01",3043,1,0.4189,725.4,11.87,24.12,0,0.1136,-0.0003039,0.06298,0.24494,582532.280833762,1.763886815254,912788.744769874
"CANDIDATE",9597058,"K01819.01",2479,1,0.4361,450.9,7.503,11.65,0,-0.08651,4.609e-05,0.095832,0.015486,786975.875933372,4.09611348867539,723591.017214398
"CANDIDATE",8277797,"K01820.01",7715,2,0.4925,346.5,6.529,22.86,0,-0.08559,-5.792e-05,0.12322,-0.086599,922037.861797,2.7004475874449,838924.545454545
"CANDIDATE",8277797,"K01820.02",12400,2,0.1736,114,4.098,6.629,0,0.3866,9.901e-05,0.53693,-0.42246,418018.450650828,0.800899409796114,406379.330275229
"CANDIDATE",8832512,"K01821.01",4765,1,0.7077,898.1,8.489,19.86,0,0.3425,0.0001269,0.25557,0.25759,661377.934225616,6.92615786344511,871202.998065764
"CANDIDATE",5124667,"K01822.01",792,1,1.632,627.9,22.63,29.73,0,0.06769,0.0001308,0.35263,-0.50814,346171.142233072,4.74743495926312,650705.153473344
"FALSE POSITIVE",10092312,"K01823.01",3392,2,0.3728,852.8,10.27,0,0,0.2252,0,0.1827,-0.3969,1731549.00760282,2.68706432081228,936349.761431411
"FALSE POSITIVE",10092312,"K01823.02",16510,2,1.179,572.6,5.085,0,0,-2.595,0,5.8264,2.1222,413528.872732209,1.47803759504325,523888.865406007
"CANDIDATE",2989404,"K01824.01",11110,2,0.5972,184.3,6.357,40.17,0,-0.1743,4.578e-05,0.092956,0.066505,900978.602575804,2.799586245121,614958.419354839
"CANDIDATE",2989404,"K01824.02",16170,2,0.4596,141.7,5.416,38.3,0,0.124,3.507e-05,0.018245,-0.024035,788029.749551597,2.05285693323252,592962.737169518
"CANDIDATE",5375194,"K01825.01",3094,1,0.7411,604.2,8.075,13.68,0,-0.3562,-0.0001401,0.024593,-0.033637,630061.223919263,7.47495087962831,848462.154811715
"CANDIDATE",6468138,"K01826.01",773.2,1,1.601,793.1,20.61,27.91,0,-0.1349,9.427e-05,0.33633,-0.3032,238264.937591067,1.39490673235868,502895.114045618
"FALSE POSITIVE",10031707,"K01827.01",7967,1,3.689,499.4,7.872,-0.3497,0,0.2175,0.00127,1.2898,-0.4336,274753.862393244,10.2877437164609,929134.732673267
"CANDIDATE",11875734,"K01828.01",732.1,1,1.474,1236,14.98,20.24,0,0.4857,-0.0005841,0.16856,0.012001,240329.412445006,4.98101624351067,544212.214983713
