"koi_disposition","kepid","kepoi_name","tce_model_dof","tce_nkoi","tcet_ingress","tcet_depth","tce_max_sngle_ev","tce_cap_stat","tce_rb_tcount4","tce_fwm_sdeco","tce_fwm_prao","tce_dicco_msky","tce_dikco_mdec","tce_period_sn","tce_dor_sn","tce_fwm_sdec_sn"
"CANDIDATE",7626506,"K00150.02",2281,2,0.6246,777.9,18.87,49.34,0,0.1819,-0.0002247,0.098446,-0.11483,706667.194258482,2.7061532154788,1046242.15496368
"CANDIDATE",2307199,"K00151.01",2524,1,1.082,1412,16.02,54.33,0,-0.7363,8.82e-05,0.23901,-0.13952,1120338.58766288,21.8985048359949,950271.590909091
"CANDIDATE",8394721,"K00152.01",2483,4,1.141,2750,34.86,81.27,0,0.0838,0.0003244,0.052964,-0.053224,1075287.70629703,18.0196997959174,2689794.12121212
"CANDIDATE",8394721,"K00152.02",4936,4,0.8465,618.4,12.84,36.14,0,-0.2384,0.0001088,0.29818,-0.24579,538034.912718205,9.12698527318286,932384.74789916
"CANDIDATE",8394721,"K00152.03",3272,4,1.168,720.9,10.94,29.85,0,-0.1176,-2.709e-05,0.1023,-0.011967,377690.821229404,9.13094927511898,868523.424657534
"CANDIDATE",8394721,"K00152.04",541.7,4,0.8863,394,5.044,8.224,0,-0.6643,-4.183e-05,0.21801,-0.26261,171482.424019343,0.644946235730988,193805.218340611
"CANDIDATE",12252424,"K00153.01",7188,2,0.6091,723.8,18.24,75.87,0,-0.03626,-0.0001466,0.068633,-0.24768,1811875.9051757,9.84775090068919,1709540.93959732
"CANDIDATE",12252424,"K00153.02",3705,2,0.6405,931.1,16.53,67.96,0,-0.06106,-0.0001333,0.1157,-0.2725,1544430.75474832,4.52156716218709,1627613.83386581
"CANDIDATE",8030148,"K00155.01",11150,1,0.9051,702.1,16.76,101.2,0,0.2722,-4.061e-05,0.20368,0.13512,1653281.3458337,8.06885321895946,2285481.5625
"CANDIDATE",10925104,"K00156.01",3517,3,0.709,1399,20.59,75.76,0,0.5008,0.0006336,0.26325,0.80066,1770200.57392734,16.0330672633261,3334459.24137931
"CANDIDATE",10925104,"K00156.02",4169,3,0.7324,551.4,10.57,40.85,0,0.4843,0.0001799,0.32296,0.94839,857910.397442914,16.0336157666176,1569793.99350649
"CANDIDATE",10925104,"K00156.03",5657,3,0.6257,321.5,7.283,27.92,0,0.355,0.0003111,0.32972,0.76744,643294.981154533,11.2893520568262,1086508.29213483
"CANDIDATE",6541920,"K00157.01",1767,6,0.9,1325,22.14,61.79,0,0.283,-0.0002271,0.10102,0.042055,941052.421050774,10.1575710895939,1663064.24603175
"CANDIDATE",6541920,"K00157.02",4687,6,0.8002,738,17.77,57.86,0,0.3237,-0.0001343,0.15691,0.25822,854921.497584541,5.36597605706782,1546466.05166052
"CANDIDATE",6541920,"K00157.03",3065,6,1.199,914.4,19.66,59.84,0,0.1798,0.0001353,0.14962,0.052739,779588.680995825,3.96279064244276,1611891.92307692
"CANDIDATE",6541920,"K00157.04",1027,6,1.264,1048,23.93,41.78,0,0.2934,-6.545e-05,0.18647,0.052479,353694.281027688,2.91728832276693,1063685.83756345
"CANDIDATE",6541920,"K00157.05",1755,6,1.292,544.6,11.76,28.9,0,0.2241,-0.000213,0.035455,0.14998,279570.278815752,8.17312410814133,739139.365079365
"CANDIDATE",6541920,"K00157.06",4787,6,0.7798,286.7,7.053,24.96,0,0.0805,3.354e-06,0.15111,0.068068,376524.239844187,4.75494434455097,683673.115823817
"FALSE POSITIVE",10555375,"K00158.01",6039,1,0.9077,246.4,11.33,-18.5,0,-12.7,0.003224,6.3287,-3.8074,272285.735739964,6.92032587925598,463912.067961165
"CANDIDATE",8972058,"K00159.01",6030,2,0.7169,446.9,9.809,48.83,0,0.2087,6.127e-06,0.1491,0.35647,832960.283122875,4.42447373413875,1120345.99009901
"CANDIDATE",8972058,"K00159.02",8144,2,0.02027,72.05,3.489,9.623,0,0.6518,5.904e-05,0.39977,0.31661,287559.414214428,0.501062245671696,207624.316513761
"CANDIDATE",6631721,"K00160.01",2852,1,0.8876,650.6,11.26,30.67,0,3.299,-0.001227,3.1327,2.6713,687992.027403297,20.0036154281996,797230.474383302
"CANDIDATE",5084942,"K00161.01",7749,1,0.3305,862.5,18.37,117.3,0,-0.4407,-1.297e-05,0.053198,-0.22322,3569268.64421098,6.90453055991269,2513214.25
"CANDIDATE",8107380,"K00162.01",4539,1,0.8165,675.4,15.73,60.54,4,-0.1384,-0.0001673,0.23929,-0.1124,811043.683698522,2.7083111769319,1080172.03931204
"CANDIDATE",6851425,"K00163.01",4036,1,0.6537,599.9,11.87,53.18,0,-0.3348,-1.631e-06,0.35761,-0.44143,989297.343463639,3.36578469667492,1224140.95375723
"FALSE POSITIVE",5652237,"K00164.01",8557,1,1.262,204.6,9.715,-32.64,0,13.65,-0.007128,9.5191,3.6568,308253.010384445,12.5499860796402,332228.06504065
"CANDIDATE",9527915,"K00165.01",2864,1,0.6145,840.2,12.09,47.48,0,0.1789,0.0001255,0.027719,-0.034654,1050241.4768214,5.19685633493621,1097298.33729216
"CANDIDATE",2441495,"K00166.01",2512,1,0.3041,662,11.23,36.66,0,-0.4078,0.000255,0.19314,0.39849,988706.958634389,2.7479850454462,619175.032786885
"CANDIDATE",11666881,"K00167.01",11220,1,0.5774,398.6,10.44,61.35,0,0.07028,4.078e-05,0.074855,0.087494,1041379.48552946,9.04538408088295,1481102.97619048
"CANDIDATE",11512246,"K00168.01",7672,3,1.309,386.5,8.863,44.78,0,0.1414,-4.612e-06,0.1615,0.24053,459457.841116139,14.7716387965383,1028674.82328482
"CANDIDATE",11512246,"K00168.02",4948,3,0.9056,189,7.836,16.6,0,0.2484,1.32e-05,0.33588,0.07573,240561.05293496,1.34822320605351,445759.36036036
"CANDIDATE",11512246,"K00168.03",8604,3,1.945,112,5.45,18.16,0,-0.8356,-1.461e-06,0.75423,-0.60794,188797.830175647,1.42069570106711,325519.657894737
"FALSE POSITIVE",6185711,"K00169.01",1727,1,1.012,649.5,14.17,-72.89,0,4.925,-0.02987,8.9257,-0.24645,603405.247091824,5.9095542223223,692711.3
"FALSE POSITIVE",11044770,"K00170.01",3373,1,2.174,292.7,7.4,-7.682,0,10.2,-0.003724,8.6567,5.3812,241157.83944132,11.7133007190952,373513.1
"CANDIDATE",7831264,"K00171.01",8228,2,0.6388,487.5,9.559,58.6,0,-0.0401,8.767e-05,0.088931,-0.043638,1112483.94750625,3.54292671999776,1136731.56657963
"CANDIDATE",7831264,"K00171.02",2834,2,0.5802,238.8,5.464,16.44,0,-0.06208,-0.0001113,0.1091,-0.1709,339520.410601669,1.27847229506273,340131.3515625
"CANDIDATE",8692861,"K00172.01",4992,2,1.06,542,12.48,50.41,0,-0.1823,8.908e-05,0.052821,-0.073401,685345.559517745,3.00495381623301,1113370.69478908
"CANDIDATE",8692861,"K00172.02",663.3,2,1.757,309.2,11.45,9.902,0,0.4945,0.0001001,1.4571,-1.5722,67881.5094360752,2.25584946597476,246533.115384615
"CANDIDATE",11402995,"K00173.01",5855,1,0.9788,441,9.399,46.89,0,-0.06123,-0.0001198,0.043267,0.22865,634182.625029942,7.37258229882381,1007403.53783231
"CANDIDATE",10810838,"K00174.01",663.4,1,0.7457,980,15.57,27.51,0,0.8659,-0.0001845,0.11041,0.60634,590102.702861188,3.28384096093672,671896.522346369
"FALSE POSITIVE",8323753,"K00175.01",5536,1,0.8017,268.4,8.794,-1.38,0,9.447,-0.003715,7.8595,4.5131,497834.194662969,6.13589833716958,582081.655716163
"CANDIDATE",6442377,"K00176.01",2847,1,0.9862,419.7,12.29,36.77,0,0.2292,-0.0001025,0.16257,0.22565,416759.382190623,3.30289477561329,764319.781021898
"CANDIDATE",6803202,"K00177.01",3388,1,1.046,288.9,7.582,25.96,0,-0.1253,-8.963e-05,0.35084,0.021297,378906.538138391,1.15583113494328,550678.031290743
"FALSE POSITIVE",11455491,"K00178.01",10430,1,1.832,120.3,9.808,-106,0,-66.32,0.01245,8.9865,-4.3146,185756.491709783,13.5395198501835,418391.508474576
"CANDIDATE",9663113,"K00179.01",5483,2,1.793,979.3,20.7,68.54,0,-0.1781,0.0001853,0.12182,-0.07622,675463.193650608,6.44875111803518,1890965.34693878
"CANDIDATE",9663113,"K00179.02",765.5,2,2.18,963.3,29.14,24.87,0,-0.2922,-3.568e-05,0.089793,-0.061283,61821.4613598315,7.67395725256777,908404.294117647
"CANDIDATE",9573539,"K00180.01",4260,1,0.6197,643.5,14.59,32.5,0,0.2913,-0.0001111,0.068534,0.1782,1338774.29173808,6.24466591389985,2234258.98550725
"FALSE POSITIVE",12504988,"K00181.01",9703,1,0.9071,24270,180,665.5,0,0.484,0,0.16105,-0.12331,18950599.1421163,474.77094676346,36209481.6901409
"CANDIDATE",5376836,"K00182.01",10110,1,0.7738,18820,138.5,393.3,0,0.2489,-0.0007776,0.027661,0.26946,25679513.4839919,466.089177609099,35613271.0526316
"CANDIDATE",9651668,"K00183.01",13160,1,0.5897,17540,193,1430,0,0.0445,0.001694,0.0080239,0.032006,40553079.6307767,190.028539099322,39650591.4529914
"FALSE POSITIVE",7972785,"K00184.01",10640,1,0.9993,12550,121.1,801.6,0,0.03259,-0.0004379,0.0050783,-0.072551,10749265.6639943,218.044633199647,19891885.9090909
"FALSE POSITIVE",4178389,"K00185.01",1372,1,1.13,28230,330.4,432.8,1,-0.0757,0.01859,0.15553,0.033647,12376095.0821945,198.147343352554,11480309.6491228
"CANDIDATE",12019440,"K00186.01",12930,1,0.6264,15890,133.8,877.1,0,0.0149,-0.001763,0.021342,-0.051815,21418825.658264,103.119216691378,19948641.8972332
"FALSE POSITIVE",7023960,"K00187.01",2112,1,1.054,23140,232.8,640.9,0,0.09108,-0.0002169,0.0050187,0.058377,8284599.0825442,167.512739807119,13681963.022508
"CANDIDATE",5357901,"K00188.01",8236,1,0.586,14020,140.1,925.8,0,-0.1014,0.000323,0.0049248,-0.12464,23414980.0816467,126.03290623588,19045874.1784038
"CANDIDATE",11391018,"K00189.01",2037,1,1.259,20130,229.5,556.5,0,0.3515,0.0004704,0.014194,0.23734,6896062.98139496,158.597684880879,14447826.3929619
"FALSE POSITIVE",5771719,"K00190.01",3362,1,1.302,10950,129,252.4,0,-0.1051,0.0007134,0.045009,-0.06946,5483234.97854077,280.587951313036,10653244.4155844
"CANDIDATE",5972334,"K00191.01",2909,4,0.87,14040,110.9,397.1,0,0.2088,0.001427,0.14821,0.11616,6073864.91713035,84.1922188394619,8623853.13807531
"CANDIDATE",5972334,"K00191.02",8746,4,0.4742,640.5,8.395,34.96,0,0.1839,0.0002529,0.34431,0.17509,910363.597351412,4.02675096032714,696317.753378378
"CANDIDATE",5972334,"K00191.03",20190,4,0.3026,168.1,4.485,15.17,0,0.1488,9.406e-05,0.64907,0.64596,140412.504730786,0.674346835704303,248325.307228916
"CANDIDATE",5972334,"K00191.04",896.1,4,0.9341,531.5,6.234,8.609,0,-0.6245,-3.766e-05,0.22497,0.36201,102615.53818707,1.13785942650878,245367.779761905
"CANDIDATE",7950644,"K00192.01",5130,1,0.8292,9266,161,647.2,0,0.001425,1.316e-05,0.012115,-0.13009,10397070.9175003,61.4463464949661,14815210.1694915
"FALSE POSITIVE",10799735,"K00193.01",1457,1,0.8991,19270,202.4,423.5,0,0.08404,0.001137,0.17239,0.15315,7156635.58946104,123.652337264405,12649693.7007874
"CANDIDATE",10904857,"K00194.01",9741,1,0.6398,16080,95.43,347.2,0,0.1735,9.224e-05,0.017118,0.0048964,18609711.4472954,312.205226654204,17266113.5714286
"CANDIDATE",11502867,"K00195.01",8503,1,0.5511,14030,97.47,715.2,0,0.0881,0.0009451,0.0058344,0.09166,20905747.6641586,164.09057293417,16657718.5185185
"CANDIDATE",9410930,"K00196.01",16800,1,0.5691,10300,116.7,1101,0,0.05348,-0.0004327,0.0031288,0.10932,25184893.6242408,200.010167705211,25126587.431694
"CANDIDATE",2987027,"K00197.01",3066,1,0.8243,9952,125.2,394,0,-0.4681,0.0001316,0.014588,-0.44704,7455936.68001657,35.8277384116642,8410621.14537445
"FALSE POSITIVE",10666242,"K00198.01",622.8,1,1.627,17770,238.7,219.5,0,-0.1894,-0.0002927,0.015619,-0.19852,3264207.277149,68.6407970218726,7950375.95356551
"CANDIDATE",10019708,"K00199.01",13710,2,0.6659,9726,93.93,691.5,0,0.1509,0.0004907,0.021216,-0.1096,16054784.9663058,94.1832130149657,14719762.3824451
"FALSE POSITIVE",10019708,"K00199.02",9961,2,3.202,217.7,4.955,-74.55,0,188.9,-0.0009013,13.29,13.138,82949.4358151173,13.5493596452498,0
"CANDIDATE",6046540,"K00200.01",5321,1,0.6918,8225,103.3,493.5,0,0.1182,-0.0002521,0.0549,0.055156,10134832.515539,85.7418360225461,11057634.4919786
"CANDIDATE",6849046,"K00201.01",8856,1,0.6394,7264,116.9,790.9,0,0.07816,0.0001861,0.0063618,0.061415,18402902.3884601,51.4655980540643,16351417.7606178
"CANDIDATE",7877496,"K00202.01",14780,1,0.5484,9996,108.1,761,0,0.05167,-0.001587,0.1674,0.045238,22626728.5347443,158.015590334757,21517721.182266
"CANDIDATE",10619192,"K00203.01",15080,1,0.4943,20180,137.1,594.8,1,0.1335,0.000807,0.017168,-0.066289,29406606.8919106,141.535325609132,39192661.4754098
"CANDIDATE",9305831,"K00204.01",14580,1,0.6458,6748,56.11,400.9,0,0.611,0.001239,0.16622,0.21976,9401900.22789993,57.4628108413308,7931076.25649913
"CANDIDATE",7046804,"K00205.01",3167,1,0.6999,9433,100.1,409.4,0,0.1587,0.002979,0.018185,0.16188,7826391.81040527,85.4651738003308,9801367.28110599
"CANDIDATE",5728139,"K00206.01",15340,1,0.8365,4452,47.41,334.2,0,-0.03788,7.626e-06,0.043114,-0.076392,5545963.53692835,37.2253200473826,7659300.74766355
"CANDIDATE",3762468,"K00208.01",11550,1,0.6349,8002,41.05,220.6,1,-0.393,-0.0008451,0.025637,-0.16763,8301496.76107095,38.0066292584946,6469472.71214642
"CANDIDATE",10723750,"K00209.01",2969,2,1.532,5447,91.5,218.3,0,-0.09331,-0.000125,0.0021709,-0.062657,1969032.27807371,42.300959616723,7267806.9591528
"CANDIDATE",10723750,"K00209.02",5231,2,1.204,2294,34.18,130.2,0,-0.2182,-0.0001188,0.026086,-0.056885,1480854.98637001,27.2154079396528,3905704.79674797
"FALSE POSITIVE",10602291,"K00210.01",1954,1,1.244,7895,56.44,164.6,0,-0.01261,0.0005884,0.048508,-0.070473,3132520.7426179,49.8591825680366,4193037.36842105
"CANDIDATE",10656508,"K00211.01",511.1,1,0.891,7393,69.08,96.48,0,-0.2328,0.0007906,0.032148,0.014525,1279233.34282166,8.22106217250031,2050086.96581197
"CANDIDATE",6300348,"K00212.01",4884,1,0.7074,4741,43.76,188.3,0,-0.3345,-0.0008977,0.17086,-0.15143,4171200.92564792,13.6701075142612,5252915.02525253
"FALSE POSITIVE",9164836,"K00213.01",1402,1,1.984,68620,668.3,1202,0,-0.08903,-0.008019,0.06187,-0.053328,16157170.3428616,1236.66694371706,33036047.1014493
"CANDIDATE",11046458,"K00214.01",4651,1,0.493,5953,39.36,256.8,1,0.1151,0.0002351,0.044008,0.1426,9826370.24201947,49.3331139985276,5520168.40909091
"FALSE POSITIVE",12508335,"K00215.01",1100,1,1.383,9015,64.62,130.1,0,0.8179,0.0009722,0.19661,-0.0069266,2545472.32776352,38.7817068533451,3729528.04347826
"CANDIDATE",6152974,"K00216.01",2317,2,0.654,5129,37.64,120.3,0,-0.1701,0.001078,0.14509,0.11999,2361762.21274125,12.9548610766546,2818012.44897959
"CANDIDATE",6152974,"K00216.02",4796,2,0.7701,255.5,4.017,10.25,0,-0.3282,0.0004392,0.38417,-0.199,249658.978462846,0.633793957073061,236712.794285714
"CANDIDATE",9595827,"K00217.01",9065,1,0.6122,20610,140,718.9,0,-0.1899,0.001912,0.022781,-0.091228,22228875.8851522,108.205922180704,21730421.1267606
"FALSE POSITIVE",9838975,"K00218.01",2581,1,0.8803,49590,209.8,676.7,0,0.2914,0.001143,0.0058853,0.29883,10739034.2688076,203.070615326226,13089952.5280899
"CANDIDATE",6305192,"K00219.01",9978,1,0.9065,2967,40,201,0,-0.1063,-0.0002373,0.075258,-0.11203,3547625.88910354,40.9055581304312,5918183.23863636
"CANDIDATE",7132798,"K00220.01",15510,2,0.5303,1800,27.23,240.4,0,-0.2115,-5.631e-06,0.010429,-0.19427,5420039.16083916,13.8247242012028,5195963.58099878
"CANDIDATE",7132798,"K00220.02",7804,2,0.003913,100.6,4.203,12.36,0,-1.67,2.054e-05,1.1283,-0.8832,259035.22157125,0.547695670394382,261708.319018405
"CANDIDATE",3937519,"K00221.01",11650,2,0.5759,3718,32.43,271.2,1,-0.2369,-0.0002326,0.00053383,-0.021403,6520976.54921531,11.5268229729358,3833144.50980392
"CANDIDATE",3937519,"K00221.02",6109,2,0.9231,132.4,3.225,7.426,1,-1.101,-7.155e-05,0.56522,-0.44184,162908.680012598,0.47672123759705,119932.006134969
"CANDIDATE",4249725,"K00222.01",6334,2,0.5183,1206,11.13,57.64,0,0.1528,0.0002262,0.13719,0.030955,1383867.14896416,5.28308962925523,1170808.69047619
"CANDIDATE",4249725,"K00222.02",3281,2,0.6028,762.2,7.672,26.57,0,0.01712,-7.528e-05,0.14569,-0.014746,492431.385981995,1.88811464851077,540372.733516484
"CANDIDATE",4545187,"K00223.01",6613,2,0.3475,1101,10.34,60.48,0,0.3054,0.0001163,0.099546,0.12327,2130023.52972723,7.46988600313739,1124025.07082153
"CANDIDATE",4545187,"K00223.02",1071,2,1,969,9.753,19.86,0,-0.2092,0.0004907,0.33719,0.30509,353606.505074544,1.29659420484258,430813.702497286
"FALSE POSITIVE",5547480,"K00224.01",4703,1,0.8551,873.7,8.755,6.335,0,-6.874,0.004861,4.5836,-3.4677,922011.069127605,7.79743896694808,674263.305785124
"FALSE POSITIVE",5801571,"K00225.01",17040,1,0.8576,2927,18.78,118.6,0,0.05464,-0.000935,0.31314,0.098338,2440383.8990548,36.3811876217282,4026933.82352941
"CANDIDATE",5959753,"K00226.01",5434,1,0.7157,767.1,7.171,35.71,0,-0.05776,0.0003117,0.099029,0.34384,636951.488761461,11.23439954543,728640
"CANDIDATE",3847907,"K00229.01",12110,1,0.604,2864,31.25,200.4,0,-0.1783,-0.0008899,0.39252,-0.016731,4645074.06612978,15.0677006333421,3298975.42372881
"FALSE POSITIVE",3862246,"K00230.01",4633,1,0.8813,4738,27.31,104.2,0,-0.2195,0.003877,0.59433,0.019493,3557560.35193633,31.5409714724588,2864432.27941176
"FALSE POSITIVE",4043443,"K00231.01",295.9,1,1.454,5477,29.97,42.03,0,0.09705,-0.0008265,0.073915,0.10689,714954.74856669,10.1094788403286,739448.245283019
"CANDIDATE",4833421,"K00232.01",5812,5,0.8507,2145,34.22,164.6,0,-0.1638,0,0.070806,-0.047232,2105896.2052987,14.0877992584504,3274513.52459016
"CANDIDATE",4833421,"K00232.02",8446,5,0.5129,334.2,5.816,33.78,0,-0.07837,0,0.052896,-0.11443,621878.420862475,1.828345778952,684059.726027397
"CANDIDATE",4833421,"K00232.03",2168,5,2.115,345.9,6.326,17.97,0,-0.2832,0,0.52334,-0.48972,120907.253894254,7.10664196114177,353531.247787611
"CANDIDATE",4833421,"K00232.04",2444,5,1.096,290.7,5.538,13.08,0,-0.1651,0,0.28445,-0.26344,204583.104304479,0.756180149288175,330157.553719008
"CANDIDATE",4833421,"K00232.05",1516,5,1.725,323.2,6.86,14.2,0,-0.3844,0,0.28427,0.14915,116836.436962783,0.849306848232949,291598.562043796
"FALSE POSITIVE",5023956,"K00233.01",17740,1,1.959,6108,93.36,-344.2,0,56.6,0.06048,8.5045,8.3586,4084810.68483889,76.3126047577803,5150119.35897436
"CANDIDATE",8491277,"K00234.01",6661,1,0.8147,759.1,11.46,48.12,0,-0.2249,-0.0001339,0.065879,0.027461,815207.326380056,5.83346934335378,1091144.31372549
"CANDIDATE",8107225,"K00235.01",5311,1,0.4811,608.8,7.302,39,7,-0.1145,-0.0005645,0.2304,-0.31938,1175859.16069259,1.98937007116936,867888.893280633
"FALSE POSITIVE",8453211,"K00236.01",11730,1,2.785,3427,123.6,-65.55,0,-37.33,0.02224,0,0,580202.78312049,15.5657289487391,1708076.11538462
"CANDIDATE",8041216,"K00237.01",5651,1,0.6099,619.2,10.22,47.52,0,-0.01601,-0.00017,0.016424,-0.17314,897730.22227193,8.15218196254743,1112996.09137056
"CANDIDATE",7219825,"K00238.01",3547,3,0.5406,475.7,8.937,31.82,0,0.4334,-1.12e-05,0.32959,0.14316,505354.932931371,1.62428948643082,707141.818181818
"CANDIDATE",7219825,"K00238.02",550,3,2.134,257.3,8.69,6.073,0,-0.4354,-0.0002463,0.71436,0.056375,28558.3466419114,2.24295809720128,115626.591891892
"CANDIDATE",7219825,"K00238.03",2032,3,0.005901,114.3,3.294,8.142,0,0.2899,8.615e-05,0.38817,0.16586,88376.8510334005,0.305069310243227,130036.598784195
"CANDIDATE",6383785,"K00239.01",7252,2,0.5469,1388,13.93,74.05,0,0.2807,-0.001668,0.34544,-0.093223,1685188.56002462,7.67438224552988,2280343.60655738
"CANDIDATE",6383785,"K00239.02",9561,2,0.7881,169.7,5.311,11.62,0,-0.04072,-0.00037,0.39798,0.12949,269358.196526291,0.639807535222165,328584.244094488
"CANDIDATE",8026752,"K00240.01",13660,1,0.786,1251,11.96,57.59,0,0.1972,-0.0001599,0.09103,0.09295,1210363.15073212,4.41533077103316,1387982.75316456
"CANDIDATE",11288051,"K00241.01",2760,3,0.7912,730.6,11.47,38.45,0,0.07898,0.0001222,0.2327,0.12762,626034.414816761,7.7114630266389,936353.664122137
"CANDIDATE",11288051,"K00241.02",1617,3,2.103,313,6.196,11.77,0,-0.00929,-0.000423,0.43466,-0.24541,133731.712164813,6.63303762535505,293801.838323353
"CANDIDATE",11288051,"K00241.03",6760,3,0.6746,131,4.556,13.11,0,-0.04412,0.0001142,0.11685,-0.13101,308403.490527648,0.570031348349983,278777.829545455
"FALSE POSITIVE",3642741,"K00242.01",11630,1,0.8613,3523,30.84,129.5,0,-0.2638,0.001466,0.10987,-0.10022,2769290.93302302,17.1080039208699,3686437.80952381
"FALSE POSITIVE",9592579,"K00243.01",23270,1,2.145,5739,82.96,-399,0,32.53,0.03197,5.0759,6.2484,2114369.31339933,78.5548628474987,4894789.11205074
"CANDIDATE",4349452,"K00244.01",2987,2,0.6589,1154,53.94,263,0,0.3741,-0.0008787,0.57451,0.43472,5658238.88404533,48.2610401202173,4143544.91080797
"CANDIDATE",4349452,"K00244.02",7406,2,0.6695,388,22.16,139.4,0,0.4712,-0.0002248,0.87816,0.69219,2851473.83480435,19.3361128916933,2157814.75409836
"CANDIDATE",8478994,"K00245.01",1582,4,0.799,576.3,45.32,0,0,1.242,-0.0008098,3.6423,2.5581,2306700.59765691,10.3322507921039,1969847.74336283
"CANDIDATE",8478994,"K00245.02",2290,4,0.6808,86.07,7.641,0,0,0.3778,-5.604e-05,4.1806,3.4468,483707.548797878,2.33065723915168,408424.944954128
"CANDIDATE",11295426,"K00246.01",8618,2,0.6081,333.2,22.31,0,0,-0.5341,-4.282e-05,1.4608,-2.1032,3514559.50420217,7.95308961930055,2464327.73869347
"CANDIDATE",11295426,"K00246.02",3585,2,0.7096,55.03,21.69,0,0,-0.4629,5.118e-05,2.5108,-2.6755,388004.088046504,1.07309712116896,291905.601190476
"CANDIDATE",11852982,"K00247.01",1817,1,0.7066,1043,8.291,22.4,0,0.0069,0.0005753,0.060096,-0.23851,762758.186606596,7.42450862456993,708288.02259887
"CANDIDATE",5364071,"K00248.01",5199,4,0.6014,1693,11.85,48.74,0,-0.04274,0.000292,0.12981,0.071895,1215904.96717972,8.47322930073668,1449706.35714286
"CANDIDATE",5364071,"K00248.02",8671,4,0.5097,776.9,10.21,31.03,0,0.2214,0.0003273,0.13314,0.069615,983765.291629121,3.49639354257721,835223.271604938
"CANDIDATE",5364071,"K00248.03",2552,4,1.192,1335,7.449,29.21,0,-0.1229,-3.725e-06,0.12714,-0.12061,577202.187642149,7.60418552001715,791262.300194932
"CANDIDATE",5364071,"K00248.04",1447,4,0.002131,751.4,6.387,12.33,0,-0.1174,0.0001609,0.60033,-0.6188,340059.760664755,0.71557437423088,382941.103773585
"CANDIDATE",9390653,"K00249.01",2468,1,0.3468,1787,16.15,65.28,0,0.311,0.0005224,1.1336,-0.042319,2114731.15422092,6.42411336430208,2242560.29268293
"CANDIDATE",9757613,"K00250.01",3370,4,0.6774,2675,17.02,67.4,0,-0.06184,0.001444,0.11326,-0.1045,1358226.59815269,10.2180427628907,1811926.96498054
"CANDIDATE",9757613,"K00250.02",1575,4,0.6094,1930,10.91,31.63,0,-0.5947,0.001046,0.18668,-0.029291,865385.483603967,11.2775518687128,885292.300380228
"CANDIDATE",9757613,"K00250.03",597.1,4,0.3876,1418,11.2,16.07,0,0.4325,0.0003642,0.06501,-0.24197,468074.727867017,0.736113114255325,412094.336283186
"CANDIDATE",9757613,"K00250.04",7247,4,0.5439,373,4.209,14.78,0,-0.3336,0.000243,0.16611,-0.083212,463478.047070763,1.22699988870344,398003.820512821
"CANDIDATE",10489206,"K00251.01",5193,2,0.4348,2267,14.95,59.69,1,0.6685,-0.002341,0.04107,0.19597,2791326.49641397,6.40659748483707,1874217.55905512
"CANDIDATE",10489206,"K00251.02",2688,2,0.0001752,241.8,3.99,7.483,1,-0.8244,-0.0003091,0.58723,-0.22008,264110.3396544,0.327089488416487,176969.185873606
